PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(america),termFreq(board),termFreq(brought),termFreq(call),termFreq(capt),termFreq(captain),termFreq(carri),termFreq(coast),termFreq(coloni),termFreq(commerc),termFreq(commit),termFreq(compani),termFreq(crew),termFreq(defenc),termFreq(enemi),termFreq(fleet),termFreq(good),termFreq(island),termFreq(justic),termFreq(marin),termFreq(merchant),termFreq(monei),termFreq(nation),termFreq(order),termFreq(piraci),termFreq(pirat),termFreq(port),termFreq(privat),termFreq(quarrel),termFreq(sail),termFreq(sea),termFreq(seamen),termFreq(seiz),termFreq(ship),termFreq(taken),termFreq(thousand),termFreq(took),termFreq(trade),termFreq(trial),termFreq(vessel),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0102100400_000009,"The life of William Augustus Duke of Cumberland. Containing a circumstantial and historical account of the times for the last forty-four years. By Andrew Henderson, ...",Andrew Henderson,49,3,1,0,0,1,0,1,2,2,2,2,0,1,4,0,0,0,0,0,1,0,2,1,4,0,0,2,0,2,1,0,1,0,2,0,4,1,1,2,0,2,4,1766,1,1,"London : printed for J. Ridley; Z. Stuart; W. Richardson and L. Urqhuart [sic]; and the booksellers in Westminster-Hall, 1766.",London,413,male,1734,1775,FALSE,"principles of moderation and lenity, treated the Britifll traders with rigour and severity, not duly considering that there were smugglers among themselves, and that a connivance with these was the occasion of what was complained of. The smugglers were so faithful to each other, as to agree upon signals, which"
0502100200_000036,"De jure maritimo et navali: or, a treatise of affairs maritime, and of commerce. In three books. The eighth edition, with many valuable additions. By Charles Molloy, late Barrister at Law.",Charles Molloy,76,0,0,0,0,2,0,1,0,0,2,0,7,0,0,0,0,0,4,1,0,2,2,0,0,2,5,8,5,0,0,0,9,3,0,14,1,0,2,0,3,3,0,1744,1,1,"London : printed for John Walthoe, over-against the Royal Exchange in Cornhill, MDCCXLIV. [1744].",London,559,male,1646,1690,FALSE,"the Adniral Keeble 397 Verdale con. Marten. Like Cafe Radley and hath jl: ni'i lbow against Eglesfield & al. 2 Sand. 259., I. Vtent. 3 ion of the Several Persons were Owners of a Ship , which they toig. C at', ent to the Indies to merchandise, upon the High"
0144300103_000050,"Lives of the admirals and other eminent British seamen. Containing their personal histories, and a detail of all their public services. Including a new and accurate naval history from the earliest Accounts of Time; and clearly proving, by a continued Series of Facts, our uninterrupted Claim to, and Enjoyment of, the Dominion of our Seas. Interspersed With many curious Passages relating to our Discoveries, Plantations, and Commerce. The whole supported by proper Authorities. By John Campbell, Esq; ...",John Campbell,56,0,0,0,2,3,0,5,1,3,0,2,0,0,1,1,5,4,0,2,0,0,1,0,1,1,0,2,1,6,0,1,1,2,0,2,3,0,1,1,0,1,3,1750,3,4,"London : printed for T. Waller, at the Crown and Mitre, opposite to Fetter-Lane, Fleet-Street, MDCCL. [1750].",London,487,male,1708,1775,FALSE,"were for their singularity only, deserve to be remembered. On the thirtieth of Alay 1695, as one; 7'7- li'am 7ompon, mafler of a fifiing bnat belonging to tl.e port of Pool in Dorfetfiie, was fifhiliru near the island of Purbeck, with only one man and a boy, and perceiving a"
0988400102_000191,"Lives of the British admirals: containing a new and accurate naval history, from the earliest periods. By Dr. J. Campbell. With a continuation down to the year 1779, ... Written under the inspection of Doctor Berkenhout. The whole illustrated with correct maps; and frontispieces ... In four volumes. ...",John Campbell,51,0,0,0,1,2,0,2,1,2,0,2,0,0,1,0,3,4,0,1,0,0,3,0,1,1,0,1,1,5,0,1,2,2,0,2,4,0,1,1,0,3,4,1779,2,4,"London : printed for Alexander Donaldson, 1779.",London,568,male,1708,1775,FALSE,"of the value of fifty pounds, and made him a present also of the vessel . he had taken u. Their lord(hips, not long after, gave a like chain and medal to Mr. Williams, who was likewise malter of a filhing fmack belonging to whitiand bay, for retaking several vessels"
0348100100_000189,"Lex mercatoria rediviva: or, a complete code of commercial law. Being a general guide to all men in business, whether as Traders, Remitters, Owners, Freighters, Captains, Insurers, Brokers, Factors, Supercargoes, or Agents. With an account of our mercantile companies; of our colonies and factories abroad; of our Commercial Treaties with Foreign Powers; of the duty of consuls, and of the Laws concerning Aliens, Naturalization, and Denization. To which is added, a sketch of the present state of the commerce o f the whole world; describing the Manufacturers and Products of each particular Nation; with Tables of the Correspondence and Agreement of their respective Coins, Weights, and Measures. Compiled from the works of the most celebrated British and Foreign Commercial writers. The whole equally calculated for the Information and Service of the Merchant, Lawyer, Member of Parliament, and private Gentleman. By the late Wyndham Beawes, Esq; His Britannick Majesty's Consul at Seville and St. Lucar. The fifth edition, considerably enlarged, and improved, by Thomas Mortimer, Esq; Formerly his Majesty's Vice Consul at Ostend.",Wyndham Beawes,95,0,1,10,0,1,0,2,0,0,3,0,2,0,0,0,3,0,0,0,0,3,3,2,0,1,0,0,3,9,0,2,0,5,0,20,3,0,0,3,0,5,14,1792,1,1,"London : printed for R. Baldwin; T. Longman; B. Law; S. Crowder; T. Cadell; G. Robinson, and Co. F. and C. Rivington; J. Sewel; D. Steel; T. and J. Brooke; W. Otridge; Whieldon and Butterworth; W. Lowndes; and W. Evans, MDCCXCII. [1792].",London,1039,male,,,FALSE,"to his refpeclve Courts of Admiralty, for the Adjudication and Condemnation of Prizes, as by his Majesty, C with Advice of his Privy Council, fiall be thought necessary. And as in all private Ships of War , or Merchant Ships that shall take out Letters of Mark, it is expedient,"
0471100200_000388,"A collection of statutes concerning the incorporation, trade, and commerce of the East India Company, and the government of the British possessions in India, with the statutes of piracy. To which, for more succint Information, are annexed, list of duties and drawbacks on the company's trade; the by-laws, constitutions, Rules and Orders for the good Government of the Company, and the Management of their Trade; and an abridgement of the company's charters. With a copious index. Compiled by F. Russell Esq. F. R. S. & F. S. A.",Great Britain,74,1,2,4,1,1,0,2,0,0,1,0,1,8,0,0,1,0,5,0,0,1,0,0,0,1,12,5,2,1,0,0,5,1,0,9,0,0,0,5,4,0,1,1794,1,1,"London : printed by Charles Eyre and Andrew Strahan, Printers to the King's Most Excellent Majesty, 1794.",London,756,unknown,,,FALSE,"trdding within tlhe Company's limits, forfeit | the Ship and lading, and double value, 1-4th to iniormeci, and I 3 4ths to the Company , ardl to be deelcmed guity of a hitgh crime and rifdilemeanor. J Unlawfully Ihipping goods abroad, or unliipplng them at sea , forfeit I, o0o"
0432000100_000189,"Lex mercatoria rediviva: or, the merchant's directory. Being a complete guide to all men in business, Whether AS Traders, Remitters, Owners, Freighters, Captains, Insurers, Brokers, Factors, Supercargoes, Agents, Containing an account of our mercantile companies; of our colonies and factories abroad; of our Commercial Treaties with Foreign Powers; of the duty of consuls, and of the Laws concerning Aliens, Naturalization, and Denization. To Which IS Added, a sketch of the present state of the commerce of the whole world; describing the Manufactures and Products of each particular Nation; with Tables of the Correspondence and Agreement of their respective Coins, Weights, and Measures. Extracted from the works of the most celebrated British And Foreign Commercial writers. The whole equally calculated for the Information and Service of the Merchant, Lawyer, Member of Parliament, and private Gentleman. By the late Wyndham Beawes, Esq; His Britannick Majesty's Consul at Seville and St. Lucar. The fourth edition, considerably improved, enlarged, and altered to render it suitable to the present Time, by Thomas Mortimer, Esq; Formerly his Majesty's Vice Consul at Ostend, and Author of several Commercial Treatises.",Thomas Mortimer,77,0,1,0,1,0,0,1,7,0,0,0,6,0,0,0,1,0,1,0,1,5,1,0,2,0,6,9,5,0,0,0,4,0,0,11,7,0,1,0,3,2,2,1783,1,1,"London : printed for J. Rivington, and Sons, T. Longman, B. Law, S. Crowder, T. Cadell, G. Robinson, J. Sewel, and R. Baldwin, MDCCLXXXIII. [1783].",London,973,male,1730,1810,FALSE,"englijhman committing Piracy on the Subjects of any Prince or State, in 28 Elm. Amity with the Crown of England, is within the Statute of 28 Hen. VIII and so it was held where one wiinterson, Smith, and others, had robbed a Ship of one Maturine Guatier, belonging to, and"
0985100104_000007,"Lives of the British admirals: containing a new and accurate naval history, from the earliest periods. By Dr. J. Campbell. With a continuation down to the Year 1779, Including the Naval Transactions of the Late and Present War, and an Account of the Recent Discoveries in the Southern Hemisphere. Written under the inspection of Doctor Berkenhout. The Whole Illustrated with Correct Maps, and Frontispieces Engraved from Original Designs. In four volumes. ...",John Campbell,55,1,0,1,1,1,0,5,0,2,0,0,1,2,1,0,2,3,0,1,2,1,0,0,2,3,0,1,1,1,0,7,1,0,2,4,0,0,0,3,0,1,5,1781,4,4,"London : printed for Alexander Donaldson, No. 48, St. Paul's Church-Yard, M.DCC.LXXXI. [1781].",London,541,male,1708,1775,FALSE,"pieecs of iron ordnance. deftrufiot \~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ destruction of Porto bello. His success enabled him to extend A. D. iis influence to Panama, where some of the fafors and servants 17359 of the south- sea company were confined. He wrote to the. president of that place in the language of a"
1759900103_000077,"Lives of the admirals, and other eminent British seamen. Containing their personal histories, and a detail of all their public services. Including a new and accurate naval history from the earliest account of time; and, clearly proving by a continued series of facts, our uninterrupted claim to, and enjoyment of the dominion of our seas. Interspersed with many curious passages relating to our discoveries, plantations, and commerce. The whole supported throughout by proper authorities. By John Campbell, Esq; ...",John Campbell,68,2,0,3,0,0,0,3,5,0,0,1,2,2,6,0,0,0,6,0,3,0,5,0,2,1,2,4,0,2,0,3,1,0,2,8,1,0,3,0,1,0,0,1744,3,4,"London : printed by John Applebee, for J. and H. Pemberton, in Fleet-street, and T. Waller, in the Temple, M,DCC,XLII-M,DCC,XLIV. [1742-44].",London,520,male,1708,1775,FALSE,"Persons abovementioned were obliged to be at the whole Expense. Captain Kidd had a Commifflion in the common Form, to take and seize Pirates , and bring them to Justice , prolix, yet his Account wants in a great measure the light of Evidence, which arises very fully from an"
0067600104_000546,"A compleat collection of state-tryals, and proceedings upon impeachments for high treason, and other Crimes and Misdemeanours; from the reign of King Henry the Fourth, to the end of the reign of Queen Anne. In four volumes. With an exact alphabetical table to the whole.",,55,2,0,4,1,2,0,5,0,1,0,0,2,1,0,0,1,0,3,0,0,1,3,1,2,0,4,4,0,0,0,1,1,0,1,9,1,0,1,2,1,1,0,1719,4,4,"London : printed for Timothy Goodwin, against St. Dunstan's Church in Fleet-Street; John Walthoe in the Middle-Temple Cloysters; Benj. Tooke at the Middle-Temple Gate in Fleet-Street; John Darby in Bartholomew-Close; Jacob Tonson against Katherine-Street in the Strand; and John Walthoe jun. against the Royal-Exchange in Cornhill, M.DCC.XIX. [1719].",London,1021,unknown,,,FALSE,"and who now too Share the Spoils and the Guilt with him. With this Ship and another, and the Remainder of the Goods not sold on the Coast , he sailed once morefor Madagacar, where he arrived in the beginning of My 98, and there again, what was left on"
0235600700_000013,"The history and lives of all the most notorious pirates, and their crews, from Capt. Avery, who first settled at Madagascar, to Capt. John Gow, ...",Daniel Defoe,53,0,0,3,1,0,5,2,1,0,0,0,1,0,2,1,0,1,2,0,0,4,0,0,0,2,0,5,1,0,1,2,2,0,2,6,2,0,3,0,0,3,1,1765,1,1,"London : printed for C. Hitch; R. Ware; and S. Crowder, 1765.",London,143,male,1660,1731,TRUE,"mariner . Rowland Soarp, .ite of Bath Town, mariner . Jona: nan Clark, late of Charies Town, mariner . Thomas Gerrard, late of Antigua, mariner . All of whom, except the four last, were founr guilty, and received sentence of death, upon t""0l irn diments; viz. for robbirg upon the"
0943600100_000154,"A collection of the statutes relating to the Admiralty, Navy, Ships of War, and incidental matters; To the eighth Year of King George the Third.",Great Britain,99,0,2,11,0,0,0,1,5,0,1,0,0,0,0,0,1,0,0,0,0,9,5,0,0,1,0,0,4,8,0,2,1,6,0,16,0,2,0,7,0,11,6,1768,1,1,"London : printed by Mark Baskett, Printer to the King's most Excellent Majesty; and by the assigns of Robert Baskett, MDCCLXVIII. [1768].",London,1029,unknown,,,FALSE,"or Pradingelle privateer ship or vessel as aforesaid, shall, before ficiqari he shall receive or entertain in any of the parts b fore tchey aforesaid, any mariner seaman or other person to bti,. serve on board such privateer or trading ship or vessel , endeavour (by all the ways and"
0283700400_000272,"An exact abridgment of all the statutes in force and use from the beginning of Magna Charta. Begun by Edmund Wingate of Grays-Inn, Esq; and since continued under their proper Titles Alphabetically down to the year 1689. In this Impression the Statutes which are Expired or Repealed are left out, and an exact Account taken of Statutes Revived, Continued or Altered by any Statute made since the beginning of the Reign of King William and Queen Mary, with References to such Statutes of Reviver, &c. With a more complete and exact table than was before.",England,73,2,0,1,1,2,0,4,0,0,0,0,1,1,0,1,0,1,6,0,0,5,1,3,0,2,0,3,2,0,0,0,4,2,1,20,2,0,0,1,1,2,4,1708,1,1,"London : printed by Her Majesties printers, and by the assigns of R. Atkins and E. Atkins, Esqs., 1708.",London,813,male,,,FALSE,"nor susser him to escape, on pain of such Punishment as should have been inflited on the Party, or as a Court marfhal, eg. 3i. All shall endeavour to apprehend Offenders, and assist the Officers thereto appointed, on pain of such Punishment as a Court matlhal, c. z3. Sodomy and"
0471100200_000066,"A collection of statutes concerning the incorporation, trade, and commerce of the East India Company, and the government of the British possessions in India, with the statutes of piracy. To which, for more succint Information, are annexed, list of duties and drawbacks on the company's trade; the by-laws, constitutions, Rules and Orders for the good Government of the Company, and the Management of their Trade; and an abridgement of the company's charters. With a copious index. Compiled by F. Russell Esq. F. R. S. & F. S. A.",Great Britain,87,0,0,7,1,0,0,0,2,0,0,0,1,0,0,0,0,0,8,0,0,7,4,0,0,0,7,15,1,0,0,0,3,4,1,12,2,1,0,2,0,9,0,1794,1,1,"London : printed by Charles Eyre and Andrew Strahan, Printers to the King's Most Excellent Majesty, 1794.",London,756,unknown,,,FALSE,"made in the eleventh and twelfth years of the reign of his late Majesty King William the Third, entitled, An a Efor the I and Iz W. more effeeualfupprefing of piracy , which by an aa made in the sixth year 3 C 7 of his present Majesty is made"
