PassageID,Title,Author,Total termFreq,termFreq(action),termFreq(ancient),termFreq(charact),termFreq(composit),termFreq(descript),termFreq(divin),termFreq(epic),termFreq(geniu),termFreq(god),termFreq(hero),termFreq(heroic),termFreq(histori),termFreq(imagin),termFreq(incid),termFreq(languag),termFreq(machineri),termFreq(manner),termFreq(marvel),termFreq(merit),termFreq(natur),termFreq(necess),termFreq(personag),termFreq(place),termFreq(plan),termFreq(plot),termFreq(poem),termFreq(probabl),termFreq(reader),termFreq(speci),termFreq(style),termFreq(sublim),termFreq(uniti),termFreq(varieti),termFreq(vers),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0937200403_000061,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,37,1,1,2,0,3,0,8,2,1,1,1,0,1,0,0,2,2,0,0,3,0,0,3,1,0,1,0,0,0,1,2,1,0,0,1793,3,3,"London : printed for A. Strahan; T. Cadell; and W. Creech in Edinburgh, 1793.",London,416,male,1718,1800,TRUE,"along, kept his eye upon h omer; in many places , he has not so much imitated, as he has literally translated him. The description of the Storm, for instance, in the first lltneid, and ]Aeneas's VOL. III S Speech L E L T. Speech upon that occasion, are translations"
1119000201_000089,"The method of teaching and studying the belles lettres, or, an introduction to languages, poetry, rhetoric, history, moral philosophy, physics, &c. With Reflections on Taste, and Instructions with regard to the Eloquence of the Pulpit, the Bar, and the Stage. The whole illustrated with Passages from the most famous Poets and Orators, ancient and modern, with critical Remarks on them. Designed more particularly for Students in the Universities. By Mr. Rollin, Late Principal of the University of Paris, Professor of Eloquence in the Royal College, and Member of the Royal Academy of Inscriptions and Belles Lettres. Translated from the French. ...",Charles Rollin,39,2,1,0,0,1,1,4,0,1,2,0,2,1,3,1,0,4,0,0,2,0,1,0,1,0,5,1,3,0,0,0,0,1,2,1769,1,3,"London : printed for W. Strahan, J. and F. Rivington, R. Baldwin, L. Hawes and W. Clarke and R. Collins, R. Horsfield, W. Johnston, W. Owen, T. Caslon, S. Crowder, B. Law, Z. Stuart, Robinson and Roberts, and Newbery and Carnan, M.DCC.LXIX. [1769].",London,500,male,1661,1741,TRUE,"nslcosfabularum acast fatores juvenile fcripfi carmen, says he of himself, fed we us frater confiltior, boc chrifiaiio nec minies latino carnnie me defipuifle hactenus monet. He therefore thought himself obliged to make a public reparation for his offence, but in a poetical manner , and has joined it to the"
0225900603_000072,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,36,1,0,4,1,2,0,2,2,1,0,0,1,2,0,2,0,0,0,1,1,1,0,1,1,0,3,0,0,0,1,6,1,0,2,1788,3,3,"Basil : printed by J. J. Tourneisen, 1788.",Basel,408,male,1718,1800,TRUE,"in Hell, and now in Heaven, affords a fifficient diversity; while unity of plan is, at thefame, time perfecly supported. We have still life, and calm scenes, in the employments of Adam and Eve in Paradise; and we have busy scenes and great actions , in the enterprise of Saran,"
1427500104_000032,"The spectator. With sketches of the lives of the authors, and explanatory notes. In eight volumes.",,57,0,0,11,1,0,1,2,0,2,3,3,0,1,1,0,0,2,0,0,5,0,0,2,0,1,9,1,3,1,1,0,0,7,0,1797,4,8,"London : printed for the booksellers, 1797.",London,292,unknown,,,FALSE,"the heroic poets that ever wrote, inl the multitude and variety of his chara~ers. Every god thtat is admitted into his poemn, asa part which would hlave: been suitable to no other deity. His princes are as mluch difitnguilhed by their manners as by their domi nionls; and even those."
0247200100_000092,"Literary hours or sketches critical and narrative, by Nathan Drake, M. D.",Nathan Drake,33,0,2,1,1,3,0,1,2,0,2,0,1,0,1,3,1,0,0,2,4,0,0,1,0,0,2,2,0,1,1,2,0,0,0,1798,1,1,"Sudbury : printed by J. Burkitt. Sold by T. Cadell, junior, and W. Davies, Strand, London. 1798. Entered at Stationers' Hall, [1798].",Sudbury,532,male,1766,1836,FALSE,"the field! She followed the empty form over the heath. She knew that her hero fell. I heard her approaching cries on the wind, like the mournful voice of the breeze, when it sighs on the grass of the cave. ""She came. She found her hero ! Her voice was"
0259500104_000059,"The works of Alexander Pope, Esq; In six volumes, complete. With his last corrections, additions, and improvements; together with all his notes.",Alexander Pope,37,3,0,1,0,1,0,2,1,2,1,0,0,2,1,0,1,3,1,0,5,0,0,0,0,0,6,2,1,0,0,0,2,2,0,1772,4,6,"London : [s.n.], Printed in the Year MDCCLXXII. [1772].",London,280,male,1688,1744,TRUE,"it bursts out in sudden, short, and interrupted flashes: In Milton it glows like a furnace kept up to an uncommon ardour by the force of art: In Shakespeare it frikes before we are aware, like an accidental fire from heaven: But in Homer, and in him only, it burns"
0357500300_000260,"Lectures on rhetoric and belles lettres. By Hugh Blair, D.D. one of the Ministers of the High Church, and professor of rhetoric and belles lettres in the University, of Edinburgh.",Hugh Blair,60,2,0,4,0,0,0,14,0,0,3,1,0,0,2,0,0,2,0,0,6,0,3,1,2,1,13,2,3,1,0,0,0,0,0,1784,1,1,"Philadelphia : Printed and sold by Robert Aitken, at Pope's Head in Market Street, MDCCLXXXIV. [1784].",Philadelphia,479,male,1718,1800,TRUE,"sufficient licence is left him for ficion and invention. tre third property required in the Epic Poem , is, that it be interesting. It is not sufficient for this purpose that it be great. For deeds of mere valour, how heroic soever, may prove cold and tiresome. Much will depend"
0758101002_000095,"The works of Ossian, the son of Fingal. In two volumes. Translated from the Galic language by James Macpherson. ...",James Macpherson,40,2,0,7,0,1,0,4,1,0,5,2,1,1,0,0,0,1,1,1,5,0,1,0,0,0,4,1,1,0,0,0,1,0,0,1765,2,2,"London : printed for T. Becket and P. A. Dehondt, 1765.",London,517,male,1736,1796,TRUE,"at the beginning of the third book. The conclusion of the poem is ftri.ly accord ng to rule; and is every way noble and pleating. The reconciliation of the contending heroes , the confglation Qs Cuchullin, and the general felicity that crowns the action , tooth the mind in a"
0504100102_000126,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In two volumes. ...",Hugh Blair,52,2,0,3,1,0,0,12,1,0,3,0,0,0,1,0,0,2,0,0,5,0,3,1,1,1,10,2,2,2,0,0,0,0,0,1783,2,2,"London : printed for W. Strahan; T. Cadell; and W. Creech, in Edinburgh, 1783.",London,553,male,1718,1800,TRUE,"dazzle us perpetually with valiant achievements; for all Readers tyre of constant fighting, and battles; but he muf fltudy to touch our hearts. He may £ometimes be awful and august; he must often be tender and pathetic; he muss give us gentle and pleasing scenes of love, friendflip, and affection."
0393700301_000034,"The modern dictionary of arts and sciences; or, complete system of literature. In which will be introduced every modern Improvement that has been made therein by the Learned and Ingenious of this or any other Nation; more particularly those valuable Discoveries that have been communicated by several Members of the Royal Society, the Royal Academy, and the Society for the Encouragement of Arts, Manufactures, and Commerce. Among the various other Branches of Learning, the following will be particularly and copiously explained, viz. Agriculture, Anatomy, Architecture, Arithmetic, Astronomy, Book-Keeping, Biography, Botany, Catoptrics, Chemistry, Chronology, Commerce, Cosmography. Dialling, Dioptrics, Ethics, Gardening, Gauging, Geography, Geometry, Grammar, Gunnery, Heraldry, History, Horsemanship, Husbandry, Hydraulics. Hydrography, Hydrostatics, Law, Logic, Maritime Affairs, Military Affairs, Mathematics, Mechanics, Merchandize, Metaphysics, Meteorology, Music, Navigation, Optics, Painting. Perspective, Philosophy, Physic, Pneumatics, Rhetoric, Sculpture, Statics. Surgery, Surveying. Theology, &c. &c. The whole greatly improved and modernized from every dictionary that hath preceded it, and ornamented with upwards of Two Hundred Figures, necessary to illustrate and embellish the Work. The historical, theological, philosophical, biographical, and grammatical parts, by the Rev. Percival Proctor, M.A. The astronomical, mechanical, and every other Branch of the Mathematics, by William Castieau, Teacher of the Mathematics, and Master of the Academy, opposite Berner's-Street, in Oxford-Street. The other articles by gentlemen particularly conversant in the respective subjects they have undertaken to explain.",,55,8,1,0,0,0,0,8,0,0,8,2,1,0,3,0,0,2,2,0,1,0,1,0,0,0,12,1,1,0,0,0,4,0,0,1774,1,4,"London : printed for the authors; and sold by G. Kearsly, No. 46, Fleet-Street, MDCCLXXIV. [1774].",London,582,unknown,,,FALSE,"and the famr ia, which before liad always been referred to separate laws; and tn reduce the lanws of motion, and those of cquilihrmim, to one and the same principle. It is remarkable that of the many phi lofopiens who have treated on the ilbjecl of refration, none ]hold fall"
0587100104_000034,The spectator. ...,,61,3,0,12,0,0,2,2,0,2,3,3,0,1,1,0,0,4,0,0,5,0,0,3,0,1,9,1,1,1,1,0,0,6,0,1797,4,8,"London : printed by H. Baldwin; for Messrs. Longman, Dodsley, Law, Robson, Johnson, Nichols, Dilly, Robinson, Sewell, Baldwin, Faulder, Rivington, Otridge and Son, T. Payne, B. and J. White, Macqueen, Hookham and Carpenter, W. Lowndes, Wynn, Kay, Newbery, J. Edwards, Vernor and Hood, Anderson, Pote, Cadell and Davies, Murray and Highley, and Lee and Hurst, 1797.",London,440,unknown,,,FALSE,"there before divine service begins, lest they divert the attention of the congregation. T' RALPH, No 273 Saturday, January 12, I7r11-2. -- -- - Notandifiunt tibi mores. HOR. Ars Poet. ver., t6. Note well the manners . HAVING examined the action of Paradise Lost, let us in the next place"
0504100102_000133,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In two volumes. ...",Hugh Blair,31,0,3,1,1,0,0,3,1,1,5,0,1,1,1,1,1,0,0,0,0,0,0,0,2,0,5,0,0,0,1,1,1,1,0,1783,2,2,"London : printed for W. Strahan; T. Cadell; and W. Creech, in Edinburgh, 1783.",London,553,male,1718,1800,TRUE,"cautious and distrustful, and we are disappointed of the furprifr of joy, which we expeaced on that high occasion. AFTER having said so much of the Father of Epic Poetry, it · ti ~, / A cis now time to proceed to Virgil, who has a ey vmi hedh 1^?1^^/"
0036900700_000029,"Essays: on poetry and music, as they affect the mind; on laughter, and ludicrous composition; on the usefulness of classical learning. By James Beattie, LL. D. Professor Of Moral Philosophy And Logic In The Marischal College And University Of Aberdeen.",James Beattie,35,0,0,3,0,1,1,2,2,0,1,0,1,0,2,1,1,0,0,0,9,0,0,0,0,2,2,2,0,0,0,0,1,3,1,1779,1,1,"London : printed for E. and C. Dilly, In The Poultry; and W. Creech, Edinburgh, M.DCC.LXXIX. [1779].",London,526,male,1735,1803,FALSE,"cooperating to one determinate end. of the Comic Epopee we have two exquisite models in English, I mean the Anmelia and Tor 7jnes of Fielding. The introducory part of the latter follows indeed the historical arrangement, in a way somewhat resembling the practice of Euripides in his prologues, or at"
1282300102_000108,"Lectures on rhetoric and belles lettres. By Hugh Blair, D.D. & F.R.S. Ed. one of the Ministers of the High Church, and professor of rhetoric and belles lettres in the University of Edinburgh. In two volumes. ...",Mathew Carey,55,3,0,5,7,0,0,13,0,0,0,4,1,1,1,0,0,0,0,0,2,0,1,0,0,0,7,0,2,4,0,0,4,0,0,1793,2,2,"Philadelphia : From the press of Mathew Carey, March 19 --M.DCC.XCIII. [1793].",Philadelphia,464,male,1760,1839,FALSE,"absurd to attempt defining, and limiting them, with the same precision. Criticifin, when employed in such attempts, degenerates into trifling questions about words and names only. I therefore have no scruple to class such poems , as Milton's Paradise Lost, Lucan's Pharfalia, Statius's Thebaid, Ossian's Fingal and Temora, Camoens's Lufiad,"
0225900603_000054,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,53,3,0,4,5,0,0,12,0,0,0,4,1,2,1,0,0,0,0,0,4,0,1,1,0,0,7,0,2,4,0,0,2,0,0,1788,3,3,"Basil : printed by J. J. Tourneisen, 1788.",Basel,408,male,1718,1800,TRUE,"can arrange them with precision, under the different classes to which they belong, because Nature affords a visible unvarying standard, to which we refer them. But with regard to works of taste and imagination , where Nature has fixed no standard, but leaves scope for beauties of many different kinds,"
0507300104_000032,The spectator. ...,,57,0,0,8,1,0,1,2,0,2,3,3,0,1,1,0,0,4,0,0,5,0,0,3,0,1,11,1,2,1,0,0,0,6,1,1747,4,8,"London : printed for J. and R. Tonson and S. Draper, MDCCXLVII. [1747].",London,379,unknown,,,FALSE,"E ]I E N T, Fliom the Parilb veftry, zanuary 9 ail,, di:, i oijo ccrie : o Chu;, rin tie nteiw fabifioned lilds, iae d: jii,, : , be rii,  I before Divire Service be. : i, L i :;, L di; : : t r 1t A;"
0509000204_000032,The spectator. ...,,58,2,0,8,1,0,1,2,0,3,2,3,0,1,1,0,0,3,0,0,5,0,0,3,0,1,12,1,2,1,0,0,0,6,0,1712,4,8,"London : printed for S. Buckley, at the Dolphin in Little-Britain; and J. Tonson at Shakespear's-Head, over-against Catherine-Street in the Strand, [1712-15] [1713].",London,476,unknown,,,FALSE,"I had ( asked your Advice. Tcur humble se7vant, E. S. H E Correspondent is desired to sav JT which Cheek the Offender turner to him. T NO 273 Saturday, January 12 . -- Notandi sunt tibi Mores. Hora V N G examined the Action of Par dise Lost, let"
0429701300_000050,"Critical observations on the writings of the most celebrated original geniuses in poetry. Being a sequel to the Essay on original genius. By W. Duff, A.M.","Duff, William",41,1,0,1,2,1,0,3,8,0,0,0,0,4,4,0,0,0,0,3,0,0,0,1,2,0,2,0,0,2,0,3,1,3,0,1770,1,1,"London : printed for T. Becket, and P. A. de Hondt, In The Strand, MDCCLXX. [1770].",London,373,male,1732,1815,FALSE,"216 The description of Satan raising his enor nous bulk from the fiery lake, and after ards expanding his wings for flight, is completely original, at the same time that it is remarkably picturesque and sublime . Forthwith upright he rears from off the pool his mi., htv lature: on"
0225900603_000063,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,44,0,3,4,0,2,0,4,1,3,4,0,1,1,1,1,0,2,0,1,2,0,0,0,1,0,8,0,0,0,1,2,0,2,0,1788,3,3,"Basil : printed by J. J. Tourneisen, 1788.",Basel,408,male,1718,1800,TRUE,"some XLIII notice of the Odyssey also. Longinus's criticism upon it is not without foundation, that Homer may in this Poem be compared to the setting fun, whose grandeur rtill remains, without the heat of his meridian beams. It wants the vigour and sublimity of the Iliad; yet, at the"
1282500100_000151,"Essays on the nature and immutability of truth in opposition to Sophistry and Scepticism; on poetry and music, as they affect the mind; on laughter, and ludicrous composition; on the utility of classical learning. By James Beattie, L L. D. Professor of Moral Philosophy and Logic in the Marischal College and University of Aberdeen.",James Beattie,35,0,0,4,0,1,1,2,2,0,1,0,1,0,2,1,1,0,0,0,9,0,0,0,0,2,2,2,0,0,0,0,1,2,1,1777,1,1,"Edinburgh : printed for the author: and sold by Edward and Charles Dilly, in London; and William Creech, Edinburgh, M.DCC.LXXVII. [1777].",Edinburgh,776,male,1735,1803,FALSE,"not greatly susser in the comparison. This author, to an amafing variety of probable occurrences, and of characters well drawn, well supported,. and finely contrasted, has given the moult perfec unity , by making them all cooperate to one and the same final purpose. It yields a very pleasing surprise"
0405701001_000008,"The adventures of Telemachus the son of Ulysses. Written in French by the late Mr. Francis de Salignac de la Motte Fenelon, Preceptor to the Children of France, and afterwards Archbishop of Cambray. Translated from the last Paris edition, which is the only genuine, and agreeable to the Author's Manuscript; and dedicated to the King of France. Done into English by Mr. Is. Littlebury and Mr. A. Boyer. ...",François Fénelon,52,6,2,0,0,0,3,6,0,3,6,2,0,0,1,0,0,1,3,1,2,0,0,2,0,1,8,2,0,0,0,3,0,0,0,1719,1,2,"London : printed for William Churchill at the Black Swan in Pater-Noster-Row, 1719.",London,345,male,1651,1715,TRUE,"near his Country, Minerva causes him to put into a desert Island, where she discovers herself to him. Aster having accompanied him, without his Knowledge, through rempeftuous Seas, unknown Lands, bloody Encounters, and all the Evils that can try humane Courage and Wisdom, fly at length conducts him to a"
0957900700_000001,"The adventures of Telemachus, the son of Ulysses. By the Archbishop of Cambray. Translated into English by Mr. des Maizeaux, F.R.S.",François Fénelon,41,2,1,1,0,0,0,5,0,1,6,2,0,2,2,0,0,1,1,0,2,0,0,1,2,0,7,1,0,0,0,1,3,0,0,1781,1,1,"Rouen : printed for JJ. Besongne, 1781.",Rouen,446,male,1651,1715,TRUE,"A DISCOURS E OF EPIC POETRY, AND OF THE EX C E L L E N C E Of the POEM of T E L E M A C H U S. F we could relifll naked truth, ihe The origin would not want, to gain our love, the and"
