PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(appear),termFreq(bridg),termFreq(cafe),termFreq(caus),termFreq(cent),termFreq(church),termFreq(citi),termFreq(citizen),termFreq(colleg),termFreq(common),termFreq(contain),termFreq(counti),termFreq(court),termFreq(crown),termFreq(earl),termFreq(england),termFreq(equal),termFreq(exchang),termFreq(follow),termFreq(ftreet),termFreq(gener),termFreq(grant),termFreq(hall),termFreq(hous),termFreq(king),termFreq(laid),termFreq(land),termFreq(lane),termFreq(late),termFreq(law),termFreq(letter),termFreq(liberti),termFreq(london),termFreq(market),termFreq(mayor),termFreq(merchant),termFreq(mile),termFreq(monei),termFreq(number),termFreq(offic),termFreq(order),termFreq(oxford),termFreq(parliament),termFreq(person),termFreq(port),termFreq(pound),termFreq(price),termFreq(print),termFreq(receiv),termFreq(return),termFreq(royal),termFreq(sea),termFreq(set),termFreq(sever),termFreq(societi),termFreq(taken),termFreq(town),termFreq(ward),termFreq(work),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1696200100_000471,"A new and complete geographical dictionary. Containing a full and accurate description of the several parts of the known world, as divided into continents, islands, oceans, seas, rivers, lakes, &c. The situation, extent, and boundaries, of all the empires, kindgoms, provinces, states, &c. in Europe, Asia, Africa, and America. Their climates, ... constitutions, ... produce, languages, manufactures, trade, commerce, cities, chief towns, universities, ... pictures, ruins, antiquities, mines, vegetation, minerals, mountains, desarts, forts, castles, harbours, natural and artificial curiosities. Together with the religion, learning, policy, manners, customs, stature, shape, colour, and length of lives of the inhabitants; their virtues and vices; their ceremonies at births, marriages, and funerals; their political and church government, &c. To which will be prefixed, an introductory dissertation, explaining the figure and motion of the Earth, the use of the globes, and doctrine of the sphere; with the improvements of the moderns, to render the science of geography easy and intelligible to every capacity. And to render this performance still more perfect and useful, we shall add to the description of every city and town in England, the names of the inns where their respective stage coaches and waggons put up in London, and the days and hours of their setting out from thence. Illustrated with an accurate set of maps, the dresses of the inhabitants, and variety of perspective views of the principal cities, towns, harbours, structures, ruins, &c. By Frederic Watson, M.A. vicar of Sutton, and several other gentlemen.","Watson, Frederic",60,1,0,1,0,0,0,4,4,1,1,0,1,3,0,2,2,2,1,0,0,1,0,0,0,1,7,0,0,0,1,0,0,0,3,2,2,0,5,0,1,0,1,0,3,0,0,0,0,0,0,0,1,1,0,2,1,0,5,0,0,1773,1,1,"London : Printed for the authors, and sold by G. Kearsly, No. 46, Fleet-Street, and all other booksellers in Great Britain and Ireland, MDCCLXXIII. [1773].",London,651,unknown,,,FALSE,"church here was formerly a pagan temple. The town has good suburbs, and a good townhouse, but the place suffered much in the civil wars of Bohemia. It lies 112 miles east of Prague. Lat. 50 deg. 36 min. N. long. r6 dcg. 2r min. E. GLATZ, country or circle"
0084500200_000338,"The modern universal British traveller; or, a new, complete, and accurate tour through England, Wales, Scotland, and the neighbouring islands. Comprising all that is worthy of observation in Great Britain. ... The articles respecting England, by Charles Burlington, ... t Wales, by David Llewellyn Rees, ... of Scotland, by Alexander Murray, ...","Murray, Alexander, M.A.",51,0,0,0,0,0,0,0,1,1,0,1,0,0,1,3,0,1,0,1,1,0,1,0,0,1,2,1,1,2,0,0,0,0,2,0,2,0,1,0,1,5,4,0,2,1,1,0,1,0,0,1,1,1,0,1,3,1,1,3,1,1779,1,1,"London : printed for J. Cooke, 1779.",London,965,unknown,,,FALSE,"with, and the golden spoon into which the biflop pours the oil. The The valuable crown worn by queen Anne, and that made for the use of his present majesty. The crown of fate his majesty wears on the throne in parliament , in which is a large emerald seven"
0162600100_000761,"A new and universal history, description and survey of the cities of London and Westminster, the borough of Southwark, And their Adjacent Parts. Including not only all the Parishes within the Bills of Mortality, but the Towns, Villages, Palaces, Seats, and Country, to the extent of Twenty Miles round, Comprizing a Circle of Near One Hundred and Fifty Miles. Containing An accurate and circumstantial Account of the Origin of London; with a View of its progressive improvement, from its first foundation to its present flourishing state, and amazing extent. A Description of the Antiquities, from the most remote periods of authentic intelligence. A particular Account of its constitution and government, ecclesiastical, civil and military; its charters, laws, customs, privileges, immunities, commerce, trade, manufactures, its astonishing power and influence, foreign and domestic. A Survey and Description of the several wards, parishes, precincts, liberties, squares, streets, avenues, churches, chapels, palaces, parliament-house, courts of law, inns of court, noblemen's houses, halls, hospitals, colleges, alms-houses, schools, museums, gates, and other remarkable buildings, public and private. History of the several incorporated companies of merchants and traders; their origin, institution, constitution, peculiar laws, rights, privileges, and coats of arms. An Account of the several charitable foundations, and benevolent institutions in the Metropolis and its environs; which, to the immortal credit of the humane inhabitants, are much greater in number, more liberally supported, and decently conducted, than in any other place in the universe. A variety of instructive and entertaining anecdotes relative to the transactions of such persons who have more particularly distinguished themselves in a political, magisterial, military, marine, commercial, ecclesiastical, or literary capacity. A comprehensive view of the progress of the learned and ingenious, the gradual improvement of literature, the ancient and present state of the arts, sciences, and belles letters, the encouragement given to painting, music, history, oratory, and the fine arts in general; survey of the public amusements, and most remarkable places of entertainment, with critical remarks on their beauties, blemishes and tendencies. The ancient and present state and curiosities of St. Paul's Cathedral, the Tower of London, Westminster Abbey, the Monument, British Museum, Royal Exchange, Account of the Bank, Adelphi Buildings, Bridges, &c. Curious calculations respecting the number of inhabitants; comparisons between this metropolis and the principal cities in the universe; inferences concerning births and burials. An account of the mineral waters, springs, vegetables, fossils, &c. found in London and its vicinity- A description of the most remarkable towns, villages, palaces, noblemen and gentlemen's seats, and other buildings public and private, and the country in general, &c. which surround and ornament this opulent and superb metropolis for the spacé of twenty miles. Comprizing, in the most accurate and comprehensive Manner, A full and impartial account of all that relates to this important Metropolis, and the surrounding country, which can improve the understanding, excite the attention, gratify the curiosity, or captivate the imagination. By Walter Harrison, Esq. Enriched with upwards of one hundred elegant copper-plate engravings, exhibiting architectral, perspective antique, and rural views of churches, chapels, palaces, gates, antiquities, ruins, hospitals, bridges, and other buildings, public and private; delightful landscapes, beautiful prospects, and captivating situations; besides plans, maps, surveys, &c.","Harrison, Walter, Esq",76,1,0,0,0,0,0,0,10,3,0,5,0,0,1,1,1,1,0,0,0,0,0,1,2,2,4,1,1,0,0,1,0,1,8,2,2,0,0,1,4,5,4,2,3,0,0,0,1,0,2,0,1,0,1,0,0,1,1,1,1,1775,1,1,"London : printed for J. Cooke, at Shakespeare's Head, in Pater-Noster-Row, MDCCLXXV. [1775].",London,822,unknown,,,FALSE,"ib. Murray, the lion. Alexander, is committed to Newgate for contempt of tile h louli of Commons , 389-llis triumphant release, ib. rctirei abroad, 390 Musicians, company of, -- 501 N. AS[: FBY, battle of between the army of Charles I. and N tall.t )o tile prliament - 25 Navy"
0971100303_000090,"A new description of Berkshire, Buckinghamshire, Cambridgshire, Cheshire, Cornwal, Cumberland, The Isle of Man, Derbyshire, Devonshire, Dorsetshire, Durham, Essex. Containing, I. A particular survey, both geographical and historical of each county. II. An ample and accurate Account of all the Boroughs, Market-Towns, Villages, Rivers, Royal-Palaces, Noblemen's and Gentlemen's Seats. III. The Fairs, Trade, Commerce, and Product of each County. IV. Of the Rarieties both Natural and Artificial. V. Of the eminent Persons Born, or who have resided in them, and of the extraordinary Events that have happen'd in the same.",,68,2,1,3,0,0,0,3,13,1,0,3,0,2,3,0,0,2,0,0,0,0,3,0,1,5,3,0,0,1,1,0,0,1,1,2,5,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,3,0,0,1,1,0,1749,3,3,"London : printed for James Coreett, near West-Smith-Field, [i.e. Corbett], and sold by the booksellers in town and country, 1749.",London,551,unknown,,,FALSE,"VI Kett, the Tanner of Windham, at the Head of several Thousand Rebels, left it in a ruinous Condition; but it soon began to flourish again, especially when Queen Elizabeth placed here a Part of the Flemings who fled from the Netherlands, and who set up the Woollen Manufacure, which"
0155000104_000028,"The history and topographical survey of the county of Kent. Containing the antient and present state of it, civil and ecclesiastical; Collected From Public Records, And Other Authorities: Illustrated with maps, views, antiquities, &c. The second edition, improved, corrected, and continued to the present time. By Edward Hasted, Esq. F. R. S. and S. A. Late Of Canterbury. Volume I.",Edward Hasted,66,2,1,1,0,0,0,2,9,2,0,0,0,3,1,0,0,0,0,0,0,1,2,1,1,4,4,0,0,1,1,0,0,0,1,3,3,0,0,1,0,2,3,0,3,1,1,0,0,0,0,2,1,0,0,5,0,0,4,0,0,1797,4,12,"Canterbury : printed by W. Bristow, ON The Parade, M.DCC.XCVII. [1797].",Canterbury,605,male,1732,1812,FALSE,"the bishop of Durham, and some other ecclesiastics, in this privilege of a mint, and others had new grants for the like purpocf; yet it does not seem that the bishop of Rochefer was ever restored to his; ir: y, it teems probable he had never made ufc of it"
1690900110_000108,"The European magazine, and London review; containing the literature, history, politics, arts, manners and amusements of the age. By the Philological Society of London.",Philological Society (Great Britain),65,1,0,0,0,1,2,1,8,0,1,1,2,3,1,0,0,1,0,0,2,0,2,0,0,0,3,1,0,0,3,0,2,1,5,0,3,1,1,0,0,1,0,1,1,1,0,0,0,0,1,2,1,0,0,0,5,0,5,0,1,1786,10,86,"London [England] : printed for John Fielding No. 23, Pater Noster Row; John Debrett, opposite Burlington House, Piccadilly; and John Sewell, No. 32, Cornhill, [1782]-1826.",London,517,unknown,,,FALSE,"with Lady Alva for having countenanced it. The obstacles uhich have for some time p: ft delayed the ditlribution of the late arch bithop. Secker's charitable legacies, being at length removed by the authority of the Court of Chancery (to which the bishop of Chester, the only surviving truflee, found"
0876400100_000038,"Privilegia Londini: or, the rights, liberties, privileges, laws, and customs, of the city of London. Wherein are contained, I. The several Charters granted to the said City, from K. William I. to the Present Times. II. The Magistrates and Officers thereof, with their respective Creations, Elections, Rights, Duties, and Authorities. III. The Laws and Customs of the City, as the same relate either to the Persons or Estates of the Citizens; viz. of Freemens Wills, Feme-Sole Merchants, Orphans, Apprentices, &c. IV. The Nature, Jurisdiction, Practice, and Proceedings of the several Courts thereof, with Tables of Fees relating thereto. V. The several Statutes concerning the said City, and Citizens, Alphabetically digested. The third edition, with large additions. By W. Bohun, of the Middle-Temple, Esq;","Bohun, William",69,0,0,1,0,1,0,5,7,2,0,0,1,0,4,0,0,0,0,5,1,2,0,0,7,1,1,0,0,4,0,0,0,0,4,1,0,2,5,0,0,0,1,0,1,2,0,0,2,1,0,0,4,1,2,1,0,0,0,0,0,1723,1,1,"London : printed for John Walthoe junr. over against the Royal Exchange in Cornhill, M.DCC.XXIII. [1723].",London,586,male,,,FALSE,"meet every to meet every Thursday in Chrfl hofpital, at Thursday. two in the Afternoon, to hear and determine of Complaints that ( hall be made by any Merchant or Citizen , against the Carmen. And the said President and Governors are empowered and authorised to nominate and sirct mcn."
0503900200_000656,"A new law-dictionary: containing, the interpretation and definition of words and terms used in the law; and also the whole law, and the practice thereof, Under all the Heads and Titles of the same. Together with Such Informations relating thereto, as Explain the History and Antiquity of the Law, and our Manners, Customs, and Original Government. Collected and Abstracted from All Dictionaries, Abridgments, Institutes, Reports, Year-Books, Charters, Registers, Chronicles, and Histories, Published to this Time. And fitted for the Use of Barristers, Students, and Practisers of the Law, Members of Parliament, and other Gentlemen, Justices of Peace, Clergymen, &c. The fourth edition corrected, with farther large Additions, and the Law-Proceedings done into English. To which is annexed, A Table of References to all the Arguments and Resolutions of the Lord Chief Justice Holt; In the several Volumes of the Reports. By Giles Jacob, gent.",Giles Jacob,95,0,0,0,0,1,1,3,10,1,0,4,0,1,8,0,0,0,0,0,0,0,1,2,1,3,2,1,0,1,1,1,0,4,22,1,8,1,1,0,1,2,1,0,2,4,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,1739,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of E. Sayer, Esq;) for D. Midwinter, R. Ware, C. Rivington, A. Ward, J. and P. Knapton, T. Longman, R. Hett, C. Hitch, S. Austen, J. Wood and C. Woodward, and J. Pemberton, MDCCXXXIX. [1739].",London,804,male,1686,1744,FALSE,"six Wards , over each of which there is an Alderman; and is governed by a Lord Mayor , who is chosen Yearly, and presented to the King , or in his ab!nce to his Jullices, or the Barons of the Exchequer at wefmtnir.ner. Charr. K. Hen. 3 The Lord"
1672500300_000194,"The treble almanack for the year MDCCXCVII. Containing Iohn Watson Stewart's Irish Almanack, II. Exshaw's English Court Registry III. Wilson's Dublin Directory with a new correct plan of the city. Forming the most complete lists published of the present civil, military and naval establishments of Great Britain and Ireland. Printed by authority.","Exshaw, John",73,0,0,8,0,1,0,6,10,3,4,0,1,0,3,2,2,0,0,0,0,2,1,4,0,0,2,2,0,1,0,0,0,0,0,1,5,0,0,1,3,0,0,0,1,1,0,0,0,3,2,1,1,0,1,0,0,1,0,0,0,1797,1,1,"Dublin : sold by all the booksellers, 1797.",Dublin,512,male,1750,1827,FALSE,"prelate in Ireland. who embraced the reformation. 1i8 Henry VIH. granted to the citizens the diffolvedmoiafteryof All. hallows, with all the eiftates thereunto belonging, at .the annual rent of 41 4s. old. I 4 Priory and convent of christchurch converted into a deaneiy and chapter by Henry vil. as hree"
1783800112_000193,"The journals of the House of Commons of the kingdom of Ireland, From the eighteenth day of May, 1613, inclusive, in the eleventh year of King James the First, to the seventh day of August, 1666, inclusive, being the end of King Charles the Second's Parliament. Re-printed by order of the Honourable House of Commons. Vol. I.",Ireland. Parliament. House of Commons,82,17,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,1,0,2,4,0,4,1,0,0,0,0,2,0,0,0,7,1,1,0,2,0,0,7,0,4,1,4,0,3,1,0,2,1,3,1,0,2,0,4,0,1,1796,12,19,"Dublin : Printed by George Grierson, printer to the King's Most Excellent Majesty, M,DCC,XCVI. [1796].",Dublin,1449,unknown,,,FALSE,"thc Found ling Hospital for one Year, ending the 25th Day of December, 17&s. "" -¦ "".. IX The al*oouht Of iihe Hibernian Society for Sol diers Children for one Year; endlhg the _cth Day of December, rf8s: ^ * r^^yvet^ TX. The Accouht of the Trustees of the linen"
