PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(antiqu),termFreq(art),termFreq(board),termFreq(book),termFreq(bound),termFreq(calf),termFreq(complet),termFreq(copi),termFreq(cut),termFreq(edit),termFreq(elegantli),termFreq(elegi),termFreq(england),termFreq(essai),termFreq(fine),termFreq(gilt),termFreq(half),termFreq(head),termFreq(histori),termFreq(larg),termFreq(law),termFreq(leav),termFreq(letter),termFreq(life),termFreq(map),termFreq(memoir),termFreq(moral),termFreq(natur),termFreq(neat),termFreq(neatli),termFreq(note),termFreq(opera),termFreq(origin),termFreq(paper),termFreq(plate),termFreq(poem),termFreq(portrait),termFreq(print),termFreq(sermon),termFreq(state),termFreq(translat),termFreq(travel),termFreq(voyag),termFreq(work),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpt
1161200400_000006,"A catalogue of a very large and valuable collection of books, in the several branches of Science and Literature, and in ancient and modern languages. Containing The libraries of several gentlemen And various Parcels of Books lately purchased; also a catalogue of a large and elegant Collection of Prints (by the most eminent Artists) In books, loose, and in frames, which will begin to be sold for ready money; at the prices printed in the catalogue, In January 1789, By Pearson and Rollason, printers of the Birmingham Gazette, Booksellers, Stationers, and Stamp distributors. No. 99, in the High-Street, Birmingham, (who give the full Value for any Library or Parcel of Books.) Catalogues (price 6d: which will be allowed to Purchasers) to be had at the Place of Sale, and of Mr. R. Baldwin Pater-Noster Row; Messrs. White and Son, Fleet-Street; Messrs. Egertons, Whitehall; Mr. T. Knott, No. 47, Lombard-Street, London: of the Booksellers of Oxford and Cambridge; of Mr. Creech, Edinburgh, and of most Booksellers in Great Britain.","Pearson and Rollason (Birmingham, England)",113,0,3,0,1,2,5,4,3,12,0,4,2,0,2,0,3,1,6,5,6,1,1,0,5,2,2,0,1,1,8,0,0,0,1,0,13,1,0,3,6,0,0,1,2,6,1788,1,1,"[Birmingham : s.n., 1788?].",Birmingham,336,unknown,,,FALSE,"Sermons , 3s 6d - 1684 316 Hilderfam's 3i6 Hilderfam's Leaures upon Psalm 5 i and St. John, 2s 164 317 -- - Letures upon St. John, is - 163z 318 Henry on the Old and New Tellaments, 5 vols. befi edition , new and neat , 61 -- --"
0105300600_000088,"Sermons upon the sovereignity and wisdom of God in the afflictions of men displayed. To which are added, some sermons on the nature of church-communion, from I Cor.x.17. By the Late Reverend and Learned Mr Thomas Boston, Minister of the Gospel at Ettrick.",Thomas Boston,147,0,0,0,20,2,22,6,1,0,0,15,4,0,0,0,10,4,2,0,0,8,0,0,1,6,2,0,0,0,1,2,2,0,1,10,5,1,3,12,4,0,2,1,0,0,1783,1,1,"Berwick : printed by and for W. Phorson, and B. Law, Ave-Maria Lane, London, MDCC.LXXXIII. [1783].",Berwick-upon-Tweed,262,male,1713,1732,FALSE,"published at 21s. 91 Prophetical Extracs, containing several scarce Prophetic Pieces, relating to the French Revolution, the Judgement of God on Germany, c. with hieroglyphic prints , c. 8vo, 5s boards . 92 Robinson Crusoe's Life and Adventures, with a fine frontispiece, neatly printed , 12mo, 3s bound . 93"
1602000100_000025,"Archer's catalogue of books for 1793, comprehending an uncommon variety of rare and valuable articles in every useful language and class of literature, with the prices affixed to each. No exertion has been spared to render this collection worthy of public notice-it consists at present of near 30,000 volumes of the best authors of all nations, collected at an immense expence, and with the most scrpulous attention to the goodness of the editions, and elegance of the bindings. The sale begins on Wednesday, the 3d of April, 1793. It will be necessary (to prevent mistakes) for persons residing in the country, or elsewhere, who may favour the proprietor with orders, to write the number, and the first word of the title; as many books in this catalogue, are repeated several times, and at various prices, agreeable to the edition, condition, &c.","Archer, John, bookseller",111,0,0,1,11,0,12,0,2,4,1,10,9,0,2,3,4,1,0,0,8,0,1,0,2,4,1,1,1,2,6,1,0,0,1,1,7,2,1,0,0,1,5,0,2,4,1793,1,1,"Dublin : No. 80, Dame-street, 1793.",Dublin,162,unknown,,,FALSE,"edition , z'vols in boards , 11 Is 8d ib. 1790 S Either of the above Folumes (in pro/k or erse) may be had /' wrpartc, at hf"" the price of both : The impro vedfjate which Work is nrwo i, redeers it alone equal to a little Library, and"
0661501000_000010,"A catalogue of a select collection of ancient and modern books, in every branch of pleasing and useful science; and in various languages; capital books of drawings; ... They will be sold during the year 1789, at Edwards's, ...","Edwards, James",121,1,4,0,3,0,8,1,3,2,3,4,7,0,11,0,5,7,1,4,14,8,2,5,0,1,2,2,0,1,5,0,0,0,2,7,5,0,1,1,0,1,0,0,0,0,1789,1,1,"[London, 1789].",London,205,male,1757,1816,FALSE,"imperfei at the end, 5s 366 Stow's 365 Stow's Chronicle of England , by Howes, 129 366 Speed's History of Great Britain, witsh cuts of Medals, Broad Seals,. er. large paper , fair andgilt, is 6r 6tl 367 .. maps of Great Britain, and the various Kingdoms of the. World,"
1196101000_000028,"A catalogue of a very large, most curious, and valuable collection of books, In all languages and literature: including, Amongst many other libraries lately purchased, those of Samuel Musgrave, M. D. John Herring, Esq. The Rev. Geo. Boughton, M. A. lately deceased. Also, The Botanical Books and Natural History Of a Gentleman gone Abroad. The whole forming a Collection of near Thirty Thousand Volumes of the best Articles in the Greek, Latin, and European Languages. There are also Many Curious and Capital books of prints, Elegant Missals, and Drawings finely illuminated, and two rare and valuable manuscripts of dante and boccaccio, In Fine Preservation. The Books in general are in very good Condition, many upon large Paper, in various elegant Bindings, Which will begin to be Sold this Day, 1781 (for Ready Money only) the Prices Printed in the Catalogue, and continue on Sale till all are sold, By James Robson, Bookseller in New Bond-Street, Who gives the full Value for any Library or Parcel of Books. Catalogues to be had (price 6d. to be allowed) At Mr. Dodsley's, Pall-Mall; Mr. Cadell's, in the Strand; Mr. Law, Ave-Mary Lane; Mr. Sewell, Cornhill; and at the Place of Sale. Also of the Booksellers at Oxford and Cambridge, and all the great Towns in England.",James Robson,135,1,3,0,15,3,5,0,0,8,10,1,1,0,9,0,0,10,2,2,20,0,2,0,2,5,4,2,0,0,13,1,0,0,2,2,4,0,1,0,0,1,1,2,1,2,1781,1,1,"[London : s.n., 1781].",London,239,male,1733,1806,FALSE,"6d 1756 1830 Another Copy , 4 vol. neat , Il xos - ib. i831 The same Book , 4 vol. boards , l14s - is. 1832 Keith's History of the Britilh Plantations in America, with maps , 7s d -- Lond. 1738 1833 Ludlow's Memoirs , and Original Papers"
1168100900_000027,"A catalogue of books, including The Collection of the late Mr. John Millan, a Capital Law Library, And several Parcels lately Purchased. Amongst which are Ruins of Palmyra. fine impressions Ruins of Athens, Ditto Ruins of Balbec, Ditto Vitruvius Britannicus, 3 vol. large paper Eugene et Marlborough, 2 tom. gr. pap. Dugdale's Monasticon Dugdale's Baronage, 2 vol. Dugdale's Warwickshire, 2 vol. Dugdale's Warwickshire, first edit. ... Atkyns, Burrows, Blackstone, Croke Comyns, Levinz, Showers, Ventris, Vernon, Vaughan, Vezey, and Wilson's Reports, best editions General Dictionary, 10 vol. Biographia Britannica, 7 vol. Spelmanni Glossarium James, Bayle, Chambers, Jacob, and Johnson's Dictionaries Gentleman's Recreation Gower de Confessio Amantis, MS. Hortus Elthamensis, 2 vol. ... coloured Harris's Insects, coloured Bradley's Succulent Plants Dilenii Historia Muscorum Buffon Histoire Naturelle, 29 tom. Brisson Ornithologia, 6 vol. Dictionnaire des Animaux, 4 tom. Voyage de Niebuhr, 4 tom. Memoires de L'academie des Sciences, complet 150 tom. Philosophical Transactions, 71 vol. bound in Russia leather Pope's Works, and Homer, 16 vol. Harleian Miscellany, 8 vol. ... Strutt's Antiquities, 4 vol. Virgilius, Baskerville Sophocles, Capperonicri, 2 vol. Ausonius Delphini, ch. max. Theocritus Wartoni, 2 vol. Which are now selling, 1784, (the Lowest Price printed in the Catalogue) By Thomas and John Egerton, (successors to Mr. Millan) At the Military Library, Whitehall. Catalogues to be had of Mr. ... Bond-Street; Mr. Debret, Piccadilly; Mr. Davis, Holborn; Mr. Owen, Temple Bar; Mr. Sewell, in Cornhill, the Booksellers of Oxford and Cambridge, and at the Place of Sale.",Thomas and John Egerton,103,0,0,1,7,1,8,0,0,5,7,2,4,0,0,1,1,2,0,1,2,2,0,0,3,0,0,2,2,0,14,2,2,1,0,1,1,10,1,2,0,0,6,1,1,10,1784,1,1,"[London : s.n., 1784].",London,149,unknown,,,FALSE,"by Dryden, large print , elis, 23 1709 1898 Orrery's (Lord) Dramatic wvorks, z vol. 5s 1739 iso) Oilvie's oetical Works , 2 vol. 3s - 177 1900 Pope's 9oo pope's Works , with Warburton's Notes , and Translation of Homer, 20 vol. newv, and elegantly bound , 61 6s"
1198600600_000142,"A catalogue of books for the year 1800, in various languages and classes of literature, on sale for ready money, by J. Cuthell, Middle-Row, Holborn; Where Catalogues may be had, Price One Shilling and Sixpence each. Libraries Purchased.","Cuthell, John",133,0,0,0,7,4,5,3,2,8,2,5,3,0,1,0,3,4,1,0,2,0,0,0,4,3,0,0,0,1,36,1,5,0,0,1,7,1,4,3,4,0,4,0,0,9,1800,1,1,"London : printed by G. Auld, Greville-Street, London, [1800].",London,421,unknown,,,FALSE,"of the Bible, neat , 4s 1659 i0542 Homnlies appointed to be read in Churches, black letter , 2s 1623 1o543 Henry's Exposition of the Evangelists and Acs of the Apostles, portiaft by Virtue, s i, 15 o 544 Hamrrond's Works , 4 vol. neat , 11 5s 1, 6&4"
1161500700_000022,"J. Todd's catalogue for 1795. A catalogue of valuable books, ancient and modern, in various languages, and in every class of Literature. Including the entire Library of The Rev. and Learned Anth. Temple, M. A. Late Master of the Grammar-School at Richmond, and Vicar of Easby. And several other Libraries and Parcels of Books lately purchased. Amongst which are the following scarce and curious Articles: Bill's Vegetable System, 26 vol. Catesby's Natural History of Carolina, 2 vol. Dugdale's Antiquities of York Thoresby's History of Leeds Parkinson's theater of Plants - - Russia gorrarde's Herbal, by Johnson. - - Russia Rapin's History of England, 5 vol. Gardnor's Views on the Rhine Raphael's Ceilings in the Vatican Stubbs's Anatomy of a Horse Philosophical Transactions, 56 vol. Capt. Cook's last voyage, fine impressions, 4 vol. Monthly Review and index, 86 vol. Johnson's Works of English Poets, 75 vol. Gilpin on Ornamental Landscape, &c. 9 vol. Codex T. Bezae, Cantabrigiensis, 2 vol. Sebae Thesaurus Retum Nat. 4 vol. Biblia Sacra Polyglotta, 8 vol. Diodoras Siculus, Gr. Lat. Wesselingli, 2 vol 2 Constantini Lexicon, Gr. Lat. edit. opt. Encyclopedic, public par Diderot, 25 tom. Scapulae Lexicon, Gr. Lat. edit. opt. Ciceronis Opera-Omnia, 10 vol. Reaumur, Histoire des Insectes, 6 tom. Salustio en Espanol . . . . Madrid 2772 Histoire dea Ordres Monastiques, 8 tom. Virgilii Opera, Burmanni, 4 vol. Principales Avantures de Don Quichotte Decameron de Jean Boccace, 5 tom. Buffon Oeuvres Completes, 58 tom. Anacreontis Carmina, Graece. Parma 1791 The Books will begin to be sold, at the Prices printed in the Catalogue, on Monday the 12th of October, and continue till Christmas next, By J. Todd, Bookseller, Stationer, and Printseller, In Stonegate, York. - The full value for Libraries, Parcels of Books, and Prints. Catalogues, Price 1s. may be had of Mr. Faulder, Bookseller, New Bond-Street, Mr. Baldwin, Bookseller, Pater-Noster-Row, London, and at the Place of Sale.","Todd, John",150,2,0,0,13,1,15,0,2,0,7,0,0,0,4,1,0,6,9,2,13,1,0,0,4,7,5,2,1,0,22,4,2,0,1,2,10,2,5,0,0,0,1,0,0,6,1795,1,1,"[York : s.n., 1795].",York,168,male,,,FALSE,"of the two first Centuries after Christ, neat , 145 - 1780 1194 Lansdowne's (Lord) Works , royalpaper, neat , 6s - 173 195 Lewis's Experimental History of the Materia Medica, by Aikin, ""well bound , Il is -1784 1196 Long's Astronomy, z vol. plates , very neat , 11"
1685500103_000168,The Cambrian register.,William Owen Pughe,127,1,2,0,22,1,15,1,3,1,0,2,5,0,1,1,5,0,1,0,6,5,0,0,4,4,4,0,0,0,6,10,0,0,0,2,12,3,2,3,0,0,2,0,0,3,1796,3,3,"London : Printed for E. and T. Williams, Strand, 1796-1818.",London,566,male,1759,1835,FALSE,"Ss in boards . bincgley's TOUR THRLOUGHI NORTH WALES, Z vols avo. in boards , 11 Is. WALTERS's ENGLISH AND WELSH DICTIONARY, to, scarce, unbound, 21 5s. Ditto, ditto, neatly bound , sl. 15s. numbers of this Work may be had to complete Sets. turrner's VLINDICATION OF THE GENUINENESS OF"
1081000500_000001,"A catalogue of near twenty thousand volumes of curious and rare books, in which are included several valuable libraries and parcels, ... to be sold in April 1783, ... by Henry Chapman, ...","Chapman, Henry",137,0,5,3,3,5,10,0,1,1,2,1,1,0,2,0,13,2,7,3,4,4,0,3,0,0,3,0,0,4,8,0,0,1,0,9,20,0,4,10,0,0,2,3,3,0,1783,1,1,"[London, 1783].",London,204,male,1776,1796,FALSE,"AA T AL O G U E F NEAR TWENTY THOUSAND VOLUMES Of CURIOUS and RARE O 0 K S, IN WHICH ARE INCLUDED eral valuable LIBRARIES and PARCELS, Lately purchased; A fine COLLECTION of RINTS and BOOKS of PRINTS , Ancient and Modern. hich will begin to be sold"
1094400100_000019,"A catalogue of a very large and fine collection of valuable books, in all arts, sciences and languages; among which is contained the library of the Rev. Michael Tyson, ... Which will be sold ... by Leigh and Sotheby, ... Beginning February 1781. ...",Leigh and Sotheby,151,0,5,0,18,0,8,0,0,12,10,2,5,0,9,0,3,2,2,2,16,4,0,1,1,7,4,2,0,1,18,2,0,0,1,5,1,0,0,1,0,1,0,5,3,0,1781,1,1,"[London, 1781].",London,226,unknown,,,FALSE,"1384 God's late Mercy to England , in discovering of the three damnable Plots of the Papists and Jesuits in England , zs 1641 1385 Gauge's Natural History of the East and West Indies, 5s 1604 1386 Gibson's Churches of Door, Home Lacy, and Hempstead, 6s - 1727 1387 Another"
1094400600_000002,"A catalogue of above fifteen thousand volumes: in which are included the library of the Rev. Mr. Chalmers, of Eglin, in Scotland, With several other large Parcels of Law, Mathematicks, Divinity, and English History of Several Eminent Gentlemen, Deceased, &c. The Whole making a large Assortment of valuable Books in most Languages. Arts, and Sciences, and in general are in very good Condition. Among which are the following. Folio. Hollinshed's Chronicle, 2 vol. best edit. Thoresby's Leeds, L. P. in Russ. Atkyns's Gloucestershire, L. P. in Russ. Morant's Essex, 2 vol. large and small paper Rapin and Tindal's Contin. 5 vol. in Russ. ... Voyages and Travels by Churchill, 8 vol. in Rus. Harris, 2 vol. in Rus. gilt leaves, Pococke, 2 vol. eleg. Shaw, L. P. Thevenot, Drummond, Drake, &c. Montfaucon's Antiquities, L. P. compleat in 5 vol. in Rus. Duncan's Caesar, eleg. in Rus. Universal History, 7 vol. Winston's Josephus, 2 vol. eleg. in Rus. Rycaut's Peru, good copy Parkinson's Herbal Gerarde's Herbal Salmon's Herbal, 2 vol. fine paper Utry's Chaucer, large paper ... Dion Cassius Reimari, 2 tom. eleg. Scapulae Lexicon, in Rus. edit. opt. J. Caesari in Metal. dal Pedrusi, 10 tom. Ciceronis Opera Stephani, 2 tom. Les Restes de L'ancienne Rome, par D'overbeke, eleg. in Rus. Bayle's Dict. and Biography. 12 vol. eleg. Johnson's Dictionary, 2 vol. eleg. in Rus. Ainsworth's Dictionary, 2 vol. eleg. Miller's Dictionary Delpino's, Chambaud's, eleg. Taylor's Hebrew Concordance. 2 vol. eleg. ... Pollexsen, L. P. Fortescue, Freeman, T. Raymond, Comberbach, Fitz-Gibbons. Wilson, &c. Bacon's Abridgement, 5 vol. best Horseman's Conveyancing, 2 vol. best Domat's Civil Law, 2 vol. best Bracton de Legibus, 4to. Wesley's Christian Library, 50 vol. Hale's Pleas of the Crown, 2 vol. Which will be sold very cheap (for Ready Money only) the lowest Prices in the Catalogue, on Wednesday, March [blank] 1770, and continue daily on Sale, by William Otridge Bookseller; Opposite the North-Side of the New Church in the Strand; where most Money is given for any Library or Parcel of Books, or Books exchanged.","Otridge, William           1812",100,2,1,0,3,4,6,0,3,6,1,7,2,0,6,0,1,2,2,2,6,3,0,1,8,1,1,0,1,1,6,1,2,0,2,2,0,0,0,10,1,0,1,2,2,1,1770,1,1,"[London : s.n., 1770].",London,176,unknown,,,FALSE,"Books , c. added - -- 16 Black Letter Books , with diverse Curious Editions of various Authaors, and IMSS. F O L I 0 IT I IS T OR IA Naturale Di C Plinio, being a fine and very scarce Edition of Pliny's Natural Hillory in Italian, quite h.jil"
1536101200_000002,"Dyde's catalogue for 1799. Being a small collection of choice new and second-hand books, comprising about three thousand volumes, in the various branches of literature, Including the productions of Shakespeare, Milton, Pope, Young, Addison, Blair, &c. &c. With many rare and curious articles; among which are, B[ask]erville's Imperial Bible A[tk]yns' Glocestershire, L.P. Russia Blair's Chronology, Russia Kippis' Biographia Brittanica, 5 vols. Boydell's Shakespeare, plates Field's Bible Dicey's Hist. of the isle of Guernsey M[awke]sworth's Telemachus, Russia Green's Hist. of Worcester, 2 vols. Darell's Hist. of Dover Castle Palmer's Hist. of printing Warrington's Hist. of Wales Erasmus' Praise of folly Dodsley's Old plays, 10 vols. Goldsmith's Animated nature, first edit. Lavater's physiognomy, by Holcrost which are now selling, for ready money at the low prices affixed to each, By W. Dyde, printer, bookseller & stationer, High-Street, Tewkesbury. Libraries and parcels of books purchesed, or books exchanged on liberal terms. Catalogues to be had of most booksellers. To prevent mistakes, ladies and gentlemen are requested to send the number, first word of the title, and price of the books they want.","Dyde, William",109,0,0,1,5,1,3,6,2,8,1,1,0,0,5,0,3,1,2,3,10,2,13,0,0,5,3,0,2,4,5,1,2,2,1,2,5,1,0,1,0,1,0,2,2,3,1799,1,1,"[Tewkesbury : Printed by William Dyde, 1799].",,68,unknown,,,FALSE,"with Life by Walton, 3s 1 so Taylor's (Dr. Jeremy) Rule of Conscience, 2s 6d - ab 21 Wright's (Dr.) Life of Jetius Christ, and his Holy Apostles, will :, boards , 13s 6d - i' Odd Volumes. 3a Mede's (Joseph) Works , vol. 1, calf , eit. 2s 6d"
1220701100_000026,"A catalogue of several considerable libraries, very lately purchased, comprising a general assortment of Ancient and Modern Literature, with a large appendix, Containing an uncommon Collection, relating to Trade, Revenue, Coins, Police, Linen and Woollen Manufactures, Fisheries, and Irish Affairs. The price of each is printed in the catalogue, and will be selling, for ready money only, (march, 1786,) And will continue on sale till the End of the Year, By Samuel Hayes, Bookseller, No. 332, Oxford-Street, Corner of Argyle-Street, London, Who buys Libraries and Parcels of books.","Hayes, Samuel",113,0,1,0,2,2,11,0,3,0,2,2,1,0,1,1,3,7,1,0,1,3,0,0,3,3,0,0,0,1,14,3,4,1,2,3,4,10,2,1,0,0,3,0,1,17,1786,1,1,"London : printed, and may be had at the place of sale, also of the following booksellers; F. Knight, St. James's-Street; J. Edwards, 102, Pall-Mall; W. Brown, 210, Strand; J. Walker, 44, Paternoster-Row; J. Sewell, 32, Cornhill; J. Hayes, 252, High-Holborn; and of the booksellers in the principal towns of England, M,DCC,LXXXVI. [1786].",London,303,male,1779,1795,FALSE,"between Lord Hervey and Dr. Middleton on the Roman Senate, published by Dr. Knowles, with a portrait , 5s 1778 1675 Lloyd's Poems , very neat , 4s - 1762 1676 Locke's Works . 4 vol. new, 31 3s 1768 1677 Locke's Works , 4 vol. new and gilt ,"
