PassageID,Title,Author,Total termFreq,termFreq(1791),termFreq(1793),termFreq(anarchi),termFreq(assembl),termFreq(bailli),termFreq(barrer),termFreq(blood),termFreq(cap),termFreq(committe),termFreq(constitut),termFreq(convent),termFreq(cordeli),termFreq(danton),termFreq(death),termFreq(decre),termFreq(deputi),termFreq(evil),termFreq(execut),termFreq(franc),termFreq(french),termFreq(gener),termFreq(girondift),termFreq(govern),termFreq(guillotin),termFreq(head),termFreq(hebert),termFreq(jacobin),termFreq(king),termFreq(leader),termFreq(liberti),termFreq(loui),termFreq(member),termFreq(mountain),termFreq(orlean),termFreq(pari),termFreq(parti),termFreq(peopl),termFreq(popular),termFreq(power),termFreq(priest),termFreq(principl),termFreq(prison),termFreq(public),termFreq(reason),termFreq(red),termFreq(republ),termFreq(revolut),termFreq(revolutionari),termFreq(robespierr),termFreq(san),termFreq(scaffold),termFreq(terror),termFreq(trial),termFreq(tribun),termFreq(victim),termFreq(xvi),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0613500101_000095,"Biographical memoirs of the French Revolution. By John Adolphus, F.S.A. In two volumes. ...",John Adolphus,61,0,0,0,0,0,0,0,0,0,4,7,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,2,5,1,1,1,2,1,8,1,5,0,1,2,0,2,0,3,0,0,0,1,0,5,0,0,0,2,0,0,0,1799,1,2,"London : printed for T. Cadell, jun. and W. Davies, in the Strand, 1799.",London,512,male,1768,1845,FALSE,"and he and his associates were P See Peltiet's late piaure, vol. II p. 400 to 444 and p. 487 alco Noore's Journal, vol. i p 37=. 391 441 Hlltonies, c. q Debates. r Orleans , on his trial , declared that he had never spoken to briftot since he"
1278900200_000143,"A Residence in France, during the years 1792, 1793, 1794, and 1795; described in a series of letters from an English lady: with general and incidental remarks on the French character and manners. Prepared for the press by John Gifford, Esq. author of The history of France, Letter to Lord Lauderdale, Letter to the Hon. T. Erskine, &c.","Davis, Cornelius",46,0,0,0,0,0,1,0,0,5,0,4,0,0,0,0,0,0,1,0,0,2,0,1,2,0,0,1,0,1,0,0,4,0,0,1,2,3,1,3,0,1,0,1,0,0,0,1,1,6,0,0,0,1,3,0,0,1798,1,1,"Elizabeth-Town [N.J.] : Printed by Shepard Kollock for Cornelius Davis, no. 94, Water-Street, New-York, 1798.",Elizabeth|New York.,540,male,1758,1831,FALSE,"libjet to the censure of the Guillotine , that they had become, under an unlimited freedom of the press,"" more cautious and insipid than the gazettes of the proscribed court. Poor Du plain, editor of the "" Petit Courier,"" and subsequently of the "" Echo,"" whom I remember one of"
0003000302_000117,"An historical view of the French Revolution, from the assembling of the States General in May, 1789, to the acceptance of the republican constitution in September, 1795. Together with a comprehensive detail of the causes which produced, and the consequences which have teemed from that Great Political Phaenomenon.",,53,0,0,0,0,0,1,3,0,3,0,4,0,0,0,4,0,0,1,1,2,2,0,0,1,1,0,2,2,0,4,0,0,0,0,4,0,4,0,2,0,0,0,2,0,0,1,1,3,0,0,1,0,0,4,0,0,1796,2,2,"Newcastle upon Tyne : printed by and for M. Angus, 1796.",Newcastle upon Tyne,559,unknown,,,FALSE,"tatives of the nation."" Roberfpierre could no longer restrain his fiendlike fury. He darted towards the tribune , while a number of voices exclaimed, ""Down with the tyrant, down with the tyr. nt !"" Tallien then rose. ""1 just now observed (said he) that we muss draw the veil. I"
0613500102_000149,"Biographical memoirs of the French Revolution. By John Adolphus, F.S.A. In two volumes. ...",John Adolphus,66,0,0,0,1,0,2,1,0,6,0,10,0,2,1,4,0,1,0,1,0,1,0,2,0,2,0,2,0,0,0,0,6,1,0,2,2,1,0,0,0,0,1,2,0,0,0,0,0,11,1,0,0,0,3,0,0,1799,2,2,"London : printed for T. Cadell, jun. and W. Davies, in the Strand, 1799.",London,521,male,1768,1845,FALSE,"York and Pitt; those at home he Would not name, but intimated so strongly certain members of the convention , that several role to ex q See Etat dle la France , p. x5. F r 2 culpate culpate themselves. The other party , thug called upon, were obliged to"
1009500102_000038,"The history of Jacobinism, its crimes, cruelties and perfidies, from the commencement of the French Revolution, to the death of Robespierre: Comprising An Inquiry into the Manner of Disseminating, under the Appearance of Philosophy and Virtue, Principles which are equally subversive of Order, Virtue, Religion, Liberty and Happiness. ... . By William Playfair, Author of the Commercial and Political Atlas, &c.",William Playfair,54,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,5,0,3,2,3,0,0,0,3,0,0,0,0,2,2,0,0,0,0,1,3,3,0,0,0,0,3,0,2,0,2,5,1,0,0,4,0,2,2,0,0,1798,2,2,"London : printed for J. Wright, No. 169, Piccadilly, 1798.",London,374,male,1759,1823,FALSE,"opinion is formed."" * By way of ridicule, Briflot was placed on an elevated seat during the trial , with all his partisans around him; he appeared lprttv colleted and tranquil. The prefidertt of the tribunal , i, order to second the clubifis who petitioned the convention to flhorten the"
0719200102_000082,"An impartial history of the French Revolution, from its commencement. ...",Jean-Paul Rabaut Saint-Étienne,81,0,0,0,2,0,1,0,0,12,4,10,0,0,1,5,2,0,2,1,1,2,0,1,0,0,0,1,1,0,1,0,6,0,0,10,3,3,0,4,0,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,0,1795,2,2,"Perth : printed by R. Morison junior, for R. Morison & Son, Booksellers, M,DCC,XCV. [1795].",Perth,318,male,1743,1793,FALSE,"bunitian authority. The equilibraum of power was termed a chimaera;; it was argued, that we iuft suppose the absolute nullity and fufpeiffion of government , if the rival powers did not necessarily coalesce againt the people ; and that the influence of'gold, and the influence of the crown, utterly'deftrbye this"
0150400602_000072,"A residence in France, during the years 1792, 1793, 1794, and 1795; described in a series of letters from an English lady: with general and incidental remarks on the French character and manners. Prepared for the press by John Gifford, Esq. author of the History of France, letter to Lord Lauderdale, &c. In two volumes. ...",English Lady,44,0,0,1,1,0,0,0,0,4,0,4,0,0,1,0,0,0,0,0,2,1,0,4,3,0,0,2,0,0,1,0,3,1,0,0,0,2,1,3,0,3,0,2,0,0,0,1,1,1,0,0,1,0,1,0,0,1797,2,2,"London : printed by J. Plymsell; for T. N. Longman, Paternoster Row, 1797.",London,467,female,,,FALSE,"written with great fpirit. freron wvas at this time supposed to have become a royalist, and his paper, which was comparatively favourable to the aristocrats, was read with great eagerness. The following extrac from the registers of one of the popular commissions will prove, that the fears of those who"
1535501900_000044,"The political censor, or Monthly review of the most interesting political occurrences, relative to the United States of America. By Peter Porcupine.",George Chalmers,54,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,5,1,1,0,1,9,2,0,2,1,0,0,2,1,0,0,2,0,6,1,2,0,0,2,5,0,0,0,2,1,0,0,1,0,1,1,0,0,1796,1,1,"Philadelphia [Penn.] : printed for Benjamin Davies, no. 68, High-Street, MDCCXCVI. [1796].",Philadelphia,207,male,1742,1825,FALSE,"beards, reading to the people the crimes of the kings of France , and abusing them all from Charlemagne to Louis XVT. A little further is a woman iinging patriotic songs and giving lessons of * .norality; on the other fide, is a man preaching igainm~/ ~efs Christ. Everywhere you"
0204600400_000004,"The political testament of Maximil. Robertspierre; with an account of the secret negociations, carried on under his direction, with several of the principal states of Europe, &c. Written and Signed by his Own Hand. Translated from the French.",Maximilien de Robespierre,50,0,1,0,0,0,1,0,0,4,0,3,0,0,1,0,0,0,1,9,1,1,0,4,2,0,0,1,1,0,0,1,2,0,0,1,1,0,1,6,0,0,0,3,0,0,0,1,1,0,0,2,1,0,0,0,0,1796,1,1,"London : printed for F. and C. Rivington, No. 62, St. Paul's Church-Yard, 1796.",London,111,male,1758,1794,TRUE,"Louis the xvith: and Charlotte Cordee delivered me from Marat by a death too honourable for such an ignorant fanatic. I began my reign by making the guillotine and the committee of public safety permanent; I next found out such men, and of such parts, as a revolutionary government requires."
0699201100_000016,Address to the sovereigns of Europe etc. etc. In two parts. By Obadia Prin. Part first. ...,"Winsor, F. A. (Frederick Albert)",37,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,3,3,0,1,2,0,1,2,0,0,1,2,0,1,0,4,0,0,0,1,0,0,0,1,0,2,0,1,2,0,1,1,0,1798,1,1,"London : 1798. sold by G.G. and J. Robinson, Wm. Richardson and Comp. and all booksellers in Great-Britain and on the continent, 1798.",London,49,male,1763,1830,FALSE,"newe art of coquetry, in distributing plentiful portions of her sincere regard, love, friendfiip c. planted on Come finall part of the poorest land they can allot to the surrounding powers , until they are all, one after the other swallowed up in the vortex of Revolution , which accompanies"
0372801400_000027,"Letters containing a sketch of the politics of France, from the thirty-first of May 1793, till the twenty-eighth of July 1794, and of the scenes which have passed in the prisons of Paris. By Helen Maria Williams.",Helen Maria Williams,44,0,0,0,0,0,4,2,0,4,0,1,0,0,0,0,3,0,0,1,1,1,0,0,2,0,0,2,0,1,4,0,0,2,0,7,0,0,0,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,2,0,0,1795,1,1,"Dublin : printed by J. Chambers, No. 5, Abbey-Street, 1795.",Dublin,287,female,1762,1827,TRUE,"conspirators were meditating against them, it would have been easy to have withdrawn themselves from their vengeance, as many of their proscribed colleagues did. Some, indeed, fell under the murderer's hands, but some have happily efcaped zlanjuinais, Ifnard, Louvet, and some others, appear again on the scene. Bar baroux and"
1436800700_000021,History of the conspiracy of Maximilian Robespierre. Translated from the French of Monsr Montjoye.,Galart de Montjoie,51,0,0,2,1,0,0,0,0,0,0,3,0,1,2,0,2,0,0,1,1,0,0,0,0,2,1,2,0,0,1,0,1,0,0,5,5,6,0,2,0,0,1,1,0,0,1,1,0,6,0,0,2,0,1,0,0,1796,1,1,"London : Printed for T. Egerton, Whitehall, 1796.",London,238,male,1746,1816,FALSE,"to them, "" I defend them, and'don't blush at them. If "" you are not yet enlightened enough to un. "" derftand me, to much the worse for you; "" anarchy and commotions are not yet at an C end."" While these debates agitated the National Convention , Robespierre's party"
1027200100_000148,"The history of Jacobinism, its crimes, cruelties and perfidies: comprising an inquiry into the manner of disseminating, under the appearance of philosophy and virtue, principles which are equally subversive of order, virtue, religion, liberty and happiness. By William Playfair, author of the commercial and political atlas, &c.",William Playfair,52,0,0,0,0,0,0,0,0,2,1,3,0,7,0,5,0,0,0,3,3,1,0,2,0,2,1,2,0,1,0,0,0,0,0,3,4,2,0,0,0,0,2,1,0,0,0,0,1,4,1,0,0,0,1,0,0,1795,1,1,"London : printed for John Stockdale, Piccadilly, 1795.",London,821,male,1759,1823,FALSE,"not refill; but when before the tribunal , they were as loquacious as Brifft's party , and much more resolute. To get rid of the arguments which they produced, and which puzzled the judges, and of the * When Camille de Moulins was interrogated as to his age, he answered,"
0086100202_000058,"A residence in France, during the years 1792, 1793, 1794, and 1795; described in a series of letters from an English lady: with general and incidental remarks on the French character and manners. Prepared for the press by John Gifford, Esq. Author of the History of France, Letter to Lord Lauderdale, Letter to the Hon. T. Erskine, &c. In two volumes. ...",English Lady,54,0,1,0,1,0,0,0,0,0,0,6,0,1,2,1,0,0,0,1,0,1,1,3,0,1,0,3,2,0,0,0,0,2,0,0,2,5,3,3,0,1,0,2,0,0,1,6,1,4,0,0,0,0,0,0,0,1797,2,2,"London : printed for T. N. Longman, Paternoster Row, 1797.",London,495,female,,,FALSE,"as it is impossible to make a nation of sages, you let loose a horde of savages: for the philosophy which teaches a contempt for accustomed restraints, is not difficult to propagate; but that superior kind, which enables enables men to supply them, by subduing the passions that render refiraints"
0662901200_000020,"The history of Robespierre, Political and Personal. Containing, his principles, actions, and designs, in the Jacobin Club, Commune of Paris, Constituent Assembly, and the Convention. The whole comprehends interesting particulars respecting His commencing Politician, establishing his Tyranny, and falling the Victim of National Vengeance. Interspersed with interesting traits and curious anecdotes of remarkable characters. To which is added, a brief sketch of his person, life and manners.",,46,0,1,0,0,0,0,0,0,4,0,6,0,0,2,0,0,0,0,0,0,0,1,1,2,1,0,1,1,0,0,0,1,1,0,5,0,1,0,1,0,3,0,3,0,2,0,1,1,6,0,1,0,0,0,0,0,1794,1,1,"London : printed by C. Whittingham, for B. Crosby, No. 4, Stationers Court, Ludgate Street; and T. Boosey, Old Broad Street, 1794.",London,142,unknown,,,FALSE,"the fir revolution , he has been accused of concerting the murders in the month of September. The pretence for this calumny arose from having been, at that time, Procurateur of the Commune of Paris . This was a part of his accusation by the bloody faetion of Robespierre ;"
1279401300_000045,"Essays on the following interesting subjects: viz. I. Government. II. Revolutions. III. The British Constitution. IV. Kingly Government. V. Parliamentary Representation & Reform. VI. Liberty and Equality. Vii. Taxation. and, Viii. The present war, & the stagnation of credit as connected with it. By John Young, Minister Of The Gospel At Hawick.","Young, John, minister of the Gospel at Hawick, in Scotland",62,2,0,0,1,0,0,0,0,0,3,7,0,2,0,0,0,0,0,10,3,2,0,10,1,0,0,1,3,1,1,0,0,0,0,2,2,3,0,0,0,0,1,1,0,0,1,3,0,1,0,1,0,0,0,0,0,1794,1,1,"Edinburgh : printed for, and sold by William Creech; also by Brash and Reid, Glasgow, 1794.",Edinburgh,165,male,,,FALSE,"atheism, and, every, abomination. To prevent the entry of these among us, and to preserve our constitution , I trust Britons will ever confider as a sufficient cause, for going to war with all the world. Sympathy for the French themselves called aloud upon Britain to enter into the war."
0461000201_000010,Memoirs of General Dumourier. Written by himself. ---- vitam qui impendere vero. Translated by John Fenwick. Part I.,Charles François Dumouriez,49,0,1,1,4,0,0,1,0,0,0,4,0,0,1,2,1,0,0,4,1,0,1,3,0,2,0,5,1,0,1,1,0,1,0,2,2,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1794,1,2,"Dublin : printed by Z. Jackson, No. 5, New Buildings, Sackville-Street, 1794.",Dublin,141,male,1739,1823,FALSE,"of nothing but blood and death . And, being without capacity to govern , having neither knowledge nor digested plan, they would safer no dominion whatever. Not even the principal men of the facion could boast of ruling it; and thelibe ty of the faction consisted in anarchy . The"
0186200402_000110,"An historical sketch of the French Revolution. Commencing with its predisposing causes, and carried on to the acceptation of the constitution, in 1795. By Sampson Perry. ...","Perry, Sampson",47,0,0,1,0,0,0,0,0,1,0,3,0,1,2,3,1,1,0,2,1,0,1,0,0,0,0,1,0,2,3,0,3,0,0,1,3,5,3,1,0,2,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1796,2,2,"London : printed for H. D. Symonds, No 10, Paternoster-Row, 1796.",London,680,male,1747,1823,FALSE,"are the first to call for revenge in the new order, and the moult aaive in endeavouring to obtain it. It will be seen, therefore, in the course of this history, how this Marat obtained so vast a popularity , and how he availed himself of the opportunity it offered"
1729000201_000024,New picture of Paris. By M. Mercier. Translated from the French. In two volumes.,Louis-Sébastien Mercier,54,0,0,1,0,0,0,1,8,1,0,3,0,0,0,1,2,1,0,0,1,1,0,1,1,3,0,1,0,0,3,0,1,0,0,2,3,2,0,1,0,1,0,1,0,5,2,2,3,0,0,0,0,1,1,0,0,1800,1,2,"Dublin : printed by N. Kelly, 6, South Gt. George's-Street, 1800.",Dublin,284,male,1740,1814,FALSE,"sacrificing every patriot, the reestablishment of thle throne would not be difficult. In thort,, they believed, that the moment was comne, and the conspiracy of the i3th Vendemniaire unmasked this fa~tion, which had beenl toro much refpeaed, andi in whole hands arms had been indifereetly placedt. The Convecntion terminated its"
1373100102_000522,"The History of France, from the earliest times, till the death of Louis Sixteenth. From the French of Velly, Villaret, Garnier, Mezeray, Daniel, and other eminent historians; with notes, critical and explanatory; by John Gifford, Esq. And continued from the above period, until the conclusion of the present war, by a citizen of the United States. ...","Historical Society of Delaware, MWA",51,0,0,0,0,0,0,0,0,2,0,1,2,0,0,1,1,0,3,0,1,2,0,2,0,0,5,1,0,0,1,0,1,0,0,3,2,6,1,1,0,0,1,5,0,0,0,2,3,1,0,0,0,0,3,0,0,1796,2,4,"Philadelphia : Printed for A. & J.G. Henderson, by Bioren & Madan, 1796[-1798].",Philadelphia,1178,unknown,,,FALSE,"tribunal . C In consequence of the information received at the revolutionary tribunal , in execution of the decrees of the national convention , which order the public acculer to arrest the authors and aecomnplices of the conspiracy formed against the liberty and security of the people , I hasten"
0372801400_000025,"Letters containing a sketch of the politics of France, from the thirty-first of May 1793, till the twenty-eighth of July 1794, and of the scenes which have passed in the prisons of Paris. By Helen Maria Williams.",Helen Maria Williams,44,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,1,0,3,0,0,1,0,0,0,1,3,3,0,0,0,0,0,0,0,1,1,1,0,0,1,0,4,2,0,1,1,0,1,1,0,2,0,4,3,2,0,1795,1,1,"Dublin : printed by J. Chambers, No. 5, Abbey-Street, 1795.",Dublin,287,female,1762,1827,TRUE,"Austrian I did not forget that expostulation of insulted nature when, Hebert accufini Antoinette of, having committed the most shocking crime, she turned with dignity towards the audience, and said, "" I appeal to the eonfcience and feelings of every mother present, to declare if there be one amongt. them"
