PassageID,Title,Author,Total termFreq,termFreq(aaron),termFreq(accept),termFreq(accord),termFreq(altar),termFreq(anoint),termFreq(aton),termFreq(blood),termFreq(bread),termFreq(bring),termFreq(brought),termFreq(bullock),termFreq(burn),termFreq(burnt),termFreq(children),termFreq(clean),termFreq(command),termFreq(congreg),termFreq(continu),termFreq(door),termFreq(drink),termFreq(eat),termFreq(fat),termFreq(father),termFreq(favour),termFreq(fine),termFreq(flour),termFreq(foul),termFreq(goat),termFreq(god),termFreq(hall),termFreq(halt),termFreq(hand),termFreq(head),termFreq(holi),termFreq(israel),termFreq(kid),termFreq(kill),termFreq(lamb),termFreq(law),termFreq(levit),termFreq(meat),termFreq(month),termFreq(mose),termFreq(offer),termFreq(oil),termFreq(peac),termFreq(peopl),termFreq(priest),termFreq(princ),termFreq(ram),termFreq(sacrific),termFreq(servic),termFreq(spake),termFreq(tabernacl),termFreq(tenth),termFreq(unclean),termFreq(vow),termFreq(water),termFreq(work),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1120500400_000093,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues: and With the former Translations Diligently Compared and Revised, By His Majesty's Special Command. Appointed to be read in Churches.",,160,7,1,0,1,4,0,3,1,3,1,1,1,4,6,1,5,4,0,2,0,5,7,0,0,0,0,0,1,0,20,0,1,1,0,6,0,0,0,1,0,1,0,7,23,1,9,4,3,0,2,10,0,3,2,0,6,1,1,0,0,1768,1,1,"Oxford : printed by T. Wright and W. Gill, Printers to the University: and sold by J. Newbery, in St. Paul's Church Yard; R. Baldwin, S. Crowder, and J. Coote, in Paternoster Row, London; and by W. Jackson, in Oxford, 1768.",Oxford,846,unknown,,,FALSE,"until the morning. 2 : i 6 e Buit if the sacrifice of his offering be a vow , eforer or a voluntary offering , it ( hall be eaten the same C 14bS day that he offereth his sacrifice : and on the morrow alfo the remainder of it"
1271300700_000096,"The New Testament of our Lord and Saviour Jesus Christ, ...",,138,15,1,1,5,1,1,2,0,1,1,2,1,8,2,2,3,4,0,1,2,3,5,0,0,0,0,0,1,1,2,0,2,1,8,3,0,0,0,0,0,1,0,12,19,1,4,7,1,0,2,3,0,3,4,0,2,0,0,0,0,1773,1,1,"Oxford : printed by T. Wright and W. Gill: sold by S. Crowder, London ; and W. Jackson, in Oxford, 1773.",Oxford,1187,unknown,,,FALSE,"burnt it upon il, bi, the altar , b beside the burnt facrifice of the barnd, cf morning. Ex 1 8 He slew also the bullock and the ram , for o. 9 a sacrifice of peace offerings , which was for the people : and Aaron's sons presented unto"
0073800100_000084,"The holy Bible, containing the Old Testament and the New: Newly Translated out of the Original Tongues, and With the former Translations Diligently Compared and Revised. By His Majesty's Special Command. Appointed to be read in Churches.",,182,15,0,1,12,0,3,5,2,0,7,3,2,15,1,0,7,6,0,3,0,2,6,0,0,0,0,0,2,0,3,1,5,4,0,2,1,1,1,0,0,2,0,10,27,1,2,10,0,0,11,2,0,0,5,0,0,0,1,0,1,1750,1,1,"London : printed by Thomas Baskett, Printer to the King's most Excellent Majesty; and by the assigns of Robert Baskett, M.DCC.L. [1750].",London,1207,unknown,,,FALSE,"camp; as the LORD cor and upon his sons garments with him nianded Motes. and fanaified Aaron , and his garments, s8 IT And he brought the ram for the and his sons, and his sons garments with burnt offering : and Aaron and his sons him. laid their hands"
1229300100_000121,"The holy Bible, Containing the Old and New Testaments: Newly Translated out of the Original Tongues: And with the former translations Diligently Compared and Revised. By His Majesty's Special Command. Appointed to be Read in Churches.",,142,1,0,1,2,1,1,0,3,3,1,0,1,3,1,1,0,3,0,3,9,2,0,1,0,1,1,0,0,1,12,0,4,8,2,1,0,0,3,5,0,2,0,1,24,3,2,3,10,0,3,2,0,2,3,0,1,6,4,0,1,1733,1,1,"Oxford : printed by John Baskett, Printer to the University, MDCCXXXIII. [1733].",Oxford,678,unknown,,,FALSE,"the cure : and the water that caufeth the curse hall enter into her, and become bitter. 2 5 Then the priest shall take the jealousy of fering out of the womans hand , and shall wave the' offering before the LORD, and offer it .upon the altar . 26"
0078500200_000069,"The holy Bible, containing the Old Testament and the New: Newly Translated out of the Original Tongues, and With the former Translations diligently compared and revised, By His Majesty's Special Command. Appointed to be read in Churches.",,137,9,0,3,11,3,4,1,2,0,1,3,4,2,4,0,1,2,2,2,2,3,2,0,0,0,1,0,0,3,5,14,1,1,8,3,0,0,4,0,0,1,0,0,20,2,1,0,2,0,4,0,0,0,5,1,0,0,0,0,0,1760,1,1,"Cambridge : printed by Joseph Bentham, Printer to the University, by whom they are sold in Cambridge, and by Benj. Dod Bookseller in Ave-Mary Lane, London, 1760.",Cambridge,1233,unknown,,,FALSE,"tar for a burnt offering , for a sweet fa the bullock , and put it upon the korns of your before the LORD: it is an offering the altar with thy finger, and pour all made by fire unto the LORD. the blood betide the bottom of the altar"
1745400100_000200,"The complete British family Bible: being a new universal exposition and commentary on the Holy Scriptures. Containing the text of the Old and New Testaments, with the Apocrypha, at large. Illustrated with notes ... By Paul Wright, ... Embellished with ... copper-plates ...","Wright, Paul",169,15,0,1,12,1,3,6,2,0,5,2,1,15,1,0,10,5,0,6,0,2,1,0,1,0,0,0,2,0,0,0,4,1,1,1,1,0,1,0,0,2,0,13,28,2,2,7,1,0,4,3,0,0,5,0,0,0,0,1,1,1782,1,1,"London : printed for Alex. Hogg, 1782.",London,1060,unknown,,,FALSE,"his fons' hands , and waved them for a wave offering before the LORD. 28 And Moses took them from off their hands , and burnt them on the altar upon the burnt offering : they were consecrations for a sweet favour : it is an offering made by fire"
0060900200_000153,"An help for the more easy and clear understanding of the Holy Scriptures: being the books of Exodus Leviticus, Numbers and Deuteronomy, Explain'd after the following Method, viz. I. The common English translation render'd more agreeable to the original. II. A paraphrase, wherein the Text is explain'd, and divided into proper Sections and other lesser Divisions. III. Annotations as Occasion requires. Hereto is prefix'd IV. A Preface, wherein is represented the Order of the Israelites Encamping, as also of their Marches. Likewise an Account is given of the Sacred Books that are to be next publish'd, as to the Terms and Time, &c. By Edw. Wells D.D. Rector of Cotesbach in Leicestershire.",Edward Wells,110,3,0,1,3,1,0,0,0,2,0,5,1,1,5,1,1,1,0,0,0,0,0,0,0,3,3,0,6,5,0,1,2,1,0,3,2,0,7,0,6,4,0,4,10,3,1,0,0,3,4,2,3,3,3,0,0,0,1,1,4,1725,1,1,"Oxford : printed at the Theater, 1725. And sold by Will. Wells Bookseller in Oxford; and Ja. Knapton at the Crown in St Paul's Church Yard, London, [1725].",Oxford,487,male,1667,1727,FALSE,"Aflher, offered . 73 His cfferitg was one silver charger, Of pgidof the weight whereof was an htndred and thirty flickels, one hiver the Tribe of bowl of seventy fllekels after the llekel of the ftnduary, both of h"".' them full of fine flour mingled with oil , for a"
1152800200_000130,"The holy Bible, containing the Old Testament and the New: Newly Translated out of the Original Tongues, and With the former Translations diligently Compared and Revised. By his Majesties Special Command. Appointed to be Read in Churches.",,122,1,0,2,2,3,1,0,3,3,3,0,0,3,2,0,0,3,0,3,2,0,0,2,0,1,1,0,0,2,5,0,2,8,3,3,0,0,2,3,1,1,0,4,20,2,4,0,3,4,3,2,1,2,6,0,1,4,0,0,1,1712,1,1,"London : printed by the assigns of Thomas Newcomb, and Henry Hills, deceas'd; Printers to the Queens most Excellent Majesty, MDCCXII. [1712].",London,1192,unknown,,,FALSE,"of the vow of his reparation, ,,;,. there shall no a razor come upon his head : un udg. till the days be fulfilled in the which he fepa , : am. rateth Limfelf unto the LORD, he llhall be holy ; * "" and shall let the locks of"
1369200200_000123,"The Holy Bible, containing the Old and New Testaments: Newly translated out of the original tongues; and with the former translations diligently compared and revised. By His Majesty's special command. Appointed to be read in churches.",,146,2,0,4,5,3,0,0,0,0,2,4,0,4,2,0,0,0,0,0,1,0,0,0,0,3,3,0,8,0,0,0,2,1,0,3,4,0,7,1,2,3,0,3,32,3,5,0,3,8,8,4,4,2,3,0,0,3,0,0,4,1736,1,1,"Edinburgh : Printed by Robert Freebairn His Majesty's printer, MDCCXXXVI. [1736].",Edinburgh,740,unknown,,,FALSE,"ation is shaven. 10 And the priest thall wave them * for a *cexo ave offering before the LORD; this is ""ho oly for the priest , with the wave breaft, Z 7o"" nd heave fhoulder: and after that the lazarite may drink wine. at This II the law of"
1159300100_000092,"The Holy Bible, containing the Old Testament and the New: ...",,155,6,1,0,1,5,0,5,2,3,0,1,1,4,6,1,4,2,0,2,0,5,6,0,0,1,1,0,1,0,0,0,1,0,0,6,0,0,0,1,0,1,0,5,32,4,12,4,5,0,2,13,0,3,1,0,6,1,0,0,0,1719,1,1,"Oxford : University of Oxford: printed by John Baskett, 1719.",Oxford,842,unknown,,,FALSE,"LORD.. 12 If he offer it for a thanksgiving, then he stall offer with the sacrifice of thanksgiving unleavened cakes mingled with oil , and unleavened wafers anointed with oil , and cakes mingled with oil , of fine flour , fried. 13 Besides the cakes, he shall offer for"
0333800100_000160,"An illustration of the Holy Bible, containing the sacred text of the Old Testament and the New; together with the Apocrypha. The Notes and Comments Are selected from the best Annotators, whereby The Sublime Passages are pointed out, and Some Mis-Translations rectified.",,131,1,0,1,2,1,1,0,3,3,1,0,1,3,3,1,0,3,0,3,9,2,0,1,0,1,1,0,0,1,0,0,4,8,3,2,0,0,3,5,0,2,0,2,23,2,4,2,8,0,3,2,0,2,3,0,1,6,3,0,1,1771,1,1,"Birmingham : printed at the Verulam Press, by Nicholas Boden, M,DCC,LXXI. [1771].",Birmingham,1259,unknown,,,FALSE,"enter into her, and become bitter. 25 Then the priert shall take the jealoufy of fering out of the woman's hand , and shall wave the offering before the LORD, and offer it upon the altar . 26 And the priest shall take an handful of the offering , even"
1368800100_000109,"The Holy Bible, containing the Old and New Testaments: Newly translated out of the original tongues, and with the former translations diligently compared and rivised. By His Majesty's special command. Appointed to be read in churches.",,126,1,0,1,0,1,1,0,3,1,0,2,0,3,1,1,0,1,0,2,7,2,0,1,0,3,3,0,4,1,2,0,2,7,3,2,2,0,4,3,0,3,0,2,23,3,6,0,5,2,4,4,0,0,2,0,0,6,0,0,2,1752,1,1,"Edinburgh : Printed by Adrian Watkins His Majesty's printer, M.DCC.LII. [1752].",Edinburgh,1020,unknown,,,FALSE,"blemilhk 31 Thenfhall the man be guiilders for peace . offerings , .from iniquity, and this woman thall IS And. a basket of unleavened bear her iniquity... - bread , cakes of' fine flour mingled with C HA P. VI oil , and wafers of unleavened bread the law of"
0071300200_000102,"The holy Bible, containing the Old Testament and the New: Newly Translated out of the Original Tongues, and With the former Translations diligently compared and revised, By His Majesty's special Command. Appointed to be read in Churches.",,148,2,0,0,0,0,3,0,4,2,2,1,0,2,4,1,1,1,3,0,2,2,0,0,1,2,2,0,1,3,24,3,0,0,9,5,1,0,3,0,0,2,4,5,27,1,1,2,2,0,1,3,0,3,2,3,0,0,0,7,1,1765,1,1,"Cambridge : printed by Joseph Bentham Printer to the University, by whom they are sold in Cambridge, and by Benj. Dod Bookseller in Ave-Mary Lane, London, [1765].",Cambridge,1014,unknown,,,FALSE,"the fourth part of an hin. 14 And iye: shall eat neither bread , nor parched corn, nor green ears, until the selfsame day that ye have brought an offering untoyour God . Itfhallbeafla tute for ever throughout your.generati ons, in all your dwellings. 15 And ye (nall count unto"
1120500400_000125,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues: and With the former Translations Diligently Compared and Revised, By His Majesty's Special Command. Appointed to be read in Churches.",,149,2,0,1,2,2,0,0,0,0,0,7,0,5,5,1,1,1,0,0,0,0,0,0,0,4,4,0,11,0,1,1,0,0,0,2,5,0,11,0,2,5,0,2,30,4,6,0,0,5,11,5,1,3,0,1,0,0,1,2,5,1768,1,1,"Oxford : printed by T. Wright and W. Gill, Printers to the University: and sold by J. Newbery, in St. Paul's Church Yard; R. Baldwin, S. Crowder, and J. Coote, in Paternoster Row, London; and by W. Jackson, in Oxford, 1768.",Oxford,846,unknown,,,FALSE,"peace offerings , two oxen, fivre rams , five he goats , five lambs of the first year. This was the offering of Gamaliel the b tonne of Pedahzur. : 60 T On the ninth day Abidan the son of Gis deoni, prince of the children of Benjamin, i offered"
1333700100_000091,"The Holy Bible, containing the Old and New Testaments: translated out of the original tongues: and with the former translations diligently compared and revised. And the Apocrypha: with marginal references.","Berriman, Jacob R.",148,10,1,1,11,1,3,6,0,1,6,2,0,14,3,2,6,4,0,0,2,3,2,0,0,0,0,0,3,1,0,0,2,1,7,3,1,0,1,0,0,2,0,8,22,2,3,4,0,0,3,3,0,1,2,0,0,0,0,0,1,1796,1,1,"Philadelphia : Printed for Berriman & Co. by Jacob R. Berriman, MDCCXCVI. [1796]",Philadelphia,820,unknown,,,FALSE,"fire comneth fromi thze Lord upon l/ke altar . AND it came to pals on the eighth day, that mo~es. called Haron and his sons, and the elders of Israel ; 2 and he said unto Aaron , a Take thee a young calf for a sin offering , and"
1682500200_000099,"The Holy Bible, Containing the Old testament and the New: newly translated out of the original tongues, and with the former translations diligently compared and revised. By His Majesty's special command. Appointed to be read in churches.",,140,7,1,0,3,7,0,3,1,3,1,1,1,4,6,1,5,4,0,2,0,4,6,0,0,0,0,0,1,0,13,0,1,1,1,3,0,0,0,1,0,1,0,6,17,2,9,4,2,0,2,5,0,2,3,0,5,0,1,0,0,1712,1,1,"Edinburgh : Printed by the heirs and successors of Andrew Anderson, printers to the Queen's Most Excellent Majesty, MDCCXII. [1712].",Edinburgh,916,unknown,,,FALSE,"and on the morrow alio the remainder of it ( hall be eaten. 17 But the remainder of the flesh of the tacrifice on the third day, ( hall be burnt with fire. 18 And if any of the flesh of the iacrifice of his peace offerings be eaten at"
0066400201_000091,"The holy Bible, containing the Old and New Testament. With notes. By the Revd. Anselm Bayly, LL. D. Sub-Dean of His Majesty's Chapels Royal. ...",Anselm Bayly,171,13,0,1,12,1,3,8,4,0,5,3,1,16,1,0,9,5,0,3,0,2,7,0,0,0,0,0,2,0,4,1,6,1,0,2,1,0,1,0,0,2,0,10,24,3,2,6,0,0,5,2,0,0,4,0,0,0,0,0,1,1773,1,2,"London : printed for W. Davis, Piccadilly, G. Kearsley, Fleet Street, F. Newbery, St. Paul's Church-Yard, W. Domville, Royal Exchange C. Piguenit, Berkley-Square, and John Wheble, Pater-Noster-Row, MDCCLXXIII. [1773]-74.",London,743,unknown,,1794,FALSE,"of the blood upon the tip of their right ear, and upon the thumbs of their right hands , and up. on the great toes of their right feet: and Moses sprinkled the blood upon the altar round about. 25 And he took the fat , and the rump, and"
0061300200_000090,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues: And with the Former Translations Diligently Compared and Revised. By his Majesties Special Command. Appointed to be Read in Churches.",,147,6,1,0,1,5,0,4,2,2,0,1,1,2,6,1,3,4,0,2,0,6,7,0,0,1,1,0,0,0,2,0,1,0,0,5,0,0,0,1,0,1,0,5,27,4,12,4,2,0,2,13,0,3,2,0,5,1,1,0,0,1727,1,1,"Oxford : printed by John Baskett, Printer to the University, MDCCXXVII. [1727].",Oxford,1281,unknown,,,FALSE,"cakes mingled with oil , and unleavened wafers k anointed with oil , and cakes , C mingled with oil , of fine flour friars. h: k. Betides'the cakes, he hall offerfor his 6' offering , leavened bread , with the sacrifice of  thanksgiving of his peace offerings ."
0075100500_000114,"The holy Bible, containing the Old Testament and the New: Newly Translated out of the Original Tongues, and With the former Translations Diligently Compared and Revised, By His Majesty's Special Command. Appointed to be read in Churches.",,133,8,0,0,2,2,0,0,0,2,0,5,0,3,16,0,3,5,0,0,0,1,0,0,0,1,0,0,3,0,3,1,2,1,0,12,2,0,2,0,9,2,1,6,19,1,2,0,0,1,4,2,3,3,3,0,1,0,1,0,1,1765,1,1,"London : printed by Mark Baskett, Printer to the King's most Excellent Majesty; and by the assigns of Robert Baskett, M.DCC.LXV. [1765]-66.",London,1025,unknown,,,FALSE,": 5 T And the LORD spake untomofes, of incense:  saying, gs One young bullock , one ram , one Take thelevitesfrop among the chil lamb of the first year, for a burnt offer drcn of Israel , and cleanss them. : inls k  t - 7 And"
1127200501_000112,"The holy Bible, containing the Old Testament and the New: Newly Translated out of the Original Tongues, And with the former Translations diligently Compared and Revised, By His Majesty's special Command. Appointed to be read in Churches.",,158,2,0,0,1,1,1,0,0,2,0,9,0,7,8,1,0,2,0,0,0,0,0,0,0,5,6,0,10,0,3,1,2,1,0,2,5,0,6,0,10,6,0,0,30,7,3,0,0,4,7,4,2,1,2,0,0,0,1,0,6,1743,1,2,"Cambridge : printed by Joseph Bentham, Printer to the University, MDCCXLIII. [1743].",Cambridge,473,unknown,,,FALSE,"of seventy Ihckels ns Dan, oalerid. rcr the shekel of the faisnuary, both of 67 His offering was one silver charger, them full of lise flour linlgled with oil , the wivght whereof vwas an hundred old fra meat offering thirty Jbc -- s, one silver bowl of feveity 44"
0061200300_000123,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues, And with the Former Translations Diligently Compared and Revised. By His Majesty's Special Command. Appointed to be Read in Churches.",,153,3,0,2,2,2,1,0,0,0,0,6,0,5,6,0,2,1,0,0,0,0,0,0,0,3,4,0,11,0,0,0,0,0,0,8,5,0,10,0,4,5,0,5,29,4,4,0,0,4,11,5,0,2,1,1,0,0,1,2,4,1741,1,1,"Dublin : printed by George Grierson, Printer to the King's Most Excellent Majesty, at the King's-Arms and Two-Bibles in Essex-Street, M,DCC,XLI. [1741].",Dublin,1284,unknown,,,FALSE,"offerings , Enan, princeofthechildrenofnaphtali, offered.e ch two oxen, five rams , five he goats , five lambs 79 His offering was one silver charger, the ofthefirftyear. This was th offering ofga weight whereof was an hundred and thirty ialiel the son of Pedahzur. fiekels, one silver bowl of seventy shekels"
0094400100_000094,The Holy Bible containing the Old Testament and the New ...,,158,15,0,0,6,3,1,6,3,0,6,4,1,9,3,0,7,2,0,3,0,0,7,0,0,0,0,0,1,0,1,0,8,5,0,4,1,1,1,1,0,1,0,16,17,2,2,2,1,0,11,1,0,1,3,0,0,0,1,0,1,1729,1,1,"Oxford : printed by ye University Printer, 1729.",Oxford,801,unknown,,,FALSE,"them to minister unto the ing oil upon Aarons head , and anoint ""; ""; LORD in the priests office: ed him to fanflifie him. p. 36 Which the lord commanded to 13 n And Moses brought Aarons be given them of the children of Israel , sons, and put"
0061200300_000143,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues, And with the Former Translations Diligently Compared and Revised. By His Majesty's Special Command. Appointed to be Read in Churches.",,158,1,0,1,0,0,0,0,2,1,0,4,0,8,3,0,4,6,4,0,7,0,0,0,1,0,5,0,1,1,3,2,3,0,1,3,1,0,9,0,1,8,5,5,38,6,0,1,3,0,4,5,0,1,0,5,0,0,2,1,2,1741,1,1,"Dublin : printed by George Grierson, Printer to the King's Most Excellent Majesty, at the King's-Arms and Two-Bibles in Essex-Street, M,DCC,XLI. [1741].",Dublin,1284,unknown,,,FALSE,"and lee th hich I have given unto the children oti; And x1 And when thou hast seen it, thou also ihait be gathered unto thy people , as r Aaron m thy brother was gathered. 14 For ye rebelled against my commandment (in the desert of Zin, in the"
0074800100_000153,"The holy Bible: that is, the sacred Scriptures contained in the Old and New Testament. Translated According to the Hebrew and Greek; and Conferred with the best Translations in Divers Languages. With Most Profitable Annotations upon all the Hard Places, and Other Things of Great Importance. By the Archbishops, Bishops, Etc. Etc.",,132,1,0,4,1,2,0,0,1,1,0,6,0,4,3,0,0,1,0,1,2,0,0,1,0,2,2,0,6,2,4,0,1,3,1,2,0,0,6,2,1,3,0,4,26,2,6,0,4,6,8,0,1,2,3,0,0,4,0,0,3,1775,1,1,"London : printed by M. Lewis, Paternoster-Row, for Mess. Buckland, Keith, Vallance and Simmons, MDCCLXXV. [1775].",London,1171,unknown,,,FALSE,"and his burnt offering . 17 He ( hall prepare also the ram for a peace . offering unto the Lord, with the basket of unleavened bread , and the priest stall make his meat offering , and his drink offering . 18 And * the Nazarite stall lhave the"
