PassageID,Title,Author,Total termFreq,termFreq(appear),termFreq(art),termFreq(azur),termFreq(beauti),termFreq(blaze),termFreq(blue),termFreq(bright),termFreq(carbuncl),termFreq(cave),termFreq(cavern),termFreq(cloud),termFreq(colour),termFreq(columnar),termFreq(crystal),termFreq(dark),termFreq(deep),termFreq(diamond),termFreq(earth),termFreq(emerald),termFreq(fine),termFreq(finest),termFreq(form),termFreq(garnet),termFreq(gem),termFreq(glass),termFreq(gold),termFreq(golden),termFreq(great),termFreq(green),termFreq(hard),termFreq(heaven),termFreq(hue),termFreq(hyacinth),termFreq(indi),termFreq(jasper),termFreq(jewel),termFreq(light),termFreq(lustr),termFreq(mine),termFreq(mountain),termFreq(necklac),termFreq(onyx),termFreq(opal),termFreq(pebbl),termFreq(pellucid),termFreq(polish),termFreq(preciou),termFreq(purpl),termFreq(rai),termFreq(red),termFreq(rubi),termFreq(sapphir),termFreq(silver),termFreq(size),termFreq(stone),termFreq(ting),termFreq(tint),termFreq(topaz),termFreq(transpar),termFreq(valu),termFreq(variou),termFreq(view),termFreq(wear),termFreq(white),termFreq(yellow),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1750300102_000028,"The economy of nature explained and illustrated on the principles of modern philosophy. By G. Gregory, D.D. author of Essays Historical and Moral, &c. In three volumes. With fifty-six plates.",George Gregory,66,0,1,0,0,0,4,0,0,0,0,1,7,0,0,1,1,1,7,1,5,0,4,1,1,1,0,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,7,1,1,1,0,5,0,0,0,0,0,2,0,1,1,2,1798,2,3,"London : printed for J. Johnson, No 72, St. Paul's Church Yard, 1798.",London,552,male,1754,1808,FALSE,"in france; and afterwards in England, Germahy, and Italy;. manufac~ories have since been established in almieft all the countries of Europe, in many of whidh porcelain is made very little if at all inferior to the Chiriefe. III lithomarg~i or stoke maraow, when dry, ieels as slippery as ioapj but"
1321800101_001652,"The universal dictionary of trade and commerce: With large additions and imporvements adapting the same to the present state of British affairs in America, since the last Treaty of Peace made in the year 1763. With great variety of new remarks and illustrations incorporated throughout the whole: together with every thing essential that is contained in Savary's dictionary: also, all the materials laws of trade and navigation relating to these kingdoms, and the customs and usages to which all traders are subject. By Malachy Postlethwayt, Esq;.",Jacques Savary des Brûlons,68,2,3,0,0,0,2,0,0,0,0,0,16,0,0,2,0,5,0,2,4,0,0,1,4,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,2,0,2,1,2,1,0,1,0,0,0,1,1,0,0,1,3,1,1766,1,2,"London : printed for H. Woodfall, A. Millar, J. and R. Tonson, J. Rivington, J. Hinton, R. Baldwin, L. Hawes and W. Clarke and R. Collins, R. Horsfield, W. Johnston, T. Longman, J. Brotherton, J. Dodsley, T. Payne, J. Robson, T. Lowndes, W. Nicoll, and J. Knox, M DCC LXVI. [1766].",London,1115,male,1657,1716,FALSE,"t!; is order i the diamond fidt, as moss comp~a of all, next aft r which cortes the tulby, then the lapphire, the jacita~h, thle emetal~sl, the arnethyll, the garnet , the carneol, the C ~al~edonyr, the onyst, the jdjper; i and there succeed the agate, porphyry, anid rhiarble. This"
0085401002_000064,"Letters from several parts of Europe, and the East. Written in the years 1750, &c. In these are contained, the writer's observations on the productions of nature, the monuments of art, and the manners of the inhabitants. In two volumes. ...","Broderick, Thomas",70,3,1,0,0,0,2,4,0,0,0,0,6,0,4,0,0,0,5,0,1,0,8,0,4,0,2,3,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,2,0,3,1,0,0,0,2,0,1,0,1,0,0,1,0,5,2,1753,2,2,"London : printed for L. Davis, in Fleet-Street; J. Ward, in Cornhill; and J. Fletcher, at Oxford, MDCCLIII. [1753].",London,435,unknown,,,FALSE,"lpangled talcs; the glittering glimmering flakes, counterfeiting the purest metals. Beyond them the Muscovy talc the ifing glafs extended its broad plates in white , in brown, in purple . And, in a row behind, the lhapelefs selenite, mimicking its form , but wanting its flexibility. Next came the figured"
0773000600_000025,"Valuable secrets in arts and trades: or, approved directions from the best artists. Containing upwards of one thousand approved receipts. For the various methods Of Engraving on Brass, Copper, or Steel. Of the Composition of Metals. Of the Composition of Varnishes. Of Mastichs, Cements, Sealing-Wax, &c. &c. Of the Glass Manufactory, various Imitations of Precious Stones, and French Paste. Of Colours and Painting, useful for Carriage Painters. Of Painting on Paper. Of Composition for Limners. Of transparent Colours. Colours to dye Skins or Gloves. To colour or varnish Copperplate Prints. Of Painting on Glass. Of Colours of all Sorts for Oil, Water, and Crayons Of preparing the Lapis Lazuli, to make Ultramarine. Of the Art of Gilding. The Art of dying Wood, Bones, &c. The Art of Casting in Moulds. Of making useful Sorts of Ink. The Art of making Wines. Of the Composition of Vinegars. Of Liquors, Essential Oils, &c. Of the Confectionary Business. The Art of preparing Snuffs, &c. Of taking out Spots and Stains. Art of Fishing, Bird-Catching, &c. And other subjects, curious, entertaining, and useful.",,71,0,0,0,2,0,0,0,0,0,0,0,7,0,10,0,1,2,0,8,5,0,0,0,0,2,2,0,1,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,6,0,0,2,0,0,3,5,2,1,0,1,0,0,3,0,0,0,0,0,2,0,1797,1,1,"London : printed for J. Scatcherd, No. 12, Ave-Maria-Lane; and J. Barker, at the Dramatic Repository, Russell-Court, Drury-Lane, [1797?].",London,361,unknown,,,FALSE,"no air can get in to the contained ingredients. Let it dry for three days or more, then put it in a potter's kiln for twenty-four hours. After that time you will find in the pot, a matter perfectly similar to the diamonds in beauty , and which you may"
1010400100_000907,"A new dictionary of trade and commerce, compiled from the information of the most eminent merchants, and from the works of the best writers on commercial subjects, in all languages. Containing, among other Things, I. An Account of all the natural Productions, which are conducive to Trade, throughout the World. II. The different Manufactures established in each particular Country. III. Explanations of all the Terms used in Commerce. IV. Explanations of the principal Terms of Geography, Astronomy, and Navigation, so far as they are connected with Trade. V. An exact Account of the Coins, Weights, and Measures in use throughout the World, reduced to the English Standard. VI. A Description of the Established Banks, Trading Companies, and Staple Commodities, of different Countries. Vii. The State of the British Trade, National Debt, Funds, Customs, Excise, and other Taxes. Viii. The Laws relative to Trade and Commerce. For the Use of the Merchants and Tradesmen of Great Britain, as well as of private Gentlemen. By Mr. Rolt, with the assistance of several eminent merchants. The second edition, with the addition of a new and accurate set of maps of the world, Europe, Asia, Africa, and North and South America, by Mr. Bowen.",Richard Rolt,53,0,1,0,0,0,1,0,1,0,0,0,7,0,0,0,0,4,0,4,0,0,1,0,0,0,0,0,3,2,0,0,0,2,0,0,0,1,0,0,0,0,2,1,0,0,0,2,1,0,2,3,3,0,0,3,0,0,2,2,0,1,0,0,2,2,1761,1,1,"London : printed for G. Keith, at the Bible and Crown, in Grace-Church-Street; S. Crowder, at the Looking-Glass, and H. Woodgate and S. Brooks, at the Golden Ball, in Pater-Noster-Row, MDCCLXI. [1761].",London,926,male,1724,1770,FALSE,"diamond , and white sapphire ; and coloured , which are either red , as the ruby , carbuncle , and granate; yellow , as the chrysolite and topaz ; green , as the emerald , smaragd, and beryl; bluish, as the sapphire ; and purple , or violaceous, as"
1741800108_000938,"Encyclopædia Britannica; or, a dictionary of arts, sciences, and miscellaneous literature; ... The third edition, in eighteen volumes, greatly improved. Illustrated with five hundred and forty-two copperplates. ...",,83,1,0,0,2,0,0,2,0,0,0,1,10,0,0,0,2,0,0,0,4,0,2,4,5,0,0,0,4,0,2,0,0,14,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,1,3,0,0,1,1,2,1,0,0,1,8,1797,8,20,"Edinburgh : printed for A. Bell and C. Macfarquhar, 1797.",Edinburgh,795,unknown,,,FALSE,"noble remains of ancient magnificence which are in that city.' His pictures in that ityle are well coloured , and every tree is diftingulfhed - by a touch that is proper for the leasing. The grounds VOL. VIII Part II. j I H Y A are well broken, anddd with"
0682000101_000048,"An essay towards a system of mineralogy. By Axel Frederic Cronstedt, ... Translated from the original Swedish, with annotations, and an additional treatise on the blow-pipe. By Gustav von Engestrom, ... The second edition, greatly enlarged and improved, by the addition o the modern discoveries; and by a new arrangement of the articles, by John Hyacinth de Magellan, ... In two volumes. ...",Gustav Engeström,80,1,0,0,0,0,3,0,0,0,0,0,15,0,0,0,1,0,0,0,2,0,2,0,2,5,3,0,0,6,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,1,0,1,0,13,4,2,1,0,0,1,3,1788,1,2,"London : printed for Charles Dilly, 1788.",London,485,male,1738,1813,FALSE,"it melts easily with borax and lime : when calcined it is confiderab!y altered, loses its colour and acquires weight. Fabr. The best topazes are called oriental: thy have the same properties as rubies and sapphires , (Note s, § 76): and of course have the same properties, the colour"
1592300500_000005,"A synopsis of mineralogy, Rendered easy and familiar; in a variety of the most useful, as well as most entertaining processes or operations on mineral bodies; By James Miller, Esq. professor of chemistry, &c.","Miller, James, Professor of Chemistry",68,1,1,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,1,2,3,2,0,0,0,7,6,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,7,4,0,0,0,1,0,0,1,5,0,1,0,0,3,7,1794,1,1,"[London] : To be had of G. Nicol, bookseller to the King, Pall Mall; J. White, Fleet Street; J. Johnson, St. Paul's Church Yard; G.J. and J. Robinsons, Paternoster Row; T. Payne, at the Mews Gate; R. Faulder, Bond Street; and Lackington, Allen, and Co. Finsbury Square, [1794?].",London,26,unknown,,,FALSE,"Bonax, shells it into a thin colourless Glass . paq S or 6 fideprifms yellow.green.............. .......Cryfolite, proper ryfothe .............................-""""""""***** 3.6qo It cracks thefurface of Beryl; renders it opaque, but does not vitrify it. Lames. or foliat 8 green kek colour ...... ......Chrifophrafe ta r 37oo * -* -- n.. yellow"
1504400110_000317,"Encyclopædia perthensis; or Universal dictionary of knowledge, collected from every source; and intended to supersede the use of all other English books of reference. Illustrated with plates and maps. In twenty three volumes.",,62,1,0,0,1,0,1,0,0,0,0,0,10,0,0,0,0,3,3,3,0,0,1,1,7,1,0,0,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,1,0,0,0,0,0,3,2,3,5,0,0,0,2,1796,10,23,"Perth : printed for C. Mitchel and Co. and sold for them by Mr Thomas Ostell, Ave Maria Lane, London. Sold also by Mess. Vernor, Hood, and Sharpe, London; and all respectable booksellers. R. Morison, printer, [1796-1806].",Perth,739,unknown,,,FALSE,"but frequently varies. Good cry~tals may be allowed to fuicceed the anyx; birt the whole family of metallic glatfy fluors seem to be (kill softer. In' point of coorte imod Is valued for its transparency , the ruby for its purple , the sapphire for its blue , the emerald"
0566700500_000097,"The golden cabinet: being the laboratory, or handmaid to the arts. ...",,66,4,1,0,0,0,5,3,0,0,0,0,15,0,2,0,1,0,0,1,2,0,2,3,1,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,4,3,0,1,2,0,0,0,1,1,1,1790,1,1,"Dublin : printed by Peter Hoey, 1790.",Dublin,359,unknown,,,FALSE,"laid together, the esse might appear the same, as if the whole substance of the chryltal had been tinged . The chryftals (and fonictimes white transparent glass ) so treated, were called doublets: and at one time prevailed greatly in use, on account of the advantages, with rcfpea to wear"
0993600201_001743,"Cyclopædia: or, an universal dictionary of arts and sciences. ... By E. Chambers, F.R.S. With the supplement, and modern improvements, incorporated in one alphabet. By Abraham Rees, D.D. In four volumes ...",Abraham Rees,62,1,2,0,1,0,0,1,0,0,0,0,6,0,11,0,1,1,0,2,4,1,2,0,7,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,3,1,0,1,0,2,1,0,0,2,0,0,0,1,0,1,1778,1,5,"London : printed for W. Strahan, J. F. and C. Rivington, A. Hamilton, J. Hinton, T. Payne [and 31 others in London], 1778-1788.",London,1082,male,1743,1825,FALSE,"kindle of themselves, and they will then frmoak very much. Let this be done ill a large chimney, taking care to avoid the fumes. When it fumes no more, let the fire go out of itself, and let all stand till cool; then ullute the crucibles, and take out the"
1004600200_000204,"Apparatus Biblicus: or, an introduction to the Holy Scriptures. In three books. Book I. Of the Origin, History, and Antiquities of the Jews. Book II. Of the Canon, Authors, Original Texts, Versions, Editions and Interpretations of the Scriptures. Book III. Of the False Gods, Animals, Precious Stones, Diseases, and Publick Sports mentioned in the Scriptures. Together with an Explanation of Scriptural Names, And A New Method of Reading the Scriptures. Done into English from the French, with notes and additions. Illustrated with thirty copper-plates.",Bernard Lamy,89,2,0,0,3,0,4,3,4,0,0,0,13,0,0,0,1,5,1,5,1,0,0,0,0,0,3,0,1,6,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,2,9,0,0,10,0,0,6,0,0,0,0,0,1,0,1723,1,1,"London : printed by S. Palmer, MDCCXXIII. [1723].",London,592,male,1640,1715,FALSE,"whose face, say they, i. then like fjie. Pithah. 2 rpithak. All interpreters agree with Jofepkhs, the LXX and the , dlgate, in explaining this of the Topaz : But it is the unanimous opinion of the ancients,  that the Topaz was green , and much of a pear"
1077101000_000065,"Elements of geography, and of natural and civil history. Containing, I. The Order of the Spheres. II. The Economy of the Sublunary Works of Creation, inanimate and living. III. Picturesque and general Sketches of the different Parts of the Earth; and the varied Appearances and Manners of it's Inhabitants. IV. The Rise, Revolution, and Fall, of the principal Empires of the World. V. Changes through different Ages in the Manners of Mankind. VI. Vii. Viii. IX. Description of the different Quarters of the World; Europe, Asia, Africa, and America. Their Divisions into Countries, Provinces, &c. Their Climates, Soils, Animals, Plants, Minerals, Mountains, Rivers, Lakes, Canals, Commerce, Manufactures, Curiosities, Schools, Learning, Literati, Religious Professions, Language, Government, History, &c. By John Walker.","Walker, John",58,2,2,0,2,0,1,0,0,0,0,1,2,0,1,0,0,0,4,0,0,0,12,1,4,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,3,0,1,0,1,0,3,1,0,0,1,1,1,0,0,5,0,0,1,0,0,2,0,0,0,1,1797,1,1,"Dublin : printed and sold by Thomas Morton Bates, 89, Coombe. nearly opposite Meath-Street, 1797.",Dublin,638,male,1759,1830,FALSE,"the limestone, alabaster, and marble, to the pulverulent chalk and the deliquescent marine salt, which gives that bittcrnefs to the waters of the sea, which has been improperly referred to bitumens. 2 Barytes is ponderous, and almost always accompanies metallic ores, 3 The combinations of earthy salts with magnesia, are"
0737400301_000053,"The art of poetry on a new plan: illustrated with a great variety of examples from the best English poets; and of translations from the ancients: Together with such Reflections and critical Remarks as may tend to form in our Youth an elegant Taste, and render the Study of this Part of the Belles Lettres more rational and pleasing. ...",,60,0,1,1,3,1,1,3,0,0,1,3,1,0,0,2,3,1,4,1,1,0,4,0,0,0,1,1,1,2,0,1,2,0,0,0,0,7,1,0,2,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,2,0,0,0,1,1762,1,2,"London : printed for J. Newbery, at the Bible and Sun in St. Paul's Church-Yard, MDCCLXII. [1762].",London,277,unknown,,,FALSE,"in such a gloomy state remain, Longer than nature craves; where every muse And every blooming pleasure wait without, To bless the wildly devious morning walk? But yonder comes the powerful king of day, Rejoicing in the east. The lessening cloud , The kindling azure , and the mountain's brow,"
0535200103_000229,The works of the Honourable Robert Boyle. In five volumes. To which is prefixed the life of the author. ...,Robert Boyle,67,0,1,0,0,0,1,0,0,0,0,0,9,0,0,0,1,6,0,1,1,0,0,0,11,0,0,0,0,0,5,0,0,0,0,0,3,0,0,3,0,0,0,0,1,0,0,1,0,0,1,6,3,0,0,3,2,0,2,1,0,0,0,0,4,1,1744,3,5,"London : printed for A. Millar, opposite Catharine-Street, in the Strand, MDCCXLIV. [1744].",London,659,male,1627,1691,FALSE,"some places, where there were stains of a different kind from the rest, and where there ran little veins, that I guess to be of a metalline nature, there, I say, the colour was not destroyed, but changed, and the veins of pigment, thus coloured , acquired a deep redness"
0727400101_000049,"Dictionarium polygraphicum: or, the whole body of arts regularly digested. Containing, I. The arts of Designing, Drawing, Painting, Washing Prints, Limning, Japanning, Gilding: Also Perspective, the Laws of Shadows, Dialling, &c. II. Carving, Cutting in Wood, Stone; Moulding and Casting Figures in Plaister, Wax, Metal; Engraving, Etching, and Mezzotinto. III. An historical Account of the most considerable Painters, Sculptors, Statuaries, and Engravers; with those Cyphers or Marks by which their Works are distinguished. IV. An Explanation of the Emblematical and Hieroglyphical Representations of the Hcathen Deities, Powers, Human Passions, Virtues, Vices, &c. of great Use in History-Painting. V. The Production, Nature, Refining, Compounding, Transmutation and Tinging all Sorts of Metals and Minerals of various Colours. VI. The Arts of Making, Painting or Staining all Sorts of Glass and Marble; Enamelling; Methods of imitating Precious Stones, Pearls, &c. Vii. Dying all Sorts of Materials, Linen, Woollen, Silk, Leather, Wood, Ivory, Horns, Bones; also Bleaching and Whitening Linen, Hair, &c. Viii. The Art of Tapestry-Weaving, as now performed in England, Flanders, and France, either of the high or low Warp; and many other curious Manufactures. IX. A Description of Colours, Natural and Artificial; their Productions, Natures or Qualities, various Preparations, Compositions, and Uses. X. The whole Art of Pyrotechny, or Fire-Works; and the Chinese Method of making Porcelain: Together with a great Variety of other curious Particulars not here enumerated. Illustrated with fifty-six copper-plates.",John Barrow,65,2,3,0,1,0,0,1,0,0,0,0,8,1,4,0,0,0,0,0,4,1,1,0,8,0,2,0,1,3,1,0,0,0,0,0,2,0,0,3,0,0,0,0,1,1,1,0,0,0,1,0,0,1,2,2,1,0,3,0,1,2,0,0,0,3,1758,1,2,"London : printed for C. Hitch and L. Hawes, in Pater-Noster-Row; J. Hinton, in Newgate-Street; and L. Davis and C. Reymers, against Gray's-Inn, Holborn, M.DCC.LVIII. [1758].",London,475,male,,,FALSE,"H tr 99 CHROMATIC, in painting, a term used to signify the colouring , which makes the third part of the art of painting. CHRYSOLITE, the name given by the moderns to a gem , which was called the topaz by the ancients; all the modern jewellers , and those"
