PassageID,Title,Author,Total termFreq,termFreq(admir),termFreq(appear),termFreq(arriv),termFreq(attack),termFreq(battl),termFreq(believ),termFreq(board),termFreq(boat),termFreq(captain),termFreq(command),termFreq(continu),termFreq(council),termFreq(court),termFreq(dutch),termFreq(enemi),termFreq(engag),termFreq(england),termFreq(fail),termFreq(fight),termFreq(fleet),termFreq(follow),termFreq(forc),termFreq(form),termFreq(french),termFreq(gun),termFreq(half),termFreq(head),termFreq(hip),termFreq(kill),termFreq(king),termFreq(know),termFreq(land),termFreq(left),termFreq(line),termFreq(littl),termFreq(mile),termFreq(morn),termFreq(near),termFreq(night),termFreq(observ),termFreq(offic),termFreq(order),termFreq(rear),termFreq(receiv),termFreq(sail),termFreq(sea),termFreq(sever),termFreq(ship),termFreq(signal),termFreq(squadron),termFreq(tack),termFreq(taken),termFreq(think),termFreq(took),termFreq(troop),termFreq(vice),termFreq(war),termFreq(weather),termFreq(wind),termFreq(wound),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0182401205_000023,"The British Plutarch, containing the lives of the most eminent statesmen, patriots, divines, warriors, philosophers, poets, and artists, of Great Britain and Ireland, from the accession of Henry Viii. to the present time. Including, a Complete History of England from that Aera. In six volumes. Ornamented with elegant frontispieces. Vol. I. A new edition, revised, corrected, and considerably enlarged, by the editor, T. Mortimer, Esq;",Thomas Mortimer,105,13,1,0,0,0,0,0,3,5,3,2,2,0,1,7,2,2,1,0,5,2,1,1,2,4,0,3,1,1,3,0,2,0,3,2,0,3,2,4,0,1,3,5,2,1,0,0,3,1,1,0,0,0,1,0,1,1,0,3,1,1776,5,6,"London : printed for E. and C. Dilly, in the Poultry, M.DCC.LXXVI. [1776].",London,340,male,1730,1810,FALSE,"and finding, by the fresh, inftru.tions sent him from England by Sir Cloudefly Shovel, that he was to a in every undertaking in concert with the ministry of the kings of Spain and Portugal, it was resolved to pats up the Straights again, and there expect infiructions from the: king"
0663300100_000486,"A new, universal, and impartial history of England, from the earliest authentic records, and most genuine historical evidence, to the end of the present year. ... Embellished with upwards of 120 beautiful copper-plate engravings, ... By George Frederick Raymond, Esq. Assisted by Alexander Gordon and Hugh Owen, Esqrs. and others, ...","Owen, Hugh",95,5,0,1,1,1,0,0,1,4,6,0,1,0,1,5,2,2,2,0,7,1,0,0,7,1,0,0,0,1,1,0,3,0,5,1,0,2,0,3,0,0,3,1,3,2,2,1,4,0,3,1,1,0,2,4,0,1,1,1,1,1790,1,1,"London : printed for C. Cooke; and sold by the booksellers of Bath, Bristol, Birmingham, Canterbury, Cambridge, Coventry, Chester, Derby, Exeter, Gloucester, Hereford, Hull, Ipswich, Leeds, Liverpool, Leicester, Manchester, Newcastle, Norwich, Nottingham, Northampton, Oxford, Reading, Salisbury, Sherborn, Sheffield, Shrewsbury, Worcester, Winchester, York; and by all other booksellers in England, Scotland, and Ireland, [1790?].",London,735,male,1761,1827,FALSE,"and Itandards, and an immense booty, were the trophies of their victory. The duke of Bava ia was obliged to fly, and abandoned his dominions to their mercy. Marlborough signalised himself in this action as much by his valour as his military talents. Marshal Tallard, his prisoner, having complimented him"
0906500302_000343,The beauties of all the magazines selected. For the Year 1762. Including the several original comic pieces. To be continued the middle of every month. ...,,113,9,0,0,0,1,1,2,1,2,1,3,0,0,3,2,1,0,0,1,6,2,0,0,7,0,1,1,7,2,0,1,0,0,2,1,0,7,5,6,2,0,3,3,0,2,0,3,12,3,1,1,1,0,0,0,2,0,2,3,0,1762,2,3,"London : printed for T. Waller, opposite Fetter-Lane, Fleet-Street, Mcxxlii [1762]-64.",London,563,unknown,,,FALSE,"the rear admiral of the Red, Sir Cloudelly Shovel, who was got to windward of nionlieur Tourville's own fqua <drois, ant between him and their admiral of the Blue. Alter they had fired fomne time, the ships of both fides came to ancholr, but could not discover each other, by"
0002200102_000183,"The field of Mars: being an alphabetical digestion of the principal naval and military engagements, in Europe, Asia, Africa, and America, particularly of Great Britain and her allies, from the ninth century to the present period. Consisting of Attacks, Attempts, Actions, Battles, Blockades, Bombardments, Descents, Defeats, Engagements, Expeditions, Invasions, Reductions, Sea Fights, Storms, Sieges, Surprises, Repulses, and Skirmishes: Selected from the Best Historians and Journalists, and Adjusted from the Greatest Authority. Interspersed with concise Descriptions of the Towns and Places, the Subject of each Article. To which is prefixed An essay on the art of war, and A Comprehensive System of Military and Naval Discipline. ... . Embellished with Maps, Charts, Plans, and Views of Battles.",,124,9,4,1,1,6,0,3,0,0,0,2,1,0,0,12,2,0,0,0,3,0,0,4,5,1,0,0,1,0,0,0,0,0,7,2,2,6,2,1,1,0,3,4,1,7,1,0,6,4,4,7,0,0,1,0,0,0,2,8,0,1781,2,2,"London : printed for J. Macgowan, No. 27, Paternoster-Row, M,DCC,LXXXI. [1781].",London,740,unknown,,,FALSE,"being nearly abreast of the enemy , they wore, and came to the wind on tlhe other tack ; upon which our ships tacked , the rear first, and fleered with the enemy's squadron about four miles difance. Tiere was little wind , scarce fieerage way, till near io o'clock,"
0988400103_000014,"Lives of the British admirals: containing a new and accurate naval history, from the earliest periods. By Dr. J. Campbell. With a continuation down to the year 1779, ... Written under the inspection of Doctor Berkenhout. The whole illustrated with correct maps; and frontispieces ... In four volumes. ...",John Campbell,119,19,1,1,0,2,0,4,0,16,2,0,0,2,0,6,1,0,0,1,0,0,1,0,4,5,0,1,6,2,0,0,0,0,2,0,2,0,1,0,0,2,7,2,1,2,0,2,5,3,2,2,1,1,1,0,4,1,0,2,2,1779,3,4,"London : printed for Alexander Donaldson, 1779.",London,528,male,1708,1775,FALSE,"yard down and (hot to pieces, her fore top sail yard hot away, her mizen.maft hot by the board , all her rigging gone, and her fides bored to pieces. The admiral soon after discovered the enemy standing towards him with a firong gale of wind . The Windsor, Pendennis,"
1759900103_000103,"Lives of the admirals, and other eminent British seamen. Containing their personal histories, and a detail of all their public services. Including a new and accurate naval history from the earliest account of time; and, clearly proving by a continued series of facts, our uninterrupted claim to, and enjoyment of the dominion of our seas. Interspersed with many curious passages relating to our discoveries, plantations, and commerce. The whole supported throughout by proper authorities. By John Campbell, Esq; ...",John Campbell,128,19,1,0,2,3,0,0,0,8,1,2,0,0,3,12,3,0,0,1,0,1,1,0,2,4,0,0,0,0,0,0,0,1,5,2,2,1,2,4,0,0,2,4,1,2,1,0,19,2,2,2,1,0,1,0,4,1,1,5,0,1744,3,4,"London : printed by John Applebee, for J. and H. Pemberton, in Fleet-street, and T. Waller, in the Temple, M,DCC,XLII-M,DCC,XLIV. [1742-44].",London,520,male,1708,1775,FALSE,"Men of War ; upon this he made the usual Signal for a Line of Battle , going away with an easy Sail , that his sternmost Ships might come up and join them, the French steering along Shore under their Topsails. Their Squadron consisted of four Ships , from"
1029800200_000361,"A genealogical history of the kings and queens of England, and monarchs of Great Britain, &c. From the conquest, anno 1066. to the year 1707. In seven parts or books. Containing a discourse of their several lives, marriages, and issues; with the times of their births, deaths, places of burial, and monumental inscriptions. Also, their effigies, seals, tombs, cenotaphs, devises, arms, quarterings, crests, and supporters; all curiously engraven in copper-plates. First publish'd to the beginning of King Charles the Second's reign, by Francis Sandford, Esq; Lancaster Herald of Arms: and continued to this time, with many new sculptures, additions, and annotations; as likewise the descents of divers illustrious families, now flourishing, maternally descended from the said monarchs, or from collateral branches of the royal blood of England; by Samuel Stebbing, Esq; Somerset Herald.","Stebbing, Samuel",108,9,0,0,2,0,0,1,2,0,5,2,0,0,1,6,3,1,0,1,7,1,0,2,13,4,2,1,0,0,6,0,0,2,1,0,1,2,1,2,0,1,4,2,1,1,0,2,6,1,4,0,0,1,1,1,1,2,1,0,1,1707,1,1,"London : printed by M. Jenour, for John Nicholson at the King's-Arms in Little Britain, and Robert Knaplock at the Bishop's Head in St. Paul's Church-Yard, M.DCC.VII. [1707].",London,952,unknown,,,FALSE,"Talmafh formed a Camp near ortfmouth. On the 8th of Aiay the Fleet under the Command of Admiral Russel passed through' the Downs, where they were joined by Admiral Allemonde with thedutcb Squadron , and oon after by the other part of our Fleet from St. Hellens, under the Command"
0002200101_000379,"The field of Mars: being an alphabetical digestion of the principal naval and military engagements, in Europe, Asia, Africa, and America, particularly of Great Britain and her allies, from the ninth century to the present period. Consisting of Attacks, Attempts, Actions, Battles, Blockades, Bombardments, Descents, Defeats, Engagements, Expeditions, Invasions, Reductions, Sea Fights, Storms, Sieges, Surprises, Repulses, and Skirmishes: Selected from the Best Historians and Journalists, and Adjusted from the Greatest Authority. Interspersed with concise Descriptions of the Towns and Places, the Subject of each Article. To which is prefixed An essay on the art of war, and A Comprehensive System of Military and Naval Discipline. ... . Embellished with Maps, Charts, Plans, and Views of Battles.",,107,7,0,0,0,0,2,2,3,6,1,1,0,0,2,11,1,0,0,1,1,1,0,0,6,1,1,0,2,2,0,0,1,1,0,2,0,4,1,4,2,2,3,1,0,1,1,2,10,2,6,0,2,0,1,0,1,0,2,4,3,1781,1,2,"London : printed for J. Macgowan, No. 27, Paternoster-Row, M,DCC,LXXXI. [1781].",London,737,unknown,,,FALSE,"into their royal consideration. The third French ship being run on fmore, and observing the enemy going in boats full from her, I ordered the St. Alban's, the Reserve, and others to fire upon her, judging it might cause them all to quit her; and after having battered her Come"
0785400104_000169,"Lives of the British admirals: containing a new and accurate naval history from the earliest periods. By Dr. J. Campbell. With a continuation down to the year 1779, ... Written under the inspection of Doctor Berkenhout. The whole illustrated with correct maps ; and frontispieces ... In four volumes. ...",John Campbell,99,2,3,3,2,4,0,2,3,0,1,1,0,0,0,6,2,0,1,0,7,2,5,2,5,2,0,0,3,0,0,0,0,1,3,0,1,4,1,1,3,2,2,0,2,2,2,0,2,1,5,0,1,0,1,0,0,1,4,4,0,1785,4,4,"London : printed for J. Murray, 1785.",London,528,male,1708,1775,FALSE,"advice boats had not escaped over the flats, the Hope, with a convoy from Halifax, would likewise have been taken , and added to the general loss and indignation. The French squadron had maintained a constant intercourse with the shore by means of boats and fmiall vessels; which was observed"
0601801100_000014,"Original letters and papers, between Adm--------l M---------ws, and V. Adm-------l L---------k. With several letters from private hands, Exhibiting Many Particulars hitherto unknown of the Transactions in the Mediterranean. With Remarks on, and Answers to the Narrative of the Fleet, from 1741 to 1744. Especially on the Author's Partiality and Great Liberties with the Characters of some Commanders. Also, some observations on the conduct of the Brest Fleet, &c.",Richard Lestock,111,8,0,0,1,1,0,4,2,6,1,2,0,0,0,7,4,1,0,0,7,0,0,0,3,3,2,0,0,2,0,0,0,0,2,1,2,3,3,5,0,0,4,0,0,8,1,1,8,6,3,1,0,1,1,0,1,0,0,4,2,1744,1,1,"London : printed for M. Cooper, at the Globe in Pater-Noster-Row, M.DCC.XLIV. [1744].",London,127,male,1679,1746,FALSE,"all the Sail they could make; we had but very little Wind all Day: but by Six we got within three Miles of them, and brought to with our Larboard Tacks , in hopes of attacking them in the Morning . The Burfcrd this Night joined us from England ,"
0288300404_000176,"Biographia nautica: or, memoirs of those illustrious seamen, to whose Intrepidity and conduct the English are indebted, for The Victories of their Fleets, the Increase of their Dominions, the Extension of their Commerce, and their Pre-Eminence on the Ocean. Interspersed with The most material Circumstances of Naval History, from the Norman Invasion to the Year 1779. Embellished with copper-plates. By Dr. J. Campbell, and John Kent, Esq. In five volumes. ...",John Campbell,98,12,2,0,0,0,0,1,2,2,2,1,0,0,2,6,2,1,1,2,7,4,1,0,10,1,3,0,5,1,0,0,0,0,0,1,0,2,1,1,0,0,1,3,0,1,2,0,6,1,2,1,0,0,1,0,1,1,2,1,2,1785,4,5,"Dublin : printed for J. Williams, (no. 20.) Dame-Street, M.DCC.LXXXV. [1785].",Dublin,589,male,1708,1775,FALSE,"lqua: iron in the van, the red in the centre, and the blue in the rear . About ten the French fleet bore down upon thein with great resolution. About half an lioir after eleven count Tourvilld in the Royal Sun, ibrought to, and began the aftion with adiliral Rufiel,"
0848700325_000067,"Modern history; or, the present state of all nations. Describing their respective situations, persons, habits, Buildings, Manners, Laws and Customs, Religion and Policy, Arts and Sciences, Trades, Manufactures and Husbandry, Plants, animals and minerals. By Mr. Salmon. Vol.XXV. Contains Part of the Reign of Queen Anne; with Remarks on Bishop Burnet's History of that Reign.",Thomas Salmon,103,9,0,1,2,1,0,0,1,4,1,2,2,0,2,8,2,0,0,2,6,0,1,1,4,4,0,1,0,1,0,0,5,2,5,0,0,2,0,0,2,1,4,2,0,3,3,1,9,2,2,0,0,0,1,0,0,1,0,2,1,1734,25,25,"London : printed for Tho. Wotton, at the Three Daggers and Queen's Head against St. Dunstan's Church; J. Shuckburgh, at the Inner-Temple-Gate; both in Fleet-Street: and T. Osborne, in Gray's-Inn, MDCCXXXIV. [1734].",London,482,male,1679,1767,FALSE,"The Fleet accordingly fleering for Gibraltar, came to an Anchor in that Bay the i flt: Whereupon the Mariners, amounting to about two thousand Men, corn. nmanded by the Prince of Hefa, were landed on a Neck of Land , to the Northward of the Town, in order to cut"
0084700107_000134,"A new collection of voyages, discoveries and travels: containing whatever is worthy of notice, in Europe, Asia, Africa and America: In Respect to The Situation and Extent of Empires, Kingdoms, and Provinces; their Climates, Soil, Produce, &c. with The Manners and Customs of the several Inhabitants; their Government, Religion, Arts, Sciences, Manufactures, and Commerce. The whole consisting of such English and foreign authors as are in most esteem; including the Discriptions and Remarks of some late celebrated Travellers, not to be found in any other Collection. Illustrated with a variety of accurate maps, plans, an elegant engravings. In seven volumes. ...",,118,7,1,0,0,2,0,0,2,12,6,1,0,0,1,6,3,0,1,1,3,1,2,0,12,6,2,0,1,2,1,0,0,0,2,1,0,0,1,1,0,0,2,1,1,4,3,1,10,2,7,0,4,0,1,2,1,1,0,0,0,1767,7,7,"London : printed for J. Knox, near Southampton-Street, in the Strand, MDCCLXVII. [1767].",London,474,unknown,,,FALSE,"both fides, but in little more than ten minutes Mr. d'apche set his foresail and bore away, his whole squadron following his example, and maintaining a running fight in a very irregular line . The Britifi admiral then hoisted the signal for a general chase, which the enemy perceiving, thought"
0613800301_000157,"The beauties of biography, a selection of the lives of eminent men, carefully digested from correct and approved publications; Amongst which are the Lives of Peter Abelard, Joseph Addison, Alfred the Great, Aechylus, Mark Aikenside, Ali Bey, Dr. Amory, Br. Atterbury, Dr. Arbuthnot, Ashmole, Sir George Ascue, &c. And many more Eminent for their Abilities, as Statesmen, Warriors, Poets, Philosophers, &c. The whole forming a pleasing Assemblage of Entertainment and Instruction. Illustrated with several heads, Engraved by eminent Artists.",,110,11,0,1,3,0,0,2,0,1,3,1,1,1,14,8,4,0,1,4,8,2,2,0,1,2,0,0,2,1,0,0,0,2,0,0,0,1,1,1,0,2,5,2,2,3,1,0,5,1,1,0,2,0,1,0,2,3,0,2,0,1792,1,2,"London : printed for G. Riebau, No. 439, Strand, 1792.",London,342,unknown,,,FALSE,"of the Dutch . This rumour of their joining the Dutch was spread by France, in order to deceive us, and distress the Dutch ; therifelves, in reality, having no such intention. Upon the receiving this news, the Court Lent orders to Prince Rupert to sail with the White squadron"
0004600103_000606,"A new history of England, from the earliest accounts of Britain, to the ratification of the Peace of Versailles, 1763. Humbly Inscribed to the Queen. By Mr. Mortimer.",Thomas Mortimer,116,12,2,1,3,4,0,2,0,2,0,1,2,0,0,11,4,2,2,0,9,0,1,2,6,2,0,0,1,0,0,0,3,0,7,0,0,2,0,1,1,2,7,3,1,1,0,2,5,2,0,2,1,1,0,0,0,2,2,2,0,1764,3,3,"London : printed for J. Wilson and J. Fell, in Paternoster-Row; and sold by Mr. Fletcher at Oxford, Messrs. Fletcher and Hodson at Cambridge, Mr. Smith at Dublin, and by all the booksellers in Great-Britain and Ireland, MDCCLXIV. [1764]-66.",London,836,male,1730,1810,FALSE,"want of fuficient wind , h'wev. r, the line of battle could not be formed so properly as o: herwife it might have been. About;; in the evening the enemy , to the number of ltcvcnteen ships , thirteen of which appeared to be very large, advanced in order ,"
