PassageID,Title,Author,Total termFreq,termFreq(1757),termFreq(1758),termFreq(america),termFreq(armi),termFreq(attack),termFreq(austrian),termFreq(bohemia),termFreq(britain),termFreq(british),termFreq(brunswick),termFreq(camp),termFreq(campaign),termFreq(cannon),termFreq(command),termFreq(countri),termFreq(cumberland),termFreq(daun),termFreq(dominion),termFreq(duke),termFreq(elector),termFreq(empir),termFreq(england),termFreq(english),termFreq(europ),termFreq(ferdinand),termFreq(forc),termFreq(franc),termFreq(frederick),termFreq(french),termFreq(gener),termFreq(germani),termFreq(hanov),termFreq(hungari),termFreq(imperi),termFreq(invad),termFreq(kill),termFreq(king),termFreq(lost),termFreq(majesti),termFreq(marshal),termFreq(militari),termFreq(order),termFreq(peac),termFreq(poland),termFreq(pragu),termFreq(princ),termFreq(prison),termFreq(prussia),termFreq(prussian),termFreq(queen),termFreq(repuls),termFreq(russia),termFreq(russian),termFreq(saxoni),termFreq(sieg),termFreq(silesia),termFreq(territori),termFreq(thousand),termFreq(treati),termFreq(troop),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_passages
1142901800_000025,A review of Mr. Pitt's administration.,John Almon,91,0,1,0,9,2,2,2,0,0,0,3,2,0,0,3,0,5,2,1,0,1,0,1,0,2,0,0,0,3,5,0,0,0,0,0,0,12,2,1,0,0,0,0,0,0,5,0,6,2,0,0,0,3,0,5,3,1,0,0,6,1,1763,1,1,"London : printed for G. Kearsly, in Ludgate-Street, M.DCC.LXIII. [1763].",London,152,male,1737,1805,FALSE,"army was reinforced to 30, 0 men by detachments from the grand army . Prince Ferdinand being aware of the French designs, sent general Oberg with a detachment to the affiftanceof prince Yfenbourg, which augmented that prince's army to 15, 0 men. The enemy relying on their superiority, resolved to"
0004500405_000125,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,84,0,0,0,9,0,3,0,0,2,0,2,0,0,3,0,0,3,0,2,0,2,0,0,0,0,1,1,1,4,6,0,0,1,1,0,0,9,0,1,1,0,0,0,2,0,2,0,5,7,1,0,0,2,1,4,1,0,0,3,3,1,1796,5,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, in Pater-Noster-Row, MDCCXCVI. [1796].",London,516,male,1721,1771,TRUE,"to the treaty between the courts of Vienna, Versailles, and Stockholm, 222 Remarks on her engaging therein, 324 She sends two armies againt the King of Prussia , 356 Who defeats them at Zondorf, 358 She expresses a great zeal for the interests of the Queen of Hungary and King"
0450200103_000029,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,94,0,0,0,4,0,4,7,2,0,0,0,1,1,7,1,0,0,0,1,1,1,0,0,0,0,3,1,0,6,6,0,1,1,0,0,0,5,0,3,3,0,1,1,1,8,8,0,1,0,3,0,0,0,1,1,1,0,2,2,3,2,1793,3,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, in Pater-Noster-Row, MDCCXCIII. [1793].",London,552,male,1721,1771,TRUE,"he was recalled by a message from his Gene,, the Count de Schwerin, assuring his Majesty that there was no danger of a defeat. Immediately after this battle, he discovered an inclination to accommodate alldifferences with the Queen of Hungary . The Earl of Hyndford, Ambassador from the court of"
0538900100_000085,"A new military dictionary: or, the field of war. Containing a particular and Circumstantial account of the most remarkable battles, sieges, bombardments, and expeditions, Whether by Sea or Land. Such as relate to Great Britain and her dependencies, Deduced From the Descent of Julius Caesar to the Present Time. and Those that regard the continent of Europe, Traced From The Reign of Charlemagne, beginning with the Ninth Century. Including Anecdotes of the Lives, Military and Naval Transactions of the most celebrated Admirals, Generals, Captains, &c. who have distinguished themselves in the Service of their Country. To which is added, an Essay on fortification: and a table, explaining the Military and Naval Terms of Art. Compiled from the best Authorities and most approved Authors. By a military gentleman. Illustrated with a great Number of elegant Copper-Plates, Heads of the Admirals and Generals, Plans of Battles, Maps, &c.",John Almon,85,2,0,0,2,2,4,1,0,0,1,2,0,3,1,0,0,1,0,5,0,0,2,0,1,2,1,0,0,0,4,1,0,0,0,0,3,7,0,0,0,3,0,0,0,6,6,1,3,5,0,0,0,0,0,2,0,0,9,0,4,1,1760,1,1,"London : printed for J. Cooke, at Shakespear's Head, behind the Chapter-House, in St. Paul's Church-Yard, MDCCLX. [1760].",London,475,male,1737,1805,FALSE,"the greatest part of the sovereigns. Every one judged this monarch on the ancient principles of the law of nations, which he overturned; and they saw no other means but the humbling him, to prevent his eftablilhing a new law of nations, all the principles of which referring to those"
0186200800_000069,"Memoirs of Charles Frederick, King of Prussia. By Samuel Johnson, LL.D. With notes, and a continuation, by Mr. Harrison, Editor of the British Classicks, Dr. Johnson's Folio Dictionary, &c. &c. To which are added, translations of select poems written by the King of Prussia.",William Fordyce Mavor,83,0,0,0,4,7,6,0,0,0,0,3,1,2,4,0,0,3,1,0,0,0,0,0,0,1,2,0,0,1,10,0,0,0,0,0,1,5,2,3,2,0,1,0,1,0,2,3,0,9,0,3,0,1,1,1,1,0,0,0,0,2,1786,1,1,"London : printed for Harrison and Co. No 18, Paternoster Row, MDCCLXXXVI. [1786].",London,489,male,1758,1837,FALSE,"son, and rejoined the Prussian main army , which had encamped at Eulemberg. thi return of almost every fun brought some additional advantage to his Prussian nmar jefty. But his permanent security was got : to be procured by the longes series of successful lkirmifhes, and partial defeats: a general"
1367200114_000070,"The English review, or An Abstract of English and foreign literature.",Gilbert Stuart,85,0,0,0,5,1,0,4,0,0,0,0,1,0,1,2,0,0,0,1,0,0,1,0,1,0,1,3,7,1,1,1,0,3,1,1,0,6,0,0,0,1,0,5,1,2,3,0,3,2,5,1,0,0,1,0,7,0,3,2,3,4,1783,14,26,"London [England] : printed for J[ohn]. Murray, no. 32. Fleet-Street, M,DCC,LXXXIII. [1783]-M,DCC,XCV. [1795].",London,495,male,1741,1786,FALSE,"his new sub jeas no cauie to deplore the revolution which had taken place. His principal and immediate care was to make the change beneficial to the country . with this aupiciious event did the reign of Frederick comimence, which, wvhile it served to awe the world by thle terror"
1488600602_000026,The age of Louis XV. Being the sequel of the age of Louis XIV. Translated from the French of M. De Voltaire.,Voltaire,86,0,0,0,8,3,0,2,0,0,0,1,0,0,2,2,0,0,0,1,0,1,0,1,1,0,0,0,0,2,1,1,1,1,1,1,0,13,0,0,1,1,1,1,5,4,3,3,5,3,2,0,0,1,2,0,1,1,1,0,3,5,1771,2,2,"Glasgow : Printed for Robert Urie, MDCCLXXI. [1771].",Glasgow,216,male,1694,1778,TRUE,"thould have obpliged the court of d>refdena to put itself in a slate of defence,. only ferveld to render it a victim to a powerful neighbour. They were sensible, when it was too; late, that, according to the situation of Saxony for fomue years p ast, they ought; to have"
0145700104_000004,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,87,0,0,0,2,1,1,1,0,0,1,1,1,0,0,1,0,0,6,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,1,1,0,9,0,6,0,1,5,0,4,0,3,0,5,3,4,0,0,0,6,0,1,2,2,4,6,2,1791,4,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, Pater-Noster-Row, MDCCXCI. [1791].",London,511,male,1721,1771,TRUE,"matter and expressions, that ihe would find herfelfundera necessity oftranfgre fling the bounds of that moderation which he had prescribed to herself, were The to answer the whole of its contents; nevertheless, he thought proper to declare, that the information communicated to his Prussian Majeftv, of an offensive alliance against"
0015701205_000025,"Continuation of the Complete history of England. By T. Smollett, M.D. ...",Tobias Smollett,83,0,0,0,7,1,3,0,1,0,0,0,0,1,1,3,0,1,1,2,0,2,0,0,0,0,5,0,0,0,4,2,0,0,3,0,0,5,0,3,0,0,1,2,0,0,4,0,3,4,0,1,2,5,2,0,3,0,0,1,6,4,1760,5,5,"London : printed for Richard Baldwin, at the Rose in Paternoster-Row, MDCCLXI. [1761] 1760-65.",London,492,male,1721,1771,TRUE,"the savage policy of a barbarous nation, it will ever be deemed a detestable as, by every person of sentiment and humanity; and it is the duty of an historian, to fix the mark of eternal infamy upon the perpetrators, howsoever dignified they may be by the success of ufur"
1572900100_000342,"An impartial representation of the conduct of the several powers of Europe, engaged in the late general war: Including a particular account of all the military and naval operations; from the commencement of hostilities between the crowns of Great Britain and Spain, in 1739, to the conclusion of the general treaty of pacification at Aix-La-Chapelle, in 1748. To which are added, letters between Monsieur Voltaire and the author, relative to this work, and to the subject of history in general. By Richard Rolt.",Richard Rolt,102,0,0,0,4,0,3,1,0,0,0,0,4,0,0,1,0,0,2,0,2,0,0,0,0,0,2,0,0,6,2,1,0,6,1,0,0,5,0,17,4,1,1,0,4,0,1,0,3,9,5,0,0,0,4,0,0,0,0,5,4,4,1765,1,1,"Cork : Printed by and for Phineas and George Bagnell, Booksellers, in Castle-Street; and for John Cherry, bookseller, in Limerick, [1765?].",Cork,1595,male,1724,1770,FALSE,"to the aflitance the Austrians received from the Saxon auxiliaries. This occasioned his majesty , very severely, to censure the condua of the French generals , and the Eleaor of Saxony : the first he highly dilcommended to their monarch; and caused Baron de Wallenrodt, his minister to the latter,"
1650400105_000053,"The history of modern Europe. With an account of the decline and fall of the Roman Empire: and a view of the progress of society, from the rise of the modern kingdoms to the peace of Paris, in 1763. In a series of letters from a nobleman to his son. A new edition, carefully corrected.",William Russell,72,0,0,0,1,0,2,1,4,3,0,0,0,0,1,1,0,0,2,1,1,1,0,0,0,0,0,1,2,2,0,3,2,3,0,1,0,8,0,1,0,0,1,2,2,0,1,0,2,1,3,0,0,0,2,0,3,1,0,8,1,4,1794,5,5,"London : Printed for G.G. and J. Robinson, Paternoster-Row, 1794.",London,246,male,1741,1793,FALSE,"of Conti who had iuperfeded Maillebois in the command , not being able to face the Austrians under Bathiani, the elecors afferbled in perfea security at Frankfurt, and raicld to the head of the empire the grand duke of Tuicany, under the name of Francis I. Sept. 13 Meecanwhlile the"
0362100700_000059,"A compleat history of the late war, or annual register of its rise, progress, and events, in Europe, Asia, Africa, and America. And Exhibiting The State of the Belligerent Powers at the Commencement of the War; their Interests and Objects in its Continuance: Interspersed with The Characters of the able and disinterested Statesmen, to whose Wisdom and Integrity, and of the Heroes, to whose Courage and Conduct we are indebted for that Naval and Military Success, which is not to be equalled in the Annals of this or any other Nation.","Wright, J. (John)",85,0,0,0,8,2,4,4,0,0,0,0,0,0,4,0,0,1,0,0,0,5,0,0,0,3,0,0,0,3,6,0,0,0,0,0,1,2,3,1,1,1,1,0,2,0,8,1,2,8,0,0,0,1,5,0,2,0,3,0,3,0,1766,1,1,"Dublin : printed by John Exshaw, at the Bible in Dame-Street, M.DCC.LXVI. [1766].",Dublin,584,male,1761,1765,FALSE,"they had time and means to receive their reinforcements; and they acquired in a short space such a superiority, as, obliged prince Ferdinand to content himself with acting on the defensive, for a long time after. The advantages which would have arisen from another issue of that battle appeared more"
0906400100_000010,"The annual register, or a view of the history, politicks, and literature, of the year 1758.",,71,1,0,0,10,1,3,2,0,0,0,2,0,1,4,1,1,1,0,1,0,1,0,0,2,0,0,0,0,3,5,0,0,0,0,0,1,4,1,1,0,1,0,0,0,4,2,0,3,4,0,1,1,0,0,0,1,0,0,0,6,2,1761,1,1,"London : printed for R. and J. Dodsley in Pall-Mall, 1761.",London,509,unknown,,,FALSE,"of his own troops , formed an Austria, Russia , Stance, Swedlen the Empire . army army of observation, commanded by his Royal Highness the Duke of Cumberland ; this army was posted on the Weser, to watch the motions ofm. degrees. The vals and un weilded body ofthefrench, encumbered"
0129805000_000012,"A museum for young gentlemen and ladies: or, a private tutor for little masters and misses. Containing a variety of useful subjects, and, in particular, I. Directions for Reading with Elegance and Propriety. II. The ancient and present State of Great-Britain; with a compendious History of England. III. An Account of the Solar System. IV. Historical and Geographical Description of the several Countries in the World; with the Manners, Customs, and Habits of the People. V. An Account of the Arts and Sciences. VI. Rules for Behaviour. Vii. Advice to young Persons on their entering upon the World; with short Rules of Religion and Morality. Viii. Tables of Weights and Measures. IX. Explanation of Abbreviations used in Words and Dates. X. The seven Wonders of the World. XI. Prospect and Description of the burning Mountain. XII. Dying Words and Behaviour of Great Men, when just quitting the Stage of Life; with many other useful Particulars, all in a plain familiar Way for Youth of both Sexes. With Letters, Tales, and Fables, for Amusement and Instruction; illustrated with Cuts.",,78,0,0,1,1,1,2,1,1,1,0,0,0,1,2,0,1,0,0,2,1,0,3,3,1,0,3,3,0,8,5,0,1,1,0,1,2,3,0,1,0,0,0,2,0,2,0,2,3,0,1,0,2,0,2,2,0,0,1,2,1,8,1773,1,1,"London : printed for Messrs. Carnan and Newbery, at the Bible and Sun, No. 65, in St. Paul's Church Yard; and B. Collins, in Salisbury, [1773].",London,225,unknown,,,FALSE,"Difference arising between Spain and Portugal in 1735, the British Fleet was sent to Lisbon, and continued in thetagus for some Time. In 1730 the Value of the Losses the Engiifh Merchants had sustained by the Depredations of the Spaniards, being by the Commissioners fettled at 2oo, oool. it was"
0004600103_000638,"A new history of England, from the earliest accounts of Britain, to the ratification of the Peace of Versailles, 1763. Humbly Inscribed to the Queen. By Mr. Mortimer.",Thomas Mortimer,89,1,0,0,7,0,3,3,2,1,0,3,1,1,3,0,0,0,1,1,1,1,2,2,0,0,3,0,0,5,1,0,1,0,5,0,0,6,0,6,0,1,8,0,0,0,4,0,2,3,3,0,0,0,3,0,0,0,2,2,0,1,1764,3,3,"London : printed for J. Wilson and J. Fell, in Paternoster-Row; and sold by Mr. Fletcher at Oxford, Messrs. Fletcher and Hodson at Cambridge, Mr. Smith at Dublin, and by all the booksellers in Great-Britain and Ireland, MDCCLXIV. [1764]-66.",London,836,male,1730,1810,FALSE,"master's dominions all Swedish Pome rartia, except the fortified town of Stralsund. Thus ended the Swedihf campaign , after their army , without fighting a single battle, had been reduced by sickness, dceertion, and other accidents, to one half the number it confilted of when they first took the field."
0070100104_000377,"A complete history of England, deduced from the descent of Julius Cæsar, to the Treaty of Aix la Chapelle, 1748. Containing the Transactions of One Thousand Eight Hundred and Three Years. By T. Smollett, M.D. ...",Tobias Smollett,106,0,0,0,4,2,0,3,1,1,0,1,0,0,2,1,0,0,1,0,9,1,0,1,0,0,3,5,0,8,0,0,4,4,6,0,0,9,0,4,0,0,5,0,3,1,3,0,2,2,5,0,0,0,0,0,2,0,4,5,3,1,1757,4,4,"London : printed for James Rivington and James Fletcher, at the Oxford-Theatre, in Pater-Noster Row, MDCCLVII. [1757]-58.",London,703,male,1721,1771,TRUE,"four thousand Aufhtian hussars. The English and Dutch ministers; who accompanied him in his progress, spared no pains to effet an accommodation: but the two sovereigns were too much irritated against each other, to acquiefe in any terms that could be proposed. The queen of Hungary was incensed to find"
0004500405_000041,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,70,0,0,0,4,4,2,2,0,0,1,1,3,2,2,0,0,6,1,0,1,0,0,0,0,0,2,0,0,0,9,1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,1,3,4,0,0,1,1,1,0,1,0,3,0,5,2,1796,5,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, in Pater-Noster-Row, MDCCXCVI. [1796].",London,516,male,1721,1771,TRUE,"part of XI his front by an impassable morass. Here he was re a759. enforced with about twenty thousand men from Silesia , and joined by the King himself, who forthwith detached General Finck, with nineteen battalions and thirty-five squadrons, to take poffeltion of the defiles of Maxen and Ottendorf,"
0801300102_000052,"A new geographical, commercial, and historical grammar; and present state of the several empires and Kingdoms of the world. Containing I. The distances, figures, and revolutions of the celestial bodies, as demonstrated by Sir Isaac Newton, and observed by the latest Astronomers. II. A description of the earth, considered as one of the revolving bodies in the general system; with several definitions and problems necessary for understanding the science of Geography. III. An account of the great divisions of the surface of the globe into continents, islands, oceans, seas, &c. IV. An accurate and particular description of all the empires, kingdoms, and states in the world, as situated with regard to one another. V. The climate and soil, with its productions, whether vegetable or mineral; the natural curiosities; a particular description of the sea-coasts, including all the bays, capes, promontories, and adjacent rocks; with an account of the most remarkable lakes and rivers. VI An account of the animals, whether birds, beasts, fishes, or insects, found in each country. Vii. Observations on the various parts of the globe in which history makes mention of any remarkable change having naturally taken place. Viii. An history of all nations from their origin; laws, government, religion, manners, and customs; distinctions of rank, revenues, taxes, strength by sea and land IX. The genius and external appearance of the people X. An account of their learning, arts, language, manufactures, and commerce. XI. The chief cities, artificial curiosities, antiquities, &c. To which is added, I. A geographical index, with the names of places, alphabetically arranged. II. A Table of the Coins of all the different Nations, with their value in Sterling money. III. A Chronological Table of remarkable Events, from the earliest accounts to the present time. The whole executed on a plan similar to that of W. Guthrie, Esq; by a society in Edinburgh. The Astronomical part collected from the works of James Ferguson, F. R. S. Enriched with the late discoveries of Dr. Herschel, and other eminent Astronomers. Embellished with An elegant set of Maps, engraved on purpose, more numerous, accurate, and exhibiting more fully the new Geographical Discoveries than those to be met with in any former publication.",,73,0,1,0,9,3,4,2,0,0,0,1,0,2,2,3,0,3,0,0,0,1,0,0,0,1,1,0,0,3,8,0,0,0,1,0,1,7,0,2,0,1,0,0,0,1,2,1,2,1,0,1,0,1,2,3,1,0,1,0,1,0,1790,2,2,"Edinburgh : printed for Alexander Kincaid, and sold by all the Booksellers in Town and Country, MDCCXC. [1790].",Edinburgh,636,unknown,,,FALSE,"Bohemia V ith their armies , while he himself enter ed the f. northeast country on another fide. The prince of Bevern defeatd an army of 28, ooo Austrians who opp(fed his paffi.ge; on whichl Brown, who conmmnded the main army , detached 2c, too men t watch the king"
