PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(appear),termFreq(appoint),termFreq(arm),termFreq(armi),termFreq(articl),termFreq(britain),termFreq(brother),termFreq(cafe),termFreq(caus),termFreq(church),termFreq(common),termFreq(council),termFreq(countri),termFreq(court),termFreq(crown),termFreq(duke),termFreq(duti),termFreq(earl),termFreq(england),termFreq(english),termFreq(forc),termFreq(franc),termFreq(gener),termFreq(govern),termFreq(grant),termFreq(hous),termFreq(ireland),termFreq(king),termFreq(kingdom),termFreq(land),termFreq(law),termFreq(letter),termFreq(london),termFreq(manner),termFreq(nation),termFreq(offic),termFreq(order),termFreq(parliament),termFreq(parti),termFreq(peac),termFreq(peopl),termFreq(person),termFreq(power),termFreq(present),termFreq(princ),termFreq(queen),termFreq(reason),termFreq(receiv),termFreq(reign),termFreq(salt),termFreq(scot),termFreq(scotland),termFreq(sever),termFreq(state),termFreq(taken),termFreq(trade),termFreq(treati),termFreq(union),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0288400105_000029,"Biographia nautica: or, memoirs of those illustrious seamen, to whose Intrepidity and conduct the English are indebted, for The Victories of their Fleets, the Increase of their Dominions, the Extension of their Commerce, and their Pre-Eminence on the Ocean. Interspersed with The most material Circumstances of Naval History, from the Norman Invasion to the Year 1779. Embellished with copper-plates. By Dr. J. Campbell, and John Kent, Esq. In five volumes. ...",John Campbell,87,0,0,2,0,0,2,1,0,2,1,0,5,0,1,1,1,0,1,3,5,2,0,0,1,2,2,6,0,0,3,1,1,0,0,1,1,1,0,3,2,0,1,0,1,1,0,4,2,0,1,1,1,16,0,0,0,1,1,6,0,1785,5,5,"Dublin : printed for J. Williams, (no. 20.) Dame-Street, M.DCC.LXXXV. [1785].",Dublin,515,male,1708,1775,FALSE,"of te northern part of the island, and to treat them so favourably in point of taxes, as that they hold have many and strong reasons to be very well pleased fed with the exchange of nominal prerogatives, for real and weighty advantages. Such as opposed the union in Scotland"
0008400300_000482,"The ladies history of England; from the descent of Julius Cæsar, to the summer of 1780. Calculated for the use of the ladies of Great-Britain and Ireland; and likewise adapted to general use, entertainment, and instruction. By Charlotte Cowley.","Cowley, Charlotte",80,0,0,0,0,1,3,1,0,0,0,2,1,0,1,4,1,6,0,3,3,1,1,2,1,0,0,1,0,4,3,4,2,1,0,0,0,1,1,5,0,1,1,0,0,0,1,1,0,1,1,0,4,5,0,2,2,0,3,5,0,1780,1,1,"London : printed for the proprietors; and sold by S. Bladon, No. 13, in Pater-Noster-Row, MDCCLXXX. [1780][-81].",London,774,female,,,FALSE,"except for evident utility 6f.the fubtects "" of Scotland : that the court of feffon, ar aln'l "" courts of judicature in Scotland , should remain "" as then confimtuted by the laws of that king "" "" with the same authority and privileges "" as they enjoyed before the"
1264300302_000003,"Elements of the history of England, from the invasion of the Romans to the reign of George the Second. Translated from the French of Abbé Millot, Royal Professor of History in the University of Parma, And Member of the Academies of Lyons and Nancy. By Mr. Kenrick. In two volumes. ...",Claude-François-Xavier Millot,136,1,0,0,0,2,0,0,0,0,0,0,1,0,0,3,5,4,0,3,12,5,0,3,0,1,0,3,5,14,4,0,0,0,1,1,1,0,0,22,1,5,1,0,1,0,1,8,1,0,0,0,4,9,0,1,2,0,6,1,4,1771,2,2,"Dublin : printed for James Williams, at No. 5. in Skinner-Row, MDCCLXXI. [1771].",Dublin,361,male,1726,1785,FALSE,the commons . The king acknowledged in Scotland . Complaints of the Scots . Scotland entirely subdued. Conduct of James in Ireland . Siege of Londonderry. The imprudence of James. Conduct and character of William. The Englifl clergy averse to him. Sac tions in the parliament . William goes over
0011000103_000405,"The history of England. Written originally in French by M. Rapin de Thoyras. Translated into English by John Kelly of the Inner Temple, Esq; to which is added, critical and explanatory notes; also Chronological and Genealogical tables: with some particulars of the life of M. Rapin.",Thomas Lediard,101,1,2,0,0,3,0,0,0,1,0,2,1,1,0,0,0,2,0,6,6,5,3,0,4,0,1,0,3,6,2,1,1,2,4,0,2,4,2,2,2,0,1,0,1,3,12,2,1,1,1,0,2,2,2,2,2,0,0,0,0,1732,3,3,"London : printed for James Mechell, at the King's Arms, near Red Lion Street, High Holborn, MDCCXXXII. [1732].",London,891,male,1685,1743,FALSE,"that though' the difference between the Episcopal and Presbyterian churches has occasioned much noise, disturbance, and enmity in England , yet, both then and now, very few foreign Protestants scruple to communicate with the church of England . Gazette, Next day, the Prince published a proclamation, No. 2415 authorising all"
0550600102_000044,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,72,1,0,1,0,0,1,2,0,0,1,0,4,2,1,1,0,0,0,3,3,1,0,1,2,2,2,2,1,0,7,0,0,0,1,2,5,1,0,1,1,1,2,0,1,2,0,3,0,2,0,0,1,2,1,1,1,2,0,3,1,1800,2,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin [by H. Baldwin and son], No. 47, in Pater-Noster-Row. MDCCC. (H. Baldwin and Son, Printers, New Bridge-Street.), [1800].",London,585,male,1721,1771,TRUE,"had openly condemned the revolution. § XXV The people in general began to be lick of the Whig ministry, whom they had formerly caressed. To them they imputed the burdens under which theygroaned; burthenswhich they had hitherto been animated to bear by the pomp of triumph and uninterrupted success. At"
0588600200_000322,"The history of the union between England and Scotland, with a collection of original papers relating thereto. By Daniel De Foe. And an introduction, in which the consequences and probability of a like union between this country and Ireland are considered. By John Lewis de Lolme, adv. To which is prefixed, a life of Daniel De Foe, by George Chalmers, F.R.S. S.A.",Jean-Louis de Lolme,85,1,5,0,0,2,3,1,1,2,0,0,1,2,0,0,0,0,1,1,2,3,2,0,2,5,2,2,0,0,2,0,1,0,3,1,2,3,3,8,0,0,1,3,0,0,0,3,1,3,1,0,2,4,1,2,0,0,0,3,0,1786,1,1,"London : printed for John Stockdale, Piccadilly, 1786 [1795?].",London,914,male,1740,1806,FALSE,"which puts the matter in a form of prosecution only, that, in cafe of further occasion, the Queen might recover her dues; and so the merchants had their goods, and the decision of it was left to time and to the Britilh Parliament . Thus it continued in a course"
0792700200_000489,"A new, universal and impartial history of England.","Raymond, George Frederick",87,0,1,2,0,0,0,0,0,0,1,1,3,2,1,0,0,3,0,2,5,1,0,4,2,0,0,4,1,6,2,1,1,0,0,2,3,0,1,4,1,3,2,0,0,1,1,7,0,1,0,0,2,1,1,3,0,1,3,3,4,1787,1,1,"[London, s.n., 1787?].",London,732,unknown,,,FALSE,"Aucaion in England ; by Elilha Yale, governor of Fort St. George in the eat lndies; who sold the goods.he brought from thence in that manner . II N /ccefion of queen Anne. War declared against France and Spain. State of France . Campaign in Slanders. Naval expeditions. Death of"
0163400108_000152,"The history of England, from the invasion of Julius Cæsar to the revolution in 1688. In eight volumes, illustrated with plates. By David Hume, Esq. A new edition, with the author's last corrections and improvements. To which is prefixed, a short account of his life, written by himself.",David Hume,96,1,0,0,0,0,2,1,0,0,0,1,1,1,1,1,2,2,0,1,2,3,1,5,2,5,2,0,0,5,2,0,3,1,0,2,1,0,0,2,1,3,6,0,2,0,4,5,0,0,6,0,0,3,1,5,3,4,1,0,2,1791,8,8,"London : printed for T. Cadell: and sold by T.N. Longman, 1791.",London,568,male,1711,1776,TRUE,"the sole administration of government , ib. Forced to fly beyond fe, by prince John, 17 Intrigues with Philip of France . io. E.: bsargs:, the a nitrary inifter use of, by queen Elizabeth, V 462 earta, fiier cf Richard duke of Normandy, married to Ethelred king of England ,"
0817100200_000080,"Memoirs of the four last years of the reign of Queen Anne, From 1710, to her Death. In which the Characters Of the Most Eminent Persons of both Parties That acted under that Princess Are impartially drawn: And the History of those Important Transactions are set in a clear Light. To which is prefix'd a succinct view of the continual struggles of parties, from the Reformation to 1710.",Gibson,109,1,1,3,0,0,0,2,0,0,1,2,8,1,1,2,0,4,0,3,1,0,0,10,5,0,2,8,3,6,2,0,0,0,0,0,3,0,2,1,1,7,1,1,2,0,0,6,2,0,0,0,2,2,2,6,0,2,2,1,0,1742,1,1,"London : printed for T. Cooper at the Globe in Pater-Noster-Row, 1742.",London,342,unknown,,,FALSE,"of laying the Conditions of Peace before them, i68. Insists on leaving out the Words, dead or alive, in a Proclamation for apprehending the Pretender, 274 Resigns hisoffice of Lord High Treasurer, 315 See Harley. P. Parties in this Kingdom , their different Opinions and Arguments concerning the public Affairs,"
0984900200_000063,"Geography and history. Selected by a lady, for the use of her own children.",Lady,91,0,1,0,0,2,0,4,2,0,0,1,0,0,0,1,1,4,2,1,6,4,0,4,2,1,0,0,2,9,2,1,1,1,4,0,0,0,0,2,0,6,0,1,0,0,0,5,0,1,2,0,1,4,2,1,3,0,2,1,4,1790,1,1,"London : printed for B. Law, No. 13, Ave-Maria Lane, Ludgate Street, MDCCXC. [1790].",London,377,female,,,FALSE,"privileges to Frederic III who becomes absolute. i662 The Royal Society established at London by Charles II 1663 Carolina planted; 1728 dividedinto two separate governments . i664 The New Netherlands, in North America, conquered from the Swedes and Dutch, by the English . i665 The plague rages in London ,"
1229600108_000191,"The history of England, from the invasion of Julius Caesar to the revolution in 1688. In eight volumes. By David Hume, Esq;",David Hume,96,1,0,1,2,0,0,0,2,2,0,0,1,0,0,0,1,3,0,4,9,4,1,4,0,0,1,2,5,7,0,2,1,1,0,0,0,0,4,1,0,3,1,0,1,0,1,6,0,1,7,0,1,2,0,3,3,2,2,1,3,1767,8,8,"London : printed for A. Millar; and sold by T. Cadell, overagainst Catherine Street, in the Strand, MDCCLXVII. [1767].",London,515,male,1711,1776,TRUE,"slain in battle, 203 Tournaments. See Knight. one at Paris, in which the king is slain, V 20 Tournay, a city offlanders, description of, II 417 closely besieged by the English , ib. relieved by a negotiation, 419 besieged and taken by Henry VIII III 463 restored tofrance, IV 16"
0418400100_000326,"The new, complete, and universal history, description, and survey of the cities of London and Westminster, the Borough of Southwark and the parts adjacent. ... By a society of gentlemen, the whole revised, corrected, and improved, by William Thornton, ...",,72,0,1,0,0,0,4,1,0,2,2,0,1,1,1,0,0,1,1,0,5,1,1,0,0,0,1,3,1,2,3,1,0,0,5,1,0,0,1,4,1,2,1,0,0,1,2,4,0,1,0,0,2,2,2,1,0,1,2,5,1,1784,1,1,"London : printed for Alex. Hogg, 1784.",London,646,unknown,,,FALSE,"said united king   and the dominions and places thereunto belonging; and that there be a communication of all  other rights, privileges and advantages, which do or may belong to the subjects of either kingdom , except where it is otherwise expressly agreed in "" these articles ."""
0011900105_000219,"The history of England, from the invasion of Julius Cæsar to the revolution in 1688. In five volumes. By David Hume, Esq ; ...",David Hume,99,1,0,0,0,0,2,1,0,0,0,1,0,1,1,1,2,2,0,1,3,2,1,5,1,4,2,0,0,5,2,0,2,1,0,2,1,0,0,3,1,3,6,0,2,1,4,6,0,0,6,0,0,3,1,8,4,3,1,0,3,1796,5,5,"Montrose : printed by D. Buchanan; and sold by him, Messrs. Darton & Harvey Grace-Church Street London, W. Creech, Bell & Bradfute, Geo. Mudie & Son Edinburgh; W. Coke Leith; Ja. Duncan & Son, J a. Gillies, Glasgow; and Morison & Son Perth, M,DCC,XCVI. [1796].",Montrose,506,male,1711,1776,TRUE,"affumptionof the sole administration of government , ib. Forced to fly beyond sea, by prince John, 311 Intrigues with Philip of France , ib. Eilargoes, the arbitrary finifler use of, by queen Elizaleth, III o56. Ema, firter of Richard duke of Normandy married to Ethelred king of England , i"
0548200102_000149,"The history of modern Europe. With an account of the decline and fall of the Roman Empire, and a view of the progress of society. From the rise of the modern kingdoms to the Peace of Paris, in 1763. In a series of letters from a nobleman to his son. A new edition, enlarged and greatly improved. ...",William Russell,83,0,1,0,3,1,1,0,0,0,2,2,1,1,0,2,1,1,0,0,3,2,2,2,0,0,1,0,0,2,6,2,1,2,0,0,0,1,2,7,2,2,0,2,0,3,4,3,1,0,1,0,1,5,1,1,0,0,5,1,2,1786,2,5,"London : printed for G.G.J. and J. Robinson, Paternoster-Row; J. Robson, New Bond-Street; A. Hamilton, jun. Falcon-Court, Fleet-Street; J. Walter, Charing-Cross; and J. Sewell, Cornhill, 1786.",London,587,male,1741,1793,FALSE,"spoke with force against the abuses which had occasioned so many troubles and disorders, as well as against the ignorance and vicesof the French clergy. An assembly 16, Davila, II. i. II Mezeray, tom. V H h 4 of PARTI . of the fates was convoked, in order to appease"
1478700106_000246,"The history of England, from the invasion of Julius Caesar to the revolution in MDCLXXXVIII. In six volumes, illustrated with plates. By David Hume, Esq. To which is prefixed a short account of his life, written by himself. ...","Folwell, Richard",91,1,0,2,2,2,0,0,3,0,0,0,3,1,0,1,2,7,2,8,5,1,2,3,0,2,1,1,2,3,1,1,2,0,1,0,0,0,1,7,2,0,0,0,1,1,2,5,0,0,6,0,0,3,0,0,1,1,2,0,0,1795,6,6,"Philadelphia : Printed for Robert Campbell; by Samuel H. Smith, M.DCC.XCV[-M.DCC.XCVI] [1795-1796].",Philadelphia,455,male,1768,1814,FALSE,"by the earl of Northumberland for high treason, Ioz. His dying request to the constable of the Tower, ib. His death, and a review of his condub, Io, Ulied no levereties. against the reform. ers; 1zz. wolves, how exterminated from England , i 94* Woodwille, lord, applies unfucceitfsflly to Henry"
0097400203_000051,"The age of Louis XIV. To which is added, an abstract of the age of Louis XV. Translated from the last Geneva edition of M. de Voltaire, with notes, critical and explanatory, by R. Griffith, Esq. ...",Voltaire,92,0,1,1,2,1,0,2,2,1,0,0,0,1,3,4,1,3,0,0,4,3,0,6,1,3,0,2,3,5,2,1,1,0,2,0,0,1,0,1,4,0,0,3,2,0,8,1,1,0,1,0,0,8,2,0,2,0,0,2,1,1779,3,3,"London : printed for Fielding and Walker, Paternoster-Row, MDCCLXXIX. [1779].",London,318,male,1694,1778,TRUE,"tribes of Scotland . Those of the name of Macdonald of Locheil, the Camerons, and the. Frasers,. came in search of him. These tribes of Scotland , who arc called Clans in the Scotch language, inhabit a country of mole than two One of the principal parties in the cntcrpirzc"
0974600103_000165,"The general history of the world, being an abridgment of Sir Walter Raleigh. With a continuation from the best historians to the present times. In four volumes.",Walter Raleigh,108,0,0,0,0,6,1,1,1,0,1,3,1,2,2,0,1,2,0,5,5,0,3,1,1,0,0,0,0,18,5,2,0,0,3,0,0,0,2,2,2,4,2,1,0,0,2,2,0,0,1,0,11,5,2,0,1,0,4,0,3,1708,3,4,"London : printed for A. Bell , at the Cross-Keys in Cornhil ; R. Smith, at the Bible under the Piazza of the Royal-Exchange, and J. Round, at Seneca's Head, in Exchange-Ally, 1708.",London,563,male,1552,1618,FALSE,"defeated, took Oliver St. Clair, King James the Vth's Favourite, who Com mnanded them, Prisoner, together with a great number of Lords and Gentlemen, who were sent Prisoners to London ; and the Scots King hearing of this shameful 0- verthrow, Sir Thomas having but a handful of Men with"
0582500108_000200,"The history of England, from the invasion of Julius Cæsar to the revolution in 1688. In eight volumes. By David Hume, Esq. ...",David Hume,112,2,1,6,0,3,0,0,0,1,1,1,2,1,0,2,2,0,1,2,0,0,1,0,2,0,5,2,2,19,1,1,7,1,1,0,1,0,2,1,1,0,2,0,2,1,1,14,0,4,0,0,2,3,1,1,3,0,4,1,1,1770,8,8,"London : printed for T. Cadell, (successor to A. Millar) in the Strand, MDCCLXX. [1770].",London,539,male,1711,1776,TRUE,"sales or grants of crown lands by the Queen , for seven years to come, confirmed, 489 Law for regulating the militia, 496 The first law for repair of the high ways: by a general parifh duty , 497 The joy discovered at the accession of Queen Elizabeth, V 2"
1726700300_000468,"A new, universal and impartial history of England, from the earliest authentic records, and most genuine historical evidence, to the year 1788. Containing a clear, authentic, candid, accurate, faithful, and circumstantial account of every memorable transaction, interesting event, and remarkable occurrence, recorded in the annals of Great Britain. With a comprehensive account of its origin and progressive state, the various revolutions it has undergone, and the conquests and acquisitions it has obtained in different parts of the world. Also a concise view of the constitution and political establishments of Britain, its laws, institutions, parliaments, charters, commerce, arts, sciences, inventions, civil, ecclesiastical, military and naval transactions, &c. Likewise an accurate and chronological account of all the sovereigns who have swayed the British scepter; with an impartial display of their characters, whether distinguished for their wisdom in the cabinet, their military atchievements in the field, their private virtues, or their public vices. Including anecdotes of other illustrious and extraordinary personages, such as historians, poets, orators, admirals, generals, statesmen, patriots, heroes, heroines, divines, physicians, philosophers, &c. &c. whose private virtues, and public actions, have combined in promoting the honour, and supporting the dignity, of the British nation. Interspersed with occasional remarks, observations and reflections, wherein the errors of former writers are corrected, glaring absurdities pointed out, fabulous narrations and legendary tales expunged, party prejudices removed, and what has hitherto appeared obscure and doubtful placed in the clearest light, and authenticated from the most undeniable historical evidence. The whole comprizing, in the most accurate, clear and impartial manner, every thing worthy of being recorded in the annals of the British empire. Embellished and illustrated with upwards of one hundred and twenty beautiful copper plate engravings, taken from the original drawings of Messrs. Metz, Stothard; and Samuel Wale, Esq. by those celebrated artists Messrs. Heath, Grignion, Walker, Taylor, Roberts, Chesham, &c. representing the most remarkable transactions that occur in the course of the history; with whole length figures of all the British sovereigns, from Egbert the great, first sole monarch of England, to their present majesties. By George Frederick Raymond, Esq. Assisted by Alexander Gordon and Hugh Owen, Esqrs. and others, who, for many years past, have made the history of this country their peculiar study.","Owen, Hugh",97,0,1,0,0,0,0,0,0,0,0,1,7,2,1,0,0,6,1,1,11,2,0,3,2,1,0,2,1,5,1,1,1,0,1,2,3,1,1,4,1,3,2,7,0,1,2,6,0,1,1,0,0,2,1,2,0,0,3,2,1,1788,1,1,"London : Printed for J. Cooke, at Shakespear's Head, No. 17, Pater-noster-Row, [1788?]",London,684,male,1761,1827,FALSE,"William Prince of Orange will ever be held sacred to the latest posterity. Remarkable Occurrences during the Reign of William III A.D.. 1689 The first land -tax in England , 169z Bayonets invented and first used in England . 1692 In the month of September the shock of an earthquake"
