PassageID,Title,Author,Total termFreq,termFreq(aaron),termFreq(accord),termFreq(behold),termFreq(bring),termFreq(brought),termFreq(children),termFreq(citi),termFreq(command),termFreq(countri),termFreq(deliv),termFreq(earth),termFreq(eat),termFreq(egypt),termFreq(evil),termFreq(face),termFreq(faith),termFreq(father),termFreq(fear),termFreq(forth),termFreq(gave),termFreq(god),termFreq(hall),termFreq(hand),termFreq(hear),termFreq(heard),termFreq(heart),termFreq(heaven),termFreq(holi),termFreq(hous),termFreq(israel),termFreq(jacob),termFreq(judah),termFreq(king),termFreq(know),termFreq(laid),termFreq(land),termFreq(law),termFreq(left),termFreq(mose),termFreq(nation),termFreq(offer),termFreq(pass),termFreq(peac),termFreq(peopl),termFreq(pharaoh),termFreq(power),termFreq(priest),termFreq(prophet),termFreq(return),termFreq(river),termFreq(sea),termFreq(servant),termFreq(set),termFreq(took),termFreq(tribe),termFreq(turn),termFreq(voic),termFreq(water),termFreq(word),termFreq(work),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0073800100_000051,"The holy Bible, containing the Old Testament and the New: Newly Translated out of the Original Tongues, and With the former Translations Diligently Compared and Revised. By His Majesty's Special Command. Appointed to be read in Churches.",,105,2,0,1,1,3,2,1,0,0,0,4,3,11,1,3,1,3,1,3,0,6,4,3,0,0,3,2,0,2,2,0,0,0,4,0,12,0,2,8,1,1,0,0,3,8,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1750,1,1,"London : printed by Thomas Baskett, Printer to the King's most Excellent Majesty; and by the assigns of Robert Baskett, M.DCC.L. [1750].",London,1207,unknown,,,FALSE,"in the field. A ND the LORD said unto Moses , Go z if And the LORD said unto Moses , I in unto Pharaoh : for I have hard. Stretch forth thine hand toward heaven , ened his heart , and the heart of his ser that there may"
0130603301_000133,"The evangelical expositor: or, a commentary on the Holy Bible. Wherein the sacred text of the Old and New Testament is inserted at large; the Sense Explained; and the more difficult Passages Elucidated: with Practical Observations. Also References to Parallel Scriptures; the Marginal Readings; and a Chronology. For the Use of Families and Private Christians of every Denomination. By the Reverend Thomas Haweis, Rector of Aldwinckle, Northamptonshire, and Chaplain to the Right Honourable the Earl of Peterborow. ...",Thomas Haweis,116,12,5,1,4,0,5,0,2,0,0,0,0,9,0,0,1,4,1,2,0,10,2,2,1,0,3,0,0,1,3,1,0,2,1,1,5,0,0,10,0,0,0,0,2,13,2,0,1,0,0,0,0,1,3,0,2,0,1,0,3,1765,1,2,"London : printed for Edward and Charles Dilly, in the Poultry, near the Mansion-House, M.DCC.LXV. [1765]-66.",London,808,male,1734,1820,FALSE,"if his own people will not hear him, much lets will Pharaoh . Besides, he urges his own defeecive utterance to plead their cause. Note, (.r.) It is.very: discouraging, when we find th6fe from whom we i expected fuccfs, untraclable. -2 Though we have God's commission for our work ,"
0073900301_000044,"The holy Bible, containing the Old and New Testaments; Translated out of the Original Tongues, and With the former Translations diligently compared and revised, by his Majesty's Special Command. Appointed to be Read in Churches.",,107,7,0,5,0,0,1,0,2,0,0,0,0,4,0,0,0,2,0,2,0,9,4,9,0,1,2,0,0,0,1,1,0,1,2,2,4,1,0,11,0,0,2,1,8,6,0,0,0,4,2,0,1,0,2,0,1,4,2,2,1,1796,1,2,"Cambridge : printed by John Archdeacon and John Burges, Printers to the University; and sold by C. Dilly, F. & C. Rivington, and B. & J. White, in London; and J. & J. Merrill, in Cambridge, MDCCXCVI. [1796]-98.",Cambridge,988,unknown,,,FALSE,"forth his hand , and caught it and it became a rod in his hand :. . s that they may believe that the LORD God of their fathers , the God of Abraham, the God of Isaac, and the Gdd of Jacob , hath appeared unto thee.  6"
0071300200_000051,"The holy Bible, containing the Old Testament and the New: Newly Translated out of the Original Tongues, and With the former Translations diligently compared and revised, By His Majesty's special Command. Appointed to be read in Churches.",,121,3,0,1,1,3,3,2,0,0,0,5,4,11,1,2,0,3,1,2,0,6,2,5,0,0,6,2,0,3,3,0,0,0,3,0,11,0,2,12,0,0,0,0,2,13,0,0,0,0,0,1,5,0,1,0,2,0,0,0,0,1765,1,1,"Cambridge : printed by Joseph Bentham Printer to the University, by whom they are sold in Cambridge, and by Benj. Dod Bookseller in Ave-Mary Lane, London, [1765].",Cambridge,1014,unknown,,,FALSE,"29 And Moses said onto him, As soon as I am gone out of the city , I will spread abroad my hands unto the LORD; ard the thunder flail cease, neither ( hall there be any more hail; that thou mayest know , how that the earth is the"
0990800401_000005,The female miscellany: in two parts. Part I. Containing a sketch of English grammar; an abridgement of the holy history; a small collection of fables. &c. Part II. Consisting of a series of letters addressed to a young lady who has made some progress in reading. For the use of a boarding school.,,88,1,2,0,2,0,5,0,2,0,2,2,1,4,1,0,1,3,1,0,1,19,0,0,0,0,0,1,1,0,2,3,0,2,0,0,5,1,1,4,2,0,0,0,3,2,4,0,0,0,1,2,0,0,0,2,1,0,3,0,1,1770,1,2,"Salop : printed by Stafford Pryse, and sold by all the booksellers in town and country, 1770-1771.",Shrewsbury,182,unknown,,,FALSE,"Then G ()I) condemlc n B 3 !: then ( 22) them to death, and all their Children ; that is, all Mankind became subject to the same Punishment. GOD drove them out of Paradise, and left them under the Power of the Devil, to whomn they had made themselves"
0060900700_000222,"The new Testament of our Lord and Saviour Jesus Christ, Newly Translated out of the Original Greek: and With the former Translations Diligently Compared and Revised, By His Majesty's Special Command. Appointed to be read in Churches.",,86,4,1,0,1,0,3,0,1,0,0,0,0,7,0,0,0,2,1,1,0,9,0,2,0,0,0,1,1,0,3,3,0,1,0,0,5,2,0,8,0,2,1,0,5,5,0,1,0,1,2,1,1,3,0,1,1,1,5,0,0,1784,1,1,"Oxford : printed by W. Jackson, and A. Hamilton, Printers to the University: and sold by W. Dawson, at the Oxford Bible Warehouse, in Paternoster Row, London, 1784.",Oxford,243,unknown,,,FALSE,"their orcery, h mitating the miracles of but are set at liberty on condition of bringing Aaron's rod turned into a serpent, make Pha Benjamin; and Simeon is kept as a pledge. a ralm more obllinate than he was before. XLIII Jacob is with much difculty perfuadedi Wherefore God by"
1151700400_000106,"The book of common prayer, and administration of the sacraments, and other Rites and Ceremonies of the Church, According to the Use of the Church of England: together with the Psalter or Psalms of David, Pointed as they are to be Sung or Said in Churches.",Church of England,89,2,1,0,0,4,0,0,1,0,1,1,1,4,0,0,0,2,1,4,4,2,0,3,0,0,1,1,1,0,1,1,0,1,0,0,10,1,1,3,1,2,0,0,6,0,1,0,0,0,1,3,3,0,1,1,5,1,4,5,3,1726,1,1,"Oxford : printed by John Baskett, Printer to the University, MDCCXXVI. [1726].",Oxford,122,unknown,,,FALSE,"and teach his senators wisdom. 2 ¢ Israel also came into Egypt : and Jacob was a stranger in the land of Ham. 24 And he increased his people exceedingly: and made them stronger than their enemies; 25 Whose heart turned so, that they hated his people : and dealt"
0161001100_000007,"A revealed knowledge of the prophecies and times. Book the first. Containing, with other great and remarkable things, the restoration of the Hebrews to Jerusalem, by the year 1798, under their revealed prince and prophet. Wrote by himself.",Richard Brothers,89,0,0,4,5,2,2,0,1,4,0,6,1,1,0,0,0,1,1,2,0,4,8,1,1,0,1,5,1,2,6,1,1,1,0,0,2,2,1,0,4,2,1,1,5,0,1,1,1,1,2,0,1,0,0,0,0,0,1,1,0,1794,1,1,"London : printed in the year of Christ, MDCCXCIV. [1794].",London,65,male,1757,1824,FALSE,"her like a river , and the glory of the Gentiles like a flowing stream; then ye ( hall suck, ye ( hall be born upon her fides, and dandled upon her knees. i3. As one whom his mother comforts, so will I comfort you; and ye ( hall be"
1705200100_000598,"The Holy Bible containing the Old and New Testaments: Translated out of the original tongues, and with the former translations diligently compared and revised, by His Majesty's special command. Appointed to be read in churches.",,81,0,0,3,6,3,2,1,1,0,2,1,1,1,1,1,1,0,0,8,0,2,1,2,2,2,1,1,1,1,1,0,3,3,0,0,2,0,0,0,5,2,1,1,0,0,0,1,2,0,1,0,1,2,0,0,0,3,0,7,1,1799,1,1,"Edinburgh : Printed by Sir J.H. Blair and J. Bruce, printers to the King's Most Excellent Majesty, 1799.",Edinburgh,1129,unknown,,,FALSE,"spake, they did not hear : lint they did evil before mine eves, and chofe'that in which I delighted not. 5 ¶ Hear the word of the lord, ye that tremble at his word ; Your brethren that hated you, that cast you out for my name's, r e, said,"
0075400100_000058,"The holy Bible, containing the Old Testament and the New: Newly Translated out of the Original Tongues, and With the former Translations diligently compared and revised, By His Majesty's special Command. Appointed to be read in Churches.",,121,1,0,0,2,2,3,0,2,0,5,1,1,1,0,1,0,9,1,1,0,14,3,3,0,0,0,0,1,1,7,1,0,0,1,2,4,12,0,7,1,1,1,1,19,2,0,1,0,1,0,0,0,0,1,0,0,3,0,3,1,1768,1,1,"Cambridge : printed by John Archdeacon Printer to the University; and sold by John Beecroft, John Rivington, Benjamin White, and Edward Dilly, in London; and T. & J. Merrill, in Cambridge, [1768].",Cambridge,1035,unknown,,,FALSE,"And hertwo Pons; of which the name of the one was Gerfhom; (for he said, I have been an alien in a strange land :) 4 And the name of the other iuaj E liez.r; (for the God of my father , said be, vwas mine help, and delivered me"
1162300200_000053,"The Holy Bible, containing the Old and New Testaments: ...",,139,14,5,2,5,0,10,0,3,0,0,0,0,13,0,0,0,2,0,2,1,2,2,2,1,0,4,0,0,1,10,0,0,4,1,0,7,0,0,14,0,0,1,0,2,21,0,0,1,0,2,0,1,0,3,0,2,0,1,0,0,1795,1,1,"Oxford : printed at the Clarendon Press, by William Jackson and WIlliam Dawson: and sold at the Oxford Bible Warehouse, London, 1795.",Oxford,1086,unknown,,,FALSE,"unto the children of Israel : but they hearkened not unto Moses for + Heb. t anguish of spirit, and for cruel bondage. Jrtnf, or, jio And the LORD spake unto Moles, saying, lt Go in, speak unto Pharaoh king of Egypt , that he let the children of Israel"
0065100300_000105,"The holy Bible; adapted to the use of schools and private families: Containing All Those Parts Of The Old and New Testament Which Relate To The Faith and Practice of a Christian: The Whole Divided Into Chapters And Paragraphs, With Short Notes And Observations. The Whole Carefully selected in the Manner recommended by the late pious and learned Dr. Watts.",,105,0,2,2,2,2,1,1,2,0,0,0,0,2,4,0,2,3,0,1,1,3,2,1,0,3,2,0,0,3,3,0,8,20,0,0,0,4,0,0,0,0,1,1,2,2,0,6,1,0,1,0,3,0,1,0,2,0,0,10,1,1783,1,1,"Birmingham : printed by M. Swinney, In High-Street, MDCCLXXXIII. [1783].",Birmingham,624,unknown,,,FALSE,"a prey and a spoil to ""ten concerning us."" ""all their enemies; because they So Hilkiah the priest , and Ahi"" "" done that which was evil in kam, and Achbor, and Shaphan, and "" my sight, and have provoked me Afahiah, went unto Huldah the proto anger since the"
1708600100_000049,"The Holy Bible, containing the Old and New Testaments: Newly translated out of the original tongues; and with the former translations diligently compared and revised, by His Majesty's special command. Appointed to be read in churches.",,109,0,0,2,3,1,7,0,0,0,2,0,1,4,0,2,0,6,1,3,1,22,1,3,0,3,0,0,0,0,7,3,0,1,1,6,5,2,1,3,0,0,1,0,3,4,0,1,0,0,1,0,0,0,2,0,2,0,4,0,0,1787,1,1,"Edinburgh : Printed by the assigns of Alexander Kincaid, His Majesty's printer, MDCCLXXXVII. [1787].",Edinburgh,1134,unknown,,,FALSE,"C H A P. II 14 And he said, Who made thee I iuntes is born, and cajf into the flags: f a prince and a judge over us? Int ""'-"". 5 ie is fouzd and broight up by tendeft thou to kill me, as thou kill ""pu; 4 Phcaraokhs"
0434901400_000045,"Discourses on the evidence of revealed religion. By Joseph Priestley, LL.D. F.R.S. &c.",Joseph Priestley,94,0,2,1,4,0,3,1,0,1,3,3,1,1,0,1,0,1,2,1,0,6,10,3,0,0,0,0,0,3,4,2,4,3,2,0,2,2,1,0,5,0,2,1,8,0,0,0,1,3,0,1,0,3,0,2,0,0,0,1,0,1794,1,1,"London : printed for J. Johnson, No. 72, St. Paul's Church-Yard, 1794.",London,435,male,1733,1804,TRUE,"mention that is made of the quiet and undifiurbed enjoyment of their country , that is pro miied to the Israelites, that these prophecies were by no means fulfilled at the return from the Babylonifih captivity. The predictions concerning the return of the ten tribes is a farther evidence of"
0054001501_000008,Scripture lessons designed to accompany a series of prints from the Old Testament. By Mrs. Trimmer.,Sarah Trimmer,90,2,0,0,2,1,6,0,1,0,0,0,0,6,0,2,0,6,2,0,1,5,0,1,0,0,0,0,0,1,6,6,0,3,0,3,6,1,1,4,1,0,1,0,4,7,0,1,0,1,2,0,0,1,2,4,0,0,0,0,0,1797,1,2,"London : printed and sold by John Marshall, at No. 4, Aldermary Church-Yard, Bow-Lane, and No. 17, Queen-Street, Cheapside, [1797?].",London,250,female,1741,1810,TRUE,"i am GOD , the GOD of thy father , fear not to go down into Eg; pt; for I will make of thee a great nation . I will go down with thee unto Egypt ; e4 I _ _ 1 and I will also bring thee up again;"
0929100104_000054,"Sacred history, selected from the scriptures; with annotations and reflections, particularly calculated to facilitate the study of the Holy Scriptures in schools and families. Second edition. ... . By Mrs. Trimmer.",Sarah Trimmer,103,0,0,3,0,1,1,2,0,1,2,1,0,12,3,2,0,3,1,2,0,10,0,3,0,0,0,0,0,3,4,0,11,3,0,0,12,1,1,0,2,0,0,1,2,1,0,0,2,1,0,0,2,3,1,0,1,2,0,2,1,1788,4,6,"Glocester : printed by R. Raikes; for T. Longman, G. G. J. and J. Robinson, Pater-Noster-Row; and J. Johnson, St. Paul's Church-Yard, M.DCC.LXXXVIII. [1788].",Gloucester,506,female,1741,1810,TRUE,"not sent thee to say, Go not into.egypt' to sojourn there. But Baruch the son of Neriah fetteth'thee on' againf. us, for to deliver us into the hand of the Chaldeans,. that they might put us to death, and carry us away. captives into Babylon. So Johanan the son of"
0077500400_000032,"The holy Bible; adapted to the use of schools and families: containing all those parts of the Old and New Testament which relate to the faith and practice of a Christian: The Whole divided into Chapters and Paragraphs, With short notes and Observations. The whole carefully selected in the Manner recommended by the late pious and learned Dr. Watts.",Isaac Watts,102,9,0,2,0,0,3,0,1,0,1,0,0,4,2,0,0,1,0,1,0,7,2,4,0,0,2,0,0,1,7,0,0,1,2,3,4,1,0,7,0,0,0,1,8,8,0,0,0,5,2,0,1,0,2,0,0,2,2,4,2,1784,1,1,"London : printed for C. D. Piguenit, No. 8, Aldgate, MDCCLXXXIV. [1784].",London,628,male,1674,1748,TRUE,"her "" ken unto thy voice , that thou flalt  neighbour, and of hlerthat sojourn' take of the  water of the river , and ·' eth in her house , jewels of silver, "" pour it upon the dry land ; and the "" water which thou takelt"
1148500100_001079,"The complete family Bible; containing the Holy Scriptures of the Old and New Testament at large; together with the Apocypha : with a Complete Illustration of all the Difficult Passages; wherein all the Objections of Infidels are Obviated, the Obscure Passages Elucidated, and Every Seeming Difficulty Explained. Together with notes Historical and Critical: By the Rev. Samuel Newton, D. D. Rector of Clifton, &c.","Newton, Samuel, Rev.",96,1,1,2,0,3,3,0,0,0,1,0,0,10,1,1,0,9,0,0,1,14,0,4,1,2,2,1,1,2,2,5,0,2,0,1,4,0,0,5,0,2,0,0,2,1,0,0,3,0,0,1,0,1,2,0,2,1,0,1,1,1771,1,1,"London : printed for the author, by Brewman and Co. at No. 34, Wyon Street; And sold by T. Evans, at No. 54, Paternoster Row; C. Etherington, at York; Messrs. Fletcher and Hodson, Cambridge; Messrs. Berry, at Norwich; W. Gant, at Bristol, and all other Booksellers, [1771].",London,725,unknown,,,FALSE,"king of Egypt ; and he made him governor over'egypt and all Is house . ""t Now there came a dearth over all thle land of Egypt and Ca nan, and great affliction; and our fathers found no fuftcnance. Cina,. VI 1 They Jorwtd northeast  C h .sj.l, e"
1687900102_000050,"The Holy Bible, Containing the Old testament and the New: newly translated out of the original tongues, and with the former translations diligently compared and revised, by His Majesty's special command. Appointed to be read in churches.",,86,0,1,1,0,2,3,3,1,1,1,0,1,2,3,2,0,2,1,1,0,10,2,1,1,0,0,1,1,2,4,1,2,2,2,0,9,1,0,0,1,0,2,0,3,0,0,2,2,0,1,0,1,0,0,0,3,0,4,2,1,1767,2,2,"Cambridge : Printed by John Archdeacon printer to the University; and sold by John Beecroft, John Rivington, Benjamin White, and Edward Dilly, in London; and T. & J. Merrill, in Cambridge, 1767.",Cambridge,448,unknown,,,FALSE,"will utter my judgements, against them touching all their wickedness, who have forsaken me, and have burned incense unto other gods , and worshipped the works of their own hands . 17 ¶ Thou therefore gird up thy loins, and arise, and speak unto them all that I command thee"
1533100100_000046,"The Holy Bible, containing the Old and New Testaments, Newly translated out of the original tongues: and with the former translations diligently compared and revised. By His Majesty's special command. Appointed to be read in churches.",,125,13,4,2,4,0,9,0,3,0,0,0,0,13,0,0,0,3,0,1,1,2,5,5,3,0,2,0,0,0,9,0,0,4,2,2,6,0,0,3,0,0,0,0,1,13,0,0,1,0,4,0,1,0,3,0,3,0,3,0,0,1737,1,1,"Oxford : Printed by John Baskett, printer to the University, MDCCXXXVII. [1737].",Oxford,1021,unknown,,,FALSE,"for an heritage am the LORD. 9 I And Motes spake to unto the : hildren of Israel : but they hearknnd lot unto Motes, for anguifhoft pirit, and or cruel bondage. 1o And the LORD spake unto Moses , aying, rs Go In, speak unto Pharaoh king )f Egypt"
0056800101_000047,"An abstract of the historical part of the Old Testament, With References to other Parts of the Scripture, but especially to the New Testament, which are placed at length in an opposite Column. To which are added, Observations of the Bishop of Sodor and Man thereupon. Also a map of the Travels of the Children of Israel through the Red-Sea, and the Wilderness, into the Holy Land, wherein the Distance in Miles between each Encampment is set down. II. An Essay for composing a harmony between the Psalms and the New Testament; wherein the Supplicatory and Prophetick Parts of this Sacred Book are disposed under proper Heads. III. The Harmony of the Four Gospels, wherein the different Manner of relating the Facts by each Evangelist is exemplified. To which are annexed, References to other Parts of the Scriptures, with the History of the Acts of the Apostles. Inscribed to The Founders, Benefactors, and Trustees of the Charity Schools, in and about the Cities of London and Westminster, and Bills of Mortality. By the Honourable Edward Harley, Esq; their Chairman. ...",Edward Harley,133,10,0,1,5,0,10,0,3,0,1,0,0,8,3,0,0,0,0,3,1,8,1,5,1,1,4,0,0,0,8,2,0,2,2,0,9,0,0,14,0,0,0,0,4,20,0,0,1,1,1,0,2,0,0,0,2,0,0,0,0,1735,1,2,"London : sold by Messieurs Ward and Wicksteed, in the Inner-Temple Lane, M.DCC.XXXV. [1735].",London,749,male,1664,1735,FALSE,"the Officers of the Children of Israel did see that they were in evil Cafe, after it was said, Ye shall not mi nifh ought from your Bricks of your daily TASK. zo And they met moses and AARON , who flood in the Way, as they came forth from"
