PassageID,Title,Author,Total termFreq,termFreq(advanc),termFreq(arm),termFreq(armi),termFreq(arriv),termFreq(attack),termFreq(battl),termFreq(bodi),termFreq(camp),termFreq(carri),termFreq(citi),termFreq(colonel),termFreq(command),termFreq(continu),termFreq(count),termFreq(countri),termFreq(duke),termFreq(enemi),termFreq(engag),termFreq(field),termFreq(follow),termFreq(foot),termFreq(forc),termFreq(form),termFreq(french),termFreq(gener),termFreq(ground),termFreq(guard),termFreq(head),termFreq(hors),termFreq(join),termFreq(kill),termFreq(king),termFreq(left),termFreq(line),termFreq(mean),termFreq(near),termFreq(night),termFreq(number),termFreq(oblig),termFreq(offic),termFreq(order),termFreq(parti),termFreq(pass),termFreq(piec),termFreq(princ),termFreq(quarter),termFreq(receiv),termFreq(regiment),termFreq(retir),termFreq(retreat),termFreq(return),termFreq(river),termFreq(sever),termFreq(soldier),termFreq(taken),termFreq(took),termFreq(town),termFreq(troop),termFreq(war),termFreq(wound),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1124200103_000188,"The history of Ireland from the invasion of Henry II. With a preliminary discourse on the ancient state of that Kingdom. By Thomas Leland, D. D. Senior Fellow of Trinity College, and Prebendary of St. Patrick's Dublin. With Notes from other Writers. In three volumes. Vol. I.",Thomas Leland,111,4,2,2,2,2,1,2,3,0,0,0,2,0,2,0,3,4,2,2,0,1,3,2,7,5,0,2,4,10,1,1,1,2,1,1,1,0,0,2,1,6,0,2,0,0,0,3,2,0,2,2,9,1,1,0,0,1,1,0,3,1775,3,3,"Cork : printed by D. Donnoghue, Broad-Lane, M,DCC,LXXV. [1775].",Cork,711,male,1722,1785,TRUE,"the general , in astonishment, bowed, and was silent. WILLIAM directed that the river should be paffedtmpartial in three different places; by his right wing, com hiltory' manded by count Schomberg, tonne of the duke , and general Douglas on the west, at some fords discovered near the bridge of"
0144400203_000089,"The general history of the late war: containing it's rise, progress, and event, in Europe, Asia, Africa, and America and exhibiting the state of the belligerent powers at the commencement of the war; their Interests and Objects in its Continuation; and Remarks on the Measures, which led Great Britain to Victory and Conquest. interspersed with The Characters of the able and disinterested Statesmen, to whose Wisdom and Integrity, and of the Heroes, to whose Courage and Conduct, we are indebted for that Naval and Military Success, which is not to be equalled in the Annals of this, or of any other Nation. And with accurate descriptions of the seat of war, the Nature and Importance of our Conquests, and of the most remarkable Battles by Sea and Land. Illustrated with A Variety of Heads, Plans, Maps, and Charts, Designed and Engraved by the best Artists. ... . By the Rev. John Entick, M.A. and other gentlemen.",John Entick,101,2,2,5,1,3,4,0,1,0,0,1,3,0,1,3,5,4,2,1,0,2,3,1,5,0,2,1,0,3,0,2,0,3,2,1,1,0,3,4,1,3,0,1,2,10,0,0,1,0,1,1,2,2,0,0,1,0,2,1,2,1779,3,5,"London : printed for Edward and Charles Dilly. in the Poultry, M.DCCLXXIX. [1779].",London,488,male,1703,1773,FALSE,"Prince Ferdinand's passing the Rhine, and cooperating with our arms on the coast of France. Therefore, their principal effort was to a See page 157, Vo. Ill. U 3 be A. D. be made on our weakest part. Instead of en, 1758 ablingm.contades, with the addition of Prince do Soubizc's"
0362800100_000045,"The operations of the allied army, under the Command of His Serene Highness Prince Ferdinand, Duke of Brunswic and Luneberg, during the greatest part of six campaigns, beginning in the year 1757, and ending in the year 1762. By an officer, who served in the British forces. Illustrated with maps and plans.","Hotham, Charles, Sir",107,5,0,7,2,1,0,1,3,1,1,3,4,0,2,0,1,5,0,0,1,0,2,3,8,5,0,0,3,1,1,2,0,4,0,0,1,1,0,2,2,1,2,2,0,3,0,2,3,2,2,1,2,0,0,1,2,5,4,1,2,1764,1,1,"London : printed for T. Jefferys, Geographer to the King, M.DCC.LXIV. [1764].",London,318,male,1729,1794,FALSE,"taken possession of by the troops of the Allied Army , but the French garrison, commanded by M. du Plessis, retired into the castle. ON the 6th of September, the Allied Army encamped near Elermhaufen, where the headquarters were established. The Right Honourable the Lord George Sackville set out from"
0483700602_000062,"A review of the history of England. In two volumes. ... Containing the titles and pretensions of our several kings, and the most remarkable Transactions and Occurrences in each Reign, from the Conquest to the Revolution. ... Containing the transactions and occurrences of the three last reigns; viz. King James II. King William III. and Queen Anne. By Mr. Salmon.",Thomas Salmon,130,3,0,7,0,3,3,1,0,1,0,2,3,2,1,0,3,15,2,2,0,8,1,0,4,3,1,0,1,13,4,1,3,5,8,0,0,0,0,1,1,3,0,0,0,0,4,0,6,2,1,1,0,1,1,1,2,0,4,1,1,1724,2,2,"London : printed for Charles Rivington at the Bible and Crown in St. Paul's Church-Yard, M,DCC,XXIV. [1724].",London,313,male,1679,1767,FALSE,"of such Im i706. portance, and of so great Difficulty to effect, and 7 v' said she defied and expected from all her Subjes, that they should henceforth at with all possible Kindness and Respect for one another; and on the Iith of .March both Houses congratulated her Ma jelty"
0133800537_000022,"The age of Louis XV. being the sequel of The age of Louis XIV. Translated from the French of M. de Voltaire. With a supplement, Comprising an Account of all the public and private Affairs of France, from the Peace of Versailles, 1763, to the Death of Louis XV. May 10th, 1774. ... . And thirty-seventh of his works.",Voltaire,115,5,1,3,0,1,1,1,0,1,0,1,1,0,6,0,8,9,0,0,1,1,0,1,6,1,1,6,2,6,0,4,5,0,2,1,1,0,0,3,3,6,0,2,0,2,1,0,5,1,1,1,3,0,2,1,0,1,4,1,2,1774,37,38,"London : printed for G. Kearsly, at No. 46, in Fleet-Street, 1774.",London,227,male,1694,1778,TRUE,"famiihed by the marthal de Noailles, he was then obliged to reduce his soldiers to half their common allowance. They were so much in want of forage, that it was proposed to ham firing the horses , and it would have been put in execution if they had remained two"
0738500300_000031,"A treatise on the military science, which comprehends the grand operations of war, and general rules for conducting an army in the field, Founded upon Principles for the Improvement of the same, with Occasional Notes: To which is added, the manner of attacking and defending of military posts, Villages, Church-Yards, Mills, Houses, &c. Dedicated (by Permission) to His Majesty. By Thomas Simes, Esq. Late of the Queen's Royal Regiment of Foot, One of the Governors of the Hibernian Society, for the Orphans and Children of Soldiers; Author of the Military Medley, Military Guide, Military Course, and Military Instructor.","Simes, Thomas",105,2,1,4,1,4,4,0,2,1,0,1,5,1,1,0,1,4,1,4,0,0,1,1,7,7,2,0,2,1,0,4,3,2,0,1,3,0,1,1,1,2,0,0,3,3,0,3,2,1,1,0,0,1,0,3,2,2,3,1,4,1780,1,1,"London : printed by H. Reynell, No. 21, Piccadilly; and sold by Almon, Piccadilly; Becket, Adelphi; Bew, Pater-Noster-Row; Dodsley Pall-Mall; Donaldson, Corner of St. Paul's Church-Yard; Davis, Piccadilly; Davis, Ludgate-Hill; Faulder, New-Bond-Street; Fisk's, Edward Street; Lane, Leadenhall-Street; Millan, White-Hall; Riley, Curzon-Street; Urqubart and Richardson, Royal-Exchange; and Walter, Charing-Cross. MDCCLXXX. [1780].",London,360,male,1757,1780,FALSE,"year I 734 Kouli Kan received a great number of wounds in these several engagements , and had many horses killed under him. He always appeared in places of the greatest danger, animating the troops by his example, and rallying with admirable celerity those who gave way. The campaign of"
0497100200_000071,"A true, authentick, and impartial history of the life and glorious actions of the Czar of Muscovy: from his birth to his death. Containing, I. An Exact Account of his Title, Descent, Family and Issue. II. His Detection of the several Plots formed against him, and his Punishment of the Conspirators. III. His Wars with the Turks, Swedes and Polanders; and his successful and unparalleled Conquests over those People. IV. His Travels into Europe, &c. for the Improvement of Arts, Sciences, Military Discipline and Naval Affairs, more particularly to Germany, Holland, and the Courts of England and France. V. His Remarkable Speech at his Return Home. VI. His Proceedings against the Czarewitz his Son, his Nomination of a Successor, his Sickness, Death and Interment. The whole compiled from the Russian, High Dutch and French languages, state papers, and other publick authorities.",Daniel Defoe,111,1,3,3,0,1,4,0,1,0,0,4,1,0,4,0,0,4,1,2,3,8,2,0,0,12,0,2,1,7,1,0,5,1,2,1,1,0,0,1,1,2,0,1,0,8,2,0,2,2,1,1,1,1,2,4,1,2,2,1,1,1725,1,1,"London : printed for J. Stagg in Westminster-Hall, J. Jackson near St. James's-House, J. Harding in St. Martin's-Lane, and R. Frankling in Covent-Garden, [1725].",London,444,male,1660,1731,TRUE,"remark'  that twas only a Line of Foot , of loooo  Men, who defeated the Enemy , the other Line  not being engaged . Here follows a List of the Prisoners, and of what was taken from the Swedes, as far as they could inform themselves "
0245300201_000056,"Memoirs of the life and reign of Frederick, the Third King of Prussia. By Joseph Towers, L.L.D. In two volumes. The second edition, with additions. ...",Joseph Towers,107,2,1,3,2,2,5,1,4,0,0,0,2,0,0,2,1,2,2,1,1,0,3,3,3,5,0,2,2,0,2,1,12,2,1,1,1,1,1,1,2,2,0,1,2,10,3,2,2,0,2,0,0,0,1,1,2,0,3,1,1,1795,1,2,"London : printed for Charles Dilly, 1795.",London,540,male,1737,1799,FALSE,"ithout dillindion of age or lex.' Ibid. p. 36, 37 The cine of which these Austrian peasants had been guilty, and rt which so bloody a revenge was taken , was that of joining *ith the troops of their own nation, in fighting against the rvaders of their country ."
0011000103_000869,"The history of England. Written originally in French by M. Rapin de Thoyras. Translated into English by John Kelly of the Inner Temple, Esq; to which is added, critical and explanatory notes; also Chronological and Genealogical tables: with some particulars of the life of M. Rapin.",Thomas Lediard,113,5,0,8,1,2,0,1,2,0,0,0,1,0,1,0,7,7,0,0,2,2,1,3,1,6,0,3,1,9,1,2,0,2,2,2,3,1,1,3,3,3,0,3,2,0,0,2,2,2,2,0,2,2,1,2,2,0,3,0,2,1732,3,3,"London : printed for James Mechell, at the King's Arms, near Red Lion Street, High Holborn, MDCCXXXII. [1732].",London,891,male,1685,1743,FALSE,"twenty battalions, and advanced with great resolution, behind the hollow way, going .up from Elixheim to Tirlemont. This obliged the confederate horse to flop a few minutes, till some battalions advancing lined the Vol. ili. ór7 hollow way, and firing upon the enemy's horse , CQ A N M, obliged"
1365800101_000035,"The history of England, from the Revolution to the end of the American war, and Peace of Versailles in 1783. In six volumes. Designed as a continuation of Mr. Hume's History. By T. Smollett, M.D. and others. ...",David Hume,116,3,0,5,1,6,1,4,2,1,0,0,1,0,2,0,3,10,1,0,0,4,1,1,3,4,1,1,1,8,0,2,7,2,2,0,0,2,2,2,0,2,1,6,0,0,0,2,3,3,1,2,7,2,1,0,0,0,1,1,1,1796,1,6,"Philadelphia : Printed for Robert Campbell & Co. by Henry Sweitzer, M.DCC.XCVI-M.DCC.XCVIII. [1796-1798].",Philadelphia,580,male,1711,1776,TRUE,"resolved to stand gagmen. atte.they proposed to firengthen their garrisons, and retire to Shannon, to wait the effec9 of the operations at sea. Louis had promised to equip a powerful armament algainft the English fleet, and send over a great number of small frigates to destroy wyilliam's transports, as soon"
1686700200_000249,The British military library.,"Rider, John",124,0,1,17,4,2,3,0,0,2,1,2,7,1,0,0,4,2,1,1,2,0,2,1,4,4,0,0,0,1,3,2,2,1,0,0,3,0,2,3,4,4,0,3,0,1,3,4,8,2,1,1,0,1,0,0,5,2,2,3,2,1798,1,1,"London [England] : printed by J. Rider, no. 36, Little-Britain, [1798-1799].",London,530,unknown,,,FALSE,"he entered into winter quarters . The : .The 9th of May; £693, our regiment left its winter quarters , under the command of Lieutenant General Langullerie, who, after having driven the enemy from different passes , sorts, and defiles, of the Alps, marched with the troops to Afount Dauhkiny,"
0834400200_000308,"The history of the life and reign of William-Henry, Prince of Nassau and Orange, Stadtholder of the United Provinces, King of England, Scotland, France and Ireland, &c. In which the affairs of Ireland are more particularly handled, than in any other History. With an appendix, containing Copies of some Original Papers not hitherto published. Illustrated With Plans of Sieges and Battles in Ireland, and Medals struck upon the most Memorable Occurrences of his Life. As also, two dissertations. I. On the government of Holland. II. A brief history of the illustrious House of Orange. By Walter Harris Esq;","Harris, Walter",116,4,0,1,0,2,1,3,3,1,0,1,2,0,3,0,2,5,0,1,0,8,1,0,4,3,2,3,3,10,0,0,3,3,1,2,0,0,3,2,1,1,0,4,1,0,0,3,7,2,3,1,7,2,2,0,2,0,1,0,2,1749,1,1,"Dublin : printed by Edward Bate in George's-Lane, for the author, MDCCXLIX. [1749].",Dublin,631,male,1686,1761,FALSE,"and were supported by Dutch and dani/h veteran troops , strangers to fear, familiar with victory, and emboldened by plenty : Whereas, abating the French auxiliaries, K. James's army was chiefly composed of an undisciplined rabble, difheartned by defeats, and depressed by want. As for the Generals , not to"
0450200104_000049,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,110,2,1,9,0,6,3,2,2,0,1,0,4,1,2,0,1,6,1,1,1,1,1,1,0,3,1,1,0,2,3,3,5,6,0,1,2,0,0,1,3,0,0,2,1,10,0,0,2,3,2,0,1,2,1,1,3,0,3,0,2,1793,4,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, in Pater-Noster-Row, MDCCXCIII. [1793].",London,516,male,1721,1771,TRUE,"thousand of the Austrians were killed and wounded , among the former were General Porporari and Count Hohenfelds, and among the latter Prince Lichtenstein and Count Mansfeld. Twenty of their officers , and four hundred soldiers , were taken prisoners, and they alfb lost three Itandaids. On the fide of"
0094901200_000049,"The life and adventures of Mrs. Christian Davies, commonly call'd Mother Ross; who, in several campaigns under King William and the late Duke of Marlborough, in the quality of a foot-soldier and dragoon, gave many signal proofs of Proofs of an unparallell'd courage and personal bravery. Taken from her own mouth when a pensioner of Chelsea-Hospital, And known to be true by Many who were engaged in those great Scenes of Action.",Christian Davies,107,2,0,9,3,2,3,1,0,1,0,0,0,1,2,1,4,1,0,1,5,1,2,1,1,5,2,2,1,3,0,1,6,2,1,0,0,4,2,1,1,2,0,1,1,2,3,0,1,0,1,4,2,2,0,2,1,7,3,2,1,1740,1,1,"London : printed for and sold by R. Montagu, at the Book-Ware-House, in Great Wylde-Street, 1740.",London,212,female,1667,1739,FALSE,"to reinforce his Army , which was drawing together. In the Interim, Saragofja Capital of Arragon, submitted to King Charles, and sent him a Present a Present of seventy thousand Pieces of Eight, with a Quantity of Clothing, Amuniton and Provision for his Army . After this the Allies marched"
0014700105_000009,"The history of England, from the Revolution to the death of George the Second. Designed as a continuation of Mr. Hume's History. In six volumes. By T. Smollett, M.D. ...",Tobias Smollett,115,3,1,17,1,3,3,3,8,0,0,1,1,1,0,0,0,6,2,1,0,1,1,1,4,4,3,0,0,1,1,1,5,3,1,0,2,1,2,2,0,1,0,0,1,4,0,0,1,5,3,1,2,2,1,1,4,2,3,0,0,1794,5,6,"London : printed for J. Parsons, No. 21, Paternoster-Row, 1794.",London,392,male,1721,1771,TRUE,"bread. All the roads were ftrewed.with dead bodies of men and horses . The real cause of this sudden retreat is as great a mystery as the reason of slopping so long, the year before, on the bordtrs of Lithu' nia; though the occasion of it is said to have"
0651801000_000127,"The life of Leopold, late Emperor of Germany, &c. Containing the most remarkable transactions of Europe, as well relating to the Turks as Christians, for about sixty years with variety of Original Papers, Letters, Treaties, Characters, &c.",David Jones,117,3,1,2,4,3,1,1,0,0,1,0,3,1,5,2,4,9,0,0,1,4,3,1,1,4,1,0,1,7,0,4,0,1,0,1,5,2,1,1,2,5,0,3,1,4,0,0,1,2,2,0,4,2,0,1,5,2,4,0,1,1706,1,1,"London : printed for T. Newborough, at the Golden Ball, J. Knapton, at the Crown, in St. Paul's Church-Yard; and R. Burrough, at the Sun and Moon in Cornhil, 1706.",London,399,male,1676,1720,FALSE,"Infpruck; not thinking himself safe there, he decamped the 27th in the Morning, and the same Evening the Count of Guttenfiein poffifs'd himself of that Capital City with Two or Three Battalions. The Bavarian Army in their Retreat from Infpruch was closely followed by the Imperial Forces and Country People,"
1394400108_000042,"A new and impartial history of England, From the invasion of Julius Cæsar, to the signing of the preliminaries of peace, in the year 1762. By John Barrow, Esq.;",John Barrow,117,2,2,4,1,2,3,1,1,1,2,1,1,0,0,0,6,12,2,0,1,8,0,1,3,2,0,3,2,11,0,2,3,6,1,0,3,0,1,1,1,4,0,1,1,1,1,0,2,3,0,0,1,1,1,1,5,0,3,1,1,1763,8,10,"London : Printed for J. Coote, at the King's Arms, in Pater-noster Row, MDCCLXIII. [1763]",London,364,male,,,FALSE,"where the Gheet rises, that they might not have .the trouble of passing that river : but about eight in the morning the advanced guards discovered the enemy moving towards them, of wihich they lent intelligence to his grace; who finding the enemy's whole army approach with apparent resolution to"
