PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(appear),termFreq(believ),termFreq(child),termFreq(court),termFreq(daughter),termFreq(earl),termFreq(end),termFreq(enter),termFreq(famili),termFreq(father),termFreq(fortun),termFreq(friend),termFreq(gener),termFreq(gentleman),termFreq(hand),termFreq(happi),termFreq(hear),termFreq(heard),termFreq(heart),termFreq(herself),termFreq(honour),termFreq(hope),termFreq(hous),termFreq(king),termFreq(knight),termFreq(know),termFreq(ladi),termFreq(late),termFreq(leav),termFreq(left),termFreq(letter),termFreq(life),termFreq(littl),termFreq(live),termFreq(love),termFreq(madam),termFreq(marri),termFreq(mean),termFreq(mind),termFreq(miss),termFreq(night),termFreq(old),termFreq(person),termFreq(poor),termFreq(prai),termFreq(present),termFreq(return),termFreq(room),termFreq(servant),termFreq(sure),termFreq(think),termFreq(thought),termFreq(told),termFreq(wife),termFreq(woman),termFreq(word),termFreq(world),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0531700800_000011,"Sophronia: or, letters to the ladies.",,71,3,1,0,0,2,2,0,1,0,1,4,3,0,0,2,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,2,3,3,3,2,0,3,6,0,0,0,1,1,0,1,2,1,0,1,1,0,0,1,4,4,0,0,0,3,1763,1,1,"Dublin : printed for D. Chamberlaine in Smock-Alley, James Hunter and J. Mitchell, in Sycamore-Alley, M.DCCLXIII. [1763].",Dublin,241,unknown,,,FALSE,"and turning to me, said, she hoped I would acquaint her : with mine. I told her grace, mine was a life of so little variety, both before and after marriage, that the relation could give her no entertainment. She replied, she wanted to know my life since I married"
1581101000_000071,The lying lovers; the funeral; and the tender husband: comedies. Written by Mr. Steele.,Richard Steele,78,0,0,1,0,0,0,0,1,1,1,0,1,1,1,3,2,1,1,1,3,1,0,0,0,0,1,2,6,1,1,0,0,0,6,1,2,9,3,2,1,0,0,0,0,2,3,1,0,1,2,0,1,2,1,0,1,1,1,8,1712,1,1,"London : Printed by J.T. for Bernard Lintott, at the Cross-Keys between the two Temple-Gates in Fleetstreet, 1712.",London,282,male,1672,1729,TRUE,"s, with a Spear in my Hand , and an Ilelmet on a Table before me - At a diilance behind let there be a Dwarf, holding by the Bridle a milk white Paifrey -- Cler. Madam , the Thought is full of Spirit, and if you please, there thall"
0291200600_000014,"Memoirs of love and gallantry; or, the Various Faibles of the fair, Display'd in a real history of Several persons of Distinction containing, I. The History of Silvia; a Coquet from her Cradle. II. The Amours of her Brother. III. Her's with her Brother Henrick. IV. The Adventures of Evadne, a Lady celebrated for her Conquest; when in Years. V. The Disappointment; or Marriage dropt at the Church-Door. VI. The Marriage of Silvia. Vii. Silvia engages her Husband in a Quarrel, and in Murder. Viii. Its Consequence with Henrick's Marriage, and Settlement for Life.",,66,1,1,0,2,0,1,0,0,2,2,0,1,0,0,3,1,0,1,2,1,2,0,1,4,0,0,0,2,0,1,1,0,0,0,1,1,0,1,2,1,7,1,1,1,1,0,1,1,1,2,0,0,3,5,1,1,2,0,3,1732,1,1,"London : printed for E. Rayner, at the Pamphlet-Shop, next the George-Tavern; Charing-Cross, MDCCXXXII. [1732].",London,73,unknown,,,FALSE,"Sister; who coming to the Bed sat down on the Side: ihe heard Silvia with many Tears reproach her Brother with Unkindness, to neglec her for a Bratt; and vouched, though fie would do nothing to hinder the Marriage, yet ihe would poitn the Chit in less than a Month"
0112300108_000148,"The works of Henry Fielding, Esq; in twelve volumes. With the life of the author. Volume the First.",Henry Fielding,86,1,0,0,0,0,3,0,0,0,0,6,8,2,0,7,1,2,0,0,0,1,1,0,1,0,0,1,8,1,1,0,0,1,5,1,0,0,5,2,1,3,0,4,1,0,1,1,1,1,0,1,1,1,1,1,4,1,0,5,1775,8,12,"London : printed for John Bell, No 132. Strand, M.DCC.LXXV. [1775].",London,407,male,1707,1754,TRUE,"hand at  the harpficord.'  I did not know any of tlihee  matters,  anivered the old gentleman ,  for I never  fawv the lady ; but I do not like her the worse for what you tell me; and I am the better pleated with"
0077002702_000061,"The portrait of life, or the various effects of virtue and vice delineated; As they daily appear on the great Theatre of the World. In a collection of interesting novels. In two volumes. ...",,78,0,2,0,3,1,1,0,0,0,2,9,2,1,1,1,0,0,2,1,0,1,1,3,0,0,0,1,8,1,0,1,1,3,3,1,2,1,0,0,0,5,0,4,2,0,0,0,1,1,0,1,1,4,2,0,0,1,1,2,1770,2,2,"London : printed for John Bell, at his Circulating Library near Exeter-Exchange in the Strand and C. Etherington at York, M.DCC.LXX. [1770].",London,238,unknown,,,FALSE,"long foretold what he was sure had happened, and begged him to ease her anguish by telling what fle dreaded to know , that her child was dead. Mr, Shelly now thought to disclose the whole affair, but catching her last words , he thought , it would be better"
0747600200_000068,"The dramatick works of Sir Richard Steele. Containing, The Conscious Lovers. The Funeral. The Tender Husband. The Lying Lover.",Richard Steele,80,0,0,1,0,0,0,0,0,0,1,0,2,1,1,3,1,2,1,1,3,1,0,0,0,0,1,3,6,1,1,0,0,0,5,1,3,8,3,3,1,0,0,0,1,2,3,1,0,2,2,0,2,2,1,0,1,1,0,8,1755,1,1,"London : printed for J. and R. Tonson, S. Draper, and H. Lintot; and sold by W. Reeve, opposite Crane Court in Fleet-Street, [1755?].",London,326,male,1672,1729,TRUE,"Bridle a nilk white P] freyt Cl'r. Madam , the Thought is full of spi it, and if you please, there shall be a C;, ld it, ..hing awavt your Helmet, to show that Love ihou'd have a Part in all. gallant Ations. Niece. That Circumstance may be very piat""refque."
0796800112_000373,The novelist's magazine. ...,,68,1,0,1,1,0,1,0,0,0,1,5,2,1,0,3,0,7,2,3,1,2,0,1,1,0,0,0,5,0,1,0,0,0,0,1,4,1,2,0,0,2,0,2,3,1,0,1,2,1,1,0,0,2,3,1,1,0,0,1,1783,12,23,"London : printed for Harrison and Co., 1780-88.",London,704,unknown,,,FALSE,"and servants , to Mr. Sharpley's; Mr. Diaper and his wife , with Prig, to Sir Walter's; and  Madam Rich, Serena, Louisa, and lmis Sukev, to i emain at my father's . As to Diaper, Sharpley, myself, and Truman, who I inlilted should always now be treated and live"
1535900201_000072,"Ethelinde: or, The recluse of the lake. By Charlotte Smith. In three volumes.",Charlotte Turner Smith,66,0,2,4,1,0,1,1,0,1,1,4,0,1,1,1,1,2,1,0,0,2,1,1,2,0,0,1,4,0,0,0,0,2,2,2,1,4,0,1,0,2,0,0,0,3,2,2,0,1,1,1,2,1,0,0,1,0,1,4,1790,1,3,"Dublin : printed for H Chamberlaine, W. Watson, J. Sheppard, P. Wogan, L. White, P. Byrne, J. Parker, H. Colbert, W. Porter, W. M'Kenzie, J. Moore, J. Jones, B. Dornin, Grueber and M'Allister, G. Draper, and W. Jones, M,DCC,XC. [1790].",Dublin,337,female,1749,1806,TRUE,"and inelegant. Servants , whole appearance bore testimony 0 4 to to their good living , were seen in unnecessary numbers; and their liveries, though ill fan ied, were sumptuous; it being an eftabli(hed maxim with Mrs. Ludford to have C the best of everything."" The dinner, which was in"
0177001000_000047,"Religious courtship: being historical discourses, on the necessity of marrying religious husbands and wives only. As also of husbands and wives being of the same opinions in religion with one another. With an appendix Of the Necessity of taking none but Religious Servants, and a Proposal for the better managing of Servants.",Daniel Defoe,88,1,0,5,0,0,3,0,1,0,4,4,0,0,0,6,0,1,0,3,0,1,1,2,1,0,0,4,5,0,2,0,0,4,1,1,2,4,1,0,2,0,0,5,2,1,1,1,1,0,0,0,2,2,1,5,1,2,0,5,1729,1,1,"London : printed for E. Matthews, at the Bible, and A. Bettesworth, at the Red-Lyon in Pater-Noster-Row ; and J. Brotherton, at the Bible in Cornhil, MDCCXXIX. [1729].",London,367,male,1660,1731,TRUE,"he intended to choose a Wife first, and then, perhaps, he might choose his Religion. life . Nay then. either he had no Conduct, or no Affection for her. Fa.. As to the last; he not only professed a great deal of Affection, but chose her out from the rest;"
0128401200_000004,Lionel and Clarissa. A comic opera. As it is performed at the Theatre-Royal in Covent-Garden.,Isaac Bickerstaffe,77,1,1,4,0,1,1,0,1,1,1,2,2,0,1,3,1,2,0,1,3,1,0,3,1,0,0,0,8,0,0,0,0,0,3,0,1,10,3,1,0,1,0,2,1,2,1,0,0,1,0,4,2,1,1,0,2,0,1,1,1768,1,1,"London : printed for W. Griffin, in Catharine-Street, Strand MDCCLXVIII. (P. 1s 6d, [1768].",London,80,male,1733,1812,TRUE,"remember him a very fine gentleman himself. In the : year p.s., t h hard froft, one thousand feven'htndred and.thijrty nine, when he sirs paid his addresses to e, [he ~ws called agreeable Jack Oldbay, though I married4iijmwithout the consent of your noble grandfather., Mr. Jef I think he ought"
0807400202_000038,"The dramatic works of Samuel Foote, Esq. In three volumes. ... . containing Englishman in Paris. Englishman return'd from Paris. Orators. Patron. Minor. Maid of Bath. Mayor of Garret.",Samuel Foote,80,1,0,0,1,0,1,0,0,5,0,4,1,2,0,1,1,0,0,1,0,0,2,4,0,0,0,5,2,0,0,0,2,0,1,1,3,7,1,2,1,3,2,5,2,1,2,1,1,0,5,2,1,1,0,0,1,1,1,2,1778,2,3,"Dublin : printed by C. Talbot, for S. Price, B. Corcoran, W. Whitestone, J. Williams W. Colles, W. Wilson, C. Jenkin, T. Walker, L. Flin, P. Higly, L. White, J. Beatty, and J. Exshaw, M,DCC,LXXVIII. [1778].",Dublin,308,male,1720,1777,TRUE,"I long to be rummaging But the old gentleman will soon return ; I will hasten to finish my letter . but, Papillion, what could my father mean by a visit in which I am deeply concerns? Pap. I can't guess. Y. wild!! know prefently. to Miss Godfrey, formerly of"
1513700800_000004,"A Brief narrative of the life, of the celebrated Miss Catley, containing the adventures of that lady in her public character of a singer, and private one of a courtezan, in England, Ireland, &c. The birth and education of our heroine-her childish amusements.-Is bound apprentice to an organist. Commences public singer.-Taken into keeping by Sir. F.B.D. her adventures with Mr. Fernades;-Mr. S-t a silk merchant, on Ludgate-Hill;-Colonel L*ss**s,-Earl H. capt. D-n- a councellor at law.-Mr. P-, Lord B-t.-Mr. D-b-my.-Mr. C-n.-Mr. Th-l-w. The S-l-ter general. The celebrated gambler, known by the name of Duck. Mr. B-ll-r, brother to the L-d, C-l--lor, Earl of D-. A wine merchant near Seething Lane. Sir William S-- and several more of the nobility and gentry of distinction. With a journey to Epsom; and adventures there.-A matrimonial expedition.-An Oxford scholar.-A disappointment, and return to London.-A whimsical story about roasting and basting,-a journey to London, with some adventures in consequece. A ramble to Ireland.-Engagement at Crow-street. The theatre.-Cleanly lover.-Some theatrical performances. Return to England.-The benefit.-The loss.-The silk mercer's clerk.-The bagnio waiter.-The bawdy house, and method of training young ladies to business. The lovers quarrel. The handsome footman.-Jealousy.-Journey to Kensington.-Several billet deux, &c. Also some of the most remarkable occurrencies in the High Court of Gallantry, on the stage, in the Public Gardens, and in the polite world, or court-end of the town. With many curious anecdotes. Never before published.",,70,2,0,0,1,0,5,0,1,1,2,0,2,1,0,1,3,2,0,0,1,2,1,0,1,0,0,1,3,0,4,1,1,2,1,2,2,0,4,0,0,2,2,2,1,0,0,5,2,2,1,0,0,1,2,0,1,1,1,0,1780,1,1,"[London? : s.n., 1780?].",London,56,unknown,,,FALSE,"averse )o his will; he forcibly kept from me the writings of my estate, and I, for want offreinds being unableto recover them, he gave them to hisfon. who inabout two years squandered away all my fortune inextra vagancies, and left me, a wretched beingreduced to the cruel necessity of"
1154600404_000012,"Interesting anecdotes, memoirs, allegories, essays, and poetical fragments; tending to amuse the fancy, and inculcate morality. By Mr. Addison. ...",Joseph Addison,79,1,0,1,0,2,0,0,3,0,1,3,1,1,0,1,1,0,0,6,0,0,1,1,2,0,0,1,6,2,1,0,0,0,2,2,1,5,0,1,1,2,0,0,1,2,4,0,1,2,5,1,0,0,3,0,5,1,0,5,1796,4,4,"London : printed for T. N. Longman, Paternoster-Row, 1796.",London,297,male,1672,1719,TRUE,"week, a long week, I lived with my cousin, before the moult vigilant inquiry could procure us the least hopes of a place, in which time I was much better cqua lified to bear all the vexations of servitude. The first two days isle was content to pity me; and"
1664200600_000052,"The platonic guardian: or, History of an orphan. By a Lady.",Lady,67,1,4,1,3,0,1,0,0,1,2,1,2,1,1,1,2,3,1,0,1,0,1,1,0,0,0,1,4,0,1,1,2,1,2,1,0,1,1,0,0,3,0,1,0,2,0,0,3,1,4,0,4,0,1,1,4,0,0,0,1788,1,1,"Dublin : Printed for Messrs. P. Byrne, P. Wogan, H. Colbert, and J. Halpen, MDCCLXXXVIII. [1788].",Dublin,347,female,,,FALSE,"re flertions; for which I blame her not, There is nothing pleases mec better than to see these vain wretches disappointed, when they think themselves juff on the verge of poffefirng a fine woman ! If it were not for a little coquetry, life would be infopport able! I would"
0021600203_000025,Montalbert. A novel. By Charlotte Smith. In three volumes. ...,Charlotte Turner Smith,75,0,2,0,1,0,2,0,0,1,3,0,0,2,0,2,0,0,1,0,1,4,1,0,1,0,0,4,5,0,1,0,0,0,3,0,2,1,4,4,0,4,0,3,0,4,2,0,2,1,0,2,3,1,0,2,1,1,0,4,1795,3,3,"London : printed by S. Low, Berwick Street, Soho; for E. Booker, No. 56, New Bond Street, 1795.",London,328,female,1749,1806,TRUE,"he might be the objeet of impertinent curiosity, and feeling already a decided aversion to Blagham, thought he flould at once relieve Rosalie and himself by leaving her; he therefore said, that, as fle was engaged, he would not now detain her, but VOL. III H would ( 146) would"
0383900610_000017,"Interesting anecdotes, memoirs, allegories, essays, and poetical fragments, tending to amuse the fancy, and inculcate morality. By Mr. Addison.",Joseph Addison,64,1,1,0,0,0,1,0,0,0,1,0,3,1,0,0,1,0,1,0,0,1,1,1,2,2,1,1,3,4,2,2,1,0,0,4,2,1,3,0,1,2,0,0,2,0,0,0,2,1,1,1,0,1,2,4,1,1,4,0,1797,10,10,"London : printed for the author, 1797.",London,272,male,1672,1719,TRUE,"admitted, indeed; but the reception, that he met with was very unexpected. Mrs. Whitton, only, made her appearance . Harriot was so much mortified at her disappointment, that she would not come down to him. !'Well, madam , said Bromley, with lively accents, I have put things in a train;"
0017500500_000011,"Amelia, or, The Distress'd wife: a history founded on real circumstances. By a private gentlewoman.","Justice, Elizabeth           1752",70,0,2,0,2,0,1,0,0,0,2,2,1,5,0,2,0,0,0,2,1,3,0,0,1,0,0,3,2,0,2,3,0,0,4,1,0,2,1,0,1,0,0,2,1,1,0,0,3,2,1,1,2,4,1,1,3,1,1,3,1751,1,1,"London : printed for the authoress, 1751.",London,259,female,,,FALSE,"went t6 her Father , and took : as much Money as would pay the Rent, promising to repay it, when isle should have a Remittance from Tork: She went directly to pay the Landlord, who was an old Gentleman that had great. Compassion from having a Family of Children,"
0072801300_000041,"The dramatic works of Sir Richard Steele, Knt. Containing The funeral. The tender husband. The lying lover. The conscious lovers.",Richard Steele,81,0,0,0,0,0,0,0,1,1,1,0,1,1,1,3,2,1,1,1,3,1,0,0,0,0,1,3,7,1,1,0,0,0,6,1,2,10,2,3,1,0,0,0,1,1,3,1,0,2,1,0,1,2,1,0,1,1,2,8,1760,1,1,"London : printed for J. and R. Tonson, S. Crowder, T. Caslon, T. Lownds, and S. Bladon, MDCCLX. [1760] [1771].",London,302,male,1672,1729,TRUE,"Look so pure and fre.h. colou; d, you'd have taken her for one of the Seasons. Ce; r. You seem, indeed, Madam , mrol inclined to the enrfive The Pensive delights also in the Fall of Waters, pastoral Figures, or any rural View fit arieto a fair Lady , who,"
0084000110_000017,"Interesting anecdotes, memoirs, allegories, essays, and poetical fragments, tending to amuse the fancy, and inculcate morality. By Mr. Addison.",Joseph Addison,63,1,1,0,0,0,1,0,0,0,1,0,3,1,0,0,1,0,1,0,0,1,1,1,2,2,1,1,3,4,2,2,1,0,0,3,2,1,3,0,1,2,0,0,2,0,0,0,2,1,1,1,0,1,2,4,1,1,4,0,1797,10,12,"London : printed for the author, 1794.",London,274,male,1672,1719,TRUE,"indeed; but the reception that he met with was very unexpected. Mrs. Whitton, only, made her appearance . Harriot was so much mortified at her disappointment, that she would not come down to him. ""' Well, madam , said Bromley, with liyely accents, I have put things in a train,"
0439602600_000011,The accomplish'd maid: a comic opera. As it is performed at the Theatre-Royal in Covent-Garden. The music by Signr. Niccolò Piccini.,Carlo Goldoni,79,0,0,0,0,0,1,0,2,4,0,0,2,1,2,0,1,6,0,4,5,2,3,1,1,0,0,6,4,0,2,0,1,0,0,1,3,3,5,0,0,2,0,0,0,2,1,2,0,1,2,1,1,1,2,0,2,2,0,0,1767,1,1,"London : printed for W. Griffin, in Catharine-Street, in the Strand; and Richardson and Urquhart, at the Royal-Exchange, Cornhill, 1767.",London,64,male,1707,1793,FALSE,"the contrary. L Lu. No doubt you are sincerity and constancy itself. Enter a SERVANT , with a Letter . Serve. For your Ladyflip. [Exit. L Lu. Tis my brother's hand , will you give me leave Sir John I see your name in the first line, so beg you"
0385400500_000047,"Religious courtship: being historical discourses, on the necessity of marrying religious husbands and wives only. As also of husbands and wives being of the same opinions in religion with one another. With an appendix Of the Necessity of taking none but Religious Servants, and a Proposal for the better managing of Servants.",Daniel Defoe,91,0,1,3,1,0,3,0,2,0,3,6,0,0,0,4,0,1,0,1,0,0,1,1,1,0,0,5,5,0,2,1,0,2,1,1,0,7,2,1,3,0,0,7,1,0,3,1,1,0,0,0,1,3,3,5,1,2,0,5,1735,1,1,"London : printed for Daniel Farmer, at the Bible, A. Bettesworth and C. Hitch, at the Red-Lion, both in Pater-Noster-Row ; and S. Birt, at the Bible and Ball in Avy-Mary Lane, MDCCXXXV. [1735].",London,370,male,1660,1731,TRUE,"Gentleman ; you never heard an ill Word out of his Mouth, nor found any indecent aetion in his Behaviour. Fa. That's true; and I thought that a great Matter, as the Youth go now. Wife . butican tell you more News than that of him, he is become the"
0614700101_000020,The rambler. ...,Samuel Johnson,73,1,0,0,0,1,1,0,2,0,2,3,0,1,1,3,0,0,0,5,0,0,1,1,1,0,0,1,3,3,0,0,2,2,1,2,3,4,0,2,1,2,0,0,0,1,4,0,1,2,3,1,0,0,3,0,4,1,0,4,1789,1,4,"London : printed for J. Rivington and Sons, T. Longman, B. Law, H. Baldwin, Robson and Clark, C. Dilly, G. G. J. and J. Robinson, T. Cadell, T. Carnan, J. Nichols, J. Bew, W. Goldsmith, J. Knox, J. Murray, W. Otridge, W. Lowndes, S. Hayes, G. and T. Wilkie, W. Fox, P. M'queen, B. Collins, E. Newbery, and R. Jameson, MDCCLXXXIX. [1789].",London,328,male,1709,1784,TRUE,"with the smile of bland equality No social care the gracious lord disdains; Love prompts to love , and reverence reverence gains; To the RAMBLER. SIR, A S you seem to have devoted your laboursto virtue, I cannot forbear to inform you of on species of cruelty with which the"
0398100106_000046,"The works of Henry Fielding, Esq; with the life of the author. In twelve volumes.",Henry Fielding,65,0,0,1,1,1,1,1,0,1,2,2,1,1,0,6,2,0,0,1,0,2,0,0,0,0,1,2,5,0,0,3,0,0,2,1,0,3,0,1,1,6,0,0,0,1,2,2,1,1,3,0,2,1,1,0,0,1,0,2,1783,6,12,"London : printed for W. Strahan, J. Rivington and Sons, S. Crowder, T. Longman, J. Robson, C. Dilly, G. Kearsley, G. Robinson, T. Cadell, T. Lowndes, R. Baldwin, W. Cater, G. Nicoll, S. Bladon, J. Murray, W. Flexney, T. Evans. W. Ofridge, J. Sewell, W. Lane, J. Bowen, & W. Fox, MDCCLXXXIII. [1783].",London,381,male,1707,1754,TRUE,"struck the husband the sir. blow. I am sorry you own it too,  cries cries the gentleman ;  for it could not possibly ap,, to the court : for here was no evidence pre lfent but the lame man in the chair, whom I sup'  to be"
0646400401_000043,"The girl of the mountains. A novel, in four volumes, by Mrs. Parsons, ...",Eliza Parsons,70,1,1,2,0,0,1,0,0,1,1,2,1,4,1,0,1,1,0,0,2,0,2,1,0,1,3,2,1,0,0,2,1,1,2,0,0,4,0,0,2,1,0,1,1,0,1,2,2,1,4,3,2,0,0,0,2,3,2,4,1797,1,4,"London : printed for William Lane, at the Minerva-Press, 1797.",London,281,female,1738,1811,TRUE,"choice."" *' No,"" said Ifahella, interrupting her, "" I cannot wish you to be secluded from the world , but as a last resource. I know not your story, but I am persuaded you have not drawn misfortunes upon yourself; hope , therefore, that some day you will rise above"
0128703201_000006,The life and adventures of Mr. Francis Clive. In two volumes. ...,"Gibbes, Phoebe",79,0,0,1,0,0,1,0,0,0,3,3,2,3,1,7,1,0,1,0,4,0,2,1,2,1,0,1,6,0,2,0,0,1,1,0,1,3,0,1,2,4,0,2,0,2,1,0,6,1,0,0,4,1,1,1,1,1,0,3,1764,1,2,"Dublin : printed for E. Watts, J. Potts, A. M'culloh, and J. Williams, M,DCC,LXIV. [1764].",Dublin,127,female,,,FALSE,"already seen the lady ,"" and your heart remains untouched, retorted Mr. Spranger; Mr. Clive hesitated exceedingly in shifting about for a reply; "" well, well, continued his friend , you are not at a confession, so consequently not under a necessity of revealing your sentiments, but if you have"
1294200100_000103,"Conclusion of the memoirs of Miss Sidney Bidulph, As prepared for the Press By the late editor of the former part. Volume III.",Frances Sheridan,81,0,0,1,2,0,2,0,0,1,0,0,0,1,0,0,6,2,2,1,0,4,1,2,1,0,0,2,2,0,0,0,0,0,3,0,3,7,2,3,2,3,1,1,2,4,0,1,0,1,1,0,1,3,1,0,3,2,0,7,1767,1,1,"Dublin : printed for G. Faulkner, in Parliament-Street, M.DCC.LXVII. [1767].",Dublin,343,female,1724,1766,TRUE,"extremely as sected, now addressed herself to me, and with great modesty apologised for having so rudely broke in upon me. My design, madam , said she, was to have requested the honour of speaking a few words to you in private, in order to prepare you for feeing Miss"
