PassageID,Title,Author,Total termFreq,termFreq(ag),termFreq(author),termFreq(believ),termFreq(bitter),termFreq(bodi),termFreq(charact),termFreq(common),termFreq(curl),termFreq(envi),termFreq(fame),termFreq(gener),termFreq(hand),termFreq(hate),termFreq(heart),termFreq(idea),termFreq(judgement),termFreq(ladi),termFreq(libel),termFreq(liberti),termFreq(low),termFreq(malic),termFreq(manner),termFreq(merit),termFreq(opinion),termFreq(piqu),termFreq(poem),termFreq(point),termFreq(power),termFreq(print),termFreq(privat),termFreq(public),termFreq(publish),termFreq(read),termFreq(satir),termFreq(satyr),termFreq(scandal),termFreq(scribbler),termFreq(spirit),termFreq(vain),termFreq(vers),termFreq(vice),termFreq(wit),termFreq(work),termFreq(write),termFreq(wrong),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0870000105_000092,"The works of Alexander Pope, Esq. complete. With his last corrections, additions, and improvements: together with the commentary and notes of his editor. A new edition, in five volumes. To which is annexed the life of the author, compiled from Original Manuscripts, with a Critical Essay on his Writings and Genius. By Owen Ruffhead, Esq.",Alexander Pope,37,0,3,0,0,2,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,6,1,0,1,0,1,1,0,4,0,0,1,1,0,0,1,1,4,2,0,1769,5,5,"London : printed for C. Bathurst, H. Woodfall, W. Strahan, J. and F. Rivington, W. Johnston, B. White, T. Caslon, T. Longman, B. Law, Johnson and Payne, S. Bladon, T. Cadell, and the Executors of A. Millar, MDCCLXIX. [1769].",London,466,male,1688,1744,TRUE,"fcrmerly did the Dunces of a lower species) as I certainly shall, whenever I pu l.fih this  poem . An army of Virtuosi, Medalilts, Ciceroni, Royal society men, Schools, Utiver  fities, even Florilts, fece thinkers, and freemasons, will cncompafs me with fi; ry: It  will be once"
1651903100_000084,"The dunciad, in four books. Printed according to the complete copy found in the year 1742. With the prolegomena of scriblerus, and notes variorum. To which are added, several notes now first publish'd, the hypercritics of aristarchus, and his dissertation on the hero of the poem.",Mary Cooper,36,0,8,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,2,0,5,0,1,2,1,1,2,1,0,0,1,1,0,0,0,0,1,2,0,0,1743,1,1,"London : Printed for M. Cooper at the Globe in Pater-noster-row, MDCCXLIII. [1743].",London,436,female,,1761,FALSE,"of, for what famous, IV 308 Univerlit\, how to pats through' it, IV 255 289 WARD (edjw.) a Poet and Alehoufc keeper in Moorfields, i. 233 Vlhat became of his Works , ibid. - His high opinion of his Namnefake, and his respect for the Pillory, III 34 XVELST'ED (Leonard)"
0902100105_000092,"The works of Alexander Pope Esq. In Nine Volumes Complete. With his last corrections, additions, and improvements; As they were delivered to the Editor a little before his Death: Together with the commentaries and notes of Mr. Warburton.",Alexander Pope,34,1,4,0,0,0,2,2,1,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,1,0,4,1,1,2,0,2,3,1,0,0,1,0,0,0,1,0,1,1,0,0,1751,5,9,"London : printed for J. and P. Knapton, H. Lintot, J. and R. Tonson, and S. Draper, MDCCLL [1751].",London,373,male,1688,1744,TRUE,"Editor only three. But we have happily done justice to both; and prefuime we flail ive. in this our last labour, as long as in any of our others. BENTL. Iritf t oe ioais The Mighty Mother; ana enting uiti tle no; ods buries All, containing the entire sum of"
1262500802_000030,"A view of society and manners in France, Switzerland, and Germany. With anecdotes relating to some eminent characters. By John Moore, M.D. ...",John Moore,37,1,4,0,2,0,3,4,0,0,0,0,0,0,1,0,0,1,1,0,0,3,2,0,0,0,1,0,0,0,1,2,0,1,2,0,0,2,0,0,1,0,2,1,2,0,1780,2,2,"[Dublin] : Printed for Wm. Wilson bookseller & stationer at Homer's Head no. 6 Dame Street the corner of Palace Street, Dublin, MDCCLXXX. [1780].",Dublin,331,male,1729,1802,FALSE,"with consequences worse than the thing itself. Therefore nobody is allowed to molelt or abuse those who have chosen this for a trade, and as little attention is paid to customers, who frequent the chambers of those ladies , as if they slept into any other house or shop, to"
1504800118_000060,"Encyclopædia perthensis; or Universal dictionary of knowledge, collected from every source; and intended to supersede the use of all other English books of reference. Illustrated with plates and maps. In twenty three volumes.",,39,0,2,0,1,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,5,3,0,0,0,0,1,0,5,1,1,0,0,0,2,4,3,2,2,0,1796,18,23,"Perth : printed for C. Mitchel and Co. and sold for them by Mr Thomas Ostell, Ave Maria Lane, London. Sold also by Mess. Vernor, Hood, and Sharpe, London; and all respectable booksellers. R. Morison, printer, [1796-1806].",Perth,740,unknown,,,FALSE,"ls a species of satir e, of wnhich we hav an excellenit example in Philips's Spleni did Shjilling, wherein the author handles a lowr fub~jedc in a lofty and fib'lime style. tihe~re is another species of verle and style, of the satirical kind, often ofed in treatmng any sub, jecdt"
0869900102_000053,"The works of Alexander Pope, Esq. complete. With his last corrections, additions, and improvements: together with the commentary and notes of his editor. A new edition, in five volumes. To which is annexed the life of the author, compiled from Original Manuscripts, with a Critical Essay on his Writings and Genius. By Owen Ruffhead, Esq.",Alexander Pope,26,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,3,0,0,2,0,0,0,1,0,0,1,1,1,0,2,1,4,1,2,0,1769,2,5,"London : printed for C. Bathurst, H. Woodfall, W. Strahan, J. and F. Rivington, W. Johnston, B. White, T. Caslon, T. Longman, B. Law, Johnson and Payne, S. Bladon, T. Cadell, and the Executors of A. Millar, MDCCLXIX. [1769].",London,616,male,1688,1744,TRUE,"the people, t2ada spits, seen in summertime hanging upon plants, and emitted by young insects which lie hid in, the midst of them, for their preservation, while in their helpless tate. VOL. II T Beauty that shocks you, parts that none will trust, Wit that can creep, and pride that"
0384000505_000009,"The works of Alexander Pope, Esq. In ten volumes complete. With his last corrections, additions, and improvements. Together with all his notes, as they were delivered to the Editor a little before his Death: printed verbatim from the octavo edition of Mr. Warburton.",Alexander Pope,31,0,4,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2,1,1,2,0,1,2,0,1,1,0,1,0,0,0,0,0,4,0,0,2,1,0,1764,5,10,"Dublin : printed by J. Potts, at Swift's-Head, in Dame-Street; and J. Williams, in Skinner-Row, MDCCLXIV. [1764].",Dublin,240,male,1688,1744,TRUE,"declaring, in Misc's Journal of June 22, 1718 "" That, if he. is not Ihrewdly abused, "" he made it his pracice to cackle to both parlies "" in their own sentiments."" But, as to his pique against People of Quality, the same Journalist doth not agree, but faith, (May"
0229500905_000009,"The works of Alexander Pope, Esq. In ten volumes complete. With his last corrections, additions, and improvements; together with All his notes, as they were delivered to the Editor a little before his Death: printed verbatim from the octavo edition of Mr. Warburton.",Alexander Pope,31,0,4,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2,1,1,2,0,1,2,0,1,1,0,1,0,0,0,0,0,4,0,0,2,1,0,1754,5,10,"London : printed for J. and P. Knapton, H. Lintot, J. and R. Tonson and S. Draper, and C. Bathurst, MDCCLIV. [1754].",London,246,male,1688,1744,TRUE,"That, if he is not ihrewdly abused, "" he made it his pratice to cackle to both parties ""in their own sentiments."" But, as to his pique against People of 2gzality, the same Journalist doth not agree, but faith, (May 8, 1728.) "" He had, by "" fore means or"
0226000900_000121,The works of Mr. Alexander Pope: containing his epistles and satires: with some never before printed.,Alexander Pope,31,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,3,0,0,0,2,0,0,0,1,0,0,3,0,2,1,0,1,0,2,0,1,0,1,0,0,2,2,1,1737,1,1,"London : printed by J. Wright for J. Knapton, L. Gilliver, J. Brindley, and R. Dodesley [sic], 1737 [1742].",London,710,male,1688,1744,TRUE,"genuine Apothegmes of tome of the Persons here mentioned. VE R. 1i9. F'hat made Direscors cheat? -- - To live on yecfon -- -] In the Extravagance and Luxury of the south-sea year, the p icc of a Hlaunch of Venison was from three to five pounds. , 7 2"
1619000100_000024,"Poems, a chosen collection, viz. The man of taste, An essay on man, four parts. ...",,30,0,1,0,0,0,1,0,1,0,2,0,0,0,1,0,0,1,4,0,1,0,0,0,0,0,2,0,0,3,0,0,1,0,2,0,0,1,0,0,3,0,4,0,2,0,1735,1,1,"[Edinburgh] : Printed and sold by the booksellers of London and Edinburgh, [1735?].",Edinburgh,277,unknown,,,FALSE,"hurts a harmless neighbouar peace, Insults fallen Worth, or b3euty in dift~efs, wvo loves a Lye, lame slander helps bout, 8 Who writes a Libel , or who copies out: The ffp whos~ pride asses a Patronds name, Yet assent, wpunds in Aithodrs honest famq; Who can your mevrit flfihly"
0226000900_000093,The works of Mr. Alexander Pope: containing his epistles and satires: with some never before printed.,Alexander Pope,36,0,5,0,0,1,0,2,4,0,0,1,2,0,0,1,0,1,1,0,1,0,1,0,1,0,3,0,0,2,1,0,2,0,3,0,0,0,1,0,1,0,0,1,1,0,1737,1,1,"London : printed by J. Wright for J. Knapton, L. Gilliver, J. Brindley, and R. Dodesley [sic], 1737 [1742].",London,710,male,1688,1744,TRUE,"the Court Poems , which he meant to publish as the work of the TRUE writer, a Lady of Quality; but. being first threatened, and afterwards punished for it by Mr. Pope he generously transferr'd'it from her to him, and printed it twelve years in his name. The tingle time"
0088600404_000094,"The works of Alexander Pope, Esq; In four volumes, complete. ... . Containing His Juvenile Poems; His Translations and Imitations; and, His Satires, &c.",Alexander Pope,30,1,0,2,0,0,0,1,0,2,0,1,0,0,0,0,0,4,1,2,0,0,0,3,1,0,2,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,2,0,1,1,1764,4,4,"Edinburgh : [s.n.], Printed in the year MDCCLXIV. [1764].",Edinburgh,437,male,1688,1744,TRUE,"iitle fociielht of age , fickneis, pove!ty, cr lo ( f idlnircrs, as a girl at ffifc n. B i.. : .uir r.bce:, that nm Lcrd bclir.glrok (o. u;  iis .ind ness ness to me) argues moil fophiflically: the fall from a million to a hundred thousand pounds is"
0134302800_000001,The scribleriad: an heroic poem. In six books.,Richard Owen Cambridge,45,0,7,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,2,0,0,10,0,0,2,0,0,1,5,2,1,0,0,0,0,1,0,1,4,3,0,1751,1,1,"London : printed for R. Dodsley in Pall-Mall; and sold by M. Cooper in Pater-Noster-Row, MDCCLI. [1751].",London,192,male,1717,1802,FALSE,"THE SCRIBLERIAD: AN HEROIC POEM , In SIX BO O: K'; ;., ,... ... ......... % .'vs^s LONDON: Printed for R. DODSLEY in Pall' mall]\  and sold by M. cooper in pater n/oler row; MDCCLI. THE EXPLANATION OF THE FRONTISPIECE. THE Satyr in the Frontispiece represents Comic Poetry, who"
0227100109_000030,"The works of Alexander Pope Esq. In nine volumes, complete. With his last corrections, additions, and improvements; ... Together with the commentary and notes of Mr. Warburton.",Alexander Pope,31,1,0,2,0,0,0,1,0,2,0,1,0,0,0,0,0,4,1,2,0,0,0,3,1,0,2,0,0,1,0,0,0,1,0,0,1,1,0,0,3,0,2,0,1,1,1760,9,9,"London : printed for A. Millar, J. and R. Tonson, C. Bathurst, R. Baldwin, W. Johnston, J. Richardson, B. Law, S. Crowder, T. Longman, T. Field, and T. Caslon, 1760.",London,386,male,1688,1744,TRUE,"I suppose Mr. Gay will return from the Bath with twenty pounds more fleih, and two hundred less in money: Providence never designed him to be above two and twenty, by his thought lefhnefs and Cullibility. He hath as little foresight of age , sickness, poverty, or loss of admirers,"
1335500102_000004,The spectator. In eight volumes.,,36,2,1,0,0,1,1,0,2,0,2,2,0,0,0,1,0,5,0,0,0,0,0,1,0,0,5,0,0,1,1,1,3,1,1,0,0,0,0,0,1,0,0,2,2,0,1799,2,8,"Newcastle : printed by M. Brown, 1799.",Newcastle upon Tyne,365,unknown,,,FALSE,"Hughes wanted in genius he made up as an honest man.' DR PAIRNELL. DR Tao>1as parnat, was born at Dublin in i679, and was educated there. He came over to London towtards the end of Queen Anne's reign, and dlifplayed his elocultion as a popular preacher with great falcefs. At"
0507100501_000002,"The works of Alexander Pope Esq. In nine volumes complete. With his last corrections, additions, and improvements: together with the commentary and notes of his editor.",Alexander Pope,46,0,5,1,0,0,0,0,0,0,1,2,1,0,0,0,1,1,1,0,0,0,0,0,2,0,8,3,0,3,0,2,3,0,3,0,0,0,0,0,5,0,0,2,2,0,1766,1,9,"London : printed for A. Millar, J. and R. Tonson, C. Bathurst, H. Woodfall, R. Baldwin, W. Johnston, B. Law, T. Longman, T. Caslon, Johnson and Davenport, and M. Richardson, MDCCLXVI. [1766].",London,255,male,1688,1744,TRUE,"two poems entitled mbccxxxviii. The Prologue and Epilogue are here given with the like advantages as the Ethic epif/les in the foregoing Volume, that is to say, with the Variations, or additional verses from the Author's Manuscripts. The Epilogue to the Satires is likewise enriched with many and large notes,"
0870000105_000083,"The works of Alexander Pope, Esq. complete. With his last corrections, additions, and improvements: together with the commentary and notes of his editor. A new edition, in five volumes. To which is annexed the life of the author, compiled from Original Manuscripts, with a Critical Essay on his Writings and Genius. By Owen Ruffhead, Esq.",Alexander Pope,33,0,2,0,0,0,0,0,0,2,0,1,0,0,1,0,0,3,1,0,1,1,0,2,0,0,4,0,1,1,0,1,1,0,2,0,0,0,1,0,1,2,0,1,4,0,1769,5,5,"London : printed for C. Bathurst, H. Woodfall, W. Strahan, J. and F. Rivington, W. Johnston, B. White, T. Caslon, T. Longman, B. Law, Johnson and Payne, S. Bladon, T. Cadell, and the Executors of A. Millar, MDCCLXIX. [1769].",London,466,male,1688,1744,TRUE,"worthy, from being buried in the tomb of oblivion. The poem raised him, as he knew it would, some enemies; but he had reason to be satisfied with the approbation of good men, and the testimony of his own conscience. This volume closes with a copy of verses addrered to"
0227000109_000030,"The works of Alexander Pope Esq. In nine volumes, complete. With his last corrections, additions, and improvements; As they were delivered to the Editor, a little before his Death. Together with the commentary and notes of Mr. Warburton.",Alexander Pope,30,0,0,2,0,0,0,1,0,2,0,1,0,1,0,0,0,5,1,0,0,0,0,3,1,0,2,0,0,1,0,0,0,1,0,0,1,1,1,0,2,0,2,0,1,1,1757,9,9,"London : printed for A. Millar, J. and R. Tonson, H. Lintot, and C. Bathurst, MDCCLVII. [1757].",London,281,male,1688,1744,TRUE,"found itnot; but T found the folly of solicitude about it in a hundred instances; the contrariety of opinions and practises, the inability of physicians, the blind obedience of some patients, and as blind rebellion of others. I believe at a certain time of life, men are either fools, or"
0311100100_000011,"Don Ricardo Honeywater vindicated. In a letter to Doctor Salguod, Physician in Ordinary to His Royal Highness the Prince of Asturia's Houshold, and Man-Midwife: the reputed author of a scurrilous pamphlet, entitled, The cornutor of seventy-five. Wherein The Malice, Ignorance and Self-Sufficiency of that Author are fully Display'd, in several Diverting Particulars of his Life and Character. Written Originally in Spanish, and Published at Madrid by the Celebrated Author of Gil Blas. Faithfully Translated from an Original Copy in the Cotton Library. By A. M. a graduate in physic.",Tobias Smollett,31,0,2,1,0,0,0,0,0,0,1,1,6,0,0,1,2,1,0,0,0,1,0,0,0,0,3,0,0,2,0,0,1,0,2,0,2,0,1,1,1,0,0,0,2,0,1748,1,1,"London : printed for E. Pen, near St. Paul's, 1748.",London,50,male,1721,1771,TRUE,"He found every Day new Talents which had been hid from himself, and all the World before; At last he takes it into his head to turn Poet though' had he been to play at Crambo with School Boys, they would certainly have.got the better: but he was notpblig'd to"
0146402400_000001,Characters: an epistle to Alexander Pope Esq; and Mr. Whitehead.,,27,1,0,1,1,0,1,0,0,2,2,1,1,2,0,0,0,0,0,0,0,1,1,2,0,0,1,1,0,1,0,0,0,1,2,0,1,0,0,1,0,1,1,0,1,0,1739,1,1,"London : printed for T. Cooper, at the Globe in Pater-Noster-Row; and sold by the booksellers of London and Westminster, MDCCXXXIX. [1739].",London,13,unknown,,,FALSE,"CH A RAC T ER S: A N FJ I S T L E EPISTLE T O ALE X A N D ER popeefq; Mr. W H I T E H E, D. Price One Shilling. CHARACTERS : A N EPISTLE T O A L E XAND E R P"
0081600134_000036,"The works of the English poets. With prefaces, biographical and critical, by Samuel Johnson. ...",Samuel Johnson,34,1,2,0,0,1,0,1,0,0,3,1,1,0,0,0,0,2,2,0,0,1,4,0,0,0,0,0,0,2,1,1,1,0,1,0,2,2,0,0,1,0,0,4,0,0,1779,34,58,"London : printed by H. Hughs; for C. Bathurst, J. Buckland, W. Strahan, J. Rivington and Sons, T. Davies, T. Payne, L. Davis, W. Owen, B. White, S. Crowder, T. Caslon, T. Longman, B. Law, E. and C. Dilly, J. Dodsley, H. Baldwin, J. Wilkie, J. Robson, J. Johnson, T. Lowndes, T. Becket, G. Robinson, T. Cadell, W. Davis, J. Nichols, F. Newbery, T. Evans, J. Ridley, R. Baldwin, G. Nicol, Leigh and Sotheby, J. Bew, N. Conant, J. Murray, W. Fox, J. Bowen, MDCCLXXIX. [1779]-80.",London,310,male,1709,1784,TRUE,"the blanket, high in air he flies, And REMARKS. Ver. 4.3. A shaggy Tapestry.] A sorry kind of Tapeisry. frequent in old Inns, made of worsted or some coarser fluff; like that which is spoken of by Donne Faces as fiightful as theirs who whip Christ in old hangings. This"
0404500300_000001,"Select poems from Ireland: part II. Containing, I. A letter to Dr. D---l---y on the libels writ against him. II. The pheasant and the lark. A fable. III. A friendly apology for a certain justice of the peace, by way of defence of H--rtley Hutch---n, Esq;",Jonathan Swift,35,0,1,0,0,0,0,1,0,1,3,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,6,1,0,4,1,1,0,0,0,2,1,0,0,0,0,0,3,2,2,0,1730,1,1,"[London] : Printed at Dublin: London, reprinted and sold by T. Warner at the Black-Boy in Pater-Noster-Row, M.DCC.XXX. [1730].",London,30,male,1667,1745,TRUE,"j': pill.ej7d, bea,; tifully printed from the Dublin Edition. A Vindication of his Excellency the Lord C t, from the Charge of favouring none but Tories, High churchmen and Jacobites. Bv the Reverend Dr. Swft. II The TRIBUNE. Part I. and II To which is added, An Epistle to his"
0944700100_000001,The devil's wedding. A poem. Exhibiting some of the most flagitious characters of the age. Dedicated to the most worthy prelate in his Majesty's Dominions.,,40,3,0,2,0,0,1,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,1,0,0,1,1,3,0,2,2,2,0,0,7,0,0,0,0,0,1,5,1,0,1,1,1778,1,1,"London : printed for S. Bladon, No. 13, Pater-Noster-Row, M.DCC.LXXVIII. [1778].",London,26,unknown,,,FALSE,"THE MOST FLAGITIOUSCHARACTERS OF THE AGE . D E DICATE D TO the IN HIS AJ E sty's DOMINION S. Inftrulive Satire , TRUE to Virtue's Cause! Thou shining Supplement of public Laws! wyhen flattered Crimes of a licentious Age Reproach our Silence, and demand our Rage. YOUNG, LONDON: Printed"
