PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(action),termFreq(administr),termFreq(agre),termFreq(assign),termFreq(bond),termFreq(brought),termFreq(cafe),termFreq(cau),termFreq(charg),termFreq(cite),termFreq(condit),termFreq(court),termFreq(coven),termFreq(creditor),termFreq(death),termFreq(debt),termFreq(deceas),termFreq(decre),termFreq(defend),termFreq(devis),termFreq(dure),termFreq(estat),termFreq(evid),termFreq(execut),termFreq(executor),termFreq(gener),termFreq(grant),termFreq(hall),termFreq(hand),termFreq(heir),termFreq(indentur),termFreq(judgment),termFreq(laid),termFreq(land),termFreq(law),termFreq(legaci),termFreq(life),termFreq(mention),termFreq(monei),termFreq(paid),termFreq(parti),termFreq(payment),termFreq(person),termFreq(plaintiff),termFreq(plea),termFreq(plead),termFreq(present),termFreq(prove),termFreq(receiv),termFreq(recit),termFreq(releas),termFreq(rent),termFreq(sever),termFreq(statut),termFreq(suit),termFreq(term),termFreq(wife),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpt
1281401001_000019,"The new pocket conveyancer; or, gentleman, tradesman, lawyer and attorney's magazine of law. Being a collection of choice approved precedents, Useful for all Lawyers, Attornies, Notaries, Clerks, Stewards, Agents, Merchants, Tradesmen, and especially Farmers and Country Gentlemen. Consisting of Agreements. Appointments. Assignments. Awards. Bargains and Sales. Bills of Sale. Bonds. Covenants. Declamations of Trust. Defeazances. Disclaimer. Exchanges. Deeds of Gift. Grants. Leases. Letters of Attorney. Letters of Licence and Composition. Memorials. Mortgages. Partitions. Partnership. Releases. Revocation. Separation. Settlements. Uses. Wills, &c. &c. Compiled from the best authors who have written on these Subjects, with the Addition of many excellent original Precedents. Mullum in Parvo. By a gentleman of Lincoln's Inn. ...",Philip Carteret Webb,108,2,0,6,1,9,8,1,0,0,1,0,1,3,3,1,0,3,4,0,0,0,0,2,0,9,10,0,0,2,2,1,4,0,2,2,2,0,0,3,5,1,0,6,1,0,0,0,2,0,0,2,3,0,3,0,2,1,0,1765,1,2,"Dublin : printed for Elizabeth Watts, in Skinner-Row, M,DCC,LXV. [1765].",Dublin,202,male,1702,1770,FALSE,"make, ordain, conffitute, authorise and appoint the laid 7 F. to be my TRUE and lawful attorney, tor me, and in my name to sue and prosecute the said execution upon the said judgement, and upon composition, or agreement made concerning the premiifes, to acknowledge satisfaction, or to make and"
0596100102_000054,"The practical conveyancer: in two parts. Part I. Containing rules and instructions for drawing all sorts of deeds for the conveying of estates and interests, whether Real or Personal, in Possession or Expectancy. Also Particular Rules for the Exposition of Deeds, Wills, &c. and of the most material Words used in Conveyances: Together With The Resolutions of the several Courts at Westminster, in Cases wherein Difficulties have arisen touching the Words and Clauses in Deeds, Devises, &c. The Whole extracted from the Reports at large of the said Cases, and from the New Abridgment of the Law, &c. and alphabetically digested under proper Heads. Part II. Being the first part reduced into practice, in a choice collection of the most useful precedents, viz. Marriage-Settlements, Bargains and Sales, Leases, Leases and Releases, Deeds of Copartnership, of Exchange, of Release and Confirmation; Mortgages, Surrenders, Wills, Letters of Attorney, Assignments of Stocks and Exchequer Annuities, Ecclesiastical Instruments, &c. which in this New Edition are properly Methodized and Referred. By John Lilly, Gent. The third edition corrected, and continued down to this present time, by a barrister of Lincoln's Inn. To which is now added a complete collection of the most useful cases in Chancery, under all the Titles of Conveyancing: Alphabetically digested and Common-Placed from the Reports of Vernon, Peere Williams, The Abridgment of Cases in Equity, &c.","Lilly, John",117,1,0,5,2,13,0,0,2,0,2,0,0,0,6,3,0,2,2,0,0,1,1,3,3,0,13,0,4,0,3,4,1,0,1,3,4,0,0,3,4,3,2,7,7,0,0,1,2,0,2,0,1,2,3,0,0,1,0,1742,2,2,"[London] : In the Savoy: printed by Henry Lintot, (assignee of Edward Sayer, Esq;) for Thomas Osborne in Gray's Inn, and Edward Wicksteed at the Black Swan in Newgate-Street near Warwick-Lane, MDCCXLII. [1742].",London,387,male,,,FALSE,"then and from thenceforth the said fourth Part of the said Messuages, Lands , Tenements and Hereditaments, and other the Premilfes hereby granted or demised, or mentioned or intended to be hereby granted or demised, shall be and remain unto the said S. S. his Executors , Adminifirators and Assigns"
0755300100_000123,"Reports of cases argued and determined in the High Court of Chancery. By William Brown, of the Inner-Temple, Esq; Barrister at Law. Volume the first. From Trinity Term, in the eighteenth, to the conclusion of the twenty-fifth year of the reign of his present Majesty King George the third, both inclusive.","Brown, William",103,2,0,1,0,0,3,0,1,0,3,0,0,1,1,0,1,6,2,4,4,4,1,11,0,2,2,0,0,0,0,5,0,0,1,1,3,2,5,1,4,3,1,3,6,6,0,0,1,0,0,1,0,2,3,0,0,4,2,1790,1,1,"London : printed by A. Strahan and W. Woodfall, Law-Printers to the King's Most Excellent Majesty: for E and R. Brooke, Bell-Yard, Temple-Bar, MDCCXC. [1790].",London,651,male,1747,1794,FALSE,"of T'weedale, the plaintiff ,) and, fuibjed to that charge , he directed the trustees to stand seifed of those estates , to the use of his grandson Robert Lord Carteret, (afterwards Earl Granville) for life , remainder to trustees to preserve contingent remainders, remainder to his first and other"
1184400600_000380,"Lex mercatoria rediviva: or, the merchant's directory. Being a complete guide to all men in business, Whether AS Traders, Remitters, Owners, Freighters, Captains, Insurers, Brokers, Factors, Supercargoes, Agents. Containing an account of our trading companies and colonies, with their Establishments, and an Abstract of their Charters; the duty of consuls, and the Laws subsisting about Aliens, Naturalization and Denization. To which is added, a state of the present general traffick of the whole world ; describing the Manufactures and Products of each particular Nation: And Tables of the Correspondence and Agreement of the European Coins, Weights, and Measures, with the Addition of all others that are known. Extracted from the works of the best writers both at Home and Abroad; more especially from those justly celebrated ones of Messieurs Savary; improved and corrected by the author's own observations, during his long Continuance in Trade. The whole calculated for the Use and Service of the Merchant, Lawyer, Senator, and Gentleman. The third edition, with large additions. By Wyndham Beawes, Esq; His Britannick Majesty's Consul at Seville and St. Lucar.",Wyndham Beawes,112,0,0,0,0,1,0,1,7,0,1,1,0,2,2,4,3,4,0,5,2,7,3,4,2,1,3,0,0,0,1,2,0,0,1,8,4,6,0,0,1,4,1,0,2,4,0,0,1,1,1,0,0,0,0,3,0,3,16,1771,1,1,"London : printed for J. Rivington, T. Longman, B. Law, S. Crowder, T. Becket, T. Cadell, Robinson and Roberts, and R. Baldwin, M.DCC.LXXI: [1771].",London,928,male,,,FALSE,"that though the Testator might intend these Lands for the separate Use of his Daughter, yet that this Intention was not executed according to Law , as the Premiies were not devised to Trustees for the separate Use of the Wife , and according to Law the Hutband, during the"
0233200200_000131,"The law of covenants. A treatise, explaining the nature and rules of the several sorts of covenants: As, Express. In Law. Disjunctive. Copulative. Joint. Several. Inherent. Collateral. Affirmative. Negative. Mutual, or Reciprocal. Personal. Real. Distinct. Tantamount. And also, The Construction of several special Covenants; as, to save Harmless, Building Covenants, Marriage Covenants, &c. The Manner of Declaring and Assigning the Breaches; and Pleadings under each proper Title. With Several other Matters relating to Covenants and Bonds of Performance. By the author of the Law of ejectments.",Author of The law of ejectments,135,0,2,0,1,5,3,2,2,0,0,0,1,3,16,0,0,4,0,0,21,0,1,3,0,1,0,1,2,0,0,1,6,0,1,4,3,0,1,0,1,2,1,0,1,14,2,9,0,0,5,0,3,6,0,1,1,3,2,1711,1,1,"[London] : In the Savoy: printed by John Nutt, assignee of Edw. Sayer Esq; for Samuel Butler, at Bernard's-Inn-Gate in Holborn, 1711.",London,569,unknown,,,FALSE,"The Plaintiff was not di Deed. fiurbed ab & pops the sealing of the Deed. Plaintiff demurs. Because no answer is made to thetimepafi, Judgmentpro q2er'. 2 Reb. 291 Lewus and Gellion. Astion of Covenant to pay Money , 30 I. when it Should be railed out of the Estate"
0640200300_000046,"The compleat conveyancer. A collection of presidents for conveyances: being such draughts which have either been drawn or perused by the late eminent and learned conveyancers, Sir John Maynard Kt. Sir Francis Pemberton Kt. Sir Ambrose Philips Kt. and Sir Thomas Skipwith Kt. Serjeants at Law, Sir John King Kt. Isaac Ewer Esq; and other the Chiefest Conveyancers of the Age; whereby the Estates of several Persons of Honour, and the greatest Quality in England have been settled and conveyed.",,129,0,1,7,1,14,0,0,1,0,2,0,0,2,5,0,0,0,2,0,2,2,1,4,0,3,15,0,6,2,0,13,5,0,2,3,8,0,0,3,1,1,1,3,2,0,0,0,5,0,1,5,0,0,2,0,1,1,2,1701,1,1,"London : printed by the assigns of Richard and Edward Atkins Esquires, for Isaac Cleave at Serjeants-Inn Gate in Chancery-Lane, and Abel Roper at the Black Boy in Fleetstreet, [1701].",London,381,unknown,,,FALSE,"agreed by and between all the laid Parties to trefe Presents , in manner and form following: And first, the said Hultoft Grove, for and in consideration of the Covenants and Agreements herein after mentioned , on the part and behalf of the said Gabriel Afiley, Richard Afbley, Roger Pope,"
0596000102_000038,Sir Orl. Bridgman's conveyances: being select precedents of deeds and instruments concerning the most considerable estates in England. ...,"Sir Orlando Bridgeman, 1st Baronet, of Great Lever",127,1,0,7,1,8,0,0,1,0,6,0,0,2,8,0,0,5,0,0,0,1,0,3,0,0,10,0,12,0,0,13,1,3,0,5,4,0,0,4,3,3,1,2,2,0,2,0,4,0,1,1,8,1,1,0,0,1,2,1725,2,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of E. Sayer Esq;) for R. Gosling; and Winstanley Battersby, 1725.",London,579,male,1606,1674,FALSE,"of them, do further Covenant , Promise, and Grant to and .with the said 7 W and J. H. their Heirs , Executors , and Administrators , by these Presents , That the said Sum of 4800 /. mentioned to be the Consideration in the said recited Indenture of the"
0408500103_000008,"A new abridgment of the law. By Matthew Bacon, of the Middle Temple, Esq. The fifth edition, corrected; with considerable additions, Including the Latest Authorities; By Henry Gwillim, of the Middle Temple Esq. Barrister at Law. In seven volumes. ...",Matthew Bacon,102,3,2,8,2,0,4,2,4,0,1,0,0,3,0,3,0,7,0,0,3,2,7,2,0,0,4,0,7,0,0,1,0,2,1,0,2,2,0,0,1,1,0,4,5,7,3,2,0,1,0,0,0,0,4,0,1,0,1,1798,3,7,"London : printed by A. Strahan, Law Printer to the King's Most Excellent Majesty, for T. Cadell, C. Dilly, G. G. and J. Robinson, J. Johnson, R. Baldwin, A. Strahan, W. Otridge, E. and R. Brooke, F. and C. Rivington, J. Butterworth, E. Newbery, W. Clarke and Son, J. Stockdale, T. Payne, J. Walker, R. Banister, R. Pheney, T. N. Longman, R. Bickerstaff, and J. White, 1798.",London,805,male,,,FALSE,"durante minoritat' wastes the afrets, the And. 34 more proper way to charge him is by action on the cafe by the Sid. 74 infaint wheln he comes of age: also, by some opinions he may 6 Co. IS.. bring detinue against him for those goods which he still continues"
0503400300_000162,"The office and duty of executors; or, a treatise directing testators to form, and executors to perform their wills and testaments according to law. What a Man may give or dispose of by his Will; of Revocations and new Publications of Wills. Of the State of Things upon the Testators Death; what may be done by an Executor, &c. Of proving Wills, and of the Fees payable for the Probates. What Things shall come to Executors by or after the Testators Death. Cases between Heir and Executor; and of Suits by or against them; and of the Method of Payment of the Testator's Debts. Of Devastavit or Wasting; and of an executor in his own wrong. Of married Women and Infant Executors; of Legacies; of Executors of Executors; of Administrators. Originally compiled by that Approved and Judicious Author Thomas Wentworth of Lincoln's Inn, Esq; To which is added, the supplement of H. Curson, Gent. many Hundred References, by a Barrister of Grey's Inn; and since revised and brought down to the present Time, by Geo. Wilson, Serjeant at Law.","Doddridge, John, Sir",154,2,5,3,0,1,1,0,1,0,6,1,0,0,1,0,0,6,1,3,3,2,0,2,0,0,60,0,1,1,2,8,0,0,0,7,2,4,0,0,5,1,1,1,4,2,0,3,1,5,1,0,3,0,0,0,0,4,0,1774,1,1,"London : printed by W. Strahan and M. Woodfall, Law Printers to the King's Most Excellent Majesty. For, T. Waller, W. Strahan, P. Uriel, B. Tovey, and W. Flexney, MDCCLXXIV. [1774].",London,559,male,1555,1628,FALSE,"restitution, administrators , error, C ibid. Where executors in a replevin need not allege seisin in making avowry, the deed beipg the title ibid. What execu: ors stall be charged with, what not 45, 46 Executors are bound although not named 47 If money be to be paid to the"
0597900102_000409,"A complete body of conveyancing, in theory and practice, by Edward Wood. A new edition, being the fifth, revised and corrected, with the Addition of Original Precedents, Notes, References, &c. By John Joseph Powell, of the Middle Temple, Esq. Barrister at Law. In three volumes. ...","Wood, Edward, conveyancer",134,0,1,0,1,5,6,4,6,0,0,1,3,4,26,0,4,2,0,0,9,0,1,6,0,0,1,0,5,2,0,0,11,0,0,1,4,0,5,0,2,1,3,3,1,5,0,3,0,0,0,0,1,1,0,2,0,4,0,1791,2,3,"London : printed by A. Strahan and W. Woodfall, Law Printers to the King's Most Excellent Majesty; for J. Johnson, in St. Paul's Church-Yard; J.F. and C. Rivington, P. Uriel, B. Law, G. G. J. and J. Robinson, R. Baldwin, W. Otridge, W. Brown, E. and R. Brooke, S. Hayes, W. Stuart, T. Whieldon, Ogilvy and Co. W. Lowndes, W. Clarke, and J. Evans, MDCCXC. [1790]-93.",London,855,male,,,FALSE,"in the pany grantor, that deed is good. Lease of tenant for life for twenty-one years, with covenant to enjoy during the tern, and bond accordingly; by his death the bond falls. In Dyer there was an opinion, the debt lay on bond notwitliftanding a release of covenants in an"
0409200101_000218,"Precedents in conveyancing, settled and approved by Gilbert Horseman, Late of Lincoln's Inn, Esq; and other eminent counsel. In two volumes, with proper tables. ...","Horseman, Gilbert",132,4,1,9,4,3,5,0,4,0,1,0,1,0,2,0,1,9,7,0,0,0,2,3,0,1,18,0,2,1,0,3,1,0,6,1,1,0,0,2,2,1,24,2,2,0,0,0,2,0,0,0,1,2,0,0,1,3,0,1768,1,2,"London : printed by H. Woodfall and W. Strahan, Law-Printers to the King's Most Excellent Majesty; for J. Worrall; A. Millar; H. Woodfall; W. Strahan; J. Rivington; R. Baldwin; W. Owen; Hawes, Clarks, and Collins; W. Johnston; S. Crowder; J. Dodsley; B. Law; P. Uriel; T. Lowndes; W. Richardson; and A. Shuckburgh. M.DCC.LXVIII. [1768].",London,578,male,,,FALSE,"for to Payment to die, enter into and become bound to the respective Executors or Adminifirators of the said Partner or Partners so deceasing , in one or more Bond or Bonds of double Penalty, with one or more such Surety or Sureties as shall be to the good Liking"
0119600200_000068,"A supplement to The office and duty of executors: Containing Divers Matters and Things omitted or not comprized in former Impressions relating to Wills, Executors, Administrators, Devises, Legacies, &c. Collected from the Body of the Common and Statute Laws of the Kingdom, and methodically Digested: With References to the divers Acts of Parliament and Adjudged Cases, Authorising and Approving the same. By H. Curson of the Inner-Temple, Gent.","Curson, H. (Henry)",159,3,3,3,0,2,1,0,4,0,7,1,0,0,1,0,0,4,0,3,2,4,1,2,0,1,62,0,2,7,2,8,0,0,0,4,2,3,0,0,5,0,1,0,3,1,0,2,0,3,0,0,2,3,0,0,0,6,1,1703,1,1,"London : printed by the assigns of Richard and Edward Atkins, Esquires; for John Place at Furnival's Inn,, and Rich. Sare at Gray's Inn Gate in Holborn, 1703.",London,270,unknown,,,FALSE,"not 5' Covenant to Tellator cause of the Lease to the Executors , the Term was Assets ibid. Where Executor or adminirfrator taketh Profits, nothing ( hall be Affits but clear Profits ibid. Goods taken from an Executor after he hath administered are Assets 56 If Executors plead nothing in"
0848500200_000108,"A general abridgment of law and equity alphabetically digested under proper titles with notes and references to the whole. By Charles Viner, Esq;",Charles Viner,95,0,0,1,0,1,0,0,7,0,3,2,3,4,1,3,1,5,1,5,0,3,0,5,0,0,2,2,1,0,2,4,0,0,0,13,2,5,2,2,1,3,2,1,0,2,0,1,0,1,1,0,0,1,0,1,0,0,1,1757,1,1,"Aldershot in Hampshire near Farnham in Surry : printed for the author, by agreement with the law-patentees, [1757?].",Aldershot,623,male,1678,1756,FALSE,"conidered as a Truste for him; C pleade (ld lis r chase, and conftes'd the Noricc, but inllgted principally upo)' l.'s 1 arc chase without Notice and that he had now b.'s Title. And because C claimed under B. who was a Purchaser without Notice, and who had barred the"
0470000500_000026,"The law's disposal of a person's estate who dies without will or testament: shewing, in a clear, plain, easy, and familiar manner, how a man's family or relations will be entitled to his real and personal estate, by the Laws of England, and the Customs of the City of London and Province of York. To Which IS Added The Disposal of a Person's Estate By Will and Testament; Containing An Explanation of the Mortmain Act, with Instructions and necessary Forms for every Person to make, alter, and republish his own Will: Likewise Directions for Executors how to act after the Testator's Death, with respect to proving his Will, taking upon them the Executorship, getting in the Effects, and paying Debts and Legacies. By Peter Lovelass, of the Inner Temple, Gent.","Lovelass, Peter",113,0,1,2,0,0,1,1,1,0,1,0,0,7,4,3,0,13,1,9,0,0,0,5,1,5,7,1,0,0,1,2,0,5,0,4,6,0,0,2,4,3,0,2,7,1,1,1,0,0,0,0,0,4,0,4,0,3,0,1788,1,1,"London : printed for the author; and sold by P. Uriel, Inner Temple Lane; T. Whieldon, Fleet Street; J. Buckland, and J. Bew, Paternoster Row; and R. Spence, Ousgate, York, MDCCLXXXVIII. [1788].",London,285,male,1786,1812,FALSE,"executors or administrators for the debts of the deceased °. And of two judgments , he who first sues execution must be preferred; but before, it is at the elelcion of the executor or administrator to pay which he pleases first P. It is not necessary, that the judgement be"
