PassageID,Title,Author,Total termFreq,termFreq(add),termFreq(answer),termFreq(articl),termFreq(better),termFreq(book),termFreq(clock),termFreq(commit),termFreq(copi),termFreq(deliv),termFreq(follow),termFreq(form),termFreq(hand),termFreq(hear),termFreq(heard),termFreq(know),termFreq(land),termFreq(late),termFreq(learn),termFreq(leav),termFreq(letter),termFreq(line),termFreq(littl),termFreq(love),termFreq(mean),termFreq(morn),termFreq(morrow),termFreq(note),termFreq(oath),termFreq(observ),termFreq(page),termFreq(peopl),termFreq(person),termFreq(read),termFreq(refer),termFreq(scriptur),termFreq(sens),termFreq(servic),termFreq(text),termFreq(think),termFreq(true),termFreq(vers),termFreq(word),termFreq(write),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1379100102_000723,"Calmet's dictionary of the Holy Bible: Historical, critical, geographical, and etymological: wherein are explained all the proper names in the Old and New Testament, men, women, cities, countries, rivers, mountains, &c. Also most of the significant and remarkable appellatives: with accounts of the natural productions, animals, vegetables, minerals, stones, gems, &c. the antiquities, habits, buildings, and other curiosites of the Jews. With an ample chronological table of the history of the Bible, Jewish calendar, tables of the Hebrew coins, weights and measures, reduced to our own, &c. &c. Now revised, corrected, and augmented. With an entirely newest of plates, explanatory, illustrative, and ornamental; under the direction of C. Taylor.",Antoine Augustin Calmet,42,0,0,0,0,3,0,0,0,0,3,1,0,0,1,0,0,1,1,0,4,0,1,0,1,0,0,3,0,0,1,0,1,4,0,2,0,1,4,1,1,2,3,3,1798,2,3,"London : Printed for Charles Taylor, No. 105, Hatton-Garden, Holborn, 1798.",London,898,male,1672,1757,FALSE,"reign, he was collated to the archdeaconry of Efex in January 1559, by Grindal, 4 BIB bishop of London, and had the reaory of High Ongar in Efex given him. That which was done in the Geneva bible was as follows : - "" I. Because some translations read after"
0885000102_000009,An introduction to merchandize. Containing a compleat system of arithmetic. A system of algebra. ... In two volumes. ...,"Hamilton, Robert",69,1,0,12,0,4,0,0,0,0,2,0,7,0,0,0,0,0,0,2,6,4,0,0,1,0,0,0,0,1,4,0,3,0,7,0,1,0,3,0,0,0,4,7,1777,2,2,"Edinburgh : printed for the author; sold by T. Cadell, London, and John Balfour, Edinburgh, 1777-79.",Edinburgh,378,male,1743,1829,FALSE,"referring to the wafte book ; and so clear, that every person , acquainted with the style of the Journal, may undefltand it with eale. wht.n the post is written, we mark a dail / against the article , on the margin of the wafee book , to show how"
0384200602_000032,"Notes and various readings to Shakespeare, Part the first; containing, All's well that ends well, Antony and Cleopatra, As you like it, Comedy of Errors, Coriolanus, Cymbeline, Hamlet, 1. Henry IV, 2. Henry IV. ...","Collins, John",57,1,0,1,2,0,0,0,2,0,7,0,1,2,0,0,0,0,0,0,3,2,0,0,1,0,0,2,0,0,5,0,2,9,2,0,4,0,0,1,2,0,8,0,1779,2,3,"London : printed by Henry Hughs, for the author, [1779-80].",London,561,male,1741,1797,FALSE,"modern, and acquiefc'd in by the Revisal, and is (in truth) specious; see it in the ""Readngs ""at 1 30: but the present pointing (which is that of all the copies before him) is to be preserved for this reason; that Baffanio's encomium is confined (and rightly)toa matter that latest"
0310700201_000003,"Poems by eminent ladies. Particularly, Mrs. Barber, Mrs. Behn, Miss Carter, Lady Chudleigh, Mrs. Cockburn, Mrs. Grierson, Mrs. Jones, Mrs. Killigrew, Mrs. Leapor, Mrs. Madan, Mrs. Masters, Lady M. W. Montague, Mrs. Monk, Dutchess of Newcastle, Mrs. K. Philips, Mrs. Pilkington, Mrs. Rowe, Lady Winchelsea. ...",,41,1,0,1,2,1,0,0,2,0,1,1,0,0,0,1,0,1,1,0,4,0,2,3,3,0,0,0,0,2,0,0,0,1,1,0,1,2,0,2,1,3,2,2,1755,1,2,"London : printed for R. Baldwin, at the Rose, in Pater-Noster Row, MDCCLV. [1755].",London,322,unknown,,,FALSE,"draught of her own character, and her behaviour to her children; and the other copies of verses written for her son, are so many initances of the care betook to form their minds, and cultivate their un derfiandings. For a farther account of Mrs. Barber and her writings I shall"
0742800104_000012,"Lectures in divinity, delivered in the University of Cambridge, by John Hey, D. D. as Norrisian Professor.",John Hey,43,0,3,6,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,1,0,1,1,0,1,0,0,0,0,1,2,2,1,2,3,3,2,0,3,3,2,0,1,0,1796,4,4,"Cambridge : printed by John Burges Printer to the University; and sold by W.H. Lunn, and J. Deighton, Cambridge; Leigh and Sotheby, York-Street, Covent-Garden, Rivingtons, St. Paul's Church-Yard, Payne, Mews-Gate, and Shepperson and Reynolds, No. 137, Oxford-Street, London, and Cooke, Oxford, MDCCXCVI. [1796]-98.",Cambridge,580,male,1734,1815,FALSE,"indirect kind; or to the answering of a few objections : premising, that what was said in answer to objections under the precedingr Article , might be of use here. The imrnutabbility of God used to be urged by the Predestinarians at the time of the Reformation, in favour of"
1199000107_000045,"The works of Jonathn. Swift, D.D.: D.S.P.D. with notes historical and critical. By J. Hawkesworth, L.L.D. and others. Vol. I.",Jonathan Swift,36,1,0,2,1,1,0,0,1,2,0,1,1,1,0,2,0,0,1,0,0,2,2,0,1,1,0,2,0,1,1,3,0,4,0,1,0,0,0,2,0,0,0,2,1774,7,15,"[Dublin] : Printed for J. Williams, Dublin, 1774.",Dublin,413,male,1667,1745,TRUE,"seems to relish what you said, you may condemn their taste, if you please, and appeal to better judgments; but in the * This dissuasive against an attempt to move the passions, is not intended to censure those discourses, by which hbpe and fear are excited by an exhibition of"
0451500200_000068,"The canons of criticism, and glossary, being a supplement to Mr. Warburton's edition of Shakespear. Collected from the notes in that celebrated work, And proper to be bound up with it. By the other gentleman of Lincoln's-Inn.","Edwards, Thomas",34,0,0,0,1,2,1,0,0,0,1,0,1,1,0,0,2,0,2,2,3,1,1,1,2,0,0,2,0,0,2,1,1,0,0,0,0,0,2,1,0,1,1,2,1765,1,1,"London : printed for C. Bathurst, opposite St. Dunstan's Church in Fleet-Street, M.DCC.LXV. [1765].",London,365,male,1699,1757,FALSE,"the reputation tion of Letters in general, and of our English language in particular; to take some public notice of a performance, which I am sorry to say has violated all these refpeas. Had this been done by a common hand , I had held my peace; and left the"
0297300104_000332,"The works of the late reverend and learned Isaac Watts, D.D. published by himself, and now collected into six volumes. In which are also inserted the second part of the Improvement of the mind, An essay on education, and some additions to his Miscellaneous thoughts in prose and verse. Now first published from his manuscripts, and, the Direction of his Will, revised and corrected by D. Jennings, D.D. and the late P. Doddridge, D.D. ...",Isaac Watts,85,1,0,0,0,6,0,0,0,0,2,0,1,0,0,2,0,0,1,2,4,3,2,0,1,0,0,0,0,4,1,1,1,13,0,0,1,0,0,1,4,3,21,10,1753,4,6,"London : printed for T. and T. Longman at the Ship, and J. Buckland at the Buck, in Pater-Noster-Row; J. Oswald at the Rose and Crown in the Poultry; J. Waugh at the Turk's-Head in Lombard-Street; and J. Ward at the King's-Arms in Cornhill, MDCCLIII. [1753].",London,714,male,1674,1748,TRUE,"in reading all there kinds of poetry: Ior is the reader obliged obliged to know beforehand what particular kind of verse he is going to read , if he will but follow the common pronunciation of the Englih tongue; let him but humour the sense a little , as he"
0051601100_000009,"A critical dissertation on Isaiah, Vii. 13,14,15,16. In which the sentiments advanced by Dr. Kennicott, in a sermon lately published, and by several other writers, are candidly and impartially examined.","Williams, John",41,1,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,2,1,0,1,0,0,1,0,0,3,0,3,2,1,1,0,3,1,2,0,0,1,2,0,7,3,1767,1,1,"London : printed for B. White, at Horace's Head, in Fleet-Street; J. Buckland, in Pater-Noster-Row; J. Walter, at Charing cross; and N. Young, at the Royal Exchange, MDCCLXVII. [1767].",London,51,male,1727,1798,FALSE,"by the prophets; "" that is, though no particular prophet made use of these words , yet they all represent Messiah as a sufferer. The [ 39'1 The word is not na.p.auiu( a Nazarene, but naosao,, a Nazorite. But chap. II 15 cannot be vindicated in the same nmariier, for"
0877901300_000003,A short grammatical introduction to the English tongue.,"Haywood, James",67,0,0,1,2,4,0,0,0,0,2,0,1,0,0,4,0,0,0,1,4,4,0,0,2,0,0,6,0,1,0,0,2,2,3,0,2,0,0,0,1,2,21,2,1793,1,1,"Sheffield : printed by J. Gales, M,DCC,XCIII. [1793].",Sheffield,72,male,,1800,FALSE,"home. A COLON (:) parts several sentences, every one of which has a full meaning of its own, though at the same time, it leaves us in expectation of something that is to follow ; as men jh7ould avoid speaking rajhly.: for fiuch as are guilty of so doing often"
1000200101_000068,"Miscellanies in prose and verse. In two volumes. By Jonathan Swift, D.D. and Alexander Pope, Esq; To which is added, a poem written on the north-window of the Deanary-House of St. Patrick's, Dublin.",Alexander Pope,38,1,1,2,1,1,0,0,1,3,0,1,1,1,0,1,0,0,1,1,0,2,2,1,0,1,0,2,0,1,1,2,1,5,0,0,0,0,0,1,0,0,0,3,1728,1,2,"[Dublin] : London printed, and re-printed in Dublin, by and for Sam. Fairbrother, Bookseller in Skinner-Row, opposite the Tholsel, 1728.",Dublin,380,male,1688,1744,TRUE,"others will never be able to retain them, nor consequently to carry away a Syllable of the Sermon. I hall now mention a Particular, wherein your whole Body will be certainly against me, and the Laity, almofi to a Man on my Side. However it came about, I cannot get"
0333201300_000085,"The improvement of the mind; or a supplement to the art of logic. In two parts. By Isaac Watts, D.D. Also his posthumous works. Published after his death by D. Jennings, D.D. and P. Doddridge, D.D.",Isaac Watts,37,1,1,0,0,6,0,0,1,0,0,2,1,0,0,0,0,0,3,2,1,1,0,0,1,0,0,2,0,0,2,0,3,2,0,1,2,0,1,0,1,0,1,2,1789,1,1,"London : printed for the booksellers, MDCCLXXXIX. [1789].",London,418,male,1674,1748,TRUE,"never read hilory to any great advantage, nor can he maintain his own station and characer in life with honour and dignity, without Some infight into them. XXXIX STUDENTS in divinity ought to seek a larger acquaintarice with the jewji/ laws, polity, cnftoms, C. in order to understand many passages"
0126202300_000115,"A new family instructor; in familiar discourses between a father and his children, on the most essential points of the Christian religion. In two parts. Part I. Containing a father's instructions to his Son upon his going to Travel into Popish Countries; And to the rest of his Children, on his Son's turning Papist; confirming them in the Protestant Religion, against the Absurdities of Popery. Part II. Instructions against the three grand errors of the Times; Viz. 1. Asserting the Divine Authority of the Scripture; against the Deists. 2. Proofs, that the Messias is already come, &c. against the Atheists and Jews. 3. Asserting, the Divinity of Jesus Christ, that he was really the Same with the Messias, and that the Messias was to be really God; against our Modern Hereticks. With a poem upon the divine nature of Jesus Christ, in blank verse. By the author of The family instructor.",Daniel Defoe,57,0,0,0,1,2,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,1,3,4,2,0,0,6,5,5,4,12,2,1727,1,1,"London : printed for T. Warner, at the Black-Boy in Pater-Noster-Row, M.DCC.XXVII. [1727].",London,398,male,1660,1731,TRUE,"ancient Manuscripts of the Greek New Testament, which have all of them this Clause; and he tells us where those Manuscripts are to be found, as particularly in the French King's Library, and the King of pi rlfia Library at Berlin; in the Vatican Library, and several others, for which,"
0384200602_000206,"Notes and various readings to Shakespeare, Part the first; containing, All's well that ends well, Antony and Cleopatra, As you like it, Comedy of Errors, Coriolanus, Cymbeline, Hamlet, 1. Henry IV, 2. Henry IV. ...","Collins, John",61,0,0,0,2,0,0,0,3,0,4,3,1,0,0,1,0,0,0,1,1,10,2,0,2,0,0,1,0,0,6,0,0,5,0,0,5,0,1,2,1,4,6,0,1779,2,3,"London : printed by Henry Hughs, for the author, [1779-80].",London,561,male,1741,1797,FALSE,"26 From thy Juccefsion c] ] ing to what his father had threat end: but the former pronoun seeming less proper than the present, and a freqient interchange of them appearing in old editions, if has not been fcrupl'd to make choice of the properest: In like manner, whereas concord"
0338000100_000026,"The christian oratory: or, the devotion of the closet display'd. By the Reverend and learned Mr. Benjamin Bennet.",Benjamin Bennet,53,1,0,0,1,2,0,0,3,0,1,2,3,2,0,1,1,0,4,0,0,0,0,1,1,0,0,0,0,2,0,1,1,6,1,3,2,0,0,1,0,0,8,5,1757,1,1,"London : printed for a Society of Gentlemen: and sold by Mr. J. Payne, at Pope's Head, in Pater-Noster Row, at Two Shillings and Sixpence in Sheets, for the more easy Distribution amongst the Poor, MDCCLVII. [1757].",London,752,male,1674,1726,FALSE,"And i. Confider, for this Purpose, the Command of God. It was required of the King of Israel, that be Should write him a Copy of the Law in a Book ; that it [hold be with him, and that he Should read therein all the Days of his Life,"
0448300600_000054,"Domestic happiness, promoted; in a series of discourses from a father to his daughter, on occasion of her going into service; Calculated to render Servants in general virtuous and happy: with various characters, anecdotes, fables, and reflections, suited to Masters and Mistresses of families. Being for the most part adapted also to the Use of Sunday-Schools, as Lectures to the Scholars, particularly Such as are going into Service; Abridged from Virtue in humble life, written by Jonas Hanway, Esq.",Jonas Hanway,58,0,0,0,3,1,0,0,0,2,0,0,1,1,0,4,0,0,6,2,0,0,2,3,0,0,0,0,0,0,0,3,2,11,1,2,2,1,0,1,1,2,5,2,1786,1,1,"London : sold by Dodsley in Pall Mall, and Sewel in Cornhill, MDCCLXXXVI. [1786].",London,280,male,1712,1786,FALSE,"s of heaven. DISCOURSE XXVI Duty of learning to read . Reading the feriplure fential to religion. on iwrifing. frugality. Prudenei. fals of the wolf and the lamb. on moiidefty. b aflfulns. IT is sometimes a question, whether people of the lower classes are the better for being taught to"
0902600104_000004,"The works of Jonathan Swift, D.D. Dean of St. Patrick's, Dublin, accurately revised in twelve volumes, adorned with copper-plates; with some account of the author's life, and notes historical and explanatory, by John Hawkesworth.",Jonathan Swift,38,0,0,1,1,1,0,0,1,2,0,1,1,1,0,2,0,0,2,0,0,2,2,0,1,1,0,2,0,1,1,3,1,4,0,1,0,0,0,3,0,0,1,2,1754,4,12,"London : printed for C. Bathurst, C. Davis, C. Hitch, and L. Hawes, J. Hodges, R. and J. Dodsley and W. Bowyer, MDCCLV. [1755].",London,342,male,1667,1745,TRUE,"at any perfection in it; as every man will find, much sooner than learn , by consulting Cicero himself. I therefore entreat you to make use of this faculty (if you be ever so unfortunate as to think you have it) as seldom, and with as much caution as you"
0941700200_000001,"An appeal to the common sense of all Christian people, more particularly the members of the Church of England, with regard to an important point of faith and practice, imposed upon their Consciences by Church Authority: Or, A Preservative against the main Principles, on which Popery and Infidelity are founded; with a distinct reply to A letter to the common people, &c. By the Rev. Mr. Jones. By a country clergyman.","Hopkins, William",55,0,5,1,0,1,0,0,0,1,2,1,1,0,0,0,0,0,7,0,2,0,0,0,0,0,0,1,0,2,2,8,3,0,2,6,3,0,4,3,0,0,0,0,1775,1,1,"London : printed for J. Johnson, No. 72, St. Paul's Church-Yard, 1775.",London,310,male,1706,1786,FALSE,"yt , 4 L //~ LII C 7~ A Axe /r r ~c~c5, ~ AV, >l XIV. C 5 4 ~~~~~~~~a AN A P P E A L TO THE COMMON- SENSE OF A L 1 CHRISTIAN PEOPLE , More particularly the MEMBERS ER F T H B CHURCH of"
0052700701_000015,"Critical notes on the Old Testament: wherein the present Hebrew text is explained, and in many places amended, from the ancient versions, more particularly from that of the LXXII. Drawn up in the Order the several Books were written, or may most conveniently be read. To which is prefix'd, a large introduction, adjusting the authority of the Masoretic Bible,. and vindicating it from the Objections of Mr. Whiston, and the Author of the Grounds and Reasons of the Christian Religion. by the late learned William Wall, D.D. Author of the History of Infant Baptism. Now first publish'd from his Original Manuscript. ...","Wall, William",63,1,1,0,1,8,0,0,3,0,3,0,2,0,0,0,0,0,2,0,0,0,1,0,1,0,0,10,0,1,0,0,0,5,0,2,4,0,2,3,1,0,10,2,1734,1,2,"London : printed for C. Davis, in Pater-Noster Row, MDCCXXXIV. [1734].",London,375,male,1647,1728,FALSE,"to have been wilfully and maliciously altered, by by such as have had the power and cufrody of it; and the supposing it only to have had some errata of the press, or the pen; That God Almighty has given his word and holy books , inspired by his Holy"
