PassageID,Title,Author,Total termFreq,termFreq(author),termFreq(axiom),termFreq(book),termFreq(breviti),termFreq(celebr),termFreq(comprehens),termFreq(contain),termFreq(contract),termFreq(curios),termFreq(digest),termFreq(discern),termFreq(discov),termFreq(discoveri),termFreq(doctrin),termFreq(establish),termFreq(fact),termFreq(fame),termFreq(few),termFreq(foundat),termFreq(gener),termFreq(geniu),termFreq(grandeur),termFreq(human),termFreq(idea),termFreq(infinit),termFreq(intellig),termFreq(judgment),termFreq(know),termFreq(knowledg),termFreq(law),termFreq(learn),termFreq(littl),termFreq(magnific),termFreq(mankind),termFreq(maxim),termFreq(multitud),termFreq(natur),termFreq(notion),termFreq(number),termFreq(opinion),termFreq(order),termFreq(perceiv),termFreq(philosophi),termFreq(precept),termFreq(principl),termFreq(read),termFreq(reason),termFreq(receiv),termFreq(reduc),termFreq(refin),termFreq(sentenc),termFreq(set),termFreq(short),termFreq(simpl),termFreq(small),termFreq(specul),termFreq(studi),termFreq(subject),termFreq(sublim),termFreq(suprem),termFreq(system),termFreq(tenet),termFreq(theorem),termFreq(truth),termFreq(univers),termFreq(varieti),termFreq(variou),termFreq(view),termFreq(volum),termFreq(wonder),termFreq(word),termFreq(work),termFreq(world),termFreq(writer),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0298700301_000033,"An ecclesiastical history, antient and modern, from the birth of Christ, to the beginning of the present century: In which The Rise, Progress, and Variations of Church Power are Considered In their Connexion with the State of Learning and Philosophy, and the Political History of Europe during that Period. By the late learned John Lawrence Mosheim, D.D. And Chancellor of the University of Gottingen. Translated from the original Latin, And accompanied with Notes and Chronological Tables, by Archibald Maclaine, D.D. In six volumes. To the whole is added an accurate index. ...",Johann Lorenz von Mosheim,58,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,2,2,1,1,0,0,0,0,2,3,0,0,3,1,1,7,0,3,0,2,2,1,0,0,0,0,1,0,0,0,0,2,2,3,3,0,0,1,0,1,0,0,0,0,3,2,0,1790,1,6,"London : printed for T. Cadell, In the Strand, MDCCXC. [1790].",London,456,male,1693,1755,FALSE,"the very learned Mr. BRUCKER, is vaily preferable to Mr. STAXLEY's work ; and the German author , indeed, much superior to the Engliis one, both in point of genils and of erudition. G · inge E N T. ing the nature of these principles [f]; but this PA., T"
0074400102_000131,"Essays and treatises on several subjects. In two volumes. By David Hume, Esq. ... . Containing Essays, Moral, Political, and Literary.",David Hume,72,2,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,2,0,4,0,0,6,3,0,3,0,0,1,1,0,0,0,1,2,0,10,0,0,1,0,0,0,1,3,0,3,0,0,0,0,2,0,0,1,0,0,1,2,2,3,1,0,0,6,0,0,2,0,0,0,3,2,0,1779,2,2,"Dublin : printed by J. Williams, (no. 21) Skinner-Row, M,DCC,LXXIX. [1779].",Dublin,516,male,1711,1776,TRUE,"to their ghottlv guidance and direcion.. Thus it may be allowed, that the artifices of men aggravate our natural infirmities and follies of this kind, but never originally beget them. Their root strikes deeper into the mind, and springs from the essential and universal properties of human nature . SECT."
0197300200_000025,"Sermons on various subjects. By the late Rev. Benjamin Choyce Sowden, Of Emanuel College, Cambridge, and Minister of the English Episcopal Church at Amsterdam.",Benjamin Choyce Sowden,47,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,1,2,3,0,0,2,0,0,1,0,1,0,0,0,0,0,1,1,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,3,0,1,1,1,1,1,1,2,1,3,3,0,1798,1,1,"Bath : printed by S. Hazard: for Johnson, St. Paul's Church-Yard; and sold by Cadell and Davies, Strand; London: and by the booksellers in town and country, MDCCXCVIII. [1798].",Bath,438,male,,,FALSE,"our lot is cast in the connexions either of civil or domestic society. Hence when we offer the petition "" Hallowed be thy "" name!"" we pray for the promotion of our own fafc'ty and happines. God manifests himself to man as to an intelligent and moral agent by the"
1187200300_000037,"Sermons on several subjects. By the right reverend Beilby Porteus, D. D. Bishop of Chester.",Beilby Porteus,57,1,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,1,0,1,0,2,1,1,0,0,0,2,1,1,1,1,0,0,0,7,0,0,2,1,3,2,0,2,0,3,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,2,0,1,2,1,0,3,3,1783,1,1,"London : printed for T. Payne and Son, at the Mews Gate, and T. Cadell, in the Strand, MDCCLXXXIII. [1783].",London,432,male,1731,1809,FALSE,"learn strength and clearness of conception, accuracy, order , corrednefs, copiousness, elegance and dignity of expression. They will find that the moftjuftly approved writers of our own times have formed themselves on those great models; and (as one, who well understood what originality was, expresses himself) they will perceive that,"
0508700101_000055,"Elements of the philosophy of the human mind. By Dugald Stewart, ...",Dugald Stewart,54,1,0,2,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,1,0,2,1,4,0,0,0,0,0,1,1,0,3,0,0,1,0,2,1,0,3,2,0,0,5,3,0,1,2,0,2,1792,1,3,"London : printed for A. Strahan, and T. Cadell; and W. Creech, Edinburgh, 1792-1827.",London,578,male,1753,1828,FALSE,"if this system be true, a talent for reasoning must consist, in a great measure, in a skilful use of language as an inifrument of thought. The most valuable of his remarks on this subjet are contained in a treatise De C to them. As I look upon this to"
0508700102_000146,"Elements of the philosophy of the human mind. By Dugald Stewart, ...",Dugald Stewart,48,1,11,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,1,0,3,0,2,0,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,3,2,0,0,0,0,0,0,3,1,0,1,1814,2,3,"London : printed for A. Strahan, and T. Cadell; and W. Creech, Edinburgh, 1792-1827.",London,564,male,1753,1828,FALSE,"they removed the two theorems in question from the class of axioms , and placed them, with at least an equal impropriety, in that of postulates. "" In "" quibusdam codicibus (says Dr Gregory) Axiomata 10 et 11 inter ""postulata numerantur."" (Euclidis qua supersunt omnia. Ex Recens. Dav. Gregorii. Oxon."
1196300101_000014,"The elements of universal erudition. Containing an analytical abridgment of the sciences, polite arts, and belles lettres. By Baron Bielfeld, Secretary of Lecation to the King of Prussia. Preceptor to Prince Ferdinand, and Chancellor of all the Universities in the Dominions of his Prussian Majesty, Author of the Political Institutes, &c. Translated from the last edition printed at Berlin. By W. Hooper, M.D. In three volumes. ...","Bielfeld, Jacob Friedrich, Freiherr von",58,0,0,0,0,3,0,1,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,2,1,0,0,0,2,2,0,3,0,0,3,2,0,2,0,0,0,0,0,0,1,9,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,5,1,0,1,1,0,1,0,0,0,3,0,3,0,1771,1,3,"Dublin : printed for H. Saunders, J. Potts, D. Chamberlaine, W. Sleater, J. Hoey, jun. J. Williams, R. Moncrieffe, J. Porter, and T. Walker, MDCCLXXI. [1771].",Dublin,326,male,1717,1770,FALSE,"the Greek versions, among which are reckoned: X That of aquila, who has translated the original Hebrew verbatim, by putting over each word of the Hebrew text, its cotrefponding Greek term, 2 That of Symmachzus, who applied himfelfto write the greek with purity and elegance. 3 That of t7cdotion, who"
0759900400_000046,"Letters on the prevalence of Christianity, before its civil establishment: with observations on a late history of the decline of the Roman Empire. By East Apthorp, M. A. Vicar Of Croydon.",East Apthorp,55,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,6,0,1,2,1,1,5,1,1,0,6,0,1,0,0,0,0,0,0,0,5,0,0,0,3,0,2,4,0,0,0,0,0,0,1,1,0,0,1778,1,1,"London : printed for J. Robson, Bookseller, New Bond Street, M.DCC.LXXVIII. [1778].",London,427,male,1733,1816,FALSE,"reason perceives intuitively, that a great number of ancient and circumntantial predictions are proved by their completion to come from God. Those, who undervalue moral evidence, fall into fcepticifim, the fashionable malady; which insects all, who, pretending to be above vulgar minds, renounce that common-sense which is the basis of"
0879700104_000097,"The works of John Locke, in four volumes.",John Locke,52,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,1,0,0,1,1,0,0,0,2,0,0,0,0,7,8,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,2,5,0,1,0,4,0,0,0,0,0,0,1768,4,4,"London : printed for H. Woodfall, A. Millar, J. Beecroft, J. and F. Rivington, J. Whiston, S. Baker, T. Payne, L. Davis and Co. [sic] R. Baldwin, Hawes, Clarke and Collins, B. White, W. Johnston, W. Owen, T. Caslon, S. Crowder, T. Longman, B. Law, C. Rivington, E. and C. Dilly, T. Davies, Robinson and Roberts, A. and J. Shuckburgh, and T. Cadell, MDCCLXVIII. [1768].",London,685,male,1632,1704,TRUE,"examen as is requisite to discover that, every reader's mind is not forward to make; eipeciallyin those who have given themselves up to a party, and only hunt for what they can scrape together, that may favour and support the tenets of it. Such men wilfully exclude themselves from truth"
0493700102_000138,"The history of philosophy, from the earliest times to the beginning of the present century; drawn up from Brucker's Historia critica philosophiæ. By William Enfield, LL.D. In two volumes. ...",Johann Jakob Brucker,58,3,0,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,0,2,0,0,2,0,0,0,0,0,4,0,1,1,0,0,0,0,3,2,0,2,1,0,5,0,2,1,2,1,0,0,0,0,0,1,0,2,2,1,1,0,2,2,0,2,2,0,0,0,0,2,0,1,0,0,1792,2,2,"Dublin : printed for P. Wogan, P. Byrne, A. Grueber, W. M'Kenzie, J. Moore, J. Jones, R. M'allister, W. Jones, J. Rice, R. White, and G. Draper. M,DCC,XCII. [1792].",Dublin,652,male,1696,1770,FALSE,"from the fineness of the threads, and the delicacy of the workman{hip, but of no real use ."" The general prevalence of this taste for subtle speculations , among the Scholastics, is certainly to be accounted for, chiefly from the want of more important objects to occupy the leisure of"
0508700101_000004,"Elements of the philosophy of the human mind. By Dugald Stewart, ...",Dugald Stewart,81,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,1,0,9,0,0,2,1,2,0,0,1,2,11,0,1,0,0,0,0,9,0,2,0,0,1,7,0,4,0,1,0,1,0,0,0,1,2,1,4,2,2,0,0,0,0,0,0,2,1,2,2,0,1,0,1,0,0,1792,1,3,"London : printed for A. Strahan, and T. Cadell; and W. Creech, Edinburgh, 1792-1827.",London,578,male,1753,1828,FALSE,"the one has a tendency to suggest the other, is a fact of which I can no more doubt, than of anything for which I have the evidence of my senses; and it is plainly a faac totally unconnected with any hypothesis concerning the nature of the soul, and which"
0600201400_000053,"A letter to Sir William Windham. II. Some reflections on the present state of the nation. III. A letter to Mr. Pope. By the late Right Honorable Henry St. John, Lord Viscount Bolingbroke.","Henry St John, 1st Viscount Bolingbroke",75,2,9,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,1,4,0,0,1,0,0,0,0,1,8,0,1,0,0,0,2,0,10,1,0,0,2,0,10,1,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,1,0,0,0,2,0,0,0,0,1753,1,1,"London : printed for the editor: and sold by A. Millar, MDCCLIII. [1753].",London,528,male,1678,1751,TRUE,"or go metrician has of the aithmetical, or geometrical truth , will lead him to discover this coincidence? Si inaequalibus addas acaualia, omnis erunt inacqualia. I ak I ak, whether the mort profound lawyer, who never heard perhaps this axiom , would be led to it by his notions of"
0031700600_000047,"An investigation of the trinity of Plato and of Philo Judæus, and of the effects, which an attachment to their writings had upon the principles and reasonings of the fathers of the Christian Church. By Caesar Morgan, D. D. Chaplain to the Lord Bishop of Ely.","Morgan, Caesar",57,1,0,0,0,0,0,3,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,1,3,1,3,0,0,0,0,0,0,0,0,1,0,4,1,1,0,2,1,2,0,3,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,3,0,0,2,0,0,0,2,0,5,0,1795,1,1,"London : printed for F. and C. Rivington, No 62. St. Paul's Church-Yard, 1795.",London,202,male,1749,1812,FALSE,"and of the nature of that being, who was to come from God'as their Saviour and their King. They rafily speculated upon things; that were not revealed; and they framed to themselves a system of belief, widely different from the truth . Hence, when in the fulriefs of time God"
0890400100_000051,"The compleat gentleman: or a description of the several qualifications, both Natural and Acquired, that are necessary to form a great man. Written originally in Spanish, by Baltasar Gratian, and now translated into English by T. Saldkeld.",Baltasar Gracián,59,1,1,0,0,0,0,1,0,3,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,3,6,0,4,1,2,0,0,0,3,0,1,0,0,0,5,0,1,3,0,0,1,0,1,1,0,0,0,0,3,0,1,0,0,0,0,0,1,2,1,1,0,1,0,0,3,1,1730,1,1,"London : printed for T. Osborne, in Gray's-Inn, MDCCXXX. [1730].",London,247,male,1601,1658,FALSE,"of that agreeable polite Learning .' Gratian was of blbiliw, the Poet Martial's Country. which which gives Lufre andbeauty to the mos ab firufe Sciences. FROM this polite Learning he enters upon Philosophy , and in the first Place upon Natural Philosophy . He fiudies the first Principles of Things,"
1135300104_000051,"Asiatic researches; or, transactions of the society, instituted in Bengal, for inquiring into the history and antiquities, the arts, sciences, and literature, of Asia. ... . Printed verbatim from the Calcutta edition.",Asiatic Society of Bengal,47,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,2,2,1,2,0,0,1,0,1,0,0,0,1,0,5,1,0,0,0,1,4,0,1,0,3,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,1,0,1,0,1,0,0,3,1,0,1799,4,20,"London : printed for J. Sewell; Vernor and Hood; J. Cuthell; J. Walker; R. Lea Lackington, Allen, and Co.; Otridge and Son; R. Faulder; and J. Scatcherd, 1799-1839.",London,435,unknown,,,FALSE,"remains are still to befound, and which are certainly known to be of Hindu origin P UNDER this head I would comprehend not only such works as the Observatory at Benares, which is well described by Sir ROBERT BARKER, but also such instruments as the Astrolabe, mentioned by Mr. BURROW"
0268200900_000005,"The travels of Cyrus. To which is annexed, A discourse upon the theology and mythology of the pagans. By the Chevalier Ramsay.",Andrew Michael Ramsay,82,7,0,3,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,1,3,1,1,0,1,4,3,1,1,0,1,0,0,8,0,1,2,2,0,4,0,3,0,7,0,0,1,0,2,0,0,0,1,0,1,0,0,1,0,0,3,1,0,0,1,2,0,3,4,1,1,1778,1,1,"London : printed for J. Rivington and Sons, T. Caslon, T. Longman, B. Law, J. Johnson, J. Bew, and Fielding and Walker, MDCCLXXVIII. [1778].",London,415,male,1686,1743,TRUE,"the objections drawn from reason . Daniel could not at this part. it would not have become him to solve difficulties by. uncertain conjecures; the Philosopher might prepare the Prince, by bare.hy pothefes, .to submit. and to distrust his understanding: but it was necessary that the Prophet fiould disengage Cyrus"
0457900201_000033,"Athenian letters: or, the epistolary correspondence of an agent of the King of Persia, residing at Athens during the Peloponnesian war. Containing the history of the times, in dispatches to the ministers of state at the Persian court. Besides letters on various subjects between him and his friends. ...","Hardwicke, Philip Yorke, Earl of",54,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,2,1,0,2,1,0,1,1,0,0,0,1,7,1,1,1,2,2,1,1,1,0,0,0,0,0,1,2,0,1,2,1,1,0,0,2,2,1,0,2,2,0,1,0,0,2,0,0,2,0,1741,1,4,"London : printed by James Bettenham, M,DCC,XLI. [1741]-43.",London,261,male,1720,1790,FALSE,"to measure the height of the pyramids. He was afterwards employed in the service of croesus, king of Lydia; and contrived to make the river Halys fordable for the army of that prince, by drawing off the water into trenches. On his return to Greece, helived in a learned retirement,"
1032601702_000075,"The divine legation of Moses. In nine books. The fourth edition, corrected and enlarged. By W. Warburton, D. D. Chaplain in Ordinary to his Majesty. ...",William Warburton,50,3,0,4,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,2,2,0,0,0,0,0,1,3,0,4,0,0,4,0,2,1,2,1,0,2,0,0,0,1,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1755,2,2,"London : printed for J. and P. Knapton, in Ludgate-Street, MDCCLV. [1755].",London,350,male,1698,1779,TRUE,"you will say, could induce so ingenuous a writer to give this falie representation of an author , whose Laws he was no firanger to? The solution of the difficulty (which Toland has written a fenfclefs dissertation w to aggravate and envenom) seems to be this: Strabo well knew, that"
0444300105_000057,"The works of Samuel Johnson, LL.D. A new edition, in twelve volumes. With an essay on his life and genius, by Arthur Murphy, Esq. ...",Samuel Johnson,52,4,0,1,0,0,0,0,0,2,0,0,0,2,1,1,0,2,1,0,2,1,0,1,0,0,0,0,0,2,0,2,1,0,1,0,1,1,0,1,1,0,0,1,0,1,2,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,2,0,2,2,0,4,0,2,1796,5,12,"London : printed for T. Longman, B. Law, J. Dodsley, H. Baldwin, J. Johnson, C. Dilly, G. G. and J. Robinson, P. Elmsly, J. Nichols, R. Baldwin, H. L. Gardner, F. and C. Rivington, W. Otridge and Son, W. Richardson, B. and J. White, A. Strahan, Leigh and Sotheby, R. Faulder, G. Nicol, T. Payne, W. Lowndes, T. Evans, S. Hayes, G. and T. Wilkie, C. Davis, J. Matthews, T. Egerton, W. Fox, J. Edwards, P. McQueen, Ogilvie and Speare, J. Scatcherd, I. Taylor, Hookham and Co. C. and G. Kearsley, J. Walker, B.C. Collins, E. Newbery, Vernor and Hood, J. Deighton, Darton and Harvey, J. Nunn, Lackington, Allen, and Co. J. Stockdale, J. Cuthell, D. Walker, J. Anderson, Clarke and Son, T. Cadell, jun. and W. Davies, J. Barker, W. Millar, and Murray and Highley, MDCCXCVI. [1796].",London,449,male,1709,1784,TRUE,"convicion of the vanity of human hopes, than a public library; for who can see the wall crowded on every fide by mighty volumes , the works of laborious meditation, and accurate inquiry, now scarcely known but by the catalogue, and preserved only to increase the pomp of learning ,"
0303900101_000001,The philosophical principles of natural and revealed religion. Unfolded in a geometrical order by the Chevalier Ramsay Author of the Travels of Cyrus.,Andrew Michael Ramsay,67,2,1,2,0,0,0,4,0,0,1,0,2,0,4,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,1,0,1,0,1,1,0,6,0,0,1,4,0,2,0,7,0,6,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,4,2,0,0,0,0,0,0,1,2,0,1748,1,2,"Glasgow : printed and sold by Robert Foulis, MDCCXLVIII. [1748]-49.",Glasgow,545,male,1686,1743,TRUE,PHILO PRIN THE I C f8 AGII1 PRSTT S 0 P H I C A L C I P L E S SOPHICAL CIPLES OF NATURAL AND REVEALED RELIGION. UNFOLDED IN A GEOMETRICAL ORDER BY THE CHEVALIER RAMSAY AUTHOR OF THE TRAVELS OF CYRUS. G L A S G O
0859000100_000005,"The travels of Cyrus. To which is annexed, A discourse upon the theology and mythology of the pagans. By the Chevalier Ramsay.",Andrew Michael Ramsay,83,9,0,3,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,1,3,1,2,0,2,4,3,1,1,0,1,0,0,8,0,1,2,2,0,4,0,3,0,7,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3,1,0,0,1,1,0,3,4,1,1,1745,1,1,"London : printed by James Bettenham: and sold by C. Hitch, at the Red Lion in Pater-Noster Row, M.DCC.XLV. [1745].",London,385,male,1686,1743,TRUE,"to distrust his understanding: But it was necessary that the Prophet ahould disengage Cyrus from all bold speculations , how refined and bright soever they might appear, and lead him to the belief of a supernatural religion, not by a philo. fophical demonstration of it's doarines, but by proving them"
1273500300_000021,"Hints and observations on the improvement of agriculture. By James M'phail, Gardener To The Right Hon. Lord Hawkesbury.",James Macphail,50,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,6,0,0,2,0,1,0,1,1,0,3,0,0,4,0,0,0,0,1,0,3,2,0,1,0,0,0,0,0,3,0,2,0,0,2,4,0,1,0,2,1,1,0,0,0,0,0,0,1795,1,1,"London : printed for T. Cadell, Junior, and W. Davies, (successors to Mr. Cadell) In The Strand ; and Bell and Bradfute, at Edinburgh, 1795.",London,364,male,,1805,FALSE,"for judging to be so. The spirit spirit of party, and the passions it excites, appear to eradicate every idea of equity and candour. Men: oppose today, what they supported yesterday. They reprobate measures as void of honour, faith, and integrity, which they formerly maintained to be the result of"
0445400102_000203,"The history of philosophy, from the earliest times to the beginning of the present century; drawn up from Brucker's Historia critica philosophiæ. By William Enfield, LL. D. In two volumes. ...",Johann Jakob Brucker,66,6,0,1,0,2,0,0,0,0,0,1,1,0,3,0,0,0,0,0,1,0,0,5,3,0,2,0,0,2,0,1,2,0,0,0,0,4,2,0,0,0,1,4,0,2,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,5,2,0,4,2,0,0,0,0,0,0,4,1,1,1791,2,2,"London : printed for J. Johnson, St. Paul's Church Yard, M,DCC,XCI. [1791].",London,629,male,1696,1770,FALSE,"divine attributes. He expressly asierts, that God is the immanent, not the transitive, cause of all things. His doctrine is, therefore, not to be confounded with that of those ancient philosophers, who held God to be To rv -"" The Universal Whole; "" for, according to them, the visible and"
