PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(appear),termFreq(arm),termFreq(armi),termFreq(cafe),termFreq(carri),termFreq(caus),termFreq(common),termFreq(confid),termFreq(continu),termFreq(countri),termFreq(debt),termFreq(declar),termFreq(end),termFreq(enemi),termFreq(engag),termFreq(england),termFreq(fleet),termFreq(forc),termFreq(franc),termFreq(french),termFreq(gener),termFreq(god),termFreq(govern),termFreq(hand),termFreq(hous),termFreq(king),termFreq(kingdom),termFreq(land),termFreq(late),termFreq(law),termFreq(littl),termFreq(manner),termFreq(mean),termFreq(monei),termFreq(nation),termFreq(natur),termFreq(noth),termFreq(number),termFreq(order),termFreq(parliament),termFreq(peac),termFreq(peopl),termFreq(person),termFreq(power),termFreq(present),termFreq(princ),termFreq(public),termFreq(reason),termFreq(reign),termFreq(roman),termFreq(ship),termFreq(spain),termFreq(state),termFreq(taken),termFreq(tax),termFreq(think),termFreq(trade),termFreq(treati),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0605900300_000179,"The political history of Europe. Being a collection of the public treaties and state tracts, Digested into due Order, and historically introduced; commencing with the treaty of Munster, 1648. To which is prefixed, A short Historical and Chronological Account of the State of Affairs, from the Year 800 down to the said Treaty. Interspersed with A Variety of curious Anecdotes, relating to Literature, Philosophy, and Science.","Horsley, William",96,1,0,1,0,0,0,0,0,0,2,2,0,1,0,1,1,4,0,2,5,1,7,1,2,0,1,9,4,3,2,1,0,0,1,0,0,0,1,0,1,1,5,0,0,2,2,2,0,2,0,0,0,2,12,1,0,0,2,7,4,1746,1,1,"London : printed by J. Bettenham, for the author; and sold by R. Manby, and H. S. Cox, on Ludgate-Hill, MDCCXLVI. [1746].",London,520,male,1701,1776,FALSE,"shall be invited to enter into this alliance; and if the King of Prussia, the house of Lunenburg, or that of Hejfe Cassel, desire to be included in it, the high allies Shall be at their liberty to consent to it, when they are agreed among one another on the"
0851800201_000046,"The harleian Miscellany: or, a collection of scarce, curious, and entertaining pamphlets and tracts, as well in manuscript as in print, found in the late Earl of Oxford's library. Interspersed With Historical, Political, and Critical Notes. With A Table of the Contents, and an Alphabetical Index. ...",,84,0,1,1,1,0,2,1,1,1,0,0,0,1,0,0,0,5,1,1,7,4,2,1,2,1,1,7,1,0,3,0,0,0,1,2,4,2,0,1,0,1,0,0,1,9,0,1,0,0,0,1,0,1,1,3,0,1,1,2,7,1753,1,1,"London : printed for T. Osborne, in Gray's-Inn, MDCCLIII. [1753].",London,628,unknown,,,FALSE,"to humble themselves at that Monarch's Feet; which in the Style of France was called, Chaflifing Sovereigns for casting Umbrage upon his Greatness. His Practises against England have been of the same Nature , and by corrupt Means he has constantly, and with too much Success, endeavoured to get such"
0918300109_000033,"The works of Dr. Jonathan Swift, Dean of St. Patrick's, Dublin. Accurately revised, in twelve volumes. Adorned with copper-plates; with some account of the author's life, and notes historical and explanatory. By John Hawkesworth.",Jonathan Swift,88,0,0,1,0,0,2,1,1,1,0,0,0,2,1,0,2,0,0,0,2,1,2,2,1,1,4,5,4,2,1,0,0,0,0,0,2,1,0,1,1,1,6,0,0,2,0,2,1,3,0,0,0,9,5,2,0,0,2,6,8,1766,9,12,"London : printed for C. Bathurst, J. Rivington, W. Strahan, B. Collins, J. Hinton, J. Dodsley, L. Davis and C. Reymers, R. Baldwin, and W. Bowyer, M.DCC.LXVI. [1766].",London,351,male,1667,1745,TRUE,"faction among us, who prevailed to give it the sanction of a vote in both houses of parliament , to jufify those whose interest lay in perpetuating the war . And as this proceeding was agpinft the practice of all princes and states , whose intentions were fair and honourable;"
1757900102_000046,"The secret history of the court and reign of Charles the Second, by a member of his Privy Council: ... With notes, and a supplement continuing the narrative in a summary manner to the revolution: by the editor. In two volumes. ...",Member of the Privy Council of Charles the Second,77,1,1,0,1,1,3,2,1,2,3,2,0,2,0,4,2,0,3,1,3,5,0,2,0,0,2,6,1,0,0,0,0,1,0,2,1,0,0,2,0,2,3,1,1,2,1,2,1,2,0,0,1,0,0,0,0,0,0,1,6,1792,2,2,"London : printed by T. Gillet, for J. Bew, 1792.",London,519,unknown,,,FALSE,"determined the king before he left Hampton, to ifiue a proclamation for requiring the parliament to meet at Oxford on the tenth of October; and proper diretions were given to the speaker of the commons and to other members of both houses for the observance of the forms ufuak on"
0152300100_000112,"The general history of the late war: containing it's rise, progress, and event, in Europe, Asia, Africa, and America. And exhibiting the state of the belligerent powers at the commencement of the war; ... And with accurate descriptions of the seat of war, ... Vol. I. By the Rev. John Entick, M.A. and other gentlemen.",John Entick,83,0,1,0,1,1,0,2,4,3,1,0,1,3,0,2,0,6,3,0,4,6,0,0,1,1,5,5,0,0,0,2,0,0,1,0,3,2,1,0,1,2,1,2,2,1,2,1,2,0,0,0,1,0,0,0,0,0,2,1,6,1775,1,1,"London : printed for Edward and Charles Dilly, 1775.",London,515,male,1703,1773,FALSE,"the opportunity of the first prospect of present profit, to break through every tie. Not discouraged by the ingratitude of allies, nor the ambition of enemies , they have with pleasure beheld the sword drawn to vindicate your honour, the honour and interest of England ; convinced and proud to"
0288400105_000242,"Biographia nautica: or, memoirs of those illustrious seamen, to whose Intrepidity and conduct the English are indebted, for The Victories of their Fleets, the Increase of their Dominions, the Extension of their Commerce, and their Pre-Eminence on the Ocean. Interspersed with The most material Circumstances of Naval History, from the Norman Invasion to the Year 1779. Embellished with copper-plates. By Dr. J. Campbell, and John Kent, Esq. In five volumes. ...",John Campbell,77,0,1,3,2,0,2,2,2,1,1,3,0,1,0,1,0,0,2,0,4,6,2,0,0,0,2,2,1,1,0,1,0,1,1,0,4,1,3,4,2,0,1,1,0,2,2,0,1,0,0,0,1,0,2,1,0,2,1,2,5,1785,5,5,"Dublin : printed for J. Williams, (no. 20.) Dame-Street, M.DCC.LXXXV. [1785].",Dublin,515,male,1708,1775,FALSE,"and and he therefore hopes they will take effeetal measures to pre. vent the commerce between France and America from being interrupted, and to cause all the usages received between commercial nations to be in this refpea preserved. In this just confidence he thinks it superfluous to acquaint them, that"
0011800102_000233,"A new and universal history of England, from the earliest authentic accounts, to the end of the year 1770. Containing A Comprehensive and Accurate Description of all the Battles, Sieges, Sea-Sights, and other memorable Events, in which the English have been concerned, from the remotest Period of Intelligence. With a circumstantial Account of the Origin of this Kingdom, its Government, and its Laws; the many Revolutions it has undergone, the amazing Progress made by its Inhabitants in every Branch of Science, and their various Discoveries, Conquests, and Acquisitions in different Parts of the World. Together with faithful Delineations of the Characters of all the Princes who have swayed the British Sceptre, and other illustrious Personages, who have rendered themselves conspicuous by their Valour, their Patriotism, or their Learning. The whole tending to display the patriotic Virtues of our illustrious Ancescors, and inspire the British Youth with an Emulation of imitating their glorious Examples. By William Henry Mountague, Esq; Embelished and illustrated with a great number of curious copper-plates, from original drawings made on purpose for this work, by the celebrated Wale, and engraved by those eminent Artists, Grignion and Walker.","Mountague, William Henry",76,0,0,0,2,0,0,0,4,0,2,0,0,3,1,0,1,3,3,1,5,2,0,0,0,0,2,6,1,1,2,0,1,0,0,2,1,0,0,0,3,3,5,1,0,2,0,1,0,1,0,0,1,4,2,0,0,1,1,4,4,1775,2,2,"London : printed for J. Cooke, at the Shakespear's-Head, No. 17. in Pater-Noster-Row, [1775?].",London,584,unknown,,,FALSE,"lall, except L t hlu lenr to foircigl plannita ions, ic imm diallt ly paild oil' and clifliande; and that a propcrililply be con lillered on for that prp)ol. In 1 luani of till, detlcrmin: tin tile houlie voted, tin tl.e tl.urtli ot: June, two hundred tloutianid poundsll, lor lillil"
1264300302_000095,"Elements of the history of England, from the invasion of the Romans to the reign of George the Second. Translated from the French of Abbé Millot, Royal Professor of History in the University of Parma, And Member of the Academies of Lyons and Nancy. By Mr. Kenrick. In two volumes. ...",Claude-François-Xavier Millot,77,0,0,0,1,0,0,0,1,3,1,1,0,2,0,0,1,7,1,2,3,3,1,0,1,1,0,5,3,1,2,1,0,1,0,1,1,0,0,0,0,8,4,2,1,0,0,2,1,1,3,0,0,4,1,1,0,0,0,1,4,1771,2,2,"Dublin : printed for James Williams, at No. 5. in Skinner-Row, MDCCLXXI. [1771].",Dublin,361,male,1726,1785,FALSE,"circumatances are more than sufficient to immortalise him. Yet though .great in his conduet, he was unhappy in his court, and the, king had reasons to re great the happiness of the Stadtholder.  He was tlo friend to letters. Had he'been as attentive as Louis XIV to encourage genius,"
0102003900_000012,A short history of the opposition during the last session of Parliament.,James Macpherson,78,1,1,1,1,0,1,1,0,1,1,6,0,0,0,5,1,4,4,1,3,2,1,0,1,0,2,1,4,1,1,0,0,1,1,0,4,0,0,0,0,1,1,3,2,2,4,0,4,1,0,0,3,1,2,0,0,0,0,0,3,1779,1,1,"London : printed for T. Cadell, in the Strand, MDCCLXXIX. [1779].",London,62,male,1736,1796,TRUE,"they choose to persis, rather than own a fault. An E 51 ] An opportunity offered itself lately , which tnight have reflected credit on Opposition, without the supposed disgrace of changing their former opinions. The Spanish Rescript furnished this opportunity; yet the nation cannot see, without indignation and astonishment,"
1139100139_000022,"A new history of England, from the descent of the Romans, to the demise of his late Majesty, George II Inscribed To his present Majesty, George III. By William Rider, A. B. Late of Jesus College, Oxford. ...",William Rider,77,0,1,2,1,0,1,2,2,1,1,4,0,2,0,1,0,0,0,0,2,2,2,0,2,2,1,4,0,2,1,1,0,0,0,2,0,1,1,1,0,4,3,3,2,6,2,1,1,3,0,0,0,1,1,2,1,0,1,0,4,1761,39,50,"London : printed for S. Crowder and Co. in Pater-Noster Row; and J. Wilkie, in St. Paul's Church-Yard, [1761-64].",London,217,male,1723,1785,FALSE,"one. Among the laws passed in this efion, was an at abolishing the heritable jurifdiions, and taking away the tenor of wardholdings in Scotland; which, being a species of slavery, were deemed an inconiflency in a free government , invefred the superiors with a dapgerous power over their dependents, and"
0295500102_000094,"The works of Jonathan Swift, D.D: D.S.P.D. with notes historical and critical, by J. Hawkesworth, L.L.D. and others. Vol. I.",Jonathan Swift,88,0,1,1,1,0,1,0,2,1,2,0,2,0,1,5,4,4,0,3,3,5,0,0,0,0,1,7,1,1,0,0,1,1,2,0,3,2,1,0,0,0,2,2,0,1,0,2,0,3,0,0,0,4,1,1,0,0,1,2,13,1778,2,18,"Edinburgh : printed by Mrs Mundell, Old Excise-Office; by David Willison, Craig's Close; and by Churnside and Wilson, Royal Bank Close; the publishers, 1778.",Edinburgh,479,male,1667,1745,TRUE,"Alexandria, Valencia, and Lo mellino, with other lands between the Po and Tanaro, together with the Vigevenafco, or, in lieu of it, an equivalent out of the province of Navara, adjoining to his own state ; besides whatever else could be taken from France , on that fide, by the"
0154900600_000129,"The history of the reign of George the Third, king of Great Britain, &c. from the conclusion of the third session of the thirteenth Parliament, in 1770, to the end of the last session of the fourteenth parliament of Great Britain, in 1780. Second edition. Vol. II.",Robert Macfarlan,78,0,2,3,1,0,1,2,2,1,0,5,0,2,1,0,0,2,0,1,0,0,1,0,3,1,3,1,2,1,2,1,1,1,3,1,1,1,2,1,1,6,1,3,2,0,1,0,0,1,0,4,0,0,2,1,0,0,5,0,2,1795,1,1,"London : printed for the author, and sold by T. Evans, in Paternoster-Row, MDCCXCV. [1795].",London,480,male,1734,1804,FALSE,"time, in trading towns, for the service of the navy; the insufficient state of which, and it's ineffectual dispositions, were still causes of loud complaint. A few changes took place in the ministry, but of no consequence with regard to it's flrengih or principles. Lord Scor mont succeeded the Earl"
1761600303_000324,"The history of England, by Mr. Rapin de Thoyras. Continued from the revolution to the accession of King George II. By N. Tindal, ... Illustrated ...","Rapin de Thoyras, M. (Paul)",70,2,2,1,0,1,1,0,1,0,3,1,1,0,0,1,0,6,1,1,2,3,1,0,1,1,2,6,0,4,1,1,1,0,0,2,1,1,0,0,0,2,1,0,0,0,0,2,1,0,1,0,0,1,0,0,1,3,2,0,7,1744,3,4,"London : printed for John and Paul Knapton, 1744-47.",London,821,male,1661,1725,FALSE,"the Confede C rates; and that chiefly under a popular mask of C zeal against leagues with Popish Princes ; which "" they, good men I are so far from, that they are for During the King's absence there was little re 169q markable in England , but the eminent"
1609500708_000020,Miscellanies. The eighth volume. By Dr. Swift.,Jonathan Swift,79,0,1,1,2,0,1,0,3,1,2,0,3,1,1,5,4,2,0,2,1,1,0,0,1,1,0,7,1,0,0,0,1,1,1,0,2,2,1,0,0,0,3,2,0,2,0,1,1,1,0,0,0,3,0,0,1,0,1,2,13,1751,8,8,"London : Printed for C. Davis, against Gray's-Inn Gate, Holbourn; and C. Bathurst, opposite St. Dunstan's Church, Fleetstreet, MDCCLI. [1751]",London,324,male,1667,1745,TRUE,"of Anjou'; facceeding to the Monarchy of Spain , in Breach of the yprti tion Treaty , the Quellion here in England was, Whether the Peace thould be continued , or a new War begun. Thofie who were for the former, alleged the Debts and Diffculties we laboured under; that"
1150400900_000064,"A short critical review of the political life of Oliver Cromwell, Lord Protector of the Commonwealth of England, Scotland, and Ireland. ... By the late John Banks, ... With an appendix, ...",John Bancks,71,0,0,0,1,3,0,1,0,1,1,1,0,0,0,1,2,3,1,0,7,1,1,0,1,2,2,6,2,1,3,0,1,0,0,1,1,0,0,0,2,0,1,2,0,1,1,1,0,3,1,0,1,7,1,1,0,1,1,1,2,1769,1,1,"London : printed for J. Buckland, J. and F. Rivington, L. Davis and C. Reymers, S. Crowder, and T. Longman, 1769.",London,360,male,1709,1751,FALSE,"refore the island of Polerone in the East 1 ndies, which they had taken from the English in the reign of king James the first. 4 That they should pay 30, c00o 1 for the barbarities formerly exercised on the English at Amboina. 5 That they should never dispute the"
0550600101_000149,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,74,2,0,0,1,0,2,1,1,0,1,2,1,2,0,0,2,5,1,0,3,3,3,0,1,0,2,4,1,0,3,2,1,0,0,0,2,2,0,0,1,7,0,0,2,1,0,3,1,0,2,0,0,2,1,3,0,0,0,1,2,1800,1,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin [by H. Baldwin and son], No. 47, in Pater-Noster-Row. MDCCC. (H. Baldwin and Son, Printers, New Bridge-Street.), [1800].",London,526,male,1721,1771,TRUE,"morals, of the nation were totally debauched: He procured a parliamentary fancdtion for a standing army , which now seems to be' interwoven in the constitution. He introduced the pernicious pracsice of borrowing upon remote funds; an expedient that neceflrily hatched. brood of usurers, brokers, contracors, and flock jobbers, to"
0168600200_000020,"Memoirs of Queen Anne: being a compleat supplement to the History of her reign, wherein the transactions of the four last years are fully related. To which is prefix'd, By Way of Introduction, A Succinct Account of Affairs from the Reformation, concerning the continual Struggles between the two Opposite Parties, in the Kingdom; viz. those who stood up for the Protestant Religion, Liberty and Property, and those who favoured Popery and Arbitrary Power. With the Issue thereof, in the great Crisis before the said Queen's Death, and the Succession of the Present Royal Family to the Crown of Great Britain. Wherein The many Artifices set on foot at that Time to defeat the said Succession are now fairly laid open, and the whole History of that Affair put in a clear Light; From Original Papers, and other Sufficient Vouchers.",Gibson,78,1,0,0,2,0,0,0,4,0,3,3,0,0,1,1,0,1,0,2,0,7,2,0,1,1,0,3,5,1,1,0,2,1,2,2,3,0,4,0,1,1,2,2,1,2,2,0,1,0,0,1,0,2,1,1,0,1,1,3,3,1729,1,1,"London : printed for A. Millar, at Buchanan's-Head, over against St. Clement's Church in the Strand, M.DCC.XXIX. [1729].",London,334,unknown,,,FALSE,"bring England to his own Terms. They also found great fault with their Condua in managing the War , and opposed many idle and impraticable Dreans of their own to the wise Measures of the Confederates and as they fell in altogether with the Stream against the Toleration, and other"
1264300400_000053,"The history of his own time. Compiled from the original manuscripts. Of his late Excellency Matthew Prior, Esq; Revised and signed by himself, and copied fair for the press by Mr. Adrian Drift, His Executor [.]",Matthew Prior,78,0,1,0,0,0,1,0,4,0,1,3,0,0,0,0,0,1,2,2,3,2,1,0,0,1,4,5,0,2,1,0,0,0,2,1,3,0,0,1,1,4,3,0,0,2,3,2,0,2,2,0,0,3,4,0,0,0,3,4,4,1740,1,1,"Dublin : printed by R. Reilly: for G. Risk, G. Ewing, W. Smith, Booksellers, in Dames-Street, and G. Faulkner, in Essex-Street, M.DCC.XL. [1740].",Dublin,377,male,1664,1721,TRUE,"that they shall keep for themselves "" the Countries and Towns conquered by themr VII  That VII "" That, if they are necessitated to enter "" into a War , they shall sincerely communicate "" unto each other everything relating to their "" Interefis. VIII "" That none of"
