PassageID,Title,Author,Total termFreq,termFreq(attent),termFreq(author),termFreq(book),termFreq(brandi),termFreq(chocol),termFreq(coffe),termFreq(coffeehous),termFreq(compani),termFreq(convers),termFreq(dai),termFreq(drink),termFreq(even),termFreq(frequent),termFreq(gentlemen),termFreq(grand),termFreq(half),termFreq(home),termFreq(hous),termFreq(humour),termFreq(knowledg),termFreq(laid),termFreq(laughter),termFreq(liberti),termFreq(london),termFreq(music),termFreq(new),termFreq(paper),termFreq(peopl),termFreq(person),termFreq(place),termFreq(politician),termFreq(proprietor),termFreq(public),termFreq(publish),termFreq(punch),termFreq(read),termFreq(room),termFreq(sage),termFreq(societi),termFreq(tabl),termFreq(tatler),termFreq(tea),termFreq(thought),termFreq(town),termFreq(wit),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0587100104_000057,The spectator. ...,,32,0,3,2,0,0,1,1,1,0,2,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,2,3,0,1,1,0,0,1,2,0,1,1,0,0,0,0,2,1,1,0,1,1797,4,8,"London : printed by H. Baldwin; for Messrs. Longman, Dodsley, Law, Robson, Johnson, Nichols, Dilly, Robinson, Sewell, Baldwin, Faulder, Rivington, Otridge and Son, T. Payne, B. and J. White, Macqueen, Hookham and Carpenter, W. Lowndes, Wynn, Kay, Newbery, J. Edwards, Vernor and Hood, Anderson, Pote, Cadell and Davies, Murray and Highley, and Lee and Hurst, 1797.",London,440,unknown,,,FALSE,"account of appearances. Strephon has from the publication hereof seven days to explain the Iriile he presented to Eudamia; and Chloris an hour after this comes to her hand, to declare whether (he will have Philotas, whom a woman of no less merit than herself, and of superior tortiune, languihfes"
1591900100_000004,"Hall's new Margate and Ramsgate guide: containing a description of the libraries, theatre, assemblies, new buildings, accommodations, mode of bathing; lists of the coaches, diligences, hoys, &c. With the time of their going out and coming in. Also a general account fo the Isle of Thanet, and a catalogue of plants growing wild there, systematically arranged. To which is prefixed a map of the island, taken from an actual survey.",Joseph Hall,41,0,0,1,0,0,0,1,6,0,4,1,0,3,2,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,6,0,0,2,1,0,1,2,0,0,1,0,1,0,3,0,0,1792,1,1,"[Ramsgate?] : Printed for, and sold by, J. Hall, Margate: sold also by P. Burgess, Ramsgate; Flackton & Co., Simmons & Co., and W. Bristow, Canterbury; W. Gillman, Rochester; G. Ledger, Dover; and Rivington & Son, St. Paul's Church Yard, London, 1792.",Ramsgate,90,male,1766,1799,FALSE,"is' tufual to walk; the places monos frequented are. the Fort and the Rope Walk, although, when the tide is out, the company often ramble upon the sands to collet thells and seaweed, many varieties of which are to be found in the neighbourhood of Moargate. there sands extend themfeclves"
0552800701_000060,"The spiritual Quixote: or, the summer's ramble of Mr. Geoffry Wildgoose. A comic romance. ...",Richard Graves,38,0,0,0,0,0,0,1,3,1,1,0,3,2,1,1,1,0,0,1,0,0,0,0,0,3,0,1,1,3,2,0,0,1,0,0,2,6,0,0,1,0,0,0,0,0,3,1774,1,3,"London : printed for J. Dodsley, Pall-Mall, MDCCLXXIV. [1774].",London,376,male,1715,1804,FALSE,"idle and indolent that frequent Bath. The company therefore adjourned, from the Pump room to the Parade, in eager expecation of feeing and hearing this youthful adventurer. But Mr. Nath, though he himself had greatly reformed and regulated the manners and behaviour of his subjects in the public room ;"
0359500500_000018,"The life of the Rev. Dr. Jonathan Swift, Dean of St. Patrick's, Dublin. By Thomas Sheridan, A.M. Vol.I.",Thomas Sheridan,34,1,0,3,0,0,1,1,3,0,1,0,1,1,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,1,2,0,0,0,2,0,6,1,0,0,1,0,0,0,0,2,2,1784,1,1,"London : printed for C. Bathurst, W. Strahan, B. Collins, J.F. &c. Rivington, L. Davis, W. Owen, J. Dodsley, T. Longman, R. Baldwin, T. Cadell, J. Nichols, T. Egerton, and W. Bent, MDCCLXXXIV. [1784].",London,590,male,1719,1788,TRUE,"read to her some moral or religious discourse. The Countess had at this time taken a great liking to Mr. Boyle's Meditations, and was determined to go through them in that manner; but as Swift had by no means the same relish for that kind of writing which her Ladyship"
1216500101_000015,The spectator. In eight volumes. ...,,39,0,0,1,0,0,0,1,0,3,6,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,5,0,1,1,0,0,1,1,0,1,0,0,2,1,0,3,2,0,2,3,1769,1,8,"Glasgow : printed by Robert Duncan, for J. Robb. and [sic] R. Duncan, 1769.",Glasgow,325,unknown,,,FALSE,"I look upon as a modest computation, I may reckon about threeecore thousand disciples II London . and Wellminfter, who I hope will take care to aiftin. guill tllemiilves from the. thoughtless herd of their ignorant and unattentive hrethrcn. Since I have raised. to myself so great an audience, Ifliall"
0239500103_000041,"The lucubrations of Isaac Bickerstaff, Esq.",Joseph Addison,34,0,3,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,3,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,7,0,1,1,0,2,1786,3,6,"London : printed for C. Bathurst, J. Buckland, J. Rivington and Sons, W. Owen, R. Horsfield , B. White and son, T. Longman, B. Law, C. Rivington, J. Dodsley, H. Baldwinm G.G.J. and J. Robinson, C. Dilly, T. Cadell, J. Nichols, R. Baldwin, W. Goldsmith, J. Johnson, W. Flexney, W. Nicoll, G. Burnett, C.D. Piguenitt, G. and T. Wilxie, W. Fox, M. Say, and E. Newbery., M DCC LXXVI. [1786].",London,418,male,1672,1719,TRUE,"J. HARE, at the Viol and Flute in Cornhill, near the Royal Exchange. who had been an apprentice to WAI.SH, was more successful, and used a type of his own, remarkably steady and uniform. At last, a Welshman of the name of PHILLIPS, having stolen the secrets of one FORTIER,"
0593100400_000012,"The scarborough guide, (a second edition) To which is prefixed, a descriptive route through Hull and Beverley, with occasional remarks, anecdotes, and characters.","Schofield, James           1798",41,1,0,0,0,0,0,3,1,0,0,0,1,0,2,0,4,1,5,1,0,0,0,0,1,0,2,1,0,1,1,0,0,2,0,0,0,9,0,0,4,0,0,0,1,0,0,1796,1,1,"Hull : printed by Thomas Lee and Co. Scale-Lane, for J. Schofield, Scarborough, 1796.",Hull,180,unknown,,,FALSE,"discontent, and the errors of a vicious life; sometimes, indeed, unavoidable misfortunes have reduced them, to become objects of justice, of warning, perhaps of COIPASSIO! Pass e on from this house of mourning, to those of more comfort and fefiivity. From the narrow gateway of this arch, and prison, opens"
0587700301_000143,"The critical and miscellaneous prose works of John Dryden, now first collected: with notes and illustrations; an account of the Life and writings of the author, grounded on original and authentick documents; and a collection of his letters, the greater part of which has never before been published. By Edmond Malone, Esq. ... . Part I.",Edmond Malone,41,0,1,0,0,0,3,6,5,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,0,0,1,1,2,0,0,2,1,0,0,4,0,0,4,0,0,0,0,3,0,1800,1,4,"London : printed by H. Baldwin and Son, New Bridge-Street, for T. Cadell, Jun. and W. Davies, in the Strand, M,DCCC. [1800].",London,605,male,1741,1812,FALSE,"in the balcony; and he called the two places his winter and his summer seat."" The only intelligence that old Mr. Cibber, another of his contemporaries, could furnish, was, that at this house "" the appeal was made to him upon any literary dispute It should be remembered, that at"
0904000101_000018,"The works of the Rev. Dr. Jonathan Swift, Dean of St. Patrick's, Dublin. Arranged, revised, and corrected, with notes, by Thomas Sheridan, A.M.",Jonathan Swift,31,1,0,3,0,0,0,4,4,1,1,0,1,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,3,2,1784,1,17,"London : printed for W. Strahan, B. Collins, J. F. & C. Rivington, L. Davis [and 8 others in London], 1784.",London,591,male,1667,1745,TRUE,"this ex. traordinary man, who could draw such fine moral refletions from so contemptible a subject; with which, though Swift must have been inwardly not a little tickled, yet he preserved a most perfect corn. pofure of featuwes, to that fle had not the least room to suspect any deceit."
1223000106_000076,The spectator. In eight volumes. Carefully corrected.,,43,0,4,0,0,0,1,2,0,1,2,0,0,1,0,0,2,0,0,1,1,0,0,0,0,0,10,3,0,1,0,2,0,3,0,0,7,0,0,0,0,0,0,0,2,0,0,1785,6,8,"Edinburgh : printed by D. Paterson, for J. Spottiswood Bookseller, Edinburgh, MDCCLXXXV. [1785].",Edinburgh,303,unknown,,,FALSE,"in reading "" them as guilty as he who composed them ?"" It is an uncontefled maxim, that they who approve an aion would certainly do it if they could; that is, if some reafan of self-love did not hinder them. There is no difference, says Cicero, between advising a"
1765500104_000104,"The Tatler; or, lucubrations of Isaac Bickerstaff, Esq; ...",Joseph Addison,39,0,4,1,0,0,1,1,3,4,3,0,1,1,1,0,3,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,2,1,1,3,1759,4,4,"London : printed for Jacob and Richard Tonson, 1759.",London,512,male,1672,1719,TRUE,"above all commendation, and rather to be admired than praised. Now morn her rosy steps in th' eastern clime Advancing, fow'd the earth with orient pearl, When Adam waked to cuftom'd; for his sleep Was airy light from pure digestion bred, And temperate vapours bland, which th' only sound Of"
1226400104_000016,"Letters of Baron Bielfeld, secretary of legation to the King of Prussia; Preceptor to Prince Ferdinand; Chancellor of the Universities in the Dominions of his Prussian Majesty, F. R. A. B. &c. Author of the Political Institutes. containing original anecdotes of the Prussian court for the last Twenty Years. Translated from the German, by Mr. Hooper. In four volumes. Vol. I.","Bielfeld, Jacob Friedrich, Freiherr von",28,0,4,1,0,1,0,2,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2,0,3,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,2,0,1770,4,4,"Dublin : printed by T. Ewing, in Capel-Street, M.DCC.LXX. [1770].",Dublin,171,male,1717,1770,FALSE,"us with a machine that deservedly received our unanimous approbation. It was a wheel, the pivots of whose axis rest upon four other small wheels that are of brass! and when .the large wheel, whole plane is perpendicular to the horizon, turns, the ftnall ones also turn; so that the"
0594400102_000093,The spectator. ...,,35,0,0,1,0,0,1,2,1,1,1,1,0,3,0,0,2,0,1,0,1,0,0,0,0,0,0,1,3,6,0,0,0,1,0,0,0,1,0,0,0,0,1,1,4,0,2,1757,2,8,"London : printed for Jacob and Richard Tonson in the Strand, MDCCLVII. [1757].",London,496,unknown,,,FALSE,"thi, his exercise, he was plcated to clear his throat by coughing and spitting a full half hour; and as fcon i: on as he struck up, he appealed to an Attorney's Cere in the room , whether he hit as he ought,  Since you from death have saved"
1435001700_000031,Supplement to the patent London directory.,,52,0,0,1,0,0,7,7,1,0,0,0,0,12,9,0,0,0,3,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,1795,1,1,"[London : Printed for J. Wilkes, 1795?].",London,72,unknown,,,FALSE,"the CITY of LONDON Frequented by the principal Traders and Inhabitants, and the Country glentlemen, and m~anaufadiurers, when in town . ABLDERSGATE COFFEE h ouse, by mr. SILKS, (168, a~lder/ga·te j~reet, } Is frequented by the principal inhiabitanits of that neighbourhood, and the citizens in general, and by conlrtry gentlemen"
0934300106_000082,"The works of Arthur Murphy, Esq. In seven volumes. ...",Arthur Murphy,45,1,1,3,0,0,0,2,2,2,2,0,5,0,0,0,1,7,0,0,0,0,0,0,1,0,0,4,0,1,0,1,0,0,0,0,10,1,0,0,0,0,0,0,0,0,1,1786,6,7,"London : printed for T. Cadell, 1786.",London,458,male,1727,1805,TRUE,"of love."" But he has not stated the worfc of the cafe: the rack of idleness is the most dreadful torture. Vice, gaming, and the bottle are the only expedients; and when they attract no more, what resource is left? Socordir niznocens is a despicable character: to be innocent merely"
0740200106_000097,"The spectator. A new edition in eight volumes; with Illustrative Notes. To which are prefixed the lives of the authors, by Robert Bisset, A. M. ...",,45,0,0,0,0,0,0,2,0,1,3,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,11,3,1,2,4,1,0,2,1,0,3,0,0,0,0,0,0,2,3,0,1,1793,6,8,"London : printed for G. Robertson No 221, Piccadilly, J. Cuthell. No 24, Middle Row, Holborn, J. Lackington No 47 and 48 Chiswell Street Moorfields, and Messrs. Bell & Bradfute, Edinburgh, [1793-94].",London,396,unknown,,,FALSE,"it passes througlh oitl our time lies heavy on our hands till the arrival of a fresh Mail: we long to receive further particulars, to hear what will be the next step, or what will be the consequences of that which we have already taken. A westerly wind keeps the"
0268700106_000038,"The miscellaneous works of Tobias Smollett, M. D. With memoirs of his life and writings. By Robert Anderson, M. D. In six volumes. ... . Containing the adventures of Roderick Random.",Tobias Smollett,38,0,0,0,0,0,0,2,1,0,0,1,5,1,0,1,4,1,2,0,0,0,0,0,3,1,0,0,3,0,3,0,1,4,0,1,0,0,0,0,2,0,1,0,0,1,0,1796,6,6,"London : printed for J. Mundell & Co. Edinburgh; and for J. Mundell, College, Glasgow, 1796.",London,549,male,1721,1771,TRUE,"plough toys, cow herds, and lower hinds, are debauched and seduced by the appearance and difcolrfe of those coxcombs in livery, when they make their summer excursions. They desert their dirt and drudgery, and swarm up to London , in hopes of getting into service, where they can live luxuriously,"
0268700104_000041,"The miscellaneous works of Tobias Smollett, M. D. With memoirs of his life and writings. By Robert Anderson, M. D. In six volumes. ... . Containing the adventures of Roderick Random.",Tobias Smollett,27,2,0,0,0,0,0,1,1,2,0,0,1,1,2,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,2,0,1796,4,6,"London : printed for J. Mundell & Co. Edinburgh; and for J. Mundell, College, Glasgow, 1796.",London,430,male,1721,1771,TRUE,"a Weltphalian count and a Bolognian marquis, insinuated himself into the conversation with his usual address, and in less than half an hour, found means to accost a native of each different country in his own mother tongue. Such extensive knowledge did not pass unobserved. A French abbe, in a"
0516200102_000088,The spectator. ...,,33,0,2,0,0,0,0,3,2,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,2,2,0,0,0,1,0,0,3,4,1,0,1,0,0,2,1,1,1,1750,2,8,"London : printed for J. and R. Tonson and S. Draper, [1750?].",London,349,unknown,,,FALSE,"pleases, adorn those eyes with tears like an in sant that is chid! She can cast down that pretty face in confusion, while you rage with jealousy, and storm at her perfidiousness; Ihe can wipe her eyes, tremble and look frighted, till you think youifelf a'brute for your rage, own"
0516200106_000011,The spectator. ...,,33,1,1,0,0,0,3,4,1,0,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,3,0,0,2,1,3,0,1,0,0,0,4,0,0,0,0,0,1,0,1,1,1750,6,8,"London : printed for J. and R. Tonson and S. Draper, [1750?].",London,329,unknown,,,FALSE,"the one fide, and those of Smithfield on the other, by.feveral climates and degrees in their way of thinking : and converfin. together. For this reason, when any public affair is upon the' anvil, I love to hear the reflecions that arise upon it in the several difiri&c and parithes.of"
0239500101_000015,"The lucubrations of Isaac Bickerstaff, Esq.",Joseph Addison,30,0,0,0,0,1,1,2,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,2,3,0,5,2,0,0,1,2,0,1,0,0,0,1,0,0,0,1,1,1,1786,1,6,"London : printed for C. Bathurst, J. Buckland, J. Rivington and Sons, W. Owen, R. Horsfield , B. White and son, T. Longman, B. Law, C. Rivington, J. Dodsley, H. Baldwinm G.G.J. and J. Robinson, C. Dilly, T. Cadell, J. Nichols, R. Baldwin, W. Goldsmith, J. Johnson, W. Flexney, W. Nicoll, G. Burnett, C.D. Piguenitt, G. and T. Wilxie, W. Fox, M. Say, and E. Newbery., M DCC LXXVI. [1786].",London,500,male,1672,1719,TRUE,"britain been employed in pufuit: which bhae rade You the most able and unbiaifed pa riot. A vigorous imagination, al entenfire apprehension, and a ready judgement, have dif tinguifled you in all the illustrious parts of administration, in a reign attended with such difficulties, that the same talents without the"
0533800115_000261,"The annual register, or a view of the history, politics, and literature, for the year 1772.",,41,0,1,0,0,0,0,2,3,4,3,1,2,0,1,0,0,0,1,1,1,0,0,0,2,0,4,2,1,4,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,0,1773,1,1,"London : printed for J. Dodsley, 1773.",London,561,unknown,,,FALSE,"hunter, who Rfrings them by the the hour, and has Joe Miller con sandy at his singem ends, should be obliged to read it all the days of his life in his own closet. The great misfortune in conversation is, that few men speak so much to instruct or entertain,"
1293000101_000002,"The spectator, complete in two volumes; with notes critical and explanatory. ...",,30,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,5,1,0,3,1,0,4,0,0,2,2,0,0,1,0,0,1,0,0,1,1800,1,2,"London : printed for Andrew Miller, Strand, 1800.",London,683,unknown,,,FALSE,"the bells from it. As for the rest of my infancy, there being nothing in it remarkable, I shall pass it over in silence. I find, that, during my nonage, I had the reputation of a very sullen youth; ___ ______· I but was always a favourite of my schoolmaster,"
0473900102_000019,The guardian. ...,,31,0,0,1,0,0,2,3,1,1,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,3,2,2,3,0,0,1,0,0,0,1,0,0,0,0,1,0,2,1,1,1729,2,2,"London : printed for J. Tonson, at Shakespear's-Head, over-against Katharine-Street in the Strand, 1729.",London,380,unknown,,,FALSE,"if you call it the W orxi, it :; I be anfvered how could the World be in one S ire, to wit , that of sbucinmgha, for the Coun; r must be named, and it you do not name it  e fal] ceri.r, V be Nonsuited. I do"
