PassageID,Title,Author,Total termFreq,termFreq(appli),termFreq(art),termFreq(children),termFreq(cloth),termFreq(consumpt),termFreq(contriv),termFreq(cotton),termFreq(engin),termFreq(fabric),termFreq(hand),termFreq(improv),termFreq(invent),termFreq(iron),termFreq(labour),termFreq(machin),termFreq(machineri),termFreq(manner),termFreq(manufactur),termFreq(mechan),termFreq(method),termFreq(mill),termFreq(number),termFreq(oper),termFreq(patent),termFreq(peopl),termFreq(power),termFreq(present),termFreq(price),termFreq(proport),termFreq(quantiti),termFreq(raw),termFreq(silk),termFreq(skill),termFreq(steam),termFreq(us),termFreq(valu),termFreq(water),termFreq(wheel),termFreq(women),termFreq(wool),termFreq(woollen),termFreq(work),termFreq(workmen),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0617300100_000081,"A description of the country from thirty to forty miles round Manchester; The materials arranged, and the work composed by J. Aikin, M.D. Embellished and illustrated with seventy-three plates.",John Aikin,43,0,0,1,1,0,0,6,1,1,0,3,1,0,0,2,0,1,1,0,1,0,3,1,0,2,0,1,0,0,0,0,0,0,0,1,0,4,2,1,2,1,5,1,1795,1,1,"London : printed for John Stockdale, Piccadilly, June 4. 1795. [1795].",London,723,male,1747,1822,FALSE,"pursued by miners out of Derbyfhirc, but not much more has been done than to clear the old works of water . The veins follow the dip of a great rock into the estate of James Hammerton, Esq. BURR Y. BURY is plcafantly situatcd about nine niilec north of manchcfler,"
1585500158_000109,"The Weekly entertainer; or Agreeable and instructive repository. Containing a collection of select pieces, both in prose and verse; curious anecdotes, instructive tales, and ingenious essays on different subjects.",,37,0,0,0,0,0,0,2,3,0,0,1,2,0,1,3,0,0,2,0,1,0,1,0,1,0,1,1,0,2,0,1,1,0,4,3,2,0,1,1,0,0,3,0,1783,58,59,"Sherborne [Dorset, England] : printed by R. Goadby and Co., M.DCC.LXXXIII. [1783]-1819.",Sherborne,1053,unknown,,,FALSE,"even Englishmen are nrot admitted into, lhe intelorr of the esrablishmrent. Suchl precautions, however, can never be long effectuall, and in the end, all these secrets becomae known; were skis not the case, there woubt) be only one spinning. manufactory; it thle sorbri, namely .Ihr originael one. It is C,"
1264800102_000841,"Universal geography formed into a new and entire system; describing Asia, Africa, Europe, and America; with their subdivisions of Empires, Kingdoms, States, and Republics: The Extent, Boundaries, and remarkable Appearances of each Country; Cities, Towns, and Curiosities of Nature and Art. Also giving a general account of the Fossil and Vegetable Productions of the Earth, and of every Species of Animal: the history of man, in all climates, regions, and conditions; customs, manners, laws, governments, and religions: the state of arts, sciences, commerce, Manufactures, and knowledge: sketches of the Ancient and Modern History of each Nation and People. To which is added, a short view of astronomy, as connected with Geography; of the Planetary System to which the Earth belongs; and of the Universe in General. By John Payne. With a set of maps, With a Set of Maps, drawn from the best Materials, every one of which is very Neatly coloured; and a great variety of copper-plates; Descriptive of the most Remarkable Curiosities in the World. The Benefit of Geography is manifold. Some Parts relate to Civil Matters, and the Exploits of princes; some to the Heavens and to the Earth; Also to the Knowledge acquired by Navigation; to an Acquaintance with Animals, Plants, and Fruits, which are universally overspread. Strabo, Book I. Poem. ...","Payne, John",47,0,0,0,6,0,0,2,1,0,1,2,1,3,0,0,0,0,8,0,1,0,0,0,0,0,0,1,1,0,2,1,5,2,0,0,1,0,0,0,1,6,2,0,1794,2,2,"Dublin : printed by Zachariah Jackson, (no. 5,) New Buildings, Sackville-Street, 1793. [i.e. 1794].",Dublin,1316,unknown,,,FALSE,"of silk and woollen tapestry, in which life and nature are imitated with admirable skill . Their broad clothes are the finest and most beautiful in the world, and are admired and purchased in every quarter of the globe; indeed the woollen manufacture is in so flouriihing a condition, that"
1279201200_000029,"Observations on the manufactures, trade, and present state of Ireland. By John Lord Sheffield.","John Baker Holroyd, 1st Earl of Sheffield",66,0,0,4,0,1,0,8,0,4,1,0,0,0,1,1,2,0,7,0,0,1,4,0,0,4,0,0,2,0,1,2,9,0,0,1,0,0,0,4,1,0,8,0,1785,1,1,"London : printed for J. Debrett, opposite Burlington House, Piccadilly, M.DCC.LXXXV. [1785].",London,369,male,1735,1821,FALSE,"Manufatured silk - 2z, 626 31 Raw - -- 5i, 29 I Thrown, dyed - - 273 4} Ditto, undyed - 63, 496 13 There appears from the customhouse books to have been no exportation of silks , or mixtures of silks , till the year i781. An account of"
0689500110_000259,"Encyclopædia Britannica; or, a dictionary of arts, sciences, &c. On a plan entirely new: By Which, the different sciences and arts Are digested into the Form of Distinct treatises or systems, comprehending The History, Theory, and Practice, of each, according to the Latest Discoveries and Improvements; and full explanations given of the various detached parts of knowledge, whether Relating to Natural and Artificial Objects, or to Matters Ecclesiastical, Civil, Military, Commercial, &c. Together with a description of all the Countries, Cities, Principal Mountains, Seas, Rivers, &c. throughout the World; a General History, Ancient and Modern, of the different Empires, Kingdoms, and States; and An Account of the lives of the most Eminent Persons in every Nation, from the earliest ages down to the present times. The whole compiled from the writings of the best authors, in several languages; the most approved dictionaries, as well of General Science as of particular branches; the transactions, journals, and memoirs, of learned societies, both at home and abroad; the Ms. Lectures of eminent professors on different sciences; and a variety of original materials, furnished by an extensive correspondence. The second edition; greatly improved and enlarged. Illustrated with above two hundred copperplates. Vol. I. Indocti discant, et ament meminisse periti.",,57,1,0,0,0,0,1,0,11,0,1,4,3,0,0,2,1,2,0,0,3,1,1,0,1,0,1,2,0,1,1,0,0,0,2,3,0,9,1,0,0,0,4,1,1778,10,10,"Edinburgh : printed for J. Balfour and Co. W. Gordon, J. Bell, J. Dickson, C. Elliot, W. Creech, J. Mccliesh, A. Bell, J. Hutton, and C. Macfarquhar, MDCCLXXVIII. [1778].",Edinburgh,1237,unknown,,,FALSE,"Captain Savery's engine , however, was much completer than that proposed by Dr Papinus. About the same time also one Monsieur Amontons of Paris was engaged in the same pursuit: but his method of applying the force of Ream was different from those before mentioned; for he intended it to"
1374400900_000011,"Report of the secretary of the Treasury of the United States, on the subject of manufactures. Presented to the House of Representatives, December 5, 1791.","United States. Congress. (2nd, 1st session) 1791-1792. House",57,1,1,1,0,0,0,0,0,3,7,2,0,0,9,2,1,0,4,1,0,1,2,0,0,1,3,1,5,3,2,0,0,0,0,1,0,2,0,1,0,0,0,3,1791,1,1,"[Philadelphia] : Printed by Childs and Swaine, [1791]",Philadelphia,60,unknown,,,FALSE,"h regard, to scarcity of hands , the fa itself mult be applied with ^igfinjl) qual~icaieon to certain parts of the United States. .'There, are, gr, 4i'rias, which may be considered as pretty fully peopled ; and iwhich. fipcld.ding, P continual drain for distant fettement, are thickly iwr efjgpfe.d, with"
0339601000_000057,"Some information respecting America, collected by Thomas Cooper, Late Of Manchester.","Cooper, Thomas",34,0,1,1,1,0,0,0,2,0,3,2,2,2,3,1,2,1,4,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,2,0,1794,1,1,"London : printed for J. Johnson, In ST. Paul's Church Yard, MDCCXCIV. [1794].",London,248,male,1759,1839,FALSE,"forces are, by the constitution appointed by the President, with the advice and content of the Senate. The productions and manufarcures of military fuppiies and articles, enable the United States to derive from their own resources, ships of war, gunpowder, cannon and muiket balls, shells and bombs, cannon and carriages,"
0825800601_000053,"The advancement of arts, manufactures, and commerce; or, descriptions of the useful machines and models contained in the repository of the Society for the encouragement of arts, manufactures, and commerce: illustrated by designs on fifty-five copper-plates. Together with An Account of the Several Discoveries and Improvements Promoted by the Society, in Agriculture, Manufactures, Mechanics, Chemistry, and the Polite Arts; And also in the British Colonies in America. By Willia Bailey, Register to the Society for the Encouragement of Arts, Manufactures, and Commerce.","Bailey, William",54,0,0,0,0,0,1,2,0,0,1,5,6,1,0,4,0,0,3,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,7,0,7,2,2,0,1772,1,2,"London : printed by William Adlard, Printer to the Society: and sold by the author; also by R. Dodsley, Bookseller, in Pall-Mall; and G. Pearch, Bookseller, in Cheapside, MDCCLXXII. [1772].",London,496,unknown,,,FALSE,"shoulder; and of the same breadth and thickness as the two rails a, a. The Committee of Manufatures recommended this new invented Reel, as worthy a Bounty of Forty Pounds; and the Society agreed to this Resolution of the Committee, June 14, 1 7 6 2 of B O O"
0155200111_000048,"The history and topographical survey of the county of Kent. Containing the antient and present state of it, civil and ecclesiastical; Collected From Public Records, And Other Authorities: Illustrated with maps, views, antiquities, &c. The second edition, improved, corrected, and continued to the present time. By Edward Hasted, Esq. F. R. S. and S. A. Late Of Canterbury. Volume I.",Edward Hasted,43,2,0,1,0,0,1,3,0,1,0,3,1,0,1,0,1,0,5,0,0,3,0,0,0,2,0,3,1,0,0,0,7,0,0,0,1,0,0,2,1,2,0,2,1797,11,12,"Canterbury : printed by W. Bristow, ON The Parade, M.DCC.XCVII. [1797].",Canterbury,589,male,1732,1812,FALSE,"rank in this kingdom; which, together, have been the principal means of reducing the silk manufactory, not only in Canterbury, but in London and in Ireland too, to its present decayed state. During the unhappy American war, sich was the falling off of the silk trade, that many ikilful workmen"
1472203600_000060,"Some information respecting America, collected by Thomas Cooper late of Manchester.","Cooper, Thomas",48,0,3,2,3,0,0,0,0,0,3,1,0,0,2,1,0,0,5,2,0,0,1,1,0,2,1,0,3,0,1,0,2,1,0,1,2,0,0,0,2,1,5,3,1794,1,1,"Dublin : Printed by William Porter, for P. Wogan, P. Byrne, W. Porter, W. Jones, J. Rice, and N. Kelly, 1794.",Dublin,244,male,1759,1839,FALSE,"twenty years, when the settlements had been extended far beyond them, sold readily, without any improvement made upon them, for three pounds per acre. The acre in America is the same with the English acre, or the acre of Normandy. Those who desire to underhfand the fltate of Government in"
0156001500_000003,Information to those who would remove to America. By Dr. Benjamin Franklin.,Benjamin Franklin,50,0,3,3,3,0,0,0,0,0,3,0,0,0,3,1,0,0,5,2,0,1,1,1,0,2,1,0,2,0,2,0,3,1,0,1,2,0,0,0,2,1,4,3,1794,1,1,"London : sold by M. Gurney, No. 128, Holborn-Hill; J. Johnson, St. Paul's Church-Yard; D. I. Eaton, Newgate-Street; R. H. Westley, Strand; and J. Ridgeway, York-Street, St. James's, [1794].",London,24,male,1706,1790,TRUE,"two editions of them have, also, been printed in London; and a good translation of them into French has lately been published at Paris. Several of the princes of Europe, having of late formed an opinion of advantage to Arise by producing all commodities and ma iiufadures within their own"
0109100200_000011,"Minutes of the evidence taken before a committee of the House of Commons, Being A Committee of the whole House, to whom it was Referred To consider of so much of His Majesty's Most Gracious Speech to both Houses of Parliament, on the 25th Day of January, 1785, as Relates to the Adjustment of the Commercial Intercourse between Great Britain and Ireland.",Great Britain. Parliament. House of Commons,88,0,0,6,0,1,0,8,0,0,0,0,2,0,12,7,1,0,12,0,0,0,0,0,0,1,0,0,14,6,3,4,0,0,0,4,1,0,0,6,0,0,0,0,1785,1,1,"Dublin : printed by P. Byrne, No. 108, Grafton-Street, (opposite the Provost's House.), M,DCC,LXXXV. [1785].",Dublin,221,unknown,,,FALSE,"in the Printing branch the Goods exported to Ireland by our own House, and, as I am informed, by other Houses in the Trade, have principally been the higher priced Goods the Common People in Ireland, who wear Printed Goods, have been supplied by Linens printed in Ireland. Whether Persons"
1489100105_000177,"The Commercial and agricultural magazine, for ...",,53,3,1,0,2,0,0,6,2,0,2,0,1,1,1,3,0,1,0,1,5,2,1,2,1,0,2,0,0,0,1,0,2,0,0,4,0,4,0,0,1,2,2,0,1799,5,6,"London [England] : printed and published by Vaughan Griffiths, Paternoster-Row, [1799-1802].",London,464,unknown,,,FALSE,"this, permit the yeast to remarn in this situation a day, or longer; byi which means the ashes will abrorb all the moisture for hyeaff, so thiat it ·becomnes in labit~anc~e like a thick solid paste. The thinner the yeait is when taken from the wort; the greater is the:"
0344000102_000079,"An enquiry into the duties of men in the higher and middle classes of society in Great Britain, resulting from their respective stations, professions, and employments. By Thomas Gisborne, M.A. The fifth edition, corrected. In two volumes. ...",Thomas Gisborne,47,0,0,0,0,0,0,1,0,1,1,1,1,0,4,2,3,2,9,0,1,1,7,1,0,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,5,1800,2,2,"London : printed by A. Strahan, Printers-Street, for J. White, Fleet-Street; and Cadell and Davies, in the Strand, 1800.",London,554,male,1758,1846,FALSE,"working hands ; partly by employing many in fabricating and conduaing the new machinery , and in performing various subsequent operations on the articles produced by it; but principally by rendering manufacures better and cheaper, and thus creating so vast an additional demand for them at home and abroad, as"
1279201200_000033,"Observations on the manufactures, trade, and present state of Ireland. By John Lord Sheffield.","John Baker Holroyd, 1st Earl of Sheffield",80,4,0,0,0,1,0,0,6,1,0,3,0,20,6,0,0,1,3,0,1,3,1,0,0,0,1,2,6,0,4,0,0,0,0,2,4,4,3,0,0,0,4,0,1785,1,1,"London : printed for J. Debrett, opposite Burlington House, Piccadilly, M.DCC.LXXXV. [1785].",London,369,male,1735,1821,FALSE,"manufature far advanced, and in a riid. way stage from the ore to perfection. We fhoul4 tides consumed by them. Works would be neglectedd which within a few years have cost immense sums, but would become useless and of no value , to the ruin of those men, who with"
0606900500_000040,"Observations on the manufactures, trade, and present state of Ireland. By John Lord Sheffield.","John Baker Holroyd, 1st Earl of Sheffield",76,0,0,0,1,1,0,29,1,0,0,2,0,6,5,1,0,0,2,0,0,0,1,0,0,2,0,0,2,1,2,4,6,0,0,1,5,0,0,0,4,0,0,0,1785,1,1,"London : printed for J. Debrett, opposite Burlington House, Piccadilly, M.DCC.LXXXV. [1785].",London,411,male,1735,1821,FALSE,"40, 000oool. the calculation will sand as follows : oo, oool. at 5 percent. interest, is worth o, oool. (a year, on an average, for the manufaauring and sale will be necessary) to which add 20001., the bounty - 2ooo01. and, consequently there will be 28, 0 left only the"
0752600212_000502,"The statutes at large, from the thirteenth year of the reign of King George the third to the sixteenth year of the reign of King George the third, inclusive. To which is prefixed, A table of the titles of all the Publick and Private Statutes during that Time. With a copious index. Volume the twelfth.",Great Britain,52,1,0,0,0,0,0,0,10,0,0,1,7,0,2,2,0,1,1,1,0,1,0,1,2,0,2,1,1,0,0,0,0,0,10,3,0,2,2,0,0,0,1,0,1776,12,12,"London : printed by Charles Eyre and William Strahan, Printers to the King's Most Excellent Majesty; and by W. Strahan and M. Woodfall, Law Printers to the King's Most Excellent Majesty, MDCCLXXVI. [1776].",London,687,unknown,,,FALSE,"these Steam Vessels are placed Weights, f fitted to "" them, as entirely to fill up a Part or Portion of their Channels, yet rendered capable of moving freely in them, by the Means herein after mentioned or specified : When the Steam is admitted in there Engines , between"
1489100103_000064,"The Commercial and agricultural magazine, for ...",,59,2,0,0,3,0,0,4,3,0,1,9,2,3,0,10,2,0,1,2,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1799,3,6,"London [England] : printed and published by Vaughan Griffiths, Paternoster-Row, [1799-1802].",London,482,unknown,,,FALSE,"of improving the form, quality, and use of candles. oot~flob 3 Anthopy George Eckhardt, of q~ueenbs buildings, Knightibridge, gent. for an improvement in fire grates, ~nraners, - S. .c - Smith, of str.nmartin's in the Field's, gent'  improvement's in internal bracinigs of piano sorts. e -- -. John Jiotchkis,"
