PassageID,Title,Author,Total termFreq,termFreq(appear),termFreq(baron),termFreq(bodi),termFreq(bond),termFreq(children),termFreq(common),termFreq(court),termFreq(daughter),termFreq(death),termFreq(debt),termFreq(declar),termFreq(deed),termFreq(defend),termFreq(dower),termFreq(estat),termFreq(executor),termFreq(father),termFreq(feme),termFreq(fine),termFreq(god),termFreq(grant),termFreq(hall),termFreq(heir),termFreq(hous),termFreq(husband),termFreq(know),termFreq(land),termFreq(law),termFreq(leas),termFreq(life),termFreq(live),termFreq(love),termFreq(marri),termFreq(marriag),termFreq(monei),termFreq(parti),termFreq(person),termFreq(power),termFreq(reason),termFreq(receiv),termFreq(rent),termFreq(tenant),termFreq(term),termFreq(widow),termFreq(wife),termFreq(wive),termFreq(woman),termFreq(women),termFreq(word),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0397400600_000376,"Lex mercatoria rediviva: or, the merchant's directory. Being a compleat guide to all men in business, Whether AS Traders, Remitters, Owners, Freighters, Captains, Insurers, Brokers, Factors, Supercargoes, Agents. Containing an account of our trading companies and colonies, with their Establishments, and an Abstract of their Charters; the duty of consuls, and the Laws subsisting about Aliens, Naturalization and Denization. To Which IS Added a state of the present general traffick of the whole world, describing the Manufactures and Products of each particular Nation: And Tables of the Correspondence and Agreement of the European Coins, Weights, and Measures, with the Addition of all others that are known. Extracted fro the works of the best writers both at Home and Abroad; more especially from those justly celebrated ones of Messieurs Savary; improved and corrected by the author's own observations, during his long Continuance in Trade. The whole calculated for the Use and Service of the Merchant, Lawyer, Senator, and Gentleman. By Wyndham Beawes, Merchant.",Wyndham Beawes,93,3,0,0,0,1,0,3,3,1,2,0,6,3,0,7,1,0,1,0,0,0,1,1,0,19,0,3,3,0,0,0,0,5,7,3,0,0,2,0,3,2,1,1,3,6,0,2,0,0,1754,1,1,"Dublin : printed for Peter Wilson, in Dame-Street, M.DCC.LIV. [1754].",Dublin,820,male,,,FALSE,"Will stall direitor appoint: and there is a particular Agreement that such separate tate shall not be subjea in anyjirpea to the Debt , Contoul, or Engagements RUPTCY. of the Hulfand; but that the Treflees are to pay and apply such separate Estate , or the Rents or Interelf thereof,"
0573400101_000522,"A compleat body of conveyancing, in theory and practice. In three volumes. ... . Contains the theory; wherein the various Ways and Methods of Acquiring, Forfeiting, Conveying, Limiting and Settling all Kinds of Estates, as well Real as Personal; and also the Nature, different Forms, Parts, Operations and Effects of all Kinds of Deeds and Common Assurances, Fines and Recoveries, are fully treated of. Volumes II. III. Contain the practice: Or Precedents of Feoffments, Grants, Bargains and Sale, Leases, Releases, Declarations and Limitations of Uses and Trusts, Marriage-Settlements, and Private Acts of Parliament, (made for Settling the most considerable Estates in Great Britain and Ireland;) Mortgages, Leases, Assignments, Deeds of Charter-Party and Copartnership, Bills, Bonds, Releases, Letters of Attorney, &c. Deeds for securing Annuities, &c. and of Bank, East-India, South-Sea Stocks, and other Publick Funds; and in general all Deeds and Instruments any Ways requisite in Mercantile, Maritime and Plantation Affairs. With Observations and Opinions of the most Eminent Conveyancers. Selected from many Thousand Manuscript Precedents. The Whole digested in a Method intirely new, avoiding all Repetitions, and containing a greater Variety of Useful Precedents than all other Books upon the same Subject now extant. By Edward Wood, Gent. deceased. The fourth edition, greatly improved in the Theory by the Addition of References to the latest Books of Authority; and in the Practical Part, by the Favour of a large Number of Original Manuscript Precedents. By able hands. ...","Wood, Edward, conveyancer",123,1,0,1,0,0,0,2,0,2,0,5,1,0,3,7,0,0,3,26,1,1,3,4,0,15,0,13,3,2,4,1,0,1,1,0,1,0,1,0,1,1,1,0,0,15,0,3,0,0,1777,1,3,"London : printed by his Majesty's law-printers; for J. Beecroft, W. Strahan, J. Rivington, and sons, P. Uriel, W. Owen, B. Law, T. Caslon, S. Crowder, T. Longman, W. Flexney, G. Robinson, T. Lowndes, R. Baldwin, E. Johnston, W. Stuart, W. Brown, R. Critchett, M. Hingeston, W. Fox, E. Brooks, J. Johnson, and J. Knox. M.DCC.LXXVII. [1777].",London,864,male,,,FALSE,"no precedent Estate of Freehold to support it; for here can be no Eitate for Life to the Husband by Implication, because the fetate is the wi!i's Estate , to which in Law he is a Stranger; and taking it as a ipringing Ule, then it must be executory, because"
1065600101_000044,"A general abridgment of cases in equity, argued and adjudged in the High Court of Chancery, &c. With a large collection of cases never before published. To Which Are Added, Additional References To The Present Time, And AN Alphabetical Table Of The Names Of The Cases. The third edition carefully corrected. By a gentleman of the Middle Temple. ...",Great Britain. Court of Chancery,101,1,6,1,0,0,0,2,0,0,2,1,3,0,1,4,2,0,12,9,0,0,2,4,1,12,1,2,3,0,2,1,0,1,0,7,1,2,0,1,0,0,0,5,0,10,0,2,0,0,1792,1,2,"Dublin : printed for John Rice, College-Green, MDCCXCII. [1792-93].",Dublin,478,unknown,,,FALSE,"wife for life , and after her cease to B. In this cafe, though A. and his wife were parted, dthere had been great suits for alimony; and she, during the aration, had wafted the goods; yet the Ld. K. thought it rea ble, that the husband should be charged"
0231401200_000133,"The general laws of estates; or, freeholder's companion: containing the laws, statutes, and customs relating to freehold and other estates, whereby all Country Gentlemen and Freeholders may know their Rights thereto, and Qualifications to be Members of Parliament, Electors, Justices of Peace, and Jurymen; and to kill Game, erect Dovecotes, &c. In which is compriz'd the whole law of tenures of lands, and to whom they fall and descend, or otherwise belong, on any Alteration, from the Estate in Fee-Simple, down to Estates for Life, and Years, and also Copyholds; adapted to the Use of all Lords, Landlords and Tenants. With a full and compleat abstract of the new Act of Parliament concerning distresses for rent, Replevins and Ejectments, &c. and several other late popular Statutes. Likewise some very useful precedents of deeds and writings, applicable to this Work.",Giles Jacob,98,0,1,1,2,0,3,0,1,3,1,0,0,0,3,4,0,1,0,0,0,5,0,16,2,4,0,10,3,8,4,0,0,1,2,0,1,4,1,0,1,2,3,2,0,8,0,0,0,1,1740,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edward Sayer, Esq;) for Aaron Ward at the King's Arms in Little-Britain, MDCCXL. [1740].",London,439,male,1686,1744,FALSE,"stall be pleaded. ibid. - Livery why made of Freehold Estates . 3 -- Of their Commencement, not to be in fil!u.o. 4 -- -- What is Parcel of the freeho!d, as Wainfcor, Windows, Doors, a Furnace, C 5 -- - Particu'ar Things fixed thereto by Tenants removable, and not"
0994200201_000087,"Readings upon the statute law. Alphabetically digested. Wherein the most obscure and difficult points are clear'd up and illustrated by resolutions and adjudg'd cases, taken from the best authorities extant. By a gentleman of the Middle Temple.",Gentleman of the Middle Temple,125,1,2,2,0,0,1,0,0,4,0,0,0,0,6,6,0,0,1,1,0,1,4,5,0,19,0,13,4,10,6,1,0,1,2,0,0,4,0,0,0,0,1,6,0,13,2,9,0,0,1723,1,5,"London : printed for the author, and are to be sold by D. Brown, T. Osborn, W. Mears, and F. Clay, MDCCXXIII. [1723]-25.",London,369,male,,,FALSE,"Note ofdefendant, of the Particulars he intends to prove against him. the Particu 5 Mod. i8. z Hawk. 227 lars intended if a Barrator is convicted, he shall be punish to be proved. ed by Fine and Imprisonment, and bound to his Offender to be ood Behaviour; and ifne be"
0837400400_000015,"An essay on the learning respecting the creation and execution of powers; and also respecting the nature and effect of leasing powers In Which The Doctrine of the Judgment delivered by the Court of King's Bench, in the Case of Pugh and the Duke of Leeds, and the Principal Authorities for and against it, are considered. By John Joseph Powell, Esq. Barrister At Law Of The Inner Temple.",John Powell,97,1,0,1,0,0,1,1,3,2,0,1,5,0,0,7,0,0,3,1,0,1,0,2,0,3,0,2,1,8,7,2,0,5,4,0,1,1,12,0,1,3,4,3,0,10,0,1,0,0,1787,1,1,"London : printed by His Majesty's law printers, for P. Uriel, Inner Temple Lane, and T. Whieldon, Fleet Street, MDCCLXXXVII. [1787].",London,637,male,1755,1801,FALSE,"7!. what was given to M. the wife , by the Liefv. e will; whether a naked power or an estate ? Satting Secondly, if a power only, whether her tn', coverture rendered her incapable of exec ut Rep. xij. ing it? As to the first question, the court :"
0231900200_000117,"A practical treatise on fines and recoveries: containing the principles, cases and statutes relating to, and a great variety of precedents of, fines and recoveries. Together with Instructions for Drawing, Entering, and Passing them. By the late Serjeant Wilson.","Wilson, George",129,0,11,3,0,0,2,1,3,2,0,0,0,0,2,4,0,0,12,12,0,13,0,5,0,4,0,3,0,0,9,4,0,0,0,0,2,0,0,1,0,8,9,6,0,11,2,0,0,0,1793,1,1,"London : printed by A. Strahan and W. Woodfall, Law Printers to the King's most excellent Majesty; for W. Flexney; E. and R. Brooke; T. Whieldon and J. Butterworth; and W. Clarke and Son, 1793.",London,472,male,,,FALSE,"by Husband and Wife , Tenants for Life of the Wife , of a third Part of a Neffuage, which after her Death did belong long to the Conufee and his Heirs ; in the Nature of a Surrender to him in Reversion. Page 226 A Fine by Husband and"
0637400600_000056,"Decisions of the Court of Session, collected by Sir Roger Hog of Harcarse, One of the Senators of the College of Justice. From 1681 to 1691.",Roger Hog,82,0,0,0,4,7,0,1,2,0,4,0,3,2,0,2,1,1,0,0,0,2,0,8,0,7,0,2,3,0,2,1,0,1,7,2,0,1,3,1,0,2,1,0,0,7,2,1,1,1,1757,1,1,"Edinburgh : printed for G. Hamilton and J. Balfour, M,DCC,LVII. [1757].",Edinburgh,295,male,1635,1700,FALSE,"father's deed . 3 Tis not a limitation of the see, nor of the free use, feeing the daughter might have spent or disposed of it for onerous causes; but only the making a substitute succeed after her decease, in cafe it were extant and not consumed; and it is"
0977900102_000276,"Cases argued and adjudged in the High Court of Chancery. Published from the Manuscripts of Thomas Vernon, Late of the Middle Temple, Esq; By order of the High Court of Chancery. Vol. I.","Vernon, Thomas",123,1,2,0,1,0,0,3,8,4,7,0,0,1,0,6,2,0,5,1,0,0,0,3,0,20,0,6,2,0,7,1,0,3,2,3,0,3,2,0,0,1,0,2,0,26,0,1,0,0,1726,2,2,"Dublin : printed by J. Watts, and sold opposite the Watch-House, on the North-Side of College-Green, MDCCXXVI [1726].",Dublin,959,male,1654,1721,FALSE,"his personal Estate at her eleeion. A. becomes Bankrupt. Decreed the Wife to come in as a Creditor on her Bond , and what shall be paid in Refpet thereof, to be put out at Interest, and the Interest to be paid to the Creditors during the Bankrupt's Life ,"
0174600101_000248,"Reports of cases argued and determined in the High Court of Chancery, and of some special cases adjudged in the Court of King's Bench: collected by William Peere Williams, Late of Gray's Inn, Esq; In two volumes. ... . Published with Notes and References, and Two Tables to each Volume; one of the Names of the Cases, the other of the Principal Matters: By his Son William Peere Williams, of the Inner Temple, Esq;",William Peere Williams,79,2,2,0,0,2,1,8,3,3,2,0,0,3,0,6,2,0,2,1,0,1,1,6,0,4,0,3,3,1,1,3,0,4,1,4,1,0,0,0,1,0,2,0,0,6,0,0,0,0,1741,1,3,"Dublin : printed by and for Oli. Nelson, at Milton's Head in Skinner-Row, M,DCC,XLI. [1741].",Dublin,587,male,1664,1736,FALSE,"his first and second Son in Tail f Male (without going litther) and 1 after a.'s Death without Ifllhe Male, - then to a Charity; though A. he s Tenant in Tail until Ifluie born, and s may bar the Charity with respect to e those Lands of which lie"
0432000100_000407,"Lex mercatoria rediviva: or, the merchant's directory. Being a complete guide to all men in business, Whether AS Traders, Remitters, Owners, Freighters, Captains, Insurers, Brokers, Factors, Supercargoes, Agents, Containing an account of our mercantile companies; of our colonies and factories abroad; of our Commercial Treaties with Foreign Powers; of the duty of consuls, and of the Laws concerning Aliens, Naturalization, and Denization. To Which IS Added, a sketch of the present state of the commerce of the whole world; describing the Manufactures and Products of each particular Nation; with Tables of the Correspondence and Agreement of their respective Coins, Weights, and Measures. Extracted from the works of the most celebrated British And Foreign Commercial writers. The whole equally calculated for the Information and Service of the Merchant, Lawyer, Member of Parliament, and private Gentleman. By the late Wyndham Beawes, Esq; His Britannick Majesty's Consul at Seville and St. Lucar. The fourth edition, considerably improved, enlarged, and altered to render it suitable to the present Time, by Thomas Mortimer, Esq; Formerly his Majesty's Vice Consul at Ostend, and Author of several Commercial Treatises.",Thomas Mortimer,88,2,1,0,0,0,0,3,1,0,1,0,11,1,2,13,0,0,3,1,0,0,7,1,0,8,0,0,0,0,1,0,0,3,4,1,1,0,0,1,2,2,7,0,3,8,0,0,0,0,1783,1,1,"London : printed for J. Rivington, and Sons, T. Longman, B. Law, S. Crowder, T. Cadell, G. Robinson, J. Sewel, and R. Baldwin, MDCCLXXXIII. [1783].",London,973,male,1730,1810,FALSE,"and Customs, heretofore used within the said Manor, which were not repugnant and contrary to the TRUE Meaning of that act, should be and remain good and effectual to be ratified by that Ac. And the Jury found, that at a Court Baron of the said Manor, held the il"
0975300900_000056,"Reports of special cases argued and decreed in the Court of Chancery, in the reigns of King Charles I. King Charles II. and King William III. None of them ever before printed. Published by W. Nelson, ...",Great Britain. Court of Chancery,77,1,1,0,5,1,1,1,0,0,7,0,7,2,6,3,11,0,1,0,0,0,1,5,0,0,0,4,4,3,1,0,0,0,1,2,3,2,0,0,0,2,2,0,0,0,0,0,0,0,1717,1,1,"[London] : In the Savoy: printed by Eliz. Nutt, and R. Gosling, (assignees of Edward Sayer Esq;) for B. Lintott, R. Gosling, J. Pemberton; and T. Ward, 1717.",London,271,unknown,,,FALSE,"Fraud in writing a Bond , where one of theobligor's Names being left out, had proposed better Security, the other being broke, c. 99 Bill for 3 s. 4 d. per Annum dismissed, but the Depositions to be used at a Trial, 2 2 Bil ordered to be taken as"
0231401200_000045,"The general laws of estates; or, freeholder's companion: containing the laws, statutes, and customs relating to freehold and other estates, whereby all Country Gentlemen and Freeholders may know their Rights thereto, and Qualifications to be Members of Parliament, Electors, Justices of Peace, and Jurymen; and to kill Game, erect Dovecotes, &c. In which is compriz'd the whole law of tenures of lands, and to whom they fall and descend, or otherwise belong, on any Alteration, from the Estate in Fee-Simple, down to Estates for Life, and Years, and also Copyholds; adapted to the Use of all Lords, Landlords and Tenants. With a full and compleat abstract of the new Act of Parliament concerning distresses for rent, Replevins and Ejectments, &c. and several other late popular Statutes. Likewise some very useful precedents of deeds and writings, applicable to this Work.",Giles Jacob,104,0,0,0,0,0,2,2,0,2,3,0,0,0,12,9,4,5,0,2,0,1,5,2,0,5,0,12,3,0,3,0,0,1,2,1,1,0,0,1,0,0,1,5,4,10,0,6,0,0,1740,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edward Sayer, Esq;) for Aaron Ward at the King's Arms in Little-Britain, MDCCXL. [1740].",London,439,male,1686,1744,FALSE,"though' it was said this Cafe was in Nature of a Mortgage, and that the Wife of a Mortgagee, if the Mortgage is redeemed, shall not be endowed, no more than the Wife of the Conufee of a Fine , upon a Grant and Render, because the Estate is in"
0997200300_000128,"The student's law-dictionary; or compleat English law-expositor: Containing An Explanation of every particular Word and Term used in the Law, with an Introduction to the Knowledge of the Law itself, and the present Practice thereof: Compiled for the Instruction and Benefit of Students, Practitioners in the Law, Justices of the Peace, the Clergy and other Gentlemen. The whole collected from the best dictionaries, and other authorities hitherto published. Whereto is added an alphabetical table of the most usual Latin contractions that are to be found in our ancient Records, &c. Originally compiled by an attorney at law, and since carefully revised and corrected by a barrister.",,99,0,0,1,0,0,6,0,1,2,2,0,2,0,5,1,5,1,0,0,0,4,0,5,0,7,0,9,6,0,8,2,0,2,3,0,1,4,0,2,0,0,6,3,1,7,0,1,0,2,1740,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edward Sayer, Esq;) for James Hodges at the Looking-Glass on London-Bridge, MDCCXL. [1740].",London,458,unknown,,,FALSE,"to them for Life , or a that one joint Executor shall not Term of Years; the Grantees in be charged by the Arts of his all these Cafes hold a joint Tenacy, Companion, further than such a so that the Part of thejoint Tenant one is atually possessed of"
