PassageID,Title,Author,Total termFreq,termFreq(adventur),termFreq(ag),termFreq(apper),termFreq(author),termFreq(book),termFreq(charact),termFreq(design),termFreq(educ),termFreq(entertain),termFreq(event),termFreq(fabl),termFreq(fiction),termFreq(geniu),termFreq(happen),termFreq(heart),termFreq(hero),termFreq(histori),termFreq(human),termFreq(ill),termFreq(imagin),termFreq(interest),termFreq(judgement),termFreq(knowledg),termFreq(ladi),termFreq(languag),termFreq(life),termFreq(long),termFreq(love),termFreq(mankind),termFreq(manner),termFreq(mind),termFreq(modern),termFreq(moral),termFreq(natur),termFreq(novel),termFreq(origin),termFreq(passag),termFreq(piec),termFreq(pleasur),termFreq(poetri),termFreq(probabl),termFreq(prose),termFreq(public),termFreq(read),termFreq(reason),termFreq(romanc),termFreq(romant),termFreq(scene),termFreq(sentiment),termFreq(speci),termFreq(stori),termFreq(tast),termFreq(think),termFreq(thought),termFreq(verac),termFreq(virtu),termFreq(work),termFreq(write),termFreq(writer),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0964900103_000136,"The works of Sir William Temple, Bart. complete in four volumes octavo. To which is prefixed, The life and character of the author.","Sir William Temple, 1st Baronet",64,0,1,0,1,2,0,1,0,0,0,4,0,1,1,0,0,0,1,2,0,0,0,1,0,1,2,0,2,0,1,0,2,2,4,0,0,1,0,4,8,1,4,0,0,0,2,0,0,0,0,4,1,1,1,0,2,1,5,0,0,1770,3,4,"London : printed for J. Brotherton and W. Sewell, J. Whiston, C. Bathurst, J. and F. Rivington, T. Payne, W. Johnston, S. Crowder, B. White, L. Hawes and Co. C. Rivington, G. Pearch, J. Knox, R. Baldwin, and the Executors of H. Lintot, and T. Wotton, MDCCLXX. [1770].",London,543,male,1628,1699,FALSE,"fides, both sacred and profane, it appears that poetry waste firfit ort of.. writing known and used in the several nations of the world.. It may seem strange, I confess, upon the first thought , that a sort of style, so regular and so difficult, thould have grown in use"
0534400102_000056,The history of Ophelia. Published by the author of David Simple. In two volumes. ...,Sarah Fielding,62,5,1,0,5,1,0,0,0,4,0,0,0,1,0,1,4,1,1,0,0,1,0,1,1,3,2,0,0,1,4,1,0,2,1,4,0,0,1,0,0,0,0,1,2,1,1,0,1,1,1,0,0,2,1,0,1,2,0,0,2,1763,2,2,"Dublin : printed by James Hoey, Junior, 1763.",Dublin,183,female,1710,1768,TRUE,"deta:!. Pein'; eca l'v i, - volved in his mother's disgraces, he met ise: r., who, in the first irpuife of tender: efs, were .ca dy to harbour and relieve him; but every repeated solicitation diminifling their sensibility, they all at lall abandoned him, and charged upon his  insolence"
0794000601_000073,"The plays of William Shakspeare. With the corrections and illustrations of various commentators. To which are added, notes by Samuel Johnson and George Steevens. A new edition. Revised and augmented (with a glossarial index) by the editor of Dodsley's collection of old plays.",William Shakespeare,60,0,0,0,2,1,3,1,0,0,1,1,1,0,0,0,1,0,7,0,2,1,0,0,1,3,6,0,2,1,0,1,1,0,5,0,0,1,0,0,0,2,0,0,1,1,1,0,2,2,1,1,0,2,0,0,0,1,1,3,0,1800,1,23,"Basil : printed and sold by J. J. Tourneisen, M.DCCCC. [i.e. 1799-1802].",Basel,499,male,1564,1616,TRUE,"can operate but upon friall numbers; or by the accidents of transient fashions or temporary opinions: they are the genuine progeny of common humanity ; such as the world will always supply, and observation will always find. His persons aa and speak by the influence of those general passions and"
0251001800_000006,"The rambler, by Doctor Johnson, and Persian letters, by Lord Lyttleton.","George Lyttelton, 1st Baron Lyttelton",53,1,2,0,3,3,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,3,0,1,3,1,0,3,2,1,0,1,3,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,3,0,2,2,1,1800,1,1,"London : printed for Andrew Miller, Strand, 1800.",London,545,male,1709,1773,FALSE,"with the same images; and that if you take from him his lilies and his roses, his Satyrs and his Dryads, he will have nothing left that can be called poetry . In like manner , almibt all the fictions of the las age will vanish, if you deprive them"
0788700101_000076,"Jewish letters: or, a correspondence philosophical, historical and critical, betwixt a Jew and his correspondents, in different parts. Tome II.","Jean-Baptiste de Boyer, Marquis d'Argens",79,2,0,0,7,2,1,0,0,1,0,0,0,2,0,7,1,2,1,0,4,0,0,4,1,1,2,2,2,2,2,3,0,1,5,0,0,0,0,0,0,1,0,0,2,0,6,0,0,1,0,0,1,1,0,0,0,7,3,2,0,1739,1,4,"Newcastle : printed by J. White, for James Fleming, Bookseller, on the Tyne Bridge, MDCCXL. 1739-44.",Newcastle upon Tyne,451,male,1704,1771,FALSE,"the Month, and I can't forward them for conjfattinople in lets than six Weeks. I n AVE made a general Survey of all the Booksellers Shops in Paris for rone new Performances to add to those which I mall receive from Holland, but have found nothing, chides what I have"
1685800200_000002,"The history of Pamela; Or, Virtue rewarded. In a series of familiar letters from a beautiful young Damsel to her parents. Published, in order to cultivate the principles of virtue and prudence in the minds of the youth of both sexes. A narrative which has it's foundation in truth; and at the same time that it agreeably entertains, by a variety of curious and affecting incidents, is entirely divested of those images which in many pieces calculated for amusement only, tend to inflame the minds they should instruct. To which are prefixed extracts from several curious letters, written to the editor on the subject. By Samuel Richardson, Esq. author of the histories of Sir Charles Grandison, Clarissa, &c. Originally published in four volumes; now comprized in one large volume octavo.",Samuel Richardson,66,2,1,0,6,1,4,0,1,0,0,0,0,4,0,1,0,3,1,0,0,2,0,0,2,4,0,0,0,1,1,1,0,2,3,4,1,0,0,0,0,0,0,3,2,0,1,0,1,2,0,0,0,0,0,0,4,2,1,2,3,1792,1,1,"London : Printed for Alex. Hogg, at No. 16, Paternoster-Row, 1792.",London,603,male,1689,1761,TRUE,"PAMEIL A exhibits tle: Beauty and Superiority of virtue , in an innocent anti napolithed Mind , wtith~ the Rewalrd whlich often, even in this ife, is bellowed on goodness. A Young woman of low degree, relating to her ho~e~t Parents the severe Trials thle met with from a mater,"
0504100102_000157,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In two volumes. ...",Hugh Blair,66,0,1,0,1,0,2,0,0,0,2,0,0,4,0,0,0,0,3,1,2,3,0,0,0,3,0,0,1,1,2,1,0,3,6,0,0,0,3,2,4,0,0,2,2,0,0,1,2,5,1,0,0,0,2,0,1,1,1,2,1,1783,2,2,"London : printed for W. Strahan; T. Cadell; and W. Creech, in Edinburgh, 1783.",London,553,male,1718,1800,TRUE,"to read Nature . He looked inward, and found her - C there. I cannot say he is everywhere alike. Were he so, I should do him injury, to compare him to the greatest of mankind . He is' many times fat"" "" and insipid; his comic wit degenerating into"
0388200200_000004,The pursuits of literature: a satirical poem in dialogue. With notes. Part the first.,Thomas James Mathias,60,1,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,3,1,0,2,0,1,1,3,0,3,3,1,0,0,0,1,0,6,1,3,0,2,0,0,2,1,0,2,2,1,0,0,4,4,2,2,1797,1,1,"London : printed for J. Owen, No. 168. Piccadilly, 1797.",London,58,male,1754,1835,FALSE,"jyfriends, except he ordered them to be published after his decease. ( IX) mpiicklt, who bade the strong poetic tide Roll over Britannia's shores in Lusitanian prides) AUTHOR . Then I must suit the temper of these times, 75 Degraded now to mere historic rhymes, And last be hailed, in"
1186400700_000002,"The death of Abel. A sacred poem, in five books. Attempted from the German of Mr. Gessner.",Salomon Gessner,59,1,1,0,2,0,1,0,0,0,2,1,0,1,0,2,2,6,0,0,1,1,0,0,0,1,0,0,1,0,6,0,0,0,0,0,2,0,1,1,5,1,1,2,2,1,0,0,0,1,1,0,2,1,1,0,2,4,1,0,1,1786,1,1,"Bolton : printed by B. Jackson, 1786.",,130,male,1730,1788,FALSE,"be void of taste ; and to reason with such would be as ridiculous as te carry a lantern before the blind. Ir is to those who are capable of rtfileion, I desire I desire now to address myself. I would wist these to observe, that the works which caused"
0758301900_000001,"The original, Nature, and immortality of the soul, a poem. With an introduction concerning human knowledge. Written by Sir John Davis, Attorney-General in Ireland to King James the First.","Davies, John, Sir",59,0,3,0,6,1,0,0,0,1,0,1,1,0,0,0,1,0,1,2,1,0,1,3,0,1,2,1,1,2,1,2,0,1,5,0,1,0,1,0,1,0,1,0,1,2,1,0,0,0,0,2,0,1,3,0,3,2,1,1,0,1759,1,1,"London : printed for Daniel Browne, without Temple-Bar, MDCCLIX. [1759].",London,160,male,1569,1626,FALSE,"THE 42o-l _? 4 ORIGINAL , NATURE ) AND IMMORTALITY OF THE S O U L A P O E M. With an INTRODUCTION concerning HUMAN KNOWLEDGE WRITTEN BY Sir J O H N D A V I S, Attorney-general in .reland to King James the First. The FOURTH EDITION,"
0235000400_000055,Essays historical and moral. By G. Gregory.,George Gregory,63,1,0,0,2,7,0,0,2,1,1,1,0,0,0,0,1,2,1,0,1,3,0,2,0,5,1,0,1,1,1,2,0,3,1,1,0,0,0,0,2,0,1,0,10,2,0,0,0,1,0,0,2,1,1,0,0,0,0,0,2,1785,1,1,"London : printed for J. Johnson, ST. Paul's Church-Yard, M.DCC.LXXXV. [1785].",London,350,male,1754,1808,FALSE,"under foot. It has been objected, that a classical education loses time in acquiring words only, when ideas ought to be acquired. This objetion (though in a great measure unjust) would certainly be without any colour of reason , if a plan could be proposed for uniting both these purposes;"
1481600500_000002,The death of Abel. In five books. Attempted from the German of Mr. Gessner.,Salomon Gessner,58,1,1,0,1,0,3,0,0,0,2,1,0,1,0,2,2,5,0,0,1,1,0,0,0,1,0,0,1,0,6,0,0,0,0,0,1,0,1,1,5,1,1,2,2,1,0,0,0,1,1,0,2,1,1,0,2,4,1,0,1,1783,1,1,"Newry : Printed by R. Stevenson, Market street, M,DCC,LXXXIII. [1783].",Newry,132,male,1730,1788,FALSE,"very few excepted, were neither worthy to be known or valued. A poet, in the times of their youth, was cfleemed,, even by sensible Germans, only as a droll fellow, a kind of buffoon. But to those who have perused the Bible, with so little sense of its beauties, as"
1010500200_000046,"Theatrum poetarum Anglicanorum. Containing the names and characters of all the English poets, from the reign of Henry III. to the close of the reign of Queen Elizabeth. By Edward Phillips, the nephew of milton. First published in 1675, and now inlarged by additions to every article from subsequent biographers and critics.",Edward Phillips,59,1,5,0,3,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,2,2,1,1,4,0,0,2,2,1,0,0,0,0,0,0,4,0,0,1,3,0,5,1,0,3,0,0,2,1,1,0,1,0,1,1,4,1800,1,1,"Canterbury : printed by Simmons and Kirkby, for J. White, Fleet-Street, London, 1800.",Canterbury,424,male,1630,1696,FALSE,"but died without ifflue, i Sept. Ioth of James I. Of the numerous biographers of Sir Philip, whom I have consulted, no one mentions the date of the first publication of the arcadia.t 1 have the third edition, London, printed for William Ponfonby in i598. The Arcadia is a Romance"
0518100501_000115,"Essays moral and literary. By Vicesimus Knox, ... In two volumes. ...",Vicesimus Knox,55,0,4,0,0,4,0,0,1,2,1,0,0,4,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,5,2,1,0,0,1,1,0,2,1,0,1,0,5,1,1,1,0,0,1,0,1,2,0,0,0,1,1,0,3,1795,1,2,"London : printed for Charles Dilly, 1795.",London,366,male,1752,1821,TRUE,"Shakespeare bear evident marks of that species of reading in whith he took pleasure . His witches, his magicians, his ghosts, and all tlofe airy nothings to which he gave a local habitation and a name, owe their origin to the poet's feeding his fancy on the romantic and super"
0339401700_000002,The death of Abel. In five books. Attempted from the German of Mr. Gessner.,Salomon Gessner,59,1,1,0,2,0,2,0,0,0,2,1,0,1,0,2,2,7,0,0,1,1,0,0,0,1,0,0,1,0,5,0,0,0,0,0,2,0,1,1,5,1,1,2,2,1,0,0,0,1,1,0,1,1,1,0,2,4,1,0,1,1762,1,1,"London : printed for R. and J. Dodsley, in Pall-Mall; T. Durham, at the Golden Ball in the Strand; T. Field, in Pater-Noster Row; and M. Collyer, at No. 27, in Plough-Court, Fetter-Lane, M.DCC.LXII. [1762].",London,291,male,1730,1788,FALSE,"Bible with so little sense of its beauties, as to make a sin of this undertaking, I have nothing to say, they must be void of taste , and to reason with them would be as ridiculous as to carry a lantern before the blind. It is to those who"
0229100101_000094,"The works of Samuel Johnson, LL.D. A new edition, in six volumes. With an essay on his life and genius, by Arthur Murphy, Esq.",Samuel Johnson,59,0,0,0,2,1,3,1,0,0,1,1,1,0,1,0,1,0,5,0,1,1,0,0,1,2,7,1,2,1,2,2,2,0,4,0,0,1,0,1,0,2,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,4,0,1793,1,6,"Dublin : printed for Luke White, 1793.",Dublin,580,male,1709,1784,TRUE,"proper to inquire, by what peculiarities of excellence Shakespeare has gained and kept the favour of his countrymenr Nothing can please many, and please long , but just representations of general nature . Particular manners can be known to few, and therefore few only can judge how nearly they are"
0387700400_000002,The castle of Otranto. A Gothic story.,Horace Walpole,58,0,0,0,7,0,1,1,0,0,1,0,0,0,0,0,1,0,2,0,3,2,0,0,2,2,1,0,0,0,2,0,1,0,4,0,1,1,1,1,0,1,0,3,0,1,3,1,1,2,1,2,0,1,1,0,1,4,1,1,0,1769,1,1,"London : printed for John Murray, successor to Mr. Sandby, No 32, Fleet-Street, MDCCLXIX. [1769].",London,225,male,1717,1797,TRUE,"its faults, I have no doubt but the engliji reader will be pleased with a sight of this performance. The piety that reigns throughout, the lessons of virtue that are inculcated, and the. rigid purity of the sentiments , exempt this work from the censure to which romances are but"
0374100201_000001,The adventures of Roderick Random. |...,Tobias Smollett,50,3,2,0,3,0,2,0,1,2,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,5,0,0,2,0,1,0,0,1,0,1,0,1,0,1,2,1,1,0,0,4,0,3,1,0,0,2,0,1,0,2,0,0,0,0,1786,1,2,"Paris : printed for Theophilus Barrois, Bookseller, Quai des Augustins, M.DCC.LXXXVI. [1786].",Paris,380,male,1721,1771,TRUE,"THE ADVENTURES OF Roderick Random. I "". I I THE : DVENTURES O F ll j Roderik Random. genus & virtws, nisi cum re, vilior alga eft. HOR. VOL. I. PARIS: ted for Theophilbs BARROIS, Bookseller, Quai des Augustins. mm.dic.lxxxyi. THE: TH. "".' P R esca C E. )F all"
0901300200_000031,"An essay on the history of civil society. By Adam Ferguson, LL. D. Professor of Moral Philosophy in the University of Edinburgh.",Adam Ferguson,69,0,4,0,2,0,2,0,0,0,1,4,0,6,0,4,2,6,4,1,4,2,0,1,0,0,1,0,1,3,2,3,2,1,1,0,1,0,0,0,1,0,0,0,0,2,0,0,1,3,0,2,0,0,0,0,1,0,0,1,0,1793,1,1,"London : printed for T. Cadell, in the Strand; and W. Creech, and Bell and Bradfute, at Edinburgh, MDCCXCIII. [1793].",London,472,male,1723,1816,TRUE,"national character ; and though mixed with absurdities, often raise the imagination , and move the heart : when made the materials of poetry , and adorned by the skill and the eloquence of an ardent and superior mind , they instruct the understanding, as well as engage the patfions."
0225900603_000023,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,50,0,2,0,1,0,1,0,0,1,1,1,1,1,0,1,0,2,2,0,1,0,0,1,2,1,1,1,0,0,5,3,0,1,2,1,0,0,0,0,1,0,1,3,0,0,1,0,0,0,1,0,2,0,0,0,1,0,5,2,0,1788,3,3,"Basil : printed by J. J. Tourneisen, 1788.",Basel,408,male,1718,1800,TRUE,"with all its defecs; though it were to be wifled, for the honour of his memory, that his Epistolary Correspondence had not been drained to the dregs, by so many successive publications , as have been given to the world. Several of Lord Bolingbroke's, and of Biflhop Atterbury's Letters, are"
1111700101_000030,"The plays and poems of William Shakspeare, in sixteen volumes. Collated verbatim with the most authentick copies, and revised: with the corrections and illustrations of various commentators; to which are added, an essay on the chronological order of his plays; an essay relative to Shakspeare and Jonson; a dissertation ON The Three Parts Of King Henry VI. An historical account Of The English Stage, And Notes; by Edmond Malone.",William Shakespeare,60,0,0,0,7,1,1,0,2,0,3,1,1,1,1,1,0,0,2,0,2,0,1,2,0,3,1,0,0,0,1,3,0,1,1,1,1,1,0,0,0,0,1,0,4,1,0,0,0,3,0,1,0,1,1,0,0,2,1,6,0,1794,1,16,"Dublin : printed by John Exshaw, No. 98, Grafton-Street, 1794.",Dublin,415,male,1564,1616,TRUE,"Arthur was the favonrite volume. The mind , which has feasted on the luxurious wonders of fiction , has no tare of the insipidity of truth. A play, which imitated only the common occurrences of the world, would, upon the admirers of Palumeri and Guy of Warwick, have made little"
0344000300_000040,"An enquiry into the duties of the female sex. By Thomas Gisborne, M.A.",Thomas Gisborne,51,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,1,0,2,1,0,0,0,0,0,0,2,2,4,0,1,0,2,1,0,1,1,5,0,1,0,1,2,1,1,0,0,1,0,2,4,4,2,1,1799,1,1,"London : printed for T. Cadell jun. and W. Davies in the Strand, 1799.",London,456,male,1758,1846,FALSE,"then, aid what is called diflspation, are not to be allowed to fill so large a space in the course of female life as they now overspread; and your desire extremely to curtail them in the exercise of this branch of their established prerogative is, by no means, equivocal; how"
0559400102_000002,"The works of Horatio Walpole, Earl of Orford. In five volumes. ...",Horace Walpole,59,0,0,0,9,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,3,3,2,0,0,2,1,0,0,0,1,0,1,2,3,0,1,1,2,1,0,1,0,3,0,0,3,1,1,2,1,2,0,1,1,0,1,4,1,1,0,1798,2,5,"London : printed for G. G. and J. Robinson, Paternoster-Row, and J. Edwards, Pall-Mall, MDCCXCVIII. [1798].",London,639,male,1717,1797,TRUE,prejudiced in favour of his adopted work . More impartial readers may not be so much struck with the beauties of this piece as I was. Yet I am not blind to my author's defects. I could wish he had grounded his plan on a more useful moral than this;
0320001200_000069,"The flowers of modern history; comprehending, on a new plan, the most remarkable revolutions and events, as well as the most eminent and illustrious characters, of modern times; with a View of the Progress of Society and Manners, Arts and Sciences, from the Irruption of the Goths and Vandals, and Other Northern Nations, upon the Roman Empire, to the Conclusion of the American War. Designed for the improvement and entertainment of youth. By the Rev. John Adams, A.M.",John Adams,62,1,2,0,1,0,3,0,1,0,1,0,0,7,0,0,0,0,4,0,0,1,1,1,0,0,1,0,1,1,3,3,0,3,1,2,1,0,1,0,0,0,0,1,0,4,2,0,0,0,3,0,2,2,2,0,3,1,1,1,0,1790,1,1,"London : printed for G. Kearsley, at Johnson's Head, No. 46, Fleet Street, M,DCC,XC. [1790].",London,382,male,1750,1814,FALSE,"distance, the diamond, the pearl, and all sorts of gems. The weaving of ilk has been rendered more facile, while its culture has ben extended; and a culture of till more importance to society, that of corn. Mons. Du Hamel, a member of the French academy, by philosophically investigating the"
0297100100_000169,"Dissertations moral and critical. On memory and imagination. On dreaming. The theory of language. On fable and romance. On the attachments of kindred. Illustrations on sublimity. By James Beattie, LL. D. Professor of Moral Philosophy and Logick in the Marischal College and University of Aberdeen; and Member of the Zealand Society of Arts and Sciences.",James Beattie,57,0,0,0,2,2,1,0,0,3,1,7,0,0,1,0,0,2,1,0,0,0,0,2,0,0,3,1,0,0,1,0,1,3,5,0,3,0,0,1,1,2,2,0,1,0,2,0,0,0,1,3,1,0,0,0,1,3,0,0,0,1783,1,1,"London : printed for W. Strahan; and T. Cadell, in the Strand; and W. Creech at Edinburgh, MDCCLXXXIII. [1783].",London,669,male,1735,1803,FALSE,"could neither improve nor entertain us: but, with this exception, nature flhould not .be violated; nor the properties of one animal or vegetable ascribed to a different one. Frogs have been seen inflated with air, at least, if not with pride; dogs may swim rivers; a man might take a"
0699100301_000094,Dialogues concerning education. In two volumes. ...,David Fordyce,59,1,2,0,0,2,0,0,1,2,0,5,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,4,0,3,0,7,2,3,2,0,0,0,0,0,0,0,0,2,0,3,1,1,0,1,0,6,3,2,0,0,0,0,0,0,1753,1,2,"Belfast : printed by H. and R. Joy, M.DCC.LIII. [1753].",Belfast,376,male,1711,1751,FALSE,"Plan, as you, Gentlemen, have now recommended, I am con. vinced a great many of those Miscarriages would be prevented, of which we so justly complain. Ve ihouild then see (and who could see it without high Satisfacion) a sober, manly, virtuous Youth grow. ing up, intead of that lazy,"
0090600400_000043,"Essays, letters, and poems, by Edmund Rack, Secretary To the Society for the Encouragement of Agriculture, Arts, Manufactures, and Commerce, And To The Philosophical Society, lately instituted at Bath; And Author Of Mentor's Letters To Youth.",Edmund Rack,72,0,2,0,1,1,1,0,0,1,1,0,0,4,1,2,0,0,4,0,1,0,1,2,0,0,2,1,1,0,1,7,1,1,2,3,0,0,0,1,0,0,0,2,4,2,0,0,0,3,1,0,2,0,0,0,6,3,4,3,0,1781,1,1,"Bath : printed by R. Cruttwell, for the author; and sold by C. Dilly, Poultry; J. Dodsley, Pall-Mall; and J. Phillips, George-Yard, Lombard-Street, London; Messrs. Fletcher, Oxford; Merril, Cambridge; Todd, York; Crouse, Norwich; Thorn, Exeter; Frost, Chelmsford; and by all the booksellers in Bath and Bristol, MDCCLXXXI. [1781].",Bath,498,male,1735,1787,FALSE,"encouraging it in others. In some instances, the latter is the greatest. A man who oiffefes a fertile imagination , orftrong powers of' reasoning , e ieafoning, may corrupt more minds by his writings than by his example. The latter, from various causes, may be confined within a narrow sphere;"
