PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(ag),termFreq(alexandria),termFreq(ancient),termFreq(build),termFreq(built),termFreq(charact),termFreq(column),termFreq(countri),termFreq(cut),termFreq(egypt),termFreq(egyptian),termFreq(empir),termFreq(emploi),termFreq(figur),termFreq(granit),termFreq(height),termFreq(hieroglyph),termFreq(inhabit),termFreq(king),termFreq(knowledg),termFreq(languag),termFreq(long),termFreq(marbl),termFreq(monument),termFreq(nile),termFreq(peopl),termFreq(pharoah),termFreq(poster),termFreq(pyramid),termFreq(red),termFreq(rock),termFreq(roof),termFreq(ruin),termFreq(sepulchr),termFreq(sphinx),termFreq(stone),termFreq(strabo),termFreq(templ),termFreq(time),termFreq(travel),termFreq(upper),termFreq(variou),termFreq(wall),termFreq(work),termFreq(year),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0145500301_000010,"A view of antient history; including the progress of literature and the fine arts. By William Rutherford, D. D. Master of the Academy at Uxbridge. ...","Rutherford, William",65,0,1,0,3,3,1,0,0,0,1,7,5,0,1,1,1,2,1,0,1,0,0,2,0,5,0,2,0,0,9,0,0,0,2,0,0,2,1,1,2,2,0,0,2,4,3,1788,1,2,"London : printed for the author; and sold by J. Murray, No 32, Fleet-Street, MDCCLXXXVIII. [1788]-91.",London,471,male,1745,1820,FALSE,"II other improvements.. IN the most remote periods of history, we find the arts of luxury and ornament flourishing in Egypt . Precious fluffs, embroidered garments, vases of gold and silver, gems, jewels, and all the apparatus of magnificence, announce a polithed and refined people . A PECULIAR tafle for"
0169401001_000038,"The history of ancient and modern Egypt: Comprehending A View of the Natural Phenomena; the Efforts of Genius and Art; and the Moral, Religious, Commercial, and Politcal Transactions of the Egyptians, from the earliest Dawn of Intelligence, to the latest Period of authentic Information. Comprizing Likewise, a Comparison Betwixt the Ancient and Present State of Egypt, and a Philosophic View of those Remarkable Productions Connected with the History of that Country. From the most authentic Records. By J. Franklin, Esq. ...","Franklin, J.",55,1,0,1,4,3,0,0,1,2,2,1,2,0,1,0,4,1,0,1,0,0,0,0,4,1,2,0,0,0,2,1,5,0,0,0,0,5,0,4,0,2,0,0,0,4,1,1800,1,3,"Newcastle on Tyne : printed and sold by J. Mitchell. - Sold also by West & Hughes, No. 40; Hurst, Paternoster-Row; W. Clark, Bond-Street; and J. Johnson, St Paul's Church-Yard, London, [1800]-1802.",Newcastle upon Tyne,502,unknown,,,FALSE,"Nile , from whence they were tranfrcrted by rafts to theif ri the pyramids S: .varx.'s TF.AVEL there II a qtary of serpentine ftnes from which vessels are made, which will staid the fife. But of all the quarries of Rfone or marble that are to be anywhere met with,"
0155500802_000158,"Chronological antiquities: or, the antiquities and chronology of the most ancient kingdoms, from the creation of the world, for the space of five thousand years. In three volumes. ... By John Jackson, ...",John Jackson,67,2,1,0,2,3,7,0,0,1,0,2,7,0,0,3,0,1,7,0,5,1,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,2,1,5,0,3,1,3,0,2,1752,2,3,"London : printed for the author; and sold by J. Noon, 1752.",London,509,male,1686,1763,FALSE,"Egyptian Deities and Symbols centred in two, viz. Osiris and Isis, who represented under various hieroglyphic Forms both the celestial and terrestrial syrem, with all the divine Attributes, Operations and Energy, which created, animated, aatu ated and preserved them. The Egyptian likewise concealed their moral Philosophy under hie roglyphicsymbols; but"
0456000100_000090,"A new and complete universal history of the Holy Bible, including the Old and New Testament; and comprising all the transactions recorded in the sacred writings, from the creation of the world, to the full establishment of Christianity. In which The several Parts of Scripture are pleasingly related, and satisfactorily illustrated; Obscure Passages rendered clear; Seeming Inconsistencies reconciled; the various Significations of the most expressive Appellatives elucidated; False Translations amended; Former Errors corrected; and Difficult Texts made clear to every Capacity. To which are Added An ample and comprehensive Display of the Connection between the Sacred Writers and Profane Authors: Also Particular Accounts of the Lives and Transactions of the most eminent Patriarchs, Prophets, and other Servants of God, who, by an inspired Grace, have distinguished themselves in the Display of Divine Wisdom. Illustrated with Notes Historical Theological Civil Commercial Geographical Literal Critical Natural Military Political Systematical Chronological Argumentative Philological Explanatory Reconciliatory Biographical Practical and Moral The Whole calculated to enlighten the Understanding, purify the Heart, and promote the Knowledge of those Sacred Scriptures, by which we may obtain Happiness here, and eternal Salvation hereafter. By the Reverend Edward Kimpton , Vicar of Rogate in Sussex, Morning Preacher of St. Matthew's, Bethnal-Green, and late of Christ's College, Cambridge; Assisted by many learned Gentlemen, who have made the Sacred Writings their peculiar Study. Embellished with a great Number of beautiful Copper-Plates, descriptive of the most distinguished Transactions related in the Sacred Writings; From Original Drawings of the ingenious Messrs. Metz, Stothard and Saunders, Members of the Royal Academy; and other eminent Arists. The Whole engraved by the most Capital Performers, particularly Grignion, Collier, Heath, Cook, Blake, White, Taylor, &c.","Kimpton, Edward",59,1,1,0,1,3,3,0,1,0,1,2,0,0,0,2,1,0,1,0,4,0,0,3,8,1,0,0,0,0,2,1,0,5,0,2,0,4,0,2,2,0,2,1,3,1,1,1785,1,1,"London : printed for J. Cooke No. 17, Pater-Noster Row, [1785?].",London,788,male,1765,1813,FALSE,"weight of the pyramid above. The chamber is thirty four feet long , seventeen broad, and nineteen and an half high. Whatever was originally in this room, at present nothing remains but a tomb of granite marble , of one piece, hollow within, uncovered at the top, and sounding like"
0130400303_000024,"Indian antiquities: or, dissertations, relative to the ancient geographical divisions, the pure system of primeval theology, the grand code of civil laws, the original form of government, and the various and profound literature, of Hindostan. Compared, throughout, with the religion, laws, government, and literature, of Persia, Egypt, and Greece. The whole intended as introductory to the history of Hindostan, upon a comprehensive scale. ...",Thomas Maurice,58,1,0,0,2,2,0,0,3,0,1,0,4,0,0,4,3,3,5,0,0,0,0,1,6,0,0,1,0,0,1,3,0,0,2,1,0,3,0,4,1,1,0,0,4,1,1,1794,3,5,"London : printed for the author, and sold by W. Richardson, under the Royal-Exchange, M.DCC.XCIV. [1794].",London,269,male,1754,1824,FALSE,"the name of God and Mohammed, to flow with its usual abundance and fertilise the land; which behest the river immediately obeyed to the astonishment and conversion of the infidels. In India their severe mulcts on those infatuated women, who commit themselves to the flames cn the funeral pile of"
0534100128_000208,"The annual register, or a view of the history, politics, and literature, for the year 1786.",,50,0,0,0,1,2,1,1,2,0,1,0,2,0,0,6,3,2,2,0,0,0,0,1,2,1,0,1,0,0,1,3,0,1,1,0,1,0,1,7,2,0,0,0,5,0,0,1788,1,1,"London : printed for J. Dodsley, in Pall-Mall, 1788.",London,498,unknown,,,FALSE,"there avenues, at the en exar.nine re fart, I went thilhcr of which porticos were built , b i h £; ius Gallus, who was ac not in any fixed number. The com'paniekd by his numerous friends, porticos lead to a magnificent opel ani .n efc rt oi soldiers. I"
1101700302_000018,"Letters on Egypt, with a parallel between the manners of its ancient and modern inhabitants, the present State, the Commerce, the Agriculture, and Government of that Country; and an account of the descent of St. Lewis at Damietta: extracted from Joinville, and Arabian authors. Illustrated with maps. By Mr. Savary, Author of the Life of Mahomet, and Translator of the Coran. In two volumes. ...","Savary, M. (Claude Étienne)",55,2,1,0,3,2,2,0,1,1,0,4,2,0,1,1,1,0,3,1,1,0,0,0,2,2,3,1,0,0,0,0,1,1,1,0,0,0,1,8,3,1,0,0,2,3,0,1786,2,2,"London : printed for G. G. J. and J. Robinson, Pater-Noster-Row, MDCCLXXXVI. [1786].",London,629,male,1750,1788,FALSE,"one of the seven wonders of the world. A multitude of Greek and Latin inscriptions, that : are fill legible on the bale, and the legs of the colofius, testify that Princes, Generals, Governors, and men of every condition, have heard this miraculous sound. You know, Sir, what the judicious"
1384000100_000502,"By the King's royal license and authority. A new royal authentic and complete system of universal geography antient and modern: including all the late important discoveries made by the English, and other celebrated navigators of various nations, in the different hemispheres: and containing a complete gentine history and description of the whole world as consisting of empires, kingdoms, states, republics, provinces, continents, islands, oceans, &c. various countries cuies, towns, promontoories, capes, bays, peninsulas, isthmusses, gulphs, rivers, harbours, lakes, aqueducts, mountains, volcanos, caverns, deserts, &c.&c. throughout Europe, Asia, Africa and America: their respective situtations, extent, latitude, longitude, boundaries, climates, soil, natural and artificial curiosities, mines, metals, mineral, trees, shrubs, the various kinds of fruits, flowers, herbs and vegetable productions. With an account of the religion, laws, customs, manners, genius, tempers, habits, amusements, and singular ceremonies of the respective inhabitants; their arts, science, manufactures, learning trade, commerce, military and civil governments; &c. Also exact descriptions of the various kinds of beasts, birds, fishes, amphibious creatures, reptiles, insects, &c. peculiar to each country; including every thing curious, as related by the most eminent travellers and navigators, from the earliest accounts to the present time. Likewise the essence of the voyages of the most enterprising navigators of different nations and countries, from the celebrated Columbus, the first discoverer of America, to the death of our no less celebrated countryman Captain Cook, &c.&c. Together with a concise history of every empire, kingdom and state. Including an account of the most remarkable discoveries, settlements, battles, sieges, see-sights, and various revolutions that have taken place in different parts of the world. The whole forming an authentic and entertaining account of every thing worthy of notice throughout the whole face of nature, both by land and water. With a great variety of curious Articles, communicated by gentlemen who have travelled in various parts, and by captains of ships, &c. none of which every appeared in print before. To which is added geography, astronomy, the use of the globes, maps, &c. With an account of the rise progress, and present state of navigation throughout the known world. By the Reverend Thomas Bankes, Vicar of Dixton in Monmouthshire, and author of the Christian's family Bible. Edward Warren Blake. Esq. and Alexander Cook, A.M. Teacher of Geography, Astronomy, and Navigation. Enriched with upwards of one hundred beautiful engravings, consisting of views, whole-sheet maps, plans, charts, antiquities, quadrupeds, birds, fishes, reptiles, vegetables, men, manners, customs, ceremonies, &c. the whole executed in a superior stile, by the first artists in the kingdom.","Bankes, Thomas",50,2,0,1,1,0,0,1,2,2,1,7,1,1,0,0,2,1,0,0,1,0,0,2,0,3,1,1,0,0,7,1,1,0,1,0,0,2,0,2,1,2,1,0,1,1,0,1790,1,1,"London : printed for J. Cooke, No. 17, Pater-Noster-Row, [1790?].",London,1095,unknown,,,FALSE,"country on both fdes the Nile down to Heptanomis. There were formerly in this part of Egypt a number of large and magnificeibt cities besides Thebes, Lycopolis, Abydus, Tentyris, Hermonthis, Latopolis, Coptus, Anteopolis, cc. In there were temples of several deities, and tombs of their an. cient princes. Some late"
0169401001_000109,"The history of ancient and modern Egypt: Comprehending A View of the Natural Phenomena; the Efforts of Genius and Art; and the Moral, Religious, Commercial, and Politcal Transactions of the Egyptians, from the earliest Dawn of Intelligence, to the latest Period of authentic Information. Comprizing Likewise, a Comparison Betwixt the Ancient and Present State of Egypt, and a Philosophic View of those Remarkable Productions Connected with the History of that Country. From the most authentic Records. By J. Franklin, Esq. ...","Franklin, J.",63,0,1,2,2,1,1,0,4,1,0,5,7,0,0,4,0,1,2,0,2,0,0,2,1,1,0,0,0,0,0,1,0,0,5,0,1,2,0,4,6,1,1,1,1,2,1,1800,1,3,"Newcastle on Tyne : printed and sold by J. Mitchell. - Sold also by West & Hughes, No. 40; Hurst, Paternoster-Row; W. Clark, Bond-Street; and J. Johnson, St Paul's Church-Yard, London, [1800]-1802.",Newcastle upon Tyne,502,unknown,,,FALSE,"and fourteen feet long ; were indented strongly into each other by means es iron cranks; and the walls of some temples were ten and twelve feet thick. Thus only were they deemed secure. In the ruins of The t: s, several of these immense ftruaures fill have escaped the"
1101700301_000030,"Letters on Egypt, with a parallel between the manners of its ancient and modern inhabitants, the present State, the Commerce, the Agriculture, and Government of that Country; and an account of the descent of St. Lewis at Damietta: extracted from Joinville, and Arabian authors. Illustrated with maps. By Mr. Savary, Author of the Life of Mahomet, and Translator of the Coran. In two volumes. ...","Savary, M. (Claude Étienne)",53,1,1,1,3,0,2,1,0,2,0,3,2,0,1,0,1,0,3,0,0,2,0,0,2,4,2,2,0,0,0,0,0,0,1,0,2,1,4,4,1,0,0,0,0,2,5,1786,1,2,"London : printed for G. G. J. and J. Robinson, Pater-Noster-Row, MDCCLXXXVI. [1786].",London,593,male,1750,1788,FALSE,"that the Nile is low, the oxen are employed in turning draw wheels, to raise the water into ciiterns, from whence it is circulated through the grounds. For this reason they never defiroy this animal at its birth. It is prohibited to kill a calf in Egypt . but but"
1218600100_000339,"A new geographical, Historical, and Commercial grammar; and present state of the several kingdoms of the world. Containing I. The Figures, Motions, and Distances of the Planets, according to the Newtonian System and the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climate, Air, Soil, vegetable Productions, Metals, Minerals, natural Curiosities, Seas, Rivers, Bays, Capes, Promontories, and Lakes. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature since the most early Periods of History. Viii. The History and Origin of Nations: their Forms of Government, Religion, Laws, Revenues, Taxes, naval and military Strength. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude, Bearings, and Distances of principal Places from London. With a table of the coins of all nations, and their value in English money. By William Guthrie, Esq. Illustrated with a new and correct set of maps, Engraved by Mr. Kitchin.",William Guthrie,57,2,0,4,3,2,2,0,2,3,1,7,2,0,2,0,0,3,0,1,1,0,0,1,2,0,3,0,0,0,4,1,1,0,3,0,0,0,0,1,1,0,0,0,1,3,1,1770,1,1,"London : printed for J. Knox, at No 148, near Somerset-House, in the Strand, MDCCLXX. [1770].",London,728,male,1708,1770,FALSE,"into two corps of janifarics, and affafs are the chief, the former amounting to about six or eight thoufarid, and the latter to between three and four thousand. The other troops are of little account . After all, it does not at all appear, that the paiha ever ventures to"
