PassageID,Title,Author,Total termFreq,termFreq(advantag),termFreq(africa),termFreq(america),termFreq(american),termFreq(britain),termFreq(british),termFreq(carri),termFreq(claim),termFreq(coast),termFreq(coloni),termFreq(commerc),termFreq(commod),termFreq(compani),termFreq(consider),termFreq(control),termFreq(countri),termFreq(cultiv),termFreq(cultur),termFreq(dutch),termFreq(east),termFreq(empir),termFreq(europ),termFreq(exclus),termFreq(foreign),termFreq(govern),termFreq(grant),termFreq(hold),termFreq(holland),termFreq(increas),termFreq(indi),termFreq(india),termFreq(inhabit),termFreq(island),termFreq(land),termFreq(law),termFreq(manner),termFreq(nation),termFreq(nativ),termFreq(navig),termFreq(negro),termFreq(parliament),termFreq(peopl),termFreq(place),termFreq(plantat),termFreq(planter),termFreq(price),termFreq(produc),termFreq(regul),termFreq(servant),termFreq(settlement),termFreq(ship),termFreq(slave),termFreq(sold),termFreq(subject),termFreq(territori),termFreq(time),termFreq(tobacco),termFreq(trade),termFreq(traffic),termFreq(west),termFreq(work),termFreq(year),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0452802300_000010,"The national and private advantages of the African trade considered: being an enquiry, how far it concerns the trading interest of Great Britain, effectually to support and maintain the forts and settlements in Africa; belonging to the Royal African Company of England: Shewing also that Support and Encouragement the Dutch and the French give to their respective African Companies; and that nothing less than 30,000 l. per Annum, granted by Parliament to the present Company, for a Term of Years certain can enable them to support a Competition with our Rivals in that Trade: with a Proposition to render the Interest of private Traders, and that of the Company mutually beneficial to each other. with a new and correct map. of the Coast of Africa, and all the European Settlements. Humbly inscribed to the Rt. Honble. Henry Pelham, Esq; First Lord Commissioner of his Majesty's Treasury, and Chancellor of the Exchequer.",Malachy Postlethwayt,88,3,2,1,0,1,2,0,2,5,5,1,1,3,1,0,2,0,0,4,0,0,0,0,2,0,0,1,1,0,0,1,0,0,3,0,0,5,4,0,3,0,1,2,1,1,1,1,0,0,4,3,0,0,1,0,1,0,16,0,0,0,3,1746,1,1,"London : printed for John and Paul Knapton, at the Crown in Ludgate-Street, MDCCXLVI. [1746].",London,131,male,1707,1767,FALSE,"them: The Natives , n their Part, stipulating and agreeing with e Governors, faslors, and Agents of such ettlements, to bring down and encourage constant Intercourse and Currency of rade from the Inland Countries , to such riends and Allies, in Opposition to all there European settlements , their Corm"
0019400202_000101,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, LL. D. and F. R. S. of London and Edinburgh: One of the Commissioners of his Majesty's Customs in Scotland; and Formerly Professor of Moral Philosophy in the University of Glasgow. In three volumes ...",Adam Smith,91,0,1,1,4,6,2,5,0,1,11,0,6,2,0,0,8,1,2,0,0,0,1,0,1,0,1,0,0,5,1,0,2,1,1,3,0,2,0,0,1,0,2,0,1,1,6,4,0,0,0,1,0,0,1,0,0,0,4,0,1,0,1,1796,2,3,"London : printed for A. Strahan; and T. Cadell jun. and W. Davies (successors to Mr. Cadell) in the Strand, MDCCXCVI. [1796].",London,529,male,1723,1790,TRUE,"dearness of the one is the same thing with the cheapness of the other. The policy of Portugal is in this respect the same as the ancient policy of Spain, with regard to all its colonies , except Fernambuco and Marannon, and with regard to there it has lately adopted"
0018300500_000067,"Continuation of the Complete history of England. By T. Smollett, M.D. Volume the second.",Tobias Smollett,89,0,5,1,1,1,8,0,0,7,4,2,1,6,3,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,1,0,1,1,3,0,0,2,1,2,1,0,0,8,0,4,0,1,0,2,0,10,0,1,0,4,1767,1,1,"London : printed for R. Baldwin, in Pater-Noster-Row, MDCCLXVII. [1767].",London,491,male,1721,1771,TRUE,"the beginning of this fef, Mor sion the lord Barrington, as Tecretary at war, in daunt. formed the house, by his majesty's command,. that lieutenant-general Sir John Mordaunt, a member of that house, was in arrest for disobedience of his majesty's orders, while employed on the late expedition to the"
1408602500_000001,"The Legal claim of the British sugar-colonies to enjoy an exclusive right of supplying this kingdom with sugars, in return for sundry restrictions laid upon these colonies in favour of the products, manufactures, commerce, revenue, and and navigation, of Great Britain; demonstrated by proofs extracted from the statute-book.",,76,1,2,1,0,1,9,0,1,0,5,4,4,0,0,0,5,2,0,0,0,0,0,0,2,1,0,0,0,1,1,2,1,1,0,3,1,2,2,3,0,2,4,2,2,3,0,1,0,0,1,0,0,0,0,1,0,1,3,0,1,0,0,1792,1,1,"[London : s.n., 1792].",London,17,unknown,,,FALSE,"Trhe LIZGAL CLAIM of the Britith Sugar Colonies to enjoy an EXCLUTSI[VE RIGHTH of applying this Kingdom with Sugars, in return for f~undlry reffri~t~ions laid upon there Colonies in favour of thte produ~t~s, m2lanufalsdures, Commerce , Revenue, and and navigation , of Great Britain ; demaon thated. by Proofs extra~ted"
0191002400_000002,"The resolutions of England and Ireland relative to a commercial intercourse between the two kingdoms. Containing, I. The Eleven Resolutions of the House of Commons of Ireland. II. Resolutions of the Commons relative to the Adjustment of the commercial Intercourse between Great Britain and Ireland, as amended by the Lords. III. A Bill for finally regulating the Intercourse and Commerce between Great Britain and Ireland, on permanent and equitable Principles, for the mutual Benefit of both Kingdoms, as brought into the House of Commons on Tuesday, August a, 1785, by the Right Honourable William Pitt.",,108,1,1,1,0,16,4,2,0,1,6,3,1,0,0,0,5,0,0,0,0,4,0,1,3,0,2,1,0,0,1,1,0,1,0,6,3,0,0,2,0,4,0,1,3,0,0,5,5,0,4,3,0,0,2,0,7,0,4,0,2,0,2,1785,1,1,"London : printed for John Stockdale, opposite Burlington House, Piccadilly, M,DCC,LXXXV. [1785].",London,29,unknown,,,FALSE,"therefore it is highly exf. A 3 Pdint [ 6 dient that the annual revenue of this kingdom shall be made equal to its annual expense. XI Resolved, That for the better protection of trade , whatever fur the gross hereditary revenue of this kingdom (after deduaing all drawbacks, re"
0014800304_000091,"A philosophical and political history of the settlements and trade of the Europeans in the East and West Indies. By the Abbé Raynal. To which is added, The revolution of America. By the same author. A new translation. With notes, Large Additions and Improvements, and a Copious Index. ...",Guillaume Thomas François Raynal,61,1,1,0,0,0,0,1,0,2,6,1,1,4,1,0,2,1,0,0,0,0,1,2,0,2,1,0,0,1,0,2,2,1,1,1,0,3,1,0,2,0,2,1,1,0,1,0,0,1,0,1,1,2,1,1,2,0,2,0,1,1,2,1782,4,6,"Edinburgh : printed for W. Gordon, W. Gray, J. Bell, J. Dickson, & P. Anderson, Edinburgh; W. Anderson, Stirling; J. Duncan, & Dunlop & Wilson, Glasgow; Angus & Son, Aberdeen; & E. Wilson, Dumfries, M,DCC,LXXXII. [1782].",Edinburgh,312,male,1713,1796,TRUE,"pay out of his provisions whateyer he might have occasion to buy. The monopolizer, as a torrent that is lost in the abyss itself has made, works his own ruin by his rapa ioufnefs, by draining the country where he exercif£s his tyranny. The mifimanagement of the oppressor, and the"
0446500200_000006,"An inquiry into the effects of putting a stop to the African slave trade, And of Granting Liberty to the Slaves in the British Sugar Colonies. By the Author of The Essay on the Treatment and Conversion of African Slaves in the British Sugar Colonies.",James Ramsay,87,1,4,4,0,6,1,0,0,0,9,0,1,0,0,0,4,2,1,0,0,0,3,0,1,2,0,0,0,1,2,0,1,4,0,1,3,0,1,0,0,0,1,1,4,4,2,3,0,0,0,0,5,0,1,0,3,0,4,0,3,1,3,1784,1,1,"London : printed and sold by James Phillips, in George-Yard, Lombard-Street, 1784.",London,43,male,1733,1789,FALSE,"Politicians have not yet fixed the time , when the population of America stall be supposed able to manufacture for herself, far lets for a foreign market. Whenever, therefore, our colonies are subjected to America , the price of sugar in them muff fall one half, and every proprietor must"
0147203200_000006,"The conduct of the present Parliament considered, previous to its dissolution.",,97,2,1,1,0,12,3,2,1,0,7,1,1,4,0,0,5,0,0,0,2,0,0,5,4,0,2,3,0,0,2,4,2,0,0,5,1,1,0,1,0,3,0,0,2,0,0,4,3,0,2,0,0,0,1,0,3,0,5,0,2,0,0,1789,1,1,"London : printed for J. Ridgway, No. 1, York Street, St. James's-Square, M.DCC.LXXXIX. [1789].",London,77,unknown,,,FALSE,"jet. The RISH PROPOSITIONS. The intent of the Irih Propositions was, to extend stilt farther to Ireland, the advantages of a free trade , and to put her upon a perfec equa lirv with Great Britain . Ireland had already eftablihed her independence, At the same time that we had"
1212600602_000057,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, L. L. D. and F. R. S. of London and Edinburgh: One of the Commissioners of His Majesty's Customs in Scotland; and Formerly Professor of Moral Philosophy in the University of Glasgow.",Adam Smith,119,1,7,4,1,0,0,4,0,1,6,0,0,4,4,0,6,0,0,3,14,0,4,3,0,2,0,0,0,0,13,1,6,5,0,0,1,5,5,1,0,0,1,0,1,0,2,2,0,0,5,1,0,0,0,0,2,0,4,0,0,0,0,1793,2,2,"Dublin : printed by William Porter, for G. Burnet, L. White, W. Wilson, P. Byrne, W. McKenzie, J. Moore, and W. Jones, M.DCC.XCIII. [1793].",Dublin,559,male,1723,1790,TRUE,"branches of it, it would be a proof that, at that particular time , that country was not ripe for that trade , and that it would do better to buy for tome time , even at a higher price , from other European nations , the East - india"
1019200102_000129,"The history of America. By William Robertson, D. D. Principal of the University of Edinburgh, and Historiographer to his Majesty for Scotland. ...",William Robertson,77,1,0,4,2,0,0,1,0,2,5,5,3,6,3,0,3,0,2,1,0,0,3,1,1,0,1,0,0,1,0,0,1,2,0,0,1,2,1,0,0,0,2,0,0,1,3,1,3,0,2,2,0,0,1,0,3,0,5,1,0,0,1,1777,2,2,"Dublin : printed for Messrs. Price, Whitestone, W. Watson, R. Cross, Corcoran Sleater, Chamberlaine, Potts, J. Hoey, Williams, E. Lynch, M. Hay, S. Watson, T. Stewart, W. Colles, W. Wilson, Moncrieffe, Armitage, Hallhead, Walker, Exshaw, Flin, Burnet, Faulkner, Jenkin, Beatty, Gilbert, Vallance, Wogan, E. Cross, Mills, Grueber, R. Stewart, White, M`kenly, and Magee, MDCCLXXVII. [1777].",Dublin,550,male,1721,1793,TRUE,"that period there has been no intercourse with Chilli and Peru but by tingle ships , dispatched from time to time as occasion requires, and when the merchants expec a market will open. These sail round Cape Horn, and convey directly to the ports in the South Sea the productions"
0144400104_000018,Memoirs of the reign of George III. to the session of Parliament ending A.D. 1793. By W. Belsham. ...,William Belsham,80,1,2,2,1,8,4,0,1,1,6,1,1,2,0,2,4,0,0,0,2,0,0,0,2,0,1,1,0,0,2,3,0,0,0,4,2,0,0,1,0,5,0,0,2,0,0,4,6,0,1,0,0,0,2,0,1,0,3,0,2,0,0,1795,4,4,"London : printed for G. G. and J. Robinson, 1795.",London,435,male,1752,1827,FALSE,"that the present system would be acceptable in neither kingdom; that the author of it was too young, and was ignorant of what should confii tute a Minister;; if others more competent .o this talk had remained longer in office, things would have been better and more satisfactorily settled. It"
0474600202_000127,"The Parliamentary register; or, history of the proceedings and debates of the House of Commons; ...",Great Britain. Parliament. House of Lords,79,2,2,2,0,2,1,1,0,1,5,2,1,2,0,0,3,0,0,0,0,1,1,0,1,1,0,1,1,1,2,0,0,3,1,0,1,2,0,0,3,4,0,1,1,2,0,1,1,0,0,0,6,0,0,0,2,0,9,0,2,0,7,1797,2,12,"London : printed for J. Debrett, 1797-1802.",London,837,unknown,,,FALSE,"a Royal donation, to be divided among the officers. James II Sir, followed the example of his brother. In the first year of his reign he issued the following infiructions to Si Philip Howard: -' "" You re to give all polible encouragement and lnvitttioi+ t"" "", d.h, who thal.,,"
1281301800_000001,Colonization of the island of Jamaica.,,69,1,1,0,0,1,1,0,0,1,3,1,1,1,1,0,1,4,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,10,3,2,0,1,3,0,2,2,1,0,3,3,0,1,1,1,1,0,1,0,1,0,3,0,3,0,1,0,2,1792,1,1,"[London?], 1792.",London,15,unknown,,,FALSE,"| Tis f faiald V - COLONISATION OF THE ISLAND or J A MAY A. i IN T R D U C T ION. T HE statute book presents us with very numerous examples of encouragement held out to the British West Indian colonies , by the legislature of this"
0736500102_000130,"The history of America. By William Robertson, D. D. Principal of the University of Edinburgh, and Historiographer to his Majesty for Scotland. ...",William Robertson,80,1,0,4,2,0,0,1,0,2,5,6,3,5,3,0,3,0,2,1,0,0,3,1,1,0,1,0,0,1,0,0,1,2,0,0,1,2,1,0,0,0,2,0,0,1,3,1,3,0,1,4,0,0,1,0,3,0,6,1,0,0,2,1777,2,2,"London : printed for W. Strahan; T. Cadell, in the Strand; and J. Balfour, at Edinburgh, MDCCLXXVII. [1777].",London,558,male,1721,1793,TRUE,"The galeons rying on trade in this mode, the number of register ships in abolished. creased; and at length, in the year 1748, the Galeons, after having been employed upwards of two centuries, were finally laid aside. From that period there has been no intercourse with Chilli and Peru but"
0684601200_000093,"An impartial sketch of the debate in the House of Commons of Ireland, on a motion made on Friday, August 12, 1785, by the Right Hon. Thomas Orde, for leave to bring in a Bill for effectuating the intercourse and commerce between Great Britain and Ireland, ... By William Woodfall.",William Woodfall,126,4,2,2,0,17,4,3,0,1,13,3,0,1,0,0,2,0,0,0,0,1,0,3,1,0,0,0,0,0,2,0,0,0,1,2,8,0,0,3,0,1,3,0,11,0,0,3,4,0,10,3,0,0,3,0,8,0,5,0,2,0,0,1785,1,1,"[London] : Dublin, printed. London: re-printed for J. Debrett, [1785].",London,225,male,1746,1803,FALSE,"is the carnef and ""affectionato ( 7) t. affefionate desire, as well as the TRUE interest of his Majesty's fubjeas "" of this kingdom, to promote as far as in them lies the navigation , "" trade and commercial interests of Great Britain as wsell as Ireland, ant "" that"
1475400104_000033,"The craftsman. By Caleb D'anvers, of Gray's-Inn, ESq.","D'Anvers, Caleb",70,1,2,5,0,1,2,1,0,1,4,1,1,0,2,1,2,1,0,2,0,1,1,0,0,0,0,0,0,1,5,0,0,4,1,1,0,4,0,1,2,0,2,2,2,0,0,1,0,0,4,0,1,0,1,0,2,0,3,0,3,0,1,1731,4,14,"London : Printed for R. Francklin, in Russel-Street, Covent-Garden, M,DCC,XXXI. [1731]",London,321,male,,,FALSE,"of her Neighbours, but hath almofi incredibly improved and strengthened her Colonies and plt.ntations. in the West indies . The Dutch are, at this Time , in Possession of no considerable Places in South America ; for Curafoe, eu/latia and Saba are small barren Islands , or rather Rocks; but"
0623400400_000034,"Memoirs of the reign of Bossa Ahádee, King of Dahomy, an inland country of Guiney. To which are added, the author's journey to Abomey, the capital; and a short account of the African slave trade. By Robert Norris. Illustrated with a new map.","Norris, Robert           1791",84,2,6,1,0,3,4,4,0,0,3,3,1,3,0,0,1,0,0,1,1,0,0,2,0,1,2,0,0,3,4,0,0,2,0,1,0,2,0,0,5,4,1,0,0,2,0,0,0,0,1,2,1,0,0,0,0,0,11,2,5,0,0,1789,1,1,"London : printed for W. Lowndes, No. 77, Fleet-Street, M.DCC.LXXXIX. [1789].",London,200,unknown,,,FALSE,"tropical climates of America , from the utter incapacity of white people to undergo that fatigue, every European nation possessing colonies there, has been solicitous to acquire a hare in this traffic ; nor have the most scrupulous of them entertained a doubt of their right to purchase, what the"
0452802300_000001,"The national and private advantages of the African trade considered: being an enquiry, how far it concerns the trading interest of Great Britain, effectually to support and maintain the forts and settlements in Africa; belonging to the Royal African Company of England: Shewing also that Support and Encouragement the Dutch and the French give to their respective African Companies; and that nothing less than 30,000 l. per Annum, granted by Parliament to the present Company, for a Term of Years certain can enable them to support a Competition with our Rivals in that Trade: with a Proposition to render the Interest of private Traders, and that of the Company mutually beneficial to each other. with a new and correct map. of the Coast of Africa, and all the European Settlements. Humbly inscribed to the Rt. Honble. Henry Pelham, Esq; First Lord Commissioner of his Majesty's Treasury, and Chancellor of the Exchequer.",Malachy Postlethwayt,101,7,11,1,1,1,1,2,0,0,2,0,1,10,2,0,1,0,1,1,0,0,0,0,3,1,1,0,0,0,0,2,0,0,1,0,0,7,0,0,8,2,0,0,5,0,1,2,0,2,5,1,0,0,0,0,0,1,14,1,1,0,1,1746,1,1,"London : printed for John and Paul Knapton, at the Crown in Ludgate-Street, MDCCXLVI. [1746].",London,131,male,1707,1767,FALSE,"THE i National and Private ADVANTAGES OF THE africadn TRADE / CONSIDERED: BE IN G A N E N Q U IR Y, How far it concerns the RADING INTEREST of Great Britain , effeaually to Support and Maintain The FORTS and SETTLEMENTS in AFRICA , BELONGING TO THE OYAL"
0231300500_000029,"A history of the law of shipping and navigation. By John Reeves, Esq. Author Of ""the History Of The English Law.""","Reeves, John",99,0,2,2,0,4,3,1,1,0,3,0,0,0,1,0,4,1,0,0,0,0,0,0,2,1,2,0,0,0,1,0,6,10,7,0,1,0,1,6,0,3,0,0,12,0,0,1,1,0,0,3,0,0,3,6,2,0,4,0,1,0,4,1792,1,1,"Dublin : printed by Thomas Burnside, for Messrs. E. Lynch, P. Wogan, P. Byrne, J. Moore, W. Jones, R. Mcallister, H. Watts, And J. Rice, 1792.",Dublin,469,male,1752,1829,FALSE,"to Great Britain . All this being considered, he thought himself obliged to conclude, that this island was now a plantation belonging to his majesty, and in his possession, in right of the crown of England; and that it was an English and British plantation within the meaning and intent"
