PassageID,Title,Author,Total termFreq,termFreq(afternoon),termFreq(air),termFreq(anchor),termFreq(bear),termFreq(blow),termFreq(breez),termFreq(calm),termFreq(caus),termFreq(clear),termFreq(clock),termFreq(cloud),termFreq(cloudi),termFreq(cold),termFreq(continu),termFreq(cours),termFreq(dark),termFreq(dry),termFreq(east),termFreq(fail),termFreq(fall),termFreq(fine),termFreq(fleet),termFreq(fun),termFreq(gale),termFreq(gener),termFreq(heat),termFreq(hot),termFreq(inch),termFreq(land),termFreq(latitud),termFreq(leagu),termFreq(light),termFreq(littl),termFreq(mean),termFreq(moder),termFreq(month),termFreq(morn),termFreq(mountain),termFreq(night),termFreq(noon),termFreq(north),termFreq(observ),termFreq(rain),termFreq(reason),termFreq(rock),termFreq(run),termFreq(sail),termFreq(sea),termFreq(season),termFreq(set),termFreq(small),termFreq(snow),termFreq(south),termFreq(trade),termFreq(warm),termFreq(water),termFreq(weather),termFreq(weft),termFreq(wind),termFreq(winter),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0116400301_000002,"The present state of all nations. Containing a geographical, natural, commercial, and political history of all the countries in the known world. ... . By T. Smollett, M.D.",Tobias Smollett,75,0,2,1,0,2,0,2,0,1,0,2,0,2,3,0,0,0,1,1,0,1,1,3,0,1,0,1,0,3,4,0,0,1,0,1,1,0,7,1,0,4,1,1,0,3,0,1,3,1,2,0,5,2,0,0,3,2,0,3,2,1768,1,8,"London : printed for R. Baldwin, No. 47, Paternoster-Row; W. Johnston, No. 16, Ludgate-Street; S. Crowder, No. 12; and Robinson and Roberts, No. 25, Paternoster-Row, MDCCLXVIII. [1768]-69.",London,529,male,1721,1771,TRUE,"reader may occaionally have recourse to the fountainhead of intelligence, and decide for himself how far we have at ed our part with candour, accuracy, and judgement. THE PRESENT STATE OF THE W 0r L D. S P I T Z B E R G E N. Its SITUATION. BOUNDARIES."
1390600702_000078,"A voyage towards the South Pole, and round the world. Performed in His Majesty's ships the resolution and adventure, in the years 1772, 1773, 1774, and 1775. Written by James Cook, commander of the resolution. In which is included, Captain Furneaux's narrative of his proceedings in the adventure during the separation of the ships. In two volumes. Illustrated with maps and charts, and a variety of portraits of persons and views of places, drawn during the voyage by Mr. Hodges, and engraved by the most eminent masters.",James Cook,78,1,0,0,1,0,3,1,0,4,0,0,0,1,1,2,0,0,3,0,0,1,0,1,2,0,1,0,0,12,3,5,0,1,0,0,0,2,2,2,1,3,0,1,0,0,1,1,0,0,0,0,5,2,0,0,2,4,1,7,1,1777,2,2,"London : Printed for W. Strahan; and T. Cadell in the Strand, MDCCLXXVII. [1777].",London,447,male,1728,1779,FALSE,"to S. W., land opened, off this point, in the direction of N. 60° Weft , and nine leagues beyond it. It proved an island quite detached from the main, and obtained the name of Pickerfgill Island, after my third officer. Soon after, a point of the main, beyond this"
0088000100_000105,"A voyage round the world; but more particularly to the north-west coast of America: performed in 1785, 1786, 1787, and 1788, in the King George and Queen Charlotte, Captains Portlock and Dixon. Dedicated, by permission, to Sir Joseph Banks, Bart. By Captain George Dixon.","Dixon, George",121,4,0,0,0,1,7,2,1,1,0,0,1,0,0,2,0,0,2,1,0,3,0,0,0,3,0,0,0,0,12,0,3,1,0,4,0,3,0,4,11,2,0,4,1,0,0,3,0,1,0,0,0,20,1,0,3,7,1,12,0,1789,1,1,"London : published by Geo. Goulding, Haydn's Head, No. 6, James Street, Covent Garden, 1789.",London,460,unknown,,,FALSE,"breeze at North West, 788 with frequent squalls attended with rain ; At five o'clock in the as Mach. ternoon we saw a firange fail to the Northward. In the night , and during the forenoon of the 29th, the breeze moderated ; about ten o'clock the strange sail being"
0487300101_000026,"A voyage to the islands Madera, Barbados, Nieves, S. Christophers and Jamaica, with the natural history of the Herbs and Trees, Four-Footed Beasts, Fishes, Birds, Insects, Reptiles, &c. of the last of those islands; to which is prefix'd an introduction, wherein is an account of the inhabitants, air, waters, diseases, trade, &c. of that Place, with some Relations concerning the Neighbouring Continent, and Islands of America. Illustrated with the figures of the things describ'd, which have not been heretofore engraved; In large Copper-Plates as big as the Life. By Hans Sloane, M. D. Fellow of the College of Physicians and Secretary of the Royal-Society. In two volumes. Vol. I.",Hans Sloane,219,2,0,0,0,7,36,4,0,0,2,0,0,1,13,1,0,0,1,0,0,0,0,0,0,1,0,7,0,12,1,1,0,2,0,0,1,18,5,14,6,11,0,14,1,0,0,0,30,1,0,3,0,7,3,0,0,0,0,14,0,1707,1,2,"London : printed by B. M. for the author, 1707.",London,753,male,1660,1753,FALSE,"last night a very strong Sea Breeze , this morning it continues very strong, with some drops of Rain , and blows all day very hard. o. In the morning calri, to watds Noon two great Showers with a Sea Breeze . I I. In the morning calm , a"
0718900700_000107,"A voyage round the world; but more particularly to the north-west coast of America: performed in 1785, 1786, 1787, and 1788, in the King George and Queen Charlotte, Captains Portlock and Dixon. Dedicated, by Permission, to Sir Joseph Banks, Bart. By Captain George Dixon.","Beresford, William, Supercargo of the ""Queen Charlotte""",130,4,0,0,0,2,5,1,2,0,0,0,1,0,1,1,0,0,1,0,0,4,0,0,1,3,0,0,0,0,14,0,2,2,0,5,0,3,0,4,12,1,1,4,1,0,0,2,0,1,0,0,0,20,1,0,3,11,1,16,0,1789,1,1,"London : published by Geo. Goulding, Haydn's Head, No. 6, James Street, Covent Garden, 1789.",London,464,unknown,,,FALSE,"entirely lost sight of our consort: our latitude at noon was 12 deg. 44 min. South ; and the longitude 257 deg. 48 min West. From the ift to the 9th we had a frefl Easterly breeze , the weather rather squally at times, with rain . Our latitude at"
0082100102_000080,"A voyage towards the South Pole, and round the world. Performed in His Majesty's ships the Resolution and Adventure, in the years 1772, 1773, 1774, and 1775. Written by James Cook, commander of the Resolution. ...",James Cook,88,3,0,0,0,0,2,1,0,3,0,0,0,3,0,3,0,0,8,0,2,0,2,1,2,0,0,0,0,3,7,0,0,1,1,0,0,2,0,5,2,2,1,0,2,0,2,2,4,0,0,0,8,4,0,0,1,4,2,5,0,1777,2,2,"London : printed for W. Strahan; and T. Cadell, 1777.",London,428,male,1728,1779,FALSE,"that the cold ought to be everywhere nearly equal round the pole, as far as 70 or 60o of latitude , or so far as to be beyond the influence of any of the known continents; consequently we ought to see ice everywhere under the same parallel, or near it:"
0091900800_000046,"A journal of a voyage to the South Seas, in his Majesty's ship the Endeavour: faithfully transcribed from the papers of the late Sydney Parkinson, Draughtsman to Sir Joseph Banks, Bart. in his Expedition with Dr. Solander round the World; and embellished with twenty-nine views and designs, engraved by Capital Artists. To which is now added, remarks on the preface, by the late John Fothergill, M. D. F. R. S. &c. And an appendix, Containing an Account of the Voyages of Commodore Byron, Captain Wallis, Captain Carteret, Monsieur Bougainville, Captain Cook, and Captain Clerke.",Sydney Parkinson,81,2,0,1,1,0,5,1,0,3,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,11,4,4,3,2,0,1,0,4,0,2,1,1,1,0,0,1,2,0,4,0,0,1,0,3,0,0,7,4,1,3,0,1784,1,1,"London : printed for Charles Dilly, in the Poultry; and James Phillips, in George-Yard, Lombard-Street, MDCCLXXXIV. [1784].",London,505,male,1745,1771,FALSE,"the wind was moderate , but the sea ran very high, and the (hip rolled so much that every movable on board was thrown about; and it was with great difficulty that we saved ourselves from being tossed out of our cots. The night came on while we were in"
0944100102_000148,"A voyage to the Pacific Ocean. Undertaken, by the command of His Majesty, for making discoveries in the Northern hemisphere. ... In three volumes. Vol. I and II. written by Captain James Cook, F.R.S. Vol. III. by Captain James King, ...","King, James",122,1,1,4,1,0,2,0,1,0,0,0,0,0,3,6,0,0,13,1,0,0,0,2,1,0,0,0,0,9,5,5,0,4,0,1,0,4,1,0,7,11,2,1,1,0,1,0,1,0,0,0,1,12,0,0,10,2,1,7,0,1785,2,3,"London : printed by H. Hughs, for G. Nicol; and T. Cadell, 1785.",London,571,male,1750,1784,FALSE,"anchor , stood out of the bay, and steered to the Northeast, between the coast and the two islands. The next day, at noon , the former extended Tuesday II from South 80° Weft , to North 84° West; the latter bore South 40° Vest; and the peaked mountain ,"
0435901100_000037,"A new directory for the East-Indies: containing, I. The first discoveries made in the East-Indies by European voyagers ... VI. Directions for sailing to and from the East-Indies, ... The whole being a work originally begun upon the plan of the oriental Neptune, augmented and improved by Mr. Willm. Herbert, Mr. Willm. Nichelson, and others; and now methodised, corrected, and further enlarged, by Samuel Dunn, ...",Samuel Dunn,101,2,1,2,0,15,2,4,0,1,0,2,0,0,2,0,1,1,3,1,0,1,0,0,0,3,0,1,0,1,0,1,0,1,0,2,9,4,0,0,1,1,0,8,0,0,2,0,4,2,1,0,0,1,0,0,0,2,0,18,1,1780,1,1,"London : printed for Henry Gregory, 1780.",London,580,unknown,,1794,FALSE,"constant from SOUTHWEST. to W. r fp CI liy in jui.e .nd July; but, at the end of Augult, they frequently blow from WEST northwest. and iobmcltiice NORTHWEST. Near the the Coast of Coromandel, the land winds are not confiant; but you commonly have the sea breeze from S. to"
0799200202_000049,"A voyage round the world, in the years 1785, 1786, 1787, and 1788, by J. F. G. de la Pérouse: Published Conformably to the Decree of the National Assembly, of the 22d of April, 1791, and edited by M. L. A. Milet-Mureau, Brigadier General in the Corps of Engineers, Director of Fortifications, Ex-Constituent, and Member of Several Literary Societies at Paris. In three volumes. Translated from the French. ...","Jean-François de Galaup, comte de La Pérouse",108,0,0,1,1,0,2,1,0,5,0,1,0,0,3,5,0,0,5,0,1,2,0,0,0,0,0,0,0,12,5,6,1,2,0,0,0,2,4,5,6,9,5,0,0,2,4,2,2,0,0,0,1,6,0,0,1,3,1,2,0,1799,2,3,"London : printed for J. Johnson, St. Paul's Church Yard, 1799.",London,535,male,1741,1788,FALSE,"the coast; but the sea ran extremely high, and our cables could with difficulty have resisted the pitching. Round Cape, of the Spaniards, bore east 5° south of us; the land extended afterwards as far as southeast; our latitude at noon was 45 55' north our longitude, by our time"
1319000101_000023,"The natural history of Aleppo. Containing a description of the city, and the principal natural productions in its neighbourhood. Together with an account of the climate, inhabitants, and diseases; particularly of the plague. By Alex. Russell, M.D.",Alexander Russell,66,0,4,0,0,2,2,1,0,1,0,2,0,1,1,1,0,1,3,0,2,2,0,1,1,1,3,2,0,0,0,0,1,0,1,1,3,0,2,0,1,2,1,3,0,0,0,1,1,5,0,0,1,2,0,0,1,3,0,4,2,1794,1,2,"London : Printed for G.G. and J. Robinson, Pater-Noster-Row, 1794.",London,501,male,1715,1768,FALSE,"mountains , the Orontes alone finds its way to the Mediterranean. The others in this part of Syria, (which are indeed but few in number, and not large) are soon absorbed in their course through the thirify plains, or lost in lakes. And even the Orontes, though it receives a"
0078600600_000028,"Journal of the Resolution's voyage, in 1772, 1773, 1774, and 1775, on discovery to the southern hemisphere, by which the non-existence of an undiscovered continent, between the equator and the 50th degree of Southern latitude, is demonstratively proved. Also a journal of the Adventure's voyage, in the years 1772, 1773, and 1774. With An Account of the Separation of the two Ships, and the most remarkable Incidents that befel each. Interspersed With Historical and Geographical Descriptions of the Islands and Countries discovered in the Course of their respective Voyages.","Marra, John",128,2,0,0,0,2,2,1,1,4,0,0,0,5,4,15,0,1,0,1,1,3,0,0,8,0,0,0,0,6,2,0,0,4,0,0,0,4,0,2,14,1,3,3,0,0,1,2,4,0,0,1,3,2,0,0,1,10,0,15,0,1776,1,1,"Dublin : printed for Caleb Jenkin, No. 58, Dame-Street; and John Beatty, No. 32, Skinner-Row, MDCCLXXVI. [1776].",Dublin,345,unknown,,,FALSE,"in any given time, deducible from the time, and the space between the periods, where the longitude is accurately recorded. This much being here thought necessary to premise, we shall now proceed. On the 28th the weather continuing fine , and the wind dying away, they. made but little progress."
0806500103_000019,"A voyage to the Pacific Ocean undertaken by command of His Majesty for making discoveries in the northern hemisphere performed under the direction of Captains Cook, Clerke and Gore in the years 1776.7.8.9 and 80. ...",James Cook,82,3,0,0,2,0,1,1,0,2,0,1,0,0,0,2,0,0,2,1,1,0,0,0,4,0,0,0,0,4,3,2,1,2,0,0,0,4,0,2,3,6,1,1,0,0,0,4,1,0,0,0,1,6,3,0,1,4,2,11,0,1785,3,4,"Perth : printed by R. Morison, junr. for R. Morison & Son, 1785.",Perth,352,male,1728,1779,FALSE,"a tower, bearing norh laortb eafr t thb diftanc of b. bout bout four leagues . The latitude was 53° 57;  and the longitude 191° 2' We got sight of Oonalalhka about three in the afternoon , when we flhrtened fail , and hauled the wind , being unable"
1545500100_000026,"A voyage round the world; but more particularly to the north-west coast of America: performed in 1785, 1786, 1787, and 1788, in the King George and Queen Charlotte, Captains Portlock and Dixon. ... By Captain George Dixon.","Dixon, George",69,1,0,2,1,2,2,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,1,2,0,0,0,0,2,1,0,0,1,1,5,0,5,1,1,2,3,1,1,0,0,1,2,2,1,0,1,1,4,3,0,0,7,1,5,1,1789,1,1,"London : printed for John Stockdale, and Geo. Goulding, 1789.",London,475,unknown,,,FALSE,"little dried salmon, which we bought s0for a few beads, with which he feemed'perfetly satisfied. Tis most .probable this man came purposely to reconnoitre us, and learn our intentions; for whe. he understood that we came to trade peaceably, andreas shown various articles we had to traffic with, he was,"
1509600102_000127,"A voyage to the Pacific Ocean. Undertaken, by the command of His Majety, for making discoveries in the Northern Hemisphere. Performed under the direction of Captains Cook, Clerke, and Gore, in His Majesty's ships the Resolution and Discovery; in the years 1776, 1777, 1778, 1779, and 1780. In three volumes. Vol. I. and II. written by Captain James Cook, F.R.S. Vol. III. by Captain James King, LL.D. and F.R.S. Published by order of the Lords Commissioners of the Admiralty.","King, James",101,3,0,7,0,1,2,1,0,2,0,0,0,0,4,1,0,0,9,0,2,0,0,0,5,0,0,0,2,5,2,7,2,1,0,0,0,4,2,1,1,13,2,2,1,0,0,1,0,0,1,0,0,6,0,0,6,2,0,3,0,1785,2,3,"London : printed by H. Hughs, for G. Nicol, bookseller to His Majesty, in the Strand; and T. Cadell, in the Strand, M.DCC.LXXXV. [1785].",London,580,male,1750,1784,FALSE,"appeared to be two e~nug harbours. We flood well into this bay, where we might have anchored in twenty-three fathoms water ; but as I had no such view, we tacked and flood to the Westward, with. the wind at North , a very firo~ng g ale, attended by rain"
1728900200_000121,"A voyage round the world; but more particularly to the North-West Coast of America: performed in 1785, 1786, 1787, and 1788, in the King George and Queen Charlotte, captains Portlock and Dixon. Embellished with twenty Copper-Plates. Dedicated, by permission, to His Majesty. By Captain Nathaniel Portlock.",Nathaniel Portlock,117,0,4,5,3,0,12,1,0,4,0,0,6,0,2,0,0,0,1,2,0,3,0,0,3,0,0,0,0,0,4,12,9,0,0,7,0,1,0,0,3,4,0,3,0,1,0,5,1,0,0,0,0,6,0,0,3,5,0,7,0,1789,1,1,"London : Printed for John Stockdale, opposite Burlington-House, Piccadilly; and George Goulding, James Street, Covent Garden, M,DCC,LXXXIX. [1789].",London,457,male,1748,1817,FALSE,"and fair. At r P. M. weighed, and made sail towards Macao Andat tpaft 4 came to in sr I · Macao Roads, with the best bower, in ·4 & fathoms, muddy bottom. The peakt of Lantoon E. b. N. T A B LE IX Route of the King George"
0088000100_000107,"A voyage round the world; but more particularly to the north-west coast of America: performed in 1785, 1786, 1787, and 1788, in the King George and Queen Charlotte, Captains Portlock and Dixon. Dedicated, by permission, to Sir Joseph Banks, Bart. By Captain George Dixon.","Dixon, George",131,6,0,0,1,3,5,0,1,1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,2,1,0,0,0,0,9,0,3,1,2,4,0,4,0,4,8,11,6,2,2,0,0,9,0,0,5,0,0,12,0,0,1,8,1,12,0,1789,1,1,"London : published by Geo. Goulding, Haydn's Head, No. 6, James Street, Covent Garden, 1789.",London,460,unknown,,,FALSE,"the longitude could not by any means be depended upon; it was evident by our latitude of today, that there was a trong current setting to the Southward, and it was very uncertain 2 whether *788. whether or no it did not set us to the Eastward at the fame"
1072100102_000089,"A voyage to The Pacific Ocean. Undertaken, by the command of His Majesty, for making discoveries in the northern hemisphere. ... Performed under the direction of Captains Cook, Clerke, and Gore, ... Vol. I. and II. written by Captain James Cook, F.R.S. Vol. III. by Captain James King, ...","King, James",107,0,0,0,1,0,3,2,0,1,0,0,0,0,3,2,0,0,10,0,1,1,1,0,4,1,0,0,0,11,6,4,0,0,1,4,0,4,1,0,1,16,0,2,1,2,1,1,0,0,0,1,3,9,0,0,1,3,0,5,0,1784,2,3,"London : printed by W. and A. Strahan: for G. Nicol; and T. Cadell, 1784.",London,572,male,1750,1784,FALSE,"South West in the evening; but it was very unsettled, and blew in squalls with snow showers. In one of thelc, at midnight, it Ihiftcd at once to West North Well, and soon increased to a very hard gale , with heavy squalls, .attended with ilcct or snow . There"
