PassageID,Title,Author,Total termFreq,termFreq(art),termFreq(believ),termFreq(better),termFreq(bring),termFreq(brother),termFreq(care),termFreq(death),termFreq(enter),termFreq(exit),termFreq(faith),termFreq(father),termFreq(fear),termFreq(fellow),termFreq(friend),termFreq(gentleman),termFreq(god),termFreq(hand),termFreq(head),termFreq(heart),termFreq(hold),termFreq(honour),termFreq(hope),termFreq(hous),termFreq(king),termFreq(know),termFreq(ladi),termFreq(leav),termFreq(letter),termFreq(life),termFreq(littl),termFreq(live),termFreq(love),termFreq(madam),termFreq(marri),termFreq(matter),termFreq(mean),termFreq(mind),termFreq(natur),termFreq(night),termFreq(noth),termFreq(old),termFreq(plai),termFreq(pleas),termFreq(poor),termFreq(prai),termFreq(run),termFreq(self),termFreq(servant),termFreq(speak),termFreq(sure),termFreq(think),termFreq(thought),termFreq(true),termFreq(wife),termFreq(woman),termFreq(word),termFreq(world),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpt
0465000500_000003,"Isabella: or, the fatal marriage. A play. Alter'd from Southern. As it is perform'd at the Theatre-Royal in Drury-Lane.",Thomas Southerne,76,0,2,1,0,1,1,0,0,0,1,4,1,0,2,2,1,1,1,1,0,0,2,0,3,1,2,1,0,3,2,1,4,0,4,1,1,1,1,0,1,3,0,2,2,2,2,0,0,2,0,4,3,0,0,1,1,3,4,1758,1,1,"London : printed for J. and R. Tonson, 1758.",London,62,male,1660,1746,TRUE,"decayed Gentry: They cxpe&t as much as waiting upon as when they had Money in their Pockets, and were able to confider us for the Trouble. Nirrfe. Why, that is a Grievance indeed in great Families, where the Gikis, at good Times, are better than the Wages. It would do"
0169100700_000007,"The frenchify'd lady never in Paris. A comedy. In two acts, as it is acted at the Theatre-Royal in Crow-Street, by His Majesty's servants. Altered from Dryden by Colley Cibber, Esq;","Dell, Henry",69,1,2,1,0,0,0,1,5,1,2,2,2,0,1,2,0,3,0,1,3,0,1,0,0,2,1,1,2,0,1,1,5,2,5,1,0,0,0,1,2,1,0,0,1,1,1,0,0,3,1,1,1,3,3,1,0,0,0,1761,1,1,"Dublin : printed for Sarah Cotter, in Skinner-Row, MDCCLXI. [1761].",Dublin,26,male,1756,1766,FALSE,"say his prayers. Go now and provide your marter's lodgings. Strati go, Sir. [ Exit . Pal. It vexes me to the heart , to leave all my designs with Doralice unfinished; - ifi had but once enjoyed her. Enter Enter Doralice. Dot. Who's that you are so mad to"
0555702300_000008,"The humours of Portsmouth, or, all is well, that ends well. A farce of three acts. By True Bleu.",True Bleu,65,0,0,1,1,1,1,2,1,2,1,0,1,1,0,0,4,2,0,0,0,4,1,1,0,1,6,1,0,1,1,1,2,1,2,1,0,2,0,2,3,1,0,1,3,1,0,0,1,0,1,2,1,0,1,3,1,0,1,1760,1,1,"London : printed and sold by T. Bailey, at the Ship and Crown, in Leadenhall-Street; where Tradesmens Bills are Printed off Copper-Plates, and at the Letter-Press, [1760].",London,30,unknown,,,FALSE,"wisely observes where they like; then the Marriage Bed would be Honourable , but where there is no likeng, ye Gods , how obnoxious, and hateful mull it be to Bed with the Man I can not love , is.worfe than Death , nay nothing bad enough can be compared"
1143300600_000074,"The dramatic works of Sir Richard Steele, Knt. Containing, The funeral. The tender husband. The lying lover. The conscious lovers.",Richard Steele,79,1,0,2,0,1,1,0,1,1,0,5,1,3,2,0,0,0,0,1,1,1,0,0,0,4,7,5,1,2,2,0,0,0,3,2,2,0,0,0,0,7,0,3,2,3,0,0,2,1,2,1,0,0,3,4,0,0,2,1760,1,1,"London : printed for J. and R. Tonson, S. Crowder, T. Caslon, T. Lownds, H. Woodgate, and S. Brookes, MDCCLX. [1760] [1768?].",London,303,male,1672,1729,TRUE,"you have writ to your Mistress this Morning: It would please my Curiosity to know the Contents of a wedding day Letter ; for Courtship mull then be over. beyv.jun. I assure you, Sir, there was no Insolence in it, upon the Profpea of such a val Fortune's being added"
1318300500_000026,The twin-rivals: a comedy. By Mr. George Farquhar.,George Farquhar,73,2,1,0,2,2,1,0,3,1,0,1,1,0,3,1,0,1,1,2,3,2,4,1,0,2,2,0,1,0,2,1,3,4,4,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,2,2,8,0,3,1,0,0,1755,1,1,"Glasgow : Printed and sold by Robert and Andrew Foulis, M.DCC.LV. [1755].",Glasgow,84,male,1677,1707,TRUE,"Jhafts of lead, - .And tips each arrow o with a golden head .  - Feather'd'with title, the gay lordly dart Flies proudly on, inhilfi every virgin's heart Swells with ambition to receive the smart. Enter eilder Would be behind hirinic E. W. Thus to adorn dramatic flory,. -"
0048203500_000006,"The younger brother: or, the sham marquis. A comedy. As it is acted at the theatre in Lincolns-Inn-Fields.",,73,0,2,0,1,0,0,2,4,2,0,0,0,1,1,1,0,0,0,2,0,2,1,1,0,2,11,2,0,1,0,0,1,1,0,1,1,0,0,3,2,1,0,2,3,3,1,1,5,1,2,3,0,0,0,2,1,0,3,1719,1,1,"London : printed: and sold by J. Brotherton and W. Meadows in Cornhill, J. Roberts in Warwick-Lane, and A. Dodd without Temple-Bar, [1719].",London,80,unknown,,,FALSE,"C T ACT II SCENE I. SC EN E Sir Trifiram's Hofie. Enter Sir Triftram and a Servant . Sir Triflram in his Nightgown. Sir ti/ft. W Ho's there? [ Enter a Serivant.] Or YW Vder the Coachman to put a Set of Horses to Serve. If you please ,"
0955000402_000074,"Twenty of the plays of Shakespeare, being the whole number printed in quarto during his life-time, ... collated where there were different copies, and publish'd from the originals, by George Steevens, Esq; In four volumes. ...",William Shakespeare,73,4,0,0,0,4,0,1,5,3,0,3,2,5,1,2,0,0,0,1,1,0,0,0,3,3,0,0,0,1,2,0,0,3,0,1,1,1,1,2,1,5,0,2,3,1,1,2,0,2,0,2,0,0,0,1,1,1,1,1766,2,6,"London : printed for J. and R. Tonson; T. Payne; and W. Richardson, 1766.",London,370,male,1564,1616,TRUE,"am, had the maidenleft starre of the firmament twinckled on my bastardy; Edgar, Enter Edgar. and out he comes like the catafirophe of the old comedy, mine is villainous melancholy, with a sigh like them of Bid lam; O these ecclipfes do portend these diuifions. Edgar. How now brother Edmund,"
0457500112_000100,A select collection of old plays. Volume the First.,,78,0,0,0,1,2,0,1,2,1,4,1,0,1,9,1,1,1,0,2,2,1,2,0,0,2,2,1,0,0,3,0,4,6,1,2,2,0,1,5,6,0,0,1,1,0,0,1,1,0,2,1,1,0,0,3,0,0,0,1744,12,12,"London : printed for R. Dodsley in Pall-Mall, M.DCC.XLIV. [1744].",London,440,unknown,,,FALSE,"I, lui at; but those which nature made, let her bear the ilame for me, I have nothing to do with it; bit you neve t: forget to be witty on my beauty, .fir knight, I shall be tven with you. Sir John. Nor remember it, by my troth, but"
1473200500_000007,"The dramatic works of Sir Richard Steele, Knt. Containing, the funeral. The tender husband. The lying lover. The conscious lovers. To which is prefixed, an account of his life and writings.",Richard Steele,65,2,4,0,1,0,0,1,1,1,0,1,1,1,1,2,0,0,0,0,1,1,2,0,0,2,2,0,0,0,4,1,1,6,2,2,2,3,0,0,0,3,0,3,1,1,0,0,2,1,0,2,1,2,1,1,1,1,0,1761,1,1,"London : Printed for J. and R. Tonson, S. Crowder, T. Caslon, T. Lownds, H. Woodgate, and S. Brookes, MDCCLXI. [1761].",London,321,male,1672,1729,TRUE,"rants to us; if we dikcard them, the chaste and in Snocent will not believe we could have confidence to Sdo it,. were it so; and the wife , if they believe it, · will applaud our prudence.' sat. Ay, Madam i.· believe , Madani i speak , Madam ,"
0292300132_000042,"Bell's British Theatre. Consisting of the most esteemed English plays. .. . Containing Comus,..,[sic]....... By Milton. Alchymist, ....... - Ben Jonson. Love for Love, ..... - Congreve. Rival Queens, ..... - Lee.",,73,1,1,2,0,2,1,0,2,2,1,1,0,2,0,0,0,0,0,1,0,2,3,1,0,5,0,1,2,0,2,2,3,4,0,2,0,1,4,2,3,1,0,1,2,0,1,0,2,0,2,3,0,0,0,2,1,0,5,1797,32,34,"London : printed for, and under the direction of, George Cawthorn, British Library, Strand, 1797.",London,347,unknown,,,FALSE,"put you out of your road; and Clelia shall have a husband. Mid. Spokeike a man of honour . And now I'll serve you again. This Aurelia, you say Rich. 0, she distracts me! her beauty, family, and virtue, make her a noble pleasure. . Mid. And you have a"
0883401200_000005,"Love's last shift; or, the fool in fashion. A comedy. By Colley Cibber, Esq; as it is performed at the Theatres Royal in Drury-Lane and Covent-Garden.",Colley Cibber,90,0,3,0,0,1,1,1,1,0,2,0,1,1,0,1,0,0,1,1,0,0,4,1,0,3,3,1,0,1,1,0,11,14,4,0,0,3,1,0,2,1,0,0,2,7,0,0,1,1,1,3,3,1,1,1,2,0,3,1768,1,1,"London : printed for Hawes, Clarke and Collins; J. Rivington, T. Longman, R. Baldwin, T. Lowndes, T. Caslon, C. Bathurst, C. Corbet, W. Nicoll, and S. Bladon, MDCCLXVIII. [1768].",London,71,male,1671,1757,TRUE,"that one Poison might drive out another: You might marry again. Ani. All the Comfoi t of my Life is, that I can tell my Conscience, I have been TRUE to Virtue. Hi. And to an extravagant Huufband, that cares not a farth.ng for you. But, come, let's leave this"
0057901302_000075,"Plays written by Nicholas Rowe, Esq. ...",Nicholas Rowe,76,3,2,2,1,0,0,0,2,1,1,1,0,2,9,2,0,2,1,0,0,2,1,1,0,5,3,1,0,1,2,0,1,5,3,3,0,3,1,0,1,3,0,1,1,0,0,0,1,1,0,1,0,2,0,0,1,1,2,1736,2,2,"London : printed for J. and R. Tonson, and H. Lintot; and sold by W. Feales at the Corner of Essex-Street, in the Strand, MDCCXXXVI. [1736].",London,292,male,1674,1718,TRUE,"let me talk with you a little . [Takes him aside. Fridn. And does common Fame really say all this? Stali. Stale. Ay marry does it, to thy Shame, thou Traitor! Friend . Look ye, for the matter of the Matrimony tis too TRUE ; but for the other part,"
1346800201_000086,"The New English Theatre in eight volumes, Containing the most valuable plays which have been acted on the London stage Vol. I. Busy body by Mrs. Centlivre. - A bold stroke for a wife by Do. Conscious lovers by Sir Richard Steele. The miser by Hen. Fielding Esq. Suspicious husband Dr. Hoadly. Revised by Mr. R. Johnson.",,75,1,0,2,0,0,0,0,0,2,1,3,0,2,1,3,0,2,1,3,1,2,1,1,0,0,2,1,0,0,1,1,10,2,4,0,0,0,0,0,0,6,0,0,0,2,0,0,2,0,1,3,3,1,3,3,1,0,3,1776,1,1,"London : Printed for J: Rivington & Sons, W: Strahan, W: Johnston, C: Bathurst, J: Davies L: Davis, J: Dodsley, J: Longman, T: Lowndes, B: Law, J: Caslon, J: Becket, W: Nicoll, R: Horsfield, J. Bladon, B. White, E. Dilly, R. Baldwin: G. Robinson, J: Cadell, W. Flexney, W. Woodfall & J: Bew, M.DCC.LXXVI. [1776].",London,392,unknown,,,FALSE,"task upon me. How is it possible in the vast variety of affairs which you honour with taking into your hands , that 1 thould be able to guess which is so happy to employ your immediate thoughts ? Lap. Let me tell you then, sweet Sir, that I am"
0793900300_000016,"The constant couple; or a trip to the Jubilee, a comedy of five acts; written by Mr. Farquhar, with the variations in the manager's book, at the Theatre-Royal Drury-Lane.",George Farquhar,77,2,0,1,1,0,0,0,3,2,0,1,0,0,1,2,0,0,1,1,3,0,1,0,0,3,3,0,3,2,1,0,2,17,0,0,2,2,0,2,0,2,0,0,0,2,1,1,1,1,2,3,1,0,1,1,2,2,1,1791,1,1,"London : printed for W. Lowndes, W. Nicoll; and S. Bladon, 1791.",London,66,male,1677,1707,TRUE,"diockings from my wife , and bring them to you. Par. Here, sir, get into this closet, and my lady will wait on you presently. [Puts him into the closet, runs out, and returns vwith Vizard. Viz. Where wouldst thou lead me, my dear auspicious little pilot? Par. You're almoit"
0345500500_000005,"The recruiting officer, a comedy. Written by Mr. Farquhar.",George Farquhar,81,0,2,2,1,0,0,0,4,2,1,1,0,3,3,2,0,2,0,0,1,1,6,1,0,4,0,0,4,2,1,0,1,13,0,3,0,1,0,0,3,1,1,3,1,2,0,0,2,0,0,1,2,0,0,1,1,0,2,1710,1,1,"[The Hague] : Printed [for T. Johnson] in the year, 1710.",The Hague,103,male,1677,1707,TRUE,"Look, Madam , youre in your !wn House . Mel, And if you had kept in yours, I should ane excused you. Si. Don't be troubled, Madam , I ihan't desire o have my Visit returned. mal. The sooner therefore you make an end of s, the better . Sil."
1622600500_000010,"Bell's edition. Isabella; or, The fatal marraige. A tragedy, altered from Southern. Distinguishing also the variations of the Theatre, as performed at the Theatre-Royal in Dury-Lane. Regulated from the prompt-book, by permission of the managers, By Mr. Hopkins, prompter.",David Garrick,81,0,2,2,3,0,0,1,3,2,1,1,2,0,1,2,0,1,0,3,1,1,6,1,0,4,3,0,1,4,1,3,9,1,0,0,0,1,1,0,1,2,0,1,0,2,0,0,2,2,0,3,2,1,0,1,1,2,0,1780,1,1,"London : Printed for John Bell, at the British Library, in the Strand, MDCCLXXX. [1780].",London,55,male,1717,1779,TRUE,"or no: therefore I will proceed in my, offi e, land. know of my lady , whe ~thef or no th~ge 14pfaf fto be at home, of~nos' (Ging. Enter N~lirfe. `snurfe. Who'f til~it you"" a e fb burr ivithal? ~dfhs yosnnight hxaii foundix' oikt an arifwer isn feke~r wi But,"
0048400700_000013,"Isabella; or, the fatal marriage. A tragedy, altered from Southern by D. Garrick, Esq. Marked with the variations in the manager's book, at the Theatre-Royal, in Drury-Lane.",Thomas Southerne,66,1,2,2,1,2,2,1,5,2,0,1,1,0,1,0,0,3,0,0,0,0,0,1,0,2,0,0,0,4,2,3,3,0,2,1,1,1,1,1,1,1,1,0,1,1,2,1,0,1,0,3,1,0,1,1,1,3,1,1783,1,1,"London : printed for S. Bladon, No. 13, Pater-Noster-Row, 1783.",London,58,male,1660,1746,TRUE,"I'm revenged upon my memory, Her seat dug up, where all the images Of a long mif fpent life , were rising still, To glare a reflecion of my crimes, And stab a conscience through' em! You are safe, You monitors ofmifchief! What a change! Better and better till! This"
0054801300_000017,"The oaks; or, the beauties of Canterbury. A comedy, as performed at the theatre in Canterbury. Written by Mrs. Burgess.","Burgess, Mrs",70,0,2,0,0,0,0,0,1,3,1,0,2,1,1,3,0,1,2,2,1,1,0,0,0,2,8,1,0,0,2,0,1,4,3,1,1,1,0,0,3,0,0,0,2,4,0,0,1,1,1,3,1,5,1,1,0,1,1,1780,1,1,"Canterbury : printed by Simmons and Kirkby, 1780.",Canterbury,68,female,,,FALSE,"Why, my dear ladies , I'll tell you how it was. There were Miss Lappet, Miss Tiptoe, Miss jennysprig, many moreyoung ladies and yourhumble, in the same box. Now, how was it possible I should release them all? so that they might all agree, I got out myself: thinking I"
0578900600_000002,"Miss in her teens: or, the medley of lovers. A farce. In two acts. As it is perform'd at the Theatre-Royal in Covent-Garden.",David Garrick,73,0,2,1,0,0,0,0,2,2,2,0,0,2,1,1,0,2,2,1,1,4,2,2,0,6,4,0,0,0,1,3,1,0,0,1,0,0,0,0,1,4,1,2,1,2,2,0,2,0,3,2,0,0,2,4,2,0,2,1747,1,1,"Dublin : printed by S. Powell, for G. and A. Ewing in Dame-Street, and G. Faulkner in Essex-Street, Booksellers, M,DCC,XLVII. [1747].",Dublin,36,male,1717,1779,TRUE,"do you say, Pus? Puff. If your Honour pleases to confider, that I had a Wife in Town, whom I left somewhat abruptly half a Year ago, you'll think it, I believe , but decent, to make some Inquiry after her first; to be sure it would be some small"
1074104700_000008,"The lyar. A comedy in three acts. As it is performed at the theatre in the Hay-Market. By Samuel Foote, Esq;",Samuel Foote,86,1,0,1,0,0,2,0,4,3,0,4,0,0,2,0,8,1,0,0,0,2,4,0,0,7,1,0,1,0,1,1,2,9,1,1,1,1,1,2,1,4,0,0,1,3,0,0,5,1,2,2,1,1,0,1,0,1,2,1764,1,1,"Dublin : printed for G. Faulkner, P. Wilson, J. Exshaw, S. Price, J. Potts, and J. Williams, M,DCC,LXIV. [1764].",Dublin,58,male,1720,1777,TRUE,"no disagreeable acquaintance; but you can't, surely , have any serious designs upon him. M. Gr. Indeed but I have. M. God . And poor Sir James Elliot is to be discarded at once? M. Gr. Oh, no. M. God . What is your intention in regard to him? M."
1255200301_000069,"Plays, Written by Sir John Vanbrugh. In Two Volumes. ... Containing The Relapse, or Virtue in Danger. The Provoked Wife. Esop, in Two Parts. ... Containing The Confederacy. The False Friend. The Mistake.",John Vanbrugh,74,0,4,1,0,1,2,1,3,0,4,0,2,1,3,0,0,1,1,9,0,0,2,0,0,3,2,0,2,1,2,0,3,3,2,3,0,0,1,0,1,0,1,0,0,2,1,0,1,0,2,2,2,1,2,1,1,0,0,1719,1,2,"London : printed for J. Tonson and M. Wellington, and sold by William Taylor at the Ship in Pater-Noster-Row, M.DCC.XIX. [1719].",London,325,male,1664,1726,TRUE,"book. Enter Servant with a Letter . Serve. Sir, Here's a Letter , a Porter brought it. conjt. 0 ho, here's Instructions for us. Reads.] The Accident that has happened has touched our Invention to the quile.a We woa'dfain come off, wih out your help; but find that's impoffiblt. In"
0299801600_000018,"Love's last shift: or, the fool in fashion. A comedy, as it is acted at the Theatre Royal in Drury-Lane, by Their Majesties servants. Written by C. Cibber.",Colley Cibber,74,0,1,0,0,0,1,2,2,2,2,0,0,1,0,1,0,0,0,1,2,0,1,2,0,2,6,4,1,3,1,1,8,4,0,0,1,0,1,1,3,0,0,1,1,5,1,0,3,1,2,1,1,0,0,2,0,0,2,1735,1,1,"London : printed for W. Feales, at Rowe's Head, against St. Clement's Church in the Strand; R. Wellington, at the Dolphin and Crown, and C. Corbett, at Addison's Head, both without Temple-Bar; J. Brindley, at the King's Arms in New Bond-Street; B. Lintot, J. Clark, J. Motte, T. Astley, and T. Saunders; A. Bettesworth, and F. Clay, in trust for B. Wellington, MDCCXXXV. [1735].",London,94,male,1671,1757,TRUE,"Aside.] Sir Novelty, pray , Sir, let me speak with you. Sir Nov. Ay, Madam . Fla. Before we part (for I find I have irrecoverably lost your Love ) let me beg of you, that from this Hour, you never will see me more, or make any new Attempts"
0747600200_000033,"The dramatick works of Sir Richard Steele. Containing, The Conscious Lovers. The Funeral. The Tender Husband. The Lying Lover.",Richard Steele,70,1,4,0,1,0,1,1,2,1,0,0,2,1,0,2,0,0,2,0,0,0,1,0,0,3,1,0,0,1,2,2,1,10,4,2,1,1,3,0,0,2,0,2,0,1,0,0,1,2,4,2,1,0,1,1,0,1,2,1755,1,1,"London : printed for J. and R. Tonson, S. Draper, and H. Lintot; and sold by W. Reeve, opposite Crane Court in Fleet-Street, [1755?].",London,326,male,1672,1729,TRUE,"of their Dispatches, Negotiations, and their Wisdoms - as my good dear Deceased used to ente tain me; which, I to relieve my seif from - would lilf sone silly Request, pat him on the Face He shakes his Head at my pretty Folly, calls me Simpleton; gives me I"
1606300106_000072,"The works of the Reverend Dr. J. Swift, D.S.P.D. in eleven volumes. Containing, I. His miscellanics in prose. II. His poetical writings. III. The travels of Capt. Lemuel Gulliver. IV. Papers relating to Ireland, and the drapier's letters. V. The conduct of the Allies, and the Examiners. VI. The publick spirit of the whigs, &c. with polite conversation. VII. Letters to and from Dr. Swift. VIII. Directions to servants, sermons, poems, &c. IX. Letters to Governor Hunter. The history of the last sessions of Parliament, and the peace of Utrecht, &c. X. Sermons on several subjects, and other pieces on different occasions. XI. Letters on different subjects the author's life; and poems on several occasions.",Jonathan Swift,102,0,2,2,1,0,1,0,0,0,4,0,0,0,1,1,2,1,2,2,1,0,2,2,1,2,16,0,0,0,0,2,4,9,7,0,1,0,0,0,2,1,0,2,0,6,2,0,1,0,1,4,1,1,9,4,0,2,0,1763,6,11,"Dublin : Printed by George Faulkner, M,DCC,LXIII. [1763].",Dublin,347,male,1667,1745,TRUE,"runs up to them, and falls down.] Lady Sm. What, more falling? Do you intend the Frolic should go round? Lady Anflw. Why, Miss, I with you may not have broke her Ladyship's Floor. Nev. Miss, come to me, and I'll take you up. Lord Sp. Well, but without a"
0747900800_000044,The works of Sir George Etherege. Containing his plays and poems.,George Etherege,89,1,2,0,2,0,0,0,4,1,1,0,5,0,2,1,0,5,0,1,0,3,3,2,1,8,10,0,3,1,1,0,3,10,0,0,2,0,0,0,0,2,2,0,1,1,3,1,1,1,1,1,1,0,0,0,0,0,2,1735,1,1,"London : printed for J. Tonson in the Strand, MDCCXXXV. [1735].",London,305,male,1635,1691,TRUE,"good Opinion for ever La.'coc. r know not whether their Folly or thr Impudence be greater, they are not worth your Ange They are only fit to be laughed at, and despise. Court. A very fine old Devil this! La Caor. Mr. frw~an, .this is not like a sgent!e To"
0664700900_000003,"Isabella; or, the fatal marriage. A tragedy, altered from Southern, by D. Garrick, Esq. Marked with the variations in the manager's book, at the Theatre-Royal in Drury-Lane.",Thomas Southerne,79,0,2,0,1,1,1,0,1,0,1,4,1,0,2,2,1,2,1,1,0,0,2,0,3,1,2,1,0,3,2,1,4,0,4,1,1,2,1,0,1,2,0,2,2,2,2,0,0,1,0,4,4,0,0,1,1,3,5,1784,1,1,"London : printed for C. Bathurst, T. and W. Lowndes; W. Nicoll, and T. Wheildon, M.DCC.LXXXIV. [1784].",London,61,male,1660,1746,TRUE,"family before I came into the world : what's the reason, pray , that this daughter in law, who has so good a report in everybody's mouth, is so little set by, by my lord? Nurfi. Why, I tell you, Sampson, more norlefs; I'll tell the truth, that's my way,"
0277800900_000011,"A trip to Scarborough, a comedy. As performed at the Theatre Royal in Drury Lane. Altered from Vanbrugh's Relapse; or, virtue in danger. By Richard Brinsley Sheridan, Esq.",Richard Brinsley Sheridan,76,0,1,1,0,0,1,0,3,4,0,0,1,0,3,0,0,1,0,1,0,4,1,0,0,2,2,3,0,0,3,0,2,6,0,2,0,1,0,0,3,0,1,2,1,4,0,0,4,1,3,4,0,2,3,3,2,1,0,1781,1,1,"Dublin : printed by R. Marchbank, for the company of booksellers, M.DCC.LXXXI. [1781].",Dublin,70,male,1751,1816,TRUE,"so increased, that if you do not help me I shall, whilst you look on, consume to ailles. (aching her hand . BERINTHIA (breakirg from him.) 0 Lord, let me go, tis the plague, and we stall be inseted .:; : Leave . Then wli die together, my charning angel."
