PassageID,Title,Author,Total termFreq,termFreq(appear),termFreq(author),termFreq(bishop),termFreq(brother),termFreq(canon),termFreq(cardin),termFreq(caus),termFreq(church),termFreq(citi),termFreq(clergi),termFreq(council),termFreq(court),termFreq(crown),termFreq(death),termFreq(declar),termFreq(duke),termFreq(emperor),termFreq(empir),termFreq(england),termFreq(faith),termFreq(father),termFreq(follow),termFreq(forc),termFreq(franc),termFreq(gave),termFreq(gener),termFreq(god),termFreq(grant),termFreq(hand),termFreq(head),termFreq(held),termFreq(holi),termFreq(itali),termFreq(king),termFreq(kingdom),termFreq(latin),termFreq(law),termFreq(legat),termFreq(letter),termFreq(life),termFreq(matter),termFreq(mean),termFreq(oblig),termFreq(order),termFreq(peopl),termFreq(person),termFreq(pope),termFreq(power),termFreq(present),termFreq(princ),termFreq(reason),termFreq(receiv),termFreq(return),termFreq(roman),termFreq(rome),termFreq(sever),termFreq(taken),termFreq(took),termFreq(word),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0091400105_000469,"General biography; or lives, critical and historical, of the most eminent persons of all ages, countries, conditions, and professions, arranged according to alphabetical order. Chiefly composed by John Aikin, M.D. and the late Rev. William Enfield, LL.D. Volume the First.",John Aikin,93,1,0,1,0,1,0,1,5,2,1,8,1,6,0,1,2,4,0,0,0,0,0,3,1,0,0,0,0,0,2,2,0,3,3,1,0,3,2,1,2,0,1,1,0,1,2,14,3,2,2,0,0,1,1,8,0,0,0,0,1799,5,10,"London : printed for G. G. and J. Robinson, Pater-Noster-Row; G. Kearsley, Fleet-Street; R. H. Evans (successor to Mr. Edwards), Pall-Mall; and J. Wright, Opposite Bond-Street, Piccadilly. - Also at Edinburgh for Bell and Bradfute, 1799-[1815].",London,647,male,1747,1822,FALSE,"decided part. That prince appeared unexpectedly before Rome at the head of a numerous army, and obliged the new pope to crown him emperor . He had no sooner left the city , than the pope assembled a council , in which he declared the coronation of Berenger null and"
0143700201_000097,Elements of general history. Translated from the French of the abbé Millot. Part second. Modern history. In three volumes. ...,Claude-François-Xavier Millot,78,0,2,1,0,0,0,1,2,1,2,1,1,2,1,2,0,6,1,4,0,0,1,0,2,0,1,0,0,1,1,1,1,2,5,2,0,1,1,1,0,1,0,3,0,3,2,7,3,0,3,1,1,1,2,2,0,1,0,1,1779,1,3,"London : printed for W. Strahan; and T. Cadell, in the Strand, MDCCLXXIX. [1779].",London,456,male,1726,1785,FALSE,"declared , became his enemy when he became pbpe. After fruitless negotiations that pontiff.quitted Italy , from a Three kings supposition that his person was in danger. He .sets m sued to the kings of France , Arragon, and""eng intotr.ir land, for an asylum, buit they all refused to o""ais."
1667200110_000027,"The Modern part of the universal history. Compiled from original writers. By the authors of the antient. Which will perfect the work, and render it a complete body of history, from the earliest account of time, to the present. Vol. XIV.",,84,1,1,1,0,0,3,1,2,0,0,2,1,2,1,0,6,1,2,0,1,0,2,2,4,1,0,0,1,0,0,0,1,1,6,4,0,0,4,2,0,0,1,1,2,2,0,12,2,0,2,0,2,1,0,5,1,0,0,0,1763,10,16,"London : Printed for T. Osborne, C. Hitch and L. Hawes, A. Millar, J. Rivington, S. Crowder, B. Law and Co. T. Longman, C. Ware, and S. Bladon, M.DCC.LXIII. [1763].",London,733,unknown,,,FALSE,"pope's great desire to establish peace among the Christian prin n~and fedaga0in; ces, he, at the same time made himself a party in the civil dif~eniions in the kingdom of his cmpalitor Naples, where John the son of Redi duke of Anjods, had arrived in the end of the for"
0072300110_000423,"The works of M. de Voltaire. Translated from the French. With notes, historical and critical. By Dr. Smollet, and others. ...",Voltaire,105,1,0,6,0,0,4,1,5,1,0,5,0,2,0,1,5,14,2,0,0,4,1,0,3,1,0,0,0,2,3,0,2,3,1,1,0,0,0,0,0,0,1,1,3,0,0,10,1,2,3,0,1,2,3,7,0,3,0,0,1761,10,25,"London : printed for J. Newbery, R. Baldwin, W. Johnston, S. Crowder, T. Davies, J. Coote, G. Kearsley, and B. Collins, at Salisbury, MDCCLXI. [1761].",London,2205,male,1694,1778,TRUE,"this agreement, Henry V in order to appease them, proposes that they hall farm the lands of which they were formerly in poltfion. But the bishops will by no means content to be farmers. Henry V wearied with all these contefs, declares he will be crowned and confecriri. without any"
0521701300_000052,"An abridgement of ecclesiastical history, from the commencement of christianity, to the beginning of the present century; constructed upon a new plan, and divided into four grand periods. By Patrick Nisbet, D. D. Minister of Hutton.",Patrick Nisbet,80,1,1,2,0,1,2,0,6,1,3,3,1,0,1,1,2,2,1,1,0,0,2,1,2,0,1,0,1,2,0,0,0,1,4,1,0,3,0,0,0,3,1,2,3,1,1,3,3,0,0,0,0,0,5,8,2,1,0,0,1776,1,1,"Edinburgh : printed for John Bell; and sold by J. Nourse, and Richardson & Urquhart, London, M,DCC,LXXVI. [1776].",Edinburgh,355,male,,,FALSE,"ecclesiastical laws relative to other matters , particularly against Simony, against the marriage of the Clergy , dissolving all nuptial conneetions amongst them; also with respect to the revenues of the Church , and granting a plenary remission of sins to all who should enlist themselves for the Crusade. In"
0271800610_000054,"Modern history: or, the present state of all nations. Describing their respective situations, persons, habits, ... animals and minerals. By Mr. Salmon. Vol.X. ... Illustrated with cuts and maps, ... by Herman Moll.",Thomas Salmon,91,1,4,6,0,3,0,2,7,2,3,4,0,0,0,0,0,2,2,0,3,0,1,0,2,1,1,0,0,0,1,2,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,9,2,0,1,1,2,0,7,8,3,1,2,0,1729,10,26,"London : printed for Tho. Wotton; J. Shuckburgh: and T. Osborne, jun., 1729.",London,441,male,1679,1767,FALSE,"of State, the Perfeli Pretorio in the Civil Government. The Church was at Liberty to follow the Model and Divisions of the Civil State or not, as she judged most expedient for herself; and j 1 when when any Alterations were made, they were ge The nerally done by the"
0444700105_000018,"The history of the popes, from the foundation of the See of Rome, to the present time. ... . By Archibald Bower, Esq; Heretofore Public Professor of Rhetoric, History, and Philosophy, in the Universities of Rome, Fermo, and Macerata, And, in the latter Place, Counsellor of the Inquisition.",Archibald Bower,94,1,0,6,1,4,0,0,1,2,0,2,0,6,0,3,3,8,5,0,0,1,0,0,3,2,0,2,0,0,1,2,0,3,1,1,0,0,2,2,0,0,1,0,0,0,1,13,1,6,0,0,2,2,0,4,0,0,0,2,1748,5,7,"London : printed for the author: and sold by A. Millar, over-against Catharine-Street in the Strand: and by W. Sandby, opposite to St. Dunstan's Church, Fleet-Street, M.DCC.XLVIII. [1748].",London,594,male,1686,1766,FALSE,"a mere Ceremony, and had been hitherto looked upon in no other Light. But the present Pope , in a Speech he made to the Italian Lords and Bishops at Pavia, speaks of it as if it gave an undoubted Right to the Imperial Crown , and as if he"
0360700103_000042,"A compendious history of the Church, from the beginning of the world to this present time. Written in French by Lewis Ellis Dupin, Doctor of Sorbonne, and Regius-Professor of Divinity at Paris. ...",Louis Ellies Dupin,88,0,2,3,0,1,3,2,9,0,2,6,2,0,1,0,1,0,1,0,0,0,1,2,1,0,0,0,0,1,0,3,3,0,1,0,0,2,2,4,1,0,0,2,0,0,0,7,3,0,3,0,1,1,3,10,1,2,1,0,1715,3,4,"London : printed for Bernard Lintott, at the Cross-Keys, between the Two Temple-Gates, M.DCC.XVI. 1715- [1716.].",London,353,male,1657,1719,FALSE,"about them are very different.' His Partisans have represented him as a Man full of Re hlgion and Piety, Just, Equitable, Humble, Patient 5 and Irreproachable in his Life and Morals, a learned Canonist,. and a good Divine zealous for the Good of the Church ,, a Lover of Discipline,"
0371501401_000389,"A new ecclesiastical history of the seventeenth century: containing an account of the controversies in religion; the Lives and Writings of Ecclesiastical Authors, an Abridgment of their Works, And a Judgment on their Style and Doctrine: also A Compendious History of All Affairs Transacted in the Church. Volume the first. Written in French by Lewis Ellies Dupin, Doctor of the Sorbon, And Regius Professor of Philosophy. Translated, and illustrated with additional annotations, by Digby Cotes, M. A. Principal of Magdalen-Hall, And Publick Orator of the University of Oxford.",Louis Ellies Dupin,106,0,4,5,1,2,7,3,2,2,7,7,0,0,0,1,0,10,0,1,0,0,1,0,2,2,0,0,1,1,0,1,1,3,2,0,0,0,0,0,0,0,0,0,1,8,3,16,2,0,2,1,0,1,0,5,0,0,1,0,1725,1,1,"Oxford : printed by L. Lichfield, for T. Combes, at the Bible and Dove in Pater-Noster-Row, London; and A. Peisley, Bookseller in Oxford, 1725.",Oxford,509,male,1657,1719,FALSE,"Brother of our Lord. We find also, that Linus and Cletuts were chosen by St. Peter. Whether the Truth of these Faas be certain or no, it is evident, that there Examples were not followed ; and that the Institution of a Succeflbr was forbidden in the Church , as."
1555500125_000163,"The modern part of an universal history, from the earliest account of time. Complied from original writers. By the authors of the antient part.",,80,1,0,3,1,0,0,0,2,4,0,6,0,0,0,1,4,1,1,1,0,1,1,1,2,1,3,1,1,0,2,2,5,1,6,0,1,0,2,2,0,0,1,2,3,3,0,6,0,0,1,1,1,2,0,2,1,0,0,0,1759,25,44,"London : printed for S. Richardson, T. Osborne, C. Hitch, A. Millar, John Rivington, S. Crowder, P. Davey and B. Law, T. Longman, and C. Ware, M.DCC.LIX. [1759].",London,535,unknown,,,FALSE,"in that kingdomn; but most of the bilhopsfa~vourrs submitting to the edia of the king , which ordained, that no' the ants pope should be acknrowleged in England but whom th king pope . allowred of, great disputes arole in the affmbly; and as it was known that the king"
0421201803_000065,"Miscellaneous tracts: vol. III. Viz. I. Proving, The Adoration of Images; Praying to Angels and Saints; Purgatory; The Doctrine of the Seven Sacraments; Transubstantiation; The Denying of the Cup in the Sacrament to the People; Private Masses; The Adoration of the Sacrament; The Priests putting the Bread into the Mouths of the Communicants; Being Present at the Celebration of the Sacrament, and not Communicating; And, Auricular Confession: To be Doctrines and Practices not known in the Spanish Church, in the beginning of the Eighth Century, when it was Dispersed by the Moors Conquest of Spain: And that the Spanish Kings had an Ecclesiastical Supremacy, equal to that which is now in the Crown of England. II. A View of the Methods by which the Roman Church keeps her People from coming to the Knowledge of the Great and Manifold Errors and Corruptions which are in her Faith, Worship, and Spirit. III. The Life of Maria de Jesus of Agreda, a late Famous Spanish Nun. IV. An History of the Schisms which have been in the Roman See. V. A View of all the Orders of Monks and Friers in the Roman Church. With an Account of their Founders. Sufficient to help any one to Form a Right Idea of the Men, or of the Writers of their Lives. VI. An Essay on the Countries, Religion, Learning, Numbers, Forms of Government, and the Chief Cause of the Successes of the Nations, by which the Roman Empire was pulled Down. Vii. An Essay on the Canons of the Council of Sardica, particularly on that which Relates to Appeals to Rome. By Michael Geddes, L. L. D. and and Chancellor of the Church of Sarum.",Michael Geddes,95,2,1,6,1,1,3,0,3,1,2,6,1,0,0,0,0,15,0,0,0,0,0,0,2,1,0,1,0,2,0,0,0,2,3,0,0,0,1,2,0,1,0,0,0,3,0,7,2,3,3,1,1,1,4,8,1,3,1,0,1706,3,3,"London : printed for A. and J. Churchill, at the Black-Swan in Pater-Noster-Row, MDCCVI. [1706].",London,580,male,1650,1713,FALSE,"King . dom, chofsn Biflop of Rome ; and who took the Name of califjui. This new Pope was Brother to the Count of Burgundy, .and Uncle to the Queen of France , and a near Relation of the Emperor's , with whom, soon after his Eleai on, he said,"
0444800106_000078,"The history of the popes, from the foundation of the See of Rome, to the present time. ... . By Archibald Bower, Esq; Heretofore Public Professor of Rhetoric, History, and Philosophy, in the Universities of Rome, Fermo, and Macerata, And, in the latter Place, Counsellor of the Inquisition.",Archibald Bower,86,1,1,1,0,1,2,1,1,1,2,0,0,0,0,1,1,1,1,2,0,1,3,1,1,2,0,0,0,1,1,0,4,0,7,3,0,0,2,0,0,0,0,0,0,4,1,10,1,2,5,0,1,2,8,6,0,1,2,0,1748,6,7,"London : printed for the author: and sold by A. Millar, over-against Catharine-Street in the Strand: and by W. Sandby, opposite to St. Dunstan's Church, Fleet-Street, M.DCC.XLVIII. [1748].",London,495,male,1686,1766,FALSE,"to the Pope , gave great Umbrage to the Romans . For upon every Disagreement between them and the Pope the Tufculans, breaking into the Roman Territories, committed everywhere dreadful Ravages. The Romans therefore insisted upon the Pope's causing the Walls of that strong Hold to be demolished, which they"
1407700100_000015,"The history of episcopacy, in four parts, from its rise to the present day. 1st. Its rise and progress in the Church of Rome. 2d. A short account of its proceedings in the Church of England. 3d. The rise and progress of the Methodists in Europe. 4th. The rise and progres of episcopacy among the Methodists in America. By William Guirey, minister of the Gospel. [Ten lines from Taylor].","Joseph Gales, Sr.",89,0,4,4,0,3,2,2,5,1,4,3,0,2,0,1,1,5,1,1,0,0,0,1,0,0,2,0,0,0,0,1,1,2,3,1,0,2,0,0,0,0,0,1,2,1,0,15,6,0,1,0,0,0,3,5,1,1,0,1,1799,1,1,"[Raleigh, N.C.? : Printed by Joseph Gales?, 1799?].",Raleigh|Savannah.,394,male,1761,1841,FALSE,"ought to kiss his foot. 6th. That the name of pope is the only name under heaven, and that his name alone should be erected in the church . 7th. That he has a power to depose emperors . 8th. That no general Synod can be convened, but by him."
1667200109_000649,"The Modern part of the universal history. Compiled from original writers. By the authors of the antient. Which will perfect the work, and render it a complete body of history, from the earliest account of time, to the present. Vol. XIV.",,93,1,1,2,2,0,0,0,4,4,1,5,0,2,1,0,0,10,0,3,2,0,1,1,1,0,4,0,0,0,3,0,2,1,4,1,0,0,4,5,0,0,2,0,3,2,0,10,0,1,3,0,1,1,1,1,0,2,1,0,1763,9,16,"London : Printed for T. Osborne, C. Hitch and L. Hawes, A. Millar, J. Rivington, S. Crowder, B. Law and Co. T. Longman, C. Ware, and S. Bladon, M.DCC.LXIII. [1763].",London,721,unknown,,,FALSE,"be publithed in their dominions. The emperor , who was then at Paduca, appeared not at all ulneafy at the news of his being excommunicated, but having immediately ordered his recretary to juffify his condua, in a discourse to those who were present , he wrote to all the Christian'"
0365200103_000052,"A compendious history of the church, from the beginning of the world to this present time. Written in French by Lewis Ellis Dupin, Doctor of Sorbonne, and Regius-Professor of Divinity at Paris. ...",Louis Ellies Dupin,76,3,0,4,1,0,2,1,9,1,1,2,0,1,1,0,1,1,2,4,0,0,1,0,3,0,3,0,0,0,0,2,3,2,3,2,0,2,1,1,0,1,0,1,1,2,0,3,0,0,1,0,1,3,0,3,1,1,1,0,1713,3,4,"London : printed for Bernard Lintott, at the Cross-Keys, between the Two Temple-Gates, MDCCXIII. [1713].",London,335,male,1657,1719,FALSE,"Christians in the afli. .The Emperor Frederick, Philip King of Frtnie, and. Ricard King of England , went thither. The first was drowned in the Year go. His Son Henry fucceededhim. Cle mwiit III died the Ioth of April, 19i. Hyacinthus, Cardinal of S. Sabina, succeeded him, by the Name"
1100301000_000006,"Reasons from prophecy, why the second coming of Christ, and the commencement of the millenium, is immediately to be expected.",Christian,93,0,0,5,0,0,0,0,2,2,1,5,0,2,0,2,0,3,2,0,1,1,1,2,1,1,1,1,0,1,0,1,2,1,3,6,0,0,2,0,0,0,0,2,0,3,1,11,4,1,1,0,0,1,4,14,0,0,1,1,1786,1,1,"London : printed and sold at the Millenium press, No 40, The Corner of Dorset-Street, Spitalfields, MDCCLXXXVI. [1786].",London,36,unknown,,,FALSE,"Rome , under this edic, was scarcely anywhere admitted, and Leo, in the year 445 therefore thought proper to obtain a new one, to the same effet, from Valentinian the third. In the year 451 a council was held at Chalredon, of the christian bishops of both eastern and western"
0136100106_000041,"The lives of the primitive fathers, martyrs, and other principal saints: compiled from original monuments, and other authentic records: illustrated with the remarks of judicious modern critics and historians. By the Rev. Alban Butler. The third edition. In twelve volumes Vol. I.",Alban Butler,80,1,2,6,2,4,1,0,6,4,2,0,0,1,1,0,1,2,1,0,0,0,3,0,1,0,0,3,1,2,0,0,1,0,1,0,0,0,2,0,1,0,1,3,4,3,5,4,0,0,1,0,1,2,1,2,1,0,3,0,1799,6,12,"Edinburgh : printed by J. Moir, Paterson's Court, for J. P. Coghlane, No. 37. Duke-Street, Grosvenor-Square, London; and F. Coates, Newcastle, [1798]-1800.",Edinburgh,446,male,1710,1773,FALSE,"were illustrious proofs of his zeal. That town was then in the diocese of Cambray, and consisted at that time but of one parish, which fell into the hands of an unworthy pastor, by whose sloth and irregular conduct the flock was sunk into great disorders. Tankelin, a bold and"
0444800106_000085,"The history of the popes, from the foundation of the See of Rome, to the present time. ... . By Archibald Bower, Esq; Heretofore Public Professor of Rhetoric, History, and Philosophy, in the Universities of Rome, Fermo, and Macerata, And, in the latter Place, Counsellor of the Inquisition.",Archibald Bower,93,0,0,4,1,0,2,1,4,1,0,4,0,0,2,0,3,10,0,2,0,3,0,1,0,0,1,0,0,0,0,1,4,0,6,4,2,1,2,4,0,0,0,4,4,0,0,8,2,3,1,0,1,1,1,2,2,0,0,1,1748,6,7,"London : printed for the author: and sold by A. Millar, over-against Catharine-Street in the Strand: and by W. Sandby, opposite to St. Dunstan's Church, Fleet-Street, M.DCC.XLVIII. [1748].",London,495,male,1686,1766,FALSE,"Archbishop of Magdeburg, commanding him to let the Duke of Sue'via know, that he was bound, as Brother and Heir to the late Emperor , to restore the Money that had been so unjustly Who cazfres extorted from the King of England , and that if he did not comlply"
