PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(amen),termFreq(angel),termFreq(apostl),termFreq(baptiz),termFreq(believ),termFreq(bless),termFreq(blood),termFreq(bodi),termFreq(christ),termFreq(christian),termFreq(church),termFreq(command),termFreq(death),termFreq(divin),termFreq(earth),termFreq(end),termFreq(etern),termFreq(faith),termFreq(father),termFreq(ghost),termFreq(glori),termFreq(gospel),termFreq(grace),termFreq(grant),termFreq(hall),termFreq(hand),termFreq(heart),termFreq(heaven),termFreq(holi),termFreq(jesu),termFreq(king),termFreq(know),termFreq(law),termFreq(life),termFreq(live),termFreq(love),termFreq(manner),termFreq(mean),termFreq(merci),termFreq(mind),termFreq(natur),termFreq(offer),termFreq(order),termFreq(peopl),termFreq(person),termFreq(power),termFreq(prayer),termFreq(reason),termFreq(receiv),termFreq(saviour),termFreq(scriptur),termFreq(sin),termFreq(spirit),termFreq(true),termFreq(truth),termFreq(word),termFreq(work),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0287900600_000009,A manual of prayers and other Christian devotions.,George Flinton,133,2,14,4,0,0,1,8,0,3,6,0,1,0,2,1,0,2,2,6,6,5,2,0,8,4,0,1,3,2,13,3,0,2,0,3,2,2,0,0,3,0,0,2,1,0,0,0,5,0,2,0,0,2,1,2,0,5,0,2,1733,1,1,"[Dublin] : Printed in the year of our Lord [sold by R. Cross 28 Bridge Street], MDCCXXXIII. [1733].",Dublin,549,unknown,,,FALSE,"Grace to susser what thou per. mittet, and permit what thou pleafeft. The Blessing of God Almighty, Father , Son, and Holy Ghost , descend upon me, and dwell in my Heart for ever. Amen , A devout Recommendation. Adore and glorify thee, O blessed Tri. nity, God Almighty, Father"
1151600300_000089,"The book of common prayer, and administration of the sacraments, and other Rites and Ceremonies of the Church, According to the Use of the Church of England; together with the Psalter or Psalms of David, Pointed as they are to be Sung or Said in Churches: And the Form or Manner of Making, Ordaining, and Consecrating of Bishops, Priests, and Deacons.",Church of England,120,1,2,7,1,0,3,0,2,2,9,0,0,1,3,0,2,1,0,2,5,2,6,2,0,1,2,1,1,6,12,10,0,0,0,4,0,1,0,0,4,0,0,2,1,1,2,0,2,0,2,1,0,7,0,3,1,1,0,4,1715,1,1,"London : printed by John Baskett, Printer to the Kings most Excellent Majesty, and by the assigns of Thomas Newcomb, and Henry Hills, deceas'd, 1715.",London,389,unknown,,,FALSE,"all. allgoodnefs, and bring you to everlasting life , through Jesus Christ our Lord. Amen . ¶ Then Shall the Priest say, Hear what comfortable words our Saviour Christ saith unto all that truly turn to him. Ome unto me all that travel and are heavy laden, and I will"
0858501500_000019,"The clergyman's companion in visiting the sick. Being a collection of the following particulars for that purpose; Viz. I. The Manner of Visiting the Sick: extracted chiefly from Bishop Taylor. II. The Order for Visitation of the Sick out of the Common-Prayer-Book. III. The Communion of the Sick. IV. Some other Prayers and Forms, with a very great Varity of Occasional Prayers for the Sick; Collected for the most Part, from the Devotional Writings of some of the most eminent Divines of the Church of England. To which are annexed, the offices of publick and private baptism.","Wren, John",134,1,4,0,0,0,0,3,4,4,12,0,1,0,6,0,2,2,2,2,9,4,5,0,2,1,0,1,2,2,13,9,1,0,0,4,1,1,0,0,7,1,0,2,0,2,0,1,4,1,2,4,0,6,0,0,0,0,1,5,1757,1,1,"Dublin : printed by the executor of G.A. Grierson, Printer to the King's Most Excellent Majesty, and Jane Grierson, at the King's Arms and Two Bibles in Essex-Street, MDCCLVII. [1757].",Dublin,267,male,1674,1724,FALSE,"one, shall say, T H E Blood of our Lord Jesus Christ , which was shed for thee, preserve tlh Body and Soul unto everlasting Life . Drink this in Remembrance that Christ's Blood was shed for thee, and be thankful. qj If the Consecrated Bread or ltine be allfpent"
1453300100_000082,"The book of common prayer, and administration of the sacraments, and other rites and ceremonies of the church, according to the use of the Church of Ireland: Together with the Psalter or Psalms of David, pointed as they are to be sung or said in churches.",Church of Ireland,105,2,3,0,0,1,4,3,0,2,6,0,2,2,3,0,2,2,1,3,6,2,1,2,2,1,1,3,0,4,10,6,1,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,2,0,5,1,0,4,3,0,0,2,1,3,1794,1,1,"Dublin : Printed by George Grierson, printer to the King's Most Excellent Majesty, 1794.",Dublin,496,unknown,,,FALSE,"unto due or .er, concerning the baptiz ng of this Child; who beng born in original sin , and n the wrath of God, is now, y the laver of regenera ion inbaptifm, received into; he number of the children if God, and heirs of ever acting life : for"
0759900800_000201,"The new whole duty of man: containing the faith as well as practice of a Christian; made easy for the practice of the present age, ...",,96,1,1,2,0,0,0,2,0,1,1,2,3,1,2,2,2,2,1,4,2,2,6,2,3,4,3,0,5,3,8,2,0,0,1,1,3,2,0,1,0,1,0,2,0,0,0,1,5,0,1,0,0,2,0,2,1,3,2,1,1774,1,1,"Dublin : printed for W. Wilson, and J. Williams, 1774.",Dublin,615,unknown,,,FALSE,"readily and cheerfully provide for their maintenance, because the Lord hath ordained, that they, who preach the gofpelg Should live of that gospel ; and that he, that is taught in the word , ought to communicate to him that teache; h, in al good things: that I may never"
0389400500_000004,"Jehovah's mercy made known to all mankind in these last days: or an invitation to all men of religion, to accept the mercy of the Lord, as now manifested by his messenger and scribe, the Honourable Emanuel Swedenborg. A poem. In which the State of the present Christian Church-The Mission of E. Swedenborg-The Prophecies of the Scripture-The Second Advent of the Lord-The Nature and Certainty of his New Kingdom-And the Scripture Proofs of it's Commencement, are impartially considered. With an humble Invitation to all Ranks and Orders of Professing Christians, to read the Writings of this Illuminated Author-Compare them with holy Writ-Give up their Minds to the Truth-And enter into the New Kingdom which the Lord Jehovah is now establishing. By J. Proud.","Proud, Joseph",127,0,0,2,0,0,3,3,0,1,1,0,9,0,2,7,4,2,2,2,1,1,7,2,2,0,3,1,4,7,8,6,1,2,1,5,1,7,0,0,1,1,2,0,0,0,1,2,0,0,3,2,1,2,0,0,8,4,2,1,1789,1,1,"London : printed by R. Hindmarsh, Printer To His Royal Highness The Prince Of Wales, No. 32, Clerkenwell-Close, M.DCC.LXXXIX. [1789].",London,19,male,1745,1826,FALSE,"Truth lie blessed the blinded Eyes;  The hunmble, lowly Minds lie freely taught, And full to View the ancient Scriptures brought. They law ihe Time was comle the happy Day, Whan Chrilt Should take the Sins of Men away. They they taw the Jewish Church was sunk in Night;"
0668901500_000014,"A letter to a gentlewoman, concerning baptism. With a Prefatory Discourse in relation to those who differ in Opinion or Practice from the Church of England, touching that Sacrament. Also An Office, or Form of Prayer for the Use of Adult Persons. Go, Wash in the Pool of Siloam (which is by Interpretation Sent) He went his Way therefore, and washed, and came Seeing. John ix. 7.",,112,1,4,0,0,0,4,4,0,0,4,0,2,2,1,0,2,2,2,3,6,2,2,2,3,4,1,4,1,3,11,5,0,0,0,5,2,2,0,0,5,0,0,0,0,0,2,1,1,0,3,1,0,3,3,3,0,1,1,4,1732,1,1,"London : printed for John Wilford, at the Three Flower-de-Luces behind the Chapter-House in St. Paul's Church-Yard, MDCCXXXII. [1732].",London,70,unknown,,,FALSE,"you, whosoever hall not receive the Kingdom of God as a little Child, he shall not enter therein. And he took them up in his Arms, put his Hands  upon them, and blessed them: AFTER this Gospel , the Adult Person , who is preparing for Baptism, may say;"
0493701200_000030,"A manual of prayers and other Christian devotions. Revised and corrected, with large additions, by R. C. D.D.",Richard Challoner,114,1,4,2,1,0,0,3,0,1,4,0,0,3,3,0,4,2,6,6,2,5,2,0,2,3,0,3,1,3,7,3,1,0,0,2,4,0,0,0,6,1,0,0,1,1,1,0,6,0,3,1,0,6,1,0,0,0,1,8,1768,1,1,"London : [s.n.], Printed in the Year 1768.",London,445,male,1691,1781,FALSE,"from my Injustice, and from my Sin cleanse me. To blot out my Iniquity. Deliver me, 0 Lord, from the Ways of Hell; thou who didst break the brazen Gates, and visit bhell; and give Light to them to behold thee, who were in the Pains of Darkness, crying, and"
1669900300_000057,"The knowledge and practice of Christianity made easy to the meanest capacities: or, An essay towards an instruction for children, and young persons; More especially those brought up in the Protestant charter-schools of Ireland; which will also be of use to such Christians, as have not well considered the meaning of the religion they prosess; or, who profess to know God, but in works do deny him. In several short and plain dialogues. Together with suitable directions and prayers. With large additions, and corrected throughout. By the Right Reverend Father in God, Thomas, lord bishop of sodor and man.",Thomas Wilson,102,2,3,0,0,0,0,4,0,5,3,3,3,0,2,0,1,3,1,3,4,1,2,1,8,2,1,0,3,4,2,3,0,0,0,5,3,3,0,2,3,0,1,1,0,0,0,2,3,1,2,0,2,2,2,1,1,0,0,4,1760,1,1,"Dublin : Printed for John Exshaw, at the Bible in Dame-Street, M,DCC,LX. [1760].",Dublin,204,male,1663,1755,FALSE,"have a lmafler in Heaven . O Heavenly Mafler, bless me winhgood and faithful Servants : -- And grant that I may perform all the Duties of a Christian Mailer; That I may have a tender Concer~ for the Welfare both of their Bodies and Souls, and be an Example"
1039700100_000064,"A scriptural exposition of the Church-Catechism; containing the young Christian's account of the doctrines and duties of his religion, and of those divine Authorities, upon which he builds his Faith and Practice. With Sacramental and other Devotions, Gathered out of Holy Writ, and the Offices of the Church. The fourth edition. For the use of the parish of Cirencester. By the minister of that parish.","Harrison, Joseph",125,0,11,0,3,0,2,3,0,0,13,0,6,0,1,1,2,0,1,3,2,0,3,1,4,7,1,2,1,4,7,11,0,1,0,5,1,1,0,1,4,1,0,0,1,1,0,1,5,0,2,2,1,0,1,1,0,4,0,3,1797,1,1,"Cirencester : printed for the trustees of the charity, MDCCXCVII. [1797].",,225,male,1669,1753,FALSE,"frail and uncertain our condition is, as to make no delay in fitting ourselves for thy favour and acceptance. O Lord, we'know not what may be tdc morrow, and yet we know that there is no repentance unto salvation in the grave whither we are going;. Give us therefore grace"
0413500400_000057,"A new companion for the festivals and fasts of the Church of England; with devotions proper to each solemnity. By a layman. Revised and corrected by Leonard Howard, D. D. Chaplain to Her Royal Highness the Princess Dowager of Wales, and Author of the Royal Bible.",Layman,113,1,1,1,2,0,0,2,0,1,4,0,1,0,0,2,1,2,3,2,3,3,3,1,6,2,0,0,3,5,16,3,0,1,0,2,2,0,0,0,1,1,1,0,1,1,2,3,0,0,0,3,0,3,10,5,2,1,1,5,1761,1,1,"London : printed for I. Pottinger, at the Royal Bible in Pater-Noster-Row, M.DCC.LXI. [1761].",London,387,male,,,FALSE,"and oppolc his gracious efforts purely for the sake of opposition; this is doubt. less the greatest provocation, aggravated by tic most infamous ingratitude : this is that sin againmi t: e Holy g!)oji, whicil our Saviour tells us, ji]lal 2ot be fo)giwvs, neitbcr in this iuor.l!, 1i: in the"
0858501500_000018,"The clergyman's companion in visiting the sick. Being a collection of the following particulars for that purpose; Viz. I. The Manner of Visiting the Sick: extracted chiefly from Bishop Taylor. II. The Order for Visitation of the Sick out of the Common-Prayer-Book. III. The Communion of the Sick. IV. Some other Prayers and Forms, with a very great Varity of Occasional Prayers for the Sick; Collected for the most Part, from the Devotional Writings of some of the most eminent Divines of the Church of England. To which are annexed, the offices of publick and private baptism.","Wren, John",112,2,2,2,2,0,2,1,4,6,9,0,0,1,5,0,1,0,0,1,3,2,4,2,0,2,1,5,1,4,8,9,0,0,0,3,0,0,1,0,5,0,0,2,2,2,2,0,2,0,3,1,0,5,0,2,1,0,0,2,1757,1,1,"Dublin : printed by the executor of G.A. Grierson, Printer to the King's Most Excellent Majesty, and Jane Grierson, at the King's Arms and Two Bibles in Essex-Street, MDCCLVII. [1757].",Dublin,267,male,1674,1724,FALSE,"seven Days after. because tthou didst give Jesus Christ , thine only Son, to be born as at this Time for us, who by the Operation of the holyghoft was made very Man of the substance of thevirsgin a/1aly his Mother, and that without Spot of Sin , to make"
1036900700_000071,"A scriptural exposition of the church catechism; containing the young Christian's account of the doctrines and duties of his religion, and of those divine Authorities, upon which he builds his Faith and Practice. With Sacramental and other Devotions, gathered out of Holy Writ. And the Offices of the Church The fourth edition improved. By Joseph Harrison, Minister of the Parish Church of Cirencester.","Harrison, Joseph",123,1,11,2,0,0,0,4,1,2,10,2,1,2,1,0,1,1,1,0,4,0,0,0,5,6,0,1,2,2,6,9,1,0,1,3,4,0,0,0,6,1,2,0,2,2,2,1,7,1,1,1,0,4,2,1,0,2,2,2,1738,1,1,"Dublin : printed by and for Sylvanus Pepyat, Bookseller in Skinner-Row, MDCCXXXVIII [1738].",Dublin,269,male,1669,1753,FALSE,"in peace and charity one with another. Teach us to fct thee always before us, and where ever we are, and whatever we are a doing, to confider that thou art about our path, and about our bed, and fpieft out all our ways. O possess us with such a"
0354001400_000090,"A manual of prayers and other Christian devotions. Revised and corrected, with large additions, by R- C-, D.D.",Richard Challoner,108,0,4,2,1,0,2,3,4,4,6,0,0,1,4,0,0,1,4,0,4,1,1,0,1,3,0,1,2,2,5,6,0,0,0,2,5,1,1,0,7,1,0,7,0,0,1,1,3,0,2,2,0,3,1,4,0,2,0,3,1800,1,1,"London : printed by Sampson Low, Berwick Street, Soho; for E. Booker, No. 56, New Bond Street, 1800.",London,575,male,1691,1781,FALSE,"our redemption. By the same Almighty Power , I beseech thee, grant that I may worthily remember thy bleifed passion, and wholly offer and resign myself unto thee, my Lord, and my Redeemer. Grant that I may be present at this heavenly sacrifice with due reverence, purity of heart ,"
1166000100_000131,"The book of common prayer, and administration of the sacraments, And other Rites and Ceremonies of the Church of England. Also, the Companion to the altar. With notes and annotations.",Church of England,122,2,2,7,2,0,2,1,3,4,9,0,0,1,5,0,2,0,0,0,6,3,6,2,0,2,2,3,1,6,13,9,0,0,0,2,0,0,0,0,5,0,0,2,1,1,2,0,1,0,2,1,0,6,0,2,1,1,0,2,1794,1,1,"Newcastle upon Tyne : printed by M. Brown, Flesh-Market, M.DCC.XCIV. [1794].",Newcastle upon Tyne,589,unknown,,,FALSE,"with the Father , Jesus Christ the righteous, and he is the propitiation for our sins . i St Yohn II I, 2 7 After which the prijefhallproceed, fyingl Lift up your hearts . Answer. We lift them up unto the Lord. Priedt. Let us give thanks unto our Lord"
1148100100_000096,"The book of common prayer, and administration of the sacraments, and other Rites and Ceremonies of the Church, According to the Use of the Church of England; together with the Psalter or Psalms of David, Pointed as they are to be Sung or Said in Churches: and the Form or Manner of Making, Ordaining, and Consecrating of Bishops, Priests, and Deacons.",Church of England,115,3,2,0,0,0,4,3,0,2,9,1,3,2,2,0,2,2,1,4,6,2,1,3,2,1,2,3,0,4,9,6,0,0,0,6,1,0,0,0,3,0,0,0,1,1,0,0,2,0,5,1,0,5,3,1,0,3,1,3,1707,1,1,"London : printed by Charles Bill, and the executrix of Thomas Newcomb, deceas'd; Printers to the Queens most Excellent Majesty, MDCCVII. [1707].",London,391,unknown,,,FALSE,"fl ck of TRUE Christian Peopl , faiing thsfs, icertifie you, that in this cafe all is well done, and according unto due order , concerning the baptising of this child; wvho being born in original sin , and in the wrath of God, is now by the laver of"
0116000300_000064,"Sermons on the following subjects. I. Salvation by the cross of Christ, a Doctrine of Offence in all Ages. II. The knowledge of sin by the law. III. The Necessity of Maintaining a good Conscience, and the Extent of it. IV. On the Gospel, and the Nature of Faith in it. V. The Great Sin of Unbelief. VI. The dreadful End of Unbelief. Vii. Alarming Visitations Proofs of God's Love. Viii. Christ the only Refuge. IX. On Simon the Pharisee, and the Woman that was a Sinner. X. The Christian's Character, and inviolable Safety. XI. Personal Obedience, and imputed Righteousness not to be separated. XII. On Christian Happiness. XIII. The Judgment of the Last Day. XIV. On the Heavenly Happiness. By H. Venn, M. A. late Fellow of Queen's College, Cambridge, and Lecturer of St. Alban's, Wood-Street.","Venn, Henry",106,0,0,1,1,0,0,4,1,0,5,7,1,0,2,1,1,1,3,1,3,7,3,0,1,0,0,0,3,2,14,3,0,0,2,2,2,5,0,0,1,2,1,0,0,1,4,2,2,2,1,0,5,1,3,1,1,1,1,1,1759,1,1,"London : printed for the author; and sold by J. Townsend, in Fleet-Street; E. Dilly, in the Poultry; and T. Field, in Cheapside, M.DCC.LIX. [1759].",London,400,male,1725,1797,FALSE,"to itrengthen Men mightily against inward Corruptions: Against the natural Inflability and Treachery of he Human Heart ; Heart ; again if the violent Assaults of the evil World ; against the Sollitations and Power of the Devil. The abiding Influence of the Holy Ghost is necessary also to renew,"
1075100100_000003,The sunday service of the Methodists; with other occasional services.,Church of England,115,2,7,0,0,0,2,3,0,2,9,1,2,0,0,0,2,1,1,1,5,3,2,1,6,4,3,1,1,2,7,9,3,0,0,5,3,1,0,1,5,1,0,1,1,1,0,2,3,0,0,0,0,2,6,0,1,0,0,2,1788,1,1,"London : [s.n.], Printed In The Year 1788.",London,439,unknown,,,FALSE,"be said the Apotlles' Creed by the minjter and the People , Jilanding. Believe in God the Father Almighty, Maker of Heaven and Earth : And in Jesus Christ his only Son our Lord; Who was conceived by the Holy Ghost ; Born of the Virgin Mary; Suffered under Pontius"
0430601000_000009,"Sermons preached by Thomas Story, and John Gurney, In the meetings of The people called Quakers.","Gurney, John",99,5,0,0,1,2,6,0,0,2,8,1,2,2,1,3,1,2,0,2,0,2,1,2,2,0,0,0,2,1,10,0,0,1,0,0,3,3,0,0,1,1,1,0,0,1,0,7,0,1,0,2,2,2,7,3,2,1,2,1,1785,1,1,"London : [s.n.], Printed in the Year M.DCC.LXXXV. [1785].",London,70,male,1686,1741,FALSE,"the Lord yefus Chritl, our Saviour , above ourselves, and above all mankind, and things, our neighbours, and all men, as we ought, according to the commandment of God. Thus ( 32) Thus I speak concerning what mankind may and should be, according to the doarine of Christ and the"
