PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(answer),termFreq(appear),termFreq(argument),termFreq(author),termFreq(believ),termFreq(bodi),termFreq(cafe),termFreq(caus),termFreq(certain),termFreq(christ),termFreq(christian),termFreq(church),termFreq(concern),termFreq(confid),termFreq(differ),termFreq(divin),termFreq(end),termFreq(evid),termFreq(faith),termFreq(gener),termFreq(god),termFreq(ground),termFreq(holi),termFreq(human),termFreq(idea),termFreq(judg),termFreq(know),termFreq(knowledg),termFreq(law),termFreq(learn),termFreq(life),termFreq(light),termFreq(love),termFreq(matter),termFreq(mean),termFreq(mind),termFreq(moral),termFreq(natur),termFreq(noth),termFreq(opinion),termFreq(person),termFreq(power),termFreq(principl),termFreq(proof),termFreq(prove),termFreq(reason),termFreq(receiv),termFreq(religion),termFreq(rule),termFreq(scriptur),termFreq(sens),termFreq(spirit),termFreq(suppos),termFreq(think),termFreq(true),termFreq(truth),termFreq(word),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0200500200_000012,"Various tracts by the Revd. James Penn, A. B. Under-Grammar-Master of Christ's Hospital, and Lecturer of the united Parishes of St. Ann and Agnes, and St. John Zachary, Aldersgate. Libertas debet retineri.",James Penn,90,1,0,0,2,4,1,0,0,2,0,4,11,1,3,0,1,3,1,2,2,1,2,0,0,1,0,0,1,0,2,0,1,0,2,1,2,0,1,3,1,1,3,3,0,4,0,2,4,2,1,1,3,0,1,1,3,4,0,1,1762,1,1,"London : printed by Charles Say, in Newgate-Street, for the author, [1762].",London,379,male,1727,1800,FALSE,"laboured, rather weaken than strengthen the Cause of Christianity . When there is a Sufficiency of diret and positive Proofs , recourse need not to be had to mystical and typical ones, which can only be TRUE in a secondary Sense , supposing , what it will be difficult to"
0075700300_000022,"Important truths relating to spiritual and practical Christianity: selected from several eminent spiritual writers. With divers extracts from a treatise, intitled, The way to Christ, written by Jacob Behmen. Published by a gentleman retired from business.",Gentleman retired from business,118,0,0,0,1,1,1,2,0,0,1,4,1,0,0,3,2,14,0,5,8,0,4,1,0,2,4,1,1,1,0,0,0,9,1,0,5,1,8,10,0,1,0,5,3,0,0,4,1,2,0,0,1,4,0,0,1,2,1,2,1769,1,1,"London : [s.n.], Printed in the Year MDCCLXIX. [1769].",London,400,unknown,,,FALSE,"and the light of men; CHRIST living and dwelling in us; CHRIST in us the hope of glory; is the first principle , the worker and the finisher of our salvation. J E S U S CH IS T, I say, is that new and living principle , that powerful"
0297300105_000076,"The works of the late reverend and learned Isaac Watts, D.D. published by himself, and now collected into six volumes. In which are also inserted the second part of the Improvement of the mind, An essay on education, and some additions to his Miscellaneous thoughts in prose and verse. Now first published from his manuscripts, and, the Direction of his Will, revised and corrected by D. Jennings, D.D. and the late P. Doddridge, D.D. ...",Isaac Watts,104,0,0,0,2,1,5,0,1,0,1,1,2,0,0,0,1,3,0,8,2,1,11,0,0,1,4,1,4,0,0,0,3,1,0,0,0,3,2,1,0,1,0,3,9,1,2,9,3,1,1,2,2,0,1,0,1,5,0,4,1753,5,6,"London : printed for T. and T. Longman at the Ship, and J. Buckland at the Buck, in Pater-Noster-Row; J. Oswald at the Rose and Crown in the Poultry; J. Waugh at the Turk's-Head in Lombard-Street; and J. Ward at the King's-Arms in Cornhill, MDCCLIII. [1753].",London,682,male,1674,1748,TRUE,"revelation asserts two things of which we have clear ideas , to be joined, whose connexion or agreement is not discoverable by reason ; as when Icripture informs us that the dead shall rise, that the earth shall be burnt up, and the man chrj ciriji yefits (ilall return from"
0494300103_000280,"A collection of theological tracts, in six volumes. By Richard Watson, D.D. F.R.S. Lord Bishop of Landaff, and Regius Professor of Divinity in the University of, Cambridge. ...","Watson, Richard",94,0,3,1,2,3,1,0,1,1,2,3,9,0,1,0,2,1,1,2,1,1,15,0,0,0,0,0,0,3,1,0,1,1,1,0,0,3,1,2,1,1,1,1,3,2,1,1,1,8,0,1,0,0,2,0,0,3,0,5,1791,3,6,"London : printed for T. Evans in the Strand, and in the Great Market, Bury St. Edmund's; J. and J. Merrill, Cambridge; J. Fletcher, and Prince and Cooke, Oxford; P. Hill, Edinburgh; and W. M'kenzie, Dublin, M.DCC.XCI. [1791].",London,490,male,1737,1816,TRUE,"cr voluntary and positive in thiemfelves, are consistent with all our notions of the divine perfections, and oughlt to be so far from being objclionis ag.inlt the truth of any religion that contains them, thai they ale rather argumcints in favour of it, as they are evident proofs of the"
0297200101_000029,"The works of the late reverend and learned Isaac Watts, D.D. published by himself, and now collected into six volumes. In which are also inserted the second part of the Improvement of the mind, An essay on education, and some additions to his Miscellaneous thoughts in prose and verse. Now first published from his manuscripts, and, the Direction of his Will, revised and corrected by D. Jennings, D.D. and the late P. Doddridge, D.D. ...",Isaac Watts,115,0,1,0,6,3,2,0,0,0,0,5,7,0,0,0,0,13,0,6,3,1,8,1,5,1,0,0,0,3,0,3,4,0,2,0,2,2,0,4,0,0,1,2,1,0,3,0,1,3,0,3,2,1,0,1,2,7,4,2,1753,1,6,"London : printed for T. and T. Longman at the Ship, and J. Buckland at the Buck, in Pater-Noster-Row; J. Oswald at the Rose and Crown in the Poultry; J. Waugh at the Turk's-Head in Lombard-Street; and J. Ward at the King's-Arms in Cornhill, MDCCLIII. [1753].",London,868,male,1674,1748,TRUE,"grounded hope of his love : Therefore I cannot doubt but that the chief principles of this book are heavenly and divine , -"" though I cannot so well prove that the very words and syllables of it are so too; ""for it is the sense of scripture , and"
0359100300_000073,"Logick: or, the right use of reason in the enquiry after truth. With A Variety of Rules to guard against Error, in the Affairs of Religion and Human Life, as well as in the Sciences. By Isaac Watts, D.D.",Isaac Watts,94,0,0,0,2,1,4,0,0,0,0,0,1,0,3,0,1,1,0,6,2,0,5,1,0,2,0,2,0,2,0,0,3,2,0,3,0,2,4,1,0,2,1,3,6,1,3,5,3,2,5,2,7,0,1,0,0,4,0,1,1731,1,1,"London : printed for Emanuel Matthews, at the Bible in Pater-Noster-Row; Richard Ford, at the Angel, and Richard Hett, at the Bible and Crown, both in the Poultry, MDCCXXXI. [1731].",London,376,male,1674,1748,TRUE,"Principles of this kind belonging to them. There are Me tapbhfical, Physical, Mathematical, Political, Economical, Medicinal, Theological, Moral and Prf See tomenhing more on di Subjea, Dires. 1i. prucd, and Chbp. V dcffsll dential Principles of Judgement. It would be too tedious to give a Specimen of them all in"
0296802900_000011,"The practical efficacy of the Unitarian doctrine considered; in a series of letters to the Reverend Andrew Fuller: occasioned by his publication entitled The calvinistic and socinian systems examined and compared, as to their Moral Tendency. To which is added the second edition of An essay on the grounds of love to Christ. By Joshua Toulmin, D.D.",Joshua Toulmin,93,2,0,2,2,2,1,0,1,1,0,3,2,1,1,1,2,3,0,0,4,1,10,2,4,3,2,0,0,0,0,0,0,1,1,2,2,0,0,2,0,3,7,4,7,0,3,0,1,2,0,1,0,1,0,1,3,2,0,0,1796,1,1,"London : sold by J. Johnson, St. Paul's Church-Yard, 1796.",London,80,male,1740,1815,FALSE,"enough with the worst principles ; and that the gospel had no worse enemies, than the devout and honourable among the Jewst. After we are held up in these lights , from the pulpit and the press, it is then urged against us, by way of argument and reproach, that"
0791100601_000014,"Tracts on the liberty, spiritual and temporal, of protestants in England. Addressed to J. N. Esq; at Aix-la-Chapelle. By Anthony Ellys, D. D. Late Lord Bishop of St. David's. Part I.",Anthony Ellys,116,0,0,0,1,2,3,1,2,0,0,0,7,7,2,0,0,9,0,4,8,1,4,7,5,4,0,2,4,2,0,1,1,2,0,0,0,0,0,0,0,0,5,0,0,1,3,2,0,4,0,11,1,1,3,0,2,4,0,0,1763,1,2,"London : printed by William Bowyer; and sold by Whiston and White, in Fleet-Street; Hooper, near the New Church in the Strand; Woodfall, at Charing Cross; and Robson, in Bond Street, MDCCLXIII. [1763].",London,320,male,1690,1761,FALSE,"justly from all the particulars here abovementioned, (which, if duly represented, may easily be apprehended) an unlearned man may have a very just and rational belief. THE Romanists will not, indeed, allow that this evidence from. the mere testimony of men, be it ever so probable, is a ground sufficient"
0822401002_000017,"Essays on important subjects, in two volumes. By Daniel Turner, ...","Turner, Daniel",98,0,1,2,0,0,1,6,0,3,1,0,2,0,1,1,1,4,2,2,0,3,5,0,0,6,0,1,1,0,0,0,2,2,0,1,2,1,2,7,1,1,0,4,2,1,0,2,1,6,0,1,1,2,3,2,0,3,5,3,1787,2,2,"Oxford : printed for the author; and sold by J. Buckland, J. Johnson; C. Dilly; and J. Marsom, London; D. Prince in Oxford; and A. Shank, in Abingdon, Berks, 1787.",Oxford,257,male,1710,1798,FALSE,"of countera&ing the pernicious Influence of his Sentiments, and his Endeavours to propagate them. To conclude; from this View of Things it must appear to the honest unprejudiced Mind that the Christian Religion is indeed worthy of all Acceptation. - A Religion whose divine Original is evinced by the intrinsic"
0630401500_000074,"Theological dissertations, by Capel Berrow, A. M. Rector of Rossington, Nottinghamshire; Lecturer of St. Bennet's and St. Peter's, Paul's Wharf; and Chaplain to the Honourable Society of Judges and Serjeants, in Serjeants-Inn.",Capel Berrow,103,1,2,3,1,2,0,2,2,1,0,3,3,0,0,0,0,3,2,1,1,1,7,1,0,3,1,4,0,2,0,0,1,0,0,6,2,0,5,4,0,1,0,2,2,1,2,13,0,2,0,1,0,0,0,1,1,6,0,7,1772,1,1,"London : printed for J. Dodsley in Pall-Mall, M.DCC.LXXII. [1772].",London,427,male,1716,1782,FALSE,"kind in the system of natural religion ; and then judcge, whether any but such arrant triflers as hihfelf will pretend to oppose them to the. prejudice of revelation, Whether or no any other unintelligible propositions have the pretended sanction of revelation, I .may perhaps inquire, as I go along"
0414100600_000012,"The usefulness, truth, and excellency of the Christian revelation defended against the objections contain'd in a late book, intitled, Christianity as old as the creation, &c. By James Foster.",James Foster,100,1,0,0,3,2,0,0,2,0,0,0,4,0,1,1,1,2,0,2,0,8,7,0,0,0,1,2,0,4,1,1,1,2,0,0,0,2,1,8,0,1,1,0,4,0,1,4,1,11,6,0,1,1,2,3,2,2,1,2,1734,1,1,"London : printed for J. Noon, at the White-Hart near Mercers-Chapel in Cheapside, MDCCXXXIV. [1734].",London,375,male,1697,1753,FALSE,"for themselves. Indolence, want of use, and the attention of their minds to the necessary business, and the pleasures of life , hinder their making any great proficiency; and being inclined, to save themselves the trouble of thinking , to be implicit in their belief, they are eajily practised upon,"
1228600500_000022,"The preaching of Christ crucified, recommended to Gospel-Ministers. A sermon on I Cor. ii. 2. Preach'd at the ordination of James Smith A.M. at Stockport in Cheshire, by James Sloss A.M. Minister of the Gospel at Nottinghame. And also, Mr. Smith's Confession of faith: together with the charge or exhortation given to him, by Mr. Peter Walkden Minister of the Gospel at Holcome in Lancashire.","Sloss, James",105,0,1,2,6,1,0,1,1,0,0,8,2,1,0,1,0,4,5,0,0,2,11,0,2,3,1,1,1,2,1,3,0,5,0,4,1,2,3,9,0,0,0,0,0,0,2,2,0,4,0,3,0,0,0,3,0,3,2,2,1742,1,1,"Edinburgh : printed by J. Lumisden and J. Robertson: and sold by G. Crawfurd and J. Traill in the Parliament-Closs, J. Stark in Dundee; and also by R. Whiteworth in Manchester, and other booksellers in town and country, M.DCC.XLII. [1742].",Edinburgh,75,male,1698,1772,FALSE,"difinguilh between what is natural , and what is miraculous. This will great ly help a Divine to think andfpeak morejuftly on any Sub jec that occurs. And particularly, it is useful, if not necessary, that a Divine have some Acquaintance with Human Nature , and its conifituent Parts viz."
0626900104_000032,"Sermons on different subjects, by the late Reverend John Jortin, D. D. Archdeacon of London, Rector of St. Dunstan in the East, and Vicar of Kensington. ...",John Jortin,99,1,0,0,1,1,0,1,0,2,0,1,2,0,1,0,1,4,0,1,1,0,15,2,4,2,0,1,0,0,0,0,3,1,1,0,1,4,3,0,2,0,1,1,1,3,0,6,1,2,1,3,1,17,0,0,1,3,1,1,1787,4,7,"London : printed for Benjamin White, and Son, at Horace's Head, Fleet-Street, MDCCLXXXVII. [1787].",London,389,male,1698,1770,FALSE,"upon our repentance and perseverance, forgiveness of sins and eternal life . These benefits Christ has acquired for us by his sufferings, and the truth of these things is.confirmed by the Holy Ghof, the author of the miracles and prophecies upon which our religion is founded. By the assistance of"
0724700202_000026,"Alciphron: or, the minute philosopher. In seven dialogues. Containing an apology for the Christian religion, against those who are called free-thinkers. ...",George Berkeley,78,1,1,1,1,1,2,0,0,1,1,2,1,1,3,0,1,1,1,2,7,0,1,1,0,3,0,6,3,2,1,1,1,1,0,1,0,0,2,2,1,0,0,3,4,0,0,3,0,2,0,0,2,1,2,1,1,2,0,3,1732,2,2,"London : printed for J. Tonson in the Strand, 1732.",London,373,male,1685,1753,TRUE,"it would be to cut down a V -- y fine Tree yielding Fruit and Shade, because its Leaves afforded Nourithment to Caterpillers, or because Spiders may now and then Weave Cobwebs among the Branches. ALC. To divide and diftinguilh would take time. We have several Gentlemen very capable of"
0581301000_000012,"Revealed religion asserted; in a series of letters to the Rev. Joseph Priestley, LL.D. F.R.S. containing (more especially) some animadversions on the Doctor's opinion of eternal punishment, Of the Doctrine of Calvin, Of the Nature of God and the Human Soul, And of the Atonement of Christ. By Samuel Rowles.","Rowles, Samuel",80,1,1,1,0,1,4,0,2,1,0,1,2,0,1,0,1,3,0,2,1,0,3,0,4,2,1,2,0,0,1,0,1,0,0,1,1,0,3,8,1,1,0,0,2,1,1,3,0,10,1,2,0,2,0,1,3,1,1,1,1786,1,1,"Taunton : printed by T. Norris: and sold by A. Brown, Bristol, and W. Ash, Little Tower-Street, London, [1786].",,277,male,1743,1820,FALSE,"children of wrath.' Eph II 3 This [ 23 ] This testimony is confirmed by universal facr. This is moral death; or, from the commencement of this mournful scene, lli holy and happy intercourse between the creator and the creature ceased; nor has one of Adam's pollerity been found who"
1096601700_000004,"Genuine Protestantism; or, the unalienable rights of conscience defended: in opposition to the late and new mode of subscription proposed by some dissenting ministers: in three letters to the Rev. Mr Pickard, Chairman of the Committee who conducted their late Application to Parliament. By John Fell.","Fell, John",122,1,0,0,0,7,1,0,3,0,0,4,1,0,0,0,1,10,0,4,3,0,4,1,3,11,0,1,2,0,10,0,1,5,2,0,1,1,1,8,0,0,0,3,4,0,1,3,2,3,2,6,1,0,0,1,3,6,0,1,1773,1,1,"London : printed for E. and C. Dilly, in the Poultry, M.DCC.LXXIII. [1773].",London,63,male,1735,1797,FALSE,"the committee think , if required, they (their brethre UGHT to m.ikr."" Commiitces printed Letter. ( 4) human authority , without betraying the honour and sufficiency of scripture , without acting an unfaithful part with refpeet to that testimony which is greater than the witness of men, without violating their"
1085201100_000054,"Logic: or, the right use of reason in the inquiry after truth. With A Variety Of Rules To Guard Against Error In The Affairs Of Religion And Human Life, AS Well AS In The Sciences. By Isaac Watts, D.D.",Isaac Watts,117,1,0,1,3,1,6,1,0,1,2,0,0,0,1,0,0,4,0,16,9,1,5,0,0,5,0,0,3,8,1,1,1,1,0,2,2,3,2,5,3,0,3,0,2,1,3,4,0,1,0,0,2,0,2,0,0,6,4,0,1792,1,1,"London : printed for John Cuthell, 1792.",London,333,male,1674,1748,TRUE,"abftrated propositions which carry their own evidence with them, and admit no doubt about them. Our perception of this felf evidence in any proposition is called intelligence. It is our knowledge of those first principles of truth which are, as it were, wrought into the very nature and make of"
1533900800_000054,"Logick: or, The right use of reason in the enquiry after truth. With a variety of rules to guard against error, in the affairs of religion and human life, as well as in the sciences. By Isaac Watts, D.D.",Isaac Watts,107,1,0,1,3,1,6,2,0,1,2,0,0,0,1,0,0,3,0,13,8,1,3,0,0,5,1,0,3,7,1,1,1,1,0,2,2,3,2,4,3,0,3,0,3,1,3,3,0,1,0,0,0,0,2,0,0,5,4,0,1766,1,1,"London : Printed for J. Buckland, and T. Longman, in Pater-Noster-Row; J. Waugh, in Lombard-Street; E. and C. Dilly, in the Poultry; and T. Field, in Leadenhall-Street, M.DCC.LXVI. [1766].",London,376,male,1674,1748,TRUE,"on one Thing is tire/ome. Thus Thus reappears that we obtain the Knowledge of a Muiltitude'of Propositions, as well as of single Ideas , by those two Principles whichh Mr. Locke calls Sensation and Reflection: One of them is a Sort of confcioufne/s of what assets the Body ,. and"
0707801300_000027,"Seven sermons upon the following subjects; viz. The difference betwixt truth and falshood, right and wrong. The natural abilities of men for discerning these differences. The right and duty of private judgement. Objections considered. The love of God. The love of our neighbour. The first and great commandment, &c. Preached at a lecture in the West Meeting-House in Boston, begun the first Thursday in June, and ended the last Thursday in August, 1748. By Jonathan Mayhew, A.M. Pastor of the West Church in Boston.",Jonathan Mayhew,81,0,0,1,1,4,4,0,4,0,1,1,3,0,0,1,0,3,1,2,1,0,4,2,0,0,1,2,0,1,3,0,0,0,0,1,0,1,1,1,2,0,1,3,1,1,1,3,6,6,0,2,2,0,2,1,1,4,1,0,1749,1,1,"Boston, N.E. : Printed and sold by Rogers and Fowle in Queen-Street, MDCCXLIX. [1749].",Boston,160,male,1720,1766,FALSE,"these cafes , it will be allowed that that they have no title to the active obedience of their fubjecs. So also, he that has a divine right to instruct others in religion , may possibly speak false, either ignorantly or with design: And if he does so, no one"
0777200100_000005,"A sermon on the glorious kingdom of Christ upon earth, or the millennium. Preached at Christ-Church, Dublin, on the second Sunday in Advent, 1747. By Robert Hort, ...","Hort, Robert           1708 or 9",83,3,0,2,2,1,2,0,1,0,0,0,4,3,1,1,3,1,1,1,1,2,4,0,4,1,0,1,3,1,1,0,1,2,0,4,2,0,0,1,1,1,4,0,0,1,3,1,2,2,1,7,2,0,0,1,2,1,0,0,1748,1,1,"[London] : Dublin printed: and London re-printed for W. Reeve, 1748.",London,39,unknown,,,FALSE,"in Substance by the united Testimony of the ancient Heathen Nations, of the yews, and of the whole Christian Church in it's earliest and purest Ages. And if we confider the great Probability there is, that the Heathen Nations derived it from some Revelation earlier than the Dispersion of Mankind;"
