PassageID,Title,Author,Total termFreq,termFreq(bacon),termFreq(bake),termFreq(beat),termFreq(beef),termFreq(boil),termFreq(bone),termFreq(bread),termFreq(brown),termFreq(butter),termFreq(clean),termFreq(close),termFreq(cold),termFreq(cover),termFreq(cream),termFreq(cut),termFreq(dish),termFreq(egg),termFreq(fat),termFreq(fine),termFreq(flour),termFreq(fry),termFreq(gravi),termFreq(half),termFreq(herb),termFreq(hot),termFreq(hour),termFreq(lai),termFreq(larg),termFreq(lemon),termFreq(littl),termFreq(mace),termFreq(meat),termFreq(mix),termFreq(nutmeg),termFreq(onion),termFreq(pan),termFreq(pepper),termFreq(pickl),termFreq(piec),termFreq(pint),termFreq(pot),termFreq(pound),termFreq(quarter),termFreq(roll),termFreq(round),termFreq(salt),termFreq(sauc),termFreq(season),termFreq(serv),termFreq(slice),termFreq(small),termFreq(spoon),termFreq(sugar),termFreq(sweet),termFreq(togeth),termFreq(veal),termFreq(water),termFreq(white),termFreq(wine),termFreq(yolk),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1039400400_000035,"The lady's complete guide; or, cookery in all its branches. Containing the most approved receipts, ... To which is added, ... The complete brewer; ... Likewise The family physician; ... By Mrs. Mary Cole, ...","Cole, Mary, cook",172,2,0,3,6,4,2,1,2,4,2,2,1,1,0,8,3,2,5,1,5,2,5,4,1,3,2,0,0,5,11,1,3,1,2,2,3,4,4,5,4,1,4,1,3,2,9,7,4,2,2,2,2,1,1,3,0,3,3,4,2,1791,1,1,"London : printed for G. Kearsley, 1791.",London,516,female,,,FALSE,"for a good. broth, adding about a pint of white wine ; let it finurer for as long a time as it will hang together . There are many sauces for this piece of meat , particularly carrots, herbs , c. minced. Your carrots should be cut an inch long,"
0580400600_000043,"The lady's complete guide; or cookery and confectionary in all their branches. Containing the most approved receipts, ... To which is added, ... the complete brewer; ... also the family physician; ... By Mrs. Mary Cole, ...","Cole, Mary, cook",191,1,0,1,0,7,2,3,1,3,3,3,1,1,3,8,6,4,1,5,2,1,1,5,3,1,3,3,0,5,12,4,4,2,1,4,4,6,3,2,3,0,1,0,4,4,6,9,3,4,4,3,2,0,2,2,15,1,5,1,3,1789,1,1,"London : printed for G. Kearsley, 1789.",London,609,female,,,FALSE,"Mix these well together , and season it to your taste with chyan pepper , salt , and nutmeg . Spread it on a veal caul, and having rolled it up close like a collared eel, bind it in a cloth, and boil it an hour . Being thus furnished"
0395200400_000021,"The art of cookery made plain and easy. To which are added, one hundred and fifty new receipts, a copious index, and a modern bill of fare, for each month, in the manner the dishes are placed upon the table. By H. Glasse.",Hannah Glasse,200,1,0,1,2,6,7,5,6,5,2,2,0,2,1,6,1,3,3,7,5,3,6,3,5,1,3,2,1,4,13,2,7,0,1,4,7,3,1,3,3,0,1,2,2,3,3,6,2,2,0,4,1,0,3,6,13,4,5,3,3,1781,1,1,"Edinburgh : printed for Alexander Donaldson. Sold at his shop, No. 48, St. Paul's Church-Yard, London; and at Edinburgh, M.DCC.LXXXI. [1781].",Edinburgh,492,female,1708,1770,TRUE,"bacon , lemon peel, and thyme, dip them in the yolks of eggs , make a flheet of strong. cap paper tp at the four corners in the form of a drip. ping pan ; pin up the corners, butter the paper and al iso the gridiron, and set it"
0094700400_000029,"Domestic economy; or, a complete system of English housekeeping: containing the most approved receipts, confirmed by Observation and Practice, in every reputable English book of cookery now extant; besides a great Variety of others which have never before been offered to the Public. Also a valuable Collection, translated from the Productions of Cooks of Eminence who have published in France, with their respective Names to each Receipt; which, together with the Original Articles, form the most complete System of Housekeeping ever yet exhibited, under the following Heads, viz. Roasting, Boiling, Made-Dishes, Frying, Broiling, Potting, Fricasses, Ragouts, Soups, Sauces, Gravies, Hashes, Stews, Puddings, Custards, Cakes, Tarts, Pies, Pasties, Cheesecakes, Jellies, Pickling, Preserving, and Confectionary. To which is prefixed, in order to render it as complete and perfect as possible, An Elegant Collection of Light Dishes for Supper, Adapted for Every Month in the Year. Also the complete brewer; Containing Familiar Instructions for brewing all Sorts of Beer and Ale; including the proper Management of the Vault or Cellar. Likewise the family physician; being a collection of the most valuable and approved prescriptions by Mead, Sydenham, Tissot, Fothergill, Elliot, Buchan, and Others. By Maximilian Hazlemore.",,184,5,2,1,3,4,2,2,1,7,0,2,1,3,1,9,4,2,1,3,4,0,7,3,2,2,7,3,2,4,12,1,5,0,2,3,5,5,2,8,2,1,2,1,6,2,3,6,0,5,2,2,3,0,4,1,1,5,3,4,1,1794,1,1,"London : printed for J. Creswick, and Co, 1794.",London,423,unknown,,,FALSE,"ladle of gravy very fast, and you will find it come to a sort of gluey confidence; then put your bees in, and keep it hot till your dinner time, and serve it up with spinach. At another time you may serve it with savoys or red cabbage, firipped fine"
0521200600_000027,"The art of cookery, made plain and easy; Which far exceeds any Thing of the Kind yet published. Containing, I. How to Roast and Boil to Perfection every Thing necessary to be sent up to Table. II. Of Made-Dishes. III. How expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes for a Supper or Side-Dish, and little Corner-Dishes for a great Table. V. To dress Fish. VI. Of Soops and Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Lent Dinner; a Number of good Dishes, which you may make use of at any other time. X. Directions to prepare proper Food for the Sick. XI. For Captains of Ships; how to make all useful Things for a Voyage; and setting out a Table on board a Ship. XII. Of Hogs Puddings, Sausages, &c. XIII. To pot and make Hams, &c. XIV. Of Pickling. XV. Of making Cakes, &c. XVI. Of Cheese-Cakes, Creams, Jellies, Whip-Syllabubs, &c. XVII. Of made Wines, Brewing, French Bread, Mussins, &c. XVIII. Jarring Cherries and Preserves, &c. XIX. To make Anchovies, Vermicella, Catchup, Vinegar, and to keep Artichokes, French Beans, &c. XX. Of Distilling. XXI. How to market; the Season of the Year for Butchers Meat, Poultry, Fish, Herbs, Roots, and Fruit. XXII. A certain Cure for the Bite of a Mad Dog. By Dr. Mead. XXIII. A Receipt to keep clear from Buggs. To which are added, one hundred and fifty new and useful receipts, and a copious index. By a lady.",Hannah Glasse,205,0,0,2,9,6,2,3,4,6,1,3,1,6,1,15,4,1,5,4,3,3,8,5,1,0,7,8,2,3,12,2,7,1,2,2,5,3,2,5,6,1,3,2,3,0,6,2,2,0,1,3,4,0,2,5,2,3,0,4,2,1774,1,1,"London : printed for W. Strahan, J. and F. Rivington, J. Hinton, Hawes and Co. W. Johnston, T. Longman, W. Owen, S. Crowder, B. White, T. Caslon, J. Wilkie, G. Robinson, T. Davies, J. Robson, T. Cadell, T. Becket and Co. W. Davis, Y. Knox, W. Nicoll, W. Cornish, T. Lowndes, R. Dymott, H. Gardner, B. Donville, J. Richardson, T. Durham, R. Baldwin, and J. Bell, [1774].",London,439,female,1708,1770,TRUE,"with a packthread, roast it, put a quart of milk and a quarter of a pound of butter into the dripping pan , and basle it; when it is enough, take it up, untie it, leave a little skewer in it to hold it together , have a little good"
0643300700_000011,"The new book of cookery; or, every woman a perfect cook: containing the greatest variety of approved receipts in all the branches of cookery and confectionary, viz. Boiling, Roasting, Broiling, Frying, Stewing, Hashing, Baking, Fricassees, Ragouts, Made-Dishes, Soups and Sauces, Puddings, Pies and Tarts, Cakes, Custards, Cheesecakes, Creams, Syllabubs, Jellies, Pickling, Preserving, Candying, Drying, Potting, Collaring, English Wines, &c. &c. &c. To Which are Added, The best Instructions for Marketing, and sundry Modern Bills of Fare; also Directions for Clear Starching, and the Ladies' Toilet, or, Art of preserving and improving Beauty: Likewise a Collection of Physical Receipts for Families, &c. The Whole calculated to assist the prudent Housewife and her Servants, in furnishing the cheapest and most elegant Set of Dishes in the various Departments of Cookery, and to instruct Ladies in many other Particulars of great Importance too numerous to mention in this Title Page. By Mrs. Eliz. Price, of Berkeley-Square, Assisted by others who have made the Art of Cookery their constant Study. A New Edition for the Present Year, with great Additions.","Price, Elizabeth, Mrs",221,1,0,0,2,3,2,1,2,12,2,0,0,2,1,9,4,2,1,2,8,3,13,4,7,0,2,7,2,11,8,7,0,2,3,7,2,12,3,8,2,0,0,3,3,1,6,8,1,2,5,2,5,0,6,2,2,2,6,9,1,1780,1,1,"London : printed for the authoress, and sold by Alex Hogg, No. 16, Pater-Noster-Row, [1780?].",London,109,female,,,FALSE,"in pieces , and put it in your flewpan, together with some strong gravy , a gill of white wine , an onion , a little marjoram, a piece of butter , three or four spoonfuls of elder vinegar, some salt , pepper , and nutmeg . When it is"
0825800500_000046,"The complete family-piece: and, country gentleman, and farmer's, best guide. In three parts. ... With a complete alphabetical index to each part.",,198,3,1,3,1,10,1,1,1,8,0,0,2,0,9,6,4,11,0,7,1,4,4,6,0,2,2,4,0,4,13,3,2,1,6,1,3,3,1,6,5,0,1,3,2,2,4,1,2,6,2,3,2,2,2,4,3,3,7,6,4,1737,1,1,"London : printed for A. Bettesworth and C. Hitch; C. Rivington; S. Birt; T. Longman; and J. Clarke, 1737.",London,600,unknown,,,FALSE,"Salt , fdnie whole Pepper , an Onion , an' Eschalot or two, : ors Aschovies, a Bit of Iorfe ra dish let ill ih'efe'tite.w tit tis a froig Gravy ; then strain itout, arid set it: byi l'theri'ihve: o. or i' Ox palates, - boil them till they are"
1252901000_000019,"The cook maid's assistant, or art of cookery, made plain and easy. Containing The greatest Variety of approved Receipts, in all the Branches of Cookery and Confectionary. Viz. Marketing, Roasting, Boiling, Frying, Broiling, Stewing, Hashing, Baking, Fricassees, Ragouts, Soups, Broths, Gravies, Sauces, Puddings, Pies, Tarts, Cakes, Syllabubs, Creams, Flummery, Jellies, Jams, Custards, Potting, Collaring, Drying, Candying, Pickling, and English Wines. With a Bill of Fare for each Month in the Year. The whole calculated to assist the prudent house-wife in furnishing the cheapest, and most elegant dishes, in the various departments of Cookery. By the late Mrs Eliza. Clifton, of Richmond in Surrey.","Clifton, Elizabeth",213,2,3,0,4,4,1,3,0,7,4,4,1,4,2,10,1,1,2,1,6,1,10,3,4,2,6,5,1,7,16,4,1,0,2,5,9,8,3,6,2,2,0,2,3,0,8,6,2,2,4,0,1,0,7,0,3,8,5,5,0,1775,1,1,"London : printed for the proprietors, and sold by all booksellers in town and country, [1775?].",London,227,female,,,FALSE,"they are itewed near enough, put some miullroomn gravy into the liquor, some lemon juice, a glass of white wine , and slew it; little longer, then llrain oll the ( 70) the liquor, and you may put some pickled mutli. rooms in the sauce , and thicken your sauce"
0094600100_000094,"The English art of cookery, according to the present practice; being a complete guide to all housekeepers, ... With bills of fare for every month in the year. Neatly and correctly engraved on twelve copper-plates. The third edition. By Richard Briggs, ...","Briggs, Richard",175,4,5,1,4,3,2,4,5,5,2,4,0,5,1,4,4,6,3,6,3,2,7,7,3,2,4,3,1,7,3,3,5,5,0,2,5,5,1,3,3,0,3,2,2,1,3,3,4,0,0,0,1,0,2,1,2,0,3,3,3,1794,1,1,"London : printed for G.G. and J. Robinson, 1794.",London,605,unknown,,,FALSE,"a French roll , sprinkle some fine bread crumbs over them, put them on a baking tin, and bake them three quarters of an hour ; (but mind you place them so as not to touch one another, and lay them in such a manner that they will not fall"
0264200300_000042,"The london art of cookery, and housekeeper's complete assistant. On a new plan. Made plain and easy to the understanding of every housekeeper, cook, and servant in the kingdom. Containing, Proper Directions for the Choice of all Kind of Provisions. Roasting and Boiling all Sorts of Butchers Meat, Poultry, Game and Fish. Sauces for every Occasion. Soups, Broths, Stews, & Hashes. Made Dishes, Ragoos, and Fricassees. All Sorts of Pies and Puddings. Proper Instructions for dressing Fruits and Vegetables. Pickling, Potting, and Preserving The Preparation of Hams, Tongues, and Bacon. The whole Art of Confectionary. Tarts, Puffs, and Pasties Cakes, Custards, Jams, and Jellies. Drying, Candying and Preserving Fruits, &c. Made Wines, Cordial Waters, and Malt Liquors. To which is added, an appendix, Containing Considerations on Culinary Poisons; Directions for making Broths, &c. for the Sick; a List of Things in Season in the different months of the Year; Marketing Tables, &c. &c. Also, A Bill of Fare for every Month in the Year. By John Farley. Principal Cook at the London Tavern.","Farley, John",171,0,1,3,1,11,3,1,1,15,1,1,4,2,2,3,5,7,1,3,1,2,3,4,2,4,1,12,1,1,6,2,1,2,4,1,4,5,2,3,2,1,3,2,1,3,6,3,3,3,1,0,1,1,2,3,2,2,2,1,3,1783,1,1,"Dublin : printed for Messrs. Price, Sleater, Lynch, Whitestone, Burnet, Walker, White, Moncrieffe, Beatty, Burton Byrne, Perrin, and Cash, MDCCLXXXIII. [1783].",Dublin,368,unknown,,,FALSE,"covered your baron, and disposed of all the ingredients. Lay the bones of the pickled herring upon it, with their tails up to the butter , and let their head lie on the edge of the dish . Lay a few capers, aid three o: four pickled oysters round the"
0279200700_000031,"The art of cookery, made plain and easy; which far exceeds any thing of the kind ever yet published. Containing, I. Of Roasting, Boiling, &c. II. Of Made-Dishes. III. Read this Chapter, and you will find how Expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes fit for a Supper, or Side-Dish, and little Corner-Dishes for a great Table; and the rest you have in the Chapter for Lent. V. To dress Fish. VI. Of Soops and Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Fast-Dinner, a Number of good Dishes, which you may make use of for a Table at any other Time. X. Directions for the Sick. XI. For Captains of Ships. XII. Of Hog's Puddings, Sausages, &c. XIII. To Pot and Make Hams, &c. XIV. Of Pickling. XV. Of Making Cakes, &c. XVI. Of Cheesecakes, Creams, Iellies, Whip Syllabubs, &c. XVII. Of Made Wines, Brewing, French Bread, Muffins, &c. XVIII. Jarring Cherries, and Preserves, &c. XIX. To Make Anchovies, Vermicella, Catchup, Vinegar, and to keep Artichokes, French-Beans, &c. XX. Of Distilling. XXI. How to Market, and the Seasons of the Year for Butcher's Meat, Poultry, Fish, Herbs, Roots, &c. and Fruit. XXII. A certain Cure for the Bite of a Mad Dog. By Dr. Mead. XXIII. A Receipt to keep clear from Buggs. By a lady.",Hannah Glasse,191,1,3,6,2,4,2,0,3,10,4,2,0,3,0,4,3,7,2,4,5,4,4,9,3,3,4,7,1,4,11,2,3,2,4,1,4,3,4,3,9,2,3,1,2,1,5,5,0,0,0,0,4,0,2,7,1,1,3,2,2,1747,1,1,"London : printed for the author, and sold at Mrs. Wharton's toy-shop, the Bluecoat-Boy, near the Royal-Exchange ; at Mrs. Ashburn's china-shop, the Corner of Fleet-Ditch ; at Mrs. Condall's toy-shop, the King's Head and Parrot, in Holborn ; at Mr. Underwood's toy-shop, near St. James's-Gate ; and at most market-towns in England, M.DCC.XLVII. [1747].",London,364,female,1708,1770,TRUE,"Neck of Mutton, cut it into Steaks, pt. some Pepper and Salt over it, butter your Diih and lay In your Steaks, then take a Quart of Milk, six Eggs beat up fine , and four Spoonfuls of Flour ; beat your Flour and Eggs in a little Milk first,"
0329000300_000006,"A collection of above three hundred receipts in cookery, physick and surgery; for the use of all good wives, tender mothers, and careful nurses. By several hands.","Kettilby, Mary",190,0,2,3,2,6,2,4,2,7,2,3,1,4,1,8,0,3,1,7,0,3,3,0,1,2,2,4,3,1,10,4,7,2,5,4,5,5,1,8,2,6,0,2,7,3,6,5,3,0,1,2,4,0,2,3,6,2,3,1,4,1724,1,1,"London : printed for Mary Kettilby, and sold by Richard Wilkin, at the King's Head in St. Paul's Church-Yard, M.DCC.XXIV. [1724].",London,282,female,,,FALSE,"wriy to Pot Beef , wic is as good ar T venijon. T A KEA piece of lean Buttock Beef , rub it over with salk pctre; let it lie one Night, then take it out and silt i very well with White and Bay Salt , put it into"
