PassageID,Title,Author,Total termFreq,termFreq(ag),termFreq(appear),termFreq(art),termFreq(band),termFreq(beauti),termFreq(bosom),termFreq(bright),termFreq(brocad),termFreq(buckl),termFreq(charm),termFreq(coat),termFreq(corset),termFreq(curl),termFreq(dress),termFreq(embroid),termFreq(face),termFreq(fashion),termFreq(femal),termFreq(fine),termFreq(flow),termFreq(form),termFreq(gentlemen),termFreq(glass),termFreq(glitter),termFreq(gold),termFreq(hair),termFreq(handsom),termFreq(hat),termFreq(head),termFreq(hoop),termFreq(human),termFreq(lace),termFreq(ladi),termFreq(linen),termFreq(lip),termFreq(long),termFreq(loos),termFreq(manner),termFreq(paint),termFreq(powder),termFreq(preciou),termFreq(ribbon),termFreq(ruffl),termFreq(show),termFreq(silk),termFreq(silver),termFreq(size),termFreq(sleev),termFreq(ti),termFreq(vain),termFreq(velvet),termFreq(waist),termFreq(wig),termFreq(wore),termFreq(wrought),termFreq(young),termFreq(youth),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1040900133_000299,"The London magazine. Or, Gentleman's monthly intelligencer.",James Boswell,56,0,1,0,0,5,0,0,0,0,0,1,0,0,2,2,1,2,0,3,0,0,0,0,0,5,3,0,0,4,0,0,0,5,0,0,2,1,0,0,0,0,1,0,1,2,2,0,3,7,0,1,1,0,0,0,1,0,1747,1,1,"London [England] : printed for R[ichard]. Baldwin, jun. at the Rose in Pater-Noster-Row, [1747-1783].",London,746,male,1740,1795,TRUE,"you by the account of all I see here, that I think worth your notice. You content yourself with telling me over and over, that the town is very dull, it may possibly be dull to yqs when every day does not present, yo with fomenthing new; but for me,"
0612900300_000482,"Fragments, illustrative of the manners, incidents, and phraseology, of the Holy Scriptures: Principally selected from the most esteemed and Authentic Voyages and Travels into the East; with Additional Remarks and observations, Intended as a continued appendix to Calmet's Dictionary of the Holy Bible. The First Hundred.",Antoine Augustin Calmet,57,0,0,0,2,2,1,0,3,0,0,0,0,0,3,4,0,0,0,5,0,0,0,0,0,9,4,0,0,2,0,0,0,1,1,0,3,2,1,0,0,1,1,0,1,1,5,0,1,3,0,1,0,0,0,0,0,0,1798,1,1,"London : printed for Charles Taylor, No. 105, Hatton-Garden, M,DCC,XCVIII. [1798]-1801.",London,909,male,1672,1757,FALSE,"ift, the fandals. thefe are not only adorned with flowers, wroughlt on them, but, being sandals only, they periit the whole foot to be sccn. 2d, Thfie; ftidals being h/eigi!cesrs, make the wearer fecm so much taller than otherwise flhe would he, that the Bridegroom may neicl compare his Bride"
0489900101_000015,"A collection of the dresses of different nations, antient and modern. Particularly old English dresses. After the designs of Holbein, Vandyke, Hollar, and others. With an account of the authorities, ... and some short historical remarks ... To which are added the habits of the principal characters on the English stage. ...",,58,0,0,0,0,0,1,0,3,0,0,0,0,1,4,1,1,0,0,2,1,0,0,0,0,11,2,0,0,1,0,0,2,8,0,0,1,1,0,0,0,0,0,0,0,10,1,0,2,0,0,2,2,0,0,1,0,0,1757,1,4,"London : published by Thomas Jefferys, 1757-72.",London,165,unknown,,,FALSE,"D A ME RO MAINE, de HABITUS VARIARUM. CIX R eligieux MENDIANT, du Livre Latin, ""Sacri Romani Imperil "" Ornatus; item Germanorum, diverfarumque Gentium peculiares veftitus; quibus  accedunt Ecclefiaiticorum Habitus varii."" Excudebat Caspar Rutz, en 1s88. I CX ( 4s) ITALY. C DUKE of VENICE, from HABITUS VARIARUM. This"
0964500600_000010,The new Bath guide: or memoirs of the B-n-r-d family. In a series of poetical epistles.,Christopher Anstey,34,0,0,0,0,0,0,0,0,1,1,2,0,1,3,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,0,1,2,0,1,0,0,0,1,1,2,1,0,0,0,4,0,0,0,2,0,0,1,0,1788,1,1,"London : printed for J. Dodsley, in Pall-Mall, M.DCC.LXXXVIII. [1788].",London,180,male,1724,1805,FALSE,"That's made by Mailer GILL. O taste this soup, for which the fair, When hungry, cold, and chill, Forsake the Circus and the Square To eat with Mafier GILL.  Tis this that makes my CHLOE's lips Ambrosial sweets distill; [Afettuoio. For leeks and cabbage oft she sips In soup"
0288800202_000033,"The history of women, from the earliest antiquity, to the present time; giving some account of almost every interesting particular concerning that sex, among all nations, ancient and modern. By William Alexander, M.D. In two volumes. ...","Alexander, William",55,1,1,1,0,2,1,0,0,0,3,1,0,3,7,1,3,1,0,2,0,0,0,1,0,3,5,0,0,1,0,0,0,6,0,1,0,0,2,3,0,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1779,2,2,"Dublin : printed by J.A. Husband, for Messrs. S. Price, R. Cross, J. Potts, L. Flin, T. Walker, W. Wilson, C. Jenkin, J. Exshaw, J. Beatty, L. White, M,DCC,LXXIX. [1779].",Dublin,480,male,,,FALSE,"know the use of breeches, flck L ingz, nor drawers, nor pins, nor bucklis, nor buttons, nor pockets; they had, not invented the art of lining clothes, and w hen cold, were obliged to supply t: : C defet of lining, by throwing one gartrl!i!t over another. Drcfs of As"
1584800144_000161,"The Weekly entertainer; or Agreeable and instructive repository. Containing a collection of select pieces, both in prose and verse; curious anecdotes, instructive tales, and ingenious essays on different subjects.",,49,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,3,0,0,0,3,8,0,1,7,0,0,3,1,0,0,0,0,0,1,0,0,4,0,0,3,0,1,1,1,0,0,1,1,0,0,0,0,1783,44,59,"Sherborne [Dorset, England] : printed by R. Goadby and Co., M.DCC.LXXXIII. [1783]-1819.",Sherborne,547,unknown,,,FALSE,"the ele~lors? -- ""Indeed, Sir, I do: as agent, I knowv that our party bribed all that we could get to accept our money !"" At this acknowledgement a paul~e of altonilhment seemed to pervade the houle; a murmur succeeded, which only subsided upon a mleniber's iaying to the witners,"
0116600100_000311,"A new system of modern geography: or, a geographical historical, and commercial grammar; and present state of the several kingdoms of the world. Containing, I. The Figures, Motions, and Distances of the Planets, according to the Newtonian System and the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climates, Air, Soil vegetable Productions, Metals, Minerals, natural Curiosities, Seas, Rivers, Bays, Capes, Promontories, and Lakes. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature since the most early Periods of History. Viii. The History and Origin of Nations; their Forms of Government, Religion, Laws, Revenues, Taxes, naval and military Strength. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude, Bearings, and Distances of principal Places from London. To Which Are Added, I. A Geographical Index, with the Names and Places alphabetically arranged. II. A Table of the Coins of all Nations, and their Value in English Money. III. A Chronological Table of remarkable Events from the Creation to the present Time. By William Guthrie, Esq. The astronomical part by James Ferguson, F.R.S.",William Guthrie,41,1,1,2,0,0,0,0,0,1,0,0,0,0,4,1,1,3,1,0,0,1,0,0,0,1,3,0,2,1,0,2,2,3,0,0,0,0,5,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1786,1,1,"London : printed for C. Dilly In The Poultry; and G. G. J. and J. Robinson, Pater Noster Row, MDCCLXXXVI. [1786].",London,1012,male,1708,1770,FALSE,"of the earth, a French pe: t: mrsirc is the nmo' in; lertincnt and they are all petits mnitr es, from Cte marquis hbo glinaers in L ce ad embroider , to the g.cen b; arbiere (barber's bon) cover d with mec., who itru.is vith his hair in a hang"
0228200102_000090,The guardian. ...,,51,2,1,0,0,3,0,0,0,0,0,1,0,1,10,1,4,1,1,0,1,1,0,0,0,1,1,0,0,2,0,0,2,9,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,1760,2,2,"London : printed for Jacob and Richard Tonson, MDCCLX. [1760].",London,543,unknown,,,FALSE,"and foot, to which he owes his substance: When at the same time perhaps all the superior ornament of his body is neglcked. We may say of there sort of Dressers what Horace says of his patchwork Poets. Pur Puruwr es fmri fpl aga t & alter Asistr panus -"
0506100401_000020,"Travels through France and Italy. Containing observations on Character, Customs, Religion, Government, Police, Commerce, Arts, and Antiquities, With a particular description of the town, territory, and climate of Nice: to which is added, a register of the weather, kept during a residence of eighteen months in that city. By T. Smollett, M.D. In two volumes. ...",Tobias Smollett,38,1,3,0,0,2,0,0,0,1,0,0,0,0,6,0,0,2,1,0,0,1,0,0,0,1,1,0,3,1,0,1,2,2,0,0,2,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,2,1,0,0,0,1766,1,2,"Dublin : printed for J. Hoey, sen. A. Leathly, P. Wilson, J. Exshaw, E. Watts, D. Chamberlain, J. Murphy, W. Sleator, H. Saunders, J. Hoey, Jun. J. Potts, S. Watson, and J. Williams, M.DCC.LXVI. [1766].",Dublin,241,male,1721,1771,TRUE,"What is the consequence? when an Englishman comes to Paris, he cannot appear until he has undergone a total metamorphosis. At his first arrival he finds it necessary to send for the taylor, pe ruquier, hatter, shoemaker, and every other tradefinen concerned in the equipment of the human body. He"
1240800600_000114,"A new geographical and historical grammar: wherein the geographical part is truly modern; and the present state of the several Kingdoms of the World Is so Interspersed As to render the Study of Geography both Entertaining and Instructive. Containing, I. A Description of the Figure and Motion of the Earth. II. Geographical Definitions and Problems, being a necessary Introduction to this Study. III. A general Division of the Globe into Land and Water. IV. The Situation and Extent of the several Countries contained in each Quarter of the World; their Cities, Chief Towns, History, Present State, respective Forms of Government, Forces, Revenues, Taxes, Revolutions and Memorable Events. Together with An Account of the Air, Soil, Produce, Traffic, Curiosities, Arms, Religion, Language, Universities, Bishopricks, Manners, Customs, Habits, and Coins, in Use in the several Kingdoms and States described. By Mr. Salmon. Illustrated With a Set of Twenty-Three New Maps of the several countries. Drawn by the Direction of Mr. Salmon, and Engraved by Mr. Jefferys, Geographer to His Majesty.",Thomas Salmon,43,1,1,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,3,0,0,1,4,0,1,1,1,1,2,7,1,0,2,0,0,1,0,0,0,0,0,2,1,0,0,2,0,1,0,1,0,0,1,0,1766,1,1,"Dublin : printed for P. Wilson, J. Exshaw, T. Dyton, H. Bradley, and M. North, M.DCC.LXVI. [1766].",Dublin,693,male,1679,1767,FALSE,"unless too much exposed to the Weather, or Pains is taken with Waflhes and Paint to spoil them. Our Town Ladies , it seems, desire no Colour in their F,; ces; this, they imagine, approaches too near the Milkmaid or the Pcaihnt, and it is faii, will take Physic to"
0275000300_000053,"The natural history of Iceland: Containing A particular and accurate Account of the different Soils, burning Mountains, Minerals, Vegetables, Metals, Stones, Beasts, Birds, and Fishes; together with the Disposition, Customs, and Manner of Living of the Inhabitants. Interspersed with an Account of the Island, by Mr. Anderson, late Burgo-Master of Hamburgh. To which is added, A Meteorological Table, with Remarks. Translated from the Danish original of Mr. N. Horrebow. And illustrated with a new general map of the island.",Niels Horrebow,49,0,0,0,0,0,0,0,0,1,0,6,0,0,4,0,2,1,0,0,0,1,0,1,0,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,2,2,0,2,7,5,0,2,1,0,3,1,0,0,1,1,0,1758,1,1,"London : printed for A. Linde in Catherine-Street, D. Wilson, T. Durham in the Strand, G. Keith in Grace-Church-Street, P. Davey and B. Law in Ave-Mary-Lane, T. Field in Cheapside, C. Henderson at the Royal-Exchange, and J. Staples in Stationers-Court, MDCCLVIII. [1758].",London,229,male,1712,1760,FALSE,"drunkards among them. In each factory * Mr. Anderson says, that by not having cellars, they cannot keep their ale for any time, on account of the severe cold. i  he same Autlor says, that folm of the substantial people among them lay up French wine at the factories"
0411600902_000085,The Guardian. ...,,43,0,3,0,0,2,1,0,1,0,0,1,0,0,8,0,1,1,0,1,1,0,0,0,0,0,1,0,1,2,1,0,1,8,0,0,1,1,0,0,0,0,2,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1762,2,2,"London : printed for J. Thompson and S. Dampier, 1762.",London,356,unknown,,,FALSE,"de/habille. Everything is thrown on with a loose and careless air. Yet a genius discovers itself even through' this negligence of dre(s, jut as you may see the maiter ly hand of a painter in three or four swift. trokes of the pencil. The moult fruitful in geniuses is the"
0450100500_000028,"Letters of the Right Honourable Lady M--y W---y M----e: written, during her travels in Europe, Asia and Africa, to persons of distinction, Men of Letters, &c. in different Parts of Europe. Which Contain, Among other curious Relations, Accounts of the Policy and Manners of the Turks; Drawn from Sources that have been inaccessible to other Travellers.",Lady Mary Wortley Montagu,53,0,1,0,0,5,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,4,1,0,0,4,0,0,0,8,0,0,2,1,0,0,0,1,1,0,1,1,1,0,3,9,0,1,1,0,0,0,1,0,1764,1,1,"London [i.e. Edinburgh?] : printed for A. Homer in the Strand, and P. Milton in St. Paul's Church-Yard, MDCCLXIV. [1764].",Edinburgh,241,female,1689,1762,TRUE,"lill; gauze, edged wii.l eiioruidery. This i ioc; has w ide lieeves, hailuing halt way down the arm, and is cloled at the neck witi a diamond button; but the shape and colour of the bolubi is very well to be diltinguifhed through it. The Antery is a waist coat"
0154601300_000002,"The art of dancing, a poem, In Three Canto's.",Soame Jenyns,53,0,1,4,0,6,0,3,0,1,6,0,0,0,4,0,0,0,0,2,1,2,0,0,3,1,0,0,0,0,1,0,2,0,0,1,0,2,0,2,1,0,0,1,0,1,0,1,0,3,1,0,1,0,0,0,0,2,1729,1,1,"London : printed by W. P. and sold by J. Roberts, at the Oxford-Arms in Warwick-Lane, 1729.",London,55,male,1704,1787,FALSE,"wheel, Thin be your yielding Sole, and low your Heel: Let no unwieldy Pride your Shoulders press, But airy, light, and easy be your Dress ; Let not the Sword, in silken Bondage tied , An useless Weight, hang lugging at your Side; No such rough Weapons here will gain"
0897000201_000028,"Letters of the Right Honourable Lady M---y W---y M----e; written, during her travels in Europe, Asia and Africa, to persons of distinction, men of letters, &c. in different parts of Europe. Which contain, among other curious relations, accounts of the policy and manners of the Turks; Drawn from Sources that have been inaccessible to other Travellers. The three volumes compleat in one.",Lady Mary Wortley Montagu,51,0,0,0,0,4,1,0,2,0,0,0,0,0,1,3,0,0,0,3,0,0,0,0,0,5,3,1,0,4,0,0,0,3,0,0,3,1,0,0,0,1,1,0,1,1,2,0,3,5,0,2,0,0,0,0,1,0,1767,1,1,"London : printed for S. Payne, A. Cook, and H. Hill, M.DCC.LXVII. [1767].",London,290,female,1689,1762,TRUE,"excuse his not obeying my command; but, out of respect to me, he would not punish him but by my order. Accordingly he came very gravely to me, to ark what should be done to him; adding, by way of compliment, that if I pleased he would bring me his"
1236900600_000013,"The polite traveller, or a collection of travels made in different parts of the world.",,45,0,1,0,0,4,1,0,2,0,0,0,0,0,2,3,1,1,0,2,0,0,0,0,0,5,2,0,0,4,0,0,0,5,0,0,2,1,0,0,0,0,1,0,1,2,2,0,2,0,0,1,0,0,0,0,0,0,1799,1,1,"London : printed for William Lane, Leadenhall-Street, 1799.",London,142,unknown,,,FALSE,"Aleppo, or any part of'the world. This inviolable league makes them so powerful, that the greatest man at court never speaks to them but in a flattering tone; and in Asia, any man that is rich, is forced to enrol limfelf a janizary to secure his estate. As I here"
1265800502_000105,"A collection of curious observations on the manners, Customs, Usages, different languages, government, Mythology, Chronology, Ancient and Modern Geography, Ceremonies, Religion, Mechanics, Astronomy, Medicine, Physics, Natural History, Commerce, Arts, and Sciences, of the several nations of Asia, Africa, and America. Translated from the French, first printed at Paris in 1749. by John Dunn, Chaplain to the Rt. Hon. the Earl of Galloway. ...",Claude François Lambert,55,0,1,1,0,4,0,0,1,1,0,0,0,0,6,1,0,0,0,2,1,1,1,1,0,9,3,0,0,4,0,0,1,5,0,0,0,0,1,2,0,2,0,0,1,1,3,0,0,0,0,0,0,0,0,0,2,0,1750,2,2,"London : printed for the translator, MDCCL. [1750].",London,427,male,1705,1765,FALSE,"comes the emperor on horseback, richly clothed, and with a grave majestic air. They hold on each fide of him a great umn brella, which is large enough to hade both him and his horse; he is surrounded by ten white fumpter horfes, whose saddles and bridles are decorated with"
0314600103_000009,"Clarissa. Or, the history of a young lady: comprehending the most important concerns of private life. And particularly shewing, The Distresses that may attend the Misconduct Both of Parents and Children, In Relation to Marriage. ...",Samuel Richardson,39,0,2,1,0,2,0,1,0,1,5,1,0,0,7,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,2,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,2,0,0,0,1,0,0,1774,3,8,"London : printed for J. and F. Rivington, W. Johnston, S. Crowder, T. Lowndes, W. Griffin, T. Becket, F. Newbery, T. Cadell, G. Robinson, R. Baldwin, W. Goldsmith, T. Evans, and J. Knox, M.DCC.LXXIV. [1774].",London,352,male,1689,1761,TRUE,"possible, in all that passes between me and my goddess. Indeed, I never had a more illustrious subie to exercise my pen upon. And, moreover, I have leisure; for by her good will, my access would be as difficult to her, as that of the humblest slave to an Eatern"
0141700202_000145,The history of Scotland from the accession of the House of Stuart to that of Mary. With appendixes of original papers. By John Pinkerton. In two volumes. ...,John Pinkerton,43,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,0,1,1,0,0,0,0,0,0,3,2,0,6,2,1,0,2,4,0,0,2,0,0,0,0,0,3,0,1,1,1,0,0,1,0,3,2,0,0,0,1,0,1797,2,2,"London : printed [by Bye and Law] for C. Dilly, in the Poultry, MDCCXCVII. [1797].",London,546,male,1758,1826,FALSE,"poem , the complete attire as consisting of  Young's account, Leland Coll. ut supra.  Portrait in the duke of Devonshire's poefenion, and others.  Hil. 173 Boots were common.  Maitland Poems, i1, 183, 184  Lindsay's Papingo. The hat is known as early as the reign of"
