PassageID,Title,Author,Total termFreq,termFreq(answer),termFreq(believ),termFreq(better),termFreq(brother),termFreq(captain),termFreq(colonel),termFreq(cry),termFreq(daughter),termFreq(differ),termFreq(end),termFreq(famili),termFreq(father),termFreq(form),termFreq(friend),termFreq(girl),termFreq(god),termFreq(govern),termFreq(hand),termFreq(happi),termFreq(heart),termFreq(herself),termFreq(honour),termFreq(hope),termFreq(hous),termFreq(kind),termFreq(know),termFreq(ladi),termFreq(letter),termFreq(life),termFreq(light),termFreq(littl),termFreq(love),termFreq(madam),termFreq(marri),termFreq(matter),termFreq(mean),termFreq(mind),termFreq(miss),termFreq(morn),termFreq(mother),termFreq(near),termFreq(oblig),termFreq(old),termFreq(opinion),termFreq(person),termFreq(poor),termFreq(prai),termFreq(receiv),termFreq(return),termFreq(set),termFreq(suppos),termFreq(sure),termFreq(taken),termFreq(think),termFreq(thought),termFreq(turn),termFreq(woman),termFreq(word),termFreq(world),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0737601500_000002,"Indiscretion, a comedy, in five acts, as performed at the Theatre-Royal, Drury-Lane, by Prince Hoare, author of the prize, my grandmother, sighs, Mahmoud, &c. &c.",Prince Hoare,68,2,2,0,0,0,1,0,2,0,0,3,3,0,0,2,0,0,0,1,4,3,2,0,1,0,5,0,0,3,0,0,0,3,2,2,0,0,5,0,2,0,1,1,0,1,1,0,1,3,1,1,2,1,0,1,0,1,1,1,3,1800,1,1,"London : printed and published by J. Barker, Dramatic Repository, Great Russell-Street, Covent-Garden. Sold also by M. Stace, Princes-Street, Soho, 1800.",London,79,male,1755,1834,FALSE,"by Morton - HENRY II or, Fall of Rosamond CLANDESTINE MARRIAGE JULIA, by Jephfon. -- SIEGE OF BERWICK. life's VAGARIES, as VORTIGERN, AND HENRY II 41 DRAMATIS PERSONA. Sir Marmaduke Maxim - - - MR. KING. Burly - MR. BANNISTER, JUN c!ermont - - - - - - - MR."
1294200100_000056,"Conclusion of the memoirs of Miss Sidney Bidulph, As prepared for the Press By the late editor of the former part. Volume III.",Frances Sheridan,70,3,4,1,1,0,0,0,4,0,0,1,0,0,1,1,0,0,1,1,1,1,0,2,1,1,3,8,1,1,0,3,1,2,0,1,1,0,5,0,1,0,0,0,0,0,1,2,1,3,1,2,2,0,1,2,1,0,1,1,1,1767,1,1,"Dublin : printed for G. Faulkner, in Parliament-Street, M.DCC.LXVII. [1767].",Dublin,343,female,1724,1766,TRUE,"heart which are shut up, and almost imperceptible to every one but those who have traced them fronm infancy. I think Cecilia loves me, and could not bear to be a witness to. that uneasiness which flh herself caused to so affectionatea mother . If my lord VIS not already"
0720100103_000120,"The history of Sir Charles Grandison. In a series of letters published from the originals, by the editor of Pamela and Clarissa. In six volumes. To the Last of which is added, An Historical and Characteristical Index. As also, A Brief History, authenticated by Original Letters, of the Treatment which the Editor has met with from certain Booksellers and Printers in Dublin. Including Observations on Mr. Faulkner's Defence of Himself, published in his Irish News-Paper of Nov. 3. 1753. Vol. I.",Samuel Richardson,81,1,2,2,1,0,0,1,4,1,1,0,1,0,4,1,0,0,2,1,1,4,1,1,0,2,1,8,1,0,0,0,9,0,2,0,1,0,1,0,0,0,2,0,0,1,2,0,0,1,1,2,0,0,3,1,0,4,0,1,9,1753,3,6,"London : printed for S. Richardson; and sold by C. Hitch and L. Hawes, in Pater-Noster Row; by J. and J. Rivington, in St. Paul's Church-Yard; by Andrew Millar, in the Strand; by R. and J. Dodsley, in Pall-Mall; and by J. Leake, at Bath; And By R. Main, in Dublin, [1753]- M.DCC.LIV. [1754].",London,391,male,1689,1761,TRUE,"of virtue, when, perhaps (convinced of the wickedness of the men in whose honour they confided) they would willingly make their first departure from it the lait. These, continued he, are the poor creatures who are eminently entitled to our pity, though' they seldom meet with it. good nature, and"
0277600203_000007,"The history of Sir Charles Grandison. In a series of letters. By Mr. Samuel Richardson, Author of Pamela and Clarissa. In seven volumes. ...",Samuel Richardson,91,0,1,0,1,0,0,0,0,0,0,0,0,0,2,6,0,0,1,1,4,2,0,2,0,0,5,4,5,1,0,4,7,2,0,0,0,0,6,1,2,0,1,0,2,2,4,1,1,1,0,0,2,1,7,3,0,1,2,0,6,1762,3,7,"London : printed (by assignment from Mr. Richardson's executors) for J. Rivington, in St. Paul's Church-Yard; C. Hitch and L. Hawes, R. Baldwin, J. Richardson, S. Crowder and Co. and J. Coote, in Pater-Noster-Row, MDCCLXII. [1762].",London,378,male,1689,1761,TRUE,"it a compliment to their delicacy, I presume: But I am of my Aunt Selby's opinion , that theirgene ruost rous brother would not have given them thanks for their raillery to the poor frighted Harriet. I am very happy , however, that my behaviour and franknels on the occasion"
0050000108_000003,"Clarissa; or, the history of a young lady: comprehending the most important concerns of private life. and particularly shewing the distresses that may attend the misconduct, both of parents and children, in relation to marriage. In eight volumes. ...",Samuel Richardson,82,1,0,2,6,0,3,0,3,1,0,4,7,0,1,0,2,0,3,1,3,0,0,4,2,0,3,0,0,0,0,0,0,4,0,2,1,1,1,0,5,1,2,0,0,1,1,1,0,2,1,3,0,0,3,0,3,1,1,0,2,1785,8,8,"London : printed for J.F. and C. Rivington, T. Davies, B. Law, T. Cadell, G. Robinson, R. Baldwin, J. Johnson, W. Goldsmith, W. Lowndes, J. Knox, W. Fox, G. and T. Wilkie, P. Maqueen, and E. Newbery, MDCCLXXXV. [1785].",London,408,male,1689,1761,TRUE,"if you should die. Odo O do not, do not suppose that, my Bella, said your poor Mother . I cannot think of parting with my Clary with all her faults, she is my child her reasons for her conduct arc not heard. It would break my heart to lose"
0720100102_000032,"The history of Sir Charles Grandison. In a series of letters published from the originals, by the editor of Pamela and Clarissa. In six volumes. To the Last of which is added, An Historical and Characteristical Index. As also, A Brief History, authenticated by Original Letters, of the Treatment which the Editor has met with from certain Booksellers and Printers in Dublin. Including Observations on Mr. Faulkner's Defence of Himself, published in his Irish News-Paper of Nov. 3. 1753. Vol. I.",Samuel Richardson,71,1,1,1,3,0,0,1,4,0,0,1,6,0,0,2,1,0,1,0,1,0,1,4,4,1,1,4,1,1,1,1,2,0,0,1,0,1,3,0,2,0,0,0,0,0,5,0,1,2,1,2,1,0,0,1,1,2,1,2,1,1753,2,6,"London : printed for S. Richardson; and sold by C. Hitch and L. Hawes, in Pater-Noster Row; by J. and J. Rivington, in St. Paul's Church-Yard; by Andrew Millar, in the Strand; by R. and J. Dodsley, in Pall-Mall; and by J. Leake, at Bath; And By R. Main, in Dublin, [1753]- M.DCC.LIV. [1754].",London,417,male,1689,1761,TRUE,"he arrived on the second day of Sir Thomas's illness, which was before the fever had seized his brain. Mr. Filmer had been to meet, and conduc to London, Mrs. Obrien, the mother of the girl , who came over to see the sale of the poor victim's honour completed"
1099000203_000014,"The ring, a novel: In a Series of Letters. By a Young Lady. In Three Volumes. ...",Young Lady,71,1,1,0,1,1,2,2,2,0,0,0,4,1,2,0,1,0,0,2,1,1,0,3,0,1,3,14,2,0,1,1,2,0,3,1,1,0,1,2,0,0,0,0,1,1,1,1,0,1,2,3,0,1,2,0,0,1,0,0,0,1784,3,3,"Dublin : printed for S. Price, W. & H. Whitestone, R. Moncrieffe, T. Walker, G. Burnet, J. Exshaw, L. White, P. Byrne, R. Burton, W. M`Kenzie, M,DCC,LXXXIV. [1784].",Dublin,98,female,,,FALSE,"moment to inform you, that I propose setting otf in a day or two tor dear London. I am not unacquainted with Lady Laura Beaumont's person , as well as charaaler, but cannot advise you to marry her, as I am inclined to think she will make just such a"
0013600302_000013,The history of Betty Barnes. In two volumes. ...,,76,0,2,0,1,2,0,1,6,0,0,1,1,0,1,0,0,0,0,2,0,4,0,1,0,1,1,8,1,1,0,2,1,2,1,0,2,1,3,0,9,0,0,6,2,0,2,0,1,3,1,0,0,1,1,2,0,0,0,0,2,1753,2,2,"London : printed for D. Wilson and T. Durham, at Plato's Head, in the Strand, MDCCLIII. [1753].",London,301,unknown,,,FALSE,"was replied with the most arrogant felr fuf.ciency of look. the old lady , provoked at the indignity with which she thought her son treated as well as herself , who had only received a slight inclination of the head, at her daughter in law entrance, said bluntly, that she"
0024200301_000011,"Memoirs of Miss Sidney Bidulph, extracted from her own journal, and now first published. In two volumes. ...",Frances Sheridan,79,1,1,0,3,0,0,1,1,0,1,2,2,0,0,1,0,0,2,2,3,0,0,1,0,1,5,2,3,1,0,2,5,0,3,0,0,2,0,1,6,0,4,2,0,0,2,0,0,1,0,2,1,1,3,2,0,1,2,2,4,1761,1,2,"Dublin : printed by and for G. Faulkner, MDCCLXI. [1761].",Dublin,403,female,1724,1766,TRUE,"his two children well and merry; for they were fenfble of no want but their food. But his grief returned on him with great violence at the thoughts of his being obliged to put them into the hands of people, who, he said, he was sure would not be so"
0099500100_000022,"A compleat collection of genteel and ingenious conversation, according to the most polite mode and method, now used at court, and in the best companies of England. In several dialogues.",Jonathan Swift,115,0,0,3,1,0,11,1,0,1,0,1,1,0,2,0,1,0,2,0,0,0,1,3,0,1,1,19,0,0,0,2,5,5,2,1,0,0,24,1,0,0,1,1,0,0,1,5,0,0,1,0,2,0,4,0,4,4,1,1,1,1738,1,1,"Dublin : printed by and for George Faulkner, M,DCC,XXXVIII. [1738].",Dublin,96,male,1667,1745,TRUE,"a Wool gathering Today. Miss . Whyj Madam , there was but a Right, and a Wrong. Lady Sm. Mifsi I hear that you'and Lady Couplers, are as great as Cup, and Can, Lady anfj Ay, as great as the Devilj and the Earl of Kent. Lady Lady Sn. Nay,"
1283500801_000016,The history of Miss Maria Barlowe. In a series of letters. In two volumes. Vol. I.,,79,0,1,1,3,0,0,0,2,0,0,1,4,1,3,2,1,0,4,2,1,1,0,2,0,1,4,3,5,0,0,2,0,5,0,1,1,1,5,0,0,0,1,1,0,1,3,0,1,0,0,1,2,0,4,3,0,0,1,0,4,1778,1,1,"Dublin : printed for S. Price, B. Corcoran, W. Whitestone, T. Wilkinson, R. Cross, R. Fitzsimons, [and 11 others], 1778.",Dublin,299,unknown,,,FALSE,"curfe on my folly and inconstancy- -- my amiable young lady , giving you a particular account of this conversation, would be the best excuse I could make for my friend , so far as to clear ( 6x) clear him of so low a baseness; but I have not"
0055500302_000036,"The history of Emily Willis, a natural daughter. In two volumes. ...",,89,2,1,1,0,0,5,0,2,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,2,0,6,2,0,0,1,1,1,7,4,2,0,0,10,0,2,0,0,0,1,0,3,5,0,0,0,1,7,0,9,1,0,2,3,2,1,1768,2,2,"London : printed for F. Noble, at his Circulating Library, near Middle-Row Holborn; and J. Noble, at his Circulating Library, in St. Martin's-Court, near Leicester-Square, MDCCLXVIII. [1768].",London,222,unknown,,,FALSE,"any Cap at all; and all her Hair was twisted and' twirled up behind,. just for all the World like a Horif's Mane. Mrs. Ligbtfame, who went to London every Winter (for her Husband was a Man of Fortune, and had married her for for her Beauty) smiled at Mrs."
0159000301_000016,"Blenheim lodge, a novel. In two volumes. ...",,76,1,4,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,1,1,0,4,1,1,0,1,4,3,1,1,0,2,3,0,2,1,1,1,1,2,0,0,1,7,1,0,1,1,0,1,1,1,1,1,4,7,2,1,0,2,1,1787,1,2,"London : printed for W. Lane, Leadenhall-Street, 1787.",London,241,unknown,,,FALSE,"believe , if ever there was a genuine old maid in the world , tis she; and therefore we muss make some allowance, and not expect her to know exactly the number of years people live before they may turn their thoughts towards matrimony. I beg, Ned, you will not"
1185400106_000011,"The history of Sir Charles Grandison. In a series of letters published from the originals, by the editor of Pamela and Clarissa. In seven volumes. ...",Samuel Richardson,77,1,2,0,3,0,0,2,0,0,0,0,0,0,0,6,4,0,0,1,0,3,1,2,0,0,1,5,4,0,0,1,3,7,3,1,0,0,5,0,1,0,1,1,0,0,2,2,3,0,0,1,0,0,3,1,2,2,3,0,0,1753,6,7,"[Dublin] : London, printed by S. Richardson, and Dublin, re-printed and sold by the booksellers, 1753.",Dublin,373,male,1689,1761,TRUE,"hope I may say that, Harriet, without offending you. Not a word did my brother speak of his intention, till he received that Letter ; and then he invited Lady L and me, and our two honest men, to afternoon tea with him [o but I have not reckoned with"
1609000106_000044,"The works of the Reverend Dr. Jonathan Swift, dean of St. Patrick's, Dublin. With an account of his life and writings. As also, historical and explanatory notes, and a great number of original pieces, in verse and prose. The whole properly digested. In eleven neat pocket volumes, printed in a new beautiful silver type.",Jonathan Swift,112,0,1,2,1,0,7,1,0,1,0,1,0,0,0,1,1,0,2,0,0,0,1,2,0,1,2,25,0,0,0,2,7,7,1,1,0,0,15,1,0,0,1,2,0,0,0,6,0,0,0,1,2,0,5,0,4,3,3,1,1,1762,6,11,"Dublin : Printed by George Faulkner, MDCCLXII. [1762].",Dublin,361,male,1667,1745,TRUE,"loves her. Miji. They say, the plays deep with Sharpers, that cheat her of her Money. Lady anikf. Upon my Word they must rise early that would cheat her of her Money. Sharp's the Word with her; Diamonds cuts Diamonds. Mits. Well, but I was affired from a good Hand"
1292200700_000030,"Clarissa: or, the history of a Young Lady. Comprehending the most important Concerns of private Life. Abridged from the Works of Samuel Richardson, Esq; Author of Pamela, and Sir Charles Grandison.",Samuel Richardson,69,1,0,0,2,0,4,2,2,1,0,2,2,0,0,0,0,0,4,3,2,2,0,1,1,0,4,3,3,1,1,2,0,2,0,1,0,0,2,0,6,0,1,1,0,1,3,0,1,0,0,0,0,1,0,1,1,0,2,1,2,1780,1,1,"[Dublin] : London: printed for Newberry, and Dublin: re-printed by T. Walker, No. 79, Dame-Street, [1780?].",Dublin,179,male,1689,1761,TRUE,"whole family aftcmbled, on occasion of the letter the Colonel had before sent, and flattering themselves with the hopes , that to hafien their resolutions, their cousin had represented her worse than ffe really was: but the servant had no sooner delivered the letter that contained the fatal news, than"
0163800500_000011,"The contrast: or, the Mayoralty of Truborough. A comedy.","Smith, E., of Plymouth",78,2,1,0,4,0,0,0,3,0,0,3,3,0,0,3,0,0,0,1,2,0,3,3,1,0,2,3,0,1,0,1,3,1,0,0,1,1,9,0,0,0,1,5,1,1,1,2,2,0,2,1,0,1,2,2,0,1,0,2,3,1790,1,1,"Plymouth : printed for the author, by R. Weatherley, in Nut-Street, [1790?].",,96,unknown,,,FALSE,"early, happy hours were spent; recall the gladdening pastimes of thole cheerful days, when nought but innocence pof fefs'd our artless thoughts ; ever the busy ills of life had caused us to drop tears of woe; or the tyrannous oppressions and fatal errors of mankind, drawn from us tears"
0468300301_000011,"Memoirs of Miss Sidney Bidulph. Extracted from her own journal, and now first published. In three volumes. ...",Frances Sheridan,79,1,1,0,3,0,0,1,1,0,1,2,2,0,0,1,0,0,2,2,3,0,0,1,0,1,5,3,3,1,0,2,5,0,3,0,0,2,0,1,6,0,3,2,0,1,2,0,0,0,0,2,1,1,3,2,0,1,2,2,4,1767,1,3,"London : printed for J. Dodsley, 1767.",London,335,female,1724,1766,TRUE,"great violence, at the thoughts of his being obliged to put them into the hands of people, who, he said, he was sure would not be so kind to them as their own poor mother had been; and my man told me he did nothing but kifs them, and cry"
0207100201_000016,"Adela Northington, a novel. In three volumes. ...","Burke, Mrs",67,0,0,0,1,0,0,0,2,0,0,1,2,1,2,2,0,0,2,0,0,2,0,3,0,0,4,6,0,2,0,2,1,2,1,1,0,1,3,3,1,1,1,0,1,1,2,0,0,2,0,1,1,0,1,0,0,5,2,1,3,1796,1,3,"London : printed for W. Cawthorne, British Library, Strand, 1796.",London,255,female,,,FALSE,"an order, - which ihe told me herself did not exceed 2000/. but Sir James happening to be present when they were brought home, formed like a madman, made the jeweller take back his goods charging him never to credit her ladyihip for a farthing again; and in his rage,"
0889700106_000055,"The history of Sir Charles Grandison. In a series of letters. By Mr. Samuel Richardson, ... In eight volumes. ...",Samuel Richardson,70,1,0,0,2,0,0,0,2,1,0,2,1,0,2,0,1,1,2,1,0,3,2,0,1,0,0,11,4,0,0,0,2,4,3,1,3,0,1,1,2,0,1,0,1,1,1,0,1,0,2,1,0,0,2,0,1,2,1,1,1,1776,6,8,"Edinburgh : printed by William Darling, 1776.",Edinburgh,319,male,1689,1761,TRUE,"XXIII Sir CHARLES GRANDISON, TO Dr BARTLETT. Paris, { SET out from Parma early on Tueilday morning , as I intended. The Count of Belvedere was so obliging as to accompany me to Pavia, where we parted with mutual civilities. I paid my refpces to Lady Sforza at Milan, as"
0290600503_000063,"The history of Sir Charles Grandison. In a series of letters published from the originals, by the editor of Pamela and Clarissa. In seven volumes. Vol. III.",Samuel Richardson,78,0,0,0,3,0,0,0,2,0,0,7,2,0,3,0,0,1,0,2,4,1,1,2,1,0,1,11,1,2,0,1,0,3,0,0,0,3,1,0,5,0,1,0,1,1,1,2,1,1,1,3,2,0,2,0,0,1,0,0,4,1754,3,7,"London : printed for S. Richardson; and sold by C. Hitch and L. Hawes, in Pater-Noster Row; by J. and J. Rivington, in St. Paul's Church-Yard; by Andrew Millar, in the Strand; by R. and J. Dodsley, in Pall-Mall; by James Leake, at Bath. And by R. Main, in Dublin, M.DCC.LIV. [1754].",London,381,male,1689,1761,TRUE,"had filled her tender mind with terrors, that had thus affeced her head. She is, as I have told you, madam , a young lady of exemplary piety. I will not dwell on a scene so melancholy. How'i affli& your tender heart , my good Miss Byron! [Do you think"
0405302600_000007,"Rosina, a comic opera, in two acts. Performed at the Theatre-Royal, in Covent-Garden. By Mrs. Brooke, Author of Julia Mandeville, &c.",Frances Brooke,75,1,1,1,7,1,2,1,2,0,0,1,3,0,2,0,0,0,0,2,5,0,4,0,1,1,1,1,0,2,0,4,6,3,4,0,2,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,3,0,1,1,0,2,0,0,3,1784,1,1,"London : printed for T. Cadell, in the Strand, MDCCLXXXIV. [1784].",London,46,female,1724,1789,TRUE,"of her birth, which I have long sus peeted to be above her present situation. Dorcas. To be sure , your honour , since the dear child gives me leave to speak, fly's of as good a family as any in England. Her mother , sweet lady , was my"
0555600202_000014,The history of Betty Barnes. In two volumes. |...,,77,0,2,0,1,2,0,1,5,0,1,2,2,0,3,0,0,0,0,1,0,3,0,0,1,1,1,8,1,1,0,4,1,2,2,0,0,1,3,0,8,0,0,6,2,0,2,0,0,3,1,0,0,0,3,1,0,0,0,0,2,1770,2,2,"London : printed for James Fleming, in Pater-Noster-Row, M,DCC,LXX. [1770].",London,230,unknown,,,FALSE,"after Dinner, during which Time (he ihe could not forbear being piqued at rome Advances made him by that Lady , which had the Effect of rendering her less tender, and more capable of behaving with that cool Indifference, which in her Mother's Opinion good Breeding required; but they had"
0290700106_000011,"The history of Sir Charles Grandison. In a series of letters published from the originals, by the editor of Pamela and Clarissa. In seven volumes. Vol. V.",Samuel Richardson,80,1,3,0,2,0,0,3,0,0,0,0,0,0,0,5,5,0,0,1,2,2,0,1,0,0,2,4,1,1,0,1,5,9,3,2,0,0,7,0,2,0,1,1,0,0,3,1,1,0,2,0,0,0,3,1,2,1,2,0,0,1754,6,7,"London : printed for S. Richardson; and sold by C. Hitch and L. Hawes, in Pater-Noster Row; by J. and J. Rivington, in St. Paul's Church-Yard; by Andrew Millar, in the Strand; by R. and J. Dodsley, in Pall-Mall; and by J. Leake, at Bath. And by R. Main, in Dublin, M.DCC.LIV. [1754].",London,375,male,1689,1761,TRUE,".he fupfofed' herflf to be tb? greatest gaier' by m3p~agrze matrimony; and therefore.was ashamed: of consenting to accept of an.honourable offer? asuif, in other words , the was, to be the: felf denying receiver rather than conferrer of.an obligation : Lord, how we ram bling headed creatures break in upon"
0440300104_000018,"Woman as she should be; or, memoirs of Mrs. Menville. A novel. In four volumes. By Mrs. Parsons, ...",Eliza Parsons,66,0,1,0,1,1,0,0,0,0,0,3,0,0,5,1,0,0,1,2,2,2,0,4,1,1,1,3,3,1,0,2,3,2,1,0,0,0,1,1,2,1,0,0,1,1,1,0,3,3,0,1,1,1,3,0,0,3,1,1,0,1793,4,4,"London : printed for William Lane, at the Minerva, and sold by E. Harlow, 1793.",London,226,female,1738,1811,TRUE,"cottage she calls it, in a very retired situation, nine miles from Wentworth Park. Nothing shall induce her to'live in the gay world , she says. Her child is' truly beautiful; it runs about, and talks a little . How engaging is the sweet Emily, so like her enchanting mother"
0394400106_000082,"The works of Henry Fielding, Esq; with the life of the author. In eight volumes. ...",Henry Fielding,84,7,1,2,4,0,0,0,3,0,0,0,4,0,2,0,0,0,0,2,0,2,1,0,1,1,0,8,0,1,0,6,0,0,5,1,2,2,4,0,1,1,1,3,1,2,0,1,0,1,0,0,2,0,0,1,1,4,1,0,5,1762,6,8,"London : printed for A. Millar, in the Strand, M.DCC.LXII. [1762].",London,628,male,1707,1754,TRUE,"matter ; though to be sure they are no disparagements to a woman .' I do assure you, Sir,  cries Jones,  the hath them all in the moult eminent degree: for my part I own I was afraid you might have been a little backward, a little less"
0889700104_000064,"The history of Sir Charles Grandison. In a series of letters. By Mr. Samuel Richardson, ... In eight volumes. ...",Samuel Richardson,79,2,0,1,1,0,0,0,8,1,0,3,0,0,0,1,0,0,3,1,1,0,2,2,1,0,3,8,0,2,0,1,0,5,1,1,0,1,7,1,5,0,1,1,0,0,0,0,3,0,2,0,1,0,3,0,0,2,1,1,2,1776,4,8,"Edinburgh : printed by William Darling, 1776.",Edinburgh,314,male,1689,1761,TRUE,"again at the old man's death, which happened in eighteen months after his marriage: And then a will was provided, in which he gave all he had to his wife and her children born, and to be born within a year alter uis his demise. This Iteward and woman now"
