PassageID,Title,Author,Total termFreq,termFreq(art),termFreq(belong),termFreq(bishop),termFreq(borough),termFreq(cafe),termFreq(church),termFreq(citi),termFreq(countri),termFreq(court),termFreq(crown),termFreq(declar),termFreq(dioces),termFreq(elect),termFreq(famili),termFreq(follow),termFreq(gener),termFreq(god),termFreq(ground),termFreq(half),termFreq(hall),termFreq(held),termFreq(hill),termFreq(hous),termFreq(inhabit),termFreq(judg),termFreq(king),termFreq(kingdom),termFreq(knight),termFreq(land),termFreq(larg),termFreq(law),termFreq(littl),termFreq(london),termFreq(manor),termFreq(mayor),termFreq(mean),termFreq(member),termFreq(near),termFreq(offic),termFreq(old),termFreq(order),termFreq(parliament),termFreq(peopl),termFreq(person),termFreq(power),termFreq(present),termFreq(prison),termFreq(receiv),termFreq(reign),termFreq(return),termFreq(river),termFreq(sever),termFreq(small),termFreq(town),termFreq(true),termFreq(villag),termFreq(vote),termFreq(war),termFreq(wind),termFreq(yard),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0856900600_000016,"A museum for young gentlemen and ladies: or, a private tutor for little masters and misses. Containing a variety of useful subjects, and in particular, I. Directions for Reading with Elegance and Propriety. II. The ancient and present State of Great Britain; with a compendious History of England. III. An Account of the Solar System. IV. Historical and Geographical Description of the several Countries in the World; with the Manners, Customs, and Habits of the People. V. Tables of Weights and Measures. VI. The seven Wonders of the World. Vii. Prospect and Description of the burning Mountain. Viii. Dying Words and Behaviour of great Men, when just quitting the Stage of Life; with many other useful Particulars, all in a plain familiar Way for Youth of both Sexes. With Letters, Tales, and Fables, for Amusement and Instruction; illustrated with Cuts.",,63,0,0,2,1,1,2,4,3,6,0,0,1,0,0,1,2,0,0,0,1,0,1,4,1,0,5,1,1,0,0,1,1,1,0,0,0,1,2,1,0,1,4,1,0,2,2,0,1,0,0,1,1,2,1,0,0,2,0,0,1,1784,1,1,"London : printed for T. Carnan, at the Bible and Sun, No. 65, in St. Paul's Church-Yard; and B. C. Collins, in Salisbury, [1784].",London,178,unknown,,,FALSE,"as high as Chatham; where are the fined Docks, Yards , and Magazines of Naval Stores, in Europe. The Trent runs from the south weft.to the Northeast cross England, and divides it into North and South. When united with other Streams ( 6r) Streams near its Mouth, it is called"
1699700105_000461,"The Town and country magazine; or Universal repository of knowledge, instruction, and entertainment. For the year ...",Thomas Chatterton,58,0,4,0,5,1,4,0,0,3,0,0,0,1,1,0,1,0,1,0,0,1,1,2,0,0,3,0,1,1,3,0,1,4,2,2,0,2,1,1,0,0,1,0,0,0,1,0,0,0,2,3,2,0,2,0,1,0,0,0,0,1769,5,27,"London [England] : printed for A[rchibald]. Hamilton, junr. near St. John's-Gate, [1769- ].",London,756,male,1752,1770,TRUE,"the direction of the filhmongers .company of London , besides several , others. St. Olave's parish. In this parish is a free fchool founded by queen Elizabeth, and many wharves for Ihipping and landing goods. St. John's, horfley down, is taken oat of St. Olave's, and the church is ene"
0288800402_000024,"An entire and complete history, political and personal, of the boroughs of Great Britain; together with the Cinque Ports. The second edition, corrected and improved. In two volumes. ...","Oldfield, T. H. B. (Thomas Hinton Burley)",92,0,0,1,20,0,1,0,1,3,0,0,0,5,2,0,0,0,0,0,2,2,0,3,7,0,1,0,0,0,0,0,0,0,0,5,1,2,0,5,1,0,3,0,1,0,3,0,7,3,5,0,0,0,4,0,2,2,0,0,0,1794,2,2,"London : printed for B. Crosby, No. 4, Stationers Court, Ludgate Street, M.DCC.XCIV. [1794].",London,488,male,1755,1822,FALSE,"march. Portmcn are an essential con!tituent part of the great court for making freemen of the said borough ; without some of which portmen being present , the said court tannot be held . 1711, ift April. A motion beingmade, and nte quefiion being put, that the persons voted freemen"
0189500103_000030,"An entire and complete history, political and personal, of the boroughs of Great Britain; to which is prefixed, an original sketch of constitutional rights, ... In two volumes octavo. ...","Oldfield, T. H. B. (Thomas Hinton Burley)",70,0,0,1,10,0,2,3,0,2,0,0,0,5,0,0,0,0,0,1,0,1,0,3,1,0,2,0,0,0,0,0,0,1,0,2,0,3,1,4,2,0,4,0,0,0,1,0,5,1,5,1,0,2,3,0,1,3,0,0,0,1792,3,3,"London : printed for G. Riley; and sold by J. Debrett; Messrs. Egertons; Messrs. Whieldon and Butterworth; and Richardson, 1792.",London,566,male,1755,1822,FALSE,"of the said borough not receiving alms. Agreed o by the house . 1728, 5; 6 1728, April 12 Is in the inhabitants of houses within the said borough , being housekeepers and pariflioners, not receiving alms. NUMBER OF VOTERS. Two hundred and ten. RETURNING OFFICER . The bailiff. PATRON."
0141000107_000035,"A description of England and Wales. Containing a particular account of each county ... Embellished with two hundred and forty copper plates, of palaces, castles, cathedrals; ...",,57,0,1,1,1,0,2,1,3,1,0,0,0,0,2,0,0,0,1,1,0,1,1,2,2,0,4,1,1,0,3,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,5,2,2,7,0,0,0,2,0,0,1769,7,10,"London : printed for Newbery and Carnan, 1769-70.",London,320,unknown,,,FALSE,"by Ida, the first king of Northumberland, who fenced it with a wooden empailure; but afterwards being found of importance in defending the northern parts against the continual incursions of the Scots, it was repaired and made a place of great firength, and was always kept well manned, and provided"
0079200400_000051,"Rural beauties; or, the natural history of the four following western counties, viz. Cornwall, Devonshire, Dorsetshire, and Somersetshire. With additional remarks. By Theophilus Botanista, M.D.","Botanista, Theophilus",71,0,1,0,2,0,1,0,1,1,1,0,0,1,1,2,0,0,0,0,0,2,1,1,1,3,12,0,0,2,1,0,0,4,1,2,0,4,2,0,0,0,4,0,0,0,0,0,0,3,2,1,1,3,9,0,0,0,1,0,0,1757,1,1,"London : printed for, and sold by William Fenner, at the Angel and Bible in Pater-Noster-Row; and C. Henderson, under the Royal Exchange, Cornhill, MDCCLVII. [1757].",London,363,unknown,,,FALSE,"R E M. XL This town has sent members to parliament ever since the original demand of burgeifes, in the reign of king Edward i1. R E M. XIII Its markets are on Wednesdays and Fridays; and its five fairs on the days following , viz. February 2, May 2,"
0189401202_000071,"An entire and complete history, political and personal, of the boroughs of Great Britain; to which is prefixed, an original sketch of constitutional rights, ... In two volumes octavo. ...","Oldfield, T. H. B. (Thomas Hinton Burley)",71,0,0,1,3,1,0,2,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,5,2,0,6,0,1,0,1,0,0,0,1,8,0,3,1,1,1,0,6,0,0,1,1,1,0,3,3,1,0,0,10,0,0,2,1,0,0,1792,2,3,"London : printed for G. Riley; and sold by J. Debrett; Messrs. Egertons; Messrs. Whieldon and Butterworth; and Richardson, 1792.",London,556,male,1755,1822,FALSE,"of Blenheim park, is wholly under the patronage of the duke of Marlborough. There having been no opposition to so potent an interest, the right of voting has never come under the adjudication of a committee of the house of commons, but it is .admitted to be in a mayor"
0913300100_000134,"The annual register, or a view of the history, politics, and literature, for the year 1773.",,74,0,0,0,0,0,0,6,2,1,1,1,0,0,0,2,1,0,1,1,0,0,0,8,1,0,0,1,1,2,3,5,1,3,0,2,0,0,0,1,0,1,2,6,1,2,2,0,3,2,1,3,1,1,1,1,0,2,0,0,1,1776,1,1,"London : printed for J. Dodsley, in Pall-Mall, 1776.",London,581,unknown,,,FALSE,"sich were left on dry land , thrown with violence at them. and several barges were heeled over, The same morning and time a and when the liream came dowvn collier, who was working in a coal were sunk, but none were damaged pit at Lightmore, full two miles above."
0683600105_000022,"A new and complete history of Essex, from a late survey; Compared with the most celebrated Historians; containing a natural and pleasing description of the several divisions of the County, with their Products, and Curiosities of every Kind both ancient and modern. And a review of the most remarkable events and revolutions therein, from the earliest æra down to 1770. Illustrated with copper-plates. By a Gentleman. ...",Gentleman,65,0,1,1,0,1,4,2,1,2,0,0,1,0,2,0,0,0,2,1,2,2,3,4,0,0,4,0,0,3,0,0,0,3,6,0,0,0,3,1,0,2,0,1,1,0,0,0,0,1,0,3,1,0,4,0,1,0,0,1,1,1769,5,6,"Chelmsford : printed and sold by Lionel Hassall. MDCCLXX. Sold also by F. Newbery, in St. Paul's Church-Yard, London, [1770] [1769-72].",Chelmsford,475,male,,,FALSE,"name of Tilbury, two of them contiguous, and lying near the river Thames, and the other in Hinkford hundred, Riled near the Clare, because it is X ithin a few miles of that town . The name is derived from the Saxon, signifying a husbandman, or from a word in"
1180600102_000025,"A tour through the island of Great Britain. Divided into circuits or journies. Containing, I. A description of the principal cities and towns, ... Originally begun by the celebrated Daniel De Foe, continued by the late Mr. Richardson, ... and brought down to the present time by gentlemen of eminence in the literary world.",Daniel Defoe,77,0,0,0,4,1,1,12,0,4,0,0,0,1,0,1,2,0,4,0,1,0,1,7,2,1,1,1,0,0,1,0,0,13,0,3,1,1,1,2,1,0,1,1,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,1,1,1779,2,4,"Dublin : printed for Messrs. D. Chamberlaine, J. Williams, T. Walkrr [sic], G. Burnet, L. Flinn [and 3 others in Dublin], 1779.",Dublin,417,male,1660,1731,TRUE,"be properly called a town by itself, but a kind of suburb to the borough ; and if, as once was talked of, St. george's fields liould be built into iuares and V L 1 E ilreets, streets, Newington, Lambeth, and the Borough , would make but one Southwark. That"
0549700102_000309,"A new system of geography: or, a general description of the world. ... Embellished with a new and accurate set of maps, ... and a great variety of copper-plates, ... By the late D. Fenning and J. Collyer. A new edition, revised, enlarged, and improved, by Frederick Hervey, Esq; ... The account of North America corrected ... by Captain Carver, ...",Joseph Collyer,64,0,3,8,1,0,4,0,4,1,0,0,5,1,0,1,2,0,0,0,3,2,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,1,2,2,2,1,0,0,0,0,1,0,0,0,2,0,0,0,7,0,3,2,0,0,1,1785,2,2,"London : printed for J. Johnson, and G. and T. Wilkie, 1785-86.",London,443,male,1748,1827,FALSE,"churches in the greater were much oppressed; but the dukes of brunjwic and Lunenbulrg having, by a convention in 1643, ceded the latter to the bishop , it was stipulated that the Lutherans should, at certain times, and under certain limitations, enjoy the free exercise of their religion; and at"
1364700200_000015,"The complete English traveller; Or, A new survey and description of England and Wales. Containing a full account of whatever is curious and entertaining in the several counties of England and Wales, the Isles of man, Jersey, Guernsey, and other islands adjoining to, and dependant on the crown of Great Britain; under the following heads; I. The ancient and present state of each county with respect to agriculture, manufactures, trade and commerce, &c. II. Account of the air, soil, rivers, lakes, and mineral waters. III. A particular description of all that is curious in the cities, corporations, towns and villages; with the various fairs, markets, and distances from London. IV. Account of the cathedrals, collegiate, and Parish churches; together with the remains of abbies, priories, nunneries, and other religious houses. V. Description of the palaces, houses, gardens and parks, belonging to several of the nobility, gentry, &c. VI. Account of all the remarkable battles, sieges, castles and forts, whether Roman, Saxon, Danish, or Norman. VII. Account of all the ancient monuments, with the reasons for which they were first erected. VIII. Descriptions of every natural curiosity, whether mines, rocks, caves, caverns, grottos, or fossils. IX. Abstract of the lives of such persons, as have done honour to the counties where they were born, whether kings, princes, peers, generals, admirals, divines, lawyers, physicians, philosophers, poets, historians, &c. To which is added, a concise and accurate description of that part of Great Britain called Scotland. Its ancient and present state, antiquities and natural curiosities: together with the manners and customs of the inhabitants, &c. By Nathaniel Spencer, Esq; By the King's Royal Licence and Authority.","Sanders, Robert",65,0,0,5,1,0,2,0,1,3,1,0,0,0,1,0,1,0,1,0,0,0,0,3,2,0,2,0,0,1,4,0,2,1,3,2,0,2,4,0,0,0,4,1,1,0,0,1,2,0,0,1,0,0,9,0,2,1,1,0,0,1773,1,1,"London : Printed for J. Cooke, at Shakespear's-Head, in Pater-Noster-Row, MDCCLXXIII. [1773].",London,806,male,1727,1783,FALSE,"read. A council was summoned, wherein Pelagius's notions were conidemned as heretical, and mi~ionaries were sent ibnto all parts, tij preach against his do~trine. - Amongfk those who came into Britain, wais St. German, bishop of Anxeme in Burguildy, wtho being a Briton preached firfk at St. Albans, and afterwards"
0085700200_000022,"The itinerant; a select collection of interesting and picturesque views, in Great Britain and Ireland: engraved from original paintings & drawings, by eminent artists.",,67,0,0,2,0,0,4,6,1,1,0,0,2,0,2,0,0,0,1,0,0,2,0,0,3,0,2,0,0,0,2,0,2,1,1,1,1,1,1,1,3,1,2,0,2,0,3,0,0,0,0,5,1,1,7,0,2,0,3,0,0,1799,1,1,"London : printed for John Walker, Engraver Rosomans Street, Clerkenwell, 1799.",London,202,unknown,,,FALSE,"of the old castle was pulled down, and the materials sold, a hort time before the civil wars : so much, however, was left, that Charles I. set up his standard here in 1643 It was soon after garrisoned for the Parliament , and continued so till the end of"
0236400200_000024,"The journey from Chester to London. By Thomas Pennant, Esq.",Thomas Pennant,57,0,0,1,4,1,1,0,1,0,1,0,0,0,2,1,0,0,1,0,0,1,2,3,1,0,2,1,1,1,1,0,3,0,7,2,0,0,2,0,0,0,2,0,0,0,0,0,2,0,2,1,1,0,3,0,1,0,4,1,0,1783,1,1,"Dublin : printed for Luke White, Dame-Street, M.DCC.LXXXIII. [1783].",Dublin,484,male,1726,1798,TRUE,"the civil wars , stand on a little insulated hill , a mile south from the town . The keep was on an artificial mount: the whole is surrounded with a deep foss, which, on the south fide, has besides the additional strength of a high rampart. This was founded"
0189500103_000057,"An entire and complete history, political and personal, of the boroughs of Great Britain; to which is prefixed, an original sketch of constitutional rights, ... In two volumes octavo. ...","Oldfield, T. H. B. (Thomas Hinton Burley)",68,0,0,1,6,0,1,1,1,1,0,0,0,6,2,2,0,0,1,0,0,1,1,1,3,0,1,0,1,0,0,0,1,0,0,8,1,2,0,2,0,0,1,1,0,0,0,0,1,2,2,0,3,0,10,0,0,3,1,0,0,1792,3,3,"London : printed for G. Riley; and sold by J. Debrett; Messrs. Egertons; Messrs. Whieldon and Butterworth; and Richardson, 1792.",London,566,male,1755,1822,FALSE,"this county, at a place called, by the Welch, Rhos, meaning a green field, Henry I. permitted a colony of Flemings to settle, owing to the injury they had suffered in their own county, by the sea breaking down their dikes, and otherwise doing them incredible damage; which colony was,"
0610600100_000138,"A new topographical, historical, and commercial survey of the cities, towns, and villages of the county of Kent. Arranged in alphabetical order. This Work includes a minute and interesting Account of the antient and present State of Kent, Civil, Ecclesiastical, and Military, from the earliest Times to this Century, with all the Improvements of the Arts, of Civilization, and Luxury. It comprehends all the chief Harbours, Bays, Rivers, Docks, Forests, Hills, Valleys, Medicinal Springs, and other Curiosities both of Nature and Art; and not only takes Notice of all the Manors and Seats in the County, but also points out the old Military Ways, Camps, Castles, and other remarkable Ruins of Roman, Saxon, Danish, and Anglo Norman Antiquity. It shews particularly the Estates that were formerly Abbey Lands, and mentions the Manufacture and Trade, the Privileges and Customs, the principal Buildings and Charitable Foundations of the two Cities, Corporations, and the most noted Villages, with their Distances from London, in measured Miles. The ancient and obscure Terms of the Feudal Law, and the obsolete Tenures and Customs relative to it, are also explained. By Charles Seymour, Teacher of the Classics, &c. at Canterbury.","Seymour, Charles",56,1,1,1,3,0,4,3,0,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,3,0,4,1,0,0,0,2,2,5,0,1,1,1,0,2,2,0,1,0,2,0,0,2,0,1,0,0,6,0,0,0,0,0,0,1776,1,1,"[Canterbury] : Printed for the author and to be had of Mr. Flacton, Bookseller, at Canterbury; Silver, and Crow, Margate; Smith, Tunbridge-Wells; Stephen Doorne, Feversham; and at the apartments o[f] the author, at Mr. James Abbot's, Baker, Canterbury, MDCCLXXVI. [1776].",Canterbury,863,unknown,,,FALSE,"Letters Patent, dated March 3, 1755, 28 George II to him and the heirs male of his body lawfully begotten; and in default of such issue, to his brother Galfridus, and the heirs male cf his body, lawfully begotten. Sir Horace was appointed, in 1740, his late Majesty's Resident at"
