PassageID,Title,Author,Total termFreq,termFreq(acid),termFreq(air),termFreq(alkali),termFreq(appear),termFreq(arsen),termFreq(becom),termFreq(bodi),termFreq(calx),termFreq(colour),termFreq(combin),termFreq(contain),termFreq(copper),termFreq(crystal),termFreq(differ),termFreq(dissolv),termFreq(distil),termFreq(earth),termFreq(experi),termFreq(form),termFreq(grain),termFreq(heat),termFreq(iron),termFreq(lead),termFreq(lime),termFreq(liquor),termFreq(marin),termFreq(mercuri),termFreq(metal),termFreq(miner),termFreq(mix),termFreq(mixtur),termFreq(muriat),termFreq(nitr),termFreq(nitrou),termFreq(obtain),termFreq(oil),termFreq(oxygen),termFreq(precipit),termFreq(principl),termFreq(process),termFreq(produc),termFreq(properti),termFreq(proport),termFreq(pure),termFreq(quantiti),termFreq(red),termFreq(salt),termFreq(separ),termFreq(silver),termFreq(solut),termFreq(spirit),termFreq(substanc),termFreq(sulphur),termFreq(tartar),termFreq(tin),termFreq(unit),termFreq(veget),termFreq(vitriol),termFreq(volatil),termFreq(water),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0342702400_000113,The first principles of chemistry. By William Nicholson.,William Nicholson,189,28,3,6,3,27,6,0,10,2,12,4,2,0,3,3,3,0,1,3,0,9,4,2,1,0,1,4,7,1,1,0,0,0,2,0,0,0,3,0,1,5,1,0,0,0,1,1,0,2,7,0,0,7,0,2,1,0,3,3,4,1796,1,1,"London : printed for G. G. and J. Robinson, Paternoster-Row, M.DCC.XCVI. [1796].",London,602,male,1753,1815,FALSE,"manner. When the white calx catx of arfenice with fulphrir of arsenic is distilled with sulphur , volatile vitriolic acid flies off, and a combination of a yellow colour , called orpiment, is produced ; which appears to consist of sulphur , united to regulus of arsenic that is to"
1740900102_000076,"Elements of mineralogy. By Richard Kirwan, ...",Richard Kirwan,179,14,0,1,4,2,0,0,3,2,0,5,4,7,0,0,2,1,0,0,12,8,5,8,0,3,6,0,5,0,2,3,6,0,6,6,0,0,6,0,0,0,0,2,0,3,3,3,3,11,12,1,1,9,0,0,1,0,3,0,6,1794,2,2,"London : printed by J. Nichols, for P. Elmsly, 1794-96.",London,547,male,1733,1812,FALSE,"the Iron by Prussian Alkali , and the Argill by Soda. The Argill, heated to redness , weighed z8 grains , consequently the Calx of Iron weighed 40-28= iz grains equal to 9 grains of Metallic Iron . 49 He now returned to the undissolved residuum, No. 45, this he"
0185100204_000043,"Elements of natural history, and of chemistry: being the second edition of the elementary lectures on those sciences, first published in 1782, and now greatly enlarged and improved, by the author, M. de Fourcroy, Doctor of the faculty of medicine at Paris, of the Royal academy of sciences, &c. &c. &c. Translated into English. With occasional notes, and an historical preface, by the translator. ...","Antoine François, comte de Fourcroy",146,7,1,5,2,0,0,0,0,1,2,3,0,4,4,1,3,0,2,2,3,4,2,1,1,1,0,1,2,1,2,4,1,1,1,4,1,0,1,0,3,0,1,0,0,6,0,6,0,0,4,0,6,1,31,0,2,2,6,1,9,1788,4,4,"London : printed for G. G. J. and J. Robinson. Pater-Noster-Row, MDCCLXXXVIII. [1788].",London,487,male,1755,1809,FALSE,"the portion of tartar of pot ash, which composes part of the cream of tartar . The volatile alkali forms , with cream of tartar , an ammoniacal tartareous salt , which crystallises very well by evaporation and cooling. Bucquet affirms, that its crystals are rhomboidal pyramids. Macquer observed Come,"
1116100112_000120,"Encyclopaedia; or, A dictionary of arts, sciences, and miscellaneous literature ... Compiled from the writings of the best authors, in several languages ... Illustrated with five hundred and forty-two copperplates. ...",,112,6,0,3,0,0,3,2,1,4,1,1,1,2,0,4,1,0,0,4,0,5,4,1,1,2,1,8,6,2,4,1,2,1,1,1,0,0,1,0,0,3,0,1,0,2,3,4,0,3,3,1,0,3,0,2,5,0,3,2,3,1798,12,18,"Philadelphia : Printed by Thomas Dobson, at the stone house, no 41, South Second Street, M.DCC.XCVIII. [1798] (Copy-right secured according to law).",Philadelphia,836,unknown,,,FALSE,"water . 4- The same solution , by cooling, is susceptible of forming crystals , which vary from one another according to circumstances : for the niopt part they are like needles; are very caustic; redden the (kin; and detonate when put on burning coals, provided they be dry. They"
1115600104_000111,"Encyclopaedia; or, A dictionary of arts, sciences, and miscellaneous literature ... Compiled from the writings of the best authors, in several languages ... Illustrated with five hundred and forty-two copperplates. ...",,171,28,3,10,3,0,0,0,7,1,0,0,2,3,0,5,2,3,1,13,0,2,3,3,4,3,0,0,4,0,1,0,1,2,3,1,4,0,7,0,0,4,3,0,1,1,1,4,2,4,11,0,0,0,0,1,1,0,8,7,4,1798,4,18,"Philadelphia : Printed by Thomas Dobson, at the stone house, no 41, South Second Street, M.DCC.XCVIII. [1798] (Copy-right secured according to law).",Philadelphia,401,unknown,,,FALSE,"same phenomena were produced as with the ve sr gclablc. With vola Volatile alkali with fluor acid formed likewise a tile alkali . jelly, which when separated from the liquor appeared to be filiccous earth . The clear liquid tailed like vitriolic ammoniac, and Shot into very finall crystals ,"
0185100203_000098,"Elements of natural history, and of chemistry: being the second edition of the elementary lectures on those sciences, first published in 1782, and now greatly enlarged and improved, by the author, M. de Fourcroy, Doctor of the faculty of medicine at Paris, of the Royal academy of sciences, &c. &c. &c. Translated into English. With occasional notes, and an historical preface, by the translator. ...","Antoine François, comte de Fourcroy",148,15,2,7,5,0,1,0,0,3,0,2,0,2,0,2,4,3,1,6,0,4,1,0,3,0,2,2,3,0,0,1,1,3,1,5,7,0,2,1,3,1,2,0,2,4,0,15,2,2,5,3,4,0,0,0,3,1,3,5,4,1788,3,4,"London : printed for G. G. J. and J. Robinson. Pater-Noster-Row, MDCCLXXXVIII. [1788].",London,517,male,1755,1809,FALSE,"bottom of the veflsl, brittle, and resembling bitumen Ju daicum. George Agricola made the same observation near three centuries ago, on the residue of distilled amber. If the operation be managed by a gentle heat , cautiously conduted, and the quantity of amber be considerable, these produas may all be"
0045301400_000002,"Tables of the various combinations and specific attraction of the substances employed in chemistry. Being a compendium of that science: Intended Chiefly For the Use of those Gentlemen and Ladies Who attend the Author's Lectures. By John Warltire, Lecturer in Chemistry and Experimental Philosophy.",John Warltire,157,7,2,4,1,2,0,2,3,2,2,1,8,0,2,6,0,4,0,2,0,2,7,8,0,1,0,4,19,1,3,2,0,2,0,0,1,0,2,0,0,0,1,0,2,0,1,7,2,10,4,1,2,2,2,9,1,0,6,3,4,1769,1,1,"London : printed for the author, 1769.",London,23,male,,,FALSE,"Air ; the imper set Metals ; all Saline Subltances; Alkohol; Aether; Gas Sylvef trem; the more volatile Parts of Oils ; Mucilages, c. Seawater contains four Sorts of Salt , (viz.) Common Salts , Sal Glauberi, Selenites, and Muria Calcarii. The common Salt contailned in Water is about y;"
0300900300_000016,"An essay on the waters of Harrogate and Thorp-Arch in Yorkshire; Containing some Directions for their Use in Diseases. To which are prefixed, Observations on Mineral Waters in general, and The Method of analysing them. By Joshua Walker, M. D. Physician to the Leeds infirmary.","Walker, Joshua           1759",174,19,1,5,0,0,1,1,0,1,2,6,0,0,0,1,1,19,9,4,0,1,1,4,0,2,1,0,1,2,1,3,2,0,3,5,1,0,10,1,0,3,0,1,2,6,1,2,2,2,8,0,0,7,2,0,3,1,6,1,19,1784,1,1,"London : printed for J. Johnson, in St. Paul's Church-Yard; J. Wallis, Ludgate-Sreet; J. Fielding, Paternoster-Row; E. Hargrove, at Knaresborough and Harrogate; and J. Binns, in Leeds, MDCCLXXXIV. [1784].",London,214,unknown,,,FALSE,"that account the mixture not only becomes instantly turbid, but deposites a copious, shining precipitate . The solution of silver has likewise been commonly cmp'oyed, and represented, as a tef. of the vitriolic acid ; but Dr. Black has found, by actual experiment , that this supposition is ill found."
0342800700_000071,The first principles of chemistry. By William Nicholson.,William Nicholson,160,11,6,10,2,0,2,0,4,8,4,2,3,0,0,2,1,0,2,2,0,7,2,1,0,2,3,2,6,0,0,1,0,0,5,0,1,0,15,0,2,1,3,0,1,2,1,0,2,1,11,0,3,3,0,10,2,0,2,7,5,1792,1,1,"London : printed for G. G. J. and J. Robinson, Paternoster-Row, M.DCC.XCII. [1792].",London,580,male,1753,1815,FALSE,"a TRUE calx , and is soluble in the vitriolic , nitrous , and marine acids ; from which however it separates by standing, or by evaporation of the acids . The nut gall precipitates gold of a reddifi colour , very soluble in the nitrous acid , to which"
0254200600_000004,The first principles of chemistry. By William Nicholson.,William Nicholson,237,28,3,9,0,0,0,1,2,0,11,1,10,0,0,0,0,3,2,2,0,0,18,17,0,1,6,11,15,1,0,2,0,2,9,2,2,0,15,0,6,0,1,0,2,0,4,3,1,15,8,0,1,8,0,1,0,0,8,3,3,1790,1,1,"London : printed for G. G. J. and J. Robinson, Paternoster-Row, M.DCC.XC. [1790].",London,558,male,1753,1815,FALSE,"molybdena. Process for obtaining its acid . Combinations . Regenerated molybdena. Acid of tungsten, or wolfram. Process for ob. taining it. Charaters. S E C T I O N III OF METALLIC BODIES , C H A.. I. Concerning Gold. 215 Charaaers of gold. Obvious properties , Extreme ducility and"
0045200100_000138,"A general system of chemistry, theoretical and practical. Digested And Arranged, With A Particular View To Its Application To The Arts. Taken chiefly from the German of M. Wiegleb. By C. R. Hopson, M.D.",Johann Christian Wiegleb,189,32,3,4,1,6,2,0,7,8,3,0,5,3,0,9,1,1,1,5,0,1,3,4,0,1,4,7,11,0,3,2,0,0,5,3,0,0,14,0,0,2,0,0,0,1,5,4,1,2,16,0,1,0,0,3,3,0,1,0,1,1789,1,1,"London : printed for G. G. J. and J. Robinson, Pater-Noster Row, M.DCC.LXXXIX. [1789].",London,730,male,1732,1800,FALSE,copper cannot be discovered in it. Otherwise this combination may likewise be made by mixing a solution of copper in; vitrioiic or ni: rous acid with a f; lution of the neutral salt of arsenic . A solution of acid of ai ti: iic coiud not even dil'blve the fiallcfc
1571300200_000062,"First lines of the theory and practice of philosophical chemistry. By John Berkenhout, M.D.","Berkenhout, John",147,11,2,6,0,2,1,0,0,1,5,5,4,0,1,2,1,2,0,1,3,8,6,2,2,0,5,4,15,1,0,0,1,0,3,1,3,0,1,0,0,1,0,4,0,4,1,2,0,3,4,3,1,0,0,2,5,0,4,7,7,1788,1,1,"London : Printed for T. Cadell, in the Strand, M.DCC.LXXXVIII. [1788].",London,467,male,1730,1791,FALSE,"gol orfiler.gold and silver cannot: be chemically combined in equal quantities ; but either of them wtill unite with copper in any proportion . G; old or ~ilver miay be alloyed with iroo: it renders the Birit of these metals hard, brittle, and pale; with copper it unites relu~tantly, and"
0307601200_000049,"Elements of chemistry. By Joseph Francis Jacquin, Professor of Chemistry and Botany at Vienna; Fellow of the Linnean Society of London; and Member of Several Academies of Science, Agriculture, &c. Translated from the German.","Jacquin, Joseph Franz, Freiherr von",170,14,5,4,0,0,2,3,1,1,4,5,0,4,2,4,0,0,0,11,0,3,5,4,2,0,0,1,3,0,3,1,3,3,1,5,0,3,3,0,1,5,0,1,4,2,0,2,3,0,8,0,4,6,0,26,1,0,0,0,7,1799,1,1,"London : printed by J. W. Myers, for W. West , No. 27, Paternoster-Row ; Murray and Highley , Fleet-Street ; and W. Mudie, Edinburgh, 1799.",London,427,male,1766,1839,FALSE,"have not hitherto been able to produce a perfect specimen of this substance by art; but nature contains it in considerable abundance. It suffers no change, either in water or atmospheric air , nor when exposed to fire in close vessels, but burns slowly if it be heated.in 4 oo00"
0865600107_000820,"Cyclopædia: or, an universal dictionary of arts and sciences. ... By E. Chambers, F.R.S. With the supplement and modern improvements, incorporated in one alphabet. By Abraham Rees, ... In four volumes. ...",Abraham Rees,175,10,0,3,0,0,0,6,1,4,0,0,9,0,5,8,1,1,0,2,1,1,5,0,0,5,0,10,6,1,1,2,0,6,1,1,3,0,29,1,2,0,1,0,0,1,3,3,12,4,4,5,5,1,1,1,2,0,1,1,5,1786,3,1,"London : printed for J. F. and C. Rivington, A. Hamilton, T. Payne and Son, W. Owen, B. White and Son [and 24 others in London], 1786-88.",London,611,male,1743,1825,FALSE,"soluble, is precipitated . This depends on the stature of the substances which at one upon another in these operations; but we may easily perceive, that the precipitates of the former kind are /imple, and thole of the latter are compound. Earth and metals , when separated from acids by"
0688800103_000376,"Encyclopædia Britannica; or, a dictionary of arts, sciences, &c. On a plan entirely new: By Which, the different sciences and arts Are digested into the Form of Distinct treatises or systems, comprehending The History, Theory, and Practice, of each, according to the Latest Discoveries and Improvements; and full explanations given of the various detached parts of knowledge, whether Relating to Natural and Artificial Objects, or to Matters Ecclesiastical, Civil, Military, Commercial, &c. Together with a description of all the Countries, Cities, Principal Mountains, Seas, Rivers, &c. throughout the World; a General History, Ancient and Modern, of the different Empires, Kingdoms, and States; and An Account of the lives of the most Eminent Persons in every Nation, from the earliest ages down to the present times. The whole compiled from the writings of the best authors, in several languages; the most approved dictionaries, as well of General Science as of particular branches; the transactions, journals, and memoirs, of learned societies, both at home and abroad; the Ms. Lectures of eminent professors on different sciences; and a variety of original materials, furnished by an extensive correspondence. The second edition; greatly improved and enlarged. Illustrated with above two hundred copperplates. Vol. I. Indocti discant, et ament meminisse periti.",,137,13,0,3,3,0,2,1,0,4,6,0,3,4,0,2,5,0,1,4,3,4,4,1,2,2,1,0,8,0,2,1,0,1,2,6,1,0,1,1,2,1,0,1,4,4,1,14,1,2,1,2,0,0,0,2,1,2,1,3,4,1778,3,10,"Edinburgh : printed for J. Balfour and Co. W. Gordon, J. Bell, J. Dickson, C. Elliot, W. Creech, J. Mccliesh, A. Bell, J. Hutton, and C. Macfarquhar, MDCCLXXVIII. [1778].",Edinburgh,858,unknown,,,FALSE,"the acid part of the sugar. from whence we are apt to conclude, that by mixing lime , in a certain proportion , with sugar, a compound should be obtained somewhat similar to what was formed by a direct combination of lime with the pure acid . In this cafe,"
1193400400_000015,"Experiments and observations, to investigate, by chemical analysis, the medicinal properties of the mineral waters of Spa and Aix-la-Chappelle, in Germany; and of the waters and boue near St. Amand, in French Flanders. By John Ash, M.D. Fellow of the Royal College of Physicians, of the Royal Society, and of the Society of Antiquaries.","Ash, John",181,19,2,13,1,1,3,1,16,4,0,2,2,0,3,4,5,2,0,3,7,2,5,2,5,0,4,2,3,1,1,0,0,0,0,1,0,0,8,0,0,1,1,1,7,3,6,0,0,3,3,2,2,0,0,2,0,3,6,1,18,1788,1,1,"London : printed for J. Robson, and W. Clarke, New-Bond-Street, M.DCC.LXXXVIII. [1788].",London,408,male,1723,1798,FALSE,"not alkaline. Yet the variety of chemical agents that are di. reeed to similar purposes, which exist in nature, has inclined other chemirfs to keep syrup of violets still on the list of tests, and join its use with the lac moss, a lake or pigment prepared from the Lichenes"
0342100300_000024,"An introduction to mineralogy: or, an accurate classification of fossils and minerals, viz. Earths, Stones, Salts, Inflammables and Metallic Substances. To which are added I. A Discourse on the Generation of Mineral Bodies. II. Dr. Lehman's Tables on the Affinities of Salts. III. Tables on the specific Gravities of mineral Bodies. IV. A View of their respective Powers as Conductors of Electricity. By John Reinhold Forster, F. A. S. And Tutor in the Modern Languages and Natural History in the Warrington Academy.",Johann Reinhold Forster,156,21,0,4,0,0,0,3,1,2,0,0,3,0,0,5,4,4,0,9,0,0,4,5,0,3,0,4,4,1,1,1,1,4,3,0,6,0,9,0,0,5,2,0,0,0,4,2,2,6,2,5,0,3,4,0,0,3,9,5,2,1768,1,1,"London : printed for J. Johnson in Pater-Noster Row, and T. Cadell in the Strand, MDCCLXVIII. [1768].",London,101,male,1729,1798,FALSE,the tartarus tartarf tui it expells the vegetable acid . It fixes in a certain manner the white cryftaline - fenic; but when sublimated by a greater degree of fire it produces cryf.als in transparency equal to diamonds. With borax it produces the edati vejf1. 4 INFLAMMABLE BODIES . It
1750300102_000054,"The economy of nature explained and illustrated on the principles of modern philosophy. By G. Gregory, D.D. author of Essays Historical and Moral, &c. In three volumes. With fifty-six plates.",George Gregory,149,18,4,1,1,1,2,0,2,3,4,1,1,0,0,5,2,0,1,3,1,3,1,0,0,3,1,5,6,0,0,1,7,0,4,1,0,5,0,0,0,2,1,1,0,4,1,0,0,1,7,0,0,1,0,32,4,0,2,2,4,1798,2,3,"London : printed for J. Johnson, No 72, St. Paul's Church Yard, 1798.",London,552,male,1754,1808,FALSE,"in his Chemical Essays, that in Cornwall the purity of tin is ascertained, before it is exposed to sale, by what is called .its coinage. The tin , when fmnelted from the ore, is poured. into quadrangular moulds of stone, contaihing about three hundred and twenty pounds of metal ,"
0165700102_000069,"Physical and chemical essays: translated from the original Latin of Sir Torbern Bergman, Knight of the Order of Wasa, Professor of Chemistry At Upsal, &c. &c. &c. By Edmund Cullen, M.D. Fellow of the Royal College of Physicians at Dublin. To which are added notes and illustrations, by the translator. ...",Torbern Bergman,180,20,0,7,4,26,0,0,0,4,0,1,4,4,1,8,0,0,0,8,2,3,3,0,0,0,4,0,5,5,3,1,0,0,2,1,0,0,5,1,0,2,1,1,0,6,5,3,2,4,9,0,4,4,1,1,4,0,1,3,7,1788,2,2,"London : printed for J. Murray, No 32. Fleet-Street; and William Creech, Edinburgh, MDCCLXXXVIII. [1788].",London,545,male,1735,1784,FALSE,"be urged by fire until it begins to be ignited. By this method 1oo parts of white arlenic yield about 8o of dry acid . In this operation, the nitrous acd ads more readily upon the phlogiston of the white arsenic than when it is poured on the powdered arsenic"
0029900202_000092,"An experimental history of the materia medica, or of the natural and artificial substances made use of in medicine: containing a compendious view of their natural history, An Account of their Pharmaceutic Properties, And an Estimate of their Medicinal Powers, So far as they can be ascertained by Experience, or by Rational Induction from their Sensible Qualities. By William Lewis, M. B. F. R. S. In two volumes. ...",William Lewis,154,17,2,6,2,1,0,3,1,1,6,1,1,0,2,5,7,5,0,5,0,2,1,1,0,0,7,2,3,1,1,5,0,1,2,3,2,0,2,0,0,4,0,1,0,4,0,6,1,3,3,14,0,0,0,2,1,2,3,3,9,1791,2,2,"London : printed for J. Johnson, in St. Paul's Church-Yard; R. Baldwin, in Pater-Noster-Row; J. Sewell, in Cornhill; and S. Hayes, in Oxford-Street, MDCCXCI. [1791].",London,551,male,1708,1781,FALSE,"oil go fpir. fal. of vitriol diluted with equal its quantity of warm marin . Pb. water , to be poured by little and little, under a Ed' chimney, that the operator may not be incommoded by the noxious fumes: the retort is placed in sand, and the distillation performed"
0342800700_000107,The first principles of chemistry. By William Nicholson.,William Nicholson,137,9,0,6,0,4,0,0,7,5,5,1,1,1,0,1,0,2,0,3,1,4,4,2,0,0,3,0,13,2,1,1,0,3,5,4,0,0,5,0,3,1,0,0,3,1,1,3,1,0,8,0,1,9,0,0,2,0,2,5,4,1792,1,1,"London : printed for G. G. J. and J. Robinson, Paternoster-Row, M.DCC.XCII. [1792].",London,580,male,1753,1815,FALSE,"salt , called bnlsmuth. butter of bismuth. The marine solution of bismuth -' likewise affords a precipitate of calx by the addition of water . Marine acid seizes the calx of bifinuth, when added to its solution in nitrous acid ; and forms a compound of sparing solubility, which falls"
