PassageID,Title,Author,Total termFreq,termFreq(church),termFreq(civil),termFreq(conscienc),termFreq(equiti),termFreq(exercis),termFreq(fear),termFreq(god),termFreq(govern),termFreq(law),termFreq(mind),termFreq(opinion),termFreq(ought),termFreq(passion),termFreq(peac),termFreq(persecut),termFreq(pretenc),termFreq(pretend),termFreq(privat),termFreq(public),termFreq(reason),termFreq(religion),termFreq(soul),termFreq(state),termFreq(toler),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0707900200_000028,"Christianity and free-thinking: in three discourses. I. Containing an Argument for a Fair and Serious Enquiry into the Grounds of Religion. II. A Vindication of the Right of Private Judgment in Opposition to Authority. III. A Caution against the Causes of a Wrong Judgment. Delivered publickly in Skinners-Hall, and now published with additions, for the author's vindication. By a lay-man.",Lay-man,52,2,8,0,0,2,0,4,3,3,0,1,1,0,0,1,0,1,0,3,2,13,1,4,3,1727,1,1,"Edinburgh : printed by Mr. James Davidson and Company, and sold at the said Mr. James Davidson's shop, and other Book-Sellers in Town, 1727.",Edinburgh,204,unknown,,,FALSE,"of Attack so sudden, that there is no Time for a Recourse to public Justice,. and the Right of every Man to clufe his own Church , it is plain every Subject muss be supposed by the Origiial Contra to have refe: .ved there in his own Hands; because, supposing"
0830300300_000002,"Scarce and valuable tracts and sermons, occasionally published, by the late reverend and learned John Abernethy, M. A. Author of the Discourses on the Being and Perfections of God. Now first collected together.",John Abernethy,52,1,11,8,0,1,0,0,4,5,0,3,1,0,1,2,1,1,1,0,0,10,0,2,0,1751,1,1,"London : printed for R. Griffiths, in St. Paul's Church-Yard; and sold by A. Bradley, Bookseller in Dublin, 1751.",London,285,male,1680,1740,FALSE,"Laws , against the Lives, Liberty and Property of the Subjects, which it is the Design of civil Government to protet; the vmagiftrate, I say, has a Right to restrain such Disorders and Trespasses by Penalties, whether they do proceed or are pretended to proceed from Conscience ,. or not;"
1239900500_000001,"An address to the people of England, on the right of Protestant dissenters to a compleat toleration.",,41,3,4,3,0,1,0,5,2,1,0,2,3,0,0,1,0,0,3,1,5,3,0,2,2,1792,1,1,"London : printed: and sold by Johnson , in St. Paul's Church-Yard ; Mathews , in the Strand ; Button , Newington Causeway ; Symonds , Cliff, Lewes ; and Vidler, at Battle, Sussex, M.DCC.XC.II. [1792].",London,23,unknown,,,FALSE,"AN ADDRESS TO till PEOPLE or ENGLAND, ON THEY RIGHT OF PROTESTANT DISSENTERS TO A COMPLETE TOLERATION . "" The Church , in all modem Europe, may be considered as a kind "" of slanding Army; as the Members of that Community have been, ira "" every Nation, the surest"
0462600800_000026,"The rights of the Christian Church asserted, against the Romish, and all other priests, who claim an independent power over it. With a preface concerning the government of the Church of England, as by law establish'd. Part I.",Matthew Tindal,49,6,2,11,0,0,0,7,1,1,1,0,4,0,0,3,2,1,0,4,2,2,0,1,1,1709,1,1,"London : [s.n.], Printed in the Year 1709.",London,527,male,1653,1733,TRUE,"else it forces Men to defend by Arms those Natural Rights, of which no Human Power can have a Right to deprive em. So that Violence, which is only to be used in prevention of a greater Inconvenience to the Public than itself, must in this cafe have most fatal"
0652401400_000011,"An answer to a late pamphlet, Entitled An Examination of the Scheme of Church Power laid down in the Codex Juris Ecclesiastici Anglicani, &c. Shewing The unfair Representations and groundless Reflections made by the Author of that Pamphlet: and that The Scheme of Church Power laid down in the Codex Juris Ecclesiastici Anglicani, is in support and maintenance of the royal supremacy, and agreeable to our laws and constitution. By the author of The parallel.","Andrews, John",37,5,1,2,4,0,1,2,2,9,0,1,0,0,0,1,0,1,0,1,1,1,0,2,3,1735,1,1,"London : printed for J. Roberts near the Oxford-Arms in Warwick-Lane, MDCCXXXV. [1735].",London,164,male,1693,1747,FALSE,"to enjoy their Religious Principles, though' contrary to ours, and are tolcrated by the Laws of the LARE they not then willing to allow tre Church so much as a Toleration , but refreient that as incon inconsistent with the Government , which hag always been a Part of it?"
0923001100_000019,"Observations on the government and constitution of Great Britain, including a vindication of both from the aspersions of some late writers, particularly Dr. Price, Dr. Priestley, and Mr. Paine; in a letter to the Right Honourable Lord Sheffield, by the Rev. Jerom Alley, L.L.B. M.R.I.A. and author of historical essays on the lives of William the third, and Henry the fourth, &c.","Alley, Jerom",31,2,1,2,0,3,1,1,1,2,1,2,0,0,0,2,0,0,1,2,1,5,0,1,3,1792,1,1,"Dublin : printed by William Sleater, No. 28, Dame-Street, M.DCC.XCII. [1792].",Dublin,91,male,1760,1827,FALSE,"private judgement in every concern between God and ourselves, as. superior to the control of human power t; to look upon the secret intercourse of a man's spirit with his. Creator, as justly excluding all foreign cognizance; and to venerate truth too much to refirain that ardour of difquitition and"
0640801500_000044,"A free examination of the common methods employed to prevent the growth of popery. In which are pointed out their Defects and Errors, and the Advantages they give Papists. To which are added, seasonable reflections, Humbly offered to the Consideration of the Legislature, written before the indulgence granted to Roman Catholics to take long leases. Concluding with the Oath of Allegiance prescribed for Irish Roman Catholics. By James Ussher, Author of Clio, &c.","Ussher, James",62,10,6,0,1,0,0,1,8,8,0,0,0,1,2,9,1,1,0,0,1,1,0,11,1,1781,1,1,"Cork : printed by William Flyn, at the Shakespeare, South-Side of the Exchange, M.DCC.LXXXI. [1781].",Cork,267,male,1720,1772,FALSE,"Popish persecutions that are diftinguilhed by their uncommon fury,  flluld be attributed to human passions and motives foreign to religious principle, yet the Catholics stand by no means clear of a spirit of persecution , while the diabolical laws for burning Heretics, or for oppressing them, remain in force"
0602400600_000003,"Facts, submitted to the consideration of the friends to civil and religious liberty, but more particularly addressed to the protestant dissenters of England and Wales; containing Bishop Horsley's extraordinary letter to the clergy of his diocese; and the substance of Mr Fox's speech on the repeal of the Test laws.",,45,3,2,1,1,0,0,0,4,4,0,6,0,0,0,1,0,0,1,3,2,6,0,2,9,1789,1,1,"London : printed for J. Johnson, St. Paul's Church-Yard, [1789].",London,44,unknown,,,FALSE,"the magistrate to prevent this inconvenience, "" and to break the influence which mr.ftl always Jibfifi "" between ani independent clergy and their rejpelive ""congregations, and transfer that i; ifuence to hinjelf, ""but that of taking one of there sers under his "" own immediate care, and maintaining its ministers"
0294200400_000032,"The true interest and political maxims of the Republick of Holland and West-Friesland. In three parts. The First Treating of Liberty in General. Of Manufactures. Fisheries. Traffick. Navigation. Toleration of Religion. A General Naturalization. Freedom from Imposts. Impartial Justice; and Settling of Colonys. Part II. and III. Of a Free Navigation, and clearing the Seas. Of War and Peace. Of Treatys of Peace and Alliances, particularly with England, France and Spain. Of the natural Strength and Fortifications of Holland. And Of its Interest in all Respects as to the Government of a Single Person. Written by John de Witt, and other great men in Holland. Publish'd by the Authority of the States.",Johan de Witt,39,1,4,0,0,1,0,7,1,0,1,2,1,0,1,3,0,1,0,4,1,2,2,5,2,1702,1,1,"London : [s.n.], Printed in the Year MDCCII. [1702].",London,547,male,1625,1672,FALSE,"not inclined to go to the Public Church , to do any outward Act, or to speak any words contrary to their Judgement: For potejfas coercendi, the coercive Power is given only to the Civil Magifsrate, all the Power and Right which the Ecclefist'icks have, if they have any, murn"
1032200400_000062,A collection of the occasional papers for the year 1716. With a preface.,,48,12,2,1,0,3,0,7,0,1,1,4,1,0,0,0,0,2,1,3,1,4,1,1,3,1716,1,1,"London : printed for J. Knapton, at the Crown in St. Paul's Church-Yard; J. Harrison under the Royal Exchange; and A. Dodd, without Temple-Bar, 1716 [1718].",London,303,unknown,,,FALSE,"in there three Proposals. The First is, Let those Things that are indifferent in their Nature, be left so in their Vfc, that thqfe that, like them may have them, and those that do not may let them alone; and so both the Strong and the Weak would be provided"
0104200105_000019,"The works of John Locke, in nine volumes.",John Locke,43,5,7,2,0,0,0,0,2,3,1,1,1,0,1,1,1,0,2,2,1,9,0,0,4,1794,5,9,"London : printed for T. Longman, B. Law and Son, J. Johnson, C. Dilly, G. G. and J. Robinson, [and 14 others in London], 1794.",London,585,male,1632,1704,TRUE,"over others, or civil impunity to the church in which they are taught, there can be no reason why they should not be tolerated . It remains that I say something concerning those as femblics, which being vulgarly called, and perhaps having sometimes been conventicles, and nurseries of sac tions"
0108100102_000199,The works of John Locke Esq; In three volumes. The contents of which follow in the next leaf. With alphabetical tables. ...,John Locke,44,5,6,2,0,0,0,0,3,5,1,1,1,0,1,1,1,0,2,2,0,10,0,1,2,1714,2,3,"London : printed for John Churchill, and Sam. Manship, 1714.",London,676,male,1632,1704,TRUE,"soon cease, if the Law of Toleration were once so fettled, that all Churches were obliged to lay down Toleration as the Foundation of their own Liberty; and teach that Liberty of Conscience is every Mans natural Right, equally belonging to Dillenters as to themselves; and that no body ought"
0032001100_000018,"A letter concerning toleration. By John Locke, Esq.",John Locke,54,6,4,1,1,0,0,2,1,4,0,2,9,0,5,1,0,0,1,4,0,11,0,0,2,1788,1,1,"York : printed by Wilson, Spence, and Mawman; for T. Wilson and R. Spence, High-Ousegate, Anno 1788.",York,199,male,1632,1704,TRUE,"the same; and neither has any juris dirion in things civil , nor any manner of power of compulsion, nor anything at all to do with riches and revenues, Ecclesiastical assemblies and sermons are justified by daily experience, and publicallowance: these are allowed to people of some one persuasion; whynot"
0644800400_000004,The principles of liberty of conscience stated and defended: in a letter to a friend. By Gwitmarpscheldon.,"Wishart, William",52,6,6,6,0,0,0,0,1,1,1,2,0,0,8,0,3,2,2,4,2,7,0,0,1,1739,1,1,"Edinburgh : printed by Tho. and Wal. Ruddimans, and sold by the booksellers, 1739.",Edinburgh,37,male,,,FALSE,"tofill any Person with Horror, who has the least Remains in him of the Spirit of Christianity, or even of common Humanity; while Men, from an impious and insolent Pretence of Zeal tbr Go D, have laid waste the no bleit Part of his Creation! The contrary Principles of Liberty,"
1479500109_000113,The Present state of the republick of letters. For ...,"La Roche, Michel de",37,6,4,3,0,0,0,1,3,0,1,1,1,0,2,1,1,1,0,2,1,2,0,3,4,1728,9,18,"London [England] : printed for William and John Innys, at the west end of St. Paul's MDCCXXVIII.-MDCCXXXVI. [1728-1736].",London,521,male,1710,1731,FALSE,"entered into extreme contempt, was born CC with; because they' pretended in a dutiful Smanner to make propositions, and to leave it ccto the Providence of God , and the Authority of ccthemag~ijlrate. ""' BUT now of late years, when there ifibed l(from them, that affirmed the consent of the"
0123700400_000037,"Scotland's opposition to the popish bill. A collection of all the declarations and resolutions, published by the different counties, cities, towns, parishes, incorporations, and societies, throughout Scotland, against a Proposed Repeal of the Statutes, enacted and for ever ratified by the Revolution and Union Parliament, for preventing the growth of popery. With an introduction, Giving a short History of the Rise, Progress, and Effects of that National Alarm. And an Appendix, Containing a View of the Statutes, and the Repeal, with Remarks, &c.",,46,1,4,1,0,1,1,5,3,3,2,7,0,0,2,2,0,0,0,2,1,9,0,0,2,1780,1,1,"Edinburgh : printed by David Paterson, MDCCLXXX. [1780].",Edinburgh,369,unknown,,,FALSE,"statutes, made against Popery at the glorious Revolution, and afterwards ratified and confirmed, as one of the cs'ential articles of the Union between there two kingdoms. They are nianimoufly of opinion , that it is their bounden duity, from the regard they have to Cod, to their King, to their"
1066500402_000055,"The spirit of laws. Translated from the French of M. de Secondat, Baron de Montesquieu. The fifth edition. In two volumes. ... , ...prolem [illigible] matre creatam.",Montesquieu,80,0,1,0,0,1,3,2,4,14,1,1,7,0,0,5,1,0,0,0,1,28,0,6,5,1794,2,2,"London : printed for James Evans. Paternoster Row North America: sold by Messrs. Thomas and Andrews; Ebenezer Larkin, David West, Mr. J. Thomas, and Messrs. Carter and Wilkinson, 1794.",London,398,male,1689,1755,TRUE,"that they 4' can easily appease them by sacrifices: Three opinions "" equally pernicious."" Plato has here said all that the clearest light of nature' has ever been able to say, in point of religion . The magnificence of external worship has a principal connecion with the constitution of the"
1509000103_000123,"A system of divinity and morality; in a series of discourses on all the essential parts of natural and revealed religion: compiled from the works of Atterbury, Balguy, Barrow, Bentley, Beveridge, Blackhall, Bundy, Burnet, Ben. Calamy, Clagett, Clarke, Dorrington, Gibson, Goodman, Hickman, Hole, Hopkins, Hort, Jackson, Ibbot, Littleton, Lupton, Moore, Moss, Pearson, Rogers, Sharp, Synge, Stanhope, Stillingfleet, Tillotson, Wake, and others. To which are added, some occasional discourses. The whole revised and corrected by Ferdinando Warner, LL.D. In four volumes.",Ferdinando Warner,45,1,1,12,0,0,0,5,2,1,4,0,3,3,2,2,2,1,0,1,3,1,1,0,0,1765,3,4,"London : printed for J. Moore; and R. Baldwin, and Hawes, Clarke and Collins in Pater-noster-row, 1765.",London,478,male,1703,1768,FALSE,"contrary to thle per Juafion and conviaion of our own conscience , for that is a great sin, as it offends the conflcience, and~rcen dersus guiltyr; guilt being nothing else, but trouble mn our minds , arising from a con~c~ioufnel~s of having naerd conltrary to what wear perf~unde I wasn"
1606300101_000026,"The works of the Reverend Dr. J. Swift, D.S.P.D. in eleven volumes. Containing, I. His miscellanics in prose. II. His poetical writings. III. The travels of Capt. Lemuel Gulliver. IV. Papers relating to Ireland, and the drapier's letters. V. The conduct of the Allies, and the Examiners. VI. The publick spirit of the whigs, &c. with polite conversation. VII. Letters to and from Dr. Swift. VIII. Directions to servants, sermons, poems, &c. IX. Letters to Governor Hunter. The history of the last sessions of Parliament, and the peace of Utrecht, &c. X. Sermons on several subjects, and other pieces on different occasions. XI. Letters on different subjects the author's life; and poems on several occasions.",Jonathan Swift,38,3,1,3,0,0,0,3,4,2,0,1,1,0,2,0,1,1,1,1,2,7,0,3,2,1763,1,11,"Dublin : Printed by George Faulkner, M,DCC,LXIII. [1763].",Dublin,316,male,1667,1745,TRUE,"their Charge, the Pride, the Avarice, the Luxury, the Ignorance, and Superstition of Popifb Times, for a Thousand Years past. HE thinketh it a Scandal to Government , that such an unlimited Liberty should be allowed of publishing Books against those Doctrines in Religion , wherein all Christians have agreed;"
