PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(acr),termFreq(appear),termFreq(belong),termFreq(brought),termFreq(cafe),termFreq(charg),termFreq(church),termFreq(common),termFreq(counti),termFreq(court),termFreq(daughter),termFreq(debt),termFreq(deed),termFreq(devis),termFreq(enter),termFreq(estat),termFreq(execut),termFreq(executor),termFreq(father),termFreq(field),termFreq(gave),termFreq(gener),termFreq(god),termFreq(grant),termFreq(ground),termFreq(hall),termFreq(hand),termFreq(heir),termFreq(held),termFreq(hold),termFreq(hous),termFreq(king),termFreq(laid),termFreq(land),termFreq(law),termFreq(life),termFreq(manor),termFreq(monei),termFreq(paid),termFreq(pass),termFreq(peopl),termFreq(person),termFreq(purchas),termFreq(rent),termFreq(sea),termFreq(sever),termFreq(statut),termFreq(taken),termFreq(tax),termFreq(tenant),termFreq(tenement),termFreq(term),termFreq(town),termFreq(valu),termFreq(water),termFreq(wife),termFreq(word),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0598400102_000062,"Reports of cases argued and determined in the High Court of Chancery, and of some special cases adjudged in the Court of King's Bench: collected by William Peere Williams, ... In two volumes. ...",William Peere Williams,77,0,0,0,0,2,2,0,0,0,0,2,2,3,1,7,0,3,0,7,1,1,0,0,0,0,0,0,0,8,0,0,1,0,2,0,1,3,2,3,0,1,0,3,2,3,1,0,1,0,0,3,0,9,0,1,0,2,0,1746,2,3,"[London] : In the Savoy: printed for Henry Lintot (assignee of Edw. Sayer, Esq;) for T. Osborne, 1746.",London,838,male,1664,1736,FALSE,"Son before the Issue of the eldest where the eldest had died in the Life of the Mother leaving a Son, the Court adjudged the Issue of such eldest Son to take, and understood the Devise , as if it had been, if the eldefi Son should die without Issue"
0755400300_000217,"Reports of cases argued and determined in the High Court of Chancery, during the time of the late Lord Chancellor King. Collected by William Mosely, Esq; Late Barrister at Law. Published with notes, and many thousand references, and two tables; one, of the Names of the Cases; the other, of the Principal Matters.",Great Britain. Court of Chancery,91,0,0,0,1,0,0,2,0,0,0,0,6,5,1,10,0,10,0,5,1,0,0,0,0,0,0,2,1,4,0,0,0,0,2,9,2,2,1,3,5,2,0,2,1,5,0,2,0,0,0,1,0,2,0,0,0,2,2,1744,1,1,"Dublin : printed by Oli Nelson, at Milton's Head in Skinner-Row, for the administratrix of the author, MDCCXLIV. [1744].",Dublin,456,unknown,,,FALSE,"for a Sale of Part of the Lands . 177 6 Where Lands are devised , in Trust, to pay Debts , the personal Estate is to be first applied, then the real Estate in Possession, then in Reversion, next the ipecifick Legacies, and lastly, the Wife's Paraphernalia. ibid. 7"
0470800600_000045,"The law's disposal of a person's estate who dies without will or testament; shewing in a clear, plain, easy, and familiar manner, how a man's family or relations will be entitled to his real and personal estate, by the Laws of England, and Customs of the City of London and Province of York. To which is Added The Disposal of a Person's Estate By Will and Testament; Containing An Explanation of the Mortmain-Act, With Instructions and necessary Forms for every Person to make, alter, and republish his own Will. Likewise Directions for Executors how to act after the Testator's Death, with respect to proving his Will, taking upon them the Executorship, getting in the Effects, and paying Debts and Legacies. By Peter Lovelass, of the Inner Temple, Conveyancer. Author of the Trader's Safeguard, or Explanation of the Law concerning Bills of Exchange, &c. Volume the First.","Lovelass, Peter",97,1,0,0,0,2,3,0,1,0,0,1,0,7,1,3,0,3,3,3,0,0,0,0,0,0,0,2,0,9,0,2,0,1,0,11,9,3,2,1,1,0,0,3,0,1,0,0,0,2,0,5,4,0,0,2,0,11,0,1798,1,1,"London : printed for the author; and sold by R. Pheney, Inner Temple-Lane; and may be had by booksellers at the author's house, in Tabernacle Row, near Finsbury-Square. MDCCXCVIII. W. Blackader, printer, 10, Took's Court, Chancers Lane, [1798].",London,334,male,1786,1812,FALSE,"of none effet, against such persons , their heirs , successors, executors , administrators, and assigns, to whom the deceased shall, by bonds or other specialtics, have bound himself and his heirs : and all such creditors may have and maintain acions of debt upon their bonds and specialties, against"
0120200201_000022,"Cases with opinions of eminent counsel, in matters of law, equity, and conveyancing: Alphabetically Arranged And Digested Under Distinct Heads: And Containing A Variety Of Special Cases ON The Subjects Of Advowsons, Bequests, Contingent Remainders, Contracts, Copyholds, Devises, Executors, Fines, Leases, Mortgages, Powers, Recoveries, Tithes, Trusts, Uses, Wills, and other important branches of law. Volume the first.",,99,1,0,0,2,0,3,1,0,2,0,0,0,1,0,1,1,8,1,12,3,0,1,0,0,0,0,1,2,2,0,2,7,0,0,10,1,0,0,6,1,0,0,9,2,3,0,2,0,3,0,2,1,0,0,4,0,3,1,1791,1,2,"Dublin : printed for H. Watts, Law Bookseller, No. 3, Christ-Church-Lane, adjoining the Four Courts, MDCCXCI. [1791].",Dublin,446,unknown,,,FALSE,"word sale in the proviso to mean afale by the assignee to another vendee; but you will find in a prior clause the bargain and [ale by the commiffoners is called afale, and thefale in the proviso means thatjfale made by the commissioners and vendees, for the commissioners are the"
0407000900_000224,"Precedents in Chancery: being a collection of cases argued and adjudged in the High Court of Chancery, from the year 1689 to 1722. The second edition, revised and corrected, with notes and references to the former and latter reports, by Thomas Finch, Esq. Of the Inner-Temple, Barrister at Law.",Thomas Finch,79,0,0,0,0,1,1,0,1,0,0,2,2,6,2,3,1,3,1,2,0,0,0,0,0,0,1,0,0,8,3,0,0,2,1,5,2,4,0,6,3,0,0,3,3,0,1,0,3,1,1,0,0,1,0,1,0,5,0,1786,1,1,"London : printed for T. Payne and Son, at the Mews-Gate and E. Brooke, Bell-Yard, Temple-Bar, M.DCC.LXXXVI. [1786].",London,621,male,1756,1810,FALSE,"the 5oo/. not being laid out; pr r; evwo and Rriauisijn, this money is not to be conlidcled as lands , but per Hujtchins it is, and to go to the perlbon to whom the tlhe see is limited, and not to the exc the principal and interest had been"
0598400101_000273,"Reports of cases argued and determined in the High Court of Chancery, and of some special cases adjudged in the Court of King's Bench: collected by William Peere Williams, ... In two volumes. ...",William Peere Williams,96,0,0,0,0,0,2,2,0,0,0,6,1,0,3,12,0,11,2,6,1,0,0,1,0,0,1,0,0,10,2,0,3,0,0,4,3,5,0,1,1,1,0,7,2,1,1,0,3,0,0,2,0,1,0,0,0,1,0,1746,1,3,"[London] : In the Savoy: printed for Henry Lintot (assignee of Edw. Sayer, Esq;) for T. Osborne, 1746.",London,883,male,1664,1736,FALSE,"Years, sians Waste, Remainder in Fee to a Bishop; Lessee enjoined from digging the Ground for Brick. 527 One in Consideration of Marriage settles an House to the Use of himself, Jains Waste, Remainder to his silt, c. Son; the Tenant for Life shall not pull down the House ."
0174800200_000015,"A familiar, plain, and easy explanation of the law of wills and codicils, and of the law of executors and administrators. And also the Rules by which Estates, Freehold and Copyhold, and Personal Estates in general, Descend, and are to be distributed, In Case no Will is made. With Instructions to every Person to make his own Will; The Necessary Forms for that Purpose; And The Expence of obtaining Probates and Letters of Administration. The whole written as much as possible without the use of law words or terms. By T. E. Tomlins, Of the Inner Temple, Barrister at Law.",Sir Thomas Edlyne Tomlins,136,1,1,0,0,0,3,3,0,2,0,0,0,5,0,20,0,10,1,4,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,31,2,4,1,5,4,1,0,13,1,1,0,2,0,0,0,2,0,0,0,2,0,2,5,1786,1,1,"London : printed for R. Baldwin, in Pater-Noster-Row; and B. C. Collins, in Salisbury, MDCCLXXXVI. [1786].",London,154,male,1762,1841,FALSE,"land at the death of the testator, he shall never have it. So a devise of real estate to the heir of an alien is void; because an alien, according to the policy of the engli{h law , can have no heir , either to inherit or to take by"
0979800102_000438,"The complete conveyancer; or, the theory and practice of conveyancing in all its branches. The practical part consisting of Precedents of every Kind that the Practisers of the Law of every Denomination can possibly have Occasion to consult in the Course of Business. Particularly under the following heads, viz. Acknowledgments Acquittances Acts of Parliament relating to Conveyancing Affidavits Agreements of all Kinds Annuities Appointments Articles Assignments of all Kinds Awards Bargain and Sale Bills Bonds of all Kinds Certificates Charter-Parties Collateral Securities Compositions of Creditors Conditions Confirmations Consent Consideration Copartnership Copyhold Precedents Covenants Declarations Deafeasances Demise Deputations Disclaimer Distribution Distress Enfranchisement Exceptions Exchange Feoffments Fines Gift (deeds of) Grants Indemnity Indorsements Inrollment of Deeds Jointures Leases of all Kinds Lease and Release Letters of Attorney Letters of Licence Limitations of Uses Licence Livery of Scizin Memorials Mortgages Orders Partition Petitions Presentation Provisoes Receipts Recitals Reconveyances Recoveries Releases Resignations Revocations Separation (deeds of) Settlements Surrenders Uses Warrants of Attorney Warrants Will, &c. The theoretical part consists of the law of conveyancing; or, the Various Methods of acquiring and conveying Estates, both real and personal. A new edition in three volumes, with additions and improvements. By William Newnam, of the Inner Temple, Esq. and Others.",William Newnam,91,1,4,0,0,0,1,1,0,1,2,0,0,0,4,0,0,1,3,3,0,0,0,0,0,2,0,8,3,2,3,0,0,0,4,12,2,1,5,2,2,0,0,6,0,3,0,1,0,0,0,0,4,4,0,0,0,5,1,1788,2,3,"London : printed for S. Bladon, in Pater-Noster-Row, [1788].",London,817,male,,,FALSE,"ligned with her, his or their hands , ( hall from time to time be a rufficient discharge and difchat s, t errm to the said T. H. his executors , adminilirators and assigns, for such of the said sums for which sauch to coafe when ceipt or receipts ("
0068400108_000043,"A general abridgment of law and equity, alphabetically digested under proper titles; with notes and references to the whole. By Charles Viner, Esq. Founder of the Vinerian Lecture in the University of Oxford. ...",Charles Viner,110,0,0,1,0,0,2,1,0,4,0,0,0,1,0,10,0,6,3,3,0,0,0,0,0,1,0,5,0,4,6,2,0,13,0,15,1,4,8,0,0,0,0,3,0,6,0,0,1,0,0,4,2,0,0,1,0,2,1,1791,8,24,"London : printed for G. G. J. and J. Robinson, T. Payne, E. and R. Brooke, T. Whieldon and J. Butterworth; and L. White, Dublin, M.DCC.XCI. [1791]-95.",London,689,male,1678,1756,FALSE,"otherwise by any adt lawfully executed in his life , to give, dispose, will, or assign two parts of the same manors lands , c. in three parts to be divided, or as ntrch of the said ma srs, lands , Gc. as ball amount to the yearly value of"
0528300201_000024,"Cases, with opinions of eminent counsel, in matters of law, equity, and conveyancing: alphabetically arranged and digested under distinct heads: and containing, a variety of special cases on the Subjects of Advowsons, Bequests, Contingent Remainders, Contracts, Copyholds, Devises, Executors, Fines, Leases, Mortgages, Powers, Recoveries, Tithes, Trusts, Uses, Wills, and Other Important Branches of Law. ...",,95,1,0,0,2,0,3,1,0,1,0,0,0,1,0,1,1,9,1,12,3,0,1,0,0,0,0,2,2,2,0,3,6,0,0,8,1,0,0,6,1,0,0,7,2,3,0,1,0,3,0,2,1,0,0,4,0,3,1,1791,1,2,"London : printed for E. and R. Brooke, in Bell-Yard, Temple-Bar, MDCCXCI. [1791].",London,450,unknown,,,FALSE,"in the act. He seems to understand the word ale in the proviso to mean afale by the assignee to another vendee; but you will find in a prior clause the bargain and sale by the conmiffioners is called a sale, and the sale in the proviso means that sale"
0346600102_000157,"The accomplish'd conveyancer. Containing, the nature and kinds of deeds and instruments used in conveyancing: and an abridgment of the law...and also, all manner of precedents made use of in conveyancing,...The second edition, corrected, with additions. By Giles Jacob, Gent. ...",Giles Jacob,71,1,3,0,2,0,1,0,0,4,1,1,0,2,2,0,0,3,2,4,0,0,0,0,0,1,2,1,0,4,0,0,0,0,2,7,0,1,0,0,1,1,0,2,1,1,0,5,1,0,0,0,4,3,0,0,1,7,0,1732,2,3,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edward Sayer, Esq;) for B. Lintot, 1726-36.",London,636,male,1686,1744,FALSE,"Proclamations, according to the Form of the Statute , in that Cafe , made and provided, is by and with the Consent and Diretion of the said E.P. and MA his Wife , testified by their being made Parties to, and signing and sealing of these Presents, intended to be"
1248205800_000003,"A bill for confirming the sale of part of the estates late of Robert Nedham, Esquire, ... to George Nedham, ...",Great Britain. Parliament,75,0,0,0,1,0,2,2,0,0,0,1,6,2,1,5,0,10,1,2,2,0,4,0,0,0,0,0,0,3,0,2,1,0,1,3,5,3,1,2,1,0,0,4,0,2,0,0,0,0,1,0,2,0,1,1,0,3,0,1766,1,1,"[London, 1766].",London,20,unknown,,,FALSE,"Months next after his the said Testator's Decease, by such Deeds , Conveyances, and Assurances in the Law , as the Council of the said Gafcoyne Frredrck, or his Heirs , should advise, well and effetually convey and allure unto the; aid Gas toyn Frederick, and his Heirs , all"
0227602400_000026,A collection of the laws relating to the ordnance.,Great Britain,97,0,0,0,0,0,1,0,1,0,3,3,0,2,0,4,0,8,1,0,0,0,3,0,0,1,1,2,5,2,0,0,0,1,1,6,3,1,4,8,6,0,0,8,6,2,0,7,1,1,0,0,2,3,0,0,0,0,0,1774,1,1,"London : printed by Charles Eyre and William Strahan, Printers to the King's most Excellent Majesty, MDCCLXXIV. [1774].",London,208,unknown,,,FALSE,"Tenements , and Hereditaments, of such Person or Persons , Bodies Politic or Corporate, so refuting to accept such Debenture or Debentures, shall be vested to the Use of His Majesty, His Heirs and Succefbors, for ever, as if he, file, or they, had received such Debenture or Debentures, and"
1066400902_000076,"The attorney's compleat pocket-book. Containing above four hundred of such choice and approved precedents, in law, equity, and conveyancing, as an attorney may have occasion for, when absent from his office; Digested under the following Heads; Acknowledgments, Acquittances, Affidavits, Agreements, Appointments, Assignments, Awards, Bail-Pieces, Bargains and Sales, Bills, Bonds, Covenants, Defeasances, Distress for Rent, Exchanges, Fines, Gifts, Grants, Leases, Lease and Release, Letters of Attorney, Letters of Licence and Composition, Livery of Seisin and Attornments, Memorials, Mortgages, Notices, Partition, Petitions, Promissory Notes, Protections, Recoveries, Releases, Revocations, Separation, Settlements, Tickets, Uses, Warrants, Wills. Calculated for the Use of Practisers in general, but more particularly for the Assistance of Country Attornies and their Clerks: Also necessary for Gentlemen, Landlords, Stewards, Tenants, &c. By the author of the Attorney's practice epitomized. The fifth edition; to which are now added the proper stamps to the various kinds of precedents, and other useful additions.",Author of the Attorney's practice epitomized,99,1,0,0,0,0,1,0,0,4,0,0,3,4,2,7,3,9,2,13,0,0,0,0,0,2,0,0,0,5,2,0,0,0,0,13,5,3,0,0,1,0,0,2,1,0,0,2,3,1,0,3,5,1,0,0,0,0,1,1764,2,2,"London : printed by his Majesty's law printer; for J. Worrall; P. Uriel; Z. Stuart and T. Caslon, MDCCLXIV. [1764].",London,311,unknown,,,FALSE,"years, with a quality annexed by him .that hath the ellate, interest or right to the same, whereby it may be either defeated, enlarged or created, upon an incertain event (bi. This estate is either upon condition in deel, or condition in Iqev. (n) lfood's LI 1,. 4, 14 ()"
1065300103_000254,"Reports of cases in the reigns of Hen. Viii. Edw. VI. Q. Mary, and Q. Eliz. taken and collected by Sir James Dyer, Knt. Some time Chief Justice of the Common Pleas. Now first translated, with additional references to the latest books of authority, marginal abstracts of the points determined in each case, and an entire new index to the whole, by John Vaillant, M. A. of The Inner Temple, Barrister at Law. To this edition a life of the author is prefixed; and From an Original Manuscript in the Library of the Inner Temple several new cases of his are introduced in the notes. In three parts. Part I.","Dyer, James, Sir",79,0,3,0,1,3,0,1,0,2,1,1,0,4,0,3,0,2,1,4,3,2,0,1,0,2,0,0,1,2,0,0,1,13,0,11,0,0,2,1,0,0,0,2,2,0,1,1,1,1,0,2,0,2,0,0,0,2,0,1794,3,3,"London : sold by J. Butterworth, Fleet-Street, MDCCXCIV. [1794].",London,463,male,1512,1582,FALSE,"by virtue of his lease, and must conclude w; ithfi{ damrnificatus, I 84 pl. 6i. Bfter judgement against the bishop and incumbent by default in quare impedit brought pending a suit to deprive the incumbent, being alaynian; indeceit by them for non fummnons, the sentence of deprivation now given is"
0932000104_000065,"Ecclesiastical law. By Richard Burn, LL. D. Chancellor of the Diocese of Carlisle, and Vicar of Orton, in the County of Westmorland. The Fifth Edition. In Four Volumes. ...",Richard Burn,119,0,0,0,0,1,2,1,0,0,0,1,4,4,1,18,2,10,2,4,0,0,1,0,0,0,0,2,1,11,0,1,1,0,2,18,2,1,0,6,3,2,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,6,4,1788,4,4,"London : printed by A. Strahan and W. Woodfall, Law-Printers to the King's most Excellent Majesty ; for T. Cadell, in the Strand, MDCCLXXXVIII. [1788].",London,531,male,1709,1785,FALSE,"and legacies; if the rents and profits will not raise it in a convenient time, the trustees may fell: for the words [profits of lands ] especially when to pay debts or portions, imply any profits that the land will yield, either by selling or mortgaging. I P. 4yill. 4i5."
0573500102_000138,"A compleat body of conveyancing, in theory and practice. In three volumes. ... . Contains the theory; wherein the various Ways and Methods of Acquiring, Forfeiting, Conveying, Limiting and Settling all Kinds of Estates, as well Real as Personal; and also the Nature, different Forms, Parts, Operations and Effects of all Kinds of Deeds and Common Assurances, Fines and Recoveries, are fully treated of. Volumes II. III. Contain the practice: Or Precedents of Feoffments, Grants, Bargains and Sale, Leases, Releases, Declarations and Limitations of Uses and Trusts, Marriage-Settlements, and Private Acts of Parliament, (made for Settling the most considerable Estates in Great Britain and Ireland;) Mortgages, Leases, Assignments, Deeds of Charter-Party and Copartnership, Bills, Bonds, Releases, Letters of Attorney, &c. Deeds for securing Annuities, &c. and of Bank, East-India, South-Sea Stocks, and other Publick Funds; and in general all Deeds and Instruments any Ways requisite in Mercantile, Maritime and Plantation Affairs. With Observations and Opinions of the most Eminent Conveyancers. Selected from many Thousand Manuscript Precedents. The Whole digested in a Method intirely new, avoiding all Repetitions, and containing a greater Variety of Useful Precedents than all other Books upon the same Subject now extant. By Edward Wood, Gent. deceased. The fourth edition, greatly improved in the Theory by the Addition of References to the latest Books of Authority; and in the Practical Part, by the Favour of a large Number of Original Manuscript Precedents. By able hands. ...","Wood, Edward, conveyancer",83,3,0,0,2,0,2,0,0,2,0,1,6,0,0,0,0,3,0,2,1,0,0,0,0,1,3,1,1,5,1,0,2,0,3,1,2,3,3,4,2,0,0,5,6,4,0,1,0,0,0,4,0,1,0,3,0,5,0,1777,2,3,"London : printed by his Majesty's law-printers; for J. Beecroft, W. Strahan, J. Rivington, and sons, P. Uriel, W. Owen, B. Law, T. Caslon, S. Crowder, T. Longman, W. Flexney, G. Robinson, T. Lowndes, R. Baldwin, E. Johnston, W. Stuart, W. Brown, R. Critchett, M. Hingeston, W. Fox, E. Brooks, J. Johnson, and J. Knox. M.DCC.LXXVII. [1777].",London,883,male,,,FALSE,"and the other to be nominated by the said J.. ratesasthei his Executors or Adminiltrators; and for the Purchase of such and so much and such Part or valued at. Parts of the said Manors , Hereditaments and Premises as now are fairly and bonafide let out to Tenants after"
