PassageID,Title,Author,Total termFreq,termFreq(air),termFreq(appear),termFreq(bed),termFreq(begin),termFreq(border),termFreq(branch),termFreq(care),termFreq(common),termFreq(cover),termFreq(crop),termFreq(cut),termFreq(dry),termFreq(dung),termFreq(earth),termFreq(end),termFreq(feed),termFreq(feet),termFreq(flower),termFreq(fruit),termFreq(garden),termFreq(green),termFreq(ground),termFreq(grow),termFreq(growth),termFreq(heat),termFreq(hot),termFreq(inch),termFreq(kind),termFreq(larg),termFreq(leav),termFreq(light),termFreq(littl),termFreq(month),termFreq(observ),termFreq(open),termFreq(plant),termFreq(pot),termFreq(produc),termFreq(propag),termFreq(proper),termFreq(rais),termFreq(remain),termFreq(requir),termFreq(root),termFreq(row),termFreq(season),termFreq(seed),termFreq(set),termFreq(sow),termFreq(sown),termFreq(speci),termFreq(spring),termFreq(stalk),termFreq(taken),termFreq(tree),termFreq(water),termFreq(weather),termFreq(weed),termFreq(winter),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_passages
0542000100_001166,"The gardener's dictionary: containing the methods of cultivating and improving the kitchen, fruit, and flower garden, as also, the physick garden, wilderness, conservatory, and vineyard; According to the Practice of the Most Experienced Gardeners of the Present Age. Interspersed with The History of the Plants, the Characters of each Genus, and the Names of all the particular Species, in Latin and English; and an Explanation of all the Terms used in Botany and Gardening. Together with Accounts of the Nature and Use of Barometers, Thermometers, and Hygrometers, proper for Gardeners; And of the Origin, Causes, and Nature of Meteors, and the particular Influences of Air, Earth, Fire, and Water, upon Vegetation, according to the best Natural Philosophers. Adorn'd with Copper Plates. By Philip Miller, Gardener to the Worshipful Company of Apothecaries, at their Botanick Garden at Chelsea, and F. R. S.",Philip Miller,148,5,0,1,2,0,1,0,3,3,0,1,4,2,5,0,0,1,2,0,2,4,7,4,1,1,1,1,2,2,7,3,0,2,0,2,20,7,3,1,3,0,7,0,4,2,2,0,0,1,1,0,4,0,2,9,3,5,2,2,1,1741,1,1,"Dublin : printed by S. Powell, for R. Gunne, in Capel-Street; G. Risk, G. Ewing, and W. Smith, in Dame-Street; and J. Smith, on the Blind-Key; Booksellers, MDCCXLI. [1741].",Dublin,815,male,1691,1771,FALSE,"they have is in their Leaves , which make a Variety in the Stove amongst other tender exotic Plants . The Flowers of the sirs Kind are extremely sweet; there are produced on long Bunches, and are of a whitihi green Colour. But these have not been produced in this"
1056900600_000006,"The complete English gardener: or, gardening made perfectly easy: containing, full and plain directions for the proper management of the flower, fruit, and kitchen gardens, for every month in the year. The whole laid down in so plain and easy a Manner, that all who are desirous of managing a Garden, may do it effectually, without any other Instructions whatever. To which is added, the complete bee-master; or, Best Method of managing Bees, both for Profit and Pleasure. Together with the whole Art of breeding and rearing Fowls, Ducks, Geese, Turkies, Pigeons, and Rabbets. Likewise plain instructions for destroying vermin, particulary such as insest Houses, Gardens, Dairies, Barns, Bees, Poultry, Rules to judge of the Weather, and several other Articles equally useful, &c. &c. By Samuel Cooke, Gardener, At Overton in Wiltshire; Who has practised Gardening, [thro'] all its branches, in many counties, upwards of Forty Years.","Cooke, Samuel",123,2,2,5,3,2,2,1,0,4,2,4,2,3,2,1,0,5,0,5,1,2,4,2,1,1,0,2,3,0,3,1,0,6,0,3,12,0,3,1,0,0,0,0,2,1,0,2,1,2,5,0,4,0,2,3,2,3,2,4,0,1770,1,1,"London : printed for J. Cooke, at Shakespear's-Head, in Pater-Noster-Row, [1770?].",London,166,unknown,,,FALSE,"with fresh earth about two or three inches thick; after this get fonie dry inlm: froon earth , and strew it over the bed on the last covering of dung before the mould is laid on. In revere wetather you mufl put hoops and mats over it, and the whole"
1196800200_000019,"The gardeners kalendar; directing what works are necessary to be done every month in the kitchen, fruit, and pleasure-gardens, as also in the conservatory and nursery. With accounts I. Of the particular seasons for the Propagation of all Sorts of Esculent Plants and Fruits, with the Seasons wherein each Sort is proper for the Table. II. Of all Sorts of Trees, Plants, and Flowers, with the Time of their flowering in each Month. By Philip Miller, F.R.S. Member of the Botanic Academy at Florence, and Gardener to the Worshipful Company of Apothecaries, at their Botanic Garden in Chelsea. The eleventh edition, adapted to the new style; with a list of the medicinal plants, which may be gathered in each Month for Use.",Philip Miller,145,1,0,1,2,4,1,0,1,3,3,0,6,0,3,6,1,0,1,2,2,0,6,0,1,1,0,2,1,0,2,3,1,10,3,6,8,1,1,0,2,0,1,0,5,0,8,7,0,10,6,0,2,1,1,3,1,8,3,1,3,1757,1,1,"London : printed by Charles Rivington, for John Rivington, at the Bible and Crown, in St. Paul's Church-Yard; and James Rivington and James Fletcher, at the Oxford-Theatre, in Pater-Noster Row, M.DCC.LVII. [1757].",London,387,male,1691,1771,FALSE,"in this this you must be determined by the season , either early or late as it may happen. YOUR Radishes and Spinach, which were sown in January, and the beginning of February, should now be hoed, leaving them four or five inches asunder; and observe to stir all the"
0968300600_000038,"The gardeners kalendar, directing what works are necessary to be done every month in the kitchen, fruit and pleasure-gardens, and in the conservatory: with An Account of the particular Seasons for the Propagation and Use of all Sorts of Esculent Plants and Fruits proper for the Table, and of all Sorts of Flowers, Plants, and Trees, that flower in every Month. The seventh edition; with a large index, and an addition of the work necessary to be done in the nursery in each month. By Philip Miller, Gardener to the Worshipful Company of Apothecaries, at their Botanick Garden in Chelsea, and F. R. S.",Philip Miller,160,0,0,3,2,3,1,0,2,2,3,2,6,1,1,1,0,1,3,4,1,0,3,5,0,1,1,0,1,4,2,0,0,6,4,0,19,0,1,0,0,0,5,0,5,3,5,6,0,4,6,0,8,1,3,0,6,7,8,10,0,1745,1,1,"London : printed for J. Rivington, at the Bible and Crown in St. Paul's Church-Yard, M.DCC.XLV. [1745].",London,351,male,1691,1771,FALSE,"more seeds about the fourteenth day for a second crop , to plant under frames to abide the Winter ; for it often happens, in a mild Winter , that many of those plants which which were first sown , do run in the Spring ; therefore, if you have"
0878300400_000109,"The instructor; or, young man's best companion. Containing spelling, reading, writing, and arithmetic, in an easier way than any yet published; and how to qualify any person without the help of a Master. Instructions to write Variety of Hands, with Copies both in Prose and Verse. How to write Letters on Business or Friendship. Forms of Indentures. Bonds, Bills of Sale, Receipts, Wills, Leases, Releases, &c. Also Merchants Accompts, and a short and easy Method of Shop and Book-Keeping; with a Description of the Product, Counties, and Market-Towns in England and Wales; and a List of the Fairs according to the New Style. Together with the Method of measuring Carpenters, Joiners, Sawyers, Bricklayers, Plasterers, Plumbers, Masons, Glaziers, and Painters Work. How to undertake each Work, and at what Price; the Rates of each Commodity, and the common Wages of Journeymen; with the Description of Gunter's Line, and Coggeshall's Sliding Rule. Likewise the Practical gauger made easy; the Art of Dialling, and how to erect and fix Dials; with Instructions for Dying, Colouring, and making Colours; and some General Observations for Gardening every Month in the Year. To which is added, the family's best companion; with Instructions how to Pickle and Preserve; to make divers Sorts of Wine; and many excellent Plaisters, and Medicines necessary in all Families: and a compendium on the sciences of geography and astronomy; containing a brief Description, of the different Parts of the Earth, and a Survey of the Celestial Bodies. Also some useful interest tables. By George Fisher, Accomptant.","Fisher, George",144,0,0,1,1,7,2,2,0,0,3,3,4,0,2,1,1,0,9,11,5,0,4,0,1,0,0,1,7,1,0,0,1,3,0,1,8,1,1,2,1,0,0,1,5,1,3,8,0,10,2,0,2,3,1,5,9,1,5,4,0,1798,1,1,"London : printed for A. Millar, W. Cadell, and W. Cater, MDCCXCVIII, [1798].",London,357,male,,,FALSE,"weeds , and stirring up the mould between the plants . Inoculate roles and jeffamines of all the kinds that require this propagation ; and any of the other flowering shrubs. Take up the roots of fritillaries and maragons, and others of this sort that are pait flowering some time."
1169000100_000057,"The gardeners dictionary: Containing the Methods of Cultivating and Improving the Kitchen, Fruit, and Flower-Garden, as also the Physic-Garden, Wilderness, Conservatory, and vineyard. Abridg'd from the Folio Edition, By the author, Philip Miller, F.R.S. Gardener to the Worshipful Company of Apothecaries, at their Botanic-Garden, in Chelsea. Vol. III.",Philip Miller,145,4,2,3,3,0,2,2,2,1,0,0,4,0,6,1,0,1,2,6,1,0,0,5,1,1,1,1,1,2,3,4,0,0,3,1,14,6,3,3,2,2,2,1,6,0,2,6,0,0,3,1,3,0,2,8,6,4,4,2,2,1740,1,1,"London : printed for the author; and sold by C. Rivington, at the Bible and Crown, in St. Paul's Church-Yard, M.DCC.XL. [1740].",London,599,male,1691,1771,FALSE,"wild, it rambles over whatever Plants grow near it. The Branches are closely beset with Spines, femewhat like the common 5 C A common Bramble, which render the Places of its Growth very difficult to pass. The second Sort grows to the Height of ten or twelve Feet , and"
0647200200_000094,"A new gardener's dictionary; or the whole art of gardening, fully and accurately displayed; containing the most approved methods of cultivating all kinds of trees, plants, and flowers. With ample directions for performing all the operations in gardening; whether they relate to I. The Hot-House, II. The Green-House, III. The Shrubbery, IV. The Kitchen-Garden, V. The Flower-Garden, or VI. The Fruit-Garden. According to the Practice of the Best Gardeners. By John Dicks, Gardener to his Grace the Duke of Kingston; Assisted by many Eminent in the Profession.","Dicks, John",142,4,2,1,1,1,7,2,1,2,0,6,0,0,1,2,0,4,9,0,2,3,2,4,0,1,0,0,0,1,6,2,1,1,0,0,16,2,1,4,1,0,2,3,5,0,2,4,2,0,3,5,3,1,4,7,3,2,2,3,1,1769,1,1,"London : printed for Francis Blyth, No. 87, Cornhill; T. Evans, No. 54, and J. Coote, at No. 16, in Pater-Noster-Row, 1769.",London,350,male,1769,1771,FALSE,"for medicinal ules. Culture of the CHAMOMILE. These plants are all propagated either by seeds or ships; if by seeds they should be sown in the spring , upon poor land, where the plants will continue much longer than in good ground . The ships may be planted during any"
0268800700_000156,"The housekeeper's instructor; or, universal family cook. Being an ample and clear display of the art of cookery In All Its Various Branches. Containing Proper Directions for Dressing all Kinds of Butcher's Meat, Poultry, Game, Fish, &c. Also, The Method of preparing Soups, Hashes, and Made Dishes; With The Whole Art of Confectionary, Pickling, Preserving, &c. Likewise The making and keeping in Persection British Wines; And Proper Rules For Brewing Malt Liquor, As well for Family Consumption as the Regale of private Visitants. To Which IS Added, The Complete Art of Carving, Illustrated With Engravings, Explaining, by proper References, the Manner in which the Young Practitioner may acquit himself at Table with Elegance and Ease. Also, bills of fare for every month in the year; With Copper-Plates, displaying The Best Manner of decorating a Table; Whereby every Person will be enabled to add to the Art of Cookery the proper Disposition of each Article in its respective Season. Together with directions for marketing, and the management of the kitchen and fruit-garden. The Whole formed on so New a Plan, that the Inexperienced will be instructed, and the professed Cook receive that Information which has never been made known by any preceding Publication. By William Augustus Henderson, Who has made the Culinary Art his Study for upwards of Forty Years.","Henderson, William Augustus",137,0,0,4,2,1,0,1,4,5,13,4,8,2,3,2,3,0,1,2,0,1,2,1,6,0,1,0,2,2,1,0,1,8,0,2,8,0,0,0,2,0,0,2,1,2,2,4,1,4,1,0,3,2,0,0,4,4,3,10,2,1790,1,1,"London : printed and sold by W. and J. Stratford, Holborn-Hill, [1790?].",London,491,unknown,,,FALSE,"your melons aie advanced to full growth , give them but little water , as much moiftuie will retard the ripening, and prevent their acquiring that rich flavour peculiar to this fruit , If any are ripe gather them in the morning. Mature ripenes is sometimes shown by the fruit"
1200000100_000044,"The gardeners daily assistant, in the modern practice of English gardening, for every month in the year, on an entire new plan. By John Abercrombie, Author of Mawe's Gardeners Kalendar, Botanical Arrangements, &c.","Abercrombie, John",152,1,0,5,1,1,0,1,2,0,9,2,4,3,1,0,1,4,0,0,2,1,8,1,2,1,1,10,5,4,4,0,0,4,0,6,18,1,1,1,2,1,1,1,9,5,1,7,1,4,0,0,1,0,1,0,2,1,2,2,6,1786,1,1,"London : printed for C. Stalker, Stationers Court Ludgate Street, [1786].",London,462,male,1726,1806,FALSE,"different varieties in full ground for main crops , white, green , a other cos kinds , cilicia, imperial, cabbage, other principal lettuces, in open situations, bo to remain for thinning and transplanting, in and June. Leaves down ri/ggeidground in dry weather , acco ing as it is wanted for"
0878300200_000111,"The instructor: or, young man's best companion. Containing, Spelling, Reading, Writing, and Arithmetic, in an easier Way than any yet published; and how to qualify any Person for Business, without the Help of a Master. Instructions to write Variety of Hands, with Copies both in Prose and Verse. How to write Letters on Business or Friendship. Forms of Indentures, Bonds, Bills of Sale, Receipts, Wills, Leases, Releases, Also Merchants Accompts, and a short and easy Method of Shop and Book-Keeping; with a Description of the Product, Counties and Market-Towns in England and Wales; with a List of Fairs according to the New Stile. Together with the Method of measuring Carpenters, Joiners, Sawyers, Bricklayers, Plasterers, Plumbers, Masons, Glasiers, and Painters Work. How to undertake each Work, and at what Price; the Rates of each Commodity, and the common Wages of Journeymen; with the Description of Gunter's Line, and Coggeshall's Sliding-Rule. Likewise the Practical Gauger made Easy; the Art of Dialling, and how to erect and fix Dials; with Instructions for Dying, Colouring, and making Colours: and some General Observations for Gardening every Month in the Year. To which is added, the family's best companion: With Instructions for Marking on Linen; how to Pickle and Preserve; to make divers Sorts of Wine; and many excellent Plasters, and Medicines, necessary in all Families: and a compendium of the sciences of geography and astronomy; Containing a brief Description of the different Parts of the Earth, and a Survey of the Celestial Bodies. Also some useful Interest-Tables. By George Fisher, Accomptant. The Twenty-Third Edition, Corrected and Improved.","Fisher, George",147,0,0,1,0,4,2,1,0,1,3,2,4,0,2,0,0,0,7,12,4,0,7,1,1,0,0,2,2,2,5,0,2,2,0,2,15,2,0,2,3,0,0,1,4,2,2,4,2,3,4,0,0,2,3,9,12,2,4,2,0,1779,1,1,"London : printed for W. Strahan, J. Rivington and Sons, T. Caslon, T. Longman, S. Crowder, B. Law, G. Robinson, R. Baldwin, W. Woodfall, W. Domville, and B. Collins, M.DCC.LXXIX. [1779].",London,403,male,,,FALSE,"flop every Shoot that has Fruit upon it, to three Eyes beyond the Fruit . Then train the Branches regularly to the Wall, and let such as are designed for next Year's Fruiting , grow some Time longer; their Leaves will give a proper Shade to the Fruit . Water"
