PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(apostl),termFreq(appear),termFreq(believ),termFreq(blood),termFreq(bodi),termFreq(christ),termFreq(christian),termFreq(church),termFreq(confid),termFreq(coven),termFreq(dead),termFreq(death),termFreq(divin),termFreq(earth),termFreq(end),termFreq(etern),termFreq(faith),termFreq(father),termFreq(foul),termFreq(glori),termFreq(god),termFreq(gospel),termFreq(grace),termFreq(hand),termFreq(heart),termFreq(heaven),termFreq(holi),termFreq(jesu),termFreq(know),termFreq(law),termFreq(life),termFreq(light),termFreq(live),termFreq(love),termFreq(mean),termFreq(natur),termFreq(noth),termFreq(peopl),termFreq(person),termFreq(power),termFreq(preach),termFreq(promis),termFreq(receiv),termFreq(righteou),termFreq(salvat),termFreq(save),termFreq(saviour),termFreq(scriptur),termFreq(sin),termFreq(soul),termFreq(speak),termFreq(spirit),termFreq(think),termFreq(true),termFreq(truth),termFreq(word),termFreq(work),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0065200200_000003,"A compendium of the Holy Bible: wherein the contents of each chapter are given: Designed for Making the Reading and Study of the Holy Scriptures more easy, particularly to those that are in their younger years. To which is prefixed, a brief account of the history and excellency of the Scriptures: by Alexander Cruden, M. A. Author of the Concordance to the Bible.",Alexander Cruden,114,4,2,2,4,0,1,10,1,3,0,0,1,2,2,2,2,1,4,0,0,2,10,9,0,1,0,1,0,5,0,1,2,1,1,0,0,2,0,2,1,2,6,2,1,0,3,0,2,2,5,3,0,4,0,0,0,0,1,4,1750,1,1,"London : printed and sold by J. Lewis Printer and Publisher in Pater-Noster-Row, near Cheapside, MDCCL. [1750].",London,119,male,1699,1770,FALSE,"are called the Moral Lavw, and relate to their behaviour as men: And almost everything contained in them is taught by the light of nature , and obliges all mankind. But the great end of the Jewish Ce e. moneys was to be emblems or; ype, of Chrilt and his"
1638500100_000043,"Sermons on the Most important and interesting subjects of Christianity: Which are as follows; 1. On the nature and condition of man in a state of innocence. 2. On the fall of man, or Sin's entrance into the world. 3. On the same subject. 4. On the re-entrance of righteousness, or the recovery of fallen man by Jesus Christ. 5. On repentance towards God. 6. On faith towards our Lord Jesus Christ. 7. On the same subject. 8. On the office and operations of the Holy Spirit. 9. On regeneration. 10. On the love of God towards man. 11. On the promises of the new testament. 12. On prayer. 13. On the nature of ordinances, Church Communion, and good works. 14. On Gospel sanctification. 15. On Christian perfection. By R. Elliot, A.B. formerly of Bennet College, Cambridge.","Elliot, Richard",141,0,2,0,7,6,0,16,0,1,1,0,2,2,1,1,1,3,10,3,0,1,21,0,0,1,0,5,0,3,0,1,5,0,2,3,0,0,0,2,2,6,1,4,2,0,2,2,2,2,4,3,1,0,0,2,0,3,1,4,1764,1,1,"London : Printed, and sold by G. Keith, at the Bible and Crown, in Grace-church-street; E. Dilly, in the Poultry; M. Folingsby, at the Seven Star, near Temple-Bar, Fleetstreet; and T. Fisher, bookseller in Rochester, MDCCLXIV. [1764].",London,555,male,,,FALSE,"is there salvation in any thber; for there is no other name under heaven , given .amorg men, wherebyl w mut be ffaved j - the beginning to the end of the Sacred Volume, GOD , some way or other, speaks to us, and in trudts us in the knowledge"
0949500800_000010,"Christ crucified; or the Scripture doctrine of the atonement briefly illustrated and defended. In four discourses upon that subject. By Caleb Evans, M. A.",Caleb Evans,137,4,2,1,4,0,0,18,7,1,0,0,1,2,1,0,0,0,2,0,0,3,12,3,1,1,2,1,5,1,2,0,3,2,2,3,0,1,0,0,1,4,21,1,3,0,3,2,2,4,4,1,0,3,0,0,0,0,0,3,1789,1,1,"Bristol : printed by William Pine. Sold in London by Buckland, Button, and Reynolds; and in Bristol by Browne, Evans and Allen, James at the circulating library, and the other Booksellers, M.DCC.LXXXIX. [1789].",Bristol,219,male,1737,1791,FALSE,"of spirit . We preach Christ crucified, that by the almighty efficacy of this doctrine applied to the heart by the blessed Spirit of God , guilty sinners may ( 57) may find rest to their weary souls , and at the same time be transformed in the renewing of"
0665104400_000013,"The apostolical ordination of ministers to the Christian Churches, with the Peoples Right to chuse their own Ministers, consider'd. A sermon Preach'd at the ordination of Mr. James Howe, and Mr. James Murray, in Nightingale-Lane, October 27, 1737. By Thomas Hadfield, M. D. To which are annex'd, The confessions of faith, then deliver'd by Mr. Howe and Mr. Murray.","Hadfield, Thomas",109,2,0,0,13,0,1,3,0,4,0,1,0,1,3,1,2,1,3,1,0,3,14,1,1,2,0,3,4,2,2,2,1,1,2,1,1,1,0,2,0,4,1,3,1,0,1,1,1,2,4,1,1,0,0,3,0,3,2,2,1737,1,1,"London : printed for Joseph Davidson, at the Golden Lion in the Poultry, near Cheapside, M.DCC.XXXVII. [1737].",London,50,male,1701,1741,FALSE,"to Men on Earth . To the Law , and to the teii money, says the Prophet, if Men speak not according to this Word , it is becgufe there is no Light in them f. II I believe that there is One only living and TRUE God , a"
0508402300_000002,"Faith triumphant in death; a funeral sermon, occasioned by the death of the Rev. W. Romaine, A. M. Rector of St. Andrew Wardrobe, and St. Ann's, Blackfriars; and Lecturer of St. Dunstan's in the West; preached in the parish church of St. Dunstan, Sunday evening, August 9th, 1795, by the Rev. W. Goode, A. M. Late Curate to Mr. Romaine, and his Successor as Rector of St. Andrew Wardrobe, &c.; and Tuesday Evening Lecturer of St. Lawrence Jewry. Blessed are the dead which die in the Lord.","Goode, William",135,1,1,1,5,2,0,6,2,0,0,0,1,0,4,0,0,2,15,2,0,5,13,4,2,0,10,0,0,8,4,1,2,2,1,3,1,1,0,1,1,5,0,3,1,0,0,2,2,0,2,3,0,7,0,1,5,1,1,1,1795,1,1,"London : printed for the author by T. Bensley; and sold by Rivingtons, St. Paul's Church Yard; and Mathews, Strand, 1795.",London,36,male,1762,1816,FALSE,"part of divine revelation as the former. And the diffintionof a dead from a living faith , we apprehend, is this, that b2 it ( 4) it is a persuasion of the truth without a correspondent discovery of its suitableness and glory . a mat may reason himself into a"
0042901100_000020,"The spirit and truth of the Gospel: in a dialogue between a Catholic and a Sandemanian, on the Christian faith and the exercise of brotherly love. With a preface; containing a brief consideration of some things (which has a tendency to distress the minds of weak believers) maintained by a Reverend gentleman from Scotland, and now Preacher at Margaret-Street, near Oxford-Market, London.",,132,0,1,2,10,0,1,13,1,0,0,0,0,0,6,2,2,3,14,0,0,0,5,10,3,0,3,0,1,2,0,0,3,4,1,2,0,1,1,0,3,1,1,0,2,0,6,2,3,1,1,3,0,2,1,1,4,4,6,0,1777,1,1,"London : printed and sold by G. Keith, in Gracechurch - Street ; J. Mathews, near Hungerford-Market, in the Strand ; and W. Watts, near the Tabernacle, Moorfields, [1777].",London,71,unknown,,,FALSE,"virtue, and the like, which is useful to prove the divinity of it; yet the Gospel assurance of salvation ( 33) tion is not founded on works , but works flow from the assurance of faith , as the effect from the cause; and as all effects serve to evince"
1071700200_000118,"A view of the covenant of grace from the sacred records. Wherein the parties in that covenant, the making of it, its parts conditionary and promissory, and the administration thereof, are distinctly considered. Together with the trial of a saving personal inbeing in it, and the Way of Instating Sinners therein unto their eternal Salvation. To which is subjoined, a memorial concerning personal and family fasting and Humiliation, presented to Saints and Sinners. By the Reverend and Learned Mr Thomas Boston, late Minister of the Gospel at Ettrick.",Thomas Boston,123,3,0,1,8,1,2,12,0,0,5,2,0,1,1,0,2,1,7,2,0,1,8,2,0,0,2,0,2,4,1,2,0,0,0,0,3,1,1,2,3,2,1,0,1,0,9,2,3,3,6,3,1,2,0,0,0,6,3,1,1767,1,1,"Glasgow : printed for William Walker Bookseller, and sold at his shop, Head of the Salt-Mercat, MDCCLXVII. [1767].",Glasgow,415,male,1713,1732,FALSE,"Saviour , trusting in him that he would (ave them. This plainly appears to be the meaning , if one compares herewith the words there immediately following: If another shall come in his own name, him ye, will receive : q. d. Ye will believe him to be the Melfias,"
0585501300_000029,"Sermons on various interesting subjects, preached in the parish church of Lewisham in Kent. By the Reverend Joshua Morton, Of Trinity College, Cambridge; And Master Of The Private Seminary, Blackheath.","Morton, Joshua",107,2,1,3,3,0,0,1,1,0,1,0,0,1,1,1,0,2,9,0,0,1,8,1,8,0,2,1,3,2,1,0,4,0,0,3,1,2,3,0,2,0,0,0,1,2,5,6,3,1,5,2,1,1,0,1,2,5,3,1,1792,1,1,"London : sold by C. Dilly, In The Poultry, MDCCXCII. [1792].",London,399,unknown,,,FALSE,"which the Ephesians had been addicted; and he affirms, that by grace they were saved , or delivered from them. It implies, also, the progressive fan&i fication of. the heart , as you will observe in another part of the apostle's writings: ""Aster,"" lays he, "".the kindhefs and love of"
1603700800_000003,"The poor man's help, and young man's guide. Containing I. Doctrinal instructions for the right informing of his judgment. II. Practical directions for the general course of his life. III. Particular advice for the well managing of every day. With reference to his I. Natural actions. II. Civil employments. III. Necessary recreations. IV. Religious duties. Unto which is added, principles of religion, useful to be known, believ'd and practis'd, by such as desire to receive the Holy Communion with benefit and comfort. With forms of prayer for families and single persons. Also divine hymns on several occasions. By William Burkitt, M.A. of Pembroke-Hall in Cambridge, late vicar of Dedham in Essex.",William Burkitt,130,2,1,1,2,1,4,7,0,1,0,0,1,4,2,2,1,6,3,2,0,1,17,2,2,2,1,3,2,4,2,0,5,0,3,1,3,8,0,0,2,1,0,0,0,0,5,2,2,0,12,2,0,1,0,2,1,2,1,1,1736,1,1,"London : Printed for D. Midwinter, A. Bettesworth and C. Hitch, M. Downing, A. Ward, R. Ford, J. Clarke, R. Hett, and J. Oswald, 1736.",London,190,male,1650,1703,FALSE,"Nature is wholly corrupted with Original Sin , which is the Seed and Root of all other si ns, derived' upon us by Natural Generation, whereby we. are disabled to that which is spiritually Good, and inclined to that which is Evil and Sinful . gent. 4 And Adnam begat"
0830500700_000011,"The sure Foundation. Two discourses, Preached before the University of Oxford, April 11, 1756, in the Morning at St. Mary's, and in the Afternoon at St. Peter's. By William Romaine, M.A. Lecturer of St. Dunstan's in the West, London.",William Romaine,129,0,1,0,0,1,2,8,0,1,1,0,0,0,3,0,0,2,9,4,0,3,11,0,4,0,3,1,7,5,1,1,2,5,4,2,1,3,1,0,3,0,0,0,3,2,1,3,0,1,3,0,1,4,2,2,4,3,8,3,1756,1,1,"London : printed for J. Worrall, at the Dove in Bell-Yard, near Lincoln's-Inn ; and E. Withers, at the Seven Stars, near the Temple-Gate, in Fleet-Street, MDCCLVI. [1756].",London,78,male,1714,1795,FALSE,"TRUE faith , as we can pronounce the body to be alive, when it is able to perform all the offices of its animal life : for as the body while it breaths is alive, so faith while it works is alive also. In this cafe there can be no"
0449300100_000042,"Evangelical sermons. By Thomas Adam, Rector of Wintringham, in Lincolnshire.","Adam, Thomas",120,0,0,0,2,3,1,5,3,0,1,0,1,1,0,0,2,3,5,2,0,1,15,1,1,1,4,1,3,1,0,0,2,1,2,6,1,2,4,0,0,0,0,2,1,0,2,4,1,0,9,2,2,3,3,2,2,5,5,2,1781,1,1,"London : printed for J. Buckland, in Pater-Noster Row; and T. Browne, at Hull, M.DCC.LXXXI. [1781].",London,426,male,1701,1784,FALSE,"them by purchafe was the heart of God opened to man, all his wisdom could contrive, and all his love could do, for our salvation from that unhappy tfate of blindness, corruption, and enmity against him, we were fallen into. And it is much to be observed, and what we"
0357400802_000045,"Miscellanea sacra, or, the theological miscellany.",,102,0,1,1,5,1,0,3,2,0,0,0,1,1,4,2,2,1,2,1,1,10,7,1,4,1,4,2,4,3,3,1,2,0,2,7,0,1,0,1,1,4,0,0,0,0,1,1,1,0,1,2,2,1,2,0,1,2,1,1,1797,2,2,"[Ewood Hall] : Printed and sold at Ewood Hall, near Halifax [by John Fawcett] Sold also by T. Wills, Stationer's Court, Ludgate Street; Johnson, St. Paul's Church Yard; W. Button, Paternoster-Row; Knott, Lombard Street, and Martin, No. 27, Great Russel-Street, Bloomsbury, London, 1797-99.",Midgley_eEwood Hall,436,unknown,,,FALSE,"unto death was periec and complete; that his blood cleanfeth from all sin ; that his righteousness renders those who believe accepted: with the Father , unto eternal life ; that his power and grace are sufficient to conquer, al.loau difor 4erly passions, to support: us unde alli our.tempta tions,"
0479600101_000126,"Sermons on various subjects, divine and moral: with a sacred hymn suited to each subject. In two volumes. ... By I. Watts, ...",Isaac Watts,137,0,1,3,1,0,1,5,2,0,0,1,1,1,5,0,1,4,1,0,0,2,11,19,3,0,1,4,4,0,2,1,2,0,1,1,0,4,0,0,0,10,1,5,0,0,3,2,0,1,5,5,3,12,0,0,1,1,3,3,1740,1,2,"London : printed for R. Hett, and J. Beackstone [sic], 1740.",London,492,male,1674,1748,TRUE,"renounce the Lusts of the Flesh and the Vanities of the World , if we belong to Christ  Yet tis by the Spirit of God alone that we are enabled to mortify the Deeds of the Body , that we may obtain eternal Life : Tis he that makes"
1036900700_000066,"A scriptural exposition of the church catechism; containing the young Christian's account of the doctrines and duties of his religion, and of those divine Authorities, upon which he builds his Faith and Practice. With Sacramental and other Devotions, gathered out of Holy Writ. And the Offices of the Church The fourth edition improved. By Joseph Harrison, Minister of the Parish Church of Cirencester.","Harrison, Joseph",121,2,1,1,1,5,2,12,0,0,0,0,2,5,1,0,0,2,2,6,0,6,18,2,2,0,0,1,1,10,0,3,2,4,2,1,1,1,0,2,0,1,0,1,2,1,2,1,2,0,3,1,0,1,0,0,2,3,2,1,1738,1,1,"Dublin : printed by and for Sylvanus Pepyat, Bookseller in Skinner-Row, MDCCXXXVIII [1738].",Dublin,269,male,1669,1753,FALSE,"our Lord, who hath redeemed us from the curse of the law , being made a curse for us; and by him I will offer up the sacrifice of praise to God continually, giving thanks through' his Name, who hath redeemed us, not with corruptible things, as silver and gold,"
0585100700_000030,"The experience of the saints asserted and proved. Being several discourses in which the ground of a believer's hope, with the nature of Christian experience, and the operations of the Holy Spirit, are briefly explained and defended. By Benjamin Wallin.",Benjamin Wallin,94,1,0,2,3,3,5,1,6,0,1,1,4,4,1,2,0,1,1,0,0,4,6,3,1,1,1,1,3,3,1,0,1,0,1,1,0,1,0,0,0,3,0,1,0,0,3,0,1,1,1,1,0,9,1,2,2,1,2,2,1763,1,1,"London : printed for the author, and sold by J. Buckland and T. Field, in Pater-Noster-Row, J. Johnson, opposite the Monument; and E. Gardiner, in Grace-Church-Street, M.DCC.LXIII. [1763].",London,160,male,1711,1782,FALSE,"of the Christian , is delivered by the Spirit of holiness , from the power of the grave as a purchased possession. Jesus having having, through death , destroyed the power of the Devil, by removing the guilt of sin , hath taken the Enemy captive, and being now alive"
0672701200_000003,"The faith of the Gospel vindicated: being the substance of two sermons, Delivered Extempore at the Baptist Meeting, Great Yarmouth, Oct. 27, 1799, By W. W. Horne, Minister of the Gospel. (taken in Short Hand by James Murden.)","Horne, William Wales",117,0,2,1,2,0,0,8,1,1,0,1,0,1,4,0,0,2,14,1,0,0,11,6,5,1,2,2,1,7,6,1,3,1,0,2,0,1,0,2,0,0,0,1,0,1,2,0,1,2,2,1,0,4,0,2,8,2,0,2,1800,1,1,"Yarmouth : printed by M. Chiswell, and sold by him and Clark: and in Norwich, by J. Payne, Market-Place, and J. Annis, London-Lane; in London, by Hurst and Button, Pater-Noster-Row, and by all the Baptist-Ministers in Norfolk and Suffolk, [1800?].",Great Yarmouth,84,male,1773,1826,FALSE,"between truth and error as described in the precious volume of truth . Error is represented in such terms, as make it appear (as it really is) black as Hell itself! And truth is represented in such glorious terms, and described as possessing such amiable qualities, that it shines bright"
0451600900_000042,"Practical discourses upon several subjects. By John Gilbert, M.A. late Vicar of St. Andrew's in Plymouth, and Canon-Residentiary of the Cathedral-Church of St. Peter in Exon.","Gilbert, John           1722",100,1,1,0,2,2,1,3,5,0,1,5,3,1,1,2,1,3,3,0,0,3,5,1,1,2,1,4,12,1,0,0,8,0,2,0,0,2,1,0,0,1,0,1,1,1,1,0,0,1,8,0,0,1,1,0,2,0,1,3,1724,1,1,"London : printed by John Baskett, Printer to the King's most Excellent Majesty, 1724.",London,297,unknown,,,FALSE,"Covenant is ratified and confirmed; and therefore it is styled, The Blood of the Covenant . AND according to ancient Promises Christ Jesus rose from the Dead the Third Day; conversed with his Apofiles and Difiipler some time, that they might be Witneffe of his Refurredfion, and then ascended into"
0329100300_000015,"Christ precious to those that believe, a practical treatise on faith and love. By John Fawcett, A.M.",John Fawcett,112,0,1,1,7,6,0,4,0,0,1,1,0,2,3,0,0,2,4,4,0,3,15,1,2,1,6,2,2,3,1,1,4,0,0,4,0,0,0,0,2,1,0,1,2,1,0,2,1,1,7,3,1,2,0,1,2,1,1,2,1799,1,1,"Ewood Hall : printed and sold at Ewood Hall near Halifax, [by John Fawcett] Sold also by Wills, Stationers' Court, Ludgate-Street; Johnson, St. Paul's Church Yard; Button, Paternoster-Row; Knott, Lombard-Street; Martin, No. 27, Great Russel-Street, Bloomsbury, London; by Edwards, Holden, &c. Halifax; Smith, Sheffield; Jones, Liverpool; Dunn and Biggs, Nottingham, and Rawson, Hull, 1799.",Midgley_eEwood Hall,307,male,1739,1817,FALSE,"the only TRUE God , and with Jesus Christ , whom thou hast sent to redeem and save the lost and the undone, whom to know is life eternal . May thy Holy Spirit set before. me, in the most powertul and engaging manner, the glory of his person ,"
0777600700_000005,"Waiting for God's salvation. A sermon occasioned by the death of the Rev. Samuel Morton Savage, D.D. who departed this life, February 21, 1791, in the seventieth year of his age. By William Bennet. To which is added, an address at the grave, by Thomas Towle, B.D.","Bennet, William",110,0,1,1,3,2,1,6,1,0,2,0,2,2,0,1,1,1,5,0,0,1,14,3,6,1,5,1,4,3,0,2,0,0,4,2,0,2,0,0,2,1,0,4,3,0,6,4,1,1,1,3,0,3,0,0,1,1,1,1,1791,1,1,"London : printed by L. and S. Wayland, and sold by C. Dilly; J. Johnson, and L. and S. Wayland, 1791.",London,52,male,1752,1821,FALSE,"soul delight it feifinfatnefs. Inclineyour ear, and come unto me, hear and yourfoulsj7lall live . Those, therefore, f.v. 1-3. who are made obedient to the heavenly vision, personally fall in with God's gracious invitations. They make the Lord's Christ their Saviour , by looking to him, trusting in him, closing"
