PassageID,Title,Author,Total termFreq,termFreq(answer),termFreq(appear),termFreq(armi),termFreq(brought),termFreq(cafe),termFreq(caus),termFreq(church),termFreq(citi),termFreq(command),termFreq(common),termFreq(court),termFreq(crown),termFreq(death),termFreq(declar),termFreq(duke),termFreq(earl),termFreq(england),termFreq(father),termFreq(forc),termFreq(franc),termFreq(gave),termFreq(gener),termFreq(god),termFreq(grant),termFreq(hall),termFreq(hand),termFreq(head),termFreq(honour),termFreq(hous),termFreq(israel),termFreq(king),termFreq(kingdom),termFreq(know),termFreq(laid),termFreq(land),termFreq(law),termFreq(letter),termFreq(life),termFreq(matter),termFreq(mean),termFreq(offic),termFreq(order),termFreq(parliament),termFreq(peac),termFreq(peopl),termFreq(person),termFreq(power),termFreq(present),termFreq(princ),termFreq(queen),termFreq(receiv),termFreq(reign),termFreq(return),termFreq(servant),termFreq(set),termFreq(taken),termFreq(thought),termFreq(took),termFreq(war),termFreq(word),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0010800102_000119,"The history of religion: particularly of the principal denominations of Christians, viz. Of the Church of Rome, --- England, --- Scotland, - Nonjurors, - Lutherans, - Presbyterians, Of the Independents, - Baptists in general, - Quakers, -- Antinomians, - Moravians, - Methodists in general. Containing a succinct and genuine account of their original and present constitution, discipline, doctrines, worship, and ceremonies: With a general Account of the various Sectaries of less Note, since the first Establishment of Christianity. Including a general History of the Reformation, and so much of Civil and Ecclesiastical History as is connected with, or necessary to explain and illustrate the Work. To which is added, A Dictionary of the principal Religious Orders, Offices, Days, Rites, Customs, Habits, and Characters; the most important Transactions of Ecclesiastical Councils, Synods, &c. explaining all such ambiguous Words and Phrases as have a proper Connexion with the Subjects of this History. By an impartial hand.",James Murray,64,0,1,0,0,0,1,0,0,0,1,4,1,2,2,4,2,5,0,1,4,1,1,0,2,0,0,1,1,2,0,4,2,1,1,2,1,0,1,1,1,1,1,2,3,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1764,2,4,"London : printed for C. Henderson, at the Royal Exchange; W. Nicoll, in St. Paul's Church Yard; and J. Johnson, opposite the Monument, MDCCLXIV. [1764].",London,527,male,1732,1782,FALSE,"conspiring the death of any member of the council, or Lord of the realm, flould be deemed guilty of a capital crime. The same penalty was extended to those who should obtain poffelion of women by force , howsoever they might afterwards be reconciled to their ravishers. A. i. i48s.]"
1363500200_000140,"A new geographical and historical grammar: Wherein the geographical part is truly modern; and the present state of the several kingdoms of the world is so interspersed, as to render the study of geography both entertaining and instructive. Containing I. A description of the figure and motion of the Earth II. Geographical definitions and problems, being a necessary introduction to this study. III. A general division of the globe into land and water. IV. The situation and extent of the several countries contained in each quarter of the world; their cities, chief towns, history, present state, respectiveforms of government, forces, revenues, taxes, revolutions, and memorable events. Together with an account of the air, soil, produce, traffic, curiosities, arms, religion, language, universities, bishopricks manners, customs, habits, and coins, in use in the several kingdoms and states described by Mr. Salmon. Illustrated with a set of twenty-three new maps of the several countries, drawn by the direction of Mr. Salmon, and engraved by Mr. Jefferys, geographer to His Majesty.",Thomas Salmon,76,0,1,1,0,2,0,1,0,3,1,2,1,1,1,5,6,2,0,3,1,2,5,1,0,0,0,0,0,1,0,6,0,0,1,2,0,1,1,0,0,2,1,3,0,0,1,0,0,4,1,0,2,1,1,1,1,0,1,6,0,1762,1,1,"London : Printed for W. Johnston in Ludgate Street; H. Woodfall, J. Hinton, R. Baldwin, W. Strahan, J. Richardson, B. Law, and S. Crowder and Co., 1762.",London,679,male,1679,1767,FALSE,"Grand Alliane,. m/arfhai f~liro~y, Genera .of the French and spanif Armies in Itraly, was about this Time, fiurprized at c~rsmonra in his. Bed, and taken Pritoner by the imp~eriabys, commanded by Prince Eugene in Persona. Feb. 26, r70 s 2.] Shon after theoandduian of the Granrd1/// ~ ance, his bprrjid4"
1124500100_000002,"A collection of scarce and interesting tracts, tending to elucidate detached parts of the history of Great Britain; selected from the Sommers-Collections, and arranged in chronological order.",,86,1,1,1,0,0,0,1,1,1,0,2,0,2,3,1,3,6,0,0,2,0,1,1,0,1,3,0,2,2,0,11,0,0,0,1,0,4,2,0,0,0,3,5,1,0,2,0,1,11,5,1,1,1,0,1,0,0,1,0,0,1795,1,1,"London : printed for R. Edwards, NO. 142, Bond-Street, M.DCC.XCV. [1795].",London,640,unknown,,,FALSE,"Remembrance for the Tradution of the Princess Katherine, Daughter to the Right Highe and Mighty Prince the King and Queen of Spaine, as herein Articles it doth appear -- -- -- -- -- -- -- 5 A TRUE and summary Report of the Declaration of some Part of the Earl"
0147505900_000008,"A blow at the root: or, an attempt to prove, that no time ever was, or very probably ever will be, so proper and convenient as the present, for introducing a further reformation into our national church, universities, and schools. Most humbly dedicated to His Royal Highness William Duke of Cumberland. By an impartial hand.","Tozer, Aaron",71,0,1,0,1,1,1,2,1,1,2,2,0,0,1,3,0,3,0,5,3,2,3,1,0,0,1,1,1,2,0,2,4,0,2,3,3,0,1,1,0,1,0,4,0,1,0,0,0,3,0,1,0,1,1,0,0,1,1,2,1,1749,1,1,"London : printed for A. Tozer, at Exeter , MDCCXLIX. [1749].",London,87,male,,,FALSE,"the Pretender's Standard was to have been erected on Mendip, to which all the Disaffected in Oxford, Brifol, and Bath, were immediately to repair, and to be joined by the ragged High Church Rabble of Somerfretjiire, oxfio rdj'ire, and Glocelerjflire, under their respective Leaders; and they pretended, that by the"
1363500200_000116,"A new geographical and historical grammar: Wherein the geographical part is truly modern; and the present state of the several kingdoms of the world is so interspersed, as to render the study of geography both entertaining and instructive. Containing I. A description of the figure and motion of the Earth II. Geographical definitions and problems, being a necessary introduction to this study. III. A general division of the globe into land and water. IV. The situation and extent of the several countries contained in each quarter of the world; their cities, chief towns, history, present state, respectiveforms of government, forces, revenues, taxes, revolutions, and memorable events. Together with an account of the air, soil, produce, traffic, curiosities, arms, religion, language, universities, bishopricks manners, customs, habits, and coins, in use in the several kingdoms and states described by Mr. Salmon. Illustrated with a set of twenty-three new maps of the several countries, drawn by the direction of Mr. Salmon, and engraved by Mr. Jefferys, geographer to His Majesty.",Thomas Salmon,89,3,0,0,1,0,1,0,1,1,3,1,1,0,0,4,3,2,1,1,2,1,1,0,4,0,0,0,0,0,0,15,0,0,1,2,2,0,0,0,0,1,2,10,0,2,0,1,0,6,1,3,4,3,1,2,0,0,0,2,0,1762,1,1,"London : Printed for W. Johnston in Ludgate Street; H. Woodfall, J. Hinton, R. Baldwin, W. Strahan, J. Richardson, B. Law, and S. Crowder and Co., 1762.",London,679,male,1679,1767,FALSE,"the members of the Commons were committed to Pnifon for their Oppetfition to .thi Court . A Supply was granted His Majesty in this Parliament ,, to eanai~t.~·' him to recover the Palatinate for His son-in- law the Eleaor Palo: r: ~ ti. and they promiifed to afiftr him to"
0008400300_000482,"The ladies history of England; from the descent of Julius Cæsar, to the summer of 1780. Calculated for the use of the ladies of Great-Britain and Ireland; and likewise adapted to general use, entertainment, and instruction. By Charlotte Cowley.","Cowley, Charlotte",65,0,0,1,0,0,0,2,0,0,1,4,1,0,2,6,3,3,0,1,2,0,1,0,0,1,0,1,1,1,0,4,3,0,1,4,2,1,0,1,0,1,1,5,1,1,0,0,0,1,1,1,1,0,0,0,2,2,1,0,0,1780,1,1,"London : printed for the proprietors; and sold by S. Bladon, No. 13, in Pater-Noster-Row, MDCCLXXX. [1780][-81].",London,774,female,,,FALSE,"except for evident utility 6f.the fubtects "" of Scotland': that the court of feffon, ar aln'l "" courts of judicature in Scotland, should remain "" as then confimtuted by the laws of that king "" "" with the same authority and privileges "" as they enjoyed before the union; fubje,,"
0011800101_000283,"A new and universal history of England, from the earliest authentic accounts, to the end of the year 1770. Containing A Comprehensive and Accurate Description of all the Battles, Sieges, Sea-Sights, and other memorable Events, in which the English have been concerned, from the remotest Period of Intelligence. With a circumstantial Account of the Origin of this Kingdom, its Government, and its Laws; the many Revolutions it has undergone, the amazing Progress made by its Inhabitants in every Branch of Science, and their various Discoveries, Conquests, and Acquisitions in different Parts of the World. Together with faithful Delineations of the Characters of all the Princes who have swayed the British Sceptre, and other illustrious Personages, who have rendered themselves conspicuous by their Valour, their Patriotism, or their Learning. The whole tending to display the patriotic Virtues of our illustrious Ancescors, and inspire the British Youth with an Emulation of imitating their glorious Examples. By William Henry Mountague, Esq; Embelished and illustrated with a great number of curious copper-plates, from original drawings made on purpose for this work, by the celebrated Wale, and engraved by those eminent Artists, Grignion and Walker.","Mountague, William Henry",78,0,2,4,0,0,0,0,0,2,0,1,1,0,0,1,5,4,1,1,5,0,0,0,2,0,2,1,1,0,0,6,1,0,0,0,0,0,0,0,3,3,1,3,2,1,2,4,1,3,3,2,0,3,0,1,2,1,1,2,0,1775,1,2,"London : printed for J. Cooke, at the Shakespear's-Head, No. 17. in Pater-Noster-Row, [1775?].",London,653,unknown,,,FALSE,"the thoughts of peace were not neglected. Edward foufid it by no means convenient for him, at this juncture, to break with France , and his pacific intentions were seconded by a firong party in that court , of which, the queen's cousin and mother were the principals. By the"
0487600101_000034,"A complete English peerage. Containing a genealogical, biographical, and historical account of the peers of this realm. Together with the different branches of each family; Including A particular Relation of the most remarkable Transactions of those, who have eminently distinguished themselves in the Service of their Country, both in the Field and in the Cabinet, from the Conquest down to the present Time. To which is prefixed, a Succinct History of the Houses of Brunswic, Brandenburgh, Saxe-Gotha, and Mecklenburgh. By the Reverend Alexander Jacob, Chaplain in Ordinary to his Majesty, And Chaplain to his Grace the Duke of Chandos.","Jacob, Alexander           1785",85,0,1,0,0,1,0,1,0,0,4,0,10,3,1,2,0,8,2,1,1,0,1,0,1,1,0,1,1,5,0,6,3,0,0,1,4,0,0,1,1,2,0,6,2,1,3,0,1,0,1,2,0,0,0,1,1,1,0,2,1,1766,1,2,"London : printed for the author; and sold by J. Wilson and J. Fell, in Pater-Noster-Row; J. Robson, in New Bond-Street; and Messrs. Richardson and Urquhart, at the Royal Exchange, MDCCLXVI. [1766]-69.",London,781,unknown,,,FALSE,"afterwards put to flight, and the campaign ended gloriously by the conquest of Funfkirchen, Segeden, and Sinclos. The reputation which George Lewis had gained in these campaigns received the imperial stamp in 1685, when the emperor at Vienna presented him with a sword richly set with diamonds. In 1688, a"
0182401205_000041,"The British Plutarch, containing the lives of the most eminent statesmen, patriots, divines, warriors, philosophers, poets, and artists, of Great Britain and Ireland, from the accession of Henry Viii. to the present time. Including, a Complete History of England from that Aera. In six volumes. Ornamented with elegant frontispieces. Vol. I. A new edition, revised, corrected, and considerably enlarged, by the editor, T. Mortimer, Esq;",Thomas Mortimer,88,0,0,2,1,0,0,0,1,4,2,1,1,5,6,4,11,3,0,3,1,1,5,0,0,0,1,0,1,6,0,5,0,0,0,0,0,0,1,1,0,1,1,4,0,0,0,0,1,2,4,1,0,1,0,0,2,1,2,2,0,1776,5,6,"London : printed for E. and C. Dilly, in the Poultry, M.DCC.LXXVI. [1776].",London,340,male,1730,1810,FALSE,"that 500001 per annum was fettled by parliament on the princess, which gave great offence to their majeffics. This strange and unexpeaed blow was followed by an event of a more extraordinary nature, for the earl and several other noblemen were committed to the Tower, upon a FALSE charge of"
0156500200_000011,"The history of England, from the Revolution to the present time, in a series of letters to the Reverend Doctor Wilson, ... By Catherine Macaulay. Vol.I.",Catharine Macaulay,93,2,0,0,1,0,0,1,0,0,5,2,11,1,1,3,1,8,0,1,1,2,1,0,1,0,0,0,0,5,0,8,4,0,0,0,0,1,0,0,1,3,0,5,3,1,4,1,0,6,0,3,2,0,0,0,0,0,2,2,0,1778,1,1,"Bath : printed by R. Cruttwell: and sold by E. and C. Dilly, T. Cadell, and J. Walter, London, 1778.",Bath,455,female,1731,1791,TRUE,"Commons on these resolutions, after having justified himself for hewing favour to such as he said had served him well, he endeavoured to dissuade them from their resolution of paying the debts of the nation by the method of resumption. This was so highly resented by the Commons , that"
0953900700_000251,"Memorials of the English affairs: or, an historical account of what passed from the beginning of the reign of King Charles the First, to King Charles the Second his happy restauration. Containing the publick transactions, Civil and Military: together with the private consultations and secrets of the cabinet. By Mr. Whitelock. With a Compleat index.","Whitlocke, Bulstrode",100,2,0,7,1,0,0,2,1,0,3,0,0,0,2,1,3,2,0,3,1,3,7,0,0,2,0,1,1,9,0,9,4,0,0,1,0,4,0,0,1,3,10,5,2,0,0,1,1,3,0,1,0,2,0,0,0,0,2,0,0,1732,1,1,"London : printed for J. Tonson: and sold by J. and J. Knapton, R. Knaplock, A. Bettesworth and C. Hitch, G. Strahan, J. Pemberton, F. Fayram and T. Hatchet, C. Rivington, J. Batley, J. Brotherton, F. Giles, R. Williamson, J. Stagg, T. Osborne, L. Gilliver, and F. Coggan, MDCCXXXII. [1732].",London,732,male,1605,1675,FALSE,"from Lieutenant Colonel Lilburne to zz Car. the Commons , appealing from the Judgement of _ the Lords who had committed him, referred to a Lilburne. Committee to confider of the Privileges of the Commoners of England . 4 Lieutenant General Poyntz called into the Poynat House , gave them"
0112200100_000006,The works of King Charles I. both civil and sacred. With the life and reign of that prince.,Charles I of England,91,1,1,0,3,0,0,2,1,1,5,3,0,2,0,3,2,2,3,0,2,1,0,0,2,0,1,0,0,2,0,16,2,0,0,0,0,1,1,0,1,0,0,7,0,2,0,1,1,7,0,2,1,0,1,2,0,2,1,6,0,1735,1,1,"London : printed by T. Read, in Dogwell-Court, White-Fryars, Fleet-Street, MDCCXXXV. [1735].",London,435,male,1600,1649,FALSE,"would stand to in that War to the very last Expense of their Lives and Fortunes; and he accordingly being further set on by the Duke , became their Instrument to persuade his Father to. hearken to the common Votes and Desires of his Subjets, which the King , pressed"
0118300103_000714,"A new history of ecclesiastical writers: containing an account of the authors of the several books of the Old and New Testament; Of the Lives and Writings of the primitive fathers; also, a compendious history of the councils; with chronological tables of the whole. Written in French by Lewis Ellies du Pin, Doctor of the Sorbon, and Regius Professor of Divinity at Paris. Volume the third; Containing the Authors that flourished in the Fifteenth and Sixteenth Ages of the Church.",Louis Ellies Dupin,81,0,0,0,0,1,1,4,0,2,1,2,2,3,3,3,3,6,2,1,0,1,1,1,0,0,0,3,0,1,0,8,1,0,0,0,3,1,0,0,0,1,5,2,1,2,0,0,1,1,7,1,1,0,0,1,1,1,1,0,1,1724,3,3,"Dublin : printed by and for George Grierson, at the Two Bibles in Essex-Street, MDCCXXIV. [1724].",Dublin,842,male,1657,1719,FALSE,"and the George which G.: :;. Ihangs down from the Collar was taken away X It was proposed also to make a Regulation in the ccclefiaftical jurifdi&ion, and Commifioners were appointed to draw it up but King Edward's Death broke this Project. s: : i: rss c About the beginning"
0011800101_000311,"A new and universal history of England, from the earliest authentic accounts, to the end of the year 1770. Containing A Comprehensive and Accurate Description of all the Battles, Sieges, Sea-Sights, and other memorable Events, in which the English have been concerned, from the remotest Period of Intelligence. With a circumstantial Account of the Origin of this Kingdom, its Government, and its Laws; the many Revolutions it has undergone, the amazing Progress made by its Inhabitants in every Branch of Science, and their various Discoveries, Conquests, and Acquisitions in different Parts of the World. Together with faithful Delineations of the Characters of all the Princes who have swayed the British Sceptre, and other illustrious Personages, who have rendered themselves conspicuous by their Valour, their Patriotism, or their Learning. The whole tending to display the patriotic Virtues of our illustrious Ancescors, and inspire the British Youth with an Emulation of imitating their glorious Examples. By William Henry Mountague, Esq; Embelished and illustrated with a great number of curious copper-plates, from original drawings made on purpose for this work, by the celebrated Wale, and engraved by those eminent Artists, Grignion and Walker.","Mountague, William Henry",85,0,1,2,1,0,4,0,3,1,0,2,2,0,3,0,5,3,1,3,6,1,1,0,0,0,1,0,0,0,0,5,1,1,1,3,1,2,1,0,4,0,4,0,0,0,0,3,1,6,6,0,0,1,1,0,2,1,0,1,0,1775,1,2,"London : printed for J. Cooke, at the Shakespear's-Head, No. 17. in Pater-Noster-Row, [1775?].",London,653,unknown,,,FALSE,"guided by his mother, and excused himself from returning according to his father's request, under pretence of his duty to the queen . Edward thus deprived of the comforts both of a wife and a ion, pased a melancholy Christmas at St. Edmondfbury. In the mean time the court of"
