PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(answer),termFreq(appear),termFreq(author),termFreq(cafe),termFreq(concern),termFreq(copi),termFreq(countri),termFreq(court),termFreq(date),termFreq(desir),termFreq(duke),termFreq(end),termFreq(england),termFreq(fend),termFreq(follow),termFreq(form),termFreq(friend),termFreq(gener),termFreq(god),termFreq(hand),termFreq(hope),termFreq(hous),termFreq(inform),termFreq(know),termFreq(ladi),termFreq(late),termFreq(law),termFreq(letter),termFreq(life),termFreq(littl),termFreq(london),termFreq(love),termFreq(manner),termFreq(mean),termFreq(mention),termFreq(noth),termFreq(number),termFreq(offic),termFreq(order),termFreq(paper),termFreq(peopl),termFreq(person),termFreq(power),termFreq(present),termFreq(read),termFreq(reason),termFreq(receiv),termFreq(return),termFreq(servant),termFreq(sever),termFreq(taken),termFreq(think),termFreq(thought),termFreq(word),termFreq(write),termFreq(written),termFreq(wrote),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0430500700_000032,"Remarks on the life and writings of Dr. Jonathan Swift, Dean of St. Patrick's, Dublin, in a series of letters from John Earl of Orrery to his son, the Honourable Hamilton Boyle.","John Boyle, 5th Earl of Cork",66,0,1,0,4,0,0,1,4,1,0,1,0,2,0,0,1,1,3,3,0,1,0,1,1,1,0,0,0,2,0,0,0,1,0,0,1,0,1,0,1,3,3,3,1,2,1,2,1,0,0,3,0,2,2,1,2,7,1,1752,1,1,"London : printed for A. Millar, opposite to Catharine-Street in the Strand, M.DCC.LII. [1752].",London,347,male,1707,1762,FALSE,"1728 a. The pamn a Page 25ph phle1 phlet which comes next in order of succession, is written with SWIFT's usual peculiarity of humour. The title of it is, A mnodefl Proposal for preventing the Children of Poor People in Ireland, from being a burden to their Parents or Country"
0620900102_000010,"Memoirs of the life and administration of Sir Robert Walpole, ... With original correspondence and authentic papers, never before published. In three volumes. ... By William Coxe, ...",William Coxe,68,3,0,0,0,0,1,1,0,0,0,1,6,1,1,0,0,0,1,2,1,3,3,0,0,2,2,1,0,8,0,0,1,0,0,0,0,2,0,1,0,2,2,0,0,2,0,1,1,2,1,0,0,4,1,2,4,1,4,1798,2,3,"London : printed [by James Easton, Salisbury] for T. Cadell, jun. and W. Davies, 1798.",London,735,male,1747,1828,FALSE,"been. I understand the tenor of all his late letters has been to desire leave to come home; I have nothing to doe nor am I proper to advise him, but I cannot but think , since the government hfows such a disposition to make him easy in all things"
1426600105_000022,"A collection of the most remarkable trials of persons for high-treason, murder, rapes, heresy, bigamy, burglary; and other crimes and misdemeanors.",,75,1,2,2,0,0,0,1,0,0,1,2,1,0,2,0,1,1,0,2,0,2,0,1,2,1,0,0,0,19,1,1,0,0,1,4,2,0,0,2,4,4,0,3,0,0,1,1,2,1,0,1,1,0,0,2,2,0,1,1734,5,5,"London : printed, and sold by T. Read, in White-Fryars, Fleet-Street, M,DCC,XXXIV. [1734].",London,627,unknown,,,FALSE,"the Committee farther observe, that these three Letters signed Digby, Dixwell and A. D. are in the same Hand with (m) another signed C Howell, found also among Plunket's Papers , which Name of Howell is explained in Plunket's (n) Cypher to mean g/a/fgow, whom the Committee see Reason to"
0063200301_000051,"Copies of papers relative to the restoration of the King of Tanjore, the arrest of the Right Hon. George Lord Pigot, and the removal of his lordship from the government of Fort St. George, by sundry members of the council. In two volumes. ...",East India Company,78,3,2,3,3,2,2,1,7,0,4,1,0,0,0,0,0,0,7,0,1,1,1,0,2,1,0,2,0,6,1,0,0,0,2,0,0,0,0,1,8,1,1,0,0,0,0,0,3,1,2,1,0,0,1,0,5,2,0,1777,1,2,"[London] : Printed in the year, 1777.",London,592,unknown,,,FALSE,"with. your Lordflip's, letter , which will always be a matter of joy to me. Wlhat stall I write more?' (Signed) SR.EE RAM. PURTAUBIJ Arrived at Fort St. George; ay 5th';. No. 14 is a long letter from the Nabob, dated  29th April, received  upon the road. Tranjfation"
1134101100_000001,"A letter to the Right Reverend the Bishop of London, and the other the right rev. the bishops, concern'd in the publication of a pamphlet, entitled, Observations upon the conduct and behaviour of a certain sect usually distinguished by the name of Methodists. By George Whitefield, A. B. late of Pembroke-College, Oxford.",George Whitefield,90,0,6,1,3,0,5,5,0,0,0,5,0,0,0,0,1,1,3,1,1,6,1,0,2,5,0,1,0,4,0,1,8,0,2,1,0,0,0,0,3,9,1,1,0,0,2,2,0,0,1,3,0,3,0,1,0,0,1,1744,1,1,"London : printed for J. Robinson, at the Golden-Lion in Ludgate-Street; and sold at the Tabernacle, and by Mr. John Sims in Pitfield-Street, Hoxton, 1744.",London,27,male,1714,1770,TRUE,"L E T T E TO THE RIGHT REVEREND E'  T H. E Bishop of London . And the other The Right Rev. the BISHOPS, CONCERN D. IN The Publication of a Pamphlet, entitled, Ob jervations upon the condusl and Behaviour of a certain See usually dijiinguizihed by the"
0346301201_000002,A series of genuine letters between Henry and Frances.,Elizabeth Griffith,75,1,2,2,1,0,1,4,1,0,5,0,0,1,1,0,0,0,1,0,0,0,2,0,1,0,2,0,0,16,2,0,0,0,0,0,1,0,2,0,0,0,0,2,0,2,2,2,0,1,0,7,2,1,3,0,2,1,4,1770,1,4,"London : [s.n.], Printed in the Year MDCCLXX. [1770].",London,286,female,1720,1793,TRUE,"Taste was agreeable enough to fix my Attachments. I led an unfatisfacory,, vague, dilfipated Kind of Life , during this Interregnum; my Passions and Affections all in perfect Anarchy, and, like the Frogs,. petitioning for a King: My Mind was listless, and my Time sauntered away without any Rule prescribed,"
0389600100_000014,"The historie of the reformatioun of religioun within the realm of Scotland, Conteining The Manner and be quhat Persons the Lycht of Chrystis Evangell has bein manifested unto this Realme, after that horribill and universal Defectioun from the Treuth, whiche has come by the Means of that Romane Antichryst. Together with the life of Iohn Knoxe the author, and several curious pieces wrote by him; particularly that most rare and scarce one, intitled, The first Blast of the Trumpet against the Monstruous Regiment of Women, and a large Index and Glossary. Taken from the Original Manuscript in the University Library of Glasgow, and compared with other ancient Copies.","Knox, John",63,2,2,3,1,0,3,0,1,0,1,1,1,1,9,0,0,1,1,0,1,2,1,0,2,0,1,2,1,8,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,2,0,1,1,0,0,0,2,3,2,1732,1,1,"Edinburgh : printed by Robert Fleming and Company, and sold at the shops of J. Maceuen, J. Davidson, W. Brown, J. Paton, and G. Hamilton, and several other booksellers, MDCCXXXII. [1732].",Edinburgh,596,male,1505,1572,FALSE,"Religion of an inferior Degree, wherein he, with great Earnefinefs, exhorts them to Constancy in their profe[fionz and gives them some zifful Cautions against the Errors of sectaries, which were much prevailing about this Timne, both in Germany and England , and enjoins them to give due 0- bedience to"
0143601000_000020,"Monmouthshire. Historical and descriptive accounts of the ancient and present state of Ragland Castle: ... To which are added, by way of preface, brief notices of Wonastow, Tree-Owen, Dingatstow, ... Collected ... by Charles Heath, printer, Monmouth.",Charles Heath,71,1,6,0,1,0,1,1,1,0,0,5,0,0,1,1,0,1,2,1,2,1,2,6,0,3,0,0,1,3,0,0,0,1,0,1,1,1,0,1,2,0,0,1,2,1,1,1,2,3,5,1,0,4,3,0,0,0,0,1797,1,1,"[Monmouth] : Printed and sold by him [i.e. Charles Heath]; sold also by Mr. Chambers, Ragland, [1797].",,137,male,1761,1831,FALSE,"that you may clearly see what probability of relief you are like to have."" D ""SIR, SIR, "" H A V E received this day two advertisements from "" you; the first I did read , containing, as you would have ""me believe, a TRUE copy of his Majety's warrant"
0950500102_000222,"Original papers; containing the secret history of Great Britain, from the restoration, to the accession of the House of Hannover. To which are Prefixed Extracts from the Life of James II. As Written by Himself. The whole arranged and published by James Macpherson, Esq; in Two Volumes. ...",James Macpherson,69,3,7,3,0,0,4,0,0,1,0,2,4,0,1,0,1,2,1,0,0,2,2,2,2,1,0,1,0,3,0,0,0,0,0,0,1,0,0,2,2,4,0,0,0,5,0,2,3,0,1,0,0,0,0,1,3,2,1,1775,2,2,"London : printed for W. Strahan; and T. Cadell, in the Strand, MDCCLXXV. [1775].",London,716,male,1736,1796,TRUE,"written by the friends of the family of Hannover, from England and Holland, in the course of this year. ..     STUART  vol.ji. XXX STUART STUART PAPE RS. 1714 1714 T HE earl of Middleton, secretary of state to the Pretender, having retired from that office"
0978900200_000213,"The proceedings in cases of high treason, under a special commission of oyer and terminer, which was first opened at Hicks's Hall, Oct. 2, 1794, and afterwards continued at the Sessions House, in the Old Bailey. Taken in short hand, by William Ramsey.","Hardy, Thomas",67,0,2,1,1,1,1,0,3,0,1,1,2,0,0,0,0,0,1,0,2,0,0,1,1,1,0,0,1,15,0,0,1,0,0,0,0,1,2,0,2,1,3,3,0,1,2,0,2,0,0,0,2,1,2,1,3,3,2,1794,1,1,"London : printed for James Ridgway, York-Street, St. James's Square; and H. D. Symonds, Paternoster-Row, 1794.",London,820,male,1752,1832,FALSE,"you for believing him in any part; and if he comes to deceive the jury, he is not deserving of credit. He said all the books he had read upon the fubjeat were the' best, and then he said he was notfor'goingfo far as the duke of Rich rnond; that"
0108000301_000003,"The miscellaneous works, in verse and prose, of the Right Honourable Joseph Addison, Esq; In Three Volumes. With some account of the life and writings of the author, by Mr. Tickell.",Joseph Addison,62,1,1,3,5,0,1,0,1,1,2,0,1,1,2,0,0,1,3,1,0,1,1,0,0,0,0,2,0,3,1,3,0,0,1,0,0,0,0,0,0,5,0,2,1,1,0,1,1,2,0,3,2,0,3,0,2,2,1,1777,1,3,"London : printed for W. Strahan, J. F. and C. Rivington, R. Horsfield, T. Caslon, T. Longman, C. Rivington, T. Cadell, and E. Johnston, M.DCC.LXXVII. [1777].",London,299,male,1672,1719,TRUE,"into form at ?ienna, as appears from a letter to Mr. Stepney, then, minister at that court , dated in November 1702 Some time before the date of this.let ter, Mr. Addison had designed to return to. England , when he received advice from his friends , that he was"
0995600106_000413,"A complete collection of state-trials, and proceedings for high-treason, and other crimes and misdemeanours; from the reign of King Richard II. to the reign of King George II. In Six Volumes. With two alphabetical tables to the whole.",,77,0,1,6,0,0,0,0,0,0,4,2,1,0,2,0,3,0,1,0,0,1,0,1,4,1,0,1,0,14,0,1,0,0,0,0,3,1,1,0,0,5,0,1,0,0,1,2,3,1,4,3,2,0,0,2,3,1,1,1742,6,6,"London : printed for the undertakers, John Walthoe Sen. and Jun. Thomas Wotton, Charles Bathurst, Jacob and Richard Tonson, and the representatives of John Darby, deceased. And also for J. Basket, J. Roberts, D. Midwinter, E. Grafton, G. Strahan, E. Curll, W. Innys, T. Woodward, S. Richardson, A. Ward, J. and P. Knapton, T. Cox, J. Peele, S. Birt, R. Vincent, D. Browne, T. Longman, C. Hitch, H. Lintot, B. Creake, J. Clarke, R. Hett, J. Shuckburgh, T. Waller, A. Millar, J. Wood, J. Pemberton, Tho. Brown, J. Stagg, and the Executors of S. Buckley, M.DCC.XLII. [1742].",London,984,unknown,,,FALSE,"Loirdl of the Council.' But lie afterwards conf: fitd, (as your Committee are informed ) that in this, and other Examilnations, he hlad endeavoured all he could, to create Diffidence and Suspicions among his Majcily's Servants . These Informations of Niwoce are contained, great Part of them, in a Paper"
0349900123_000074,"The parliamentary or constitutional history of England; being a faithful account of all the most remarkable transactions in Parliament, from the earliest times. Collected from the journals of both Houses, the records, ... By several hands. ...",Great Britain. Parliament,61,1,0,0,1,0,1,0,0,0,0,2,0,1,1,0,3,1,0,6,0,2,2,4,1,0,0,2,0,3,1,2,1,0,1,1,1,5,1,2,1,1,0,1,1,2,1,0,1,0,0,1,1,0,1,1,1,1,1,1761,23,24,"London : printed; and sold by Thomas Osborne; and William Sandby, 1751-61.",London,485,unknown,,,FALSE,"plainly with you, and hope we stall continue fill to do lo. As soon as the worthy Aldermen and the other two Gentlemen, your Commissioners, came the last Night to us, we acquainted them with our Purpose to draw the Headquarters to uxlbrld.c, that so we might contract our Quarters,"
0495500103_000007,"Memoirs of Edmund Ludlow, Esq; Lieutenant-General of the Horse, Commander in Chief of the forces in Ireland, ... With a collection of original papers, ... To which is now added, the case of King Charles I. With a copious index. In three volumes. ...",Edmund Ludlow,72,2,1,1,0,1,1,0,0,1,0,3,0,0,2,0,0,0,2,1,0,3,0,4,1,1,0,3,1,1,4,1,0,0,1,4,1,1,2,1,3,3,2,2,1,2,2,3,4,0,0,1,2,0,3,0,0,0,0,1751,3,3,"Edinburgh : printed by Sands, Murray, and Cochran. For W. Sands, A. Kincaid & A. Donaldson, J. Brown, and C. Wright, 1751.",Edinburgh,422,male,1617,1692,FALSE,"petition old be drawn, and presented to the King, o issue out a proclamation for requiring all thole f the late King's judges, and others therein na ed, to Surrender themselves within the space f fourteen days, under pain of exception from he benefit of the aft, both for life"
0104600104_000048,"The works of the Reverend Dr. Jonathan Swift, Dean of St. Patrick's, Dublin. In twenty volumes. Containing, I. His Miscellanies in prose. II. His poetical writings. III. Gulliver's Travels. IV. Papers relating to Ireland, and the Drapier's Letters. V. The conduct of the allies and the examiners. VI. The publick spirit of the whigs, &c. and polite conversation. VII. Letters to and from Dr. Swift. VIII. Directions to servants, sermons, poems, &c. IX. Letters; the history of the last session of Parliament, and the peace of Utrecht, &c. X. Sermons and other Pieces. XI. Letters, &c. the author's life and poems. XII. History of the four last years of Queen Anne's Reign; Letters; and Sermons, &c. Collected by Deane Swift, Esq. XIII. Letters to and from several very eminent persons; poems on various occasions. Collected by Deane Swift, Esq. XIV. XV. and XVI. Letters to and from Dr. Swift. With notes by the Rev. T. Birch, D.D.F.R.S. John Hawkesworth, L.L.D. and others. With many original pieces. XVII. XVIII. and XIX. Letters to & from Dr. Swift. Collected by D. Swift, Esq. with several originals. XX. Tale of a tub.",Jonathan Swift,62,2,0,0,1,1,1,1,2,3,0,0,0,1,3,0,1,0,0,0,0,1,1,3,3,0,0,1,2,3,0,2,1,0,1,1,0,1,2,2,2,2,3,1,0,6,2,1,0,0,0,0,0,2,0,0,2,1,0,1772,4,20,"Dublin : printed by George Faulkner, MDCCLXXII. [1772].",Dublin,477,male,1667,1745,TRUE,"entertained; That, as Philosophers say,  Virtue is seated in the Middle;  so in another Sense, the little Virtue left in the World is chiefly to be found among the middle Rank of Mankind; who are neither allured red out of her Paths by Ambition, nor driven by Poverty."
1069700101_000065,"Letters written by the late Right Honourable Philip Dormer Stanhope, Earl of Chesterfield, to his son, Philip Stanhope, Esq; Late Envoy Extraordinary at the Court of Dresden: Together with several other pieces on various subjects. Published by Mrs. Eugenia Stanhope, from the originals now in her possession. In four volumes. ...","Philip Stanhope, 4th Earl of Chesterfield",73,3,2,0,1,0,0,1,1,0,0,3,0,0,0,0,0,2,1,1,0,0,3,1,3,5,1,0,0,10,0,1,2,0,3,1,0,2,1,0,0,1,1,0,1,1,5,0,1,0,0,0,0,4,2,0,4,3,2,1775,1,4,"London : printed for J. Dodsley, in Pall-Mall, M.DCC.LXXV. [1775].",London,367,male,1694,1773,TRUE,"attention to the present objec, and, in some degree, banish, for that time, all other objects from his thoughts . If at a ball, a supper, or a party of pleasure, a man were to be solving, in his own mind, a problem in Euclid, he would be a very"
0115200500_000001,"A narrative of what passed between General Sir Harry Erskine and Philip Thicknesse, Esq; in consequence of a letter written by the latter to the Earl of B-, relative to the publication of some original letters and poetry of Lady Mary Wortley Montague's, then in Mr. Thicknesse's possession.",Philip Thicknesse,67,0,0,1,1,3,1,0,1,2,0,1,0,1,0,0,2,0,5,4,0,0,1,0,0,2,1,0,2,6,1,1,1,0,2,1,1,0,0,0,0,3,2,1,3,1,0,2,1,0,0,3,1,2,2,0,1,1,3,1766,1,1,"London : printed for J. Williams, next the Mitre Tavern, Fleet-street; and R. Davis, bookseller, in Piccadilly, MDCCLXVI. [1766].",London,29,male,1719,1792,FALSE,"N ARRA TIE Of ha afibedbetweat Veneral Sit hatpy ersking And PHILIP THICKNESSE, E: ; [Price One Shilling.] A N A RR AT I V E Of what passed between General Sir HARRY ERSKINE And PHILIP THICKNESSE, Esq; In consequence of a LETTER written by the latter to the EARL"
0400600103_000107,"The history of England. From the first entrance of Julius Cæsar and the Romans, to the end of the reign of King James the first. Containing the Space of 1678 Years. With a compleat index. By Laurence Echard, A. M. Prebendary of Lincoln, and Chaplain to the Right Reverend William, Lord Bishop of that Diocese.",Laurence Echard,69,1,0,3,1,1,0,0,3,0,0,2,0,1,7,0,2,1,2,0,1,1,2,2,2,0,0,3,0,3,0,2,1,1,0,3,1,0,3,1,2,0,1,1,1,3,0,2,2,1,0,1,1,0,1,2,1,0,0,1718,3,3,"London : printed for Jacob Tonson, within Grays-Inn Gate next Grays-Inn Lane, MDCCVII. [1718].",London,1036,male,1670,1730,FALSE,"m niainy alnd cl!'whre. S, evkral, cnllcral cmediic s were undertaken by 5ihe ilpulick for the (' tii o tllis unicomnlmn i)iluemnpercl: The firt lealin, Method, was a Proclanmation to commandl a (, rn'ral l, to ic rcligioufly ol)trv'd Ill oullout the Kinl!, do of /'.uland, that a'/'ycrs .id St"
0355300101_000040,"The works of the Right Reverend Thomas Newton, D. D. Late Lord Bishop of Bristol, And Dean of St. Paul's, London. With some account of his life, and anecdotes of several of his friends, written by himself. In three volumes. ...",Thomas Newton,68,0,2,0,1,1,2,0,0,1,3,1,7,0,0,0,1,0,2,0,0,1,1,1,3,2,0,0,0,5,2,0,10,0,0,1,2,2,0,1,0,2,0,0,1,0,0,0,5,1,0,1,0,0,2,0,2,0,2,1782,1,3,"London : printed for John, Francis and Charles Rivington, No 62, Saint Paul's Church-Yard, MDCCLXXXII. [1782].",London,1001,male,1704,1782,FALSE,"privity of the Archbishop, several whose names were scarcely known before, and some by no means worthy of the honour. Other instances of neglea might be mentioned ; and some of his friends thought him blameable in wanting a proper spirit of resentment. But he answered like a wife and"
