PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(appear),termFreq(author),termFreq(brought),termFreq(cafe),termFreq(caus),termFreq(charg),termFreq(christ),termFreq(common),termFreq(court),termFreq(death),termFreq(debt),termFreq(declar),termFreq(defend),termFreq(error),termFreq(evid),termFreq(execut),termFreq(faith),termFreq(form),termFreq(gener),termFreq(god),termFreq(grant),termFreq(guilti),termFreq(hall),termFreq(hand),termFreq(hous),termFreq(judg),termFreq(judgment),termFreq(juri),termFreq(justic),termFreq(king),termFreq(know),termFreq(land),termFreq(law),termFreq(life),termFreq(manner),termFreq(matter),termFreq(natur),termFreq(offic),termFreq(opinion),termFreq(order),termFreq(parti),termFreq(peopl),termFreq(person),termFreq(plaintiff),termFreq(plea),termFreq(plead),termFreq(power),termFreq(reason),termFreq(record),termFreq(return),termFreq(rule),termFreq(set),termFreq(sever),termFreq(term),termFreq(think),termFreq(trial),termFreq(word),termFreq(world),termFreq(writ),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0501600102_000186,"Reports of adjudged cases in the Courts of Chancery, King's Bench, Common Pleas and Exchequer, from Trinity term in the second year of King George I. to Trinity term in the twenty-first year of King George II. Taken and collected by the Right Honourable Sir John Strange, ... In two volumes. ...","Strange, John, Sir",86,0,2,0,1,3,2,0,0,1,8,0,0,4,10,2,0,2,0,0,2,0,5,0,0,0,2,2,0,4,2,0,1,0,1,0,0,0,0,4,2,0,1,0,0,5,2,2,0,1,3,3,1,0,1,3,0,2,0,0,2,1755,2,2,"[London] : In the Savoy: printed by Henry Lintot, for William Sandby, 1755.",London,659,male,1696,1754,FALSE,"out and found for the defendant ; were sent out a second, and a third time to reconsider it, and still adhered to their verdi t; and being asked man by man, they separately declared they found for the defendant . Upon this a new trial was moved for, and"
0122200400_000040,"The compleat attorney's practice in English, in the courts of King's Bench and Common Pleas At Westminster. Containing The best Rules and Methods of Practice therein, from the Commencement of the Action to the Execution; and also Forms of Original and Judicial Writs and Processes, and the greatest Variety of Precedents of Declarations, Pleadings, Demurrers, Issues, and Records for Trial, Judgments, Writs of Error, Habeas Corpus's, Prohibitions, Informations, &c. of any Book hitherto publish'd. Likewise the Law of Actions; whether Personal, as Debt, Case, Covenant, Trespass, Trover, Slander, &c. or Real, as Ejectments, Assises, Formedons, Dower, &c. with particular Directions how to prosecute them. All regulated and compleated, Agreeable to the late Statutes for altering and amending the Law. Volume II.",Giles Jacob,136,0,1,0,7,3,2,1,0,0,8,0,4,1,4,29,0,6,0,1,0,0,0,0,1,0,0,3,1,1,1,1,0,0,2,1,0,0,0,0,0,1,4,0,3,6,1,1,0,0,7,1,1,0,2,1,0,0,1,0,29,1737,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edward Sayer, Esq; for F. Clay, at the Bible without Temple-Bar; and H. Lintot, at the Cross-Keys, over-against St. Dunstan's Church in Fleetstreet, MDCCXXXVII. [1737].",London,513,male,1686,1744,FALSE,"714,, c, Ec. But when Faults are small, they Sometimes pass as vitium Clerici: And by a late Statute it is enacted, That all Writs of Error , wherein there shall be any Variance from the original Record , or otherfde sect, may be amended and made agreeabil to the"
1408400202_000021,"Eunomus: or, Dialogues concerning the law and constitution of England, with an essay on dialogue.",Edward Wynne,97,1,1,0,1,7,3,1,0,2,10,0,0,2,10,0,2,0,0,0,1,0,2,0,1,1,0,0,1,3,0,0,1,0,1,0,1,1,1,1,0,1,1,0,2,5,4,8,0,2,2,2,1,2,2,1,1,8,0,0,0,1774,2,4,"London : printed for Benjamin White, at Horace's Head, Fleet Street, MDCCLXXIV. [1774].",London,266,male,1734,1784,FALSE,"feturn of the Freeholder's Book for a Special Jury to be firuck by the Officer of thle Court s in that cafe the Coroner must; return the list s and even where this precaution is negle~ted, a challenge may be taken to the array of a Special Jury at the"
0174100600_000163,"The new instructor clericalis, stating the authority, jurisdiction, and modern practice of the Court of Common Pleas. With, Directions for commencing and defending Actions, entering up Judgments, suing out Executions, and proceeding in Error. To which are added, the rules of the court, Modern Precedents, and several other Matters necessary to be known by Attornies and their Clerks, in Town and Country. The whole illustrated by useful notes and observations from the best authorities; and a copious index By John Impey, Inner-Temple.","Impey, John",80,0,1,0,1,7,0,3,0,1,5,0,4,1,5,1,0,5,0,0,1,0,1,0,0,1,0,5,3,1,2,2,0,0,1,0,0,0,0,2,0,1,2,0,0,3,2,2,1,0,0,2,2,2,0,1,1,2,0,0,6,1794,1,1,"London : printed by A. Strahan and W. Woodfall, Law Printers to the King's most Excellent Majesty, for J. Butterworth, Fleet Street, 1794.",London,870,male,,,FALSE,"himself, and not ""'YS  ttnd attorney.. That the time appointed by the the par t the orlceforexecuting inquiry was between the hours dcftndat. ten and five. It was admitted that both objec in were good; but it was insisted that both were trd by an attorney attending on the"
1201802500_000123,"Acts of Assembly, passed in the island of St. Christopher; from 1711, to 1735, inclusive.",Saint Kitts,124,1,3,0,1,7,3,0,0,0,17,0,1,0,5,12,4,4,0,0,0,0,0,0,11,0,0,4,0,3,2,1,0,3,2,0,0,0,0,1,0,2,3,0,2,7,1,3,0,1,1,1,2,0,2,0,0,1,0,0,13,1739,1,1,"London : printed by John Baskett, Printer to the King's Most Excellent Majesty, MDCCXXXIX. [1739]-40.",London,224,unknown,,,FALSE,"and the Expenses born by the Owner of such Goods or Lands . L § 20 No Execution shall be awarded between the 3 ift of Augufi and the 1 ft of March, yearly: Provided, that Writs of Possession of Lands or Slaves, may be executed at any time. LI"
1069300100_000285,"An institute of the laws of England; or, the laws of England in their natural order, according to common use. Published for the directions of young beginners, ... In four books. By Thomas Wood, ...",Thomas Wood,113,0,1,0,0,1,3,0,0,1,20,0,1,3,2,4,0,0,0,0,1,0,0,0,1,0,1,3,2,0,2,5,0,0,3,0,1,3,0,7,0,5,3,0,3,1,10,1,2,0,5,2,6,1,0,1,0,1,1,0,6,1728,1,1,"[London] : In the Savoy: printed by E. and R. Nutt and R. Gosling, (assigns of E. Sayer, Esq;) for Bernard Lintot, and Richard Williamson, 1728.",London,715,male,1661,1722,FALSE,"to Law for that is the Will of the King . I llall set forth the Subordinate Oficers of this Court and its Yurif di8ion. i. As to the Officers . The Subordinate Officers on the crown fide, or for Pleas of the Crown, arethe Clerk of the Crown with"
0171900200_000396,"An institute of the laws of England: or, the laws of England in their natural order, according to common use. Published For the Direction of Young Beginners, or Students in the Law; and of Others that Desire to have a General Knowledge in our Common and Statute Laws. In four books. By Thomas Wood, L.L.D. and Barrister at Law. The ninth edition, revised, corrected, and enlarged by considerable additions from the new reports and manuscript cases, a also from the statutes, which are brought down to the present Time, and by upwards of one thousand additional References: by a barrister at law.",Thomas Wood,95,2,0,0,0,1,3,0,0,1,7,0,0,2,3,4,2,6,0,2,2,0,0,0,3,1,0,0,1,3,0,2,0,3,5,0,0,1,0,1,0,1,1,0,5,3,4,1,0,1,5,1,0,1,1,0,1,2,0,0,13,1763,1,1,"London : printed by H. Woodfall and W. Strahan, Law Printers to the King's Most Excellent Majesty; for T. Osborne, C. Hitch and L. Hawes, J. Worrall, J. Whiston and B. White, H. Woodfall, J. Beecroft, W. Strahan, J. Rivington, R. Baldwin, W. Johnston, W. Owen, J. Richardson, T. Caslon, S. Crowder, T. Pote, Z. Stuart, J. Fletcher, T. Payne, P. Uriel, W. Flexney, W. Nicholl, and A. Shuckburgh, M.DCC.LXIII. [1763].",London,740,male,1661,1722,FALSE,"ch. 8 after Verdict on any Ation), unlfi the Party bringing the wyrit enter into a Recognisance vitb two Sureties in double the Sunt recovered, (or by 16 & 17 Car. 2 ch. 8 on any Grit cf Dorer or Ejeglment after Verdict, infucb Sum as the Court hall think"
0678200100_000464,"Acts, passed in the island of Barbados. From 1643, to 1762, inclusive; Carefully revised, innumerable Errors corrected; and the Whole compared and examined, with the original acts, In the Secretary's Office. By the late Richard Hall, Esquire: One of the Representatives in the General-Assembly, for the Parish of St. Michael; and one of His Majesty's Justices of the Peace, for the said Island, near Thirty Years; And since his Death, continued by his son, Richard Hall. To which is added, An index; and abridgment: With many useful Notes, References and Observations, never before published. And also A List of all the Laws, passed from the Settlement of the Island; which are now become Obsolete, Expired, or have had their Effect.",Barbados,109,3,3,0,2,1,1,0,0,3,11,3,0,1,10,3,1,3,0,0,0,0,0,1,13,0,0,1,0,0,6,0,0,0,0,0,0,0,1,3,0,2,2,0,5,9,5,4,0,1,1,2,1,1,1,0,0,2,0,0,3,1764,1,1,"London : printed for Richard Hall, MDCCLXIV. [1764].",London,631,unknown,,,FALSE,"the day of Complaint, and time of Judgement, to be proved by two Witnesses, the Offender ( hall not be liable to the penalty of CO. III If the Complainant cannot prove such Detinue at all, or can prove but part of the number of Slaves detained; the Justices ("
0528200200_000592,"A digest of adjudged cases in the Court of King's Bench, from the Revolution to the present period, alphabetically arranged under the different heads of practice. Comprehending All the approved Determinations during the Time that the Lord Chief Justices Holt, Parker, Pratt, Raymond, Hardwicke, Lee, and Ryder, Presided on that Bench; and also those of the present Lord Chief Justice. By a gentleman of Lincoln's Inn.",Great Britain. Court of King's Bench,119,0,1,0,3,5,5,1,0,0,13,0,3,1,8,12,0,3,0,3,2,0,0,5,0,0,0,2,0,2,4,0,0,0,3,0,0,4,0,0,3,1,1,0,2,11,0,2,0,0,0,2,3,2,1,0,1,1,0,0,9,1775,1,1,"London : printed by W. Strahan, and M. Woodfall, Law-Printers to the King's Most Excellent Majesty; for G. Kearsly, at No. 46, in Fleet-Street; and G. Robinson, in Pater-Noster Row, M.DCC.LXXV. [1775].",London,877,unknown,,,FALSE,"a partial payment of a debt of the said Sutton, (which was thereby liquidated and ascertained) to his several creditors, viz. 15s. in the pound by inf/allments; which bond was to be forfeited, if Sutton Should make default in the said payment. The defendant brought this writ of error on"
0174500102_000165,"Reports of the cases argued and adjudged in the King's Courts at Westminster. In three parts. Part. I. Containing Cases in the Court of King's Bench, &c. beginning in Hilary Term in the 16th Year of the Reign of King George the Second, and ending in Hilary Term in the 26th. Part II. Containing Cases in the Court of Common Pleas, &c. beginning in Hilary Term in the 26th Year of the Reign of King George the Second, and ending in Trinity Term in the 9th Year of the Reign of his present Majesty King George the Third. Part III. Containing Cases in the Court of Common Pleas, from Michaelmas Term in the 10th Year of King George the Third, 1769, until Easter Term in the 14th Year of his Reign 1774, (with four Cases before that Time) ending with the Cases of Tyssen Esq; against Clarke, in a Writ of Right, tried at the Bar by the Grand Assize; wherein the Demandant recovered seisin in fee of Tenements whereof his Father (whose heir he is) was seised within Sixty Years then last past: Together with Copies of the whole Process, Pleadings, Verdict and final Judgment therein, taken from the Records. By George Wilson, Serjeant at Law. With tables of the principal matters, Names of the Cases contained in the three Parts; and some Account of the Lords the Judges, Serjeants at Law, and most eminent Counsel attending the Bar during that Time.","Wilson, George",103,0,1,1,0,2,3,8,0,1,4,0,3,3,7,1,3,8,0,0,1,0,1,0,1,0,0,2,0,4,1,2,0,0,0,0,0,2,0,1,4,1,1,0,1,8,0,1,0,1,0,0,6,0,1,12,0,3,3,0,1,1792,2,3,"Dublin : printed for Luke White, 1792.",Dublin,485,male,,,FALSE,"to the said ljames his damage of 35oo/. and therefore he prays relief, W. The defendant pleaded the general illue, and the cause having been tried before Lord Chief Justice wlih/l t, there was a verdict for tile plaintiffand 500ool. damages, The plaintiff's declaration fully slates his cafe ; for"
0997500202_000022,"Eunomus: or, dialogues concerning the law and constitution of England. With An essay on dialogue. ...",Edward Wynne,114,0,1,0,0,5,7,1,0,5,11,0,0,8,15,0,1,2,0,1,3,0,2,0,0,1,0,1,0,4,1,0,1,0,1,0,2,4,2,1,0,3,3,0,0,6,3,7,0,1,0,3,1,2,1,1,1,2,0,0,0,1768,2,4,"London : [s.n.], Printed in the Year MDCCLXVIII. [1768].",London,272,male,1734,1784,FALSE,"a concfru&ive contempt of the Court . This is a general Motion, and may (as the opprefion itself may) arise in any stage of the cause . The Suit itself, as well as the Process, may be irregular; and then it will occasion a maotion to Jlay Proceedings in a"
0171900200_000344,"An institute of the laws of England: or, the laws of England in their natural order, according to common use. Published For the Direction of Young Beginners, or Students in the Law; and of Others that Desire to have a General Knowledge in our Common and Statute Laws. In four books. By Thomas Wood, L.L.D. and Barrister at Law. The ninth edition, revised, corrected, and enlarged by considerable additions from the new reports and manuscript cases, a also from the statutes, which are brought down to the present Time, and by upwards of one thousand additional References: by a barrister at law.",Thomas Wood,99,0,3,0,3,5,2,0,0,1,19,1,2,2,3,0,1,1,0,0,3,0,0,0,1,1,0,1,0,1,1,4,0,1,4,1,0,1,3,2,0,1,2,0,7,2,4,1,0,1,1,0,2,0,2,1,0,2,2,0,4,1763,1,1,"London : printed by H. Woodfall and W. Strahan, Law Printers to the King's Most Excellent Majesty; for T. Osborne, C. Hitch and L. Hawes, J. Worrall, J. Whiston and B. White, H. Woodfall, J. Beecroft, W. Strahan, J. Rivington, R. Baldwin, W. Johnston, W. Owen, J. Richardson, T. Caslon, S. Crowder, T. Pote, Z. Stuart, J. Fletcher, T. Payne, P. Uriel, W. Flexney, W. Nicholl, and A. Shuckburgh, M.DCC.LXIII. [1763].",London,740,male,1661,1722,FALSE,"be Jvbjel to all the Penalties of eontemnitig a Rule of doit ..as. ihe was a Suitor or Defendant in fch Court , and the Court on Motion Jalli i iie Process accordingl], which procejijhall not be Jlopped or dela ed by any Order or Process of any other Court"
0503900102_000389,"A general abridgment of cases in equity, argued and adjudged in the High Court of Chancery, &c. With several cases never before published, alphabetically digested under proper titles; with notes and references ... And three tables, ... By a gentleman of the Middle Temple.",Great Britain. Court of Chancery,102,1,0,0,1,6,4,2,0,2,13,3,2,2,5,0,2,1,0,0,1,0,3,0,1,1,0,2,0,0,2,1,0,0,9,0,0,2,0,0,6,1,0,0,1,8,3,2,0,0,2,2,1,0,0,1,1,6,2,0,0,1756,2,2,"[London] : In the Savoy: printed by and for Henry Lintot, 1756.",London,802,unknown,,,FALSE,"is proper to be determined at Law , and it has been there debated and determined. If the Judge who tried the Cause had been mistaken in his Opinion , you would have had a new Trial . The Duchess has the Benefit of what was done before the Duke's"
0572801700_000133,"The new instructor clericalis, stating the authority, jurisdiction, and modern practice, of the Court of King's Bench. With Directions for commencing and defending Actions, entering Judgments, suing out Executions, and proceeding in Error. To Which Are Added, The Rules of the Court, Modern Precedents, and several other Matters necessary to be known by Attornies, and their Clerks, In Town And Country. The whole illustrated by useful Notes and Observations from the best Authorities. The fourth edition; To which are added, several New Titles, and all the Modern Determinations in Cases of Practice, to the End of the last Term; with a copious Index. By John Impey, Inner-Temple.","Impey, John",85,1,2,0,1,6,2,2,0,0,5,0,3,0,4,2,1,6,0,1,1,0,1,0,2,2,1,3,0,1,2,0,1,0,2,0,0,0,0,3,0,1,2,0,1,7,1,0,0,0,0,1,6,2,0,1,1,1,0,0,6,1788,1,1,"London : printed for the author, by His Majesty's law printers; and sold by Thomas Whieldon, No. 43, Fleet-Street, MDCCLXXXVIII. [1788].",London,688,male,,,FALSE,"received, you mult give evidence . Rule for judge . On the day of the return , give a rule for judge ! nmnt. ment at the clerk of the rules , naming your cause on a slip of paper, and writing on it, "" Rule for judgement on inquiry,"""
1065900102_000250,"Reports of adjudged cases in the Courts of Chancery, King's Bench, Common Pleas and Exchequer, from Trinity term in the second year of King George I. to Trinity term in the twenty-first year of King George II. Taken and collected by the Right Honourable Sir John Strange, Knt. Late master of the rolls. In two volumes. Published by his son John Strange, of the Middle Temple, Esq; ...","Strange, John, Sir",88,0,3,0,0,0,2,0,0,2,4,2,2,1,7,2,4,1,0,0,0,0,2,3,1,0,0,1,1,1,12,1,0,0,1,0,0,2,0,4,0,4,3,0,1,2,4,2,1,1,0,3,3,4,0,0,0,0,0,0,1,1781,2,2,"London : printed for J. Wenman, No. 144, Fleet-Street; and sold by all the booksellers in Great Britain and Ireland, MDCCLXXXI. [1781-1782].",London,617,male,1696,1754,FALSE,"issue 6 They who ale not chaigeable to repair bridges of common right, may difclarge th m filves upon Not guilty 130 Ufurioos contrac good evidence on non alumprfit 498 In replevin, on non cepit, it is good evidence for the defendant , that the goods were taken in another"
0797500102_000463,"An universal history of arts and sciences: ... The whole extracted from the best authors in all languages, ... By ... Dennis De Coetlogon, ...","De Coetlogon, Dennis",105,1,2,0,2,1,2,1,0,5,18,0,1,1,1,3,0,3,0,0,1,0,1,0,0,0,0,2,1,3,1,2,0,0,4,0,0,2,0,6,1,1,1,0,4,1,8,2,0,0,5,3,0,0,0,2,0,0,0,0,13,1745,2,2,"London : printed and sold by John Hart, 1745.",London,1346,unknown,,,FALSE,"ly .i e oi' tlis Stalttl te, revelrfe Jutgilncnlts sot Errors lic'i of ell calllot be blroln'c lt on any ( Record tiv I'h L t; 1 t11dg1e1m: It Iis not; 111in inlt('lou  xcdi !tlil t, btt it nit11t be a litis J udgmlert alter A llritojl' rrormlly not"
