PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(allow),termFreq(appear),termFreq(appoint),termFreq(better),termFreq(cafe),termFreq(caus),termFreq(charg),termFreq(chariti),termFreq(children),termFreq(church),termFreq(citi),termFreq(counti),termFreq(court),termFreq(famili),termFreq(gave),termFreq(gener),termFreq(god),termFreq(hall),termFreq(hand),termFreq(hous),termFreq(inhabit),termFreq(justic),termFreq(king),termFreq(labour),termFreq(laid),termFreq(land),termFreq(law),termFreq(littl),termFreq(live),termFreq(mean),termFreq(monei),termFreq(offic),termFreq(order),termFreq(paid),termFreq(parish),termFreq(peac),termFreq(peopl),termFreq(person),termFreq(poor),termFreq(pound),termFreq(power),termFreq(present),termFreq(provid),termFreq(rate),termFreq(reason),termFreq(receiv),termFreq(relief),termFreq(remov),termFreq(rich),termFreq(school),termFreq(set),termFreq(settlement),termFreq(tax),termFreq(think),termFreq(town),termFreq(want),termFreq(wife),termFreq(work),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0340300800_000025,"The history of the poor laws: with observations. By Richard Burn, LL. D. One of his Majesty's Justices of the Peace for the County of Westmorland.",Richard Burn,97,0,0,0,1,0,0,0,2,0,1,0,2,4,0,1,0,4,0,1,3,4,0,9,1,0,1,2,2,0,0,0,1,2,3,1,5,1,3,7,10,0,1,1,4,3,1,1,5,0,0,0,3,0,2,0,3,0,0,2,1764,1,1,"London : printed by H. Woodfall and W. Strahan, Law-Printers to the King's most Excellent Majesty ; for A. Millar, in the Strand, M.DCC.LXIV. [1764].",London,298,male,1709,1785,FALSE,"they shall see convenient; till uich man child hall come to the age of 24 years, and such womanchild till the age of 2 r. The fanme to be as effecrual, as if such child were of full age, and by indcn: ure of covenant bound him or herself. And"
0592401500_000024,"The modern parish officer; or the parish officer's complete duty. Brought down to the present period. Containing all the statute-laws now in force. Together With the adjudged Cases relating to every Kind of Parish Business, placed in Alphabetical Order. A Work essentially necessary for Constables, Churchwardens, Overseers of the Poor, Surveyors of the Highways, Justices of the Peace, Attornies, Headboroughs, Tithingmen, Sidesmen, Vestrymen, Scavengers, &c. who would wish to execute their respective Offices with safety and Satisfaction. It is also a necessary Companion for every Inhabitant of a Parish, who may not be a Parish Officer; as it will enable him to judge whether the Parish Duties are properly executed by others, and to defend himself against the Ignorance of those who are unacquainted with their Duty, as well as the arbitrary Measures of those, who too frequently want to exercise an Authority which they are not warranted to do by Law. By a gentleman of Lincoln's Inn.",Philip Carteret Webb,107,2,0,0,1,0,1,0,1,0,2,5,1,1,2,0,0,0,1,3,0,4,2,7,0,0,0,10,2,0,0,0,1,0,3,0,9,3,0,9,7,3,1,0,3,12,0,4,2,1,0,0,1,1,1,0,1,0,0,0,1774,1,1,"London : printed by W. Strahan, and M. Woodfall Law-Printers to the King's most Excellent Majesty.. And sold by G. Kearsly, No. 46, Fleet-Street, F. Newbery, the Corner of St. Paul's Church Yard, and W. Flexney, opposite Gray's Inn-Gate Holborn, M,DCC,LXXIV. [1774].",London,374,male,1702,1770,FALSE,"of such lands ; the personal estates of the inhabitants being chargeable with everything not relating to the fabiick ol the church , or the repairs of the fences of the churchyard, or such other things as concert the the freehold : therefore some have been of opi ion, that"
0451700500_000025,"A system of English ecclesiastical law. Extracted from the Codex juris ecclesiastici anglicani of the Right Reverend the Lord Bishop of London. For the Use of Young Students in the Universities, who are designed for Holy Orders. By Richard Grey, D. D. Rector of Kilncote in Leicestershire, And Official of the Archdeaconry of Leicester.","Grey, Richard",105,0,3,0,0,0,2,0,1,1,1,4,0,0,1,3,0,0,3,1,2,1,3,7,0,1,0,3,0,0,0,0,1,1,3,0,7,4,1,17,7,1,0,1,1,0,0,4,5,3,0,0,0,7,0,1,0,2,0,2,1743,1,1,"[London] : In the Savoy: printed by Henry Lintot (assignee of Edw. Sayer, Esq;) for J. Stagg in Westminster-Hall, and D. Browne at the Black Swan without Temple-Bar; and sold by S. Birt at the Bible and Ball in Ave-Mary Lane, MDCCXLIII. [1743].",London,554,male,1694,1771,FALSE,"the Care of the. Overseers of the Poor of that Parish , where he last gained such a Settlement , if he falls into Poverty, and wants Relief : And where he himself is fettled, his Family mufi follow him. ,. How may a Person who has not. gained a"
0848500300_000061,"The statute-Law common-plac'd: or, a second general table to the statutes. Containing the purport and effect of all the acts of Parliament in force from Magna Charta down to the Reign of King George, in a Method perfectly New and Regular; with the numerous Proviso's and additional Clauses inserted under their proper Titles. The Whole Very useful to Counsellors, Attornies, Solicitors, Justices of the Peace, Mayors, Sheriffs, Coroners, Clergymen, Merchants, and all Trading Persons. The second edition. By G. Jacob, gent.",Giles Jacob,113,2,0,0,3,1,0,0,0,0,3,1,0,1,0,1,0,4,0,0,1,0,2,8,3,0,0,1,0,0,0,0,2,7,1,0,11,1,0,10,12,0,0,0,1,3,0,7,5,4,0,0,4,5,3,0,2,1,0,3,1730,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edw. Sayer, Esq;) for Bernard Lintot, between the Temple Gates, MDCCXXX. [1730].",London,239,male,1686,1744,FALSE,"All Places of of Trust, ec. in the Plantations to be in the Hands of the Natives of England, Ireland, or the said Plantations. 1 ID t z Governors, cof Plantations opprefing his Majesty's W. 3 CI .subje&s in their Governments, the same to be inquired into and determined in"
0501400200_000073,"An institute of the laws of England; or, the laws of England in their natural order, according to common use. Published for the Direction of Young Beginners, or Students in the Law; and others that desire to have a General Knowledge in our Common and Statute Laws. In four books. By Thomas Wood, L. L. D. and Barrister at Law. The fourth edition corrected. To which is added Some thoughts concerning the study of the laws of England in the two universities, (which is not in the English Edition) by the same Author.",Thomas Wood,87,4,0,0,2,1,1,0,1,2,4,1,0,3,1,0,0,1,0,0,0,1,2,2,1,0,0,3,1,0,0,0,2,4,1,0,4,6,2,1,13,0,3,0,1,1,0,1,1,0,0,1,4,0,2,1,4,0,0,4,1724,1,1,"Dublin : printed by J. Watts, and sold opposite the Watch-House, on the North Side of College-Green, MDCCXXIV. [1724].",Dublin,718,male,1661,1722,FALSE,"Poor to Work by a Taxation, or by making a Rate upon every Inhabitant , and upon eve. ry Occupier of Lands , Hoiufes, Tithes, Coal mines, or saleable Un. der wvood, and on Petfonal Estates within the Parish , to raise a con. venient Stock of Flax, Hemp, Wool,"
0753200302_000030,"The practical justice of peace: or, a treatise shewing the present power and authority of that officer, ... Compiled from the common and statute law, ... The third edition, corrected and amended, with large additions ... By Joseph Shaw, ... In two volumes. ...","Shaw, Joseph",117,0,1,0,3,0,4,0,2,0,8,0,0,5,2,2,0,0,0,0,0,2,0,10,0,0,0,1,2,0,5,0,0,0,14,0,10,4,0,6,8,0,0,0,2,1,2,1,2,2,0,0,2,3,6,0,0,2,3,2,1736,2,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of E. Sayer, Esq;) for Messieurs Ward and Wicksteed, 1736.",London,715,male,1671,1733,FALSE,"was sick, aged, or impotent; and therefore not within the Stat. 34 Eliz. C 2 in B. R. aimes lfmendoza's Cafe . Sessions cannot And if Justices of Peace in Sefliihs make Orders for Pa. transter over rilhes to provide Houses or to give any Persons Maintenance rirtcy. wivho are"
0677300500_000036,"A guide to justices; being modern English precedents, for the direction of justices of peace, in making out warrants, mittimus's, recognizances, Supersedeas's, Affidavits, Informations, Inquisitions, Summons, Precepts, Certificates for the Poor, and Warrants for their Removal, Bonds, &c. necessary for all justices of peace, Deputy-Lieutenants, Commissioners of Sewers, &c. to assist them in the Execution of their several Offices. Approv'd by, and publish'd at the Request of, his Majesty's Justices of the Peace for the County of Gloucester. By Joseph Higgs, Gent. who has been Clerk to the Commission of the Peace, from the Reign of King Charles the Second to the present Time.","Higgs, Joseph",86,4,2,2,1,0,1,2,1,0,2,1,0,2,2,0,0,0,0,0,1,1,1,4,1,0,0,3,2,0,0,1,1,3,3,0,3,3,0,8,8,0,0,2,1,2,1,3,6,0,1,0,2,0,1,1,0,1,1,1,1734,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edw. Sayer, Esq;) for A. Bettesworth and C. Hitch, at the Red-Lion in Pater-Noster-Row, S. Birt in Ave-Mary-Lane, C. Ward and R. Chandler, at the Ship between the Temple-Gates in Fleet-Street, and sold at their shop at Scarborough, MDCCXXXIV. [1734].",London,231,unknown,,,FALSE,"to authorise and require you, on Sight hereof, to seize such, and so much of the Estate of the said A. B. viz. so much of the Goods and Chattels, and to receive so much of the annual Rents belonging to his Lands and Tenements, as shall be sufficient to"
0994300105_000005,"Readings upon the statute law. Alphabetically digested. Wherein the most obscure and difficult points are clear'd up and illustrated by resolutions and adjudg'd cases, taken from the best authorities extant. By a gentleman of the Middle Temple.",Gentleman of the Middle Temple,95,2,1,0,4,0,1,1,0,0,1,0,3,2,4,0,0,1,0,2,0,2,1,8,0,1,0,2,3,0,0,0,3,4,0,0,9,8,0,8,3,1,1,0,3,2,0,1,0,0,0,0,1,1,0,1,1,1,1,7,1725,5,5,"London : printed for the author, and are to be sold by D. Brown, T. Osborn, W. Mears, and F. Clay, MDCCXXIII. [1723]-25.",London,350,male,,,FALSE,"Money , ro the Uses hereafter limicted and appointed ; and each reflpecive Corporation, or any seven of them, are hereby empowered to meet and keep Courts ; and the President, his Deputy, or Treasurer, are hereby required, at the Request of any four of such Corporation, at any Time"
1067000200_000067,"The second part of The justice of peace his companion. Or, cases in law, (wherein justices of peace have a jurisdiction) which have been determined by the judges from the reign of King Edward III, down to the year 1729. With some modern cases never before publish'd. Begun b S. Blackerby, late of Grays-Inn, Esq; The whole digested in an alphabetical order, and carefully examin'd and revis'd, by Nathaniel Blackerby, Esq;","Blackerby, Samuel",102,1,2,2,0,0,5,1,4,0,7,0,2,4,2,0,0,1,0,3,0,0,3,4,0,0,0,3,0,0,2,0,1,1,6,0,14,3,0,1,10,1,0,0,2,4,0,0,4,0,0,0,0,1,3,0,4,0,0,1,1729,1,1,"London : printed by the assigns of Edward Sayer, Esq; for J. Walthoe, in the Middle-Temple-Cloysters, 1729.",London,339,male,1712,1749,FALSE,"any other Pariflh; it was resolved, That the Julfices of Peace might impose the Charge upon any of the Inhabitants of the ncighbourinlg Parish , and were not obliged to put a general Tax upon the whole Parish . Term. Mib.; : Car. 2 B. R. Ventr. Rep. t. p."
0407600203_000213,"The justice of the peace, and parish officer. By Richard Burn, LL. D. Chancellor of the Diocese of Carlisle, and one of his Majesty's Justices of the Peace for the Counties of Westmorland and Cumberland. The fifteenth edition: to which is added an appendix, including the Statutes of the last Session of Parliament (24 G. 3.) In four volumes. ...",Richard Burn,127,1,3,0,0,0,13,1,2,0,0,0,0,8,3,1,0,1,0,1,0,0,5,1,0,0,0,14,0,0,1,1,3,1,3,7,7,0,0,1,2,0,0,0,0,7,1,1,1,1,0,0,3,8,23,0,2,0,0,0,1785,3,4,"London : printed by W. Strahan and W. Woodfall, Law-Printers to the King's most Excellent Majesty ; for T. Cadell, in the Strand, M.DCC.LXXXV. [1785].",London,641,male,1709,1785,FALSE,"it was a void rate , being of their own making, and acquiesced under, and the money paid accordingly. 19 ibn. 386 St. Gie's Cripplegate and St. Mary Newington. Nhe public taxes or levies of the said town or parish ] By the q G. C 7 No person who"
1395200300_000222,"The office and Authority of a Justice of Peace: collected out of all the books, whether of common or statute law, hitherto written on that subject. Shewing also the duty of constables, commissioners of sewers, coroners, overseers of the poor, surveyors of the highways, churchwardens, and other parish-officers: digested under alphabetical titles. To which are added, precedents of indictments and warrants, never before printed. Very useful for justices of the peace, coroners sheriffs, clerks of the Assizes, and of the peace, and all others concern'd in such matters. The seventh edition, corrected, amended, and continued down to this present year 1721. By W. Nelson, of the Middle-Temple, Esq;",William Nelson,106,1,1,0,0,0,1,1,2,0,2,1,0,2,1,1,1,1,0,3,3,1,2,7,1,0,0,0,1,0,3,0,1,5,9,2,10,0,1,13,5,0,1,0,0,0,1,1,0,9,0,0,1,5,2,0,0,3,1,0,1721,1,1,"[London] : Printed by the assigns of Edw. Sayer Esq; for J. Walthoe in the Middle-Temple Cloysters, B. and S. Cooke at the Middle-Temple Gate in Fleetstreet, and J. Walthoe Jun. in Cornhill, M.DCC.XXI. [1721].",London,672,male,1652,,FALSE,"is to be read in the Church by the Overseer or Churhwarden next Lord's Day after Divine Service, who neglekidg to read, forfeits to the Party grieved 40 s. Neg leting to register such Notice forfeits the like Sum, to be levied by Diflref?, c. and for want of Distress,"
0917700700_000063,"An institute of the laws of England; or, the laws of England in their natural order, according to common use. Published for the direction of young beginners, or students in the law; ... In four books. By Thomas Wood, ...",Thomas Wood,118,0,4,0,0,0,2,1,0,0,4,0,0,0,0,1,0,0,0,1,3,3,5,3,0,0,0,1,0,0,0,1,0,2,2,0,7,5,0,17,13,5,2,0,2,2,0,3,7,2,0,0,0,10,2,0,3,1,0,4,1738,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling (assigns of Edward Sayer, Esq;) for Henry Lintot, and Thomas Osborne, 1738.",London,712,male,1661,1722,FALSE,"If any unmarried Person , not having Child or Children , imall be lawfully hired for a Tear, such Service for the Year shall be deemed a good Settlement without Notice, c. [See 8 & 9 W. 3 chap. 30.] 6 Being bound an Apprentice, and inhabiting in a Town"
0406900103_000077,"The justice of the peace, and parish officer. By Richard Burn, LL. D. Chancellor of the Diocese of Carlisle, and one of His Majesty's Justices of the Peace for the Counties of Westmorland and Cumberland. The eleventh edition. In four volumes. ...",Richard Burn,137,9,6,0,2,0,0,1,0,0,3,0,14,15,1,9,0,0,0,4,3,0,0,5,0,6,0,1,1,0,0,0,7,5,3,4,8,1,0,0,7,0,0,0,2,4,1,1,4,0,0,0,0,0,0,2,7,0,1,0,1770,3,4,"London : printed by W. Strahan and M. Woodfall, Law-Printers to the King's most Excellent Majesty ; for T. Cadell, (successor to Mr. Millar) in the Strand, M.DCC.LXX. [1770].",London,517,male,1709,1785,FALSE,"offices . 3 Or be appointed to serve, as a peace officer , or parish officer . id. From fcrvingin 4 Nor hall be liable to serve, in any of his majesty's the other force,. land or sea forces, unless he stall consent thereto. id. Fallingfck. 5 If any man,"
0498400101_000153,"The state of the poor: or, an history of the labouring classes in England, from the conquest to the present period; ... together with parochial reports ... With a large appendix; ... By Sir Frederic Morton Eden, Bart. In three volumes. ...","Sir Frederick Eden, 2nd Baronet",112,4,5,1,0,0,0,1,0,4,4,0,0,0,0,0,0,1,0,3,1,12,0,4,0,2,0,0,0,0,0,0,4,3,5,3,4,2,0,10,7,0,3,2,1,3,0,2,3,1,0,0,0,1,0,1,0,3,1,11,1797,1,3,"London : printed by J. Davis, for B. & J. White; G. G. & J. Robinson; T. Payne; R. Faulder; T. Egerton; J. Debrett; and D. Bremner, 1797.",London,673,male,1766,1809,FALSE,"L thoe Bills, but which extremely maimed and disfigured their first general plan."" 3 ""' Thle ( The houses to be furnished, and the flock provided , by money given "" by charitable perifns; and what more is wanting , by a Rate , not ex"" "" half of what"
1548700102_000159,"An abridgment of the publick statutes in force and use from Magna Charta, in the ninth year of King Henry III. To the eleventh year of his Present Majesty King George II. Inclusive. By John Car, Esq; In two volumes.",John Cay,116,0,2,1,3,0,1,1,1,0,3,1,1,5,2,2,0,0,0,2,1,2,3,2,0,1,0,0,2,0,2,0,3,0,7,1,12,5,0,24,10,0,0,0,2,0,0,3,0,5,0,0,0,2,0,0,2,1,1,0,1739,2,2,"London : Printed by His Majesty's printer, and by the assigns of Edward Sayer, Esq; and sold by R. Gosling, at the Crown and Mitre against Fetter-Lane in Fleet-Street, MDCCXXXIX. [1739].",London,751,male,1700,1757,FALSE,"they (upon proof by two witnesses before any juffice of peace of the county , city or town corporate, to which the person thall be removed ) thall forfeit 5.1. to the poor of the parish , Sc. from which the person was removed , to be' levied by djifrefs"
0917700700_000062,"An institute of the laws of England; or, the laws of England in their natural order, according to common use. Published for the direction of young beginners, or students in the law; ... In four books. By Thomas Wood, ...",Thomas Wood,96,5,3,0,0,1,0,0,2,1,2,4,0,1,0,1,0,1,0,0,0,4,0,1,1,0,0,0,0,0,1,0,3,3,1,0,6,1,1,2,19,0,0,0,8,3,0,1,2,1,0,0,3,3,3,0,2,2,0,4,1738,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling (assigns of Edward Sayer, Esq;) for Henry Lintot, and Thomas Osborne, 1738.",London,712,male,1661,1722,FALSE,"and to set poor People to wdrk, and to register their Notices of Settlement in a Paril, y&c. to take Order about Baflard childrcn, to collect the Charity Money upon Briefs or Letters Patents, and to attcft them, to sign (together with the Minister) Certificates of Receiving the Sacrament of"
1108200103_000099,"An exact abridgment of all the statutes in force and use, from Magna Charta, 9 H. 3. to the beginning of the reign of King George. In four volumes.",Great Britain,98,2,2,1,2,0,2,1,6,0,0,0,0,8,4,0,0,1,0,3,1,0,3,8,1,1,2,0,0,0,0,0,1,8,1,0,3,7,0,4,1,0,4,1,4,1,0,0,2,1,0,0,2,0,5,1,2,0,0,2,1725,3,4,"London : printed by His Majesty's printers. And by the assigns of Edward Sayer, Esq; and are to be sold by R. Gosling, at the Middle-Temple-Gate in Fleet-Street, MDCCXXV. [1725].",London,506,unknown,,,FALSE,"Bidford, Euk ingbam, Huntingdon, Wilts, Kent, Warwick, Stafford, OP, Loicefter, Rutland, Lincoln, Hereford, Nortbampto., Salop, y' fla, Cornwall, and Derby. or the greater Part of them, in thdei refpetfive Counties , have Power within one Year to appoint the Towns and Places within their refpettive Limits, where common Gaols maybe"
