PassageID,Title,Author,Total termFreq,termFreq(author),termFreq(bridg),termFreq(carriag),termFreq(cart),termFreq(cattl),termFreq(chair),termFreq(chais),termFreq(charg),termFreq(chariot),termFreq(coach),termFreq(collector),termFreq(counti),termFreq(cross),termFreq(duti),termFreq(forfeit),termFreq(gate),termFreq(good),termFreq(highwai),termFreq(hors),termFreq(hous),termFreq(market),termFreq(monei),termFreq(pai),termFreq(parish),termFreq(pass),termFreq(repair),termFreq(road),termFreq(surveyor),termFreq(ticket),termFreq(toll),termFreq(town),termFreq(truste),termFreq(turnpik),termFreq(wagon),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0596900105_000360,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,95,4,0,5,6,1,1,1,2,0,2,0,4,0,9,1,0,0,1,7,0,0,3,1,1,5,5,4,0,4,11,0,5,6,6,1765,5,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,666,unknown,,,FALSE,"ticker to avoid duty ; be it enacted by the authority aforesaid, That if any toll repe t person or persons, having paid the toll or duty by this adt 1o0. granted and made payable, and having such note or ticket , notes or tickets , as hereby directed, shall"
0349100110_000293,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,85,2,0,5,3,4,4,4,0,3,3,8,7,0,1,0,2,2,1,7,2,0,2,5,0,2,4,4,0,0,4,2,0,2,2,1786,10,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,962,unknown,,,FALSE,"said act, frequently refuse to account for or pay the money collected by him or them to the director or directors mentioned in the said act, as the said act appoints:. for remedy whereof whereof be it enated by the authority aforesaid, that upon such A. D. refusal of any"
1246900200_000009,"An act for repairing the road from Doncaster (through the parish of Peniston) in the county of York, ...",Great Britain. Parliament,87,2,0,6,5,1,1,1,2,1,1,2,2,0,10,2,4,4,0,0,0,0,0,4,0,2,1,1,0,6,14,0,6,5,4,1741,1,1,"[London, 1741].",London,63,unknown,,,FALSE,"arise thereupon, be it tcere: Clause with re fpe& to Carriages fore Cnatteti, by the Authority aforesaid, pasing empty, and returning la That if any Wagon , Wain, Cart , or den, withcor other Carriage , (hall pass empty or unla c15o or Lime den, through all or any of"
1203500400_000006,"A bill for widening and repairing the high road leading from Hering-Syke, which divides the counties of Lancaster and Westmoreland, ... to Emont-Bridge in the said county of Westmoreland.",Great Britain. Parliament,81,2,0,3,4,1,1,0,1,2,2,0,2,0,8,1,2,0,2,3,1,0,0,1,2,3,6,6,0,5,12,0,3,5,3,1753,1,1,"[London, 1753].",London,22,unknown,,,FALSE,"or any or more of them, flhll think convenient, and shall by them and such Person or Persons as they or any or more of them shall order and appoint be sufficiently hlitched and fenced out for that purpose, and after the said Lands and. Grounds shall be so ditched"
0349000106_000090,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,99,2,0,5,6,1,1,1,4,0,2,0,2,0,6,0,1,0,2,5,2,1,4,0,3,3,7,10,0,0,8,1,9,7,6,1786,6,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,901,unknown,,,FALSE,"the said trustees , or any five or more of them, may and ""o ndorany are hereby empowered from time to time, as they shall see con fumtobe paid quarterly. venient or think fit, to compound or agree by the year or other 23 G. z. 26 wife with any"
0753001300_000085,"An appendix to the abridgment of the statutes of Ireland; containing an abridgment of the several acts passed in this Kingdom, in the twenty third and twenty fourth years of His present Majesty, our Most Gracious Sovereign Lord King George the Third. With a table of the titles of the statutes, shewing under what Heads they are Abridged. By Francis Vesey, Esq;","Vesey, Francis",86,0,0,4,6,2,1,1,2,1,1,0,1,0,4,1,1,0,1,6,0,0,5,3,3,1,9,4,0,4,11,0,9,1,4,1784,1,1,"Dublin : printed by George Grierson, Printer to the King's Most Excellent Majesty, MDCCLXXXIV. [1784].",Dublin,267,male,1721,1804,FALSE,"either of said divisions, in payment of the whole or any part of the principal cife.  at time of such tender due, refuse or decline to receive the same, the interest of so much of the principal shall cease in proportion to the interest of the rum tendered, anything"
0596900105_000326,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,98,4,0,4,6,2,1,1,2,0,2,0,3,0,9,1,0,0,0,9,0,0,2,1,3,5,4,6,0,5,11,1,4,6,6,1765,5,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,666,unknown,,,FALSE,"And for preventing frauds and abuses in the said toll Giver and or duty ; be it enacted by the authority aforesaid, That if any receiver of a ticket to avoid person or persons, having paid the toll or duty by this ac payment of granted and made payable, and"
0349000106_000462,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,93,5,0,4,2,2,2,2,2,1,1,0,12,0,0,2,6,2,1,7,0,0,3,1,0,0,0,13,0,5,6,6,4,3,1,1786,6,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,901,unknown,,,FALSE,"cart , or carriage with two wheels drawn by two horses , mares, geldings, asses, or mules, the sum of threepence; for every carriage commonly called a chair or chaise , with one horse , mare, or gelding, the sum of fourpence; for every car or other carriage having'but one"
0349100109_000143,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,78,5,0,1,1,1,0,1,2,0,1,3,2,1,3,1,3,2,3,1,2,0,5,2,0,0,1,7,5,0,9,0,11,4,1,1786,9,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,653,unknown,,,FALSE,"cafe this ata had lever been made; and in default of payment thereof by the said trustees within.thirty days after the famne tiall become due, being demanded of the treasurer or treasurers for the time being of the said respective truilees, it stall and may be lawful for the person"
0977200900_000041,"An abstract of all the acts passed in the fifth session of the sixth parliament of Great Britain, and in the Thirteenth Year of the Reign of our most Gracious Sovereign Lord King George.",Great Britain,82,0,1,1,1,1,0,0,5,0,0,2,3,0,0,3,1,1,4,3,1,0,5,6,1,1,2,6,11,3,10,0,6,3,1,1727,1,1,"London : printed by John Baskett, Printer to the King's most Excellent Majesty; and Thomas Norris, assignee to George Hills, 1727.",London,78,unknown,,,FALSE,"and Passengers on Horseback hall pas and repass toll free, on the Days of Election o: knigl.ts of the Shire for the County of Bed ford. The Trustees are to choose Collectors and Surveyors ; and such, as are liable to pay the Toll , are to pay to them;"
0406900102_000175,"The justice of the peace, and parish officer. By Richard Burn, LL. D. Chancellor of the Diocese of Carlisle, and one of His Majesty's Justices of the Peace for the Counties of Westmorland and Cumberland. The eleventh edition. In four volumes. ...",Richard Burn,100,0,0,15,9,0,0,2,1,1,1,1,0,0,3,3,2,2,2,7,0,0,2,2,2,2,0,10,2,0,14,0,4,8,5,1770,2,4,"London : printed by W. Strahan and M. Woodfall, Law-Printers to the King's most Excellent Majesty ; for T. Cadell, (successor to Mr. Millar) in the Strand, M.DCC.LXX. [1770].",London,510,male,1709,1785,FALSE,"CART , as the cafe fiall be; and if he shall by him sis or his servant travel with or use the faine, without having the said words painted thereon, he flaall forfeit 40 s. id. 24 Whereas by several particular acs, high and ex Diminoa: ion of traordinary tolls"
0349400116_000364,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,83,3,1,1,1,1,0,0,3,1,1,2,2,0,4,0,3,2,3,1,3,0,4,3,0,0,2,7,4,0,13,2,7,8,1,1796,16,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,1062,unknown,,,FALSE,"fiall first pay and difcliarge the expense of procuring """" ""f g1t. this ad of parliament, and of erecting such turnpike or turnpikes , a!i.rg; or building such toll house or toll houfcs, and from and after such charges and expenses (hall be fully satisfied and paid, that then and"
0597000107_000141,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,77,3,3,0,1,1,1,1,0,0,1,4,2,1,10,1,4,0,1,1,0,0,1,3,0,1,2,5,0,9,10,3,3,4,1,1765,7,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,951,unknown,,,FALSE,"such assignment, to make void, re er o nor lease, or discharge the said afignment, or the sum thereby transferred or assigned, or any part thereof. XIII And be it further enacted by the authority aforesaid, Treasurer That the treasurer or receiver of the said tolls shall arithmetically to umber"
1549200600_000001,"A bill for repairing and widening the road leading from the town of Kingston upon Thames in the county of Surry, to a place called Sheetbridge, near Petersfield in the county of Southampton; and also the road from Hindhead Heath, where the Chichester road breaks out of the Portsmouth road, through Fernhurst Lane and Midhurst, to the city of Chichester in the county of Sussex.",Great Britain. Parliament,91,2,1,4,1,4,2,1,3,1,2,0,1,3,5,0,5,2,1,3,1,0,2,1,0,1,6,18,0,0,8,2,2,7,2,1749,1,1,"[London : s.n., 1749].",London,24,unknown,,,FALSE,"A ~ ~ · bilfo epaiin an Widnin the Pae calld Shee6~ 7tbride near Petersfield in the Count of south~amond and alfog the Road from H ind head Heath, wh~lere the Chi cheiter Road breaks out of the Portfinouth Road , through Fernhurit Lane and Midhurit, to the city ofc"
0174300201_000585,"An abridgment of the publick statutes of Ireland, now in force and of general use: and also, of such English and British statutes as relate to and bind Ireland, from Magna Charta to the Twenty first and Twenty second Years of the Reign of His present Majesty King George the Third inclusive. In two volumes. By Ed. Bullingbrooke, Doctor of Laws. And Francis Vesey, Esq; And Francis Vesey, Esq; The second edition. With alphabetical tables of the heads under which the acts are abridged, by James Goddard Butler, Esq; ...","Vesey, Francis",115,0,0,8,8,5,5,5,3,4,4,0,1,0,5,1,1,5,0,12,3,0,2,4,0,1,1,7,0,0,12,0,6,5,7,1786,1,2,"Dublin : printed by George Grierson, Printer to the King's Most Excellent Majesty, MDCCLXXXVI. [1786].",Dublin,1100,male,1721,1804,FALSE,"road , held alternately at Kilkenny and Clonmell, whenever such meeting appointed. d=ndal: todun CXXVIII Stat: 13 & 14 Geo. 3 cap. 30 set. r. Whereas the expense of !ter. amending the road from Dundalk to Dunleer, has been paid for many years Troacs - by the landholders and inhabitants,"
1545200100_000037,"An abridgement of the several acts passed in this kingdom, and such British acts, as relate to or bind Ireland, Which have passed in the third year of the reign of His Present Majesty, our Most Gracious Sovereign Lord King George the Third. With I. A table of the statutes, shewing under what heads they are abridged. II. Marginal contents, and, III. An index, referring to the abridgement. By Ed. Bullingbrooke, J.U.D.","Bullingbrooke, Edward",79,0,0,1,1,1,1,1,2,0,1,3,2,1,6,1,2,3,5,1,0,0,7,2,0,0,1,10,5,0,11,0,7,3,1,1764,1,1,"Dublin : Printed by Boulter Grierson, printer to the King's Most Excellent Majesty, MDCCLXIV. [1764]",Dublin,188,unknown,,,FALSE,"owning, renting, or .occulpying any land on.rson near unto any turnpike to bz erected in pursuance of this ad, mhall for gain, or reward, or otherw ie willingly permit any person to, pals through any gate , passage, or way, with any coach , berlin, calash, chaise , or chair"
0977200900_000032,"An abstract of all the acts passed in the fifth session of the sixth parliament of Great Britain, and in the Thirteenth Year of the Reign of our most Gracious Sovereign Lord King George.",Great Britain,99,0,3,1,2,1,0,0,3,0,5,0,2,1,0,3,0,0,0,5,1,0,3,5,1,5,5,13,5,4,14,0,3,10,4,1727,1,1,"London : printed by John Baskett, Printer to the King's most Excellent Majesty; and Thomas Norris, assignee to George Hills, 1727.",London,78,unknown,,,FALSE,"he p. 486 reimbutfed to the Surveyors by the Owners; and if aber Removal of such Annoyances any Person hall agaisi offend he shall forfeit zo s. The Surveyors , by Order of the Trustees , may make Casdeways and Drains, and erect Arches or Bridges , and widen any"
0596900106_000077,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,90,0,2,3,2,0,0,0,1,0,0,2,2,1,4,3,4,2,10,0,0,0,0,4,8,0,9,4,13,4,5,1,2,4,0,1765,6,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,901,unknown,,,FALSE,"act do and perform two days of that work, highways , as commonly called the itatute work, which is appointed by thebyfurveyors directed, laws now in being for the amending of the highways in this i G. a. kingdom, in such manner, place and places, being part of the amended."
0596900106_000044,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,88,2,1,6,3,3,4,4,2,3,4,0,2,0,2,0,0,3,0,8,0,0,4,2,0,0,6,4,2,0,11,2,8,1,1,1765,6,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,901,unknown,,,FALSE,"such person or persons so deceased or refusing to at, so many more fit and able persons living in the counties of Dublin or Kildare, to be joyhed with them in the execution of the tlid former and this present adt; and all and every person and persons so elected"
0596900105_000336,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,97,2,0,5,4,4,5,4,4,4,3,0,1,0,6,0,2,2,0,8,2,0,3,4,0,2,1,4,0,0,12,1,4,7,3,1765,5,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,666,unknown,,,FALSE,"James Wilson, William Noy, Edward Nov, John Potterton, Thomas Nangle, Richard Price, Richard Pilkington, William: Fitz simons, Robert Williams, Lancellot Fisher, James Reilly, Thomas Dowdall, Daniel Gryphon, John Crooke, Christopher Roin, Simon Rochfort, George Wilson, Patrick Sandys, Richard Garland, Robert Fox, and William Hamilton gentlemen; who are hereby nominated and"
1246600600_000006,"An act for repairing the roads from the town of Leeds, through Harwood, to the South-west corner of the inclosures of Harrogate; ...",Great Britain. Parliament,67,1,2,3,2,2,2,3,1,4,4,0,1,0,3,1,1,2,1,4,1,0,0,2,0,5,2,4,0,0,2,3,5,3,3,1752,1,1,[London] ; Printed in the year 1752.,London,76,unknown,,,FALSE,"shall and may survey, order, amend, repair , and keep in Repair , the Road or Highway vling between B; : rrozh bridge aforeiaid and kirby lid molor, in the said County of Tork, and put in Execution all and every the Powers in and by the said Ad given,"
