PassageID,Title,Author,Total termFreq,termFreq(air),termFreq(alon),termFreq(appear),termFreq(arm),termFreq(art),termFreq(beauti),termFreq(care),termFreq(charm),termFreq(death),termFreq(earth),termFreq(face),termFreq(fall),termFreq(fate),termFreq(fear),termFreq(fight),termFreq(flow),termFreq(form),termFreq(foul),termFreq(friend),termFreq(glori),termFreq(god),termFreq(grace),termFreq(hand),termFreq(happi),termFreq(head),termFreq(hear),termFreq(heart),termFreq(heaven),termFreq(hope),termFreq(hour),termFreq(joi),termFreq(king),termFreq(know),termFreq(life),termFreq(light),termFreq(live),termFreq(love),termFreq(mind),termFreq(natur),termFreq(night),termFreq(onc),termFreq(pain),termFreq(peac),termFreq(plain),termFreq(power),termFreq(prais),termFreq(ring),termFreq(round),termFreq(song),termFreq(sweet),termFreq(tear),termFreq(thought),termFreq(turn),termFreq(vain),termFreq(view),termFreq(virtu),termFreq(voic),termFreq(world),termFreq(youth),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0646900203_000003,A collection of poems in six volumes. By several hands.,Robert Dodsley,76,0,1,0,2,7,0,2,2,0,3,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,2,2,1,0,2,3,0,0,2,1,3,2,1,2,2,0,1,2,1,0,2,0,0,1,4,0,4,2,3,0,1,2,0,4,1763,3,6,"London : printed by J. Hughs, for R. and J. Dodsley, at Tully's-Head in Pall-Mall, MDCCLXIII. [1763].",London,351,male,1703,1764,TRUE,"war, pursue thy country's good: ""For her, bare thy boldbreafr; and pour thy generous blood. XIV "" Wou'dft thou, to quell the proud and lift th' oppressed"" "" arts of war and matchless strength excel? "" firrl conquer thou thyself. To ease, to rest, * To'each soft thought ofpleafure, bid"
0877400200_000004,"Dynevor castle, with other poems, &c. By J. T. Hughes, Esq.","Hughes, J. T.           1796",83,1,0,2,0,1,0,2,1,0,3,2,0,0,2,0,3,2,0,1,1,3,2,0,0,2,1,6,2,1,1,0,0,0,0,4,1,6,0,3,1,1,0,2,1,5,1,1,3,0,3,1,1,0,1,2,3,1,2,1,1796,1,1,"Carmarthen : printed by John Ross, M,DCC,XCVI. [1796].",Carmarthen,46,unknown,,,FALSE,"t 1) Pj) IRREGULAR STANZA's, IN IMITATION OF PETRARCH. TO THE ROSE. G O blooming Flower, while yet thy Leaves Retain the fragrant Dew: Receive the Gale from LAURA's Breath, Which shall thy Sweets renew. And should (he blushing, deign to press Her lovely Lips to thine; O fly with"
0118900300_000068,The muse's banquet: consisting of a select collection of pieces in the different species of poetical composition. By the most celebrated authors.,,85,1,2,0,1,3,1,2,4,1,2,0,1,1,0,0,1,1,0,3,0,2,0,2,0,0,2,1,4,0,5,2,0,0,1,1,1,5,2,4,0,1,3,0,0,6,1,0,3,3,3,1,1,0,1,0,1,2,2,1,1779,1,1,"Dublin : printed by Robert Burton, No. 2, Capel-Street, M,DCC,LXXIX. [1779].",Dublin,349,unknown,,,FALSE,"thaw, Flakes of ice that the finds in the cream. When the sweet country maiden as fresh as a rose, As fle carelessly trips often slides, And the rustics laugh loud, if by falling he shows All the charms that her modeftyhides. When the lads and the lasses for company"
0424701502_000034,A collection of original poems. By Scotch gentlemen. Volume II.,,74,0,1,0,2,0,4,1,2,2,1,1,2,2,1,1,1,1,0,1,0,2,1,1,2,2,2,1,2,0,1,0,0,0,0,1,2,3,2,1,0,1,0,3,1,1,3,0,1,1,3,4,3,0,0,2,4,0,0,1,1762,2,2,"Edinburgh : printed by A. Donaldson and J. Reid. For A. Donaldson. Sold by R. and J. Dodsley, in Pall-Mall, and J. Richardson in Pater-Noster-Row, London, MDCCLXII. [1762].",Edinburgh,240,unknown,,,FALSE,"to the charge, And scorns the rage of dogs and men; His whelps he guards on every fide; Safe they retreat. What though a mortal dart Stands trembling in his breast, his dauntlecf heart Glows with a victor's pride. so.the old lion, brave ACHATES, sought;. And miracles of prowess wrought;"
0818500134_000037,"The works of M. de Voltaire. Translated from the French. With notes, historical, critical, and explanatory. By T. Francklin, D.D. Chaplain to his majesty, and late Greek Professor in the University of Cambridge. T. Smollett, M.D. and others.",Voltaire,92,0,2,1,4,2,0,2,5,0,2,1,1,1,2,1,3,0,0,0,3,2,0,2,1,0,1,5,1,0,1,1,4,1,1,0,0,12,2,1,0,3,0,0,2,5,0,0,2,1,1,3,1,0,1,0,4,1,1,2,1781,34,35,"London : printed for S. Crowder, T. Longman, J. Wilkie, Carnan and Newbery, G. Robinson, R. Baldwin, J. Johnson, F. Newbery, W. Goldsmith, T. Evans, and W. Fox, MDCCLXXVIII. [1761-1781].",London,236,male,1694,1778,TRUE,"Soft through the thade a soothing Lethe rolls, Where happy lovers with inebriate souls Quafflong oblivion to departed same; 215 So unresisted love's all conquering flame! How changed the scene! here every bosom glows; Poured from each sweet th'entrancing venom flows . Love sounds throughout: around, the feathered choir Indulge"
0260100900_000001,"The works of Edmund Waller, Esq; in verse and prose.",Edmund Waller,82,3,0,1,0,3,4,2,3,2,1,0,0,4,1,0,1,4,0,1,0,1,4,0,1,0,2,0,2,0,0,1,1,0,2,1,1,8,2,1,0,0,1,1,1,1,5,0,0,2,2,0,1,1,1,2,1,2,0,4,1758,1,1,"London : printed for J. and R. Tonson, in the Strand, MDCCLVIII. [1758].",London,285,male,1606,1687,FALSE,"i ~~~a i ld~silnd ER i |- edmund WALLER ies. ed>anlxd WALLER Esq. E~T~T THE W 0 R K S WORKS OF EDMUND WALLER, Esq; IN VERSE AND PROSE. LONDON: Printed for T. and r.tonson, in the Strand, M DCC lviit. TO THE RIGHT HONOURABLE THE LADY MARGARET CAVENDISHE HARLEY."
0615200800_000019,The lover's manual being a choice collection of poems from the most approv'd modern authors. With several original pieces. In five books. Containing I. Love Epistles in Verse. II. Love Epistles in Prose. III. Epistolary Panegyrics. IV. Acrostics. V. Select Pieces of Poetry.,,90,0,1,0,2,1,4,0,4,2,1,2,1,1,2,0,1,1,1,0,0,0,2,0,1,0,3,4,2,0,0,0,0,2,3,1,1,15,3,0,1,1,3,0,0,2,1,0,1,1,5,2,4,1,3,1,0,2,1,0,1753,1,1,"London : printed for S. Silver, Bookseller in Sandwich; and sold by Charles Hitch, and Lacy Hawes, Booksellers in Pater-Noster-Row, 1753.",London,346,unknown,,,FALSE,"with cruel art , And all thy beauties I survey, And sigh my very soul away. What tender withes fill my breast, Which sweetly steal away my rest! But oh! thy very shadow grows Dearer to me, than all repose; And misery, which sows from thee, Or even death ,"
0706001000_000055,"Horæ lyricæ. Poems chiefly of the lyric kind, in three books. ... By I. Watts, D.D.",Isaac Watts,81,1,0,0,0,2,2,1,1,3,2,3,1,0,1,0,0,4,0,0,2,1,2,1,1,2,0,0,2,0,2,3,0,1,1,2,1,5,6,1,1,0,2,1,0,3,0,0,2,2,2,1,2,0,3,2,2,0,2,2,1737,1,1,"London : printed for Richard Hett, 1737.",London,354,male,1674,1748,TRUE,"on my waking Mind ! Perhaps Illusions all! Inform me, Mule, Chooses (he rather to retire apart To recollet her dissipated Powers , And call her Thoughts her own; so lately freed From Earth's vain Scenes, gay Visits, Gratulations, From Hymen's hurrying and tumultuous Joys , J And And Fears"
0579200300_000013,Poems by Lady Tuite.,"Tuite, Eliza Dorothea, Lady           1764",92,3,1,0,0,3,3,2,2,0,0,1,0,1,2,0,1,2,0,3,0,1,2,3,1,1,1,6,1,4,4,0,0,0,2,0,3,2,2,5,0,0,4,1,0,3,2,0,1,1,1,2,1,2,5,2,3,0,2,0,1799,1,1,"London : printed for the booksellers, 1799.",London,204,female,,,FALSE,"mortal part, here Friendship fell; By - s hand , the rest let others tell."" INSCRIPTION FOR AN HERMITAGE. TURN , wandering itranger, to this lowly cell, By pride unnoticed, and to fame unknown; For here Content does with an Hermit dwell, By noise disgusted, and from greatness flown. Here"
0895400600_000003,"Poems and essays, by the late Miss Bowdler.",Jane Bowdler,90,1,0,3,2,2,2,2,6,0,1,1,1,2,1,0,2,0,0,0,0,0,1,4,0,1,1,4,0,1,0,5,1,1,2,0,0,8,1,1,1,4,1,0,1,2,0,0,2,0,2,4,2,3,3,1,1,4,0,2,1797,1,1,"Bath : printed by R. Crutwell; and sold by C. Dilly, Poultry, J. Robson and T. Hookham, New Bond-Street, London; and N. R. Cheyne, Edinburgh, MDCCXCVII. [1797].",Bath,266,female,1743,1784,FALSE,"at the door of the Hall, to learn the event of a trial which was to decide on the life of an only tonne. The innocence of his intentions appearing very evident, the youth was acquitted. Persuade me not, my faithful love , Persuade me not to go,  But"
0184200500_000122,"The speaker: or, miscellaneous pieces, selected from the best English writers, and disposed under proper heads, with a view to facilitate the improvement of youth in reading and speaking. A new edition, corrected and enlarged. To which are prefixed two essays: I. On elocution. II. On reading works of taste. By William Enfield, LL. D. Late Lecturer on the Belles Lettres in the Academy at Warrington.",William Enfield,84,1,1,1,5,0,1,0,2,3,2,1,2,5,0,1,2,2,0,1,1,3,1,1,4,1,3,0,3,0,0,3,1,0,1,0,0,8,1,0,0,0,2,0,0,3,2,0,3,2,4,1,0,2,1,0,0,0,1,2,1792,1,1,"London : printed for J. Johnson, St. Paul's Church-Yard, MDCCXCII. [1792].",London,503,male,1741,1797,FALSE,"from Pelion to the main. Transported demigods flood round , And men grew heroes at the sound, Inflamed with glory's charms : Each chief his fev'nfold thield difplay'd, And half unsheathed the fnining blade: And seas, and rocks, and skies rebound To arms , to arms , to arms !"
0509301102_000011,A collection of poems in three volumes. By several hands.,Robert Dodsley,90,0,3,0,3,1,1,3,3,2,0,0,0,0,1,1,2,1,0,1,1,0,2,1,0,1,1,4,0,2,4,3,0,3,1,0,2,13,4,2,1,3,3,1,1,2,1,0,0,2,2,3,2,0,1,0,0,0,0,2,1748,2,3,"London : printed by J. Hughs, for R. Dodsley, at Tully's-Head in Pall-Mall, M.DCCXLVIII. [1748].",London,338,male,1703,1764,TRUE,"hear , Sheltered and warm, the tempert whiffling near, And while my charmer in my arms I train, Slumber afifted by the beating rain! Ah! how much happier, than the fool who braves In search of wealth the black tempetiuos waves! While I contented with my little tore, In tedious"
0281300600_000002,"The judgment of Hercules, a poem. By a student of Oxford. To which is subjoined, the golden verses of Pythagoras, translated from the Greek by Mr. Rowe.",Robert Lowth,86,0,3,0,2,5,0,4,2,0,3,0,0,1,0,1,1,0,0,1,0,4,0,0,2,0,2,3,0,0,3,4,0,0,2,2,2,3,1,2,2,0,1,3,1,1,2,0,0,2,3,0,4,2,3,1,1,3,0,4,1743,1,1,"Glasgow : printed and sold by Robert Foulis, MDCCXLIII. [1743].",Glasgow,27,male,1710,1787,TRUE,"and bold alone , She spurs the timorous, indolent, and base: Danger and toil stand stern before her throne, And guard, so jove commands, the blissful place. Who seeks her mufl the mighty cost sustain, And pay the price of Same; labour, and care , and painl XIII Would'it thou"
0184200404_000024,Choice of the best poetical pieces of the most eminent English poets. Published by Joseph Retzer. ...,,76,0,0,1,2,2,1,1,1,4,0,0,2,1,0,0,1,0,1,1,0,0,2,2,0,0,3,4,5,2,2,3,0,0,4,1,0,2,4,0,0,0,2,2,1,1,1,0,0,1,2,2,1,2,3,1,3,1,0,1,1783,4,6,"Vienna : printed for Sonnleithner and Hoerling, MDCCLXXXIII. [1783].",Vienna,334,unknown,,,FALSE,"in vain essay; vn, while you write, you take that praise away: Light to the stars the fun does thus restore, nut shines himself, till they are seen no more. Swift. On a Company of bad Dancers to good Music, How ill the motion with the music suits !] So"
0768900100_000055,"The beauties of the poets. Or, a collection of moral and sacred poetry from the most eminent authors.",,71,1,1,0,1,1,1,1,1,3,2,2,4,1,1,1,2,2,0,0,1,1,3,1,2,0,0,1,3,2,1,2,0,0,2,3,1,4,1,0,1,0,3,1,0,2,0,0,2,1,0,1,2,2,1,0,0,1,1,0,1773,1,1,"Bristol : printed by William Pine, M.DCC.LXXIII. [1773].",Bristol,333,unknown,,,FALSE,"solemn form the rituals are prepared, The feal is broken, and a groan is heard,. And :;; i tlhou, my soul, (0 fall to sudden prayer, \: idlct the thought fink deep!) shalt thou be there? Sec on the left (for by the great command Tile throng divided falls on"
0250601100_000024,"Miscellanies in prose and verse intended as a specimen of the types, at the Logographic Printing Office.",John Walter,78,1,3,0,1,3,1,2,3,1,3,0,0,0,0,0,1,0,1,3,0,1,0,2,1,0,2,1,1,0,3,2,0,0,1,3,2,5,3,2,0,1,2,0,0,5,1,0,3,3,1,1,2,0,1,1,1,2,1,1,1785,1,1,"London : printed and sold by J. Walter, Printing-House-Square, Blackfryars And At NO. 45. Lombard-Street, M,DCC,LXXXV. [1785].",London,253,male,1739,1812,FALSE,"happy ground, And with choicer plenty crowned. Here on all the shining boughs Knowledge fair and useful grows; On the same young flowery tree All the seasons you may see Notions in the bloom of light , Just disclosing to the sight; Here are thoughts of larger growth, Ripening into"
0081500122_000031,"The works of the English poets. With prefaces, biographical and critical, by Samuel Johnson. ...",Samuel Johnson,91,6,0,1,1,2,7,1,4,0,2,1,0,1,0,1,2,2,0,1,2,7,3,0,3,0,1,1,2,0,0,2,1,0,0,0,2,9,1,0,0,1,2,0,1,4,2,0,1,3,4,1,0,2,1,1,0,0,2,0,1779,22,58,"London : printed by H. Hughs; for C. Bathurst, J. Buckland, W. Strahan, J. Rivington and Sons, T. Davies, T. Payne, L. Davis, W. Owen, B. White, S. Crowder, T. Caslon, T. Longman, B. Law, E. and C. Dilly, J. Dodsley, H. Baldwin, J. Wilkie, J. Robson, J. Johnson, T. Lowndes, T. Becket, G. Robinson, T. Cadell, W. Davis, J. Nichols, F. Newbery, T. Evans, J. Ridley, R. Baldwin, G. Nicol, Leigh and Sotheby, J. Bew, N. Conant, J. Murray, W. Fox, J. Bowen, MDCCLXXIX. [1779]-80.",London,319,male,1709,1784,TRUE,"thy easy faith betray, Flora ranging, Like the moon and ocean changing, More inconflant proves than they. B E A U T Y, A N 0 D E. I. F AIR rival to the god of day, Beauty , to thy celestial ray A thousand Iprightly fruits we owe; Gay"
1442400100_000056,"Poems on divine subjects, [O]riginal and translated from the Latin of M. Hieron. Vida, Bp. of Alba. With large annotations more particularly concerning the being and attributes of God. The second edition. By Tho. Morell, A.M. fellow of King's College, Cambridge.",Thomas Morell,95,1,0,0,1,3,1,1,4,5,5,1,2,2,0,0,0,1,0,0,1,6,1,3,0,1,0,2,5,1,2,2,3,1,0,0,1,3,2,1,0,1,1,2,0,12,2,0,1,2,1,0,4,0,1,3,1,0,1,1,1736,1,1,"London : Printed by E. Owen in Amen-Corner; and sold by J. Walthoe in Cornhill; W. Bickerton in the Strand; and Olive Paine in Round-Court, 1736.",London,299,male,1703,1784,FALSE,"the Perils of the Sea, To face a Lion in his deathful Way, Or tempt the Horrors of the stormy Skies, When some imperious Damsel claims the Prize. Love's sweet Enchantments strike the Reason blind, And taint with Madness the too thoughtful Mind , To what strange Frenzy are some"
0866300500_000027,"Select pieces of poetry, intended to promote piety and virtue in the minds of young people. Collected by Rachel Barclay.","Barclay, Rachel",96,0,0,1,0,1,0,2,1,3,1,1,0,0,4,0,1,1,0,1,1,1,0,5,2,2,1,6,0,2,6,3,0,1,4,0,0,4,2,3,2,1,3,2,0,8,4,0,1,1,2,1,5,0,2,1,1,2,0,0,1795,1,1,"London : printed and sold by James Phillips, George Yard, Lombard Street, 1795.",London,186,male,1743,1792,FALSE,"this consecrated hour With better hopes be filled. Thy love the powers of thought bcftow'd To thee my thoughts would soar: L Thy mercy over my life has flowed ; That mercy I adore. In each event of life , how clear Thy ruling hand I see Each blessing to"
0332502100_000008,Poems on several occasions.,Thomas Moss,72,1,2,1,0,1,1,1,0,3,1,1,0,1,2,0,1,1,0,0,1,0,1,0,0,1,1,4,4,0,1,2,1,0,1,3,0,4,1,4,2,0,3,2,1,0,2,0,0,1,3,3,0,0,1,1,1,3,1,2,1769,1,1,"Wolverhampton : printed and sold by G. Smart; Mr. Longman, Pater-Noster-Row; and Mr. Dodsley, Pall-Mall, London, M.DCC.LXIX. [1769].",Wolverhampton,64,male,1738,1808,FALSE,"appointed to defend, Is sirs to menace, and is first to wound. Oh Jealousy! -- thou Foe of deadliest Bane! -- - Thou to thyself dof Miseries impart, And, like the Miser, feel a keener Pain , The greater is the Treasure of thy Heart . Tis thine, like Darkness"
0589501700_000015,"Sketches of beauty, natural and moral, sacred to love and virtue ; in six books ; designed for the late Lady Viscountess Valentia ; Dedicated, With Permission, To Her Grace The Duchess Of Devon.",Vicarius,92,0,2,0,0,3,3,0,2,0,1,3,0,1,1,1,1,2,1,2,1,4,2,3,1,0,0,4,4,2,1,2,0,1,4,3,1,9,1,6,0,1,1,0,0,1,3,0,0,0,3,1,2,1,0,0,2,1,4,0,1787,1,1,"London : printed by Sammells and Ritchie, Albion-Buildings, Bartholomew-Close, for the author, and sold at no.12, Brownlow-Street, Holborn; sold also by J. Stockdale, Piccadilly; W. Flexney, Holborn; J. French, Fenchurch-Street; J. Denis, New Bridge-Street; and J. and J. Fletcher, Oxford, MDCCLXXXVII. [1787].",London,240,unknown,,,FALSE,"95) Or shuddering, silent, joins the fentencejuft! Virtue with lifted hand , her eye incensed, Frowns fearfully vindictive; claiming loud, Tu her ftain'd honour, amplest fatisfaaion: Heaven owns the suit; the hand of perfect Love , Strait writes the sentence, "" Bitterness of soul !"" This with a stroke, raised"
0699700700_000027,"Horæ lyricæ. Poems chiefly of the lyric kind, in three books. ... By I. Watts, D.D.",Isaac Watts,95,1,0,1,4,2,2,1,5,2,2,3,1,0,1,0,1,2,0,0,2,1,3,1,0,1,1,4,4,1,0,3,2,0,2,3,1,11,2,3,2,2,2,0,0,3,0,0,1,2,3,0,3,0,1,0,0,1,2,0,1731,1,1,"London : printed for Richard Hett, 1731.",London,368,male,1674,1748,TRUE,"to return again. 1v. I feel my warmest Passions dead To all that Earth can boast; This Soul of mine was never made For Vanity and Duff. V Now I can fix my Thoughts above, Amidf their flattering Charms , Till the dear Lo R D that hath my Love"
1012600300_000062,"The polite instructor; or, youth's museum. Consisting of moral essays, tales, fables, visions, and allegories. Selected from the most approved modern authors. With an introduction, containing rules for reading with elegance and propriety. To the whole is added, a collection of letters. With some rules prefixed, useful for supporting a genteel epistolary correspondence.",,82,1,1,1,0,2,1,2,2,1,0,1,0,0,0,0,1,1,0,0,0,2,2,0,4,1,0,3,1,1,3,3,0,6,5,3,1,2,2,2,2,1,1,4,2,0,1,0,0,3,3,0,2,2,1,0,0,1,3,1,1768,1,1,"Dublin : printed by John Exshaw, in Dame-Street, MDCCLXVIII. [1768].",Dublin,265,unknown,,,FALSE,"fairest light Paints rural profpeats and the charms of sight. These soft amusements bring content along, And fancy, void of sorrow, turns to song . Here beauteous health for all the year remain, wlhec the next comes, I'll charm tlhe thus agaia, A HYMN to CONTENTMENT. Ovely, lalling peace of"
0537100500_000003,"The cave of Morar, the man of sorrows. A legendary tale. In two parts.","Tait, John",91,0,1,0,2,4,0,6,2,1,0,2,2,0,0,0,2,1,0,7,0,0,0,1,0,1,0,3,0,3,2,5,0,0,0,0,2,4,3,2,1,0,1,2,3,2,0,2,2,1,3,4,1,0,5,1,4,1,0,2,1774,1,1,"London : printed for T. Davies, in Russel Street, Covent Garden, Bookseller to the Royal Academy; and sold by J. Bew, Pater-Noster Row; and J. Balfour, at Edinburgh, M,DCC,LXXIV. [1774].",London,32,male,1748,1817,FALSE,"freli from Nature's bounteous Store, The Sage the chryfl'al Beverage poured.; i lis Guells enjoyed the rustic Clheer, Nor were their grateful thl.anks forgot, Till beauteous E Ai M A lcg'd to hc.11, The mournful Tale of MORAR's Ltt. My Friends , he said, though' rude my voice , ""And"
0656701400_000079,"The academic speaker; or, a selection of parliamentary debates, orations, odes, scenes, and speeches, from the best writers, proper to be read and recited by youth at school. To which are prefixed, elements of gesture; ... The third edition. By John Walker, ...",,85,1,1,3,2,1,1,0,2,1,1,1,0,3,1,0,1,3,0,0,1,2,4,0,0,1,3,1,3,1,1,0,0,2,4,3,0,2,5,1,0,2,0,0,1,0,1,0,1,1,1,0,4,0,4,2,2,3,0,7,1797,1,1,"London : printed for the author; and sold by G.G. and J. Robinson; and T. Cadell, Junior, and W. Davies, 1797.",London,316,unknown,,,FALSE,"up in arms , And mans each part about me. Once again That noble eagerness of sight has seized me; That eagerness with which I darted upward To Cassius' camp. In vain the sleepy hill Opposed my way; in vain a war of spears Sung round my head , and"
0577200802_000028,"The bouquet, a selection of poems from the most celebrated authors, with some originals. ...",,76,0,2,0,1,1,0,1,4,0,2,0,1,1,1,0,0,4,1,1,1,2,0,0,1,2,0,2,4,1,3,3,1,1,3,0,1,2,1,0,1,0,1,1,2,1,0,0,1,0,2,3,2,0,4,1,6,1,1,1,1792,2,2,"London : printed by E. Hodson, Bell-Yard, Temple-Bar; for J. Deighton, Holborn; Debrett, Piccadilly; Richardson, Royal Exchange, M.DCC.XCII. [1792].",London,205,unknown,,,FALSE,"spray to spray And with soft music usher in the day: The tuneful lark is now ascending high, With fluttering wings gay warbling in the Iky. Shall man be silent mid the general choir, Nor with concordant voice God's love admire? Shall man profusely spend his precious hours ? No"
0302100300_000035,"The shamrock: or, Hibernian cresses. A collection of poems, songs, epigrams, &c. Latin as well as English, the original production of Ireland. To which are subjoined, thoughts on the prevailing system of school education, respecting Young Ladies as well as Gentlemen: with Practical Proposals for a Reformation. By Samuel Whyte, Principal of the English Grammar School.","Whyte, S. (Samuel)",84,0,0,1,0,3,4,3,2,0,1,0,2,1,2,0,1,3,0,0,0,0,1,1,2,1,1,6,3,2,2,1,0,1,1,1,2,7,2,1,2,1,1,1,0,3,3,0,1,1,2,0,3,0,2,2,0,1,0,3,1772,1,1,"Dublin : printed by R. Marchbank, In Cole's-Alley, Castle-Street, MDCCLXXII. [1772].",Dublin,549,male,1733,1811,FALSE,"floried Urn shall celebrate his Name: Enough for him, that, where his Ashes lie, When kindred Spirits shall at Times repair, The prosperous Youth shall cast a pitying Eye; The flizhted Virgin pour her Sorrows there: Enough for him, that, pointing to his Stone, The old Man his Story shall"
