PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(anim),termFreq(appear),termFreq(author),termFreq(bodi),termFreq(cafe),termFreq(caus),termFreq(christ),termFreq(common),termFreq(confid),termFreq(creatur),termFreq(death),termFreq(degre),termFreq(differ),termFreq(divin),termFreq(end),termFreq(evil),termFreq(father),termFreq(form),termFreq(gener),termFreq(god),termFreq(holi),termFreq(human),termFreq(idea),termFreq(kind),termFreq(know),termFreq(knowledg),termFreq(law),termFreq(life),termFreq(light),termFreq(live),termFreq(love),termFreq(mankind),termFreq(manner),termFreq(matter),termFreq(mean),termFreq(mind),termFreq(moral),termFreq(natur),termFreq(noth),termFreq(observ),termFreq(order),termFreq(origin),termFreq(particular),termFreq(person),termFreq(power),termFreq(principl),termFreq(proper),termFreq(reason),termFreq(religion),termFreq(sens),termFreq(spirit),termFreq(state),termFreq(think),termFreq(true),termFreq(virtu),termFreq(word),termFreq(work),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0066000200_000020,"A philosophical enquiry into the laws of nature: wherein The Essence, the Principal Heads, the Order, the Publication, and the Obligation of these laws are deduced from The nature of things. Wherein also, the principles of Mr. Hobbes's philosophy, both in a State of Nature, and of Civil Society, are examined into, and confuted. Written originally in Latin by the Right Reverend Father in God, Richard Cumberland, D. D. Late Lord Bishop of Peterborough. And translated into English, With large Explanatory Notes, and an Appendix, by the Reverend John Towers, D. D. Prebendary of St. Patrick's Cathedral Church, Dublin, and Vicar of Castleknock, &c.",Richard Cumberland,105,2,0,1,0,5,0,0,0,1,1,0,0,0,1,7,0,1,1,1,1,13,2,3,0,1,1,1,5,1,0,2,1,1,1,2,1,2,7,11,0,3,1,1,0,1,2,0,2,4,0,1,4,1,2,0,1,5,0,0,1750,1,1,"Dublin : printed by Samuel Powell in Crane-Lane, MDCCL. [1750] [1751].",Dublin,821,male,1732,1718,TRUE,"The lafl Way we have of conceiving and ture, as fully as the Operations of the Intel expressing the Divine Nature and Attributes; lea and Will; yet God is not so grossly reis by the Operations and Perfeation of our In presented by them, as by our bodily Parts; tell"
0031801100_000002,"Thoughts on truth, on prejudice, and on sincerity. By John Holland.","Holland, John           1751",75,0,0,1,0,0,0,2,1,1,1,0,0,2,2,3,1,1,1,1,2,0,0,3,0,2,3,2,0,3,0,0,0,8,0,0,1,0,2,3,4,1,0,1,1,1,2,2,0,5,1,2,0,1,2,1,3,0,1,1,1795,1,1,"[London?], 1795.",London,45,unknown,,,FALSE,"Is, then, probability unworthy of trust i or are mankind materially dec ved by asing continually upon it? Whatever dependence they may reasonably place upon it, the same degree of assurance they may have of arriving -7 arriving at truth. Upon this presumption the whole business of human life is"
0242900400_000018,"The christian philosopher; or a divine essay on the principles of man's universal redemption. In five books. Proving, from the Doctrines of Nature, the Maxims of Philosophy, and the Sacred Records of the Old and New Testament; that the various Revolutions of the Human Nature, as they relate to the Creation, Fall, and Redemption of Man, are grounded upon eternal Reason, and the moral Fitness of Things. Book 1. Of the perfection, glory, and immortality of Adam, as created in his primitive State of Nature, by Almighty God. By Nicholas Robinson, M. D. and a Member of the Royal College of Physicians, London.",Nicholas Robinson,111,2,0,1,1,0,0,0,1,0,0,2,0,1,2,2,0,2,0,2,1,9,0,0,1,2,0,5,9,2,1,2,0,2,0,1,1,3,2,23,1,2,0,2,1,0,3,3,0,7,0,0,1,4,0,0,0,2,1,4,1741,1,1,"London : printed for Charles Rivington, at the Bible in St. Paul's Church-Yard; and John Robinson, in Southampton-Street, Covent-Garden, MDCCXLI. [1741].",London,188,male,1697,1775,FALSE,"State of Nature : For Adam had the Spirit above Measure: And God , the Author of his Being, had dealt out the Powers of Wisdom and Understanding to him, with a liberal Hand; so that, in all Respects, he was superior to an Angel of Light , although the"
0432300105_000139,"The works of the late Right Honorable Henry St. John, Lord Viscount Bolingbroke. In five volumes, complete. Published by David Mallet, ...","Henry St John, 1st Viscount Bolingbroke",88,1,0,0,1,1,3,3,0,2,0,1,1,0,0,1,0,3,0,0,4,3,0,2,3,0,2,2,5,0,1,0,0,0,1,4,0,1,5,7,2,2,2,1,2,1,0,2,1,5,0,1,1,0,1,1,0,1,1,7,1777,5,5,"London : printed in the year, 1777.",London,576,male,1678,1751,TRUE,"constituted by the author of nature . They who have attempted to do this by showing with great, and, as 1 think , with too much subtlety of wit and licence of imagination, in what cafes , how far, and in what manner , God may at by particu alar"
0454900700_000074,"Bibliotheca technologica: or, a philological library of literary arts and sciences. Viz. I. Theology; or the First Principles of Natural Religion. II. Ethics, or Morality; the Doctrine of Moral Virtues. III. Christianity; or the Substance of the Christian Religion. IV. Judaism; or the Religion and State of the Jews. V. Mahometanism; or the Life, Religion, and Polity of Mahomet. VI. Gentilism; or the Deities and Religion of the Heathen. Vii. Mythology; or an Explanation of Fabulous Histories. Viii. Grammar and Language, particularly of the English Tongue. IX. Rhetoric and Oratory; or the Art of Speaking eloquently. X. Logic; or the Art of Reasoning and persuasion. XI. Ontology; or the Science of Being abstractedly considered. XII. Poetry; or the Art of making Verses or Poems. XIII. Criticism; or Art of judging well of Men and Things. XIV. Geography; or a Description of the World. XV. Chronology; or the Doctrine of Time. XVI. History; with the Original of Nations and Kingdoms. XVII. Physiology; or Science of Natural Philosophy. XVIII. Botany; or the Doctrine of Plants and Vegetables. XIX. Anatomy; or a Description of the Parts of an Human Body. XX. Pharmacy; or the Art of making Medicines. XXI. Medicine; or the Theory of Physic and Diseases. XXII. Polity and Oeconomics; or the Doctrine of Society and Government. XXIII. Jurisprudence; or the Knowledge of Law or Right. XXIV. Heraldry; or Art of Blazoning Coat-Armour. XXV. Miscellanies: An Account of the Mathematical Arts and Sciences. By Benj. Martin, Author of The Philosophical Grammar, &c.",Benjamin Martin,111,0,1,1,0,8,1,0,0,1,0,0,0,1,2,1,0,2,0,3,1,6,2,4,5,1,1,0,0,0,0,0,0,1,0,4,3,1,1,6,2,0,4,2,3,0,11,1,0,0,0,2,15,2,6,3,1,0,0,2,1737,1,1,"London : printed by S. Idle for John Noon, at the White Hart, near Mercers Chapel, in Cheapside, MDCCXXXVII. [1737].",London,654,male,1705,1782,TRUE,"and inartificial; because all real Being mulf be that of Realities, and not non entities; and all Realities being po/itive Things, muff consist of something, and that Something is in itself hc mogeneous, and universally the same in the Es fence of all real Exiflences, is the Basis of all"
0177600103_000013,"Discourses on various subjects, by the late Reverend John Leland, D.D. With a preface, giving some account of the life, character, and writings of the author. In four volumes. ...",John Leland,81,0,1,0,0,2,0,1,0,1,3,2,0,1,1,0,1,1,0,4,1,4,1,3,1,4,2,1,1,3,1,0,0,0,1,0,0,2,5,4,0,0,0,1,1,1,7,1,2,2,1,2,0,0,0,0,3,0,4,4,1769,3,4,"London : printed for W. Johnston; and J. Dodsley, 1769.",London,445,male,1691,1766,FALSE,"if we had a clear and diftint View of their vast and sublime Capacities, their mighty powef Power and ac2ivity, the Extent of their Understanding and Knowledge , and the Height of moral Excellency to which they are capable of attaining, it would raise in us the highest Conceptions of"
0463000202_000015,"Sermons. By the late Reverend George Carr, Senior Clergyman of the English Episcopal Congregation in Edinburgh. In two volumes. ... . The Sixth Edition; to which are prefixed, an elegant engraving and some account of the author.","Carr, George",86,3,1,1,2,0,0,0,0,1,1,3,0,1,0,5,1,0,0,5,1,11,4,1,0,0,0,0,1,0,0,0,3,1,0,1,2,2,4,8,0,2,1,3,1,0,2,0,1,2,2,1,1,1,0,0,2,0,3,1,1787,2,2,"Edinburgh : printed for Charles Elliot, Edinburgh; and for C. Elliot, T. Kay, and Co. No 332. Opposite Somerset-House, Strand, London, M,DCC,LXXXVII. [1787].",Edinburgh,400,male,1705,1776,FALSE,"and lastly, From hence we may learn to be especially careful in observing the duties of integrity, piety, justice, mercy, and the like. Let us not conclude, that we are religious, because we are right in our faith, or punctual in our attendance on public worship. These are indeed excellent"
0815000100_000014,"Four dissertations. I. On providence. II. On prayer. III. On the reasons for expecting that virtuous men shall meet after death in a state of happiness. IV. On the importance of Christianity, the nature of historical evidence, and miracles. By Richard Price, D.D. F.R.S.",Richard Price,94,0,4,0,0,1,2,4,1,2,1,0,0,1,0,1,0,1,0,1,2,1,0,0,0,1,4,0,6,0,0,0,0,0,2,2,2,0,1,6,1,1,2,3,5,2,9,0,2,3,1,1,0,1,3,1,2,4,2,5,1777,1,1,"London : printed for T. Cadell, in the Strand, MDCCLXXVII. [1777].",London,472,male,1723,1791,TRUE,"wisdom would govern it. From what is incumbent on us in our circumstances, we cannot by any means infer what, in this initance, it is proper for the Deity to do as supreme governor. We are too much unacquainted with his counsels and plan to be able to determine this."
0693200600_000001,"Religious and philanthropic tracts: consisting of I. A discourse on the principles, the temper, and duties of Christians; 2. An essay on the state of the poor, and on the Means of improving it by Friendly Societies, &c. 3. Rules for forming and managing Friendly Societies, with a View to facilitate their general Establishment. By James Cowe, M. A. vicar of sunbury, middlesex.","Cowe, James",70,1,1,0,1,0,1,1,2,0,1,1,1,1,1,2,1,0,1,1,2,6,2,2,0,0,0,0,2,3,0,2,1,1,1,0,5,3,1,3,0,1,0,1,1,1,0,3,1,1,2,0,1,4,0,0,1,1,1,0,1797,1,1,"London : printed for J. Robson, New Bond-Street; F. and C. Rivington, St. Paul's Church-Yard; T. and G. Wilkie, Pater-Noster-Row; and D. Bremner, Strand, 1797.",London,131,unknown,,,FALSE,"RELIGIOUS //.. - AND PHILANTHROPIC TRACTS: CONSISTING OF I. A Discourse on the Principles , the Temper, and Duties of Chrifians; the second Edition, enlarged: 2 An Essay on the State of the Poor, and on the Means of improving it by Friendly Societies, c. 5 Rules for forming and"
0039300102_000021,"The protestant system: containing discourses on the principal doctrines of natural and revealed religion. Compiled from the works of the following Protestant dissenters, viz. Abernethy, Amory, Baker, Benson, Bulkeley, Chandler, Doddridge, Duchal, Emlyn, Fordyce, Foster, Grove, Holland, Leechman, Mason, Morris, Newman, &c. &c. To which are added, Four Discourses never before printed. In two volumes, ...",,83,0,0,0,0,0,1,1,0,0,0,1,0,1,1,4,0,1,1,0,3,1,1,2,2,1,0,0,2,1,3,0,0,1,0,0,0,3,5,7,2,3,1,1,1,1,0,8,1,5,2,2,3,0,1,3,4,0,0,2,1758,2,2,"London : printed for R. Griffiths, at the Dunciad, in Pater-Noster Row, MDCCLVIII. [1758].",London,586,unknown,,,FALSE,"fruitful of all absurdities, and flatly repugnant to reason , sense , and experience; and can he represent the adoration of the Host as superstition at least, if not idolatry; and yet justly admit, at the same time, that the in pressions, pref0ons, which are caused by this wrong belief"
0178200500_000046,"Various tracts. By the Reverend James Penn, A. B. Under-Grammar-Master of Christ Hospital, and Curate of St. Andrews Undershaft, Leadenhall-Street.",James Penn,98,0,1,3,0,0,0,2,0,0,2,1,0,0,2,9,0,0,0,5,0,4,1,3,7,0,2,3,1,2,1,0,0,0,3,0,0,1,1,15,0,0,0,1,0,2,2,1,2,5,2,4,1,1,2,1,0,3,1,1,1756,1,1,"London : printed by Charles Say, in Newgate-Street, for the author, MDCCLVI. [1756].",London,389,male,1727,1800,FALSE,"Brain the Search muff terminate in Ignorance and Confusion. It may be afled, that as Knowledge received by the Senses is the best, and the Impressions they make the most satisfactory and convincing, could not Almighty Power have in this Manner revealed himself? We are not to confider what Almighty"
0840800401_000020,"Discourses concerning the being and natural perfections of God, in which that first principle of religion, the existence of the deity, is prov'd, From the Frame of the Material World, from the Animal and Rational Life, and from Human Intelligence and Morality. And the Divine Attributes of Spirituality, Unity, Eternity, Immensity, Omnipotence, Omniscience, and Infinite Wisdom, are explain'd. ... . By John Abernethy, M.A.",John Abernethy,82,1,1,2,1,1,0,1,0,1,1,0,0,1,2,1,3,0,1,1,0,1,0,3,2,2,0,1,0,1,2,0,0,1,2,2,0,7,10,5,0,3,0,1,1,1,2,0,0,0,1,7,1,0,0,1,4,0,2,1,1743,1,2,"[London] : Dublin, printed: London, re-printed for H. Whitridge, at the Royal Exchange, M.DCC.XLIII. [1743].",London,381,male,1680,1740,FALSE,"and the same may be said concerning the flbjedts of other felf evident or dernonlfrated propositions. Now has God scattered over his works such traces of intelligence, that very imperfect observers are led by them to see, and bedelighted with truth, and shall himself not discern that same truth, nay,"
0330300200_000008,"Faith and reason compared; shewing that divine faith and natural reason proceed from two different and distinct principles in man. Against the notions and errors of the modern rationalists. Written originally in Latin by a person of quality; in answer to certain theses (drawn from Mr. Lock's principles) concerning faith and reason. With a new preface concerning Reason, Philosophy, Morality and Religion.","Metternich, Wolf, Freiherr von           1731",125,1,0,0,0,2,0,0,4,1,2,0,0,0,2,14,1,0,0,0,0,8,0,3,3,0,0,0,5,1,9,3,1,1,0,0,1,0,7,15,0,1,2,3,1,0,3,4,0,5,2,4,10,2,1,2,0,0,0,1,1713,1,1,"London : printed for Ben. Cowse, at the Rose and Crown in St. Paul's Church-Yard, 1713.",London,338,unknown,,,FALSE,"or Inward Man, in or aspiring after a State of perfe&ion and Happiness (ó. 49.): In the. firt Sense , SELF or the n7tf ral Man, is the only CENTRE and OBJECT of all our Cares and Concerns; and we confider the Ordinary Irradiations of GOD in and upoii the"
0359100402_000033,"Discourses concerning the being and natural perfections of God, in which that first principle of religion, the existence of the deity, is proved, From the Frame of the Material World, from the Animal and Rational Life, and from Human Intelligence and Morality. And The Divine Attributes of Spirituality, Unity, Eternity, Immensity, Omnipotence, Omniscience, and Infinite Wisdom, are explain'd. By John Abernethy, M. A. ...",John Abernethy,95,3,0,1,1,0,0,0,0,0,2,3,0,3,4,4,1,1,0,1,1,9,2,2,4,3,3,0,1,0,0,0,1,1,1,0,3,3,7,6,0,1,1,0,0,0,2,4,3,0,2,5,0,0,0,3,0,3,0,0,1757,2,2,"London : printed for H. Whitridge, D. Browne, J. Whiston and B. White, J. Ward, W. Johnston, P. Davey and B. Law, and M. and T. Longman, M.DCC.LVII. [1757].",London,423,male,1680,1740,FALSE,"which are in it, and for which the liberal author of nature has plentifully provided, giving every one what is mois convenient for it, an enjoyment suitable to its nature and capacity; particularly, by the frame and constitution of the hui man nature , made for various happiness, and the"
0262100800_000014,"The blessings of Christian philosophy; being a treatise on the beatitudes. In a familiar dialogue between doctor and parishioner. By Arthur St. George, D.D.","St. George, Arthur           1772",116,2,0,0,0,0,0,0,3,1,0,0,0,2,2,4,0,0,0,1,0,17,3,0,0,0,1,4,1,3,3,1,1,1,0,2,2,2,7,12,1,0,1,0,0,0,2,3,0,5,7,1,1,2,0,4,12,0,1,1,1737,1,1,"Dublin : printed by S. Powell, and sold by George Risk, at Shakespear's Head in Dame's-Street, MDCCXXXVII. [1737].",Dublin,374,unknown,,,FALSE,"with any certainty; - whereas the objet of Christian Virtues is God himself, as well asuniverfal Love to Mankind , and eternal Life and Happiness the Reward. And in this Sense , Christian Virtues are founded in Faith, or the Belief of God's Promises. This is one Reason why fogreat"
0679901500_000029,"Aphorisms of wisdom; or, A collection of maxims and observations extracted from the works of various writers upon divine subjects. [Three lines of quotations].",Emmanuel Swedenborg,120,1,3,0,0,2,1,4,1,0,1,2,0,0,0,1,2,1,0,9,2,7,0,3,0,0,3,0,1,7,1,1,12,0,0,0,1,2,0,7,1,0,9,0,2,0,2,3,2,2,0,0,5,5,0,1,0,5,2,6,1794,1,1,"Boston : Printed and sold by John W. Folsom, no. 30, Union-Street, M,DCC,XCIV. [1794].",Boston,212,male,1688,1772,FALSE,"is the Heat; and contrarily, as is the Heat, such is the Light . 671 As are the Pleasures, such are the Loves , then Acive, and Living in the Man; and as are the Loves , such ever is the State of the Life . 672 Every Love appetites"
1022301002_000028,"Moral discourses on providence and other important subjects. By Thomas Hunter, M. A. Vicar of Weaverham in Cheshire ...","Hunter, Thomas",90,0,0,1,2,1,0,0,1,0,2,1,0,0,0,3,1,0,3,0,1,18,0,3,1,1,0,1,0,2,3,2,5,3,1,0,1,0,1,9,0,1,2,2,0,0,1,3,2,1,1,0,2,2,0,2,2,0,0,2,1774,2,2,"London : printed for the author, and T. Cadell in the Strand, MDCCLXXIV. [1774].",London,474,male,1712,1777,FALSE,"who have manfully played the part, and supported the character assigned them by the great Author of the drama of human nature ; and the more arduous this part, and the more distinguished this character has been, the more assec tionate must be the approbation, the more ample the reward,"
0430601800_000004,"Private letters adapted to publick use, Written on Occasion of the As-Ly's taking Cognisance of P-f-r C-l's Writings. Wherein Natural Religion, Enthusiasm and Self-Love, and several other important Subjects are explicated.",Theophilos,102,1,0,0,0,0,0,0,0,1,0,4,1,1,4,4,0,2,1,1,0,9,4,0,0,1,1,5,1,1,0,1,3,5,1,0,0,1,3,3,0,0,0,2,0,0,4,1,0,12,8,0,2,3,0,4,3,0,1,3,1736,1,1,"Edinburgh : [s.n.], Printed in the Year M.DCC.XXXVI. [1736].",Edinburgh,46,male,,842,FALSE,"a DR for its Champion, and has a b p for its Patron at present, The .Thi Ser of Schebif: tf, (under which Name I cornprehend all professed Calvigiflr, who depart from the bible plan of Religion , )chime in with rationalijf, as to the Powers of Reason , Force"
0448601000_000006,"The right use of Lent: or, a help to penitents. Containing, I. A preparatory meditation on the design of Lent, the Nature of Sin, &c. II. The Reason, Institution and Benefits of Fasting. III. Some Rules and Advices concerning it. IV. What we are to Repent of. V. The Way and Method of Repentance, with some Forms of Penitential Devotions. to his Clergy, concerning the keeping of Lent.",William Wogan,106,1,2,0,0,0,1,1,2,0,2,3,0,4,1,7,1,0,0,1,1,11,3,0,0,4,0,0,1,17,0,5,0,0,1,0,2,0,0,4,2,2,1,1,1,0,2,2,2,4,0,2,4,2,0,1,1,1,2,1,1732,1,1,"London : printed for C. Rivington, at the Bible and Crown, in St. Paul's Church-Yard, M.DCC.XXXII. [1732].",London,243,male,1678,1758,FALSE,"Severities we use, may both testify our Hatred and Abhorrence of them, and effeaually serve to the subduing their Power , and curing their Disorders. For Sin is not only a Transgression of God's Law , which fubjets us to the Penalty of it; not only a bare contracting of"
