PassageID,Title,Author,Total termFreq,termFreq(agreeabl),termFreq(answer),termFreq(attent),termFreq(ball),termFreq(believ),termFreq(better),termFreq(brother),termFreq(certainli),termFreq(convers),termFreq(cri),termFreq(dai),termFreq(danc),termFreq(daughter),termFreq(even),termFreq(famili),termFreq(feel),termFreq(felt),termFreq(friend),termFreq(girl),termFreq(happi),termFreq(have),termFreq(hear),termFreq(heard),termFreq(herself),termFreq(hope),termFreq(hous),termFreq(ill),termFreq(know),termFreq(ladi),termFreq(leav),termFreq(littl),termFreq(long),termFreq(love),termFreq(manner),termFreq(mean),termFreq(miss),termFreq(mother),termFreq(parti),termFreq(pleasur),termFreq(pride),termFreq(quit),termFreq(realli),termFreq(repli),termFreq(room),termFreq(saw),termFreq(sir),termFreq(sister),termFreq(speak),termFreq(sure),termFreq(think),termFreq(thought),termFreq(time),termFreq(wish),termFreq(woman),termFreq(world),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0506900202_000007,"Belinda, or, the fair fugitive. A novel. By Mrs. C---- Dedicated to her grace the Duchess of Marlborough. A new edition. In two volumes. ...","C., Mrs.",73,0,0,1,0,1,1,0,0,0,1,3,0,1,1,1,0,0,3,3,1,7,1,1,4,1,2,0,1,5,2,0,0,3,1,2,4,1,1,1,0,0,1,1,0,1,6,0,0,1,2,1,0,2,1,0,3,1789,2,2,"London : printed for G. Allen, at his Circulating Library, Duke's court, St. Martin's lane, M.DCC.LXXXIX. [1789].",London,217,female,,,FALSE,"are reported in this good town of ours which have have no foundation; but if, as this young gentleman affirms, he really saw and spoke to my lovely young friend there last night, i confess I am rather surprised. you were so late this morning in making farther inquiry, though'"
0709800602_000001,"The errors of education. In three volumes. By Mrs. Parsons, ...",Eliza Parsons,87,0,2,0,0,0,1,0,0,0,0,7,0,1,1,2,1,0,2,3,2,6,0,0,1,5,0,1,1,11,0,1,0,1,0,0,10,4,1,3,1,0,1,3,0,1,4,0,1,1,1,1,1,1,1,0,3,1791,2,3,"London : printed for William Lane, at the Minerva Press, 1791.",London,228,female,1738,1811,TRUE,"- -, -  J -1 E R R 0 R o p E D U C A T ION. THE E R R 0 R S ERRORS O F E D U C A T IO N. IN THREE VOLUMES. BY MRS. PARSONS, DEDICATED (BY PERMISSION) TO THE RIGHT"
0021600201_000016,Montalbert. A novel. By Charlotte Smith. In three volumes. ...,Charlotte Turner Smith,76,0,1,1,0,0,0,2,1,1,2,0,4,0,2,0,1,5,0,0,1,3,2,0,0,1,0,1,2,2,0,2,0,2,2,4,1,5,0,1,0,3,0,2,2,2,2,0,0,2,4,4,1,1,0,2,2,1795,1,3,"London : printed by S. Low, Berwick Street, Soho; for E. Booker, No. 56, New Bond Street, 1795.",London,260,female,1749,1806,TRUE,"interest, it becomes me to satisfy your inquiries: yet you might, perhaps, obtain more fatisfaeory information from himself."" ""From himself! ( cried Rosalie eagerly);. is he here then ?"" ""Alas! ( answered Montalbert,, again deeply sighing), he seems insensible of the good fortune which I would purchase. with worlds ,"
0790100400_000010,"Terentia; a novel. By the author of The platonic guardian, &c.",Author of The platonic guardian,67,0,1,1,4,0,0,0,0,0,2,1,1,1,2,1,0,1,1,0,2,8,1,2,2,1,0,0,1,5,0,2,2,2,0,1,4,0,1,0,0,0,1,1,2,0,1,0,0,1,1,1,1,1,1,2,4,1792,1,1,"Dublin : printed by Wm. Hunter, for Mess. P. Byrne, A. Grueber, W. M'Kenzie, J. Halpen, R. M'allister, and R. White, 1792.",Dublin,252,unknown,,,FALSE,"art of phyliognomy in so great a degree, as to discover that we are deficient in rank! ha, ha.! I wonder whether we shall see as many fiars here as graced her ladyflip's ball last Easter Monday; if I am not of rank iyfclf, I mutt own I love to"
0883300401_000039,The young philosopher: a novel. In two volumes. By Charlotte Smith. ...,Charlotte Turner Smith,79,0,1,1,0,0,1,5,0,2,0,0,0,0,2,1,0,1,0,1,1,14,0,4,1,0,3,1,4,2,1,0,1,0,0,3,4,3,1,0,1,1,0,1,1,0,0,2,0,3,1,2,2,0,2,0,5,1798,1,2,"Dublin : printed for P. Wogan, H. Colbert, W. Porter, J. Moore, H. Fitzpatrick, J. Rice, and N. Kelly, 1798.",Dublin,342,female,1749,1806,TRUE,"ftrings, I must resolve, though very sorry to give my aunt aunt concern, to leave ler, and eftablili myself in an house of my own."" C Docor Winslow iow found he lad gone too far, - and was beginning to say something which was meant to soften and appease, when"
0739200100_000019,"The history of Joshua Trueman, Esq; and Miss Peggy Williams.",,78,1,2,0,0,2,1,0,0,3,0,1,0,6,2,1,0,1,0,1,2,5,1,2,2,3,1,1,3,1,0,0,2,2,0,0,9,0,0,0,0,0,0,2,1,4,0,0,0,1,1,1,2,3,5,0,3,1755,1,1,"Dublin : printed by A. Reilly, for the booksellers, MDCCLV. [1755].",Dublin,339,unknown,,,FALSE,"was in the country, her father took into his family an elderly woman in quality of houne keeper. Of this woman Trueman fancied he had some knowledge; but could not recollect her till he heard her called by the name of Williams; he then remembered the vile wretch he had"
0020100301_000045,The history of Sir Henry Clarendon. ...,,84,1,0,1,0,1,0,4,0,0,1,3,0,0,2,1,1,0,2,1,2,8,1,0,0,0,0,1,5,10,0,5,0,3,1,0,3,0,0,0,1,0,2,1,1,1,6,1,0,2,5,1,0,1,1,0,4,1785,1,2,"London : printed for R. Baldwin, in Pater-Noster Row ; and W. Richardson, at the Royal-Exchange, 1785.",London,311,unknown,,,FALSE,"Weldon rejoice to see the alteration in their Sophia's countenance. My brother is frequently here, and I think appears uncommonly attentive to her. He brought down with him the other evening a beautiful canary bird, and so tame, that it will ht upon one's finger, and seems pleased to be"
0841500302_000001,"The conflict: or, the history of Miss Sophia Fanbrook. In three volumes. ...",,84,1,1,0,0,1,0,1,0,0,5,1,0,0,0,0,0,0,1,2,2,5,2,1,1,0,1,0,3,4,1,0,1,3,0,1,9,0,0,0,0,1,2,3,1,0,15,1,2,1,3,2,1,0,2,1,2,1767,2,3,"London : printed for Francis Noble, at his Circulating Library, near Middle-Row, Holborn; and John Noble, at his Circulating Library, in St. Martin's Court, near Leicester-Square, MDCCLXVII. [1767].",London,240,unknown,,,FALSE,"THE HISTORY O F Miss SOPHIA FANBROOK. VOL. II ii THE CONFLICT: OR, THE HISTORY o F Miss SOPHIA FANBROOK. IN THREE VOLUMES. VOL. 1[. LONDON: Printed for FRANCIS NOBLE, at his Circulating Library, near Middle row, Holborni A ND JOHN NOBLE, at his Circulating Library, in St. Martin's Courr,"
0629100101_000002,"Derwent priory; or, memoirs of an orphan. In a series of letters. First published periodically; now republished, with additions. By the author of ""The castle on the rock"". In two volumes. ...","Kendall, A.",80,2,4,0,0,1,0,0,0,0,4,3,0,1,2,1,1,0,1,0,1,8,2,0,0,0,1,0,3,7,0,0,1,1,1,0,8,2,1,2,0,1,2,1,2,0,0,1,0,1,7,2,1,0,1,1,2,1798,1,2,"London : printed for H. D. Symonds, 1798.",London,234,male,,,FALSE,"an id said e might marry B 3 again, .again, and have another fon: -- ioom bufv oficious tale bearer reported the con erfation, your father resented it, it created a coldness which ended in disgust, and I ar informed it is near twelve years since you have met: and"
1459000901_000006,"The orphan, a novel. In two volumes.","Elliott, Miss, novelist",82,1,0,1,0,0,2,1,0,1,1,4,0,0,0,3,1,2,5,0,2,6,1,0,0,2,1,1,3,8,2,3,1,2,2,1,0,1,0,2,0,1,0,2,0,2,7,1,0,1,0,1,2,1,0,0,4,1783,1,2,"London : printed for T. Hookham, at his circulating library, New Bond-street, corner of Bruton-street, M.DCC.LXXXIII. [1783].",London,238,female,,,FALSE,"gladly have gained my esteem; her manner of treating me was totally changed : I was now her dear little pupil; - her house was quite disconsolate for want of their little prattler. That I owed her gratitude is most certain; I was grateful for the favours I had received,"
0021800300_000007,The school for wives. In a series of letters.,,69,0,3,1,0,1,1,1,1,1,0,0,0,2,1,1,0,1,2,1,1,8,2,0,0,1,0,0,1,3,0,0,0,7,3,0,8,0,0,0,0,0,1,2,1,0,2,2,1,0,4,1,1,1,1,0,1,1763,1,1,"London : printed for R. and J. Dodsley, in Pall-Mall, MDCCLXIII. [1763].",London,183,unknown,,,FALSE,"to virtue, that this arffceion proceeds rather from an overflowing of gratitude, of which she is ignorant of the extent, than from a criminal inclination. C Mr. Mr. Goodwill may be unconscious of her love , and I will hope , does not with to inspire it. I could not"
0036600301_000010,The ring: a novel: in a series of letters. By a young lady. In three volumes. ...,Young lady,83,0,0,1,0,2,0,1,0,1,0,2,0,1,3,1,1,1,0,1,2,9,0,1,0,1,0,0,4,16,2,2,1,3,1,1,8,2,1,1,0,0,1,1,0,0,4,1,0,0,0,2,1,1,2,0,0,1784,1,3,"London : printed for J. Stockdale, opposite Burlington-House, Piccadilly, MDCCLXXXIV. [1784].",London,269,female,,,FALSE,"told me that Lady Clara was the only daughter of the Earl of Baltimore; that when ihe came of age, which .would happen in less than two months, the would be entitled to a fortune of five thousand a year, left her by her grandfather on her mother's fide; and"
1034500901_000036,The marriage act. A novel. Containing a series of interesting adventures. ...,John Shebbeare,82,2,2,0,0,3,1,0,1,2,1,0,0,4,0,0,0,0,0,2,1,10,0,1,1,2,0,0,1,0,2,2,0,3,4,1,3,3,0,1,0,0,0,1,1,0,12,2,0,1,3,4,1,0,1,1,2,1754,1,2,"London : printed for J. Hodges , at the Looking-Glass, facing St. Magnus-Church London-Bridge ; and B. Collins at Salisbury, MDCCLIV. [1754].",London,339,male,1709,1788,FALSE,""" of England generally wanting to get "" a Title, and the Men of Quality a For"" "" And this, Madam, says he, will certainly happen in this Union of ours; ""and I cannot conceive, what Objection ""you can possibly have to it."" -"" BUT, Sir Roger, says Eliza, fuppof"
0290100301_000012,"The fair methodist ; or, such things are: in the course of a tour from London to Canterbury, and Dover ; Bath and Bristol Hot-Wells. A serious novel. Founded in truth.",,79,3,2,0,0,2,0,0,0,2,0,0,0,1,1,0,3,1,4,0,5,9,1,0,0,2,2,0,3,2,1,0,0,1,0,0,4,0,0,3,0,0,1,2,2,0,1,1,1,0,1,1,2,11,3,0,1,1794,1,2,"London : printed for J. Bell, British Library, Strand, 1794.",London,160,unknown,,,FALSE,"suffered a sort of pleasing pain which I cannot describe. I have been perhaps too precipitate in speaking my mind so plainly as I have done; yet as my motive was sincere, it deserves to be excused, let the consequence be what it may. In short, I wish to know"
0363400101_000021,"Caroline; or, the diversities of fortune : a novel. In two volumes. ...","Hughes, Anne",72,0,3,2,0,2,1,0,0,0,2,1,0,0,0,1,2,1,2,0,1,5,1,0,0,0,0,0,4,5,0,5,1,0,1,1,6,2,1,1,0,3,1,3,1,0,0,1,0,2,1,1,3,1,2,1,1,1787,1,2,"Dublin : printed by M. Graisberry, for Messrs. Gilbert, White, Byrne and H. Whitestone, 1787.",Dublin,285,female,,,FALSE,"my dear friend ,"" (exclaimed that young lady ,) advancing towards her with all the vivacity of pleasure and affection, ""how do I rejoice to see you among use once more? Your father was a dear good man'for letting.you come. Do'you know  I was half afraid of a refusal"
0127702900_000158,"The life of Pamela. Being a full and particular relation of the birth and advancement of that fortunate and beautiful young damsel, who, from the lowest Degree of Rural Life, came to be the Mistress of a most splendid House and Fortune, by her steady Adherence to the Principles of Virtue and Honour. Shewing The various Arts that were used to seduce and betray her; and in what Manner she triumph'd in her Innocence and Chastity: With what Decency and Propriety she supported the exalted Station to which she was raised; and with what exemplary Piety she finished a Life that was attended with so many hazardous Attacks upon her Constancy and Virtue. Illustrated with a great Number of Copper-Plates describing her in the different Stations of Life.",Samuel Richardson,89,0,1,0,1,1,0,4,3,0,0,6,4,2,0,5,0,0,1,0,0,3,0,0,1,2,2,0,2,2,2,4,0,3,1,0,3,0,2,0,0,0,0,3,0,2,9,2,0,1,2,4,8,0,0,1,2,1741,1,1,"London : printed for C. Whitefield, in White Fryers, MDCCXLI. [1741].",London,508,male,1689,1761,TRUE,"Sir Simon's House , and there they would let him know how they had contrived it. He told her, his Wife and he, designed themfelyes the Satisfaction of waiting upon them the next Day . Mr. Belmour and Pamela went accordingly over to Dinner, for he thought the Intimacy between"
0110800103_000002,Louisa Mathews. By an eminent lady. in Three Volumes. ...,Eminent lady,70,0,1,1,0,3,0,5,0,0,0,0,0,2,0,3,3,1,7,0,2,4,1,1,3,1,0,1,1,5,0,1,0,1,0,0,2,1,1,0,0,0,0,2,0,0,4,1,0,0,4,1,0,3,2,0,2,1793,3,3,"London : printed for J. Lackington, No. 46 & 47, Chiswell-Street, Finsbury-Square, Moorfields, 1793.",London,256,female,,,FALSE,"her misfortunes, and the kind and assiduous attention of her valuable friends made her endeavour to suppress her grief, confine it to her own bosom, and as fume a cheerfulness of face to cover an aching heart a talk lass difficult to perform perform since ihe had hopes of so"
1023700300_000016,"Letters and conversations between several young ladies, on interesting and improving subjects. Translated from the Dutch of Madame de Cambon, with alterations and improvements.","Cambon, Madame de (Maria Geertruida van de Werken)",69,2,1,0,1,0,4,0,1,0,0,0,2,3,2,2,0,0,0,0,6,7,0,0,1,1,0,0,1,4,1,4,0,1,0,0,0,5,3,2,1,1,0,1,1,0,0,2,0,0,3,0,0,2,0,0,4,1793,1,1,"Dublin : printed for W. Jones. NO. 86, Dame-Street, 1793.",Dublin,357,female,,,FALSE,"I shall not now be so much averse to spiders as I was. But would it be wrong in me to kill a spider? Would God be angry with me? (carljsti. The killing a fpidcr in the way you would do it, would not be a sin; for god has"
1122700202_000026,"Constantia Neville; or, the West Indian. A novel. In three volumes. By Helena Wells, Author of ``the Step-Mother,'' &c. ...",Helena Wells,76,1,0,1,0,1,0,4,1,1,0,6,1,1,2,3,0,0,3,1,0,6,0,0,2,3,1,0,0,2,0,3,0,0,0,1,7,1,2,0,0,0,0,0,1,2,4,9,0,0,1,2,2,0,0,0,1,1800,2,3,"London : printed by C. Whittingham, Dean-Street, Fetter-Lane, for T. Cadell, jun. and W. Davies, Strand ; and W. Creech, Edinburgh, 1800.",London,382,female,,,FALSE,"moods, and when she saw the little red book was resorted to, she wondered if Mr. Neville was also a frequenter of Lloyd's, a place so peculiarly attractive in the eyes of her father. A letter by the post from her sister , made her withdraw as soon as the"
0013000401_000011,Ellen Rushford. A novel. In two volumes. ...,,63,1,1,2,1,1,1,3,0,1,1,4,0,1,0,2,1,1,0,1,1,12,0,0,0,1,2,0,2,2,0,1,0,2,1,1,2,0,0,1,0,0,0,1,1,0,3,2,0,1,2,0,1,0,1,0,1,1794,1,2,"London : printed for William Lane, at the Minerva-Press Leadenhall-Street, MDCCXCIV. [1794].",London,201,unknown,,,FALSE,"books, papers, c. and frequently passed the afternoon in this agreeable retreat, reading aloud to the young ladies , when they condescended to bring thither their work; he now made considerable additions to the library, and also furnifled this apartment with a complete set of mathematical matical instruments, intending here,"
0221000401_000024,"Ianthé, or the flower of Caernarvon, a novel, in two volumes. Dedicated by Permission to his Royal Highness the Prince of Wales. By Emily Clark, grand-daughter of the late Colonel Frederick, Son of Theodore, King of Corsica. ...",Emily Clark,65,1,0,1,3,0,0,0,0,2,0,0,5,1,2,0,5,3,0,1,2,2,0,1,3,1,0,0,1,4,1,2,0,5,2,1,3,1,1,1,0,0,0,1,2,0,0,0,0,0,3,2,1,1,0,0,0,1798,1,2,"London : printed for the author; and sold by Hookham and Carpenter, Old Bond Street, 1798.",London,258,female,,,FALSE,"him appear to greater. advantage;  he was by nature lively, and the happiness diffused over; is: VOL. I. K mind mind from poffffing her love , had dissipated every uneasy sensation, and he felt more than usually animated. He did not take his leave till they proposed to retire"
0241700202_000032,"Anecdotes of two well-known families. Written by a descendant; and dedicated to the first female pen in England. Prepared for the press by Mrs. Parsons, ... In three volumes. ...",Eliza Parsons,75,0,1,0,0,2,0,0,0,1,0,0,0,1,1,1,2,1,2,1,2,12,1,0,2,4,0,0,4,3,1,3,0,0,2,0,3,1,0,0,1,1,1,0,0,1,7,1,0,1,2,4,0,0,1,1,3,1798,2,3,"London : printed for T.N. Longman, 1798.",London,300,female,1738,1811,TRUE,"might hope he was not disagreeable to ler, his stay at Bath would be llort, and he should devote himself to obtain her regards"" I believe ,"" added the earl, "" I have faithfully executed my commission; and permit me to felicitate you, my dear Miss Mafham, on your worthy"
0485000401_000005,The recluse: or history of Lady Gertrude Lesby. In two volumes. ... By Miss Esther Finglass. ...,"Finglass, Esther",71,0,2,0,0,1,2,0,2,1,1,0,0,1,1,0,2,1,1,0,3,9,0,1,1,2,2,0,0,9,2,0,1,1,0,1,3,1,0,0,1,3,0,0,2,0,2,1,0,0,2,1,3,0,3,0,2,1789,1,2,"Dublin : printed for P. Wogan, P. Byrne, J. Moore, and J. Halpen, 1789.",Dublin,153,female,,,FALSE,"1 would walk over to Mr. Darcy's, and hoped to find her better on my return. yes, 1 truil I shall be better shortly, answered she; God bless you. I went to Darcy's, but found no one at home, except young Darcy and his eldest filter. They both rallied me"
1098500103_000035,Celestina. A novel. In four volumes. By Charlotte Smith. ...,Charlotte Turner Smith,74,0,3,0,0,1,0,0,0,1,0,2,0,2,2,2,1,1,2,0,1,3,2,1,0,1,2,0,1,13,1,1,0,3,1,4,2,2,0,1,1,0,1,1,0,4,0,1,0,0,0,2,5,1,0,1,1,1791,3,4,"London : printed for T. Cadell, in the Strand, M.DCC.XCI. [1791].",London,305,female,1749,1806,TRUE,"ained every species of coquetry, (he yet felt humiliated by the sudden ceftation of that attachment which he had taken such pains to convince her, could not be destroyed even by despair. Impatience, however, to hear of Willoughby, was Iill predominant in her mind: and for this purpose fle wisted"
0028900102_000034,"The old manor house. A novel, in four volumes. By Charlotte Smith. ...",Charlotte Turner Smith,69,0,1,0,0,0,1,4,0,1,1,0,8,4,2,4,1,0,0,0,0,5,1,0,1,3,0,0,0,1,1,3,2,0,2,1,3,2,0,0,0,3,1,1,3,1,2,1,1,0,0,0,2,0,0,0,2,1793,2,4,"London : printed for J. Bell, No. 148, Oxford-Street, MDCCXCIII. [1793].",London,321,female,1749,1806,TRUE,"especially if it be an ancient title, one that brings to the mind the deeds of the glorious defenders of our countrymen who have shed their honourable blood in defence of the Church of England, and their king who bled in the cause for which Laud and his sainted master"
1299100301_000014,The history of Miss Maria Barlowe. In a series of letters. In two volumes.,,88,1,1,1,1,4,1,1,1,1,0,3,0,0,1,0,1,0,4,2,2,6,0,3,0,2,0,1,7,8,0,0,1,4,1,0,8,1,1,1,0,0,0,2,0,1,2,0,1,0,1,3,2,1,0,0,6,1778,1,2,"Dublin : printed for S. Price, B. Corcoran, W. Whitestone, T. Wilkinson, R. Cross, R. Fitzsimons, D. Chamberlaine, J. Hoey, J. Williams, W. Colles, C. Jenkin, E. Cross, G. Burnet, T. Walter, J. Exshaw, J. Beatty, and J. Magee, M,DCC,LXXVIII. [1778].",Dublin,152,unknown,,,FALSE,"by the pot : MADAM, I hope the uprightness of my intention will be a sufficient exctife for the trouble of this; - ever since I had the pleasure of knowing Miss Barlowe, her many agreeable qualities have attached me to her, and it was with infinite concern I heard"
0241700202_000031,"Anecdotes of two well-known families. Written by a descendant; and dedicated to the first female pen in England. Prepared for the press by Mrs. Parsons, ... In three volumes. ...",Eliza Parsons,77,1,1,0,0,1,0,1,0,2,1,1,0,0,1,0,2,0,1,2,2,13,0,2,1,2,0,0,3,9,2,1,0,0,3,0,6,2,0,1,0,0,1,0,1,1,5,1,0,0,0,1,1,1,1,1,2,1798,2,3,"London : printed for T.N. Longman, 1798.",London,300,female,1738,1811,TRUE,"indignation. "" Neither the same nor the peace of this lady is indifferent to me. I know how to appreciate merit that is superior to birth or fortune; and whoever presumes to throw the smallest blemish on her character, has an avowed enemy in me."" If Elinor was surprised, how"
0255501201_000024,"The history of Miss Meredith; a novel. ... By Mrs. Parsons, In two volumes. ...",Eliza Parsons,77,2,2,2,0,1,2,0,0,1,1,4,3,0,2,1,1,2,5,0,2,1,1,0,0,3,0,0,3,2,0,1,0,3,0,0,4,2,0,0,0,1,1,2,1,2,8,0,0,1,1,0,2,3,0,3,1,1790,1,2,"London : printed for the author; and sold by T. Hookham, 1790.",London,255,female,1738,1811,TRUE,"joined by Williams. After tea Mr. Meredith told Sir Rowland he ought not to forget a young lady's challenge, and as Williams could play a tune, he saw no reason against a dance . Sir Rowland in. fitantly seized my hand, and we hobbled a minuet together; .for I assured"
