PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(allow),termFreq(annuiti),termFreq(appear),termFreq(appoint),termFreq(author),termFreq(bank),termFreq(book),termFreq(cafe),termFreq(capit),termFreq(carri),termFreq(cent),termFreq(charg),termFreq(charter),termFreq(clive),termFreq(committe),termFreq(compani),termFreq(council),termFreq(court),termFreq(debt),termFreq(duti),termFreq(east),termFreq(england),termFreq(follow),termFreq(form),termFreq(fund),termFreq(gener),termFreq(govern),termFreq(governor),termFreq(grant),termFreq(hall),termFreq(hous),termFreq(india),termFreq(king),termFreq(laid),termFreq(law),termFreq(letter),termFreq(manner),termFreq(mean),termFreq(monei),termFreq(nabob),termFreq(offic),termFreq(order),termFreq(paid),termFreq(parliament),termFreq(payment),termFreq(person),termFreq(pound),termFreq(power),termFreq(present),termFreq(properti),termFreq(public),termFreq(receiv),termFreq(sea),termFreq(servic),termFreq(sever),termFreq(ship),termFreq(south),termFreq(stock),termFreq(taken),termFreq(trade),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0860500501_000088,Memoirs of the reign of George III. to the session of Parliament ending A.D. 1793. By W. Belsham. ...,William Belsham,76,0,0,1,1,2,1,0,0,0,0,1,0,3,0,5,2,6,2,4,0,0,2,0,0,0,0,2,2,2,0,0,5,3,0,0,0,0,1,1,2,1,2,1,0,2,0,1,3,3,6,1,1,2,0,1,1,0,0,1,1,1,1796,1,4,"London : printed for G. G. and J. Robinson, Paternoster-Row, 1796.",London,382,male,1752,1827,FALSE,"of the. Mayor's Court a ccalcutta be confined to mcr 4 cantllil cantile causes, and a new Supreme Court of Jn dicature be established in India , confiiling of a Chief Jufice and three Puisne Judges of the appointment of the Crown. Lafily, that a superiority with refpec to all"
1694800100_000151,"A new system of modern geography: or, A geographical, historical, and commercial grammar; and present state of the several kingdoms of the world. Containing, I. The figures, motions, and distances of the planets, according to the Newtonian system and the latest observations. II. A general view of the earth considered as planet; with several useful geographical definitions and problems. III. The grand divisions of the globe into land and water, continents and Islands. IV. The situation and extent of empires, kingdoms, states, provinces, and colonies. V. Their climates, air, soil, vegetable productions, metals, minerals, natural curiosities, seas, rivers, bays, capes, promontories, and lakes. VI. The birds and beasts peculiar to each country. VII. Observations on the change, that have been any where observed up on the peace of nature since the most early periods of history. VIII. The history and origin of nations, their form of government, religion, laws, revenues, taxes, naval and military strength. IX. The genius, manners, customs, and habits of the people. X. Their language, learning, arts, sciences, manufactures, and commerce. XI. The chief cities, structures, ruins, and artificial curiosities. XII. The longitude, latitude, bearings, and distances of principal places from London. To which are added, I. A geographical index, with the names of places alphabetically arranged. II. A table of the coins of all nations, and their value in English money. III. A chronological table of remarkable events from the creation to the present time. By William Guthrie, Esq; the astronomical part by James Ferguson, F.R.S.",William Guthrie,88,0,0,3,0,2,0,12,1,0,5,2,0,1,1,0,0,8,2,4,1,2,1,1,0,0,0,2,5,3,1,0,0,4,2,0,2,0,0,0,4,0,0,1,1,2,1,3,0,3,0,0,0,1,0,0,1,0,0,3,1,2,1780,1,1,"London : Printed for C. Dilly, in the Poultry; and G. Robinson, Pater Noster Row, MDCCLXXX. [1780].",London,854,male,1708,1770,FALSE,"the Bank was incorporated by parliament , in the pth and 6th years of king William and queecn Mlary, by the name of the Governors and Companly of the Bank of England i m consideration of the loan of z, so, 1 granted to thle government s for which the"
1781200100_000277,"Anno Regni Georgii II. Regis Magnæ Britanniæ, Franciæ, & Hiberniæ, tertio. At the Parliament begun and holden at Westminster, the twenty third day of January, ... 1727. ... And from thence continued by several prorogations to the thirteenth day of January, 1729. being the third session of this present Parliament.",Great Britain,97,0,1,6,1,3,0,0,0,0,5,1,0,2,2,0,0,11,0,3,1,1,2,1,0,0,3,4,0,0,0,2,5,1,0,1,0,0,1,0,3,0,0,1,4,2,4,3,0,0,2,0,3,0,0,1,1,0,0,9,1,6,1730,1,1,"London : printed by the assigns of His Majesty's printer, and of Henry Hills deceas'd, 1730.",London,686,unknown,,,FALSE,"supplying the Vessel with Flows or Flashes, on Forfeiture of io 1 One Moiety to the Owner of the Vessel, and the other to the Person who shall sue for the same within six Calendar Months. The Place of Meeting for the Commissioners ( hall be at the George Inn"
1552000101_000277,"The court and city magazine; or, a Fund of entertainment for the man of quality, the citizen, the scholar, the country gentleman, and the man of gallantry; as well as for the fair of every denomination.",,106,1,2,10,0,0,0,3,1,1,4,2,0,1,0,0,0,15,0,3,5,0,0,1,0,0,2,1,2,5,0,0,0,2,1,1,1,0,0,0,0,0,2,3,4,1,1,5,0,0,2,0,0,0,7,0,1,0,8,2,1,5,1770,1,2,"London [England] : printed for Joseph Smith, at No. 15, Pater-noster Row, where letters to the proprietor will be received;ad sold by the booksellers of Oxford, Cambridge, Dublin, York, Bath, Bristol, and all other booksellers and news-carriers in Great Britain and Ireland MDCCLXX.-MDCCLXXI. [1770-1771].",London,603,unknown,,,FALSE,"Courts of Great Things were in this situation, when, taking advantage of the above ita tute, the South siea bubble was pro jeaed. The Ipretendedi design of which was to rarte a fund for carry angon a trade to the South Seas , and purchasing annuities , c. paid to"
1781900200_000037,"Anno Regni Georgii II. Regis Magnæ Britanniæ, Franciæ, & Hiberniæ, decimo nono. At the Parliament begun and holden at Westminster, the first day of December, ... 1741. ... And from thence continued ... to the seventeenth day of October, 1745. being the fifth session of this present Parliament.",Great Britain,133,4,3,16,0,2,1,4,1,1,2,0,0,2,0,0,0,3,0,0,1,5,0,2,0,0,1,3,0,3,2,24,1,0,0,0,1,0,1,2,6,0,3,0,1,4,5,10,0,1,0,0,0,6,0,4,2,0,0,6,0,0,1745,1,1,"London : printed by Thomas Baskett; and by the assigns of Robert Baskett, 1745 [i.e. 1746].",London,94,unknown,,,FALSE,"or their Nominees) as ( hall be sufficient to answer the several Annuities , and other Paymentsby this Act directed, thall, without any further Warrant, at the respective half yearly feaft days, or Days of Payment by this Ad appointed , be paid out of the Exchequer to the chief."
1254400101_000169,"A new geographical, historical, and commercial grammar; and present state of the several kingdoms of the world. Containing, I. The Figures, Motions, and Distances of the Planets, according to the Newtonian System, and the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climate, Air, Soil, vegetable Productions, Metals, Minerals, natural Curiosities, Seas, Rivers, Bays, Capes, Promontories, and Lakes. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature, since the most early Periods of History. Viii. The History and Origin of Nations: their Forms of Government, Religion, Laws, Revenues, Taxes, naval and military Strength, Orders of Knighthood, &c. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude, Bearings, and Distances of principal Places from London. To Which Are Added, I. A Geographical Index, with the Names of Places alphabetically arranged. II. A Table of the Coins of all Nations, and their Value in English Money. III. A Chronological Table of remarkable Events from the Creation to the present Time. By William Guthrie, Esq. The astronomical part by James Ferguson, F.R.S. Illustrated with a correct set of maps, engraved by Mr. Kitchin, Geographer. ...",William Guthrie,105,2,2,15,1,0,0,2,1,0,6,0,0,1,0,0,0,14,0,2,5,0,1,1,0,0,1,2,2,5,0,0,0,3,0,1,1,0,0,0,0,0,2,2,3,1,1,3,0,0,0,1,0,1,7,0,1,0,8,1,1,5,1790,1,2,"London : printed for Charles Dilly , in the Poultry ; and G. G. J. and J. Robinson, in Pater-Noster Row, MDCCXC. [1790].",London,467,male,1708,1770,FALSE,"a life of their flock, that a share of ool. Wds sold for upwards of 800l. This was in the month of July; but before the end of September it fell to x50o, by .which multitudes were ruined, and tuch a scene of diftlefs occafiooed, as is scarcely to be"
1010400100_000500,"A new dictionary of trade and commerce, compiled from the information of the most eminent merchants, and from the works of the best writers on commercial subjects, in all languages. Containing, among other Things, I. An Account of all the natural Productions, which are conducive to Trade, throughout the World. II. The different Manufactures established in each particular Country. III. Explanations of all the Terms used in Commerce. IV. Explanations of the principal Terms of Geography, Astronomy, and Navigation, so far as they are connected with Trade. V. An exact Account of the Coins, Weights, and Measures in use throughout the World, reduced to the English Standard. VI. A Description of the Established Banks, Trading Companies, and Staple Commodities, of different Countries. Vii. The State of the British Trade, National Debt, Funds, Customs, Excise, and other Taxes. Viii. The Laws relative to Trade and Commerce. For the Use of the Merchants and Tradesmen of Great Britain, as well as of private Gentlemen. By Mr. Rolt, with the assistance of several eminent merchants. The second edition, with the addition of a new and accurate set of maps of the world, Europe, Asia, Africa, and North and South America, by Mr. Bowen.",Richard Rolt,118,0,0,12,0,0,0,6,0,1,3,0,0,1,0,0,0,8,0,0,6,12,2,0,0,0,12,3,6,0,4,0,0,5,6,0,0,0,0,0,4,0,1,0,3,4,2,2,0,0,1,0,5,1,1,0,2,0,2,1,0,2,1761,1,1,"London : printed for G. Keith, at the Bible and Crown, in Grace-Church-Street; S. Crowder, at the Looking-Glass, and H. Woodgate and S. Brooks, at the Golden Ball, in Pater-Noster-Row, MDCCLXI. [1761].",London,926,male,1724,1770,FALSE,"the iheriffs; and the surplus of these duties were to attend the dirpofition of parliament : and for encouragement of such persons as were willing to ad. vance moneys for paying off 8, 762, 625 1 upon the lot tery ads of the gth and oth! of Qiccn Anne, for"
1489800400_000006,"The eleventh report of the commissioners appointed to examine, take, and state, the public accounts of the kingdom. This report is particularly referred to by Earl Mansfield, in his speech in the House of Peers, on Wednesday February 4, 1784, as giving at one view the most clear and distinct idea of the present situation of this country, with regard to its public revenues, and the real state of its finances; and containing matter highly interesting to every individual of the community who is possessed of landed or funded property.","Great Britain. Commissioners Appointed to Examine, Take, and State the Public Accounts of the Kingdom",126,7,15,10,5,0,0,14,0,0,4,0,1,4,0,0,1,6,0,1,0,1,0,1,0,1,2,1,1,2,3,0,1,0,0,0,1,0,1,0,2,0,2,0,0,0,1,0,21,0,1,0,1,0,5,2,0,0,5,3,0,0,1784,1,1,"London : Printed for J. Stockdale, opposite Burlington-House, Piccadilly, MDCCLXXXIV. [1784].",London,70,unknown,,,FALSE,"other S' One hundred Pounds , for his service  and Charge in performing the Duty and "" Trufi incumbent upon him by these * Ats."" As all the Warrants for these Allowances proceed from the Treasury, we required from them a Copy of the First Warrant granted for an"
1597800400_000009,"The bank mirror; or, A guide to the funds. In which is given, a clear and full explanation of the process of buying and selling stock in the Bank of England; so that any person may become thoroughly acquainted with it in a few hours, without consulting a broker. Together with an account of government and other securities, of the supplies of government, and other important articles; comprised under the following heads: funds banks credit traffic money stock company transfer dividends letters of attorney bank stock India stock South sea stock government supplier taxes navy and exchequer bills India bonds bills of exchange jobbing in the funds, South sea annuities India annuities life annuities wills testaments assurances on lives assurances on property including a sketch of the rise, progress, and revolutions of commerce. From its cultivation under the asiatic and greclan empires, to its present state of grandeur and importance; with useful tables, &c. &c. By Charles Hales, Esq.","Hales, Charles",90,2,0,5,0,0,1,3,0,1,10,0,1,0,6,0,0,12,0,0,1,0,2,1,0,2,4,0,6,0,6,1,0,2,3,0,0,0,0,0,1,0,0,0,3,1,1,0,1,1,1,0,0,1,4,1,0,0,0,2,2,2,1797,1,1,"London : Printed by J. Adlard, Duke-street, West Smithfield, and sold by W. Treppass, bookseller, George-street, Foster-lane, Cheapside, M,DCC,XCVII. [1797].",London,72,unknown,,,FALSE,"preceding the cx tincidon of there annuities ; and the quarter's annuity , for the remaining time, to be paid on the quarter day on which it "" hall b due to the proprietors. SHIO?.T AXE ""Tirs Siiour a~..xities Commenced in 1778 In the preceding year an annuity for Ten"
1009600300_000006,"The lottery pamphlet, or the wheel of fortune laid open to the public; or, thoughts on state lotteries: to which is added, the history of the public funds of England.",,128,2,2,11,0,0,0,1,1,0,6,3,1,1,0,0,0,21,0,2,5,0,0,0,0,0,2,2,1,10,1,0,0,1,1,1,1,0,0,0,3,0,2,3,3,1,0,4,0,0,2,0,0,0,7,0,0,0,8,14,0,5,1776,1,1,"London : printed for and sold by Messrs. Smith and Co. No. 152, Drury-Lane; and appointed to be sold at No. 91, High Holbourn; at the State Lottery Office, the Corner of Dean-Street, in Compton-Street, Soho; at the State Lottery Offices, No. 181, High Holborn; No. 292, Oxford-Street, the Corner of Davies-Street; and of Mr. Allen, in Vere-Street, Clare-Market, MDCCLXXVI. [1776].",London,33,unknown,,,FALSE,"hold be judged necessary. The' Company we're also empowered to raise Money on contra&s, Bills, Bonds or Obligations under their common Seal, on the Credit of their capital Stock . But if the Sub governor , Deputy governor , or other Members of the Company should purchase Lands' r Revenues"
0172500402_000046,"A general treatise of naval trade and commerce, as founded on the laws and statutes of this realm. ...",,155,1,1,15,0,0,0,0,1,0,5,1,0,3,0,0,0,26,0,5,4,0,0,0,0,0,5,5,0,2,0,3,0,0,0,1,1,0,1,0,2,0,1,1,1,2,3,6,1,2,1,0,1,1,12,0,0,0,13,16,1,11,1738,2,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling (assigns of Edw. Sayer, Esq;) for E. Symon; and J. Crokatt, 1738-39.",London,497,unknown,,,FALSE,"and applied to the South - sea Company , for redeeming Part of the Solh sea Annuities , i, cco, ooo. Sterling; and a proportionable Part of their Capital Stock of An M 3 nuities, nuities, to cease for the public Benefit: With the like Powers and Provisions, as in"
0471100200_000053,"A collection of statutes concerning the incorporation, trade, and commerce of the East India Company, and the government of the British possessions in India, with the statutes of piracy. To which, for more succint Information, are annexed, list of duties and drawbacks on the company's trade; the by-laws, constitutions, Rules and Orders for the good Government of the Company, and the Management of their Trade; and an abridgement of the company's charters. With a copious index. Compiled by F. Russell Esq. F. R. S. & F. S. A.",Great Britain,97,1,0,2,0,1,1,0,1,1,2,2,0,1,0,0,0,13,0,0,1,0,1,1,1,0,3,0,0,0,0,4,0,1,0,4,3,0,1,0,10,0,0,0,6,1,7,4,6,0,0,0,3,0,2,2,2,3,1,1,0,4,1794,1,1,"London : printed by Charles Eyre and Andrew Strahan, Printers to the King's Most Excellent Majesty, 1794.",London,756,unknown,,,FALSE,"bonds, bills or obligations under their common feal, for carrying on their the public to trade , or for lending or advancing money by way of bottomry, as is herein after prescribed, so as by the moneys already borrowed by them, and by the moneys which they shall hereafter borrow"
