PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(account),termFreq(appear),termFreq(author),termFreq(believ),termFreq(book),termFreq(build),termFreq(carri),termFreq(christ),termFreq(church),termFreq(death),termFreq(earth),termFreq(end),termFreq(faith),termFreq(father),termFreq(feet),termFreq(follow),termFreq(foot),termFreq(form),termFreq(gener),termFreq(glori),termFreq(god),termFreq(grace),termFreq(half),termFreq(hall),termFreq(hand),termFreq(heart),termFreq(holi),termFreq(hous),termFreq(kind),termFreq(king),termFreq(know),termFreq(labour),termFreq(laid),termFreq(law),termFreq(life),termFreq(littl),termFreq(live),termFreq(love),termFreq(manner),termFreq(mean),termFreq(natur),termFreq(neat),termFreq(nothig),termFreq(observ),termFreq(order),termFreq(peopl),termFreq(person),termFreq(piec),termFreq(power),termFreq(reason),termFreq(receiv),termFreq(set),termFreq(sever),termFreq(spirit),termFreq(think),termFreq(water),termFreq(word),termFreq(work),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0813100103_000201,"The works of that learned and judicious divine Mr. Richard Hooker, containing eight books of The laws of ecclesiastical polity, and several other treatises. To which is prefixed the life of the author, by Isaac Walton. To this edition is subjoined a new index to the whole. ...",Richard Hooker,94,2,0,0,1,3,0,9,0,8,4,0,1,0,9,0,1,0,0,0,1,0,14,0,0,0,2,2,7,2,0,0,1,2,0,3,0,0,0,0,0,0,1,0,0,0,1,6,0,2,1,0,0,1,0,1,1,1,2,3,2,1793,3,3,"Oxford : printed at the Clarendon Press, MDCCXCIII. [1793].",Oxford,609,male,1553,1600,FALSE,"holy through his believing , is more than to create a World of nothing. Our Faith most holy ! Surely, Solomon could not siew the Queen of Sheba so much treasure in all his kingdom, as is lapt up in these words . O that our hearts were stretched out"
0114000300_000021,"Four sermons, preached in London at the fourth general meeting of the Missionary Society, May 9, 10, 11, 1798, by the Rev. J. Cockin, Halifax, Rev. J. Brewer, Birmingham, Rev. R. Balfour, Edinburgh and Rev. G. West, Stoke. To which are prefixed, the proceedings of the meeting, and the report of the directors; also are added, a list of subscribers. Vol. II. By order of the directors. Published for the benefit of the Society.","Missionary Society (London, England)",77,0,0,0,0,1,0,1,2,3,0,0,1,2,1,0,0,1,0,2,1,1,12,5,0,1,0,2,2,2,0,1,0,0,1,1,2,1,1,1,4,4,1,0,0,0,1,2,0,0,2,1,2,0,0,1,0,2,4,5,0,1798,1,1,"London : printed for T. Chapman, Fleet-Street, 1798.",London,174,unknown,,,FALSE,"us this idea. The holy waters in the vision of Ezekiel did not come to their height at once. They first issued from the threfliold, formed themselves into a rivulet no deeper than the ankles; afterwards they were to the knees; and then to the loins; but at lass they"
1747400105_001179,"An exposition on the Old and New Testament. In five volumes. ... By Matthew Henry, ...",Matthew Henry,90,0,1,1,1,1,7,0,0,4,11,0,1,0,2,3,1,0,0,0,0,2,8,3,0,0,0,1,6,1,2,0,2,0,0,0,7,1,3,4,0,0,1,0,0,4,0,0,1,0,1,0,1,1,0,2,0,0,4,1,1,1761,5,5,"London : printed for John Knapton, John Fuller, James Buckland, William Strahan, John Rivington [and 11 others], 1761-63.",London,635,male,1662,1714,FALSE,"of this epistle, in which, aa before, we have, i. A great reward promised to the conquering Christian, ver. 5 and it is very much the same with what has been already montioned: He that overcometh, shall be clothed in white raiment; the purity of grace shall be rewarded with"
0359200500_000005,"A confession of faith. Written by the Right Honourable Francis Bacon, Lord Verulam. Republished with a preface on the subject of authority in religious matters, and Adapted to the Exigency of the Present Times.",Francis Bacon,96,1,0,1,0,1,2,0,0,8,8,2,2,1,3,5,0,1,0,0,0,3,14,3,0,2,0,0,7,0,0,0,0,1,1,0,3,0,1,0,0,3,1,0,0,0,0,0,1,0,2,0,3,0,0,6,0,0,3,3,4,1757,1,1,"London : printed for W. Owen, at Temple-Bar, 1757.",London,26,male,1561,1626,TRUE,"the eternal Will of the Father . That in Time, Jesus the Lord was born in the Days of Herod, and suffered under the Government of Pontius Pilate, being Deputy of the Romans, and under the High Priesthood of Caiaphas, and was betrayed by Yudas, one of the twelve Apostles,"
0105601400_000072,"The late Bishop of London Dr. Gibson's five pastoral letters to the people of his diocese; particularly to those of the two great cities of London and Westminster. The Three First In Defence of the Gospel-Revelation, and by way of Preservative against the late Writings in Favour of Infidelity. The Fourth Against Lukewarmness on one Hand, and Enthusiasm on the other. And the Fifth and Last On the late Rebellion, and exciting to a Serious Reformation of Life and Manners. With a Postscript, setting forth the Danger and Mischiefs of Popery.",Church of England. Diocese of London. Bishop (1723-1748 : Gibson),73,2,0,0,1,3,0,1,1,3,4,3,2,2,5,1,0,0,0,0,0,1,5,1,0,0,1,0,3,0,1,0,0,0,2,0,2,0,3,1,0,0,3,0,0,0,3,2,0,0,2,0,2,0,3,6,1,0,0,1,2,1760,1,1,"London : printed and sold by E. Owen in Warwick-Lane, and W. Johnston in Ludgate-Street, 1760.",London,337,male,,,FALSE,"the Alofaical Dilpenlation: The efi'ic acy of the Death of Chritil and of the whole Gospel Diqcif. ion, for obtaining P: .rd(o of Sin, Reconciliation to god , and Eternal lie: The Union of the divir.e and humnan Nature in Chi ift: The N'cceit - of his Inica nation, to"
1106301400_000001,"General hints, concerning the mutual duties of Pastors and Churches, delivered in a sermon, at Chelmsford, Essex, on Tuesday, December 17, 1776, in the presence of several dissenting ministers, And Published at their unanimous Request. By Aaron Wickens.","Wickens, Aaron",80,3,0,1,2,0,0,0,0,4,7,1,3,4,1,1,0,1,0,2,1,1,4,0,0,0,0,0,2,0,0,1,1,1,0,2,0,0,1,2,2,2,1,0,0,3,2,2,1,0,2,0,3,0,1,1,0,0,3,4,7,1777,1,1,"London : printed for A. Bell, No. 8, Aldgate-Street. And sold by Frost and Gray, at Chelmsford; Smitheman, at Braintree; and Nichols, at Witham, MDCCLXXVII. [1777].",London,43,male,1744,1799,FALSE,"GENERAL HINTS, CONCERNING THE MUTUAL DUTIES O F } 4: 7· 1 -' i -, --, j, t, .., f,, and CHURCH S DELIVERED I N /, A S E R MON, At C H E L M S F ORD, esslx, On TUESDAY, DECEMBER 17, 1776, IN THE PRESENCE"
0056200200_000033,"Light shining in darkness; or, heavenly rays from dark sayings: being a few private thoughts on some obscure passages of scripture. By William Huntington, S.S. Minister of the Gospel at Providence Chapel, Little Titchfield-Street, and at Monkwell-Street Meeting.",William Huntington,93,2,0,0,0,2,0,0,1,4,1,1,0,0,5,6,1,2,0,1,0,2,4,6,1,0,2,3,2,0,0,0,0,0,1,0,5,0,1,1,1,1,0,0,0,0,0,2,1,0,1,0,3,0,0,10,0,1,16,2,1,1796,1,1,"London : printed by T. Bensley. Sold at Providence chapel on Monday and Wednesday evenings, and at Monkwell-Street meeting on Tuesday Evenings ; by W. Baynes, No. 54, Pater-Noster-Row ; Elvey and Green, No. 93, and J. Baker, No. 226, Oxford-Street ; R. Huntley, No. 4, Duke-Street, Grosvenor-Square ; J. Cobbin, No. 14, Hertford-Street, Fitzroy-Square ; R. Mockford, Lewes, Sussex ; and by A. Batten, sen. Wellwyn, Herts, 1796.",London,333,male,1745,1813,FALSE,"I have not cleaned. So ( io) So jail he sjpriinke many nations. From all their filthiness will I c!ea.ie them; and by the blood of thy covenant I h, fv.;;  them ozt of the pit. Here are the promises of fan'ification by the blood of Christ . I"
0581600102_000178,"Lectures on the prophecies of Isaiah, by Robert Macculloch, Minister Of The Gospel At Dairsie. ...","McCulloch, Robert",80,0,3,2,0,1,0,4,0,1,4,1,4,0,1,3,0,0,0,2,1,7,9,3,0,0,1,1,2,0,0,2,1,0,1,1,4,0,2,2,0,1,2,0,0,0,0,2,2,0,5,0,1,0,0,2,0,0,0,1,1,1794,2,3,"London : printed for J. Johnson, ST. Paul's Church-Yard; J. Mathews, Strand; W. Laing, J. & J. Fairbairn, and John Ogle, Edinburgh, M.DCC.XCIV. [1794].",London,725,male,1740,1824,FALSE,"of God . this cornerstone not only unites, but it'beautifies the edifice of the church . corner stones are commonly large, properly squared, and well polished, serving for ornament, as well as use, to the building ; and on this account , likewise, is Jesus Chrilt spoken of under this"
0043302300_000002,"Discoveries and cautions from the streets of Zion, by a watchman of the night: in a sermon, delivered at Providence chapel, October 22, 1798, by William Huntington, S.S. Minister of the Gospel at Providence Chapel, Little Titchfield-Street, and at Monkwell-Street Meeting.",William Huntington,92,1,1,2,0,0,0,0,0,5,3,6,0,0,2,1,0,0,0,0,0,0,8,1,1,1,1,2,3,0,1,1,1,2,0,2,11,3,10,2,0,2,0,0,0,0,1,1,2,0,4,0,0,0,0,2,0,2,2,5,0,1798,1,1,"London : printed by T. Bensley. Sold at Providence chapel on Monday and Wednesday Evenings, and at Monkwell-Street Meeting on Tuesday Evenings ; by W. Baynes, No. 54, Pater-Noster-Row ; Elvey and Green, No. 93, and J. Baker, No. 226, Oxford-Street ; J. Cobbin, No. 14, Hertford-Street, Fitzroy-Square ; R. Mockford, Lewes, Sussex; T. Barston, Swinegate, Grantham, Lincolnshire ; and by A. Batten, sen. Wellwyn, Herts, 1798.",London,71,male,1745,1813,FALSE,"addressing this church Christ styles himself he that hath thejeven Jpirits of God , and the seven stars. By the seven spirits of God is not meant angels; for it can hardly be thought that angels are joined with God the Father , and with the Lord Jesus Chrifr, in"
0602601800_000077,"An humble attempt to exhibit a scriptural view of the constitution, order, discipline, and fellowship of the gospel-church. By the Rev. Archibald Hall, Late Pastor of the Presbyterian Church, Well-Street, Oxford-Street.","Hall, Archibald",97,1,0,0,1,1,0,2,0,8,1,0,0,0,9,1,0,2,0,2,1,4,14,5,0,0,0,2,5,0,0,1,1,0,1,0,3,0,2,3,2,2,3,0,0,0,0,0,2,0,1,0,2,0,1,2,0,0,9,1,2,1795,1,1,"London : printed for T. Hardie, No. 4, Balsover-Street, Oxford-Street; J. Matthews, Strand; T. Chapman, Fleet-Street; T. Knott, Lombard-Street; J Ogle, Parliament-Square, Edinburgh; and Brash and Reid, Glasgow, MDCCXCV. [1795].",London,211,male,1736,1778,FALSE,"and obligations demand. I beg leave, moreover, to put Christians in remembrance of three weighty circumstances, which have the strongest tendency to promote the welfare and comfort of Christian fellowflip, viz. That all the members take ftric. heed to their priicislces, icm/ycrs, and ccindu, 7 i. Let Christians take heed"
0665104400_000013,"The apostolical ordination of ministers to the Christian Churches, with the Peoples Right to chuse their own Ministers, consider'd. A sermon Preach'd at the ordination of Mr. James Howe, and Mr. James Murray, in Nightingale-Lane, October 27, 1737. By Thomas Hadfield, M. D. To which are annex'd, The confessions of faith, then deliver'd by Mr. Howe and Mr. Murray.","Hadfield, Thomas",89,2,0,0,2,13,0,1,0,3,4,1,1,2,3,1,0,0,0,0,0,3,14,1,0,3,2,0,4,0,0,1,2,0,0,2,1,0,2,1,0,1,1,0,0,0,1,2,0,0,4,0,1,1,2,0,0,0,3,2,2,1737,1,1,"London : printed for Joseph Davidson, at the Golden Lion in the Poultry, near Cheapside, M.DCC.XXXVII. [1737].",London,50,male,1701,1741,FALSE,"to Men on Earth . To the Law , and to the teii money, says the Prophet, if Men speak not according to this Word , it is becgufe there is no Light in them f. II I believe that there is One only living and TRUE God , a"
0122900900_000081,"The evangelical history: or, the life of our blessed Saviour Jesus Christ, comprehensively and plainly related. With Practical Inferences and Discourses Thereupon. In four books. I. Of the Birth of John the Baptist. Of the Conception and Birth of Jesus Christ; with an Account of what passed to his Entrance upon his Publick Ministry. II. The History of the Acts and Miracles of our Saviour, in the first Two Years of his Ministry. III. A Relation of his Acts and Miracles, in the Third Year of his Preaching. IV. An Account of his Acts and Preaching, from the triumphant Entrance into Jerusalem. Of his Crucifixion, Resurrection, Apparitions, and glorious Ascension into Heaven. With a large practical preface. Written in French by the Learned L. E. du Pin, and englished by a divine of the Church of England, with additions: and adorned with copper cuts.",Louis Ellies Dupin,72,0,0,1,1,1,2,0,0,4,1,3,2,0,3,2,0,1,1,1,0,6,8,4,0,1,3,0,0,0,0,0,1,0,1,2,5,0,2,1,0,0,1,0,0,0,0,0,1,0,1,0,2,1,0,2,1,1,1,2,2,1703,1,1,"London : printed for T. Child, at the White-Heart at the West-End of St. Paul's Church-Yard, 1703.",London,238,male,1657,1719,FALSE,"Life which Jesus Christ now liveth in Hea Mark 16 ven, the Gospel tells us; That he sits there at the g. Right hand of God . He sitteth i. e. is at perfe6t Ease and Rest, having no more Trouble or Sufferings in his Sacred Humanity, to which he"
1207900100_000155,A companion for the festivals and fasts of the Church of England: with collects and prayers for each solemnity.,Robert Nelson,81,0,0,1,2,0,0,1,0,3,6,1,1,2,1,2,0,1,0,0,0,3,7,2,0,0,0,0,10,0,1,2,0,1,1,0,3,0,0,2,0,3,3,0,0,1,3,1,0,0,1,0,2,2,0,3,0,0,4,2,3,1737,1,1,"Dublin : printed by R. Reilly, for R. Gunne, and R. Owen, Booksellers, M,DCC,XXXVII. [1737].",Dublin,623,male,1656,1715,FALSE,"the Who of tlhy divinle Providence hast appoillt Enid diverse Orders in thy Church ; give. thy Grace , dates for 1 hunilbly beseech thee, to all those who are to Ordina, be called to any Office and Administration in they"" same; and so replenii their with the Truth of"
1680700201_000286,"The sermons of Samuel Clarke, D.D. late Rector of St. James's Westminster. In two volumes. Containing one hundred and seventy-three sermons on several subjects. Published from the author's manuscript, by John Clarke, D.D. Dean of Sarum. Eighteen sermons on several occasions, published in his life-time. And sixteen sermons on the being and attributes of God, the obligations of natural religion, and the truth and certainty of the Christian revelation. Preached at the lecture founded by the Hon. Robert Boyle, Esq. With a preface, giving some account of the life, writings, and character of the author: by Benjamin, now Lord Bishop of Winchester.",Samuel Clarke,91,1,0,0,0,2,1,1,0,5,18,1,5,1,1,0,0,1,0,1,1,2,9,0,0,2,2,3,3,0,0,0,2,0,1,2,2,0,4,0,1,0,0,0,0,0,0,2,1,0,2,1,0,0,1,2,0,1,2,0,7,1742,1,2,"London : printed for John and Paul Knapton, at the Crown in Ludgate-Street, near the west-end of St. Paul's, MDCCXLII. [1742].",London,761,male,1675,1729,TRUE,"sanctified by the same Spirit ; all, Heirs of the same Promnijs, and have laid up for them a share of the Jime Glory , not in the same Degree, but in different degrees of the same Glory , in the eternal Kingdom of God . IF then we sincerely"
0929300100_000135,"The four Gospels; with a comment, and reflections both spiritual and moral. By Pasquier Quesnel. Translated from the French. Revised, corrected, and the Popish errors expunged, by a presbyter of the Church of England. ...",Pasquier Quesnel,80,2,0,0,0,1,0,0,1,7,2,1,2,2,2,3,0,1,0,1,0,1,7,4,0,0,4,3,3,1,2,0,0,0,0,0,2,0,0,3,1,1,0,0,0,0,1,2,1,0,2,0,4,1,0,3,0,0,6,2,1,1790,2,2,"Bath : printed and sold by S. Hazard; sold also by G. G. J. and J. Robinson, Paternoster-Row, Dilly, in the Poultry, and Matthews, in the Strand, London; Mills and Bulgin, Bristol: Woolmer, Exeter; Spence, York; Prince, Oxford; Eddowes, Shrewsbury, &c., [1790].",Bath,751,male,1634,1719,FALSE,"not glorify his mercy without satisfying his justice, which was not to be done but by a victim worthy of himfelf; and because it became him, for whom are all things, and by whom are all things, in bringing many sons unto glory , to make the captain of their"
0420603300_000061,"Christus in corde: or, the mystical union between Christ and believers considered in its resemblances, bonds, seals, privileges, and marks. By Edward Polhill, of Burwash, in Sussex, Esq. Revised and Corrected by the Rev. Mr. Priestley, of Jewin-Street. A recommendatory preface, by the Rev. Mr. Ryland, son.",Edward Polhill,100,0,0,0,0,5,0,0,0,10,0,1,2,1,0,4,1,2,0,2,0,4,12,6,0,0,2,4,9,0,1,0,0,0,0,1,1,1,1,3,2,0,2,0,0,0,0,0,1,2,1,0,0,0,0,11,0,3,0,2,3,1788,1,1,"London : first printed in the year 1680, and now reprinted by W. Justins, No. 35, Shoemaker-Row, Blackfriars, for R. Thomson, No. 30, Little Pulteney-Street, Soho, and J. Higham, No. 2, Ray-Street, Clerkenwell, M,DCC,LXXXVIII. [1788].",London,304,male,1622,1694,FALSE,"a mere empty title, but they are born of God ; they are of the seed royal of heaven; the blood of God runs in their consciences; the divine Spirit which formed Christ in the womb, doth by a supernatural overshadowing, form him in their heart ; in their adoptive"
0315700102_000095,"An exposition of the New Testament, in three volumes: in which The Sense of the Sacred Text is given; Doctrinal and Practical Truths are set in a plain and easy Light, Difficult Places Explained, Seeming Contradictions Reconciled; Whatever is Material in the Various Readings, and the several Oriental Versions, is observed. The Whole illustrated with Notes taken from the most ancient Jewish Writings. ... By John Gill.",John Gill,107,1,0,1,0,1,0,0,0,17,4,2,0,0,2,9,0,1,0,1,1,7,3,7,0,2,1,1,2,0,1,0,0,0,0,3,2,0,1,1,0,0,4,0,0,0,0,1,3,0,1,0,6,1,0,15,0,0,1,3,1,1746,2,3,"London : printed for the author; and sold by Aaron Ward, at the King's-Arms in Little-Britain, M.DCC.XLVI. [1746]-48.",London,800,male,1697,1771,FALSE,"his glory to be seen in it, as the favour of their own nation, the law of mo/es, and glory of the only begotten of the Father , full of the ceremonies of it, and the setting up of a tern grace and truth: it declares him to be the"
1326900900_000043,"A proof of the true and eternal godhead of our Lord Jesus Christ; against modern attacks. By Dionysius van de Wynpersse, D.D. Professor of philosophy, mathematics, and astronomy, at Leyden. Which gained the highest prize of the Hague Society, for the defence of Christianity, 1792. Translated from the Dutch, by Thomas Bell, Minister, Glasgow.","Presbyterian Church in the U.S.A. (Old School). Board of Publication, MWA",91,3,0,1,0,0,0,1,0,6,1,1,1,2,0,10,0,3,0,1,1,2,12,2,0,0,1,0,5,0,1,0,0,1,0,0,2,0,1,1,1,0,5,0,0,0,2,1,2,0,4,2,1,0,0,9,0,1,1,2,1,1796,1,1,"Philadelphia : Printed by William Young, bookseller, no. 52, Second-Street, corner of Chesnut-Street, M,DCC,XCVI. [1796].",Philadelphia,192,unknown,,,FALSE,"in heaven and on earth to that end , as aifo the fitness to be the object of their grateful.con fidence, and his capacity for conducing the general judge ment, are founded on, and give an invincible proof of his divine perfeeion; it is at the same time his finite"
0234700300_000027,"The universal prayer-book; or, Christian assistant: containing meditations and prayers for every day in the week; a discourse on the nature and end of the Lord's supper; With Preparations for a worthy Reception of the Holy Sacrament; Several Zealous Exhortations, Religious Hymns and Thanksgivings, with Devotions for a Family and private Prayers, adapted to all the States and Conditions of Life. To which are added, discourses and devotions proper to the Feasts and Fasts of the Church of England; a History of the Sabbath Day, with Spiritual Employment for the same; A New Exposition of the Lord's Prayer, the Creed; and the Ten Commandments. Together with an Account of the Lives, Writings, and Sufferings of the several Apostles, Evangelists, and Martyrs, who are commemorated by the Church as Witnesses to the Truths of the Gospel. Now first published from the original manuscripts of a late Right Reverend Bishop, by the Suffrage, and under the Direction of Two Eminent Divines. I will sing unto the Lord a new Song. Oh send forth thy Light and thy Truth; let them lead me; let them bring me to thy Holy Hill, and to thy Tabernacles.",,72,0,1,1,0,1,0,1,1,3,4,1,1,0,1,0,1,0,0,0,0,2,11,3,0,0,0,1,4,4,1,3,1,1,0,0,0,0,0,2,0,4,1,0,0,1,2,0,1,0,1,1,2,1,0,0,1,0,3,3,2,1759,1,1,"London : printed for Joseph Burd, at the Temple-Exchange, opposite St. Dunstan's-Church, Fleet-Street, 1759.",London,583,unknown,,,FALSE,"thyself, therefore, to the Lord this morning, and say, ""Lord God of sabbath, by thy afflicting grace , I will now divert myself of all car"" "" fieions; I will confider the majesty of "" thy presence, in which I am presently going to appear , for thou art as"
