PassageID,Title,Author,Total termFreq,termFreq(asleep),termFreq(awak),termFreq(bed),termFreq(bodi),termFreq(brain),termFreq(consciou),termFreq(dai),termFreq(dream),termFreq(excit),termFreq(experi),termFreq(fanci),termFreq(idea),termFreq(imag),termFreq(imagin),termFreq(impress),termFreq(memori),termFreq(mind),termFreq(night),termFreq(percept),termFreq(phantasm),termFreq(real),termFreq(reason),termFreq(rise),termFreq(sens),termFreq(sleep),termFreq(soul),termFreq(state),termFreq(thought),termFreq(vision),termFreq(wake),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0035700200_000050,"An essay concerning humane understanding. In four books. Written by John Locke, Gent.",John Locke,81,0,0,0,11,1,5,2,2,0,0,0,3,0,1,2,5,1,1,2,0,0,2,0,0,10,20,1,7,0,5,1706,1,1,"London : printed for Awnsham and John Churchill, at the Black Swan in Pater-Noster-Row; and Samuel Manship, at the Ship in Cornhill, near the Royal Exchange, MDCCVI. [1706].",London,586,male,1632,1704,TRUE,"those of De thinks light or Trouble, as well as any other Perceptions ; and it m7ufl necef ak2owniy fjtrily be confciouls of its own Percecjtions. But it has all this apart: Tlhe f'; / sleeping Man, tis plain, is conscious of nothing of all this. Let us apd lk"
0970701500_000079,"Rules to live above the world while we are in it. The first part; being the childrens manual. Containing holy instructions & meditations for the forming the minds of children According to the true Christian Pattern. Compendiously deliver'd near three hundred years since, by the devout Thomas a Kempis. Now reformed for the use of schools. Together with the Alphabet of a Scholar in the School of Christ.",Thomas à Kempis,37,1,1,0,0,2,0,1,2,0,1,1,1,8,6,2,0,2,0,0,1,1,3,0,1,1,0,0,1,0,1,1716,1,1,"London : printed for Richard Smith, at Bishop Beveridge's Head in Pater-Noster-Row, MDCCXVI. [1716].",London,493,male,1380,1471,FALSE,"all his Servants evermore. 5 As for what may be beyond this, I am Silent. Yet I fear, with the Apostle, for many; and cannot forbear crying out in like manner with him, Areye so foolish then, as having begun in the Spirit, to end now in the flejl)? God"
0336400301_000047,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ...",John Locke,66,1,2,0,3,0,5,0,0,0,3,0,9,0,4,3,0,6,0,2,0,0,8,0,5,2,5,1,6,0,1,1748,1,2,"London : printed for S. Birt, D. Browne, C. Hitch, J. Hodges, J. Oswald, J. Shuckburgh, A. Millar, J. Beecroft, J. Ward, M. Cooper, and the Executors of H. Pemberton, MDCCXLVIII. [1748].",London,406,male,1632,1704,TRUE,"think, and not'the Man? Or a Man think, and not be conscious of it? This, perhaps, would be fufpeced of argon in others. If they say, The Man thinks always, but' is not always conscious of it; they may as well say, his Body is extended without having Parts. For"
0184200300_000024,"A collection of English prose and verse, for the use of schools, selected from different authors. By Alexander Barrie, Teacher of English in Edinburgh.","Barrie, Alexander, teacher of English in Edinburgh",51,1,1,0,3,1,0,4,10,0,0,2,3,3,4,0,1,1,3,0,0,1,2,0,2,2,3,0,0,0,4,1781,1,1,"Edinburgh : printed for, and sold by the compiler, and W. Coke, Bookseller in Leith, M,DCC,LXXXI. [1781].",Edinburgh,288,unknown,,,FALSE,"S confiitntion of animals more deserving of our wonder than freep. That a body fatigued with labour, and difp.rired with contant application, flould, at a certain period of time, insensibly and irresistibly resign itfeifinto an absolute paf.lvenefs and inalqion; that it sho= d lufe all i's voluntary powers, and yet"
0505102800_000009,"Dissertations upon the apparitions of angels, dæmons, and ghosts, and concerning the vampires of Hungary, Bohemia, Moravia, and Silesia. By the Reverend Father Dom Augustin Calmet, A Benedictine Monk, and Abbot of Senoners in Lorraine. Translated from the French.",Antoine Augustin Calmet,44,2,2,0,0,1,0,1,7,1,0,3,0,0,6,5,0,1,2,0,0,3,0,0,4,2,0,0,0,2,2,1759,1,1,"London : printed for M. Cooper, at the Globe in Pater-Noster-Row, MDCCLIX. [1759].",London,393,male,1672,1757,FALSE,"be applied to a great number of instances related by the sacred and profane historians, who make mention of articulate voices being actually heard, though probably the persons only fancied they heard them. This however is no proof that these voices, orders, or intimations, did not really come from God,"
1319400105_000012,"Barr's Buffon. Buffon's natural history. Containing a theory of the Earth, a general history of man, of the brute creation, and of vegetables, minerals, &c. &c. from the French. With notes by the translator in ten volumes. Vol. I.","Georges-Louis Leclerc, Comte de Buffon",57,1,1,0,3,1,0,0,5,1,2,0,9,4,3,0,4,4,1,0,0,2,3,0,6,5,1,0,1,0,0,1797,5,10,"London : Printed for the proprietor, and sold by H.D. Symonds, Paternoster-Row, 1797.",London,367,male,1707,1788,TRUE,"is to be' observed, that we never dream whien our sleep is found: everything is .then in a flrate of inaction, and we sleep both outwardly and inwardly. · The internal . sense , however, falls dfeep the last, ~ and awakes the first, because it is more active, and"
0161902500_000060,"Observations on the zoonomia of Erasmus Darwin, M.D. By Thomas Brown, Esq.","Brown, Thomas",56,2,2,0,1,1,0,2,4,6,0,0,9,0,2,0,0,1,0,2,0,1,1,1,0,17,0,2,0,0,2,1798,1,1,"Edinburgh : printed for Mundell & Son; for J. Mundell, Glasgow; J. Johnson, St. Paul's Church Yard, and J. Wright, Piccadilly, London, 1798.",Edinburgh,588,male,1778,1820,FALSE,"with the motion, subsequent to the volition; and, consequently, as this last motion cannot be excited , the train is wholly suspended. It may, indeed, be supposed, that the last motion of the suspended train was not originally associated with the volition alone, but with other motions, and that new"
0612600202_000063,Dialogues concerning education.,Michael Vandergucht,51,0,2,0,4,1,0,2,4,0,0,2,1,0,2,7,0,6,1,1,0,0,0,0,3,6,2,1,4,1,1,1745,2,2,"London : [s.n.], printed in the year M.DCC.XLV. [1745].",London,470,male,1660,1725,FALSE,"which, if anywhere, the Seat and Receptacle of Sensation is to be placed. This seems to be a decisive Proof, that though our external Senses , those outer Gates, are barred in the Time of Sleep , the Connetion continues between the Sensory itself, or the Disposition of the Brain"
1216500107_000020,The spectator. In eight volumes. ...,,66,2,5,0,5,0,1,1,14,0,1,1,2,0,0,0,2,4,0,0,0,0,3,1,2,5,11,0,2,0,4,1769,7,8,"Glasgow : printed by Robert Duncan, for J. Robb. and [sic] R. Duncan, 1769.",Glasgow,328,unknown,,,FALSE,"matter. In the firfp place, our dreams are great instances ofthac activity which isnatural to the human soul , and which it is not in the power of seep to deaden or abate. When the man appears tired and worn out with the labours of the day , this active"
0336300301_000044,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ...",John Locke,88,2,2,1,11,0,9,2,5,0,0,0,0,0,1,0,1,1,0,4,0,0,1,0,0,15,21,0,4,0,8,1731,1,2,"London : printed for Arthur Bettesworth and Charles Hitch, at the Red Lion in Pater-Noster-Row; Edmund Parker, at the Bible and Crown in Lombard-Street; John Pemberton, at the Buck against St. Dunstan's Church, in Fleet-Street; and Edward Symon, against the Royal Exchange, in Cornhill, M.DCC.XXXI. [1731].",London,410,male,1632,1704,TRUE,"in a waking Man It is not al is never without Thought , because it is the Con ways roancios dition of being awake : But whether Sleeping of it. without Dreaming be not an Affetion of the whole Man, Mind as well as Body , may be worth a"
1221800200_000062,"Essays on the principles of morality and natural religion: corrected and improved, in a third edition. Several essays added concerning the proof of a deity.","Henry Home, Lord Kames",57,0,0,0,4,3,2,0,0,0,0,0,6,6,1,3,0,15,0,2,4,0,4,0,1,0,4,0,0,2,0,1779,1,1,"Edinburgh : printed for John Bell; and John Murray, London, M,DCC,LXXIX. [1779].",Edinburgh,393,male,1696,1782,TRUE,"subjee, the theory of yifion, scarce more excusable than the attempt made by the inhabitants of Shinar to ered a tower wu.bofe fop fiould reach into heaven. Moderation is proper for man, no less in reasoning than in behaviour. Man, though' the chief of the terrefirial creation, is limited in"
0620200500_000056,"An essay on the nature and immutability of truth; in opposition to sophistry and scepticism. By James Beattie, Professor of Moral Philosophy and Logic in the Marischal College and University of Aberdeen.",James Beattie,56,1,4,0,6,0,1,1,8,0,1,0,3,0,0,0,1,1,0,4,0,4,8,0,2,3,0,1,3,0,4,1770,1,1,"Edinburgh : printed for A. Kincaid & J. Bell. Sold, at London, by E. & C. Dilly, in the Poultry, MDCCLXX. [1770].",Edinburgh,508,male,1735,1803,FALSE,"of talking with a dead friend, remembering at the same time that he is dead, and yet being conscious of nothing absurd or unusual in the circumstance of converting with a dead man. Considering these and the other effects of sleep upon the mind , we need not be surprised,"
0312100801_000044,"An essay concerning human understanding. In four books. Written by John Locke, Esq. in Three Volumes. ...",John Locke,68,1,2,1,8,0,5,0,1,0,3,0,6,0,0,0,0,1,2,3,0,0,1,0,0,7,18,0,5,0,4,1759,1,3,"Glasgow : printed by Robert Urie, MDCCLIX. [1759].",Glasgow,397,male,1632,1704,TRUE,"sensations, seldom make any considerable reflection on what palses within them, till they come to be of riper years; and some scarce ever at all. §. 9 To alk, at what time a ma? hasfirft any idleas? is to ask when he begins to perceive; having ideas , and perception"
1016000601_000044,"An essay concerning human understanding. In four books. Written by John Locke, gent. ...",John Locke,73,1,2,1,8,0,6,0,1,0,3,0,5,0,0,0,0,1,3,2,0,0,1,0,0,8,21,0,5,0,5,1777,1,2,"Dublin : printed by and for H. Saunders, W. Sleater, D. Chamberlaine, and J. Potts, M,DCC,LXXVII. [1777].",Dublin,403,male,1632,1704,TRUE,"Soul degins to per always thinks, and that it has the actual Percep eive. tion of Ideas in itself constantly, as lpng as it exiits; and that aetual Thinking is as inseparable from the Soul , as actual Extension is from the Body ; which, if true, to inquire after"
0323300401_000047,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ...",John Locke,72,1,2,1,8,0,7,0,1,0,3,0,4,0,0,0,0,1,3,2,0,0,1,0,0,9,19,0,5,0,5,1775,1,2,"London : printed for John Beecroft, No. 23, Pater-Noster-Row; W. Strahan, J. and F. Rivington, J. Whiston, S. Baker, T. Payne, L. Davis; Hawes, Clarke and Collins; B. White, W. Owen, T. Caslon, S. Crowder, T. Longman, B. Law, C. Rivington, J. Wilkie, E. and C. Dilly, T. Davies, J. Robson, T. Becket, G. Robinson, T. Cadell, W. Richardson, T. Evans, and E. Johnston. MDCCLXXV. [1775].",London,420,male,1632,1704,TRUE,"is as inseparable from the Soul , as atual Extension is from the Body ; which, if true, to inquire after the Beginning of a Man's Ideas , is the same as to inquire after the Beginning of his Soul . For by this Account, Soul and its Ideas ,"
0586600200_000063,Dialogues concerning education. Vol. II.,David Fordyce,51,0,2,0,4,1,0,2,4,0,0,2,1,0,2,7,0,7,1,1,0,0,0,0,3,5,2,1,4,1,1,1748,1,1,"London : [s.n.], Printed in the Year M.DCC.XLVIII. [1748].",London,470,male,1711,1751,FALSE,"the Disposition of the Brain , or whatever else we call the immediate Instrument of Sensation and Thought . Nay, that this Connceion continues strong in the Time of Sleep ; I think, is also evident from this, that our Dreams often fatigue the Body , and exhaust, instead of"
1303500101_000046,"An essay concerning human understanding. In four books. Written by John Locke, gent. In three volumes.",John Locke,66,1,2,0,3,0,5,0,0,0,3,0,8,0,3,4,0,8,0,3,0,0,8,0,5,3,4,0,5,0,1,1765,1,3,"Edinburgh : printed by A. Donaldson and J. Reid. For William Coke, and Francis Shand, MDCCLXV. [1765].",Edinburgh,150,male,1632,1704,TRUE,"say, that a body is extended without parts, as that anything thinks without being conscious of it, or perceiving that it does so. They who talk thus, ray, with as much reason , if it be necessary to their hypothesis, say, that a man is always hungry, but that he"
0283200802_000103,"Antient metaphysics: or, the science of universals. Containing a further examination of the principles of Sir Isaac Newton's astronomy. Volume second.","James Burnett, Lord Monboddo",66,1,3,0,7,1,0,2,17,0,3,0,0,0,1,0,1,6,3,0,1,0,7,0,3,6,0,2,1,0,1,1782,2,2,"London : printed for T. Cadell, in the Strand ; and J. Balfour and Co. Edinburgh, M,DCC,LXXXII. [1782].",London,495,male,1714,1799,FALSE,"the day , reasoning about truths eternal, and investigating theorems of science, not converfant'with things in generation and corruption. I have not, therefore, the least doubt of the truth of what Synefius says, concerning his phllofophic Dreams , having had some experience of that kind myself, and being well assured"
0303200100_000029,"A treatise concerning eternal and immutable morality. By Ralph Cudworth, D. D. Formerly Master of Christ's College in Cambridge. With a preface by the Right Reverend Father in God, Edward Lord Bishop of Durham.",Ralph Cudworth,60,0,3,0,3,4,0,0,1,0,0,3,0,0,3,1,0,2,0,0,13,2,2,0,7,1,14,0,0,0,1,1731,1,1,"London : printed for James and John Knapton, at the Crown in St. Paul's Church-Yard, M,DCC,XXXI. [1731].",London,325,male,1617,1688,FALSE,"X b aicr.9z, .s., C A, .9i C 4.. I 4 and and permanent of those Phantasms only as Real Existences; but the more Faint, Flitting and Transitory, as Imaginary things. Now there are two kinds of Involuntary Phantasms , as f have already intimated, in the Soul , when"
1088500107_000021,The spectator Volume the First.,,56,1,5,0,3,0,1,0,9,0,1,1,2,0,0,0,2,3,1,0,0,0,3,0,1,6,11,0,2,1,3,1755,7,8,"Dublin : printed for Peter Wilson, MDCCLV. [1755].",Dublin,348,unknown,,,FALSE,"we are not sensible when the Faculty is employed. For Initance, I believe every one, some time or other, dreamns that he is reading Papers, Books, or .Letters; in which cafe the Invention prompts so readily, that the Mind is imposed upon, and miniakes its own Suggestions for the Compositions"
0256200101_000043,The works of John Locke Esq; In three volumes. ... With alphabetical tables. ...,John Locke,73,1,2,1,8,0,5,0,1,0,3,0,7,0,0,0,0,1,3,2,0,0,1,0,0,8,21,0,4,0,5,1727,1,3,"London : printed for Arthur Bettesworth; Edmund Parker; John Pemberton; and Edward Symon, 1727.",London,630,male,1632,1704,TRUE,"till they come to be of riper Years; and some scarce ever at all. Tle Soul be §. 9 To ask at what time a Man has first any Ideas , is to ask when he begins pfin to hae 1o perceive; having Ideas , and Perception , Iceing the"
0538300200_000060,"A treatise of the hypochondriack and hysterick diseases. In three dialogues. By B. Mandeville, M.D.",Bernard Mandeville,45,2,2,0,3,5,0,0,7,0,2,2,1,3,1,0,0,0,1,0,0,1,2,0,3,3,2,0,4,0,1,1730,1,1,"London : printed for J. Tonson in the Strand, MDCCXXX. [1730].",London,417,male,1670,1733,TRUE,"Points; as is manifest in Engravers, Painters in Miniature, and others, whose Business requiring a Nicety of Sight, generally proves prejudicial to their Eyes; and daily. Experience shows us, that those, who read or write much, are sooner forced to wear Spe tacles, than other People. Mifom. This I suppose"
0281600400_000079,"Hartley's theory of the human mind, on the principle of the association of ideas; with essays relating to the subject of it. By Joseph Priestley, LL. D. F. R. S.",David Hartley,85,0,1,0,4,5,0,3,15,2,0,2,17,0,6,7,0,2,0,0,0,3,1,2,1,3,0,6,5,0,0,1775,1,1,"London : printed for J. Johnson, No. 72, St. Paul's Church-Yard, M.DCC.LXXV. [1775].",London,439,male,1705,1757,TRUE,"weak original power of retaining and remembering. S E C T. S E C T. V Of imagination , reveries, and dreams . PRO P. 43 To examine how far the hhenomena of imagination , reveries, and dreams , are agreeable to theforegoing, theory. HE recurrence of ideas , especially"
0358900101_000061,"The works of John Locke, in four volumes.",John Locke,76,1,0,0,10,1,0,0,4,0,1,0,10,1,0,2,6,1,1,1,0,0,3,0,0,4,16,0,10,0,4,1777,1,4,"London : printed for W. Strahan, J. F. and C. Rivington, L. Davis, W. Owen, S. Baker and G. Leigh, [and 18 others in London], 1777.",London,868,male,1632,1704,TRUE,"least every one's acquaintance will furnifi him with examples enough of such, as pa; most of their nights without dreaming . Upon this § i5. To think often, and never to retain it so much as one moment, is hvthoufihls a very useless sort of thinking: and the soul ,"
