PassageID,Title,Author,Total termFreq,termFreq(appear),termFreq(arm),termFreq(bed),termFreq(birth),termFreq(blood),termFreq(bodi),termFreq(born),termFreq(bring),termFreq(brought),termFreq(cafe),termFreq(care),termFreq(caus),termFreq(child),termFreq(children),termFreq(continu),termFreq(dead),termFreq(death),termFreq(deliv),termFreq(deliveri),termFreq(father),termFreq(feet),termFreq(follow),termFreq(forc),termFreq(gener),termFreq(god),termFreq(hand),termFreq(happen),termFreq(head),termFreq(hous),termFreq(infant),termFreq(know),termFreq(labour),termFreq(ladi),termFreq(left),termFreq(life),termFreq(littl),termFreq(live),termFreq(mean),termFreq(month),termFreq(mother),termFreq(natur),termFreq(observ),termFreq(open),termFreq(oper),termFreq(order),termFreq(pain),termFreq(parent),termFreq(person),termFreq(present),termFreq(reason),termFreq(taken),termFreq(turn),termFreq(uteru),termFreq(water),termFreq(wife),termFreq(woman),termFreq(womb),termFreq(women),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0198601000_000072,"The ladies friend; or, complete physical library, for the benefit and particular use of the ladies of Great Britain and Ireland; treating of the Nature, Causes, and various symptoms of all their diseases, Infirmities, and Disorders, natural or contracted, both before and after Marriage: with Direct Methods of Cure, without exposing their Indisposition to any Person living: also Of the Disorders incident to Children, from the Month to Five Years of Age; With an Appendix, Containing a Number of the most Valuable and Modern Prescriptions for Family Use. To which is annexed, The practical midwife, And thirteen curious Engravings of the natural and un-natural Posture of the Infant as it lics in the Womb, with an Explication how to manage a Difficult Labour, &c. &c. The third edition, with additions and alterations. By S. Freeman, Esq; Physician, è Collegio Regio Aberdonensi. Author of the New Good Samaritan, and other Medical Writings.","Freeman, Stephen, M.D.",103,0,1,1,4,1,0,0,0,2,2,0,0,3,0,1,0,1,0,8,0,4,4,0,2,0,8,0,3,0,12,0,0,0,3,1,1,0,1,0,1,3,0,2,3,2,1,0,0,5,0,2,3,4,3,0,1,10,0,0,1785,1,1,"London : printed for the author, and may be had at his House, in Staple-Inn Buildings, Middle-Row, Holborn; and by all Booksellers, and News-Carriers, in Great Britain and Ireland, [1785?].",London,339,unknown,,,FALSE,"guide the midwife thereto, and then it may be separated as in natural births . But the cafe i very dangerous if the firing breaks close to the cake, because of the time spent in finding this latter without a cue; during which, the womb may be greatly contrated, or"
0648800102_000026,"A new practice of physic; wherein the various diseases incident to the human body are orderly described, their causes assign'd, their diagnostics and prognostics enumerated, And The Regimen proper in each deliver'd; With a Competent Number of Medicines for every Stage and Symptom thereof, Prescribed after the Manner Of the most Eminent Physicians among the Moderns, and particularly those of London. The whole formed on the Model of Dr. Sydenham, and compleating the Design of his Processus Integri. In two volumes. By Peter Shaw, M.D.","Shaw, Peter",101,3,0,0,3,0,0,0,0,0,5,1,2,13,2,4,6,2,3,4,0,0,0,0,2,0,1,1,3,0,2,0,3,0,0,1,3,0,0,1,3,1,0,0,0,2,5,0,1,0,0,1,2,5,4,0,9,0,1,2,1726,2,2,"London : printed for J. Osborn and T. Longman, at the Ship in Pater-Noster-Row, M.DCC.XXVI. [1726].",London,329,male,1694,1763,FALSE,"a...... _. _-. i. To give him no brandy, geneva, anifeed water , or the like fiery cordials, either alone or mixed with his panada; and nothing that may curdle or disagree with his milk diet. 2 No fleff meat, not even fat pig, the favourite thing of some ov"
0216600100_000044,"A treatise of midwifery, comprehending the whole management of female complaints, and the treatment of children in early infancy. To which are added, Prescriptions for women and children, and Directions for preparing variety of Food and Drinks, adapted to the Circumstances of Lying-in-Women. By Alexander Hamilton, Professor of Midwifery in the University of Edinburgh, and Member of the Royal College of Surgeons.",Alexander Hamilton,121,0,3,0,0,0,6,1,2,3,4,0,1,15,2,0,0,2,3,1,0,8,0,1,2,0,11,1,8,0,0,0,1,0,3,1,4,0,1,0,0,1,1,0,6,1,4,0,0,6,1,1,2,5,0,0,6,3,0,0,1781,1,1,"Edinburgh : printed for J. Dickson, W. Creech, and C. Elliot, M,DCC,LXXXI. [1781].",Edinburgh,486,male,1739,1802,TRUE,"the back of the hand and fingers only should be lubricated. This part of the operation should be performed always during the remifion of pain , which should also be observed in bringing down the legs; but in making the extration of the body , when the legs are in"
0166100102_000006,"Cases in midwifery: with references and remarks. By William Perfect, M. D. of West-Malling, in Kent. ...",William Perfect,96,0,0,1,2,1,2,1,3,4,2,4,2,6,0,1,1,1,4,1,0,0,2,0,0,0,6,0,4,0,1,0,2,0,1,1,1,0,3,0,0,4,5,0,1,3,1,0,0,2,0,0,0,8,0,0,3,11,1,0,1784,2,2,"Rochester : printed for the author, by T. Fisher: and sold by J. Bew, Pater-Noster-Row; and J. Murray, Fleet-Street, London, 1784.",Rochester,559,male,1737,1809,FALSE,"uteri is sts tained b? the other, that it may not prolapse together with thefjtus, and occasion an inversion of the womb , to which, at that time, it is disposed: observation s6. presents us with an in velfion of the uterus in the birth , rendered fatal by an"
1071000300_000029,"The works of Aristotle, complete in four parts. Containing I. His complete master piece: Displaying the Secrets of Nature in the Generation of Man, regularly digested into Chapters. To which is added, The Family Physician, or the Treasure of Health; being choice and approved Remedies for all the several Distempers incident to Human Bodies. II. His complete and experienced midwife: Highly necessary for all Surgeons, Midwives, Nurses, and Child Bearing Women. III. His book of problems: Containing various Questions and Answers, touching the State of Man's Body. V. His last legacy: Unfolding the Mystery of Neture in the Generation of Man.",Aristotle,123,3,1,1,4,3,0,0,3,0,5,2,0,18,0,0,6,0,2,3,0,5,3,0,0,0,9,0,8,0,4,0,0,0,3,0,1,0,0,0,3,5,3,1,9,1,0,0,0,1,0,2,3,0,1,0,6,3,1,0,1776,1,1,"London : printed for L. Hawes and Co. No. 32; and S. Crowder, No. 12, in Pater-Noster-Row, MDCCLXXVI. [1776] [1788?].",London,593,male,,,FALSE,"Then let her Thighs be put ""aunder as far as may be, and held so while her Lcgs are bent bakwarids towards her Hips, her head loaning upon a bolster, and the Reins of her Back sip ported in like manner, her ruml. and buttocks being lifted up: Observing to"
0510700802_000040,"A collection of cases and observations in midwifery. By William Smellie, M.D. To illustrate his former treatise, or first volume, on that subject. Vol. II.",William Smellie,108,1,0,1,3,4,1,0,4,1,3,1,1,10,0,0,1,0,4,0,0,0,3,1,1,0,1,1,0,0,1,2,1,1,2,0,2,3,3,7,4,6,0,2,0,0,4,0,0,2,3,1,1,1,0,0,11,7,0,2,1768,2,2,"London : printed for D. Wilson and G. Nicol, and T. Durham, 1768.",London,477,male,1697,1763,FALSE,"afterwards, nature of its own accord expelling the child , by means of ome pains which were excited by a glyfter he had prescribed, and which had sufficiently dilated the orifice. But the midwife who frayed to attend her, missing the opportunity, let the womb close itself, and could'not bring"
0853700100_000006,"A new and general system of midwifery, in four parts. By Brudenell Exton, M.D. Physician and Man Midwife to the Middlesex Hospital.","Exton, Brudenell",114,0,0,0,3,1,0,1,0,0,2,1,2,3,0,0,0,0,0,5,0,0,3,6,0,0,1,1,5,0,5,0,11,0,0,0,3,0,1,1,2,7,0,4,0,0,18,0,1,1,0,2,2,2,6,0,4,9,1,0,1771,1,1,"London : printed for J. Heard, at the Philobiblian Library, in Piccadilly, MDCCLXXI. [1771].",London,187,unknown,,,FALSE,"Back, and its Heels flying uppermost. This is the TRUE Posture for a natural Delivery ; therefore when the Infant is about to make this Alteration, for its easier Exit, it is very proper that the Mother should be frill and quiet: for by Motion at this Time it is"
0216600100_000045,"A treatise of midwifery, comprehending the whole management of female complaints, and the treatment of children in early infancy. To which are added, Prescriptions for women and children, and Directions for preparing variety of Food and Drinks, adapted to the Circumstances of Lying-in-Women. By Alexander Hamilton, Professor of Midwifery in the University of Edinburgh, and Member of the Royal College of Surgeons.",Alexander Hamilton,114,0,14,1,0,0,2,0,1,2,6,3,0,14,0,0,0,0,4,3,0,5,1,3,2,0,6,1,6,0,0,0,3,0,0,1,0,0,3,0,2,0,0,2,3,1,4,0,0,5,0,3,2,6,1,0,1,3,0,0,1781,1,1,"Edinburgh : printed for J. Dickson, W. Creech, and C. Elliot, M,DCC,LXXXI. [1781].",Edinburgh,486,male,1739,1802,TRUE,"so low that a noose or fillet can be ap' plied; and thus, by pulling with the one hand by means of the noose, and pushing with the other, the feet can be brought down, and the delivery finished in the most complicated and difficult cafes . The The method"
0219001800_000047,"The diseases of women with child, and in child-bed: as also, the best means of helping them in natural and unnatural labours. With sit Remedies for the several Indispositions of New-Born Babes. To which is prefix'd an exact description of the parts of generation in women. A Work much more perfect than any now extant, and very necessary for all, especially Midwives and Men practising that Art. The fifth edition corrected, and augmented with several ne figures, and with the Description of an excellent Instrument to bring a Child that comes right; All correctly Engraven in Copper. Written in French by Francis Mauriceau. And translated by Hugh Chamberlen, M.D.",François Mauriceau,94,0,0,3,1,4,2,2,1,3,0,1,4,9,2,1,0,0,0,1,0,0,0,0,1,0,2,2,0,0,3,0,2,0,0,1,4,0,2,2,2,3,2,2,1,0,3,0,0,0,1,2,0,0,5,0,8,7,4,1,1716,1,1,"London : printed for A. Bell, at the Cross-Keys and Bible in Cornhill, near Stocks-Market, 1716.",London,436,male,1637,1709,FALSE,"the Child in the Cavity of the Womb ; for though' there may be much Water within thel' Membranes, it is not properly the Dropsy of the Womb , because there must ever * naturally be some, in the midst of Ar alwais it. which the Fatus is contained: Notwithstanding,"
0510700802_000043,"A collection of cases and observations in midwifery. By William Smellie, M.D. To illustrate his former treatise, or first volume, on that subject. Vol. II.",William Smellie,118,1,2,1,0,0,0,3,0,1,3,0,0,15,4,0,2,0,7,2,3,0,0,3,1,0,2,3,9,0,0,0,3,0,1,0,5,0,0,8,6,1,2,4,0,0,1,0,0,5,0,0,2,1,1,0,8,2,6,0,1768,2,2,"London : printed for D. Wilson and G. Nicol, and T. Durham, 1768.",London,477,male,1697,1763,FALSE,"from the outside of whose little finger of the right hand , hung an excrescence about the size of a nutmeg, resembling one of the small potatoes, that are used for seed, both in the colour, and little indeatations on its surface; and some of the women affirmed the mother"
1074400800_000024,"Aristotle's compleat and experienc'd midwife. In two parts. I. Guide for child-bearing women, in the Time of their Conception, Bearing and Suckling their Children; with the best Means of Helping them, both in Natural and Unnatural Labours: Together with suitable Remedies for the various Indispositions of New-Born Infants. II. Proper and safe remedies for the curing all those distempers that are incident to the female sex; and more especially those that are any Obstruction to their Bearing of Children. A Work far more perfect than any yet Extant; and highly Necessary for all Surgeons, Midwives, Nurses, and Child-Bearing Women. Made English by W- S-, M.D.","Salmon, William",99,0,1,0,4,4,2,7,3,1,0,5,1,16,4,0,1,0,2,1,0,0,3,0,3,0,2,1,4,0,2,1,0,0,2,2,1,0,0,0,2,3,2,0,1,1,1,0,0,1,4,1,0,0,2,0,4,3,1,0,1760,1,1,"London : printed and sold by the booksellers, [1760?].",London,167,male,1644,1713,FALSE,"to Flood or else break the Strings, both which are of bad Consequence to the Woman , whose Delivery may thereby be rendered the more difficult. It must also be carefully heeded, that the Head be not drawn forth straight, but Shaking it a little from the oni Side to"
0307200103_000123,"A medicinal dictionary; including physic, surgery, anatomy, chymistry, and botany, in all their branches relative to medicine. Together with a history of drugs; ... With copper plates. By R. James, M.D. ...","James, Robert",123,0,4,0,0,0,5,2,6,5,7,0,1,16,2,0,6,1,2,0,0,3,1,2,2,0,2,2,12,0,4,0,5,0,0,1,0,0,3,0,4,4,0,1,0,1,2,0,0,2,1,3,1,0,2,0,2,5,1,0,1743,3,3,"London : printed for T. Osborne; and sold by J. Roberts, 1743-45.",London,1055,male,1703,1776,FALSE,"Pledgets dipped in a Lotion made of equal Parts of Brandy, limewater, and 1 loney of Roles. La Maott, in his Supplement, tells us of a very difficult Cafe , where the Labia Pudendi and Vagina were excessively hard and fwell'd; the Child's Head lay very high, and was not"
0166100101_000065,"Cases in midwifery: with references and remarks. By William Perfect, M. D. of West-Malling, in Kent. ...",William Perfect,88,3,4,1,2,1,1,1,1,0,3,1,0,9,1,1,0,0,2,2,0,2,1,1,3,0,4,1,2,0,0,0,3,0,1,0,2,0,1,0,0,2,1,1,1,0,9,0,0,4,0,1,2,3,2,1,6,0,1,0,1784,1,2,"Rochester : printed for the author, by T. Fisher: and sold by J. Bew, Pater-Noster-Row; and J. Murray, Fleet-Street, London, 1784.",Rochester,427,male,1737,1809,FALSE,"and the head was afterwards delivered with the crotchet. I HAVE been more diffuse in my quotations and observations on the presentation of the arm , as it is a position which very often happens ; is frequently complicated: and, in general , requires the utmost Gfill and care of"
1742100111_000899,"Encyclopædia Britannica; or, a dictionary of arts, sciences, and miscellaneous literature; ... The third edition, in eighteen volumes, greatly improved. Illustrated with five hundred and forty-two copperplates. ...",,114,0,3,1,2,0,3,0,3,0,7,0,1,12,0,2,1,1,4,9,0,4,0,1,0,0,10,0,1,0,0,0,4,0,1,2,2,1,1,2,4,2,1,0,3,0,4,0,0,6,1,0,1,2,5,0,7,0,0,0,1797,11,20,"Edinburgh : printed for A. Bell and C. Macfarquhar, 1797.",Edinburgh,817,unknown,,,FALSE,"artery, are not infallible signs of the child's death ; and Ibould this even be so, it makes little difference in the mode of delivery , unlels that it will lead us to pay all our attention to the mother : For a living child gives no more assistance in"
0608700600_000051,"A treatise of midwifery; comprehending the management of female complaints, and the treatment of children in early infancy. To which are Added, Prescriptions for Women and Children; and Directions for preparing a Variety of Food and Drinks, adapted to me Circumstances of Lyingain Women. Divested of Technical Terms and Abstruse Theories, for the Use of Female and other Practitioners, and Private Families. By Alexander Hamilton, M. D. Professor of Midwisery in the University of Edinburgh, and Member of the Royal College of Surgeons.",Alexander Hamilton,119,1,0,0,6,0,1,0,0,4,2,0,1,16,3,0,0,0,0,9,0,6,1,2,2,0,8,0,2,0,0,0,5,0,1,0,1,0,0,0,1,3,2,0,1,0,9,0,0,3,1,2,2,10,3,0,7,3,0,1,1785,1,1,"Edinburgh : printed for Charles Elliot, Edinburgh; G. G. J. and J. Robinson, London; and W. Gilbert, Dublin, MDCCLXXXV [1785].",Edinburgh,334,male,1739,1802,TRUE,"place the woman in a proper position, and gently insinuate her hand by the fide of the membranes into the uterus , and examine how the child lies. If the head or breech present , it is only necessary to break the membranes, withdraw the hand , 20j hand ,"
0219200500_000027,"The art of midwifery improv'd. Fully and plainly laying down whatever instructions are requisite to make a compleat midwife. And The many Errors in all the Books hitherto written upon this Subject clearly refuted. Illustrated with 38 cuts curiously Engraven on Copper Plates, representing in their due Proportion, the several Positions of a Foetus. Also A New Method, Demonstrating, How Infants ill situated in the Womb, whether obliquely, or in a strait Posture, may, by the Hand only, without the Use of any Instrument, be turned into their right Position without hazarding the Life either of Mother or Child Written in Latin by Henry à daventer. Made English. To which is added, A Preface giving some Account of this Work, by an Eminent Physician.",Hendrik fan Deventer,117,3,1,1,13,0,1,0,1,1,1,1,0,2,0,0,0,0,1,1,1,0,2,1,0,0,2,0,3,0,8,1,8,0,0,1,3,0,1,0,1,3,2,5,0,0,14,1,3,3,3,2,2,0,0,1,7,10,1,1,1716,1,1,"London : printed for E. Curll, at the Dial and Bible, J. Pemberton, at the Buck and Sun, both against St. Dunstans-Church in Fleet-Street and W. Taylor, at the Ship in Pater-Noster-Row, 1716.",London,343,male,1651,1724,FALSE,"done, I said there was Work, except he would spoil the Bed ; upon which my Clothes being cast about me, I was scarce out of the Chamber, but whilst I was knocking, he called me back to help her in Labour ; and placing herself upon the next Seat"
0734700200_000859,"A new medical dictionary; or, general repository of physic. Containing an explanation of the terms, and a description of the various particulars relating to anatomy, physiology, physic, surgery, materia medica, chemistry, &c. &c. &c. Each Article, according to its Importance, being considered in every Relation to which its Usefulness extends in the Healing Art. By G. Motherby, M.D. C. M. S. By George Wallis, M. D. S. M. S. Lecturer on the Theory and Practice of Physic, London.","Motherby, G. (George)",128,0,5,0,0,0,2,2,0,1,14,2,1,20,3,2,1,0,3,4,0,3,2,1,1,0,4,0,6,0,0,2,2,0,1,1,2,1,0,0,2,0,2,0,2,2,7,0,1,8,0,0,10,5,0,0,1,0,2,0,1791,1,1,"London : printed for J. Johnson, St. Paul's Church-Yard; G. G. J. and J. Robinson, Paternoster-Row; A. Hamilton, jun. and J. Murray, Fleet-Street, MDCCXCI. [1791].",London,787,male,1732,1793,FALSE,"Tihe brcls preftring, is llie vaginla, at thille faimle lime puni up tlite body of Ille i1th'c. riil ""' s th ribs. Wheu the brccch oflsrs itself, chill. When the feet are brought into ithe vagina, the tiv is'? pai rts are e""fily perceived tlhere, andl the mcco C e"
0608700600_000048,"A treatise of midwifery; comprehending the management of female complaints, and the treatment of children in early infancy. To which are Added, Prescriptions for Women and Children; and Directions for preparing a Variety of Food and Drinks, adapted to me Circumstances of Lyingain Women. Divested of Technical Terms and Abstruse Theories, for the Use of Female and other Practitioners, and Private Families. By Alexander Hamilton, M. D. Professor of Midwisery in the University of Edinburgh, and Member of the Royal College of Surgeons.",Alexander Hamilton,115,1,16,0,0,0,2,0,3,1,8,1,0,12,1,0,1,0,4,4,0,4,1,2,1,0,5,0,6,0,0,0,4,0,1,1,0,0,2,0,3,0,1,1,3,0,5,0,0,7,0,2,2,7,1,0,1,1,0,0,1785,1,1,"Edinburgh : printed for Charles Elliot, Edinburgh; G. G. J. and J. Robinson, London; and W. Gilbert, Dublin, MDCCLXXXV [1785].",Edinburgh,334,male,1739,1802,TRUE,"arm has been often torn from the body , and the mother has died in the at tcmptk. In cafes of arm prefentation, the child , withyrong f/ow inl pains , is sometimes prot u dead by the breech 0.00% Cafe III The fide. this is discovered b1 feeling the"
